year, UKESM1-0-LL, EC-Earth3-Veg, TaiESM1, NorESM2-LM, MPI-ESM1-2-LR, CNRM-ESM2-1, IPSL-CM6A-LR, CESM2-WACCM, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-MM, GFDL-ESM4, MIROC-ES2L, CanESM5
2.025000000000000000e+03, 1.418552366592458647e+00, 2.149016811763439616e+00, 1.783341831039293890e+00, 2.073665970149936033e+00, 1.436673166730602968e+00, 1.529615398493029854e+00, 2.286670296213730857e+00, 1.569486000522507974e+00, 1.936365855237084155e+00, 1.475109042322068964e+00, 1.933755040708262873e+00, 1.272361714103332986e+00, 1.407747791720792119e+00, 3.682693577051524336e+00
2.026000000000000000e+03, 1.335510354346874040e+00, 2.162760396897384751e+00, 1.709759883072543563e+00, 1.759544062728490399e+00, 1.635510721503227627e+00, 1.435676985418268048e+00, 2.476454981673112510e+00, 1.621221096152676067e+00, 1.925871821871463663e+00, 1.564187906716851595e+00, 1.912406745914017270e+00, 1.217778767006644447e+00, 1.432513262371596152e+00, 4.123092246321468757e+00
2.027000000000000000e+03, 1.292546107555817558e+00, 2.419642113112032256e+00, 1.707914957235933562e+00, 1.659249734811935495e+00, 1.454432307525462154e+00, 1.300222360906567287e+00, 2.788531013614366838e+00, 1.577941625460261399e+00, 2.146472478771828563e+00, 1.578758188546666608e+00, 1.648318231425027758e+00, 1.307530022463315289e+00, 1.455469235272348616e+00, 3.849299921258871660e+00
2.028000000000000000e+03, 1.288895410027134147e+00, 2.530802951619515628e+00, 1.618664752956921138e+00, 1.684567335912417585e+00, 1.305559087103075777e+00, 1.575950553631729978e+00, 2.594391315962926825e+00, 1.666973997703255606e+00, 1.860566969122475101e+00, 1.555079427899877187e+00, 1.663222625204868521e+00, 1.373992548163663452e+00, 1.510008740262166693e+00, 3.771313308340308978e+00
2.029000000000000000e+03, 1.544131838424582348e+00, 2.646349150210997259e+00, 1.949144337855667652e+00, 2.017311061079288148e+00, 1.405514143126595394e+00, 1.460481880554353795e+00, 2.388026030167831326e+00, 1.562522521549104981e+00, 1.772321770919832007e+00, 1.541084587664133476e+00, 1.761693022934490260e+00, 1.306937840897967940e+00, 1.515526015094553758e+00, 3.923553076319104438e+00
2.030000000000000000e+03, 1.525581671189892630e+00, 2.513974760614805071e+00, 1.827425691781712214e+00, 2.040804339605754247e+00, 2.124570496161059641e+00, 1.553983415722860917e+00, 2.541671907024789512e+00, 1.558659641429621656e+00, 2.087594616824626215e+00, 1.566512282525781119e+00, 1.867728896409362349e+00, 1.229210841477066607e+00, 1.506353786465510547e+00, 3.926315491903673571e+00
2.031000000000000000e+03, 1.349604403057444335e+00, 2.428518212016254729e+00, 1.480022009083707291e+00, 2.016653871417379840e+00, 1.569541149401606939e+00, 1.303325101764192473e+00, 2.773715803052173356e+00, 1.420219532445201382e+00, 1.911347661433204781e+00, 1.618141390182226580e+00, 1.790125775063737601e+00, 1.200478736252263312e+00, 1.472557285050750897e+00, 3.768162434919053450e+00
2.032000000000000000e+03, 1.553389560567199679e+00, 2.434688642584569518e+00, 1.600082383648910422e+00, 2.030354597796238725e+00, 1.313428588704020683e+00, 1.613062238726147291e+00, 2.782780016711674964e+00, 1.592118011823092871e+00, 2.043671848656073209e+00, 1.597167098076555325e+00, 1.856338865600585475e+00, 1.175633560179519366e+00, 1.514526101219398901e+00, 3.976913399830118490e+00
2.033000000000000000e+03, 1.544237487876708670e+00, 2.285833355385666898e+00, 2.300213325446008206e+00, 1.705589983581823121e+00, 1.361560424710697381e+00, 1.507426931763720335e+00, 2.416528583402227426e+00, 2.054646552121931702e+00, 1.816621334092053619e+00, 1.584190245272287578e+00, 2.041711525770364855e+00, 1.093274879408287603e+00, 1.549086105527714752e+00, 4.072261573262765388e+00
2.034000000000000000e+03, 1.406920404164898608e+00, 2.228251262668166977e+00, 1.818223048938653941e+00, 1.691196762914173091e+00, 2.023359309752679636e+00, 1.247185718723940795e+00, 2.703921157014611332e+00, 2.274521571274234599e+00, 1.951232598648696026e+00, 1.613103372137468350e+00, 1.971034457097187165e+00, 1.053025909115547831e+00, 1.526994466553930785e+00, 3.656996604202666923e+00
2.035000000000000000e+03, 1.367026324724214037e+00, 2.391397016856851909e+00, 1.737817570791045263e+00, 1.753369863898766923e+00, 1.758845774466214262e+00, 2.011107808141141540e+00, 2.801670373064566455e+00, 2.351449684532759488e+00, 1.859293028292598571e+00, 1.565633373715013654e+00, 2.062931228267589567e+00, 1.053912708171768520e+00, 1.535829626260809988e+00, 3.719924943653892591e+00
2.036000000000000000e+03, 1.423021254559104554e+00, 2.881529718970885057e+00, 2.086840184677862364e+00, 1.933444908700800990e+00, 1.332355490734005832e+00, 2.207420955295115395e+00, 2.704734146555671792e+00, 1.929018836589577734e+00, 1.902213592369602191e+00, 1.567891387279604531e+00, 1.862094967422676106e+00, 1.043895620426923632e+00, 1.487157826240745440e+00, 3.804848220383233226e+00
2.037000000000000000e+03, 1.422083701775504805e+00, 2.373395905980248077e+00, 1.771338496581749800e+00, 1.799925008043940844e+00, 1.573383941412012987e+00, 1.683081629241019783e+00, 2.979506161477064818e+00, 1.765387638033206086e+00, 1.797848587031640299e+00, 1.540844817766125807e+00, 1.792267042405904842e+00, 1.054023631452892795e+00, 1.519368319323998628e+00, 3.934320260196989771e+00
2.038000000000000000e+03, 1.411934859481092097e+00, 2.169191596369535624e+00, 1.496275542400684389e+00, 1.795138689705947144e+00, 1.507069114501074170e+00, 1.536041084641073473e+00, 2.545740542083602787e+00, 1.978462950378273355e+00, 1.886784730991411863e+00, 1.509912538197477172e+00, 2.095104774210506005e+00, 1.103638116729126484e+00, 1.502129643460555997e+00, 3.906736856001658431e+00
2.039000000000000000e+03, 1.501258104661152171e+00, 2.476310376058891372e+00, 1.979383879066844543e+00, 1.726184920914486831e+00, 1.220268186299247493e+00, 1.432223379120481255e+00, 2.590064103063908885e+00, 1.689374367149745204e+00, 1.904901522318832807e+00, 1.490900824585354556e+00, 1.980592375640416236e+00, 1.185236818101896628e+00, 1.516641020462792033e+00, 4.347656723443014570e+00
2.040000000000000000e+03, 1.332354529406771571e+00, 2.822649637806891931e+00, 2.240275358049595766e+00, 1.684575480895096122e+00, 1.833795095319261215e+00, 1.321263756654521559e+00, 2.806246361283692536e+00, 1.628963670381497586e+00, 1.795278245947355744e+00, 1.466187462912985850e+00, 1.967751152097411360e+00, 1.318768128382982185e+00, 1.495813632079126654e+00, 4.183626258698205369e+00
2.041000000000000000e+03, 1.559887395143455757e+00, 2.541302692602684488e+00, 1.585039475685498633e+00, 1.746536843467987765e+00, 1.989547757906860781e+00, 1.412247183138997553e+00, 2.912692257767303339e+00, 1.617463942559769885e+00, 1.903165038170414602e+00, 1.520023486554997527e+00, 1.720537919193085630e+00, 1.245780169698960771e+00, 1.478475146674406826e+00, 4.574742258061881728e+00
2.042000000000000000e+03, 1.421055001904806714e+00, 2.347268992583834368e+00, 1.772221731133396094e+00, 1.699055872556264779e+00, 2.013083877513331732e+00, 1.457156089169246993e+00, 2.852850088988863941e+00, 1.568280121237074054e+00, 1.992189427376812150e+00, 1.510823127221721407e+00, 1.731528524551974035e+00, 1.230783465151411571e+00, 1.546851721787609657e+00, 3.999114419845412272e+00
2.043000000000000000e+03, 1.390884658377596228e+00, 2.670379746908030150e+00, 1.842432288151069963e+00, 1.668516410643559267e+00, 1.893579481936450426e+00, 1.740653118207477812e+00, 2.959233584686280061e+00, 1.403518815526763053e+00, 1.892604228522426935e+00, 1.542302203641318314e+00, 2.047700635409481329e+00, 1.309479468644757283e+00, 1.560998426577066667e+00, 4.512222444760791262e+00
2.044000000000000000e+03, 1.450799383841310464e+00, 2.549987187087446205e+00, 2.358564228950553510e+00, 1.671054253317258098e+00, 1.414787791252621885e+00, 1.375206470912138101e+00, 2.800880883748789074e+00, 1.803994080628985808e+00, 1.871534503650143844e+00, 1.546377013149260238e+00, 2.062436741476731061e+00, 1.381861635802816846e+00, 1.504201324006802398e+00, 3.937775214980778316e+00
2.045000000000000000e+03, 1.503972533844984749e+00, 2.231746429909709839e+00, 1.521737344064735709e+00, 1.827227985758097084e+00, 1.980214245465517386e+00, 1.400778235777491831e+00, 2.672226612039338089e+00, 1.633025841734533579e+00, 2.075638727641952563e+00, 1.553674432948463080e+00, 1.961031153829426721e+00, 1.307100667004568173e+00, 1.539625950133137966e+00, 3.917820766607650995e+00
2.046000000000000000e+03, 1.399627058479404162e+00, 2.229918600624974268e+00, 1.670587799852643718e+00, 1.843175564420769463e+00, 1.409962554138301627e+00, 1.279223147270125427e+00, 2.815527602712774247e+00, 1.566400095033698925e+00, 1.699126771813258108e+00, 1.588547678045200584e+00, 1.965230627209572312e+00, 1.250685370202663904e+00, 1.555449449672768436e+00, 4.416499842509064244e+00
2.047000000000000000e+03, 1.388916471161034449e+00, 2.521223753647412469e+00, 2.190509080802472308e+00, 1.689861114549787269e+00, 2.225130065017030034e+00, 1.324104029319529641e+00, 2.768973553555863276e+00, 1.936505515205508621e+00, 2.019600454154288904e+00, 1.583393741451842418e+00, 2.079476422208984321e+00, 1.180630379154783416e+00, 1.644194069690063653e+00, 4.596798695472954499e+00
2.048000000000000000e+03, 1.305137915073107502e+00, 2.409853978261493612e+00, 1.762192529563461063e+00, 1.707877180709357789e+00, 1.614000051913049960e+00, 1.537549536871560374e+00, 3.131349618966984938e+00, 1.873363207483013104e+00, 1.971910801217688913e+00, 1.572392328266734030e+00, 2.286624061724285450e+00, 1.055619922151584511e+00, 1.595349957280024045e+00, 4.487072747786009508e+00
2.049000000000000000e+03, 1.284340083747208316e+00, 2.464974228511206622e+00, 1.513204162652596718e+00, 1.653961550496570787e+00, 1.648316444872889530e+00, 1.368769705690046523e+00, 2.974585757773918537e+00, 1.609147161386306202e+00, 1.985986381916619914e+00, 1.583655472123964403e+00, 2.167229785398375963e+00, 1.048712339318425668e+00, 1.531059903915252374e+00, 4.170597053559273348e+00
2.050000000000000000e+03, 1.296209515682832158e+00, 2.505593987822835267e+00, 1.591861959320913344e+00, 1.770515825752839945e+00, 1.859412263527130182e+00, 1.420784170008688951e+00, 2.730789865512520898e+00, 1.779757562828580442e+00, 2.286474896508243759e+00, 1.527701647881503533e+00, 1.892681264776242100e+00, 1.163221620519978572e+00, 1.609741466030818913e+00, 4.219001060169405015e+00
2.051000000000000000e+03, 1.432017040557086229e+00, 2.614643646655943954e+00, 1.918788086975388829e+00, 1.968790512221234357e+00, 1.870404648951753179e+00, 1.289399526710895527e+00, 2.623831684750480786e+00, 1.612766072739640233e+00, 1.733527918393849898e+00, 1.555580439880790422e+00, 2.034112591322316810e+00, 1.249406072771199527e+00, 1.602252021109483948e+00, 4.168575169309518991e+00
2.052000000000000000e+03, 1.438806055142083151e+00, 2.613274793632752502e+00, 2.302118732839073534e+00, 2.022110431387552421e+00, 1.897828658353563291e+00, 1.286693926491456086e+00, 2.572060853655833146e+00, 1.795335779817088806e+00, 1.988134398565397198e+00, 1.537933283969315390e+00, 1.818180412341152019e+00, 1.308159996747399134e+00, 1.560585366962227161e+00, 4.510224628219343224e+00
2.053000000000000000e+03, 1.336683299346630216e+00, 2.547670628854559638e+00, 1.874126329735423813e+00, 1.610319926109326394e+00, 1.465500011121492197e+00, 1.791032650963895634e+00, 2.813979503436829344e+00, 2.360526019711072898e+00, 1.965801667975664691e+00, 1.447680960766717817e+00, 1.695251176571708873e+00, 1.284090708619995969e+00, 1.545825048274780844e+00, 4.496646610846538827e+00
2.054000000000000000e+03, 1.504492111119044351e+00, 2.428198426148723943e+00, 1.828829673537608613e+00, 1.698191315381886168e+00, 1.959545094278539956e+00, 1.452997217557228771e+00, 3.071632250736987313e+00, 2.204131034776081854e+00, 1.965560813505524695e+00, 1.416266762857469219e+00, 1.815333542356379226e+00, 1.294366915591532052e+00, 1.546643040948166625e+00, 4.069399355225608694e+00
2.055000000000000000e+03, 1.530321927231623080e+00, 2.415708087748861033e+00, 1.685288324888746692e+00, 1.775394875328314637e+00, 1.352096943697642217e+00, 1.904678955592952416e+00, 3.143541879328773714e+00, 1.830904719189386132e+00, 1.821173165005586014e+00, 1.428815749367442267e+00, 2.046214412585332987e+00, 1.624027204789463719e+00, 1.606644871778842187e+00, 4.856476472696082070e+00
2.056000000000000000e+03, 1.480241839702269191e+00, 2.515562992650763441e+00, 1.819730874624025496e+00, 1.639033460238836559e+00, 1.546684416537222440e+00, 2.160129354613011810e+00, 2.862171311959256226e+00, 2.015149143201134141e+00, 1.762568583494431351e+00, 1.419445976660342446e+00, 1.822972856649864193e+00, 1.888492039616621820e+00, 1.572662457035735706e+00, 4.296796701383082784e+00
2.057000000000000000e+03, 1.384456267768482851e+00, 2.853967140506236344e+00, 1.973427665605551828e+00, 1.571892395665265951e+00, 1.911070656908598897e+00, 1.371193328538618861e+00, 3.124290215941920135e+00, 2.034786939566842534e+00, 2.186876917891419136e+00, 1.410835045890723949e+00, 2.018328968669209633e+00, 1.659982909517618177e+00, 1.599150817590240914e+00, 4.488366408445876310e+00
2.058000000000000000e+03, 1.260756787185451033e+00, 2.501410873235260013e+00, 1.763777432536559608e+00, 1.394145374626028389e+00, 2.007954848781000390e+00, 1.612587212462435859e+00, 2.899026258737391171e+00, 1.846851681693986835e+00, 2.209562653177696401e+00, 1.406281638098024755e+00, 2.418733232864362037e+00, 1.494053153931272915e+00, 1.586432628653245525e+00, 4.427754650330734343e+00
2.059000000000000000e+03, 1.398151936823971431e+00, 2.536666620119337523e+00, 1.688572023691640167e+00, 1.899072338138557914e+00, 1.819816761959723639e+00, 1.366824690649187879e+00, 3.017920465833490606e+00, 1.613514580528279341e+00, 1.935923130200475351e+00, 1.417729343341980419e+00, 2.208523598927330855e+00, 1.545836067745668618e+00, 1.667631464251101869e+00, 4.610097581421205071e+00
2.060000000000000000e+03, 1.693927289221355714e+00, 2.574772137687329376e+00, 1.534674626108235573e+00, 1.910345408657561750e+00, 2.169223539287501001e+00, 1.327914370042405201e+00, 2.977654321395070802e+00, 1.879625598969256295e+00, 1.982559952503447853e+00, 1.397844084092050743e+00, 2.011827806249080197e+00, 1.417010594160690751e+00, 1.639536467092531868e+00, 4.565798934974093726e+00
2.061000000000000000e+03, 1.606124539773525983e+00, 2.458713896865701631e+00, 1.650955943134273296e+00, 1.847633143160799296e+00, 2.033645520931228301e+00, 1.626604628054116430e+00, 2.962703445359981203e+00, 1.535500369444988245e+00, 2.028389971722927676e+00, 1.401349587808518260e+00, 2.378017889037875587e+00, 1.289330372541261927e+00, 1.638407964946160256e+00, 4.429898839842929981e+00
2.062000000000000000e+03, 1.513283690385081481e+00, 2.455142298973685744e+00, 2.076659938627225532e+00, 1.904704065392617274e+00, 1.875649369237738950e+00, 1.439873268398137895e+00, 3.146394217234072421e+00, 1.678396449843643001e+00, 1.821435035800603286e+00, 1.404209865494532528e+00, 2.418380794892044161e+00, 1.263453892392176758e+00, 1.607508068720347794e+00, 4.455121599070024807e+00
2.063000000000000000e+03, 1.522402273255755389e+00, 2.828713157274618251e+00, 2.238799915077523295e+00, 2.057588071768865934e+00, 1.757025483932990628e+00, 1.365917425718517153e+00, 2.967211719629412325e+00, 1.869724676067143099e+00, 1.949800142689109617e+00, 1.381568503722895302e+00, 2.504453128251793004e+00, 1.377708992039104130e+00, 1.628411145813615013e+00, 4.371862094305910773e+00
2.064000000000000000e+03, 1.411910605743060598e+00, 2.763294896233968068e+00, 1.699352113827761412e+00, 2.059307591882200139e+00, 1.945877910315329640e+00, 1.315245142673414191e+00, 3.202568550805658720e+00, 2.095776139870888066e+00, 1.862217325767981269e+00, 1.452665349216143875e+00, 2.199379629804097291e+00, 1.414446496930699571e+00, 1.646111195820358697e+00, 4.273119297514601733e+00
2.065000000000000000e+03, 1.403007441942460298e+00, 2.786205093104659802e+00, 1.729431992274448993e+00, 1.994507038744203653e+00, 1.831607532119214454e+00, 1.315835208343165474e+00, 3.147173043443290297e+00, 1.915963450168110205e+00, 1.849104163762341546e+00, 1.470589472190777514e+00, 2.192083312541665663e+00, 1.321745177934778859e+00, 1.621760322293189338e+00, 4.451439527794454065e+00
2.066000000000000000e+03, 1.479160460879641370e+00, 2.591842182990680143e+00, 2.252740189740188193e+00, 1.722575081144384956e+00, 1.847580233406726835e+00, 1.526749802527397337e+00, 2.824648734394071159e+00, 1.866408453874613516e+00, 1.977277913604379433e+00, 1.469969961375849676e+00, 1.985765280591504034e+00, 1.439036689151420356e+00, 1.641966896545968613e+00, 4.729506704687113761e+00
2.067000000000000000e+03, 1.519027543691207738e+00, 2.830005740417261606e+00, 2.363302299131302853e+00, 1.937114180153030940e+00, 2.123480161896141638e+00, 1.316980923114471347e+00, 3.180752987538944865e+00, 1.829648253784227130e+00, 2.222156554381649052e+00, 1.386575767768913670e+00, 2.038582689570116457e+00, 1.753384036519977762e+00, 1.695098556602874007e+00, 4.196823134923252319e+00
2.068000000000000000e+03, 1.376097692642243908e+00, 2.802892293945935531e+00, 1.622281935066799186e+00, 1.610183597308397552e+00, 2.020752903097196462e+00, 1.714817506030568373e+00, 3.066541968419144837e+00, 1.938297887220131743e+00, 1.901453092689208146e+00, 1.402829753956993386e+00, 1.723970889985692034e+00, 1.934357444018623307e+00, 1.701141189239349760e+00, 4.422309081815725129e+00
2.069000000000000000e+03, 1.422924178742098089e+00, 2.669464669141446311e+00, 1.686384244051062797e+00, 1.703144061310113644e+00, 1.419231849888421770e+00, 1.297682459522691234e+00, 3.035809872447428948e+00, 1.818917133243610484e+00, 2.004956267969934203e+00, 1.443917061422568038e+00, 1.817638054931911995e+00, 1.669783346064867890e+00, 1.729799090016378216e+00, 4.683020495112436343e+00
2.070000000000000000e+03, 1.434810034150924896e+00, 2.607778816227085628e+00, 2.497215880861145543e+00, 1.720065362170970724e+00, 2.003449017615952066e+00, 1.577051773665899104e+00, 2.932498364965715698e+00, 1.865844645080229736e+00, 2.016547830181509848e+00, 1.426126197042457022e+00, 2.380843213889759280e+00, 1.492309729679114350e+00, 1.673031980898705973e+00, 4.781436943255883421e+00
2.071000000000000000e+03, 1.762142931162075099e+00, 2.919073853400651952e+00, 1.984147368085254826e+00, 1.636713123707632445e+00, 2.223294379481664862e+00, 1.393526576802530448e+00, 2.986915966499579245e+00, 1.611618984682158473e+00, 1.871186049226844839e+00, 1.422101933068816715e+00, 1.851422789673016656e+00, 1.501958031724057285e+00, 1.717819104531292940e+00, 4.806546948305348010e+00
2.072000000000000000e+03, 1.579034216569374038e+00, 3.154270366785753232e+00, 1.649098430839825102e+00, 1.772603457414452688e+00, 2.161310243835109723e+00, 1.176257577118739572e+00, 2.842201656976012014e+00, 1.743157262389178008e+00, 2.040672937227983930e+00, 1.428747220086380665e+00, 2.006251051360194548e+00, 1.461107559122823085e+00, 1.668904969325449406e+00, 4.621980653189792676e+00
2.073000000000000000e+03, 1.566369988919401601e+00, 2.982536857850798473e+00, 2.305260179483390015e+00, 1.852318512780096738e+00, 2.093741452975788064e+00, 1.636253660840005342e+00, 2.956831292555039070e+00, 1.655752292958055039e+00, 2.413512987820756184e+00, 1.405229440545161745e+00, 2.183229798228113694e+00, 1.367873551748115757e+00, 1.677276870701184697e+00, 5.328958217659344854e+00
2.074000000000000000e+03, 1.617892275464161367e+00, 2.735962831743136370e+00, 1.832736943351118475e+00, 1.594568827480389306e+00, 1.772833830779924291e+00, 1.397542880772865814e+00, 3.101959392536756344e+00, 1.500447848952586982e+00, 1.766044936739483706e+00, 1.402191623507347273e+00, 1.996859047468082959e+00, 1.275613956286373085e+00, 1.665898236093103391e+00, 4.602807906950103778e+00
2.075000000000000000e+03, 1.638187745583804977e+00, 2.692232157084267108e+00, 1.955351676197443211e+00, 1.633250585721109926e+00, 1.954054174195678728e+00, 1.833098018860978673e+00, 3.078992892914324653e+00, 1.788272848292137063e+00, 2.097391001588985837e+00, 1.500144025106263657e+00, 2.145148478028813255e+00, 1.235802235999486909e+00, 1.727421214734251587e+00, 4.841527963730317019e+00
2.076000000000000000e+03, 1.556266412747317807e+00, 2.688163607623174300e+00, 2.037425160230098342e+00, 2.133214145080288837e+00, 2.191979589388117766e+00, 1.381735174964909163e+00, 2.531267000410111656e+00, 1.747112464622592620e+00, 2.000754347790000942e+00, 1.567346649806804937e+00, 2.365485090550810909e+00, 1.460903278864342347e+00, 1.748714552966698754e+00, 4.738519466879797193e+00
2.077000000000000000e+03, 1.600545508880681922e+00, 2.691972175902538122e+00, 1.792586854745222835e+00, 2.244731546942571043e+00, 2.562540851435576528e+00, 1.718157597545911353e+00, 2.810638176412645794e+00, 1.536291540397390465e+00, 2.058207279756289143e+00, 1.612425911384844035e+00, 2.464045623189754064e+00, 1.713075470424034075e+00, 1.748071859741738399e+00, 5.031980158898172739e+00
2.078000000000000000e+03, 1.584965383102635350e+00, 2.669395409789118379e+00, 1.981131652306323820e+00, 2.057742712474145197e+00, 2.104456842395395988e+00, 1.625136829922684267e+00, 2.961344361076573506e+00, 2.067583969050950987e+00, 1.782322850774149536e+00, 1.598090576578344191e+00, 2.668528424068973504e+00, 1.736446451330583729e+00, 1.778279286648775104e+00, 4.878275167588826733e+00
2.079000000000000000e+03, 1.517350861615097912e+00, 3.215106048269210870e+00, 1.925841933836111686e+00, 2.042974229645506679e+00, 2.351823469884616546e+00, 1.987473751154924084e+00, 2.879932145860383486e+00, 2.384951575595783080e+00, 1.962429887440002130e+00, 1.583667258778723053e+00, 2.344014307190000590e+00, 1.784685276528802378e+00, 1.697272438260682303e+00, 4.774825228654366427e+00
2.080000000000000000e+03, 1.650042855242919826e+00, 3.228337963103710351e+00, 1.811442172123657768e+00, 1.940894573226931819e+00, 2.198426353658202270e+00, 1.359256591874874687e+00, 3.049491511004373212e+00, 1.955697620090761646e+00, 1.914619973781986007e+00, 1.643371328029115563e+00, 2.204698327006310965e+00, 1.769861430803375546e+00, 1.744669279220250724e+00, 4.918312099345575561e+00
2.081000000000000000e+03, 1.531858891934939626e+00, 2.721873538917735313e+00, 1.787107867652374615e+00, 1.937037098046387129e+00, 1.880254783610806779e+00, 1.683248813172978142e+00, 3.457020567689585988e+00, 2.171440990593608067e+00, 1.871298062661157280e+00, 1.621454456702181579e+00, 2.090129447303183952e+00, 1.546576113350337067e+00, 1.796000373063858069e+00, 4.603502995147514376e+00
2.082000000000000000e+03, 1.691946886630908420e+00, 2.723442347265851549e+00, 1.939323712189370941e+00, 1.763766142601457032e+00, 2.004010763336093959e+00, 1.730221423881445730e+00, 3.174946962914319659e+00, 2.260555564346969248e+00, 2.012952159708608413e+00, 1.638711911435082103e+00, 2.048437253906421951e+00, 1.453048949359382114e+00, 1.748248638709794189e+00, 5.017941217679293686e+00
2.083000000000000000e+03, 1.580198944061503852e+00, 2.955672705478340934e+00, 1.801886066330955050e+00, 1.920334157972680922e+00, 2.255513983190762684e+00, 1.296371989069311059e+00, 2.794149396889358261e+00, 1.691787294492782756e+00, 1.825576610509305198e+00, 1.637997296196497476e+00, 2.144934882463238157e+00, 1.500047934451160137e+00, 1.732844135691864240e+00, 4.927819520524700181e+00
2.084000000000000000e+03, 1.584549417721581976e+00, 3.197779253722066173e+00, 1.775886707030810641e+00, 1.728413094479179124e+00, 2.441709027822923428e+00, 1.624674345115074026e+00, 2.872592217696019912e+00, 2.081090434992864946e+00, 1.873179682687590164e+00, 1.572846940093970636e+00, 2.241979288187351038e+00, 1.503536834918347109e+00, 1.731271008365468544e+00, 4.914244407002518855e+00
