year, IPSL-CM6A-LR, CNRM-ESM2-1, NorESM2-LM, MIROC-ES2L, NorESM2-MM, EC-Earth3-Veg, ACCESS-ESM1-5, CESM2-WACCM, GFDL-ESM4, TaiESM1, MPI-ESM1-2-LR, CMCC-CM2-SR5, CanESM5
2.090000000000000000e+03, 5.627836803811458566e+00, 9.182340204118926152e+00, 1.194303736484349399e+00, 8.271222488338157319e+00, 1.389203096442443330e+00, 2.140712961031917771e+00, 8.343477553870606300e-01, 1.341248755766479617e+00, 2.555484900059382447e+00, 5.252921724422341399e-01, 1.343792927146844818e+01, 2.958088418934358366e+00, 6.492351823669792132e+00
2.091000000000000000e+03, 5.457527587542421621e+00, 9.157822112101664302e+00, 1.154367108486838767e+00, 8.220505010830521542e+00, 1.391710994608868379e+00, 2.433062698667080248e+00, 9.141995530008032445e-01, 1.247283958952851268e+00, 2.495373269125678473e+00, 7.432525336698949658e-01, 1.330925562814552165e+01, 2.274073620231177095e+00, 6.667828629205910573e+00
2.092000000000000000e+03, 5.685423519190646147e+00, 9.144681343321501288e+00, 1.213240824737512158e+00, 8.205214618557716832e+00, 1.207121334967930837e+00, 2.717977341728852192e+00, 9.858773367687785338e-01, 1.117796876193950517e+00, 2.656112867128592736e+00, 3.357105507851647630e-01, 1.341239266862401180e+01, 1.873518362300292672e+00, 6.757579123689530398e+00
2.093000000000000000e+03, 5.610989802253286918e+00, 9.206452066110310639e+00, 1.210427629604836408e+00, 8.215148328946737522e+00, 1.366105183286169922e+00, 2.608213208844130993e+00, 1.001910213997207588e+00, 1.606071895192567878e+00, 2.932614684218937562e+00, 2.468599464906665875e-01, 1.361194088973734395e+01, 1.563257280276255434e+00, 6.540949097151287361e+00
2.094000000000000000e+03, 5.486303909750574803e+00, 9.266989111724749151e+00, 1.090527919646610000e+00, 8.120199365288623738e+00, 1.439142002510471086e+00, 2.305079248815436355e+00, 9.891843195741327754e-01, 1.610832711323855637e+00, 2.830578844124012061e+00, 7.666342892891071514e-01, 1.379836048493364409e+01, 1.738838892583272511e+00, 6.461920292661684329e+00
2.095000000000000000e+03, 5.401372546075965175e+00, 9.148336952620981677e+00, 1.017734747334234191e+00, 8.224058616886910755e+00, 1.460094809247587833e+00, 2.270726910826358136e+00, 9.368013004381435804e-01, 1.550977952623727507e+00, 2.968813655330263312e+00, 8.307957691150739121e-01, 1.384381994916109093e+01, 2.513419013404040392e+00, 6.112426066329575747e+00
2.096000000000000000e+03, 5.548921502675443485e+00, 9.175735047918143650e+00, 1.327236585920385625e+00, 8.391959063589103707e+00, 1.188098366952357043e+00, 2.171030388548615075e+00, 9.117150750980032026e-01, 1.397453785162908968e+00, 3.050392147878838944e+00, 4.531340498107829240e-01, 1.386567692636376670e+01, 2.741787844951618869e+00, 5.952499468786097481e+00
2.097000000000000000e+03, 5.544676090442316685e+00, 9.154695260225873099e+00, 1.200658969896531980e+00, 8.511781080926619225e+00, 1.189425168797993537e+00, 2.170882006842245637e+00, 8.968317551894969819e-01, 1.299951513270660053e+00, 2.900474710938087064e+00, 4.175035547563048510e-01, 1.398710804940007435e+01, 2.065501749502314244e+00, 5.902358679353706172e+00
2.098000000000000000e+03, 5.410477636321937567e+00, 9.124773475926389210e+00, 1.192399423374362000e+00, 8.507764704419681578e+00, 1.496244346752477306e+00, 2.058925556111809385e+00, 8.535573723376166377e-01, 1.287031092884835637e+00, 2.962998523157342134e+00, 6.172668108049975677e-01, 1.407318811816714899e+01, 2.003730181535066546e+00, 6.278035656405271503e+00
2.099000000000000000e+03, 5.512028965412894443e+00, 9.047182923643118713e+00, 1.227791861577427257e+00, 8.427254706091217074e+00, 1.592857549024751185e+00, 2.216818218496092729e+00, 8.304487477548737617e-01, 1.170026045608928422e+00, 2.802037160264463811e+00, 6.942030351400259036e-01, 1.408194126649393851e+01, 1.986796361506206532e+00, 6.597998743837079516e+00
2.100000000000000000e+03, 5.460284729387977265e+00, 9.096131327370144959e+00, 1.246604957147999793e+00, 8.426055529267026500e+00, 1.399960078715297485e+00, 2.512960002836555073e+00, 8.071010194056136289e-01, 1.372640224530359498e+00, 2.777268101520694810e+00, 3.249664857027523279e-01, 1.418278431446547749e+01, 2.100157783556257485e+00, 6.263228758777457550e+00
