year, ACCESS-ESM1-5, EC-Earth3-Veg, INM-CM5-0, UKESM1-0-LL, TaiESM1, IPSL-CM6A-LR, NorESM2-MM, CESM2-WACCM, NorESM2-LM, MIROC-ES2L, INM-CM4-8, CMCC-ESM2, GFDL-ESM4, MPI-ESM1-2-LR, CNRM-ESM2-1, CanESM5
2.077000000000000000e+03, 6.764228866706104570e-01, 3.463151524505268863e+00, 1.153872046097374371e+00, 1.290987889896724417e+00, 1.082106861614302140e+00, 9.752029726028347278e-01, 1.328281932379923536e+00, 9.983016908157621438e-01, 1.053942582549793228e+00, 5.898069798901846017e-01, 1.256964118957213161e+00, 1.504920404164364456e+00, 1.177115622495906067e+00, 1.092266134683445911e+00, 7.445627358850968047e-01, 9.915745089112324440e-01
2.078000000000000000e+03, 6.135094974626262854e-01, 2.506839297015099000e+00, 1.200832170097423601e+00, 1.319431277255512125e+00, 1.130754004516097311e+00, 1.049620333876944978e+00, 1.447214546259883994e+00, 1.059404639052588637e+00, 1.174144352498199817e+00, 6.207731915808113454e-01, 1.261473546193527362e+00, 8.902344811673574831e-01, 9.098235726888489472e-01, 1.152567110731283817e+00, 7.468460381451201835e-01, 8.580638673415907913e-01
2.079000000000000000e+03, 6.241164713254848673e-01, 2.252098082090192577e+00, 1.170608425206754344e+00, 1.172733017890288609e+00, 9.377870282162905635e-01, 9.546335827607158597e-01, 1.498910997149522695e+00, 1.264267682181579477e+00, 1.126107117265712887e+00, 6.396706141084517183e-01, 1.241151528609560684e+00, 5.980830818753497535e-01, 1.241397867453298165e+00, 1.126816534318876739e+00, 8.744319312305129932e-01, 8.050669960520092650e-01
2.080000000000000000e+03, 6.439202892377871024e-01, 2.102579523480191170e+00, 1.162949454866726517e+00, 1.371983506585203960e+00, 9.603884135078051276e-01, 1.121336535936287460e+00, 1.333297359121060399e+00, 1.323686252275171560e+00, 1.101636256309167949e+00, 5.925987334811185780e-01, 1.254943083106705215e+00, 9.083428111229686630e-01, 9.238973825930485440e-01, 1.006693929846357305e+00, 6.934295749148727817e-01, 9.534156299183509375e-01
2.081000000000000000e+03, 6.057123115198815855e-01, 3.209947728126515631e+00, 1.188291906816523635e+00, 1.216404115983929612e+00, 1.117906874565896214e+00, 1.245965526872831797e+00, 1.244787426924317542e+00, 1.375844337786858329e+00, 1.053747611944643170e+00, 5.877100118198468337e-01, 1.194791739318614043e+00, 1.520721035215299777e+00, 6.767622331163477556e-01, 9.862579098522572529e-01, 7.431501588591926666e-01, 7.371408655613163052e-01
2.082000000000000000e+03, 6.096743178028295462e-01, 2.721255948328778373e+00, 1.236783045368092804e+00, 1.380883132716175687e+00, 1.159754847853406989e+00, 1.013509069355236658e+00, 1.226333244396481170e+00, 1.377845338187997148e+00, 9.478711051073905880e-01, 5.909906848361774490e-01, 1.191152438129417401e+00, 1.540945582745915754e+00, 8.656871461815915936e-01, 9.593345717634619296e-01, 8.072622124084503081e-01, 8.516351752756589066e-01
2.083000000000000000e+03, 6.630468684216738184e-01, 2.755476697382413853e+00, 1.168698196031040082e+00, 1.210462900973929834e+00, 1.311394551829964339e+00, 9.088334455294135861e-01, 1.217951155589975576e+00, 1.142236046251816406e+00, 9.871372984164143993e-01, 5.555891266015197116e-01, 1.264353237034815391e+00, 9.194864589285568490e-01, 9.526526500072339809e-01, 1.184440197229274405e+00, 6.554547988431898009e-01, 9.569023036977856167e-01
2.084000000000000000e+03, 5.225404388061318794e-01, 1.894246085715748151e+00, 1.190111763977615089e+00, 1.207361829502399342e+00, 1.611528746917150867e+00, 9.486465177387956027e-01, 1.204537685897784982e+00, 1.200224598053630798e+00, 9.574881218113761028e-01, 5.699363807060113807e-01, 1.241959468070846784e+00, 7.282899940188217736e-01, 8.428200460971012609e-01, 1.278313568394255917e+00, 7.285436548730385153e-01, 9.473639761101283474e-01
2.085000000000000000e+03, 4.749637193645733779e-01, 2.464237330443839635e+00, 1.144592977280567414e+00, 1.180700498224279915e+00, 1.681114736442225865e+00, 7.580509096341669917e-01, 1.264616959322698797e+00, 1.127927367166655204e+00, 9.800321291166353976e-01, 5.652010943737246773e-01, 1.226471406086033111e+00, 9.901310758875723206e-01, 6.739571640240064054e-01, 1.256087703306457692e+00, 6.967537365237157498e-01, 8.570318019208258420e-01
2.086000000000000000e+03, 4.746319688818607108e-01, 2.617549721047256917e+00, 1.123910452078355160e+00, 1.313469577115055964e+00, 1.043745774589436515e+00, 9.047781535184211688e-01, 1.346019759857122411e+00, 9.520991269002820889e-01, 1.063220189823764095e+00, 5.658558907894476464e-01, 1.222044984313755522e+00, 1.251116734315915524e+00, 6.755449152673563828e-01, 8.816205230908545909e-01, 6.474698806666960849e-01, 1.100694848580123342e+00
2.087000000000000000e+03, 4.644538197996986306e-01, 2.638892326534604926e+00, 1.213398749025568879e+00, 1.255828559596865679e+00, 1.054906688312958973e+00, 1.144550653825379127e+00, 1.385334226666884883e+00, 8.816693278321973137e-01, 1.122555254234042010e+00, 5.917041494172505800e-01, 1.292552641509273847e+00, 1.094864105598078341e+00, 8.216261764794056122e-01, 9.221589070682131295e-01, 7.376906424055817979e-01, 9.290097207177210326e-01
2.088000000000000000e+03, 4.390877351847374821e-01, 2.131864091010396756e+00, 1.168742081404284372e+00, 1.254074691574741385e+00, 1.412120606310243831e+00, 1.182152632202808640e+00, 1.368801168392961731e+00, 1.016071390414155617e+00, 1.165321542267220067e+00, 5.870719924305500825e-01, 1.254382760190778656e+00, 7.508275980515511927e-01, 8.132823656309758897e-01, 1.072103266467657301e+00, 6.456703601075917121e-01, 9.131633757732182666e-01
2.089000000000000000e+03, 3.757755247377972396e-01, 2.363742443881580169e+00, 1.199264627522441007e+00, 1.177371192317050008e+00, 1.342385414083760997e+00, 9.820094436682972328e-01, 1.261356573564699435e+00, 1.153569569195070255e+00, 1.081967835995988558e+00, 5.512309100854945187e-01, 1.275777636092700229e+00, 7.038136931477024794e-01, 6.944285420137723541e-01, 1.144030343384875303e+00, 5.898728250261209283e-01, 1.007250891410379934e+00
2.090000000000000000e+03, 4.483222487746706952e-01, 3.776231696723965303e+00, 1.209433292000299254e+00, 1.171238245559901303e+00, 1.257256033780075111e+00, 8.841874482909797273e-01, 1.249928996184130892e+00, 1.117464710700340147e+00, 1.051406160990193683e+00, 5.609578318585894952e-01, 1.170377406486101668e+00, 7.392937447259427808e-01, 6.607976582813573918e-01, 8.253280103159684744e-01, 6.554263253404888356e-01, 8.232176011682468264e-01
2.091000000000000000e+03, 6.609256338640286943e-01, 3.276925383881917675e+00, 1.186764784997286215e+00, 1.252547982685024319e+00, 9.958086718947793958e-01, 1.115894221140031117e+00, 1.233053212134421761e+00, 1.260484028746695184e+00, 1.091038685590324464e+00, 5.883729141492939352e-01, 1.227866522808739758e+00, 9.410789991848644842e-01, 8.884329719921542079e-01, 1.190023378225276707e+00, 7.990709850491207744e-01, 7.469524117931829466e-01
2.092000000000000000e+03, 6.412630845151429115e-01, 2.796877881872585903e+00, 1.167411844794475906e+00, 1.489760200351354813e+00, 9.847304986377579672e-01, 1.093266625307367956e+00, 1.297916981600491626e+00, 1.409373382438530609e+00, 1.101218345095068996e+00, 5.967550379381217907e-01, 1.243864812719832624e+00, 1.441477629840246522e+00, 1.262741289687131063e+00, 1.345727626400831767e+00, 8.003628599856567050e-01, 7.962935005541846856e-01
2.093000000000000000e+03, 5.816950928357629280e-01, 2.439556165482485550e+00, 1.225302547312148160e+00, 1.431588972934142223e+00, 1.532958133514951582e+00, 9.728831769065795498e-01, 1.288676892919339512e+00, 1.181647369746331222e+00, 1.054430358456863948e+00, 5.988431736038728470e-01, 1.263472877848242915e+00, 1.163230921261869444e+00, 9.240744755002516797e-01, 1.284132518874169016e+00, 7.458752790493380358e-01, 7.809439046528976469e-01
2.094000000000000000e+03, 5.163211618101324341e-01, 2.475216740342072619e+00, 1.213934546035270845e+00, 1.405781687053043960e+00, 1.867148536807486048e+00, 8.221813820894680047e-01, 1.290988713519984676e+00, 1.143631954655231153e+00, 1.069203141704508697e+00, 6.361998824708821054e-01, 1.223010300920971405e+00, 7.247138416576553999e-01, 1.010992406854404502e+00, 1.062184747909093563e+00, 6.140232116299689791e-01, 8.356330563880142170e-01
2.095000000000000000e+03, 4.490821120898106367e-01, 2.281671968511794546e+00, 1.217769614712741699e+00, 1.327687409996179291e+00, 1.164578881108216057e+00, 1.124546960811594998e+00, 1.226597341145941211e+00, 1.017271745852535103e+00, 1.191741968934491247e+00, 6.536104996094488362e-01, 1.279145772639189049e+00, 8.111845952876689525e-01, 1.080530882020868999e+00, 1.093417763012380695e+00, 7.196849257911523967e-01, 1.016404514619882571e+00
2.096000000000000000e+03, 4.902457067716077810e-01, 2.577311495914015982e+00, 1.160660530137405555e+00, 1.495086689036551064e+00, 1.147847119039872466e+00, 1.173616291768999398e+00, 1.340885745060824252e+00, 1.016801175117525657e+00, 1.121954761213819207e+00, 6.620234442261831997e-01, 1.234036002831467194e+00, 1.172666293206724220e+00, 8.946614473475602569e-01, 1.218056713428503635e+00, 6.731311109380954116e-01, 1.002071549506848847e+00
2.097000000000000000e+03, 4.829759067240195769e-01, 2.244385619646505070e+00, 1.174518693443364015e+00, 1.357204902123217760e+00, 1.354581316060581964e+00, 9.126736778247066528e-01, 1.457465669072908865e+00, 1.107650596898839934e+00, 1.103880771672849370e+00, 6.373213109293822676e-01, 1.276265920223591088e+00, 1.411371470303890874e+00, 9.967397904459713853e-01, 1.049166985092861548e+00, 6.584324184561726190e-01, 1.084028876569349986e+00
2.098000000000000000e+03, 4.016879305018943858e-01, 2.874298419285177708e+00, 1.191749594975916260e+00, 1.329287465500319509e+00, 1.422939070175932574e+00, 9.542550053640362906e-01, 1.382589928835250115e+00, 1.192346583375624380e+00, 1.063216460938829488e+00, 6.432075997539541401e-01, 1.314430182909662959e+00, 1.066025518720390197e+00, 6.471728969484100702e-01, 1.085979040273404417e+00, 6.534676066893658763e-01, 9.203335565416185249e-01
2.099000000000000000e+03, 4.359783739603732555e-01, 3.072943297804739071e+00, 1.204309010439080119e+00, 1.314639568251943613e+00, 9.614802981189768394e-01, 9.105467324060489975e-01, 1.251056730973428399e+00, 1.339539212120274936e+00, 1.003114391271152206e+00, 6.837917102728792162e-01, 1.289907417431971792e+00, 6.269293657495036420e-01, 7.413324092638139406e-01, 1.270040903247142916e+00, 6.866474665713959702e-01, 8.015183282217608340e-01
2.100000000000000000e+03, 4.097794523619677221e-01, 2.685026649143299693e+00, 1.097244411988521628e+00, 1.390693555648821800e+00, 1.052870904289059162e+00, 9.236208369641375482e-01, 1.207187904494984920e+00, 1.351477715294169268e+00, 1.043289465806510830e+00, 6.795964356622226088e-01, 1.179226248900428375e+00, 8.085647385399251652e-01, 6.750792327412931115e-01, 1.283969174089073961e+00, 6.696664492365477228e-01, 1.055250354169267046e+00
