year, CESM2-WACCM, EC-Earth3-Veg, CNRM-ESM2-1, ACCESS-ESM1-5, TaiESM1, NorESM2-LM, INM-CM5-0, IPSL-CM6A-LR, MPI-ESM1-2-LR, INM-CM4-8, CanESM5, UKESM1-0-LL, NorESM2-MM, MIROC-ES2L, CMCC-CM2-SR5, GFDL-ESM4
2.077000000000000000e+03, 1.725574041240679035e+00, 4.021601332540036822e+00, 2.015866031515059831e+00, 1.815289879970348963e+00, 2.299048950763598498e+00, 2.722751773179071577e+00, 3.815709452078901887e+00, 3.313468697109593020e+00, 2.991786031987638594e+00, 4.875310946311924631e+00, 5.428298776094213629e+00, 1.785868612623451979e+00, 2.971961011279783182e+00, 2.004752578393482754e+00, 2.685310675743094677e+00, 2.922510965031085206e+00
2.078000000000000000e+03, 2.420068169399155700e+00, 3.764561646453145283e+00, 1.882953380832855572e+00, 1.628789853247649022e+00, 1.808408621668069038e+00, 2.381068883225588628e+00, 4.266623311982092659e+00, 3.270409683551098290e+00, 2.677513477725320890e+00, 4.712822141170556201e+00, 4.848307914491033266e+00, 1.657620752224538307e+00, 3.264406014316498794e+00, 2.230826311774637638e+00, 1.779155220995906728e+00, 2.320303884389983029e+00
2.079000000000000000e+03, 3.179424031216885105e+00, 2.773537907909800815e+00, 2.358569185512949140e+00, 1.873650535724068034e+00, 2.025854583444696377e+00, 2.158039382935839967e+00, 4.021667847447157662e+00, 3.001700836252108484e+00, 2.659679357900257113e+00, 4.709295828273474704e+00, 4.547092107808258454e+00, 1.306827852465158424e+00, 2.600635850710470542e+00, 1.952390233229249983e+00, 1.707834616212851708e+00, 3.093906268891794209e+00
2.080000000000000000e+03, 2.311540380689901308e+00, 4.409755722492219476e+00, 1.402948014933457666e+00, 1.736143824472840214e+00, 1.928341901266843017e+00, 2.077975543478188580e+00, 4.072299237237797520e+00, 3.797249227178232100e+00, 2.354485867764781304e+00, 4.779980251312659689e+00, 5.372956176753864277e+00, 2.073612507894624812e+00, 2.295955115310221561e+00, 1.615436420608265866e+00, 2.102803610335317597e+00, 2.308290206299321135e+00
2.081000000000000000e+03, 2.468988517788028414e+00, 3.932964104488292367e+00, 2.119141453323832636e+00, 1.469504229868072276e+00, 2.205649232641488044e+00, 2.143061169230424667e+00, 4.032179895370457956e+00, 4.094410653795711674e+00, 1.923157890302324757e+00, 4.109975553210159838e+00, 4.443540501055746716e+00, 1.280199007265661049e+00, 2.325312965777953877e+00, 1.680625512561976009e+00, 2.152567102455348103e+00, 1.472719262196072521e+00
2.082000000000000000e+03, 2.689247195782878741e+00, 4.128698832166922017e+00, 1.827795705042963403e+00, 1.780275778212130344e+00, 1.886163165051721879e+00, 1.979783712487072078e+00, 4.731934234223041713e+00, 3.004678397596300066e+00, 2.032633023146339202e+00, 3.978102667947207127e+00, 4.854080328344680950e+00, 2.131138727164024527e+00, 2.340430540807616921e+00, 1.787289732404545362e+00, 2.564418787349926454e+00, 2.144100826276200245e+00
2.083000000000000000e+03, 1.763571507651727321e+00, 2.830152827502202317e+00, 1.280002240757704746e+00, 1.778251024954506931e+00, 2.376287101994026596e+00, 2.026369352240985133e+00, 4.007955872663574226e+00, 2.715202216343665320e+00, 3.101309739605426330e+00, 4.859682399287141408e+00, 5.396417789159634992e+00, 1.371552609240834109e+00, 2.423688722950458896e+00, 1.602432203730066451e+00, 2.594683169009828205e+00, 2.338189344986673301e+00
2.084000000000000000e+03, 2.456998169414851052e+00, 3.844141677479544938e+00, 1.917688145309615066e+00, 1.170144100381736108e+00, 2.235763284742322110e+00, 1.991437043877126056e+00, 4.326225536867056576e+00, 3.034278416910845877e+00, 3.279109162261302668e+00, 4.551568591856281820e+00, 5.332694112737550896e+00, 1.415449150268608181e+00, 2.618299662667654903e+00, 1.761304414021853226e+00, 1.653976780827001836e+00, 2.036792508037752469e+00
2.085000000000000000e+03, 2.097851299246279222e+00, 3.825775065206659775e+00, 1.466785181235388480e+00, 1.066106074776961066e+00, 1.712310583652736584e+00, 2.192649381659959040e+00, 3.870754823926395805e+00, 2.036481166881891625e+00, 2.699643220340323779e+00, 4.410080329185712245e+00, 5.086233811177249819e+00, 1.444647313033880165e+00, 2.628108193096305278e+00, 1.521487443617174806e+00, 1.577997870805333935e+00, 1.640507824248179425e+00
2.086000000000000000e+03, 1.654208552356051465e+00, 4.270072675880160595e+00, 1.450750161526976223e+00, 1.226809706764808494e+00, 1.791005968007289395e+00, 2.586511306920762365e+00, 3.596064991961916313e+00, 3.184636672152227899e+00, 1.589980454731718673e+00, 4.490392046248203428e+00, 6.115521326589358431e+00, 2.023042014815729761e+00, 2.814438581021146302e+00, 1.938981181017226607e+00, 2.271826578031821420e+00, 1.681065306039679852e+00
2.087000000000000000e+03, 1.609928374490294578e+00, 3.699076860173418968e+00, 1.802721159606073265e+00, 1.192539788132480183e+00, 2.522392756626172794e+00, 2.468135248752854505e+00, 4.454986519457838412e+00, 3.884777181637415922e+00, 1.885456134399938088e+00, 4.965323221334756454e+00, 5.275186652555669653e+00, 1.670650697919608518e+00, 2.692102807304827650e+00, 2.089416748836992799e+00, 3.053994144005194755e+00, 2.069972719874874745e+00
2.088000000000000000e+03, 2.150251711572028324e+00, 3.030422055893806199e+00, 1.406928592293719138e+00, 9.610284771195581888e-01, 2.131258732157650826e+00, 2.005341570783661709e+00, 4.148341181838389069e+00, 3.781252170769188403e+00, 2.722251053383807573e+00, 4.498790874110897953e+00, 5.207769118988633039e+00, 1.638180729232676436e+00, 2.461936752923810978e+00, 1.718520000465598718e+00, 2.420121898275410910e+00, 1.880734592303286323e+00
2.089000000000000000e+03, 2.742104585221036395e+00, 5.007706920123074390e+00, 1.167143375683298068e+00, 7.831711005242101287e-01, 2.045074037306823467e+00, 2.247992978891419025e+00, 4.196899210804275526e+00, 2.794363595718707405e+00, 2.867256947294253955e+00, 5.003976300495375007e+00, 5.691413477438684865e+00, 1.474319669850716608e+00, 2.373550668840374911e+00, 1.451438868101657675e+00, 1.752362552919652927e+00, 1.643712006240982459e+00
2.090000000000000000e+03, 1.900122586757857279e+00, 4.370143923441091260e+00, 1.606200002963592111e+00, 1.420890624587334727e+00, 2.027099298934311289e+00, 2.288060646094526085e+00, 4.494100089223131533e+00, 2.585808389790282380e+00, 1.264464245988617286e+00, 4.024307599031454963e+00, 4.937117043187620347e+00, 1.371572566324019471e+00, 2.304437681204552835e+00, 1.822353373479006722e+00, 1.448946484575466487e+00, 1.628710651400465448e+00
2.091000000000000000e+03, 2.795577883674736253e+00, 4.062353122647115455e+00, 1.987871023203575227e+00, 2.169941299631886977e+00, 1.695517059482590128e+00, 2.373769279658064058e+00, 4.242482463078793842e+00, 4.075781088127717666e+00, 3.307511414944340533e+00, 4.565511161339882662e+00, 4.524592356760562595e+00, 1.832113443666227415e+00, 2.561174378823981801e+00, 2.037241297254540395e+00, 2.078845705417097012e+00, 2.284901207685333446e+00
2.092000000000000000e+03, 2.947710337209024090e+00, 3.289144647774594699e+00, 1.916560203358396386e+00, 1.682503711314598416e+00, 2.670147619211657553e+00, 2.019101269067355542e+00, 4.184773383334142949e+00, 3.060619242203287182e+00, 3.277937058733857434e+00, 4.607152504315517483e+00, 4.858996363656899575e+00, 2.619655530383300235e+00, 3.028611758745236582e+00, 1.947526012505339965e+00, 2.638713403123019940e+00, 3.143806268466866172e+00
2.093000000000000000e+03, 1.683281017977155569e+00, 3.917227135443374308e+00, 1.743536760222813786e+00, 1.574513834005639046e+00, 2.619488158769560648e+00, 2.170765318111917530e+00, 4.673635872609283481e+00, 2.923395171007947990e+00, 3.343174025742178923e+00, 4.927993317130342277e+00, 4.742747435866903061e+00, 2.201104037668682789e+00, 2.321250281647584401e+00, 1.954599392440198535e+00, 2.769213828039390091e+00, 2.319632254472416388e+00
2.094000000000000000e+03, 2.032075809312093195e+00, 3.308674307820365090e+00, 1.207705549081319329e+00, 1.195954443283475443e+00, 1.620264933252376860e+00, 2.756761906784523486e+00, 4.685305467415184388e+00, 2.464671068487077399e+00, 2.308807768558652551e+00, 4.545679804666526103e+00, 5.041726884464895697e+00, 2.055712767550090359e+00, 2.429555530399486685e+00, 2.248832548959598832e+00, 2.081437747579786723e+00, 2.626192194975313754e+00
2.095000000000000000e+03, 2.039637656303804558e+00, 4.358263877974032141e+00, 1.708657934666671929e+00, 1.150718844947244524e+00, 1.968346702742370669e+00, 2.635875511788630110e+00, 4.440419067625430039e+00, 3.864089760564015208e+00, 2.725394370762820540e+00, 5.109901675566917767e+00, 5.899332339916806056e+00, 1.820934514879425148e+00, 2.457352602996210056e+00, 2.150391132351144652e+00, 1.805473207677073422e+00, 2.721438086046405580e+00
2.096000000000000000e+03, 2.023356789665589073e+00, 3.279928181057044867e+00, 1.506049400944883931e+00, 1.316359051034079464e+00, 2.222761890228974302e+00, 1.917034766577448979e+00, 4.113945742979982612e+00, 3.755190372621731942e+00, 3.259069243650323244e+00, 4.712856394187507014e+00, 5.994677269916946827e+00, 2.188329255499183112e+00, 3.171530790470168615e+00, 2.025644006130021602e+00, 1.757761642077364073e+00, 2.196428579681203530e+00
2.097000000000000000e+03, 2.098965024938695301e+00, 4.293370480788525789e+00, 1.331219004478868095e+00, 1.043027980652609488e+00, 2.406782567212110369e+00, 2.367586390292732990e+00, 4.112570004494040532e+00, 2.529607880284847621e+00, 2.419390139122030270e+00, 5.134322182726225314e+00, 6.268326748532709658e+00, 2.196145301174972086e+00, 3.119794957717255901e+00, 1.925219236986276838e+00, 2.339375457794691027e+00, 2.508886725801169337e+00
2.098000000000000000e+03, 2.479343803768656596e+00, 4.434945706035842150e+00, 1.377284898890148712e+00, 8.644320151714949274e-01, 1.932996614554477244e+00, 2.267013629364980520e+00, 4.376164385846983862e+00, 3.151895986786185766e+00, 2.780116405578014760e+00, 5.486057439612089581e+00, 5.424279224265586841e+00, 1.841638192767901305e+00, 2.362998098004210235e+00, 2.115924457451846763e+00, 2.319197109915424715e+00, 1.469405920475924221e+00
2.099000000000000000e+03, 2.857582342311661971e+00, 4.256206836407819161e+00, 1.895227245166964947e+00, 1.138487001616298233e+00, 1.760594445137977360e+00, 2.009990994599529124e+00, 4.549571679772226318e+00, 2.872991150425993290e+00, 3.447205855194853452e+00, 5.124360586707471299e+00, 4.803527617529267602e+00, 1.683993398229860272e+00, 2.317753546372731677e+00, 2.459784530890440912e+00, 1.968804113509308618e+00, 1.829686919879277118e+00
2.100000000000000000e+03, 2.275404556087792685e+00, 3.682931209210296153e+00, 1.295113026253889243e+00, 1.106891086337456143e+00, 2.527317600517201335e+00, 2.208193890270830906e+00, 3.688337850862231093e+00, 2.807810129803426147e+00, 3.107876197722297285e+00, 4.182166081072140607e+00, 6.007204038467143903e+00, 2.115145434020996973e+00, 2.370699463496807269e+00, 2.201899717890549280e+00, 1.842884758440601622e+00, 1.630914945709724062e+00
