year, UKESM1-0-LL, IPSL-CM6A-LR, TaiESM1, MPI-ESM1-2-LR, CNRM-ESM2-1, CMCC-CM2-SR5, INM-CM4-8, MIROC-ES2L, CanESM5, ACCESS-ESM1-5, INM-CM5-0, EC-Earth3-Veg, GFDL-ESM4, NorESM2-LM, CESM2-WACCM, NorESM2-MM
2.077000000000000000e+03, 1.197927614711882388e-01, 3.431461773216400446e-01, 4.076558081847070913e-01, 3.202934146531135062e-01, 3.018282387445996029e-02, 4.940182954931634507e-01, 4.735894660999574457e-01, 2.062916830822871250e-01, 3.960381871890349958e-01, 1.969538838467483066e-01, -3.109217337469246667e-01, 5.768353509887341746e-01, 1.970614533414948855e-01, 3.643099656532947095e-01, -9.364397347952753414e-02, 3.275742145370479363e-01
2.078000000000000000e+03, 8.637380660624414605e-03, 1.024067849932889518e-01, -3.217884310034100914e-01, 4.273194399148722011e-01, -7.078015131533910501e-03, -2.225439740944969436e-01, 2.729765182233462317e-01, 4.014483927595216550e-01, -3.024890977862845429e-02, 2.500999013045948627e-02, 3.214184577194409975e-01, 1.016531466085142665e-01, -2.142037603568590909e-01, 1.561046254010348966e-01, 1.609266573890131835e-01, 4.401998581311174497e-01
2.079000000000000000e+03, -2.599075542041255349e-01, -5.756846957577054641e-02, -3.108792638693649857e-02, 1.611058577171140538e-01, 1.517371500896774472e-01, -4.992133083789820902e-01, 1.971832704733710029e-01, 2.020156217364806328e-01, -2.280186015498878171e-01, 2.844339903174706308e-01, -7.320834074220523846e-02, -1.292984712838391781e+00, 5.222570555622479960e-01, -5.703131589619121061e-02, 6.715782745242754315e-01, -4.635673142537503205e-02
2.080000000000000000e+03, 3.570400089420125989e-01, 5.379250754273118273e-01, -4.222996553079457621e-02, 1.189260420662628139e-02, -2.710028061766683871e-01, 4.667919049600044445e-02, 3.728051047227001757e-01, -1.812294286845882452e-01, 4.543480628896690021e-01, 8.732190250010941901e-02, 2.584399286569101159e-02, 5.530061732741148317e-01, -4.819912454094075760e-01, -8.668977412991177300e-02, 8.233418269221869090e-02, -1.996265957059076834e-01
2.081000000000000000e+03, -2.975941568441624607e-01, 3.980086200085730663e-01, 2.805052186218551236e-01, -8.105693555848435261e-02, 2.781121440197497630e-01, 1.419542012931911401e-01, -6.426378353433156443e-01, -1.663140621369652017e-01, -1.601633006368037848e-01, -1.573419863856662659e-01, 3.218223227562661687e-02, 5.377413623574861523e-01, -8.788925314786298904e-01, 2.012020114013932798e-02, 7.446277942624221491e-02, -3.163662655443821858e-02
2.082000000000000000e+03, 3.826881038607981012e-01, -3.845080936642277791e-01, -1.675563151376864568e-01, -7.600123907616701535e-02, -1.686716303838989850e-01, 4.558404922154384864e-01, -7.499947510111009130e-01, -1.228717625027681871e-02, -1.640516338017922182e-01, 1.366247230800204382e-01, 8.974025531769002084e-01, 5.852451207565219082e-01, 2.019197052893043354e-01, 1.065295450245971540e-02, 1.626129430969126266e-01, -2.619844474642820872e-02
2.083000000000000000e+03, -2.592178714364910541e-01, -2.695896341639463234e-01, 5.032179566745192956e-01, 7.279885357430841974e-01, -2.300799472521483369e-01, 6.936865967210408268e-01, 3.061883125221502300e-01, -1.813648796329251078e-01, 4.684080660980827759e-01, 1.355853974711161702e-01, -8.635124751345460425e-02, -8.692441181230082803e-01, 2.837681591683012816e-01, -9.377365123781014611e-02, -2.649000430477988499e-01, 4.928750949440884044e-02
2.084000000000000000e+03, -2.145000653125296308e-01, -2.018912002737293862e-02, 4.047882232192430152e-01, 7.115166665732138851e-01, 8.099591876898298848e-02, -5.205235706410985541e-01, -5.411114923945174043e-02, -2.137508546078449589e-02, 4.182521828300465039e-01, -4.072157030829496871e-01, 4.042858301283070444e-01, -3.561823483082700581e-01, -2.446673520928629164e-01, 8.068166869939633057e-02, 1.284248352544927196e-01, 1.001653567357990438e-01
2.085000000000000000e+03, -1.608444644673773793e-01, -6.442676496197079494e-01, -5.932639075579371202e-01, 3.726209990295968888e-01, -4.204130026970792633e-02, -6.571774294284022933e-01, -1.701044251883210012e-01, -2.409857157079241807e-01, -7.347207731567017598e-03, -4.183963104450988402e-01, -2.177221629612686171e-01, 1.677195791740096753e-01, -4.695519321282522474e-01, 9.114463216232394915e-02, 2.373185221826561511e-02, 1.929634665968277540e-01
2.086000000000000000e+03, 2.953594487303584648e-01, 3.886641754160947149e-01, -6.394653253309836582e-01, -4.902052279416958536e-01, -1.370279072535496578e-01, -2.359398833168244863e-02, -1.374241747637688082e-01, 1.847317060908968550e-02, 9.394824020827635680e-01, -2.382706561347189556e-01, -7.118274485667547280e-01, 8.808357407083160506e-01, -1.736570936027201639e-01, 2.928654722029710999e-01, -1.909340056103958627e-01, 1.189256373583780779e-01
2.087000000000000000e+03, -3.372749849912193287e-02, 5.727744586050197428e-01, 7.014645190695102395e-01, -1.620146775934695194e-01, -2.791425364432657472e-02, 1.035829929968880014e+00, 4.742973901073306853e-01, 2.702326365030376376e-01, 1.975153979166167917e-01, -2.440186431314386728e-01, 4.609148329321872684e-01, -1.644016323943846558e-01, 2.484049833950472408e-01, 2.162510213818276128e-01, -1.657931931379256207e-01, 1.579583574358916220e-01
2.088000000000000000e+03, -1.283906817744756568e-02, 1.629612706443407388e-01, 1.335831276847151694e-01, 4.154936568746986914e-01, -8.368406375999411229e-02, 4.804992571025049064e-01, -2.351433772051367277e-01, -3.730576649286549556e-02, 1.949694474794649857e-01, -4.181402282804473347e-01, 1.037953947067303540e-01, -1.024838289095510335e+00, -1.110092122985844310e-01, -1.944045059683378873e-01, 1.991095014411661812e-01, -4.186658233140664459e-02
2.089000000000000000e+03, -1.898784017968564164e-01, -4.148424051840970961e-01, -2.727992226403736509e-01, 5.587956282377246620e-01, -1.548111492366184838e-01, -4.549679346356533260e-01, 5.039252757749100864e-01, -3.165397300957889515e-01, 4.986098914987038278e-01, -5.560200126050992564e-01, 1.190584683036491898e-01, 1.156370674252345410e+00, -2.784348392906252911e-01, 3.290305516563316046e-02, 4.104761743158021892e-01, -7.953299450683937177e-02
2.090000000000000000e+03, -1.885504514277497046e-01, -2.760488667502623561e-01, 3.767920476314237654e-02, -5.024632326211799782e-01, 1.754469285920453869e-01, -9.577774339841732543e-01, -7.571158354245770550e-01, 1.800707130576012852e-02, -7.410288198087008893e-02, 7.227653758417637575e-02, 5.190991657889915123e-01, 1.013352576286011164e+00, -1.229429894128116763e-01, 1.450356016036986606e-01, -6.212794335386508104e-02, 4.473702864161857931e-03
2.091000000000000000e+03, 1.138435641187111602e-01, 8.341866958934309739e-01, -6.646000097969566589e-01, 5.003635517037404723e-01, 8.699110332504141063e-02, -4.590667945870569727e-02, -1.843616507010871208e-01, 1.937762160086143048e-01, -3.841753386899454115e-01, 7.234521805418850926e-01, -1.044772993779852222e-02, 3.483046493663959353e-01, 5.179546221821120788e-01, 9.795829944331359285e-02, 3.214670396142279563e-01, 9.093364347744535559e-02
2.092000000000000000e+03, 6.120993903536454672e-01, -3.484219926620896191e-01, 7.508018492974372071e-01, 6.467626060206944638e-01, 1.574507682860478222e-02, 5.910382227827400969e-01, -4.382353296805328868e-02, 1.936942674950516696e-01, 3.118992753939339724e-02, 1.650923925392911717e-01, 1.144493278511708872e-01, -6.291745487011355387e-01, 9.170621559561406011e-01, -9.058321104424414683e-02, 4.617582002635938210e-01, 3.892983836647778140e-01
2.093000000000000000e+03, 2.824927229328898504e-01, -1.724669420683450916e-01, 9.320770339789277159e-01, 7.366845412480705901e-01, -9.628515282040857499e-04, 6.242458979698991550e-01, 3.959313697437996105e-01, 8.439780467197187386e-02, -4.225553099841067861e-01, 4.643385817137798965e-02, 6.929309135271360942e-01, -6.161061148071702576e-01, -3.594170574459480960e-01, 1.478849996490998707e-02, -2.604661932339391028e-01, -4.814098750317689218e-02
2.094000000000000000e+03, 2.038378835351987162e-01, -3.117627302755567320e-01, -5.481129331627226930e-01, 1.390223990167356420e-02, -2.252188806063623594e-01, 6.967751678981254360e-02, -1.661096021212550566e-01, 4.129801272697242731e-01, 2.101296514687749362e-01, -3.376214361029170052e-01, 6.316871750126085150e-01, -5.312211835210851607e-01, 2.642861557252232929e-01, 3.074492653949228438e-01, -2.670825894684180149e-02, -5.108933297975827570e-02
2.095000000000000000e+03, -2.354878538904900051e-02, 5.983154778319580425e-01, -7.376642347790531851e-01, 5.932467541793767785e-02, 9.312941022379157829e-02, -4.597141848653062968e-01, 5.968051853842051280e-01, 3.653798421476093794e-01, 2.837999325936661488e-01, -3.152470768662605227e-01, 3.120160629755885928e-01, 5.514736224600340631e-01, 2.195981497030233820e-01, 1.872133127983132417e-01, -1.958298591997866822e-01, 5.843821345959240854e-02
2.096000000000000000e+03, 2.510142867792055088e-01, 2.177114247992134877e-01, 2.478146614980605289e-01, 4.781054710703404043e-01, -4.155850304437072595e-02, -4.886649936862226817e-01, 1.386739863172626597e-01, 2.695010346405727897e-01, 7.591420013112062382e-01, -1.163257276154292807e-01, -1.648976935707094083e-01, -6.289122564279258087e-01, -4.595186166475858092e-01, -2.550530007259963483e-01, 8.697817046876435421e-02, 3.902730329912642571e-01
2.097000000000000000e+03, 2.145966722354573086e-01, -5.484430121514196621e-01, 4.177725178448008503e-01, -1.261554381388353512e-02, -1.164182455934967136e-01, 1.701624740140308678e-01, 6.955202670038365120e-01, 2.284912583109863574e-02, 6.417749803207782877e-01, -3.727413717094522072e-01, -1.422485635602925846e-01, 4.502716270447720825e-01, 8.816881705061185848e-02, -3.232028769765248055e-02, 3.344453514414565121e-02, 3.287784162637019114e-01
2.098000000000000000e+03, -1.475770321184446173e-03, 1.129895159020482126e-01, -3.206062989031480126e-01, 1.940220865600984779e-01, -1.453670989944646774e-01, 1.072186523235851563e-01, 1.067498394158919561e+00, 2.158993727038190091e-01, 4.097474824804868687e-01, -4.648474957218418080e-01, 1.237717239111321699e-01, 7.788577987412402814e-01, -7.488391789835899814e-01, 1.700697975030111830e-01, 2.189357139493615101e-01, -1.923321807136141592e-01
2.099000000000000000e+03, -1.040859563891272654e-01, -2.035193260771205048e-01, -6.038828940277397583e-01, 2.956957996201435845e-01, 1.663247416308775428e-01, -7.012676636062217805e-02, 4.015739868817575497e-01, 5.213106286775266440e-01, -3.774517727499972497e-01, -1.952115478369632340e-01, 3.075722935682475567e-01, 4.460947523923375346e-01, -5.230773773982877982e-03, -1.275145335054906903e-01, 4.943293511995848211e-01, -2.292280291184050633e-01
2.100000000000000000e+03, 1.800061284205551615e-01, -1.864687843601672279e-01, 7.308818548916405922e-01, 4.295737072816627755e-01, -1.530189871830699433e-01, -2.045485998041542686e-01, -8.944248250695162605e-01, 2.913424330233346793e-01, 5.645458919739785308e-01, -1.625045639966305189e-01, -8.300506576539633530e-01, -2.412225662162287010e-01, -2.244822892273583281e-01, 4.183832109923360520e-02, -5.679971289814050167e-03, -4.495076501353723053e-02
