year, EC-Earth3-Veg, CMCC-CM2-SR5, CanESM5, TaiESM1, IPSL-CM6A-LR, UKESM1-0-LL, CESM2-WACCM, MPI-ESM1-2-LR, MIROC-ES2L, NorESM2-MM, CNRM-ESM2-1, ACCESS-ESM1-5, NorESM2-LM
2.053000000000000000e+03, 3.666861613591874658e+01, 5.216119746123250422e+01, 6.414906116986398388e+01, 2.012061410144476170e+01, 2.529754080200317290e+01, 4.220934251067762233e+01, 2.602793987629429395e+01, 2.167803699527184591e+01, 1.634774616050475515e+01, 2.650962702354727440e+01, 4.984666035239511928e+01, 2.908709218322129075e+01, 2.622670267292772905e+01
2.054000000000000000e+03, 3.667368630458204137e+01, 5.223099768591789172e+01, 6.419494423982094133e+01, 2.010213947355688191e+01, 2.534627005135567046e+01, 4.238476972536009413e+01, 2.594617403677383294e+01, 2.165063017110803756e+01, 1.631555036497180566e+01, 2.656413463999190228e+01, 4.982959850180150596e+01, 2.901093640299763976e+01, 2.632043549537519311e+01
2.055000000000000000e+03, 3.671919247855706914e+01, 5.207956445454496475e+01, 6.428878941502944144e+01, 2.009080598084183933e+01, 2.542809199976304768e+01, 4.251721078136034038e+01, 2.599558883996174430e+01, 2.166850605146995434e+01, 1.628209017638538114e+01, 2.658103761618566452e+01, 4.988590444154999659e+01, 2.894457137513743561e+01, 2.637060621540015504e+01
2.056000000000000000e+03, 3.669034034519010845e+01, 5.186416704672695488e+01, 6.437168033616153195e+01, 1.997442263292463949e+01, 2.543681174780227394e+01, 4.268742881668619304e+01, 2.611031173474363598e+01, 2.171137232717563492e+01, 1.627433323136119725e+01, 2.658022887642341203e+01, 4.980452810003480835e+01, 2.890561801263400810e+01, 2.639598074574291431e+01
2.057000000000000000e+03, 3.680548178348089294e+01, 5.190835521934398855e+01, 6.441980154424918226e+01, 2.013047665902263006e+01, 2.546456466876966473e+01, 4.256966876717784487e+01, 2.613671201634126362e+01, 2.174874617546797140e+01, 1.633865704138858987e+01, 2.658580931713205331e+01, 4.990635212707892521e+01, 2.885848414079088897e+01, 2.643820938521039920e+01
2.058000000000000000e+03, 3.678941407987377943e+01, 5.203134650783842119e+01, 6.452317072071525672e+01, 2.024150228615539149e+01, 2.551483224126767979e+01, 4.229829081960933479e+01, 2.618548402741023295e+01, 2.187156158618920898e+01, 1.634272559773091871e+01, 2.655346520661838738e+01, 5.003721694160800126e+01, 2.881532658903324418e+01, 2.649987504127014049e+01
2.059000000000000000e+03, 3.674414867263712381e+01, 5.204534260082400721e+01, 6.459123870877041895e+01, 2.024112607094343730e+01, 2.550671272800565603e+01, 4.208813862920137439e+01, 2.623005606877488205e+01, 2.195395938120827140e+01, 1.632862192414547664e+01, 2.651798463760126978e+01, 5.003071267341751138e+01, 2.877515618803082020e+01, 2.650843388156014768e+01
2.060000000000000000e+03, 3.666648366742759890e+01, 5.217266214125111645e+01, 6.468392406950182760e+01, 2.004282989426284445e+01, 2.554325251253930773e+01, 4.229803652592195107e+01, 2.626160370761777330e+01, 2.206332458215991821e+01, 1.631690949189120943e+01, 2.659052955015337361e+01, 5.010925561632328851e+01, 2.873278658305748223e+01, 2.646598633212121499e+01
2.061000000000000000e+03, 3.661690110096903084e+01, 5.231225401265742647e+01, 6.473105827825453673e+01, 1.969612610989481283e+01, 2.554734650975450805e+01, 4.248296651034512905e+01, 2.629159174168703572e+01, 2.218628198433108167e+01, 1.635111274761472089e+01, 2.670030389253262371e+01, 5.009809829022869110e+01, 2.869014433067908243e+01, 2.646731968576083105e+01
2.062000000000000000e+03, 3.659728068574348470e+01, 5.236130819295738803e+01, 6.481043175379313936e+01, 1.973924845046211729e+01, 2.559264590959969610e+01, 4.255384843117700200e+01, 2.636683599016162560e+01, 2.216230163859738411e+01, 1.636108805809338307e+01, 2.667314337918154976e+01, 5.009946323070538909e+01, 2.865520140072893795e+01, 2.652145375175549447e+01
2.063000000000000000e+03, 3.669339411264831341e+01, 5.230469228635586632e+01, 6.485747232466179923e+01, 1.999315531613473951e+01, 2.560506400165547447e+01, 4.262438599923384430e+01, 2.633388721621611595e+01, 2.217336859859571874e+01, 1.630142622893887250e+01, 2.663260541699686357e+01, 5.017362737220152269e+01, 2.859811724350977258e+01, 2.651958639025045983e+01
2.064000000000000000e+03, 3.673493203931167272e+01, 5.212978587806183839e+01, 6.484718334217534164e+01, 1.989113983393474072e+01, 2.564516296806289830e+01, 4.257819780551736955e+01, 2.630064038191723341e+01, 2.224355757555882107e+01, 1.633739197815709332e+01, 2.665737887263692230e+01, 5.016936667576694475e+01, 2.854989612614850714e+01, 2.649787627166067239e+01
2.065000000000000000e+03, 3.680474603888240637e+01, 5.199307765132469683e+01, 6.485009800808686009e+01, 1.957769556185645143e+01, 2.568727613409207677e+01, 4.228974639546690639e+01, 2.629893087913668026e+01, 2.227029093112489377e+01, 1.639850674247663420e+01, 2.677008503899884317e+01, 5.022483351021280384e+01, 2.854768759291025404e+01, 2.653304278002539718e+01
2.066000000000000000e+03, 3.678197353908799272e+01, 5.200304144313803079e+01, 6.487052843616554298e+01, 1.968082232593055991e+01, 2.569299819085318859e+01, 4.223352908754347368e+01, 2.636125658011646777e+01, 2.240083243312855643e+01, 1.642478746440654547e+01, 2.685288027377128373e+01, 5.018680491424952805e+01, 2.854346179481548162e+01, 2.659289174767697261e+01
2.067000000000000000e+03, 3.677893808815332477e+01, 5.218189036838599293e+01, 6.488334693100240713e+01, 2.006255075329561421e+01, 2.572705919646666572e+01, 4.240016214210006495e+01, 2.642840169828428998e+01, 2.247337282888603838e+01, 1.644137131083069647e+01, 2.688939204004064010e+01, 5.016673672501092796e+01, 2.849567053937695604e+01, 2.667302107600322358e+01
2.068000000000000000e+03, 3.674587932242187094e+01, 5.229452874268063312e+01, 6.483214457620495352e+01, 1.995073160236981735e+01, 2.575592661147399909e+01, 4.230551440546078368e+01, 2.647228943186960493e+01, 2.256749604370191875e+01, 1.646349638918192326e+01, 2.693094432567070129e+01, 5.013110988783523680e+01, 2.844793909030500600e+01, 2.667536683507116635e+01
2.069000000000000000e+03, 3.677171712920496560e+01, 5.237652577428322331e+01, 6.486530439060005904e+01, 1.966807563354908339e+01, 2.576109475343012534e+01, 4.210803169747281771e+01, 2.654123605018800802e+01, 2.261333306448955582e+01, 1.653725559668092515e+01, 2.700562324318239149e+01, 5.009541611843605580e+01, 2.842022149533562114e+01, 2.673313086052700882e+01
2.070000000000000000e+03, 3.681131817388840233e+01, 5.229026491228518836e+01, 6.491928847906443423e+01, 1.992257292296141813e+01, 2.574267977352673142e+01, 4.200026934227679476e+01, 2.655796745049057606e+01, 2.254808289716351410e+01, 1.658729040750236194e+01, 2.703207410517881826e+01, 5.010890907870553690e+01, 2.839489911196334404e+01, 2.677183228369960943e+01
2.071000000000000000e+03, 3.691999118457682982e+01, 5.203414401634896080e+01, 6.502235681275112711e+01, 2.010600269798548823e+01, 2.576139881983392854e+01, 4.213897853617392997e+01, 2.663131496682742139e+01, 2.260500438784975685e+01, 1.657079265765116105e+01, 2.697351378237472730e+01, 5.011795911948957638e+01, 2.834950371373901490e+01, 2.677011754200480453e+01
2.072000000000000000e+03, 3.702736023204379734e+01, 5.193483420575516618e+01, 6.510397362540305721e+01, 1.986109893349849997e+01, 2.573442041689970949e+01, 4.231367435710260594e+01, 2.668324201792092865e+01, 2.278072834854941320e+01, 1.648865558093483230e+01, 2.703427873996325559e+01, 5.015428728997585495e+01, 2.829862526875128736e+01, 2.679556161241174905e+01
2.073000000000000000e+03, 3.706750188227032794e+01, 5.205888996222470411e+01, 6.524048947881669847e+01, 1.998328006684767999e+01, 2.573009731774023479e+01, 4.226046284343892268e+01, 2.669983541075181321e+01, 2.299757139909627313e+01, 1.647001533828391118e+01, 2.706146672051214708e+01, 5.016580391780893677e+01, 2.825427387425429515e+01, 2.680903135917479574e+01
2.074000000000000000e+03, 3.701627243486697694e+01, 5.207217643965888954e+01, 6.537003741069493401e+01, 2.003712237552635855e+01, 2.573089425313067835e+01, 4.247132088142193140e+01, 2.673780973003405137e+01, 2.314860648685789002e+01, 1.645009681574353166e+01, 2.703194303355311234e+01, 5.007024802878800784e+01, 2.822319848694743172e+01, 2.680740340468187100e+01
2.075000000000000000e+03, 3.696350398070120491e+01, 5.229736366483879095e+01, 6.546984617908366033e+01, 1.993760639958383507e+01, 2.576103035596135626e+01, 4.267418291866400182e+01, 2.678761084721651642e+01, 2.322339560802431535e+01, 1.646602857684532495e+01, 2.706704034311495732e+01, 5.007876059784878464e+01, 2.820485518635244304e+01, 2.685445193423237598e+01
2.076000000000000000e+03, 3.686174168259443462e+01, 5.238158442968664730e+01, 6.562625776478432726e+01, 2.013963613317428880e+01, 2.574054406267076089e+01, 4.263434536957532117e+01, 2.676672219124566254e+01, 2.322702815582367109e+01, 1.645004928307795566e+01, 2.708617763543947987e+01, 5.004098379014666875e+01, 2.822680585772749851e+01, 2.687073833378451582e+01
2.077000000000000000e+03, 3.687157842737144620e+01, 5.234871723705729352e+01, 6.576356216930788889e+01, 2.004921343560226177e+01, 2.566441048097123456e+01, 4.256460157049203019e+01, 2.680201089294043726e+01, 2.326086919829392130e+01, 1.648388087137124458e+01, 2.705716310419315462e+01, 5.006454180719842384e+01, 2.829032832416493548e+01, 2.678600638210246743e+01
2.078000000000000000e+03, 3.689134773015442903e+01, 5.226846058436249365e+01, 6.585925921114045423e+01, 2.003053626218038730e+01, 2.565863820233261805e+01, 4.260326914018315847e+01, 2.682445915387739888e+01, 2.335060674796604729e+01, 1.655068636953175343e+01, 2.702213156759414758e+01, 5.001419477748996911e+01, 2.832651150284391761e+01, 2.674405878966952343e+01
2.079000000000000000e+03, 3.702641320863926921e+01, 5.239719732728456592e+01, 6.590292830319411621e+01, 2.013675369523829772e+01, 2.563260223901786006e+01, 4.253613092146677843e+01, 2.671020519879517963e+01, 2.354815604359851378e+01, 1.662065033545200521e+01, 2.705402848400329674e+01, 4.993239122849871592e+01, 2.835018838198397972e+01, 2.680856069256518026e+01
2.080000000000000000e+03, 3.710262463054375104e+01, 5.247967657638235295e+01, 6.599729864323535367e+01, 2.006959149150408450e+01, 2.561029448433924571e+01, 4.252632971612812440e+01, 2.665325417073771419e+01, 2.364704104085168623e+01, 1.659848173237991276e+01, 2.718302548391400109e+01, 4.989325290827516568e+01, 2.838559371302615020e+01, 2.687702356488039612e+01
2.081000000000000000e+03, 3.713029335063338721e+01, 5.250122821358458935e+01, 6.601477448554773275e+01, 2.001527719752712997e+01, 2.566814938006421798e+01, 4.248351753954198529e+01, 2.674498684479250699e+01, 2.365389609059830534e+01, 1.655544885947435674e+01, 2.727383005816164641e+01, 4.997092108473268013e+01, 2.840735207516478411e+01, 2.693703841789733033e+01
2.082000000000000000e+03, 3.708833003148927077e+01, 5.247997966479960041e+01, 6.608665199582790706e+01, 1.995942597870985935e+01, 2.570845982885317227e+01, 4.252618682523288385e+01, 2.677241530519615864e+01, 2.364277004145499106e+01, 1.654745594513732954e+01, 2.735032703882014715e+01, 4.984197901979658241e+01, 2.841096749476801619e+01, 2.694547549331955238e+01
2.083000000000000000e+03, 3.714690802860060614e+01, 5.229734904702855403e+01, 6.617036361722846038e+01, 1.992537365531902438e+01, 2.567388911259466866e+01, 4.257027238690064053e+01, 2.683930274564893637e+01, 2.365111199308384471e+01, 1.649491185291323347e+01, 2.740796218126528316e+01, 4.985416503033050617e+01, 2.842769323336498388e+01, 2.700487137878809207e+01
2.084000000000000000e+03, 3.718284473204975171e+01, 5.220188523978307416e+01, 6.623313967546356196e+01, 1.968294285449676195e+01, 2.563928032294807835e+01, 4.246738686626494541e+01, 2.690428103232089541e+01, 2.384282790809354680e+01, 1.646210745588530955e+01, 2.742298888442098459e+01, 4.984959569948870239e+01, 2.843097023598305384e+01, 2.701593845354350876e+01
2.085000000000000000e+03, 3.719090245955887752e+01, 5.237490904759317090e+01, 6.625508605135901519e+01, 1.971175671712692790e+01, 2.560492227966272694e+01, 4.227298618061192315e+01, 2.694350287392184029e+01, 2.409584335751618767e+01, 1.639004827650408913e+01, 2.740581425330536547e+01, 4.984268169493635270e+01, 2.839182493397736096e+01, 2.703787832237532029e+01
2.086000000000000000e+03, 3.713845160369262999e+01, 5.252619640956014280e+01, 6.641588046050866012e+01, 2.000156395590495251e+01, 2.551409267791381197e+01, 4.222874001912789765e+01, 2.699481462211725002e+01, 2.424772132674281266e+01, 1.639439048414631728e+01, 2.744052825445110955e+01, 4.985873783334962184e+01, 2.833362194231034081e+01, 2.700655594277388261e+01
2.087000000000000000e+03, 3.712728699459047021e+01, 5.242664029664683767e+01, 6.649867144970772870e+01, 1.994346119908728809e+01, 2.549918188197218782e+01, 4.234621492452319558e+01, 2.705100774568655453e+01, 2.416159467965547591e+01, 1.652116641153558518e+01, 2.742722130097232025e+01, 4.979519313594752816e+01, 2.826269546878771521e+01, 2.697292572281011047e+01
2.088000000000000000e+03, 3.710902760646622056e+01, 5.222638303472089660e+01, 6.658584704407799393e+01, 1.977491899501028172e+01, 2.554907115319100797e+01, 4.229531039675773485e+01, 2.706124789147989418e+01, 2.415122875216453124e+01, 1.648418290023588639e+01, 2.746090416303030324e+01, 4.978699509884794594e+01, 2.819371289855726914e+01, 2.702071091715294315e+01
2.089000000000000000e+03, 3.713977211184750615e+01, 5.215896108967364597e+01, 6.673957402395505767e+01, 1.991512599100353142e+01, 2.555993585796155187e+01, 4.217848854227084132e+01, 2.703137184826984551e+01, 2.434481324591020979e+01, 1.635362375615738983e+01, 2.753670010228976395e+01, 4.980441097601242717e+01, 2.809694655998884727e+01, 2.706542581413794579e+01
