year, CNRM-ESM2-1, MPI-ESM1-2-LR, NorESM2-LM, ACCESS-ESM1-5, NorESM2-MM, EC-Earth3-Veg, INM-CM5-0, UKESM1-0-LL, CMCC-CM2-SR5, CESM2-WACCM, TaiESM1, GFDL-ESM4, INM-CM4-8, MIROC-ES2L, IPSL-CM6A-LR, CanESM5
1.974000000000000000e+03, 1.006965787748790531e+00, 9.507252793638121258e-01, 6.559152022306109497e-01, 1.027696840243011778e+00, 5.467405702102539067e-01, 1.897179550546556737e+00, 1.370110503560624915e+00, 1.006586849828386088e+00, 6.242247100085664968e-01, 6.309999845687163100e-01, 4.818823777966248501e-01, 3.848275636661989130e-01, 1.068344489958127141e+00, 8.465274143975239918e-01, 5.530214461375408952e-01, 1.791921329608587410e+00
1.975000000000000000e+03, 9.077294853458373058e-01, 1.047278593349195708e+00, 5.983770783195639931e-01, 9.763609996768832788e-01, 5.934458355830589671e-01, 1.550653125638728813e+00, 1.270206731366169794e+00, 8.806390102134126208e-01, 5.621078839432339658e-01, 6.746760808951713928e-01, 4.679349312929421134e-01, 4.335081258493712064e-01, 1.220722970022268372e+00, 7.974492876926720930e-01, 6.004514061516339485e-01, 1.781589556983665723e+00
1.976000000000000000e+03, 9.642898980037748480e-01, 1.077146665316917051e+00, 4.608671804093489865e-01, 9.522775107902063940e-01, 4.871767077790943312e-01, 1.890519417959831694e+00, 1.317577714920501464e+00, 9.241401184288292603e-01, 5.682582636967020706e-01, 7.046389843222528038e-01, 5.162589325791195893e-01, 4.249387518899868654e-01, 1.143260341592901908e+00, 7.992755902507913124e-01, 7.337383833259478738e-01, 1.763605889721484132e+00
1.977000000000000000e+03, 1.033403859075584519e+00, 1.347526209530120811e+00, 5.660599439847286973e-01, 1.033375055986577307e+00, 5.285840931704341994e-01, 1.799915038421011637e+00, 1.224441664478659320e+00, 8.437480945433287749e-01, 4.467704050763373069e-01, 8.201435953524365274e-01, 4.381870852930366267e-01, 4.654681660822024281e-01, 9.699835563686539652e-01, 7.752568991639543494e-01, 5.590186774666632274e-01, 1.774901641288933574e+00
1.978000000000000000e+03, 1.050418217163591628e+00, 1.230434995519073205e+00, 6.415402107862295811e-01, 9.830264023494926784e-01, 7.282350467021964091e-01, 1.728719887464963856e+00, 1.418711569908736037e+00, 1.030760337219190914e+00, 5.331450871853125051e-01, 8.190716783360992848e-01, 4.433904485642368165e-01, 4.822548181747441931e-01, 9.314634500555644125e-01, 8.303475427869845271e-01, 6.384790080963513859e-01, 1.806564722076303031e+00
1.979000000000000000e+03, 8.853024927387473930e-01, 1.059605299620996366e+00, 6.158049427801920439e-01, 9.560997100580480579e-01, 7.028448406071845511e-01, 1.591230798004298341e+00, 1.416864721924347315e+00, 8.422368065501172341e-01, 6.302025284049840304e-01, 7.024901187723321394e-01, 4.961593236528493156e-01, 5.650837623356202988e-01, 1.062280647900636144e+00, 7.987019256781735521e-01, 6.760101354464703727e-01, 1.760270647528551891e+00
1.980000000000000000e+03, 9.988255718454717158e-01, 1.325216935541756236e+00, 5.622873404015449328e-01, 9.732749573794229336e-01, 7.179349217326542743e-01, 1.965053479020991478e+00, 1.341879234303422042e+00, 9.777371859540081589e-01, 6.652347700378161699e-01, 7.212471571132471615e-01, 5.366813168886669372e-01, 4.133363652061021187e-01, 1.080835817629282491e+00, 8.698422891230014331e-01, 6.616122925239967811e-01, 1.766438907693462568e+00
1.981000000000000000e+03, 1.004839143316037520e+00, 1.432980230528230425e+00, 6.386170365700137852e-01, 1.012465507272518606e+00, 4.678989139427717214e-01, 2.184542859112937663e+00, 1.353400927900804573e+00, 1.022011120067344958e+00, 6.490410163223180318e-01, 7.444828633349841462e-01, 4.523989000511028369e-01, 4.872341534690223797e-01, 1.035830593572442337e+00, 8.886436663688936921e-01, 6.287348886417355454e-01, 1.663152869078692975e+00
1.982000000000000000e+03, 9.218428803881545397e-01, 1.445257125524801900e+00, 7.060446519540705124e-01, 1.144033585496247563e+00, 5.424832621551926026e-01, 1.635432113664473608e+00, 1.387833298278646543e+00, 1.046128943051350069e+00, 5.668629472959425541e-01, 8.231266964713631618e-01, 4.562865227109913491e-01, 4.600472790436184178e-01, 1.155869750875463842e+00, 8.182606836695395236e-01, 5.801336140353727799e-01, 1.772487550768015341e+00
1.983000000000000000e+03, 1.014089887485637220e+00, 1.525120782719036061e+00, 7.519254853827329610e-01, 1.190268248264749973e+00, 5.406744706197957884e-01, 1.675000962952649219e+00, 1.813144035825352107e+00, 1.080404035998968615e+00, 6.009506750721386181e-01, 7.386565236217665920e-01, 4.949622440073285778e-01, 4.595341309025215981e-01, 1.266358809570022226e+00, 6.903748759369068289e-01, 6.440853863330767703e-01, 1.755809129896293452e+00
1.984000000000000000e+03, 1.060734876626286738e+00, 1.504077104310426627e+00, 5.722839102911272402e-01, 1.160290192224973094e+00, 5.843501232970540471e-01, 1.663444829182391338e+00, 1.655377668488002607e+00, 1.141356129647056239e+00, 6.114527041150942255e-01, 7.934047452892868391e-01, 4.888827978086803250e-01, 4.437725469563488234e-01, 1.180146535867769853e+00, 6.737665518750268756e-01, 6.817928121378106221e-01, 1.764952508902588368e+00
1.985000000000000000e+03, 1.024438178070055327e+00, 1.264635840391876487e+00, 5.406476327130155246e-01, 1.116072120594793438e+00, 6.298101191423962630e-01, 1.806464485451890312e+00, 1.345041584453697814e+00, 9.497168383254936952e-01, 5.745658410484879575e-01, 8.408270204668855108e-01, 4.401294108914694525e-01, 4.668873199331715629e-01, 1.132974312885843604e+00, 9.870360857139828248e-01, 5.763687677421379663e-01, 1.832694174937071985e+00
1.986000000000000000e+03, 9.621470884034249993e-01, 1.441909208673633147e+00, 6.113721291111545719e-01, 1.102488238667450160e+00, 5.772427198045031460e-01, 1.764253726940478550e+00, 1.289541950624379041e+00, 9.565623512336697276e-01, 5.833520694102110049e-01, 6.460611251431268576e-01, 5.007098485126310061e-01, 4.602760161409013007e-01, 1.332700207511688717e+00, 8.452445780807908982e-01, 6.014819102201690582e-01, 1.841575937540269825e+00
1.987000000000000000e+03, 1.051502233390608998e+00, 1.457528457247455833e+00, 5.706037064385047763e-01, 1.075782274700530561e+00, 5.176126058700109001e-01, 1.805456777285598280e+00, 1.401970502255510009e+00, 1.126675322363262177e+00, 6.366597074582026616e-01, 7.242413290339136944e-01, 5.322129849179447758e-01, 4.104627723550630103e-01, 1.091463169643871911e+00, 6.988399274423363616e-01, 7.083995872063421073e-01, 1.835735147571452952e+00
1.988000000000000000e+03, 1.006908934913528952e+00, 1.258208834052213287e+00, 5.532951564829724500e-01, 1.086428299483631399e+00, 5.751247380463913039e-01, 2.093651954111050095e+00, 1.460503628833135004e+00, 9.522558916248438088e-01, 6.288799318019188123e-01, 7.754225473744944530e-01, 4.895000775158325768e-01, 4.544143468063139846e-01, 1.095957345557895923e+00, 8.567268753741325016e-01, 5.471496871877731261e-01, 1.725600579329437112e+00
1.989000000000000000e+03, 1.040509697880051654e+00, 1.372304012704229859e+00, 6.140816471363619300e-01, 1.106582519351085869e+00, 5.923587435390232914e-01, 1.879585932298836859e+00, 1.577111010137977942e+00, 9.883911293562552824e-01, 5.502231995960678024e-01, 7.870079690626974322e-01, 5.027870191376812015e-01, 4.606707071293743572e-01, 1.099065032979783973e+00, 7.955069416665634385e-01, 6.666195553993817802e-01, 1.858602776862033235e+00
1.990000000000000000e+03, 1.005514688079620189e+00, 1.004613302252685081e+00, 6.974465454613888449e-01, 1.087295080267233205e+00, 6.847955755496344388e-01, 1.698003554769141221e+00, 1.494398976592093975e+00, 1.069874221306073681e+00, 5.753045852153878537e-01, 5.442305473668762605e-01, 4.671663244009786609e-01, 5.343280897612178171e-01, 1.313034194142941979e+00, 7.628956126201280608e-01, 6.269879605192295591e-01, 1.907951268205173134e+00
1.991000000000000000e+03, 1.107872045838893094e+00, 1.418478025773046935e+00, 7.332347563168792881e-01, 1.098370534839716361e+00, 7.035540768297950942e-01, 2.032978264577962602e+00, 1.589485971607809134e+00, 9.053838364855157916e-01, 7.826106010930845569e-01, 7.573744454979171037e-01, 5.359923064737605047e-01, 5.492209155847097568e-01, 1.134290984476584274e+00, 1.057492878266969916e+00, 6.341468124331932632e-01, 1.806460406573578537e+00
1.992000000000000000e+03, 1.107809946389725742e+00, 1.407872309025127944e+00, 6.379482339473991903e-01, 1.105928527650031246e+00, 5.597191903627832810e-01, 1.771888003783790966e+00, 1.547436537641317278e+00, 7.777314129471974979e-01, 5.809360296648395927e-01, 8.397643753298202896e-01, 4.412874746067289022e-01, 4.016332602373252070e-01, 1.431534543666781012e+00, 8.578083309121065092e-01, 6.975734134788210694e-01, 1.764592324447264993e+00
1.993000000000000000e+03, 9.032493902176150780e-01, 1.348438088168392168e+00, 5.764698424596024218e-01, 1.162840238284228667e+00, 6.772850624192224833e-01, 1.707716782278165368e+00, 1.657316459463561653e+00, 7.793743704469471290e-01, 6.393116855163913925e-01, 8.610238135100105605e-01, 4.990301450551501428e-01, 5.447958769719044581e-01, 1.340198694502018784e+00, 9.290547391084544859e-01, 5.815749508145752200e-01, 1.821202750685552152e+00
1.994000000000000000e+03, 1.006897781542845038e+00, 1.318607913380960728e+00, 6.468936780392221531e-01, 1.083126131048423701e+00, 8.415378606180373700e-01, 1.995704632916926125e+00, 1.561442770360371268e+00, 1.123285519341186811e+00, 5.843925061331212145e-01, 7.111122852551508000e-01, 5.425951437857602366e-01, 4.996988141504288827e-01, 1.434654488782778126e+00, 7.885673880983177231e-01, 7.312780191310356281e-01, 1.811454350938504820e+00
1.995000000000000000e+03, 9.566104324992507069e-01, 1.126039842253103718e+00, 6.711301526740722778e-01, 1.076575369975667051e+00, 7.240712015383655720e-01, 2.057860309279609723e+00, 1.468749067173988898e+00, 1.098962268788636454e+00, 5.766980330010376132e-01, 8.333808443799598509e-01, 4.595015272012769048e-01, 5.390142613609733013e-01, 1.417988965972462045e+00, 9.876721370863997818e-01, 8.032791926693774176e-01, 1.849670480637919168e+00
1.996000000000000000e+03, 1.035576697786428468e+00, 1.544661482001975061e+00, 7.236334417173733158e-01, 1.139731041642939147e+00, 7.481169109561024433e-01, 2.166827866793986868e+00, 1.481025560032138033e+00, 8.601557722377582982e-01, 5.492998425351321989e-01, 7.690549482729415187e-01, 4.740120691346956239e-01, 4.800912543404362576e-01, 1.152416803403869094e+00, 1.036907031168141868e+00, 7.362344931257077674e-01, 1.846671715973888128e+00
1.997000000000000000e+03, 1.084831604700569274e+00, 1.349285425354549650e+00, 6.814561742224582996e-01, 1.036950774610291282e+00, 7.473604126024563366e-01, 1.926404351916330748e+00, 1.376422618965472244e+00, 8.846668748923390835e-01, 5.796781068574221596e-01, 8.804994394793709267e-01, 5.059390652332808047e-01, 5.677439619078142874e-01, 1.182137686064187010e+00, 9.420020779000403133e-01, 6.895204371843454139e-01, 1.811494643552257644e+00
1.998000000000000000e+03, 1.180610289984241001e+00, 1.235055800060211206e+00, 7.088870723874397539e-01, 1.130824070527761016e+00, 5.758141155362171970e-01, 2.064638881452057095e+00, 1.489516750586661553e+00, 1.099588882641793441e+00, 6.159569802022294427e-01, 8.322383964892444697e-01, 5.454312720176593965e-01, 5.173622743450159156e-01, 1.279009044164993725e+00, 7.993044623190496134e-01, 6.776191203399547502e-01, 1.833259811264695394e+00
1.999000000000000000e+03, 1.205029100590128577e+00, 1.516955834827118821e+00, 6.629207253326353522e-01, 1.186156127402820060e+00, 4.751557021386536017e-01, 1.620092550171730039e+00, 1.547260334186218556e+00, 9.850688006651390216e-01, 6.387541479394776012e-01, 8.135328471122039717e-01, 5.080122829239791526e-01, 5.667129922183899993e-01, 1.401596705278018717e+00, 7.140555685064660096e-01, 6.867567869903518085e-01, 1.844154997017070530e+00
2.000000000000000000e+03, 1.249464174051372334e+00, 1.353567624671093927e+00, 7.395091428761071395e-01, 1.211796175403068831e+00, 4.734551923257531159e-01, 1.873607306235354208e+00, 1.540342958592076039e+00, 8.106871551784483598e-01, 6.534953774220265688e-01, 8.512815002490448091e-01, 4.350120312058068373e-01, 5.375682170700522011e-01, 1.270055105583436150e+00, 7.363599159690841223e-01, 6.831748378995143867e-01, 1.839591108892556504e+00
2.001000000000000000e+03, 1.020567859942031808e+00, 1.286121099785803024e+00, 6.906946758790266649e-01, 1.105032242407863796e+00, 6.717470760058751322e-01, 1.899931104570661500e+00, 1.467484176337789270e+00, 9.541200955050709309e-01, 5.442112401180323467e-01, 8.972997636765563945e-01, 4.746990159784127417e-01, 5.536798670089979613e-01, 1.196148603380368103e+00, 6.708727319324266913e-01, 6.112013571932091160e-01, 1.913385044671465973e+00
2.002000000000000000e+03, 9.369931871782004595e-01, 1.317731779862001851e+00, 7.403832399341263582e-01, 1.168061806089451204e+00, 7.192866515667429850e-01, 2.319208518033265332e+00, 1.584956654681812349e+00, 1.078487984575996039e+00, 6.318546384296055418e-01, 9.261447168013294817e-01, 5.170649140117768994e-01, 5.847364388098714727e-01, 1.168654212864036479e+00, 8.229584368188431753e-01, 7.195401511699363040e-01, 1.857840448355462026e+00
2.003000000000000000e+03, 1.189574868885283854e+00, 1.552497731401491166e+00, 6.031867071795204982e-01, 1.126675470186870420e+00, 7.231360537985317416e-01, 2.033113359716776536e+00, 1.801281420325842930e+00, 9.797515498194900863e-01, 6.646788646440954240e-01, 8.600378228337086650e-01, 4.529358659092791450e-01, 5.087771814847152907e-01, 1.263349613790165415e+00, 8.225909270393386707e-01, 6.875639534790652929e-01, 1.910727406988460331e+00
2.004000000000000000e+03, 1.224017025122910107e+00, 1.559776129946778056e+00, 8.002024644277245802e-01, 1.075780729168289263e+00, 8.222950636122058343e-01, 2.250440331666584637e+00, 1.548078688569719530e+00, 1.064471319192555887e+00, 6.256840354238575319e-01, 7.022209330472047872e-01, 5.655076742171076809e-01, 5.350585537094476596e-01, 1.391654212338167884e+00, 9.079975533057790260e-01, 8.119195916058349338e-01, 1.879966206951420027e+00
2.005000000000000000e+03, 1.053952900299909068e+00, 1.301632915973187865e+00, 6.602917655461383317e-01, 1.153192704785119593e+00, 8.312602025527440208e-01, 1.336772782213610178e+00, 1.580948482125958954e+00, 9.631098114935393584e-01, 7.229624491662891561e-01, 7.524447570914202243e-01, 5.148828260771914911e-01, 5.410316308674346653e-01, 1.192240680330088010e+00, 9.130328597466275120e-01, 8.450162713981866913e-01, 1.894413406674883227e+00
2.006000000000000000e+03, 1.162689643941154705e+00, 1.209099465028015130e+00, 4.962398143450511001e-01, 1.227843017051889474e+00, 6.892317616617752440e-01, 1.792110942892378267e+00, 1.641509126026799770e+00, 1.136487987187011939e+00, 6.371560010917864947e-01, 6.995421251581045441e-01, 4.465891591972334651e-01, 4.758593821553382952e-01, 1.191870842437336098e+00, 8.752690348597039760e-01, 8.302234576821865275e-01, 1.886791223516533389e+00
2.007000000000000000e+03, 1.179602468995565312e+00, 1.433751296630210170e+00, 6.327272946278363897e-01, 1.072353693500760929e+00, 6.982627634681054518e-01, 2.079470460061878967e+00, 1.700409115718374053e+00, 1.015651663713442288e+00, 7.005815872312459724e-01, 6.927449513821926086e-01, 5.312129981185583771e-01, 4.882461359012687518e-01, 1.252767229796954984e+00, 7.317430968890191734e-01, 7.342021128051163803e-01, 1.888231152714252792e+00
2.008000000000000000e+03, 1.241774745749546272e+00, 1.597844263919510510e+00, 6.259441232233121655e-01, 1.175695772300248576e+00, 5.264887038821841614e-01, 1.903907270609679792e+00, 1.538603145594934496e+00, 1.007675513655381661e+00, 7.109462618637709674e-01, 1.022793770433492400e+00, 5.227816641567148981e-01, 4.972602542301333695e-01, 1.169339808812500214e+00, 9.451057369294952881e-01, 6.542722006763580511e-01, 1.907283691870618192e+00
2.009000000000000000e+03, 1.261372498683407617e+00, 1.343408780547125758e+00, 6.531347909467467572e-01, 1.211374322885177879e+00, 6.812681480729255723e-01, 1.867345464101672459e+00, 1.675759430449094811e+00, 9.089547489502916022e-01, 6.130894157400732514e-01, 8.273392009691237226e-01, 4.979423334491298037e-01, 5.487873319714108300e-01, 1.351275812865155634e+00, 8.591357063592098831e-01, 8.282753949013051953e-01, 1.920541152044392019e+00
2.010000000000000000e+03, 1.109632137212969383e+00, 1.598857157437462373e+00, 5.775245455624193891e-01, 1.265654590186350958e+00, 5.812027049179449012e-01, 1.739560526656940054e+00, 1.416942900194576804e+00, 8.662078720577913726e-01, 5.807930481225589414e-01, 8.458532945937482506e-01, 5.262546191823826991e-01, 5.514312700274082157e-01, 1.399321945534180545e+00, 8.980085896229040854e-01, 8.454529167274821289e-01, 1.972089189653058128e+00
2.011000000000000000e+03, 1.231425395516632326e+00, 1.551951261396566917e+00, 6.796687666145934115e-01, 1.206747333223759044e+00, 6.053718328692027084e-01, 2.171956553602281126e+00, 1.572768708289675743e+00, 1.046732218821788907e+00, 6.446485344293675368e-01, 7.786535811326185108e-01, 5.473312213568336526e-01, 5.743377547530015281e-01, 1.428297367416350605e+00, 7.607826036581502027e-01, 7.553073926260954751e-01, 1.914841513630667569e+00
2.012000000000000000e+03, 1.073376416210947148e+00, 1.503758979577557442e+00, 7.058089337703241650e-01, 1.145404237697306371e+00, 5.612497014067510115e-01, 2.641399150904515380e+00, 1.737717037989454871e+00, 1.004693246760941738e+00, 7.630003584504210234e-01, 9.274940677796467137e-01, 4.880413234723440241e-01, 6.281232646767631600e-01, 1.470846115851699221e+00, 7.566911894164329855e-01, 8.338349616811445708e-01, 1.888887129324163805e+00
2.013000000000000000e+03, 9.948979401730432270e-01, 1.363469883010037353e+00, 7.353654702467750104e-01, 1.202683763904320857e+00, 8.165002779602731353e-01, 1.898518912512384915e+00, 1.651948353583009954e+00, 1.239950966882773065e+00, 6.578561086928903512e-01, 8.652947373732036151e-01, 4.510672406901506948e-01, 6.029801344741519964e-01, 1.379185140846699742e+00, 6.679141350604169691e-01, 7.954615292690891959e-01, 1.859364893854362766e+00
2.014000000000000000e+03, 1.012030174596983745e+00, 1.435257986366169414e+00, 9.023039515182139647e-01, 1.226811211375731681e+00, 6.950845559581290134e-01, 2.027702628590416278e+00, 1.729770156449583318e+00, 9.835858703383045798e-01, 5.828293779456024115e-01, 6.606850645834332347e-01, 5.389436186563234532e-01, 5.153553656752907219e-01, 1.396171508789810778e+00, 7.652105762533402133e-01, 6.711563365516608481e-01, 1.968677265245248886e+00
