year, MIROC-ES2L, UKESM1-0-LL, CanESM5, MPI-ESM1-2-LR, CNRM-ESM2-1, CESM2-WACCM, GFDL-ESM4, CMCC-ESM2
1.969000000000000000e+03, 1.497268395682776307e-10, 1.654578054968560476e-10, -2.978150802800108370e-10, 7.319174094440080781e-11, 5.165044491131978601e-10, 1.376339340272233444e-10, -1.170182321029974157e-10, 8.291353896736337765e-11
1.970000000000000000e+03, 4.986398796609383228e-11, 8.989279994469785789e-11, 6.657136687296811879e-11, 1.166709071053266227e-10, 4.938030661642356147e-10, 1.449290409515680771e-10, -1.076375658883594586e-10, 2.746113993999201470e-10
1.971000000000000000e+03, -4.323753690405203853e-12, 2.672435687769010506e-10, -4.664220031268402657e-11, 7.808231070094476580e-11, 4.990044807428444150e-10, -1.736322010898340083e-10, -6.599572736540287407e-11, 1.831564796384942143e-11
1.972000000000000000e+03, -1.950359858043009600e-10, 1.075620709971974746e-10, 2.010261311415925109e-10, 2.244610642690584724e-10, 1.532212036234604694e-10, 2.079692753910638858e-10, -8.357293959607577045e-11, -3.371624768482299389e-10
1.973000000000000000e+03, -4.610843246364657478e-11, 6.787779046357405805e-11, -6.225815657864302599e-10, 3.284525180052076255e-10, 4.115489235704798131e-10, 3.311287940207728185e-10, 2.352911652503638769e-11, -2.450966569246880888e-10
1.974000000000000000e+03, 4.619035522746303848e-10, 2.522441917691198703e-10, 2.585022919562841806e-11, -2.366794167400345268e-10, 4.135010640805535499e-10, 4.522952734509520219e-11, -2.994391195079723548e-10, -1.821089202211254129e-10
1.975000000000000000e+03, 3.890614049431663865e-10, -9.872780135588525133e-11, 5.388847107055670029e-11, -5.531643899134660062e-11, 3.563463572113179697e-10, -8.131721514290065772e-11, -8.744726899474374488e-11, 1.114286369025748273e-10
1.976000000000000000e+03, 3.071649755289229989e-10, 3.271353703746352921e-11, -2.793031549256992251e-10, -5.580898008646473541e-12, 2.962437507130340915e-10, 2.052958713068706487e-10, -1.218717500483892940e-10, 1.872911043035771437e-10
1.977000000000000000e+03, 2.867869896116196578e-10, -3.213355241788849030e-11, -2.086879420516806870e-10, 2.848957926363902867e-10, 4.650891494742095006e-10, 3.681132683818457335e-10, -1.033720933561597385e-10, 1.760809828726770317e-10
1.978000000000000000e+03, 3.808054559605669191e-10, 2.796458258223401314e-10, -1.766846827089733033e-10, 1.987163231068383798e-10, 5.170700463582561546e-10, 4.222499370550919073e-10, 2.482302269645308238e-12, -3.745517987829405562e-11
1.979000000000000000e+03, 2.789991600840817711e-10, -1.099108047539037166e-10, 2.223015982235425126e-10, -2.532743412110178972e-10, 2.506199923316223474e-10, 3.673121323450730094e-11, 1.974803057136644338e-10, 5.990869395380334447e-11
1.980000000000000000e+03, 4.632826824169148606e-10, 1.876726563726162166e-10, 6.407407584293135754e-11, 9.513144147006242770e-11, 4.215239339332374432e-10, 1.832883536053451384e-10, -2.432353681494897797e-10, 7.518567551493341694e-11
1.981000000000000000e+03, 4.795296174905163738e-10, 3.499898296663658410e-11, -3.515322285153361002e-10, 4.270178879758153179e-10, 4.210630204484509055e-10, -3.043426335346344958e-11, -2.571822634423130852e-11, -2.445593204543705189e-10
1.982000000000000000e+03, 2.791029213718250497e-10, 1.917063490535076598e-10, -2.707989707813166509e-10, 6.123807192224409296e-10, 3.020722605208897547e-10, 3.340584232132838248e-10, -6.148867408242210775e-11, 2.489117412055296314e-11
1.983000000000000000e+03, -2.303254566928140676e-11, 1.852031682814582176e-10, -8.147833857921530668e-11, 4.434054189047159235e-10, 3.402989477980260599e-10, 2.363697392065354878e-10, -7.909506443678822215e-11, 4.153426921842690867e-11
1.984000000000000000e+03, -1.597809833775311464e-10, 2.906120056702218822e-10, -8.796641956711040267e-11, 2.178962214997797098e-10, 5.611621530212271602e-10, 7.927158818888462527e-11, -8.315357019530068797e-11, -1.458670675619792213e-10
1.985000000000000000e+03, 7.454190208209329943e-10, 7.278470760842419132e-12, 3.471526893008941527e-11, 5.714126492740570136e-11, 3.453552039564121126e-10, 3.443943215409180039e-10, -2.121969999170280992e-11, 5.682697277750187777e-12
1.986000000000000000e+03, 2.436932743031513325e-10, 5.532366042799810523e-13, 2.901867271811649482e-10, 9.138266120847813294e-11, 2.111338601788734171e-10, -6.237245174041255852e-11, -9.932506491150593900e-11, 5.172105763313489076e-11
1.987000000000000000e+03, -1.315534309878975436e-10, 2.858937829900237887e-10, -2.082212207602066798e-10, 2.945748567335541155e-10, 4.145230951903325692e-10, 2.361437946161892022e-10, -1.982184963073741886e-10, -1.292010007392043573e-10
1.988000000000000000e+03, 3.285343720801738787e-10, 5.456903842077065319e-11, -4.985268971657955794e-10, -1.636348873301068105e-10, 2.152789852418983017e-10, -6.720505111627837416e-12, -1.012041175790225274e-10, -2.858213310179520690e-10
1.989000000000000000e+03, 1.404801256093978419e-10, 1.146880525688148003e-10, -2.264440890238844756e-10, 1.163230591123559623e-10, 4.985335652937229362e-10, 8.650839299565061004e-11, -5.264718446246804368e-11, -2.059883191234570909e-10
1.990000000000000000e+03, -9.165017046972250742e-12, 2.308722106021185935e-10, 7.137836517632707615e-11, -4.745353612036888324e-10, 3.033015086313826643e-10, -2.451094036291101390e-10, 1.133338923163502838e-10, -2.135164917111343071e-10
1.991000000000000000e+03, 7.617252273973266238e-10, 3.183207005996966473e-11, -4.503993048640797073e-12, 2.393898228981528131e-10, 4.989893522026293048e-10, 2.581540482171556346e-10, 1.202931889512389224e-10, 4.036537159012385604e-10
1.992000000000000000e+03, 3.446116080017092238e-10, -1.932898329888264825e-10, -1.652812653480921777e-10, 2.684286171883364566e-10, 4.176965650421482809e-10, 2.046122049754854990e-10, -3.138469191133062624e-10, -1.471206870606044158e-10
1.993000000000000000e+03, 5.160927070465032316e-10, -1.750364096221182077e-10, 2.203351198880836384e-10, -4.417403840633490390e-11, 2.687121025603459315e-10, 4.085788993945553977e-10, 1.361078959403046332e-10, -3.491383759454123757e-10
1.994000000000000000e+03, 5.754263242475417805e-11, 3.324742419349106532e-10, -1.896246151962433418e-11, 3.673286805336952513e-11, 3.794585376506362585e-10, -3.715454334000950930e-11, -2.904198085530443653e-11, -1.401939010910706524e-10
1.995000000000000000e+03, 5.850701689054730205e-10, 2.645656573500080515e-10, -1.527926179653664346e-10, 1.153366465603531126e-10, 1.606806120946066619e-10, 3.371881847685553623e-10, 7.864344544768515716e-11, 9.644309355142665634e-11
1.996000000000000000e+03, 7.134952053453617701e-10, -2.282261236220555252e-10, 1.578738675379977110e-10, 1.872023851944030416e-10, 3.809368473494631042e-10, -2.528352308851010259e-14, -1.321915306889708837e-10, -1.865146809192396087e-10
1.997000000000000000e+03, 3.576565566225543122e-10, -3.460160789363334877e-11, -2.535644453569746029e-10, 2.531106928048295503e-10, 4.705484102935116434e-10, 2.449053330103388253e-10, 1.248699075088183972e-10, 1.013175828783199413e-11
1.998000000000000000e+03, -5.495833177052016828e-12, 2.529349558264284695e-10, -4.312072459831825163e-12, -1.266280164697707058e-10, 5.205940737644870699e-10, 5.994497365728682352e-11, -2.906470581790842477e-11, -1.324677443319229444e-10
1.999000000000000000e+03, -2.202297271675028615e-10, 2.660688335179147099e-11, 1.735399174030698030e-11, 5.843300562607772378e-10, 6.854822306008685487e-10, 1.255183219411150517e-10, 8.763020959649722962e-11, -2.663317975725358750e-10
2.000000000000000000e+03, -2.257825890250469867e-10, -2.669399030610497679e-10, -1.749578392145664462e-10, 5.443132407155350258e-11, 6.897877806903878820e-10, 1.792841953841620620e-10, -1.629551366513352577e-11, 1.704269479683285943e-10
2.001000000000000000e+03, -4.434422522085931370e-10, -8.940822497641963431e-11, -2.570881292019347304e-10, -2.275223528088045050e-10, 1.499112722132438661e-10, 2.804508886553412789e-10, -3.895862306402702711e-12, 1.295580639053194176e-10
2.002000000000000000e+03, 2.763757662812298842e-11, 1.691140883237191030e-10, -2.649559897770109323e-10, -5.421900129822457621e-11, 1.776202724128907748e-10, 3.130646974743843264e-10, 8.868402483058386046e-11, -1.650686620998820282e-10
2.003000000000000000e+03, -5.508937871541030426e-11, 6.050395320859694498e-11, -6.449226798909035919e-11, 4.160169865781484090e-10, 4.695607134197479128e-10, 5.273861970035409624e-11, -1.976461136703538464e-10, -3.790655385945267842e-11
2.004000000000000000e+03, 2.297872907676043135e-10, 1.850376382306734357e-10, -1.193493377231337819e-10, 6.246901720654842306e-10, 6.691238698086349028e-10, -1.044544461912688757e-10, -6.490314636577021664e-11, -9.774237953532222481e-11
2.005000000000000000e+03, 3.096746104050057618e-10, -3.082639211743572642e-11, -3.899071428176682089e-11, 2.891535562238375446e-10, 3.678244096897329038e-11, 1.836313114591076554e-10, -9.507857514667650077e-11, -5.768626769945425205e-11
2.006000000000000000e+03, 2.305087117239458094e-10, 2.264048255807642333e-10, 4.426302330834700972e-11, -1.450540988315959020e-10, 4.657904636620803420e-10, -2.245365935357668201e-10, -2.798214147733513931e-10, -1.548412647683642045e-10
2.007000000000000000e+03, -2.393867350207274100e-10, 7.514645123070508675e-11, -2.012396660299599864e-10, 4.133207677777897332e-11, 5.007426911925055080e-10, -3.804534130628790014e-10, -1.528679516928715268e-10, 1.934378338553069660e-10
2.008000000000000000e+03, 3.430441762414726507e-10, 3.732026735359386970e-12, 1.782371244707336140e-10, 4.337398537608001233e-10, 5.477959933850478883e-10, 5.886971274976986991e-10, -1.330345913324000984e-10, -9.731588178327429226e-11
2.009000000000000000e+03, 1.204807189602700130e-10, -1.013618442533627633e-10, -2.221027125855724284e-10, -4.864035976482745362e-11, 5.645028276551484735e-10, 2.641242545235847531e-10, -5.614370992071346731e-11, -3.081173532030054850e-11
2.010000000000000000e+03, 1.709243648896491648e-10, -1.843282624403596706e-10, -5.092124209388978357e-10, 1.771401092708245677e-10, 2.877675564899190595e-10, 2.353160255936237829e-10, 1.840346921622233829e-11, -1.101132545183893201e-10
2.011000000000000000e+03, -2.124129196579256345e-10, 1.440050696912477920e-10, -1.237401108962658612e-10, 2.288036234074624022e-10, 6.121916723368617729e-10, -3.678903590819770134e-11, 4.977757990760369337e-11, -1.080086707834932931e-10
2.012000000000000000e+03, -1.733007949922352931e-10, 5.290987648146953013e-11, -1.769318244952157875e-10, 1.160704729598189404e-10, 2.665154694803874827e-10, 2.184741530176331991e-10, 1.306100966482064441e-10, -1.764065135437664963e-10
2.013000000000000000e+03, -3.983275408815284057e-10, 4.543995553385301645e-10, -4.194523488372760624e-10, -2.241712443457747057e-11, 1.742709501340093616e-10, 3.095743472836905404e-10, 3.576528092679949121e-11, -1.626721129007386534e-10
2.014000000000000000e+03, -7.016362135424283377e-11, -5.338339316643295401e-11, -2.876843699752018598e-10, 2.852320822292962688e-11, 3.506073593224929301e-10, -2.139683694201571324e-10, -2.111779080623697240e-10, -7.997418444439157304e-11
