year, UKESM1-0-LL, EC-Earth3-Veg, MPI-ESM1-2-LR, CMCC-ESM2, CNRM-ESM2-1, NorESM2-MM, NorESM2-LM, IPSL-CM6A-LR, TaiESM1, CESM2-WACCM
1.868000000000000000e+03, 2.519717951267138974e-14, 1.467667178148007165e-11, 3.601126929603986181e-12, 5.867694454254899290e-12, 1.236861913543246829e-11, 1.453152846258056156e-11, 1.671594638391952894e-11, 3.207592783728445825e-12, 4.353599362507305265e-12, 6.475360539287674521e-12
1.869000000000000000e+03, 2.518023883062331305e-14, 1.481156425416728905e-11, 3.520347069510260735e-12, 5.697019939039997303e-12, 1.356389380869411096e-11, 1.288234162670292774e-11, 1.734749008146320123e-11, 3.205231170981902660e-12, 4.336336436329057223e-12, 6.360974195065899662e-12
1.870000000000000000e+03, 2.371069290570022903e-14, 1.499922312159840044e-11, 4.289548758077596516e-12, 6.056948064596401261e-12, 1.377643566574212485e-11, 1.322601965241782674e-11, 1.558787358608072321e-11, 3.205904838631633431e-12, 4.950292551337728524e-12, 6.204327149371607337e-12
1.871000000000000000e+03, 2.320347511599936509e-14, 3.007960274447149269e-11, 4.831888633155759246e-12, 6.154623008205521814e-12, 1.957449103074995248e-11, 1.427227184653255337e-11, 1.585221450845036176e-11, 3.888208556806250915e-12, 5.040032651287882851e-12, 7.290364424384024464e-12
1.872000000000000000e+03, 2.720309077486726616e-14, 3.020564925292225362e-11, 4.968922303131743675e-12, 6.283786231359454687e-12, 2.012720716878301089e-11, 1.979470741558583756e-11, 2.129100780451990077e-11, 3.931859782972953647e-12, 5.116965588357891342e-12, 7.384136168607448353e-12
1.873000000000000000e+03, 3.954760845025410077e-14, 3.071494902880968325e-11, 5.129347235626343996e-12, 6.149535701469554626e-12, 2.105348715699223139e-11, 1.613230374742631515e-11, 1.778518415005279853e-11, 3.991893700657856562e-12, 5.097383404513597223e-12, 7.086080246514174239e-12
1.874000000000000000e+03, 3.669547076228187694e-14, 3.112112191775169950e-11, 5.173316760608599590e-12, 5.902542165159731048e-12, 2.205241302253348339e-11, 1.436610899553713673e-11, 1.571228619053826681e-11, 4.052089813152911920e-12, 5.075096180300368859e-12, 7.123880810463265043e-12
1.875000000000000000e+03, 2.805794920241281868e-14, 3.097547496576763880e-11, 5.109913829555543107e-12, 5.819606671117823057e-12, 2.281160419365010790e-11, 1.498212679602177447e-11, 1.495957619331817414e-11, 4.092294991849216479e-12, 5.071651340244937943e-12, 6.774023187092960971e-12
1.876000000000000000e+03, 2.252191762657987321e-14, 3.098563774374249332e-11, 5.037942085436900311e-12, 5.757175631371631107e-12, 2.294851192638752300e-11, 1.556656858819536119e-11, 1.485639902699913946e-11, 4.139811100557243201e-12, 5.193253727446877436e-12, 6.792963285996251932e-12
1.877000000000000000e+03, 2.524096265096262819e-14, 3.009658183536058422e-11, 4.927536811008306995e-12, 5.820356131282697099e-12, 2.359519686944521893e-11, 1.578102279571731937e-11, 1.414100976408717381e-11, 4.182247025202505139e-12, 5.262675947196652625e-12, 6.579100235366760414e-12
1.878000000000000000e+03, 4.044996837959968459e-14, 2.936363712932360948e-11, 4.925327033409856305e-12, 5.964206954318293909e-12, 2.413482030695008027e-11, 1.529101551042431530e-11, 1.678680739844453507e-11, 4.300605927983119300e-12, 5.195897176273193015e-12, 6.706431339694967876e-12
1.879000000000000000e+03, 5.008904377538432082e-14, 3.035718360940162030e-11, 5.053084835658083324e-12, 5.957205618484903874e-12, 2.515192784179851212e-11, 1.479207617728332417e-11, 1.782526544105263312e-11, 4.341072581029333290e-12, 5.132231513975473217e-12, 6.758251574657943758e-12
1.880000000000000000e+03, 4.555494784390929608e-14, 3.125608546428670584e-11, 5.525106650460734104e-12, 5.954638101860599681e-12, 2.537090126466423244e-11, 1.411026662981711849e-11, 1.603536937246745751e-11, 4.368241599738644540e-12, 5.302016667764283393e-12, 6.776030997948735392e-12
1.881000000000000000e+03, 3.745979702530035086e-14, 3.013526279721917163e-11, 5.883252049717254450e-12, 5.688527487977454829e-12, 2.571221280729457175e-11, 1.534481788473129728e-11, 1.633561723213495404e-11, 4.409939271840322404e-12, 5.303390322938748580e-12, 7.134268263678377206e-12
1.882000000000000000e+03, 3.266369541750232465e-14, 3.029634058254656872e-11, 5.850884041040880417e-12, 5.771155398395381479e-12, 2.500721311474722133e-11, 1.662918543034712079e-11, 1.835823938622297408e-11, 4.444764000358178921e-12, 5.410881657129770811e-12, 6.879842646103548974e-12
1.883000000000000000e+03, 4.737006690037262790e-14, 3.099294572531242333e-11, 5.767047911741444435e-12, 5.748463644347311449e-12, 2.497146330304672611e-11, 1.583228561240427411e-11, 1.757061597791054303e-11, 4.465788028214281859e-12, 5.449529035883315432e-12, 6.799193566560950591e-12
1.884000000000000000e+03, 5.656107604332190232e-14, 3.111929769852035803e-11, 5.779971586459120190e-12, 5.738917826345389781e-12, 2.441490862399969169e-11, 1.536316917634296709e-11, 1.547367626002502858e-11, 4.453684022944385458e-12, 5.408941064989558765e-12, 6.794914801168908914e-12
1.885000000000000000e+03, 4.991399820250858246e-14, 2.723208943529054627e-11, 5.833900416562909066e-12, 5.606945171988857083e-12, 2.419899002277094099e-11, 1.433531607006765661e-11, 1.521916437712882044e-11, 4.451024085160494210e-12, 5.399239110452524638e-12, 6.794570735107484908e-12
1.886000000000000000e+03, 5.205535301253067520e-14, 2.718331091378939660e-11, 5.952477293830317248e-12, 5.687444017760774327e-12, 2.421072387174250284e-11, 1.528549553814505315e-11, 1.646206724558398642e-11, 4.459029663643428605e-12, 5.394737697525238759e-12, 6.928341140949536814e-12
1.887000000000000000e+03, 5.417532057852439072e-14, 2.777481982786088259e-11, 5.965683167501675497e-12, 5.723740790476521844e-12, 2.389089781066687109e-11, 1.537990810660141965e-11, 1.592720480094824844e-11, 4.488770211521984324e-12, 5.355479794186122696e-12, 6.691711592598237713e-12
1.888000000000000000e+03, 5.139957918748689332e-14, 2.831889494366465190e-11, 5.953709707845443302e-12, 5.619351216555751134e-12, 2.409674045544702960e-11, 1.449892306388875701e-11, 1.728526625662865240e-11, 4.488953798494615240e-12, 5.432361208462866645e-12, 6.804607676539231954e-12
1.889000000000000000e+03, 5.455562106283221201e-14, 2.837124546833034307e-11, 5.980127301446067556e-12, 5.579810200472811617e-12, 2.296153930310995749e-11, 1.466186334471464123e-11, 1.700715584994461367e-11, 4.495826206899188016e-12, 5.399286782902449651e-12, 6.744650694417250148e-12
1.890000000000000000e+03, 4.765694991052349192e-14, 2.777093279836445420e-11, 5.994287797728709299e-12, 5.615053340924779261e-12, 2.156900404306720359e-11, 1.452344960005333664e-11, 1.891783188992358614e-11, 4.487955240016633875e-12, 5.275782220500983263e-12, 6.667315303006642413e-12
1.891000000000000000e+03, 4.306729560295016379e-14, 3.345782073005516055e-11, 6.034877645847812309e-12, 5.744316150429640864e-12, 1.844589711586225285e-11, 1.404025243671591666e-11, 1.496912840640585987e-11, 4.147213941524727552e-12, 5.379226550313012251e-12, 6.269744969031905153e-12
1.892000000000000000e+03, 4.980879586692658082e-14, 3.411859460312292080e-11, 5.812828588445320799e-12, 5.927393158902762423e-12, 1.898979790687392595e-11, 1.637318647460048713e-11, 1.387686382296040009e-11, 4.141031740303100596e-12, 5.223418646224627323e-12, 6.425896730837876894e-12
1.893000000000000000e+03, 3.792890257539735103e-14, 3.368967953532533735e-11, 5.791575978748294169e-12, 5.757015667222357517e-12, 1.975233814335091581e-11, 1.622340343999561732e-11, 1.326838092361190186e-11, 4.124173866504645891e-12, 5.111257169180454163e-12, 6.333828821546703515e-12
1.894000000000000000e+03, 2.716921468516512546e-14, 3.520995065930704468e-11, 5.763004032182908760e-12, 5.825343691067728536e-12, 2.076126317696336907e-11, 1.578854667668730618e-11, 1.287627511557763346e-11, 4.115429964332078983e-12, 5.149740039285757177e-12, 6.348344694837916658e-12
1.895000000000000000e+03, 2.507396843957978578e-14, 3.450594369177070320e-11, 5.882189649312434187e-12, 5.853799496534427941e-12, 1.877671395837395983e-11, 1.473629302172242015e-11, 1.390523634467135918e-11, 4.094434433308768823e-12, 5.265174941328262449e-12, 6.263873547181348616e-12
1.896000000000000000e+03, 2.195504238299467836e-14, 3.568791091019003237e-11, 5.900863136794304830e-12, 5.748957385894661220e-12, 1.894608839685502416e-11, 1.484457687378695938e-11, 1.283316299897054579e-11, 4.078036331880007050e-12, 5.222070838302128774e-12, 6.375900495793511340e-12
1.897000000000000000e+03, 2.205824042338234920e-14, 3.769395224475211400e-11, 5.860891777690171384e-12, 5.686930365019679478e-12, 1.902781985920600758e-11, 1.545814875138523673e-11, 1.466580308647507691e-11, 4.031811102621003956e-12, 5.129969028405675494e-12, 6.412746588669374653e-12
1.898000000000000000e+03, 2.947022217258040412e-14, 3.819325992207285331e-11, 6.052667838399248179e-12, 5.870985588228431570e-12, 1.930395168603466178e-11, 1.543891116692016396e-11, 1.502804911676997565e-11, 4.004035263334367615e-12, 5.178172756268090651e-12, 6.451520166493349361e-12
1.899000000000000000e+03, 3.561517733010605398e-14, 3.668567787423424889e-11, 5.903769652030857848e-12, 5.817194894455334215e-12, 1.963856864229793595e-11, 1.540811346265300362e-11, 1.528566763159148128e-11, 4.005630062457074459e-12, 5.281233560538367169e-12, 6.524126138486821403e-12
1.900000000000000000e+03, 4.033470676483774473e-14, 3.633619046119164094e-11, 7.244224077264912943e-12, 6.266595507806539450e-12, 2.010178533350342260e-11, 1.564306392320270862e-11, 1.452029077146854722e-11, 3.994321771024721945e-12, 5.729371425479733116e-12, 6.527634620300154810e-12
1.901000000000000000e+03, 4.334454514444298484e-14, 3.982782854247268380e-11, 8.133117442750241887e-12, 6.004555347137420074e-12, 2.387353021655074635e-11, 1.584024313892587738e-11, 1.300400653005428241e-11, 4.501777796408981336e-12, 5.693923682246123307e-12, 4.468214890520454849e-12
1.902000000000000000e+03, 4.029922976713835414e-14, 3.870626536464981997e-11, 8.368980279426357666e-12, 5.761526038429110956e-12, 2.598131651920663724e-11, 1.476533919311548452e-11, 1.455462815261811579e-11, 4.540433823773933809e-12, 5.684999318204391911e-12, 4.210318641286639174e-12
1.903000000000000000e+03, 4.153621704055189186e-14, 4.010661688457321045e-11, 8.514234644818333868e-12, 5.803641765570345300e-12, 2.715464464840794769e-11, 1.492827402400029575e-11, 1.586155553977914509e-11, 4.564121893101572619e-12, 5.587380548261898332e-12, 3.882597395766773715e-12
1.904000000000000000e+03, 3.477225195053471497e-14, 4.094055402734254517e-11, 8.622292329249327919e-12, 6.090071033060765114e-12, 2.684574894731753384e-11, 1.622903554061851729e-11, 1.521322570041380289e-11, 4.583500982825622324e-12, 5.580521299074424959e-12, 3.698756936411051593e-12
1.905000000000000000e+03, 3.248003461096054476e-14, 4.126702146168411479e-11, 8.728409830443718287e-12, 6.018035252369962682e-12, 2.654355522732729781e-11, 1.470049511054082698e-11, 1.557890990260840768e-11, 4.610693351459167938e-12, 5.622284155592291172e-12, 3.707212317268871154e-12
1.906000000000000000e+03, 3.383738624204604139e-14, 4.065712750549454502e-11, 8.923963656780748812e-12, 5.704429086076428666e-12, 2.737398061978352563e-11, 1.589407224650044403e-11, 1.644061261529043205e-11, 4.649417994921108465e-12, 5.486021073303420957e-12, 3.521643580719561319e-12
1.907000000000000000e+03, 3.126535764511960483e-14, 4.207915419801067716e-11, 9.048660194588480280e-12, 5.331438556358178830e-12, 2.772574805126377401e-11, 1.602802255670641776e-11, 1.529546879541614932e-11, 4.673716108678613966e-12, 5.384589721659938414e-12, 3.483595582644865108e-12
1.908000000000000000e+03, 3.884966025567546554e-14, 4.220238378168206588e-11, 8.967119644605955693e-12, 5.128305153936098569e-12, 2.840628988520117910e-11, 1.732345385131443509e-11, 1.394694564994354207e-11, 4.705183212458807564e-12, 5.418292792881651123e-12, 3.454095876235267861e-12
1.909000000000000000e+03, 5.176426234567634440e-14, 4.160474874521877337e-11, 8.984546049627101348e-12, 5.209939416674265156e-12, 2.930344636238770077e-11, 1.695428466521041055e-11, 1.419253745968649113e-11, 4.730329271731157192e-12, 5.460218390755487451e-12, 3.250323784022496347e-12
1.910000000000000000e+03, 5.886150044995554057e-14, 4.259506914612730081e-11, 7.821486747658724012e-12, 4.981891268783785981e-12, 2.965246903084880853e-11, 1.616857331247985275e-11, 1.641397517750069254e-11, 4.735878671819069132e-12, 5.677836779963437614e-12, 3.192889182060211567e-12
1.911000000000000000e+03, 5.663390806930577642e-14, 6.257242039495437748e-11, 6.716703106606364011e-12, 4.681118082895958610e-12, 3.367321899468761549e-11, 1.872007332378264593e-11, 1.745879731222707114e-11, 6.444395703899328021e-12, 5.644026984112631991e-12, 3.708355228799980324e-12
1.912000000000000000e+03, 6.226759394933087106e-14, 6.358491012434351424e-11, 6.564189003872500110e-12, 5.024141253412826393e-12, 3.521228664365279162e-11, 1.975670768548101976e-11, 1.791015435372860028e-11, 6.561386091345762534e-12, 5.442769569539937890e-12, 3.738501022648174925e-12
1.913000000000000000e+03, 8.334600800147224675e-14, 6.417343712462167069e-11, 6.592885061370372761e-12, 5.222403073726039469e-12, 3.694659824824925760e-11, 2.010916724967049581e-11, 1.887917767440984037e-11, 6.652452279008432928e-12, 5.352408580113561678e-12, 3.987388133309566602e-12
1.914000000000000000e+03, 8.390191872106599350e-14, 6.407892812107962353e-11, 6.645636599497150120e-12, 4.796296792664846106e-12, 3.883920462390728854e-11, 1.970159517710169915e-11, 1.531836062025260824e-11, 6.755690599241265965e-12, 5.421953645960158154e-12, 3.826799223131464597e-12
1.915000000000000000e+03, 7.617386961053737941e-14, 6.266244566367253433e-11, 6.628658968086230129e-12, 4.397421276551811818e-12, 3.919704679841370573e-11, 2.021876360268817486e-11, 1.555437520902991015e-11, 6.852357302318767952e-12, 5.501170537452876940e-12, 3.623148964397626816e-12
1.916000000000000000e+03, 6.805751145300027223e-14, 6.344856073885308454e-11, 6.783573794637865207e-12, 4.668898483561770044e-12, 4.072284546568510429e-11, 1.922225861826772900e-11, 1.709659156935377384e-11, 6.937142696502254670e-12, 5.375597593976657444e-12, 3.448984693956047333e-12
1.917000000000000000e+03, 4.998711024033977797e-14, 6.439681272004554970e-11, 6.655148971364274419e-12, 5.015224131898268749e-12, 4.276843230513157757e-11, 1.976243399056830987e-11, 1.892595379332760567e-11, 7.050385803333540100e-12, 5.345594711938121352e-12, 3.394287170601870237e-12
1.918000000000000000e+03, 5.042571365143556872e-14, 6.544648628968624203e-11, 6.580961909474099562e-12, 4.941174184836728876e-12, 4.404861894109657521e-11, 2.089943910781943480e-11, 1.497618694577281675e-11, 7.125463248263644972e-12, 5.339602489688863496e-12, 3.467600953108503979e-12
1.919000000000000000e+03, 6.126350753590980538e-14, 6.617537439245841653e-11, 6.453450993392458955e-12, 4.343336769539679909e-12, 4.416931532836895071e-11, 2.033299431184308636e-11, 1.621698665291996739e-11, 7.232150717914323668e-12, 5.294702817293530688e-12, 3.557533512782522666e-12
1.920000000000000000e+03, 6.360295311224167296e-14, 6.472590417696769857e-11, 7.598869346492046516e-12, 4.420174781722368466e-12, 4.434465571466111208e-11, 2.190595260783744084e-11, 1.810518734061383458e-11, 7.306704058428064776e-12, 5.329250417230909235e-12, 3.347740400327520568e-12
1.921000000000000000e+03, 8.049308604309146317e-14, 5.105170176563389054e-11, 8.272329752689403288e-12, 4.779660228345849027e-12, 4.501495831222896477e-11, 2.172671342283059362e-11, 1.815377191820449680e-11, 8.270803034278402523e-12, 5.237771937801945676e-12, 2.453121291637255196e-12
1.922000000000000000e+03, 7.201474099988194757e-14, 5.074086729340467947e-11, 8.572138848687410989e-12, 5.062415403475513163e-12, 4.575194230083344621e-11, 2.110214423856514126e-11, 2.281454787703863422e-11, 8.363290086591134141e-12, 5.196855937823880195e-12, 2.682190347678648983e-12
1.923000000000000000e+03, 5.166246063812953154e-14, 5.151346189431041586e-11, 8.932584826132754631e-12, 4.835117242071784151e-12, 4.674391193170269014e-11, 2.237996535318227585e-11, 2.180119693144425101e-11, 8.423084904148165867e-12, 5.323884287940017455e-12, 2.580705613905161866e-12
1.924000000000000000e+03, 6.154990217680464843e-14, 5.008860018998054033e-11, 9.075542672458583543e-12, 4.360796217202005191e-12, 4.667610334637805571e-11, 2.294135163348924912e-11, 2.091656692797324764e-11, 8.489431102971154339e-12, 5.333403239811488089e-12, 2.455355225189531212e-12
1.925000000000000000e+03, 8.345913361255790506e-14, 4.917152986325132286e-11, 9.142699869552074321e-12, 4.363581605871722582e-12, 4.599577461671046347e-11, 2.270125159560400209e-11, 2.222567548023537400e-11, 8.551972718353643681e-12, 5.189463070537449191e-12, 2.577508937172611549e-12
1.926000000000000000e+03, 7.853672892512567845e-14, 4.893440349865524180e-11, 9.145811250607708853e-12, 4.472150823435468807e-12, 4.631361916376560031e-11, 2.207634304480850155e-11, 2.299575699121424131e-11, 8.621560010900079494e-12, 4.926711211880015620e-12, 2.612747642494421218e-12
1.927000000000000000e+03, 6.128435043649657199e-14, 5.041604268795400023e-11, 9.319702479256153007e-12, 4.291806046457498262e-12, 4.693427240373713483e-11, 2.330080276294786076e-11, 2.113085680546637063e-11, 8.693129589761901455e-12, 4.954599441399463492e-12, 2.377010443842481297e-12
1.928000000000000000e+03, 6.719437215461899411e-14, 4.940525134210324365e-11, 9.269340288862497257e-12, 3.893532922027509043e-12, 4.727130128204335028e-11, 2.275342769607260804e-11, 2.155011436170539310e-11, 8.739692736590076544e-12, 5.174452806461863890e-12, 2.403324212610046839e-12
1.929000000000000000e+03, 6.258209582699250229e-14, 4.886906241864077678e-11, 9.262426155081496865e-12, 3.923063661968519635e-12, 4.820533518553342162e-11, 2.330996826904116545e-11, 2.414623235831729777e-11, 8.816308412801030246e-12, 5.013502107406901143e-12, 2.135198232000258893e-12
1.930000000000000000e+03, 8.494550673475131542e-14, 4.978786962470659379e-11, 1.195565823728192781e-11, 6.830689858887525529e-12, 4.980215336087576030e-11, 2.301395188528816627e-11, 2.491863117900214728e-11, 8.883492535689016888e-12, 1.077409770672614543e-11, 2.120506278571393178e-12
1.931000000000000000e+03, 1.117047917486432825e-13, 1.156044020541739469e-10, 1.408145082033810823e-11, 6.514568030199598209e-12, 1.007948082136856242e-10, 3.070404315417347263e-11, 3.569742704456834719e-11, 1.462132489253222569e-11, 1.156573240280460959e-11, 8.828582713948901234e-12
1.932000000000000000e+03, 1.047555430653901454e-13, 1.160048937817896845e-10, 1.484305097763312431e-11, 6.849938603261062823e-12, 1.013325062979628123e-10, 2.994483499080363355e-11, 3.747358536506084355e-11, 1.489015868543802259e-11, 1.195167023361623661e-11, 9.038682238741741172e-12
1.933000000000000000e+03, 9.885290671782823143e-14, 1.158297547855196505e-10, 1.537099030138153126e-11, 7.137597991806661585e-12, 1.025261457187083973e-10, 3.043967152653720910e-11, 3.172988069838616628e-11, 1.521990712106862772e-11, 1.183426485425444604e-11, 9.128977352781673728e-12
1.934000000000000000e+03, 1.018509928618005378e-13, 1.143072621220059868e-10, 1.568179095967300738e-11, 7.114763069866142329e-12, 1.048963677488211057e-10, 3.359471995344429892e-11, 3.052884274599990579e-11, 1.556736030876568363e-11, 1.230568749008260773e-11, 9.055941106317953933e-12
1.935000000000000000e+03, 8.751747288939504588e-14, 1.035544283844163609e-10, 1.604512438828340537e-11, 7.177005726872828881e-12, 1.073661824982125304e-10, 3.345976103082355203e-11, 3.469439549352669728e-11, 1.593255737785883699e-11, 1.254328405348524974e-11, 9.536224543510970177e-12
1.936000000000000000e+03, 1.090490059805239856e-13, 1.090996607201366050e-10, 1.589566828228117583e-11, 7.602442464479847783e-12, 1.140607698504967042e-10, 3.236750766379419429e-11, 3.354399133723369499e-11, 1.627684383220767434e-11, 1.248623992004291043e-11, 9.225277278592430949e-12
1.937000000000000000e+03, 1.069297272462890739e-13, 1.088355118997630189e-10, 1.547916634208242396e-11, 7.776109358954021014e-12, 1.130471904048046593e-10, 3.200658584831343655e-11, 3.332966926783600851e-11, 1.663326724436288923e-11, 1.274766294434327481e-11, 1.028658856572961732e-11
1.938000000000000000e+03, 7.359646846035501742e-14, 1.076797292743733812e-10, 1.509928186883485945e-11, 7.302936808037052178e-12, 1.193268666981251892e-10, 3.180817634673083378e-11, 3.388228533560927994e-11, 1.704207130460839792e-11, 1.285681390861448412e-11, 9.651432605856862111e-12
1.939000000000000000e+03, 5.966825710674399191e-14, 1.131883470968253886e-10, 1.497191398278099241e-11, 6.851566566914787421e-12, 1.287516666885858419e-10, 3.479542789248759020e-11, 3.339832637675705102e-11, 1.739936571381263178e-11, 1.273396966364492573e-11, 9.797886743106135521e-12
1.940000000000000000e+03, 9.250463232867309898e-14, 1.126809187890282176e-10, 1.327243056763342810e-11, 5.624467991730211562e-12, 1.392087666865934109e-10, 3.840506521705778347e-11, 3.501764955261078323e-11, 1.779342202675347536e-11, 7.717995822133640699e-12, 9.757248243322305059e-12
1.941000000000000000e+03, 1.619743387030631103e-13, 3.732803657156252514e-11, 1.193810341127305502e-11, 5.670713385544529799e-12, 8.252454719867368474e-11, 3.440271543948413128e-11, 3.344977706044103920e-11, 1.268920058021375335e-11, 7.651792189775712910e-12, 4.517364302401779198e-12
1.942000000000000000e+03, 1.704814885031699744e-13, 3.701112522284483514e-11, 1.142318101260989383e-11, 5.451276712796223043e-12, 8.060285786532269861e-11, 3.247050842773991041e-11, 3.195995479803643972e-11, 1.246750597899635728e-11, 7.198381667342327443e-12, 4.348620785617423111e-12
1.943000000000000000e+03, 1.590587481389909342e-13, 3.816942422333018281e-11, 1.118614072960864794e-11, 5.189518213071827032e-12, 7.914020412391390371e-11, 3.359495284267617999e-11, 3.018043318526838252e-11, 1.225782513156937361e-11, 7.200233784974610796e-12, 4.060066290666523281e-12
1.944000000000000000e+03, 2.079566983181984241e-13, 3.958869849208130051e-11, 1.070387578746468429e-11, 5.232897389008994889e-12, 7.809675181029044937e-11, 2.961536760878952252e-11, 3.027406319916078869e-11, 1.202293277570797445e-11, 7.090883684451993611e-12, 4.032578754357196752e-12
1.945000000000000000e+03, 2.369573960505540149e-13, 3.924666232893249906e-11, 1.053587341086683080e-11, 4.963489755357542749e-12, 7.698562756335916238e-11, 2.765678156725034731e-11, 3.117326826241987003e-11, 1.180637485314442721e-11, 6.840140905614115700e-12, 4.111188951609950122e-12
1.946000000000000000e+03, 1.495939489657874043e-13, 3.986890593492782946e-11, 1.045263932613018983e-11, 5.064286557404462067e-12, 7.555532407998187450e-11, 2.873054321344826434e-11, 3.518191265084960395e-11, 1.155294676233954888e-11, 6.359437130153720703e-12, 3.635359064187505636e-12
