year, TaiESM1, GFDL-ESM4, ACCESS-ESM1-5, UKESM1-0-LL, IPSL-CM6A-LR, NorESM2-MM, CMCC-CM2-SR5, CNRM-ESM2-1, MPI-ESM1-2-LR, MIROC-ES2L, NorESM2-LM, INM-CM4-8, INM-CM5-0, EC-Earth3-Veg, CanESM5, CESM2-WACCM
1.974000000000000000e+03, 1.711614966613585143e+00, 3.750240008821018378e+00, 4.434033864487362031e+00, 5.021024345882785234e+00, 1.580022785270017271e+00, 1.192337335033186951e+00, 1.218982784586019275e+00, 3.863742443172895502e+00, 1.759771984610976503e+00, 3.755931941290613363e+00, 1.315644967489299821e+00, 6.611947939504508653e+00, 8.309745734507052006e+00, 3.732414725407124489e+00, 4.147227849236672981e+00, 1.436288046877102431e+00
1.975000000000000000e+03, 1.700901861816520810e+00, 3.723436166080869913e+00, 4.398256154786001737e+00, 5.008413980691201139e+00, 1.571959033724759314e+00, 1.215320910369544372e+00, 1.170883544207256488e+00, 3.851316922480645388e+00, 1.733983738726275758e+00, 3.846543506448826033e+00, 1.304635616436389922e+00, 6.682520448777919952e+00, 8.242217921125201130e+00, 3.630938492755654501e+00, 4.138040336588348467e+00, 1.411504946043133923e+00
1.976000000000000000e+03, 1.712287429208817935e+00, 3.723860119481734898e+00, 4.359031359820206397e+00, 4.993038055063538927e+00, 1.615413988073425733e+00, 1.193658053512172357e+00, 1.114671247887302652e+00, 3.866470204653323250e+00, 1.721162178070663851e+00, 3.912384541814891037e+00, 1.236680849201844401e+00, 6.719124988626310468e+00, 8.221243864669077084e+00, 3.643848514504672398e+00, 4.142909576290672469e+00, 1.447301652981218378e+00
1.977000000000000000e+03, 1.719265231514935266e+00, 3.716446205426918947e+00, 4.377679114481078493e+00, 4.958319623624857009e+00, 1.586263826944512401e+00, 1.198265830688913791e+00, 9.589599591366317899e-01, 3.895549986385412389e+00, 1.782859864596874955e+00, 3.984245495961965311e+00, 1.258698907723870386e+00, 6.664646873884216838e+00, 8.162098356169943614e+00, 3.680213140690780982e+00, 4.153266054838172572e+00, 1.538351172288161761e+00
1.978000000000000000e+03, 1.614391343867564332e+00, 3.718570123509017389e+00, 4.381315493145240936e+00, 4.978345793130337427e+00, 1.581803245027487703e+00, 1.277028534778684277e+00, 9.223209432391370477e-01, 3.926837190596956351e+00, 1.784924072299827857e+00, 4.036156981970151492e+00, 1.283751690882749541e+00, 6.540705615445836507e+00, 8.204741176862961893e+00, 3.744200969683037616e+00, 4.162867371691141294e+00, 1.589840142819803681e+00
1.979000000000000000e+03, 1.657090750016469771e+00, 3.764844542559300233e+00, 4.384432970757350390e+00, 4.950498792118570357e+00, 1.609244519860021372e+00, 1.341629987388027301e+00, 1.070690258196111078e+00, 3.896729193448107864e+00, 1.740858960790722110e+00, 4.083381010811542922e+00, 1.271821579698323434e+00, 6.546801551682608356e+00, 8.259958178843636034e+00, 3.677349168462694440e+00, 4.168514451568944068e+00, 1.548886457537594685e+00
1.980000000000000000e+03, 1.765353268096137240e+00, 3.773419929273516438e+00, 4.364453777641671195e+00, 4.942395547174338155e+00, 1.619407206737845106e+00, 1.377129748281598065e+00, 1.225237179116763553e+00, 3.921770825421617257e+00, 1.790497748974104519e+00, 4.124756489012033178e+00, 1.259596734709585331e+00, 6.580240524411441250e+00, 8.267539442217085366e+00, 3.683275328683286887e+00, 4.149365928741669762e+00, 1.528341183984861740e+00
1.981000000000000000e+03, 1.750699291910526645e+00, 3.771643730928119442e+00, 4.379336440038471778e+00, 4.961773979243669253e+00, 1.612108301096102370e+00, 1.273789184558064225e+00, 1.249902896363092264e+00, 3.926906459388118442e+00, 1.852805671189767356e+00, 4.208595849996275007e+00, 1.271243794084633283e+00, 6.582942989033693237e+00, 8.246789175899900570e+00, 3.734080160819107430e+00, 4.122736548297539549e+00, 1.509327573742537787e+00
1.982000000000000000e+03, 1.655830884635399070e+00, 3.789092737802600919e+00, 4.443011403035023399e+00, 4.988469823665957925e+00, 1.581163001696465731e+00, 1.228868730371888596e+00, 1.167411028724820721e+00, 3.914184389032882905e+00, 1.892249498502642124e+00, 4.269525146299071316e+00, 1.306331116211641330e+00, 6.617385083812135527e+00, 8.228396128636676465e+00, 3.806357101147565647e+00, 4.121372871850844888e+00, 1.574118659290190125e+00
1.983000000000000000e+03, 1.694415966216775038e+00, 3.793685251490785948e+00, 4.546596332614766922e+00, 5.019517620261698454e+00, 1.589447798690975855e+00, 1.194399948649534915e+00, 1.053281322828402367e+00, 3.922058907430427954e+00, 1.949669390074420861e+00, 4.229186520238236824e+00, 1.367049101037312475e+00, 6.690070415723420538e+00, 8.405523079430302857e+00, 3.651958247917111322e+00, 4.127169164394147494e+00, 1.593529263771873650e+00
1.984000000000000000e+03, 1.755057936077413450e+00, 3.797284588450501097e+00, 4.617831035880500146e+00, 5.057196497611728958e+00, 1.614715194878013627e+00, 1.205531975391441524e+00, 1.111261867340892273e+00, 3.965542042821906588e+00, 1.991643813441098310e+00, 4.142889381984695696e+00, 1.353377056193259653e+00, 6.718724554858976461e+00, 8.626413067815260405e+00, 3.625549118072880717e+00, 4.127138726293882343e+00, 1.576379908089134085e+00
1.985000000000000000e+03, 1.697590401320566933e+00, 3.798040316566266394e+00, 4.632990977419431111e+00, 5.046236661229512421e+00, 1.582702149055178253e+00, 1.207625939666865600e+00, 1.131041172072640544e+00, 3.938892630471482637e+00, 1.929534892661046941e+00, 4.172679430359656827e+00, 1.309949322621420720e+00, 6.714280770117115438e+00, 8.489756545272985733e+00, 3.647982014042948862e+00, 4.148042667492888746e+00, 1.584197214116217722e+00
1.986000000000000000e+03, 1.681685732833863689e+00, 3.817611465908791857e+00, 4.642698082882947830e+00, 5.037476400253064313e+00, 1.568898458120720152e+00, 1.212657303866326197e+00, 1.051655780353122793e+00, 3.918251058644556473e+00, 1.947081499970872320e+00, 4.302264341388244873e+00, 1.309959484128131235e+00, 6.779894416514713029e+00, 8.361651386903139027e+00, 3.744946626018425206e+00, 4.151668163188405813e+00, 1.523736243029512494e+00
1.987000000000000000e+03, 1.794844213343621098e+00, 3.788881207825773423e+00, 4.641483365518802806e+00, 5.074729851757195931e+00, 1.607113783216349567e+00, 1.190639291163057667e+00, 1.153274826315662027e+00, 3.942889846664486608e+00, 1.971530441231069686e+00, 4.264010259855890439e+00, 1.278073919484892018e+00, 6.771919126932573363e+00, 8.339265156155549974e+00, 3.727681228664431412e+00, 4.157802185142381646e+00, 1.524795214806043075e+00
1.988000000000000000e+03, 1.813014692916746551e+00, 3.769709432848584729e+00, 4.634499571174502286e+00, 5.062072009324478650e+00, 1.580697811032072631e+00, 1.209124068318483403e+00, 1.190183986350658696e+00, 3.938990320829302227e+00, 1.943969074276814979e+00, 4.227368366128226640e+00, 1.241445247316822043e+00, 6.716691766567801203e+00, 8.390608027983176953e+00, 3.792372274698493140e+00, 4.144437583214656939e+00, 1.540672951418613046e+00
1.989000000000000000e+03, 1.770343390139143436e+00, 3.770505738477102575e+00, 4.655433079972256749e+00, 5.056839377406645575e+00, 1.590701485077342658e+00, 1.212241129849832566e+00, 1.076687701136433750e+00, 3.938310038827831150e+00, 1.959728311333916562e+00, 4.271897763152844973e+00, 1.265807258785444311e+00, 6.687926116461112791e+00, 8.495389005730427101e+00, 3.909976057315162734e+00, 4.147711982909043194e+00, 1.518071696468197507e+00
1.990000000000000000e+03, 1.739577001838500170e+00, 3.818654410352155359e+00, 4.661323201076176481e+00, 5.075429107250138294e+00, 1.589791009753859008e+00, 1.256442146227799705e+00, 1.056149113133810102e+00, 3.939600732909581016e+00, 1.843395526730668310e+00, 4.254601575286113047e+00, 1.330504515864666892e+00, 6.770983750020755032e+00, 8.500059561906057937e+00, 3.938871580292568009e+00, 4.175909271710790627e+00, 1.431702149258761381e+00
1.991000000000000000e+03, 1.766260889683277657e+00, 3.868317856293482127e+00, 4.670590444005320307e+00, 5.053602202752521144e+00, 1.585572313164055558e+00, 1.310264658506581359e+00, 1.267252390245114047e+00, 3.959745624029238353e+00, 1.913083626551244532e+00, 4.365059381020630624e+00, 1.370965912678141052e+00, 6.813441635133481000e+00, 8.547197414126008752e+00, 3.842223546790374922e+00, 4.193156196625418275e+00, 1.477319628816696762e+00
1.992000000000000000e+03, 1.706076630544069550e+00, 3.844099404602784986e+00, 4.677056826117031108e+00, 4.980035830486183812e+00, 1.615565312810075760e+00, 1.289920639830572702e+00, 1.257889383298318897e+00, 3.961178194497353644e+00, 1.957487152326255142e+00, 4.455470162587957361e+00, 1.336438610629093082e+00, 6.914623634521658069e+00, 8.591025729981174308e+00, 3.924278462080841745e+00, 4.200167885840462745e+00, 1.567265473002290577e+00
1.993000000000000000e+03, 1.698103404750990864e+00, 3.845849429072645265e+00, 4.718857509652965909e+00, 4.928829000566780749e+00, 1.599152145740746045e+00, 1.295142358714694852e+00, 1.126214271404819334e+00, 3.921508066407662696e+00, 1.941175856410930045e+00, 4.519110235768837747e+00, 1.319635225488986263e+00, 7.017111177592508575e+00, 8.684608239440686717e+00, 3.877881278823150257e+00, 4.213625100117408984e+00, 1.625874239014871714e+00
1.994000000000000000e+03, 1.769630353817066792e+00, 3.894971043035921010e+00, 4.719037415937275881e+00, 4.955687418654852294e+00, 1.619703017832769598e+00, 1.413571475495648988e+00, 1.166251039649190968e+00, 3.931834695663523949e+00, 1.940985457314643448e+00, 4.524738546278925355e+00, 1.344607034348838326e+00, 7.091881025615316858e+00, 8.688131016936935680e+00, 3.722973094703099228e+00, 4.223110684581849128e+00, 1.618656999252970463e+00
1.995000000000000000e+03, 1.755614040598230341e+00, 3.925718992352595027e+00, 4.706991441656066755e+00, 4.988488992132142918e+00, 1.672590090743438340e+00, 1.429421940651830480e+00, 1.108055792479892609e+00, 3.936434153870186137e+00, 1.872276086306355003e+00, 4.550145003686507650e+00, 1.310886082104628869e+00, 7.159968478324437058e+00, 8.667030852901774551e+00, 3.766128940904679645e+00, 4.240186676690401057e+00, 1.649014604873577428e+00
1.996000000000000000e+03, 1.684208252844655140e+00, 3.949925599966807699e+00, 4.734774712034322874e+00, 4.969146677745886365e+00, 1.674162471596103430e+00, 1.437237081936844518e+00, 1.053324406129028334e+00, 3.936880998501439688e+00, 1.989074492158587448e+00, 4.699212892331848579e+00, 1.399553920726973377e+00, 7.106523510535962984e+00, 8.637449131746906872e+00, 3.842800395255169921e+00, 4.258966639062768955e+00, 1.624228095093418922e+00
1.997000000000000000e+03, 1.686453464095219124e+00, 3.974705401072523347e+00, 4.739127601968477599e+00, 4.938055719880406258e+00, 1.671580718657944331e+00, 1.421868239312957582e+00, 1.035493751763106651e+00, 3.991342931040951392e+00, 1.983373928421755306e+00, 4.805965590694788681e+00, 1.443081924661521853e+00, 7.050998252119518028e+00, 8.584589473851163888e+00, 3.990227150914018139e+00, 4.274514006331886939e+00, 1.638303145703527974e+00
1.998000000000000000e+03, 1.752954027643395918e+00, 4.012853385734040934e+00, 4.735332342674354322e+00, 4.969600741272532929e+00, 1.665356727630123546e+00, 1.369239240527717838e+00, 1.107748739464266663e+00, 4.018196387130033465e+00, 1.968743806390217177e+00, 4.808528278021164226e+00, 1.436269581907026138e+00, 7.090288473409581904e+00, 8.595985201570647050e+00, 3.856483581755098644e+00, 4.294313363997650512e+00, 1.640354133435982131e+00
1.999000000000000000e+03, 1.797566200386130797e+00, 4.050512067160018326e+00, 4.800378367995836726e+00, 4.975029537774565469e+00, 1.660393885010036596e+00, 1.267756577871701706e+00, 1.126488233121160532e+00, 4.053934465880930205e+00, 2.037992983161452720e+00, 4.737498876266752923e+00, 1.435965282950848909e+00, 7.209047743661800567e+00, 8.636737143458228516e+00, 3.842096251285885611e+00, 4.314328866965166043e+00, 1.670250242397020690e+00
2.000000000000000000e+03, 1.707671831532399764e+00, 4.092223186246831013e+00, 4.844999057710207779e+00, 4.937221833603038235e+00, 1.666448923652720238e+00, 1.212150098732631909e+00, 1.219352156840323609e+00, 4.093927284576193593e+00, 2.016773831211407852e+00, 4.616802987611539066e+00, 1.437387619377641146e+00, 7.224434441092455472e+00, 8.686038980055242220e+00, 3.752275126901412516e+00, 4.310521753909177356e+00, 1.691150867447539730e+00
2.001000000000000000e+03, 1.634929438747265484e+00, 4.095211096649285842e+00, 4.835371201751219594e+00, 4.924039078411944992e+00, 1.645797389413478751e+00, 1.266657523701227195e+00, 1.117210248980788023e+00, 4.014536857956685800e+00, 1.980801860614613163e+00, 4.496964472591678863e+00, 1.441722885827926515e+00, 7.200876479283736309e+00, 8.686871665545771393e+00, 3.775860118859522885e+00, 4.307118159847052041e+00, 1.732052277830760545e+00
2.002000000000000000e+03, 1.713178640307149170e+00, 4.131521733758172665e+00, 4.834850515471092791e+00, 4.954944374360119141e+00, 1.662872403933374210e+00, 1.330813581413231583e+00, 1.079467659962034087e+00, 3.931734512039950058e+00, 1.993943118656958502e+00, 4.437571010212396416e+00, 1.486529375156574906e+00, 7.149602092804099307e+00, 8.731931765098631004e+00, 3.867952984255237592e+00, 4.311736418502571055e+00, 1.779683741253533125e+00
2.003000000000000000e+03, 1.703087032595070438e+00, 4.119296100702496410e+00, 4.843024088099363134e+00, 4.953285495042821118e+00, 1.679874554975067547e+00, 1.375150587715961992e+00, 1.149904325883383871e+00, 4.031656216254729586e+00, 2.064083647677334543e+00, 4.464301060652222652e+00, 1.452772554792147730e+00, 7.187634377077893433e+00, 8.878791870023793109e+00, 4.000386619184493675e+00, 4.322606100127546647e+00, 1.755015646690534670e+00
2.004000000000000000e+03, 1.699640095548704988e+00, 4.091030412781035075e+00, 4.801191774456245120e+00, 4.970005084432847831e+00, 1.711157088521897407e+00, 1.432489267817671497e+00, 1.184077616467708038e+00, 4.115694842961886479e+00, 2.114997539475859334e+00, 4.482011712846149187e+00, 1.507644371618742429e+00, 7.282964683811925966e+00, 8.919209486435097034e+00, 4.002574840509002030e+00, 4.328451912595451923e+00, 1.653835147589834964e+00
2.005000000000000000e+03, 1.802267474638619582e+00, 4.027259564090978294e+00, 4.803508288719651631e+00, 4.964614108452890306e+00, 1.753168390876946425e+00, 1.489019545470676276e+00, 1.218592016384095533e+00, 4.148139821708264563e+00, 2.069504625515517837e+00, 4.625489624554163903e+00, 1.499706898911431940e+00, 7.287915553351093756e+00, 8.906088062519213366e+00, 3.855432212182809515e+00, 4.333687287343271244e+00, 1.593016517984396252e+00
2.006000000000000000e+03, 1.638436414544879094e+00, 4.020595125230554068e+00, 4.856575259654007048e+00, 5.004750506364277207e+00, 1.772463536084572633e+00, 1.476523003426117864e+00, 1.251130563260578032e+00, 4.170027642125691436e+00, 2.015809643360851666e+00, 4.705469904468045250e+00, 1.441102492173188310e+00, 7.234645862003189265e+00, 8.927688398339252984e+00, 3.678698140453210197e+00, 4.329929522387371499e+00, 1.562418731385922577e+00
2.007000000000000000e+03, 1.699217364177526113e+00, 4.001648626238758943e+00, 4.873304920222800263e+00, 5.009793249195522158e+00, 1.763275630548706285e+00, 1.415048662500848042e+00, 1.261577491560203823e+00, 4.242850130080599413e+00, 2.072798367723317270e+00, 4.708167370902495819e+00, 1.444395742434855912e+00, 7.241141528146984641e+00, 9.047425739655500010e+00, 3.872602768628621295e+00, 4.343705795477990073e+00, 1.534298760538839623e+00
2.008000000000000000e+03, 1.738989126004117258e+00, 3.977015869604963783e+00, 4.859012792770149858e+00, 5.008343896781312310e+00, 1.733803756781031380e+00, 1.334415784581073794e+00, 1.291413791374200759e+00, 4.300271787180212080e+00, 2.160941182516923575e+00, 4.712236448067603334e+00, 1.407096730098003068e+00, 7.263366842292484193e+00, 9.012916255868768545e+00, 4.026794778040200917e+00, 4.356163884738732506e+00, 1.655839350796725951e+00
2.009000000000000000e+03, 1.774112451579241689e+00, 3.967141637752476857e+00, 4.912982686427254997e+00, 4.989462028825438544e+00, 1.778581815803424115e+00, 1.357975744761197312e+00, 1.274773090601116321e+00, 4.361212567310078114e+00, 2.122102340246860397e+00, 4.771191586376744453e+00, 1.430528585098693739e+00, 7.329589476412937010e+00, 9.071576184013203203e+00, 3.864830436671584213e+00, 4.371237661964389787e+00, 1.719402136588341179e+00
2.010000000000000000e+03, 1.818718667011621992e+00, 3.989229742134432932e+00, 4.966522185907413345e+00, 4.940438010786520451e+00, 1.826790133397945715e+00, 1.314448867117494535e+00, 1.135874512591566576e+00, 4.313854212029451851e+00, 2.158380416610944152e+00, 4.796967529962254950e+00, 1.403769792632730384e+00, 7.431041727718207035e+00, 8.998992453516461154e+00, 3.765678424482662656e+00, 4.421474066104124745e+00, 1.722445652748316292e+00
2.011000000000000000e+03, 1.881784348756581515e+00, 4.022310444306073762e+00, 5.001873999611442301e+00, 4.955158282289722216e+00, 1.824001088432390505e+00, 1.323909287780837385e+00, 1.145469627023704806e+00, 4.397388062764522765e+00, 2.173371408841389574e+00, 4.807977547432609633e+00, 1.410900789290260526e+00, 7.502083360472547646e+00, 9.004352727049566241e+00, 3.714066742097845264e+00, 4.443819008691550110e+00, 1.707651370470029573e+00
2.012000000000000000e+03, 1.874352545718059204e+00, 4.067705837954454395e+00, 4.999366825663145164e+00, 4.975356843047026523e+00, 1.849153306675931141e+00, 1.332350020109221544e+00, 1.269604857455984170e+00, 4.393300177059717093e+00, 2.181609518059035580e+00, 4.761483969359131763e+00, 1.478583461372324770e+00, 7.615177358742329261e+00, 9.118567041243958116e+00, 4.068110506106114244e+00, 4.457194687119020671e+00, 1.716146967900963549e+00
2.013000000000000000e+03, 1.707837798086412118e+00, 4.110191911342849558e+00, 5.007255183641249552e+00, 5.023907749733549366e+00, 1.870464707975793894e+00, 1.422836789075185848e+00, 1.340506025648915189e+00, 4.374148370301227828e+00, 2.154554676778632327e+00, 4.650194288668387799e+00, 1.464796748521853376e+00, 7.638393811739567774e+00, 9.200129078899999868e+00, 4.025084668054561554e+00, 4.467566681607724632e+00, 1.759971876644194966e+00
2.014000000000000000e+03, 1.701905531513699943e+00, 4.098071234904922200e+00, 5.054249463781581575e+00, 5.025664288853940675e+00, 1.820767672456825581e+00, 1.439932311505507823e+00, 1.108170547899895553e+00, 4.379186471783185652e+00, 2.155519283660097152e+00, 4.581263037396532845e+00, 1.565695734583197218e+00, 7.648400596378882810e+00, 9.267760961297414113e+00, 3.918815281403883688e+00, 4.496267845032960508e+00, 1.644374725157298878e+00
