year, CMCC-CM2-SR5, CanESM5, NorESM2-LM, TaiESM1, MPI-ESM1-2-LR, CNRM-ESM2-1, GFDL-ESM4, ACCESS-ESM1-5, MIROC-ES2L, CESM2-WACCM, IPSL-CM6A-LR, UKESM1-0-LL, NorESM2-MM, EC-Earth3-Veg
1.991000000000000000e+03, 5.675387945516628951e-01, 1.807638301475230191e+00, 6.029940060268641489e-01, 4.481521080747234986e-01, 1.158803584718977264e+00, 8.859102915633142450e-01, 4.521009668939338644e-01, 1.071255619559249972e+00, 6.981041981060218671e-01, 6.129298173097790237e-01, 4.780448768767331380e-01, 8.394514892545251739e-01, 5.293102190276555152e-01, 1.600552631957352201e+00
1.992000000000000000e+03, 5.443888103649553445e-01, 1.820147661159816632e+00, 5.495337166709094445e-01, 4.768073211430243763e-01, 1.121117017861659626e+00, 9.053069789168269876e-01, 4.310682551056135292e-01, 1.045245527506613925e+00, 6.376793850314815826e-01, 6.978261563053913541e-01, 4.803041241205910361e-01, 7.973892762415909496e-01, 4.933301062625984335e-01, 1.447251779623528467e+00
1.993000000000000000e+03, 5.795003824413046400e-01, 1.746344634847370569e+00, 5.119111386638781624e-01, 4.681816272241415833e-01, 1.164828309389756456e+00, 7.559600789047379310e-01, 4.528063204373908857e-01, 1.084929057204993441e+00, 6.505148423241124966e-01, 6.513281968570118208e-01, 4.909988397128213777e-01, 7.913215710820462601e-01, 6.003558494247063226e-01, 1.549999453189659260e+00
1.994000000000000000e+03, 5.379891734331950781e-01, 1.817511026359728055e+00, 5.368365619178036008e-01, 4.544926352285168503e-01, 1.083673624646316114e+00, 8.253835880724814666e-01, 4.522946273623669189e-01, 1.079775350518078270e+00, 6.650303474428470585e-01, 6.440861349310493811e-01, 4.979601598235841031e-01, 9.504497621768828175e-01, 6.048027057871120382e-01, 1.579617848347254938e+00
1.995000000000000000e+03, 5.806665587712229737e-01, 1.900987366073706220e+00, 6.042340530327336978e-01, 4.756621613862495046e-01, 8.966083836686957742e-01, 8.427539457532101652e-01, 4.561968809536664504e-01, 1.028084332881371799e+00, 6.858514195121603318e-01, 6.428463253529277388e-01, 5.277984909996671359e-01, 9.457280621598876946e-01, 6.019011402648644093e-01, 1.567029659898546923e+00
1.996000000000000000e+03, 5.600768342471861283e-01, 1.792929245261255744e+00, 5.468681571890047222e-01, 4.754114746304056172e-01, 1.293225082601222820e+00, 8.589014768281835188e-01, 4.633537919797701132e-01, 1.082463599652341957e+00, 6.907233866253122967e-01, 6.856626887245037549e-01, 5.451760929297746472e-01, 8.855239736505181591e-01, 5.989895030437643042e-01, 1.598263173532049164e+00
1.997000000000000000e+03, 5.739531496047286518e-01, 1.896876207924076851e+00, 5.452037853753368690e-01, 4.831153394734046258e-01, 1.071670610284571223e+00, 8.698395769156814783e-01, 4.682485264520628299e-01, 1.092595897761579948e+00, 7.165208697827472051e-01, 7.318871234421729932e-01, 5.366473680412285896e-01, 8.482496061767571538e-01, 5.785022884359255491e-01, 1.732574614202197161e+00
1.998000000000000000e+03, 5.387212650310108097e-01, 1.834359420391961093e+00, 5.677161688523498784e-01, 4.663954996083111149e-01, 1.094348796480424379e+00, 9.487371382982585644e-01, 4.650708030082621458e-01, 1.085346015943821296e+00, 6.976358652593600551e-01, 7.447921301149338369e-01, 5.135623381887576278e-01, 9.537959057804320517e-01, 5.188051272235049138e-01, 1.691776543625442164e+00
1.999000000000000000e+03, 5.729609064656466799e-01, 1.837926214651374401e+00, 5.697808729077444845e-01, 4.718231546184404879e-01, 1.133847167648483145e+00, 9.143985020127425312e-01, 4.818586805165190889e-01, 1.105932842877155764e+00, 6.865288048609330396e-01, 6.919412866681273755e-01, 5.147134946184644955e-01, 9.201980959800193371e-01, 4.958761518346198049e-01, 1.677413176704465325e+00
2.000000000000000000e+03, 5.386141135054014484e-01, 1.894934423191070527e+00, 6.799550701693132249e-01, 5.059851349285108268e-01, 1.142532366837907043e+00, 9.475534970005355939e-01, 4.774910887319888109e-01, 1.098717496289759232e+00, 7.036341501194639525e-01, 7.117798510496561315e-01, 5.152665036376039565e-01, 8.559748699638168867e-01, 5.014076224462479248e-01, 1.717538988783173126e+00
2.001000000000000000e+03, 5.654687740067292356e-01, 1.996816011976107585e+00, 5.852779050874392652e-01, 4.686236694751390597e-01, 1.162409634052454344e+00, 8.909920588651529805e-01, 4.823296540198889759e-01, 1.112380002827581205e+00, 7.120605951209363349e-01, 7.196032814317873116e-01, 5.101828426212665635e-01, 9.322647897933411532e-01, 5.432307152587044774e-01, 1.545009582603433129e+00
2.002000000000000000e+03, 6.448872995513964534e-01, 1.946003305777099790e+00, 5.671292567752769243e-01, 4.399759735304029085e-01, 1.135257635661553799e+00, 8.133788470285789884e-01, 4.873465558033143741e-01, 1.136961795617290827e+00, 7.155185036365515616e-01, 7.222338661989992081e-01, 5.183645039950276479e-01, 9.610066944500118558e-01, 5.224187952169033755e-01, 1.442756402923541792e+00
2.003000000000000000e+03, 5.841235797040477129e-01, 1.928899891957799539e+00, 5.583927284916285760e-01, 4.747311595433470477e-01, 1.241875473484446823e+00, 9.742820370132535546e-01, 4.958043170185210680e-01, 1.140765202078945162e+00, 7.336681466163603726e-01, 7.503168867394476305e-01, 5.315030985101223404e-01, 9.091210803085725267e-01, 5.843420142843215315e-01, 1.618392430177723273e+00
2.004000000000000000e+03, 5.577856043362058314e-01, 1.916976110289440260e+00, 6.244036214489713243e-01, 4.792954989525858855e-01, 1.155186482713959739e+00, 9.173539709369369355e-01, 4.884293364268996185e-01, 1.141639335979250047e+00, 7.215850885985005680e-01, 6.527781819144173880e-01, 5.399011774507510575e-01, 9.439519930864531672e-01, 6.797221236101591568e-01, 1.786051912807532727e+00
2.005000000000000000e+03, 6.087608794507215482e-01, 1.905994613981783381e+00, 5.390117935884488620e-01, 4.582888916355670750e-01, 9.886165798693491436e-01, 9.503716985064147860e-01, 4.989002849477887636e-01, 1.102902642927607646e+00, 7.091384140358442112e-01, 6.080800158216812523e-01, 5.925961308390645943e-01, 9.191240841574357390e-01, 6.093895973871666927e-01, 1.779912965091967392e+00
2.006000000000000000e+03, 5.626399128436243569e-01, 1.870293744633981792e+00, 5.229465385343126105e-01, 5.359306069331566391e-01, 1.057150657137693184e+00, 9.252238436974836722e-01, 4.907331196222208258e-01, 1.112701224029856828e+00, 7.024488291680073271e-01, 6.983295866630129245e-01, 5.850832217885003628e-01, 9.987248855840565875e-01, 6.062927279479463083e-01, 1.684180902132321966e+00
2.007000000000000000e+03, 6.261099972252418544e-01, 1.955089670737145235e+00, 5.523334787471244622e-01, 4.469215369545404548e-01, 1.224862991642379662e+00, 9.475987826400358305e-01, 4.802908078935479996e-01, 1.147276870264798854e+00, 7.181534098554224199e-01, 7.329354936138579024e-01, 5.604468954657266799e-01, 9.350245140207044114e-01, 5.521141409987230242e-01, 1.618533238163804233e+00
2.008000000000000000e+03, 6.118765858398137469e-01, 1.844770069532146728e+00, 5.875961204577951902e-01, 4.660169892175758943e-01, 1.267371954757404939e+00, 9.856800299336903048e-01, 4.767549178811180122e-01, 1.082324413930359830e+00, 7.331551071785555873e-01, 7.415079064846019641e-01, 5.431679493059410335e-01, 9.486886332149058187e-01, 5.566673297723420122e-01, 1.566652646707077157e+00
2.009000000000000000e+03, 5.975079064434195564e-01, 1.993231434499999732e+00, 5.393472719957091988e-01, 4.762640060133103703e-01, 1.145189920757530011e+00, 9.871891350862471715e-01, 4.985449436485701602e-01, 1.134119070194624213e+00, 7.218634741639096131e-01, 6.493987995041575756e-01, 5.745825911344486503e-01, 8.863069248568288261e-01, 5.655473129785428821e-01, 1.832169957515163317e+00
2.010000000000000000e+03, 6.076071292694426029e-01, 2.142225165231611772e+00, 5.598641057891449169e-01, 4.663590081626216022e-01, 1.330452398529762492e+00, 9.353603766249325435e-01, 4.821828120702947307e-01, 1.127669685033016345e+00, 7.439207581913567235e-01, 6.887231890036378257e-01, 5.724942634425408405e-01, 8.812879803573531179e-01, 5.230677355410852103e-01, 1.876711612271165119e+00
2.011000000000000000e+03, 6.111029004062236147e-01, 1.954033020251488173e+00, 5.652504681800120112e-01, 4.770402584444181637e-01, 1.248564907122029055e+00, 9.577346155076894574e-01, 4.980404091226079411e-01, 1.150187520423896936e+00, 7.348033268814783137e-01, 7.002789734577780090e-01, 5.785309401903288018e-01, 9.444858679442220684e-01, 5.170473918131405222e-01, 1.680930321244506587e+00
2.012000000000000000e+03, 6.131588246439566570e-01, 1.946474885544718703e+00, 5.800033520719429792e-01, 5.020094191299013797e-01, 1.250145712004723908e+00, 9.185498157104858841e-01, 5.190467567335382837e-01, 1.140152455081365979e+00, 7.198625821646381651e-01, 7.690563862903077030e-01, 5.862124233923073913e-01, 9.357449870543463888e-01, 5.166310484277211179e-01, 1.563844857328611893e+00
2.013000000000000000e+03, 5.723449786891604552e-01, 1.999939231550184049e+00, 6.189838668256367749e-01, 5.307380948039652768e-01, 1.173596143559729077e+00, 8.664453773641671575e-01, 5.123628637884465320e-01, 1.139971432016563924e+00, 7.128562373351537973e-01, 6.543699418782310540e-01, 5.930444765211937419e-01, 1.020912207548390072e+00, 5.787458061150214661e-01, 1.782451339258806833e+00
2.014000000000000000e+03, 6.289353451142767337e-01, 2.064705073511661215e+00, 6.334603779439750282e-01, 4.852546703940397443e-01, 1.222644424722754142e+00, 8.378678163978783289e-01, 5.125540518157396530e-01, 1.146060980195811041e+00, 7.009282317904652615e-01, 6.307852534679004863e-01, 5.888481836932555336e-01, 9.478944356091910661e-01, 5.708205992165619191e-01, 1.928308884923882083e+00
