year, MPI-ESM1-2-LR, UKESM1-0-LL, IPSL-CM6A-LR, EC-Earth3-Veg, NorESM2-LM, CESM2-WACCM, TaiESM1, NorESM2-MM
1.969000000000000000e+03, 1.867368211120866821e-10, 1.684121946949078182e-10, 4.853070350763089398e-10, 5.591769251375252686e-10, 1.471647221074432557e-13, 4.833371685517048100e-11, 3.283131957027711925e-13, 6.665789330618976941e-13
1.970000000000000000e+03, 1.792056545678465199e-10, 1.695126264632452041e-10, 4.431441337369495368e-10, 5.746583009245130265e-10, 1.652477770176775957e-13, 4.459895528425547102e-11, 3.531649986262970473e-13, 7.980722818938897838e-13
1.971000000000000000e+03, 1.811982319601674979e-10, 1.785717757150727795e-10, 4.334771540829728689e-10, 5.550878068045898765e-10, 1.273680505075488672e-13, 4.612484781883601896e-11, 3.579634029668460022e-13, 8.207799003334448708e-13
1.972000000000000000e+03, 1.801088575561773398e-10, 1.744637993781283109e-10, 4.465811605551659079e-10, 6.026088038203235059e-10, 1.132074147983235913e-13, 5.281243661841775870e-11, 3.612579086641801043e-13, 7.789877977772557715e-13
1.973000000000000000e+03, 1.952763309969706368e-10, 1.680844113685086233e-10, 4.782505779467972815e-10, 6.511087045097273204e-10, 1.115130859787969927e-13, 6.663417347125590245e-11, 3.692189437058453595e-13, 8.381933431885153109e-13
1.974000000000000000e+03, 1.976232999788712774e-10, 1.694366005258052796e-10, 3.914403920504282012e-10, 6.459980399876826585e-10, 1.071379348236675479e-13, 5.741608046308523928e-11, 3.563451374335175912e-13, 8.005262134713266869e-13
1.975000000000000000e+03, 1.689073960553971749e-10, 1.727068119335635274e-10, 4.205697125462082092e-10, 6.220836711658274225e-10, 1.078441131697725940e-13, 5.614485139840225725e-11, 3.680391932919531827e-13, 8.879504504454513256e-13
1.976000000000000000e+03, 1.657395960820113780e-10, 1.665527550314626967e-10, 4.877260373624030634e-10, 6.170867966571364967e-10, 1.118349445021145429e-13, 6.732695096697127851e-11, 3.714681260424940594e-13, 8.830958279407904100e-13
1.977000000000000000e+03, 1.777728617342156843e-10, 1.417701822137100022e-10, 4.155533262984093315e-10, 6.829609807852633479e-10, 1.150056858962294887e-13, 6.982984309710211108e-11, 4.297056504013020059e-13, 8.855340686724430229e-13
1.978000000000000000e+03, 1.848504471808122143e-10, 1.647744221761396556e-10, 4.324930610597745529e-10, 6.139668055156317569e-10, 1.143717152530022041e-13, 7.435840025590904996e-11, 4.401836714994131980e-13, 8.724427414794217675e-13
1.979000000000000000e+03, 1.731462830721893681e-10, 1.430184506365384465e-10, 4.758267972040356583e-10, 6.297312565900589575e-10, 1.151183509104452723e-13, 7.455921382611497475e-11, 4.430235836889168046e-13, 8.511367208081866909e-13
1.980000000000000000e+03, 1.684353871410791900e-10, 1.563758126823512068e-10, 4.788046659046361912e-10, 6.641719393663469264e-10, 1.163916574979162757e-13, 7.115918214021222803e-11, 4.752930666078151092e-13, 8.660272774274157696e-13
1.981000000000000000e+03, 1.920141828991793582e-10, 1.676717685365453929e-10, 4.402903185634211770e-10, 7.664507160255016681e-10, 1.184986665233276490e-13, 8.205145441414536022e-11, 4.734790155030589720e-13, 9.168105560782080831e-13
1.982000000000000000e+03, 2.078168216697481665e-10, 1.696155669471461944e-10, 4.146677872963460590e-10, 7.241069211917452940e-10, 1.192713894007579267e-13, 8.997633046758727066e-11, 4.569149627419248392e-13, 9.606539822342617537e-13
1.983000000000000000e+03, 2.101484809285287918e-10, 1.926894250190196029e-10, 4.368476533076189101e-10, 7.309314092226086836e-10, 1.198599060880225240e-13, 8.309637359262501571e-11, 4.554688240023055808e-13, 1.014435548267460840e-12
1.984000000000000000e+03, 2.263290658981250811e-10, 2.250595116072527312e-10, 4.664214917104613873e-10, 7.247493411371999042e-10, 1.220434482926932081e-13, 9.755741029838745480e-11, 4.469663935705709251e-13, 1.019876328303859928e-12
1.985000000000000000e+03, 2.268071718284934437e-10, 1.696458572070795576e-10, 4.054938831472846902e-10, 6.971424022925784999e-10, 1.239142747796631148e-13, 1.021369331154353187e-10, 4.377759719019993143e-13, 1.011943067790450277e-12
1.986000000000000000e+03, 2.138037302827544983e-10, 1.600077715001278848e-10, 3.997717745604349332e-10, 7.678532875000473603e-10, 1.248618728701369301e-13, 9.380660081570261455e-11, 4.125674332770555780e-13, 8.555921743087211998e-13
1.987000000000000000e+03, 2.085155551363266226e-10, 1.882781756588961790e-10, 4.801424631568760334e-10, 7.386969002355174357e-10, 1.268167477461847370e-13, 9.113456902721802315e-11, 4.227845679928404018e-13, 9.453294996080701591e-13
1.988000000000000000e+03, 2.019359854778391354e-10, 1.631197024219429924e-10, 4.000036886485922905e-10, 7.199810450070496795e-10, 1.282488580731651702e-13, 1.036738704131883615e-10, 4.192933633645333869e-13, 9.240623921650841528e-13
1.989000000000000000e+03, 1.942665921986874023e-10, 1.736021091024410160e-10, 4.592201131415648782e-10, 8.098897875424133929e-10, 1.040614203813468067e-13, 1.139447732830118772e-10, 3.640984331107275274e-13, 9.131938963084921473e-13
1.990000000000000000e+03, 1.759229359283232620e-10, 1.836949175022062453e-10, 4.459563877539518047e-10, 7.919119265721651166e-10, 1.058397936251919064e-13, 9.613861757573896751e-11, 3.581296326708814182e-13, 8.881578090990886880e-13
1.991000000000000000e+03, 1.697912367740027788e-10, 1.630714510211780237e-10, 4.359081046200384971e-10, 7.402086471286557659e-10, 1.104897580759343092e-13, 1.004204911971180250e-10, 3.632591658304810568e-13, 8.981045153425805880e-13
1.992000000000000000e+03, 1.942628065087552006e-10, 1.351048333372097625e-10, 4.686707045800155184e-10, 8.124357150373561771e-10, 1.161313940081789047e-13, 1.354496989945005371e-10, 3.672468510513289127e-13, 8.630307940756377052e-13
1.993000000000000000e+03, 1.977942378647894965e-10, 1.396632561467503496e-10, 4.104137028560941542e-10, 8.120032794029153078e-10, 1.174899516192549040e-13, 1.182641983634779411e-10, 3.830581039553433274e-13, 9.465884215273784646e-13
1.994000000000000000e+03, 1.921120354952306947e-10, 1.785700078792677309e-10, 4.739107137491695834e-10, 8.014185677709771182e-10, 1.182357498442294348e-13, 1.091034552853103364e-10, 4.037602858472062504e-13, 1.047431575766085379e-12
1.995000000000000000e+03, 1.647924511006488877e-10, 1.884851807871739669e-10, 5.329312784040101746e-10, 8.202527736521604678e-10, 1.174284607829772499e-13, 1.094890571019300223e-10, 3.855194302549723868e-13, 9.381626325304562187e-13
1.996000000000000000e+03, 1.778008516749703610e-10, 1.531206679988256181e-10, 4.925868769204311984e-10, 8.194723695572301478e-10, 1.205937551838755312e-13, 1.267222950836570563e-10, 4.046203444826737564e-13, 1.082486296364576397e-12
1.997000000000000000e+03, 1.986858613254454970e-10, 1.422204703765333913e-10, 4.596233524942212175e-10, 8.421910236069828501e-10, 1.370481171663850135e-13, 1.160854221550864293e-10, 4.384746422928197745e-13, 1.116895095303758828e-12
1.998000000000000000e+03, 1.815940537330389514e-10, 1.781111418197306093e-10, 4.514956928804159529e-10, 8.053962330957460740e-10, 1.049576609943162760e-13, 1.062481657793072264e-10, 4.454263208760131549e-13, 1.081319373203959986e-12
1.999000000000000000e+03, 1.843358903528101081e-10, 1.651219862142009951e-10, 4.521455893097695658e-10, 7.563307344284835229e-10, 1.019278957379718996e-13, 1.147575218517248289e-10, 4.463963115199899318e-13, 1.084304854615907437e-12
2.000000000000000000e+03, 1.994877569590226535e-10, 1.329394877026430942e-10, 4.482956859881683154e-10, 7.552863309598839296e-10, 9.632729745809072512e-14, 1.114417715345879338e-10, 4.379121520573931931e-13, 1.021818877439721697e-12
2.001000000000000000e+03, 1.879773640890698101e-10, 1.539644269285389690e-10, 4.020566045134560121e-10, 8.143520176349886663e-10, 7.312616169073698690e-14, 1.296345460600307166e-10, 2.636287019241956444e-13, 1.692187148862572589e-12
2.002000000000000000e+03, 1.785670525194731354e-10, 1.781538315225802908e-10, 4.393823145468691269e-10, 8.222793206057782234e-10, 1.258452912665613655e-12, 1.478100846226558130e-10, 1.274599372744531798e-12, 3.010821247320076384e-12
2.003000000000000000e+03, 1.894788296247164646e-10, 1.479809523081844347e-10, 4.608063280482970948e-10, 8.812812444909196997e-10, 8.351098010396961039e-14, 1.310369742201194223e-10, 4.432261282199494766e-13, 8.707333169787425275e-13
2.004000000000000000e+03, 2.007010976137758944e-10, 1.707902109005585808e-10, 5.351295717678134294e-10, 9.011066825318871516e-10, 1.747846363030364227e-13, 1.210571150680087884e-10, 1.266756114140992367e-12, 7.117246422670995989e-12
2.005000000000000000e+03, 2.061286886201432331e-10, 1.604273175906432024e-10, 5.552995954448654785e-10, 8.414928495319135205e-10, 6.869812259874316519e-14, 1.250250314905224082e-10, 6.166884620876585341e-13, 4.397564040693165665e-13
2.006000000000000000e+03, 1.996133665844660337e-10, 1.805085707722626899e-10, 5.471244211268362104e-10, 7.260392984721577984e-10, 7.160731728592351302e-14, 1.269374730712432681e-10, 4.258617751746760992e-13, 3.307974009210988100e-13
2.007000000000000000e+03, 1.998134584245776675e-10, 1.629385731362246320e-10, 4.827541120700352198e-10, 8.348578146626607909e-10, 7.428687244406943014e-14, 1.137876645730850079e-10, 4.600715811924283319e-13, 5.604212256089815846e-13
2.008000000000000000e+03, 2.048753320479493219e-10, 1.704487346759226981e-10, 4.452517623177407623e-10, 9.524199640833991515e-10, 7.841852067356722741e-14, 1.540621806077249696e-10, 4.820288782392761078e-13, 4.836002202432259009e-13
2.009000000000000000e+03, 2.082418516121476310e-10, 1.679539057811447782e-10, 5.105303414516315187e-10, 7.886444525620853962e-10, 7.980575383704329613e-14, 1.402063187405273756e-10, 5.113139219849604060e-13, 5.446039866386097353e-13
2.010000000000000000e+03, 2.122604320202445375e-10, 1.394460869456401881e-10, 5.388482635875275623e-10, 8.227803409786649805e-10, 9.248925768062123118e-14, 1.374411147309542291e-10, 1.077066205453290174e-12, 2.334725466558116475e-12
2.011000000000000000e+03, 2.204375662697466680e-10, 1.581854106349485155e-10, 4.923725069859202564e-10, 7.623394673652075399e-10, 7.329523135347338235e-14, 1.424164470422420025e-10, 5.845591613334444148e-13, 5.383497200724348725e-13
2.012000000000000000e+03, 2.210313213471573293e-10, 1.508319557049444711e-10, 5.207059635858328652e-10, 9.497006295904569359e-10, 1.021046901787892333e-12, 1.571703302138914920e-10, 2.407676871914035420e-12, 3.991383977746712774e-12
2.013000000000000000e+03, 2.125456138692046960e-10, 1.931574267338695299e-10, 5.120915517645497628e-10, 8.771105083201682097e-10, 7.181528243567744698e-14, 1.559432800703300104e-10, 6.272599257819694690e-13, 4.233345365091413960e-13
2.014000000000000000e+03, 2.001616042231605907e-10, 1.588087825528270857e-10, 4.591486348763859025e-10, 8.319000997705567683e-10, 7.423388353559903430e-14, 1.385810999513742811e-10, 6.274706680852357085e-13, 4.708277779451104855e-13
