year, IPSL-CM6A-LR, CESM2-WACCM, ACCESS-ESM1-5, INM-CM5-0, GFDL-ESM4, NorESM2-LM, CanESM5, TaiESM1, UKESM1-0-LL, MPI-ESM1-2-LR, CMCC-CM2-SR5, MIROC-ES2L, EC-Earth3-Veg, INM-CM4-8, NorESM2-MM, CNRM-ESM2-1
1.974000000000000000e+03, 8.228511035111200078e-01, 5.946060083781621319e-01, 8.113693883862472811e-01, 7.284669706642509235e-01, 7.256704464408352262e-01, 5.764206029928760078e-01, 6.500399232014113515e-01, 5.894625437167511084e-01, 5.921710149251443456e-01, 4.719008922845281950e-01, 6.976475450489886265e-01, 9.831132393033883421e-01, 6.482368131657051391e-01, 5.846482337172591581e-01, 5.987882176620773489e-01, 9.054990251284208425e-01
1.975000000000000000e+03, 9.775746419270362475e-01, 6.691447718467148364e-01, 7.422022396636636099e-01, 6.293697099054790245e-01, 7.687011006758915910e-01, 4.995146575303913705e-01, 6.520151677768957210e-01, 6.093894528625555251e-01, 5.340741271971407578e-01, 5.373917258913698536e-01, 5.503975649741578158e-01, 9.701404028766851262e-01, 5.305326497186219070e-01, 6.705291519952407686e-01, 5.476354330724994002e-01, 8.157145174838819068e-01
1.976000000000000000e+03, 9.542470762058917755e-01, 6.081085538353104836e-01, 7.354778213617604310e-01, 7.197328480997118305e-01, 7.615025089682889714e-01, 4.749898437126837680e-01, 7.003055781447155015e-01, 8.697890151767053712e-01, 4.174473702635383976e-01, 5.628127734800802973e-01, 6.735421953336601097e-01, 8.937561075550867207e-01, 6.948883136324736087e-01, 7.130725053436485217e-01, 4.889948572181944120e-01, 9.677875375898995491e-01
1.977000000000000000e+03, 8.704349598637571850e-01, 7.381201545508461193e-01, 8.141197223949536710e-01, 6.298670761452003219e-01, 7.990602966004971552e-01, 5.655435289156071077e-01, 6.709383469026642954e-01, 4.868525294149070870e-01, 6.569746999296551815e-01, 7.450855820534848517e-01, 5.278284889192864648e-01, 7.273800643811665356e-01, 5.625322937838512782e-01, 4.997393643904620153e-01, 5.578772371898722549e-01, 1.076594575416951916e+00
1.978000000000000000e+03, 8.657854996012536164e-01, 6.796701963276475800e-01, 7.259679129552569776e-01, 7.280374660140895848e-01, 8.642546801007064960e-01, 5.015277092461096764e-01, 6.645291731731367557e-01, 5.075110334092214348e-01, 5.526192726737212402e-01, 5.762484590196876866e-01, 7.324148954544635881e-01, 8.084409698498139507e-01, 5.892676770850086010e-01, 5.645935241374020475e-01, 6.863344775372377526e-01, 1.001231284296407509e+00
1.979000000000000000e+03, 9.948489878716625379e-01, 5.591767343759065367e-01, 8.323832921538847351e-01, 7.118108925327693015e-01, 8.697630544825272203e-01, 5.010248440754796473e-01, 5.751239599772076660e-01, 6.732159513866043943e-01, 5.092708115167832172e-01, 5.712035968241468975e-01, 7.395420885810550793e-01, 8.501089542960155176e-01, 4.894333951264600024e-01, 6.177639546103524948e-01, 6.293545595978800034e-01, 8.256042242044808743e-01
1.980000000000000000e+03, 1.021460251779627182e+00, 6.351079991393610014e-01, 7.293326905642912861e-01, 7.059573825560290228e-01, 7.463270096626311023e-01, 4.758161639512158425e-01, 6.385724235607865840e-01, 8.027789209674627280e-01, 5.554872332072706698e-01, 6.620100542998905713e-01, 7.763294987612544551e-01, 8.887500745532486146e-01, 6.625606957455653090e-01, 5.967777159886848981e-01, 5.573226220707170331e-01, 9.475936852581968717e-01
1.981000000000000000e+03, 9.316390005376745664e-01, 7.122780134254058648e-01, 7.796135598455312676e-01, 6.921531445358403145e-01, 8.821485905951584883e-01, 5.794151613999974915e-01, 6.112234827130259562e-01, 5.168722506025525965e-01, 6.390618347135555988e-01, 7.736368740014236689e-01, 6.415279628022245717e-01, 8.993648014216026887e-01, 5.993602226771485020e-01, 5.314169789396939736e-01, 4.597917189737735222e-01, 8.599389048659499268e-01
1.982000000000000000e+03, 8.756513641375212043e-01, 7.183603140830073785e-01, 9.755580814138472556e-01, 7.085793925675685223e-01, 8.237829265147176283e-01, 5.888322436181051556e-01, 7.049884143521005786e-01, 5.536990850876130077e-01, 5.675031080257254557e-01, 6.952197128053653197e-01, 5.446467770927452268e-01, 7.976771021598642042e-01, 4.554302688637515417e-01, 6.067357412317738730e-01, 5.107369590259357439e-01, 8.754628303824701918e-01
1.983000000000000000e+03, 8.307573433851220823e-01, 6.138284288361524066e-01, 9.233611626255412430e-01, 8.154349249629709862e-01, 7.524930761364564402e-01, 5.885915644806561930e-01, 5.985730997537669351e-01, 6.629040192495162520e-01, 6.265051943015172986e-01, 7.132641789844631486e-01, 6.529314113283152254e-01, 8.209075985207935355e-01, 5.806813511780987147e-01, 6.236699785377168848e-01, 4.416593549463058155e-01, 1.000261712249330470e+00
1.984000000000000000e+03, 7.942812262824017200e-01, 6.902895760062396358e-01, 8.524061456786263813e-01, 8.287882691423427151e-01, 7.597636397225149274e-01, 4.717262686566008889e-01, 6.288531333439492110e-01, 6.236574953166603708e-01, 6.236735535223012494e-01, 7.188683414944954109e-01, 6.055403203174375415e-01, 8.382669799031140512e-01, 5.678045554458300836e-01, 6.050926253819042255e-01, 5.518586793380674260e-01, 9.261749843782812741e-01
1.985000000000000000e+03, 7.612026577957270446e-01, 6.618489967104269622e-01, 7.549045869961789057e-01, 7.529268222836881241e-01, 8.987202716502481481e-01, 4.250203933380084509e-01, 5.724065362890691233e-01, 4.320076721377700824e-01, 5.319236236425420872e-01, 5.882179220394722075e-01, 5.979803278840932768e-01, 1.052794844486061976e+00, 5.652015084304378156e-01, 6.580168847429197498e-01, 5.162417891629444977e-01, 9.888623812627830301e-01
1.986000000000000000e+03, 8.039120604045045804e-01, 5.110204704573366730e-01, 8.776456173236371061e-01, 6.887629686997402967e-01, 7.535722804932122321e-01, 5.056205308421437561e-01, 5.454477571594580354e-01, 6.037143461815993595e-01, 5.909949878182207961e-01, 7.023866530895654936e-01, 6.125796792555571191e-01, 7.703788390996318958e-01, 5.032073851798605224e-01, 6.914532651115837814e-01, 4.198931495191219887e-01, 9.102962427254622790e-01
1.987000000000000000e+03, 9.093954626082298986e-01, 5.160362261141765439e-01, 8.712529221638506405e-01, 7.223507455935760380e-01, 7.311250967355062969e-01, 4.537802027130251603e-01, 6.388185912849474457e-01, 6.766556519038406936e-01, 6.138171593008004967e-01, 6.753086934607667180e-01, 5.593766648488279758e-01, 6.404247871206451004e-01, 6.364841670192912249e-01, 6.631671529096013762e-01, 4.361321545777931408e-01, 1.024198588544601884e+00
1.988000000000000000e+03, 8.190975731118430581e-01, 6.945354299076955673e-01, 8.039777216263088722e-01, 7.353531140164365487e-01, 7.275350702291358829e-01, 3.841863486312371845e-01, 6.985327559095632077e-01, 6.219987707700465052e-01, 5.069396393084899533e-01, 6.434135329736941911e-01, 5.862892820867839916e-01, 8.903272866311434663e-01, 5.869578626042086800e-01, 6.345161342894585221e-01, 4.519133454784879378e-01, 1.060741116732061284e+00
1.989000000000000000e+03, 1.026644162845522068e+00, 6.442891247301408830e-01, 8.474528157878191692e-01, 7.656739169384166876e-01, 9.594462256829012770e-01, 5.276667105886818643e-01, 6.800206504608403701e-01, 5.642682521897564030e-01, 5.243985792692266168e-01, 6.234554859646918024e-01, 5.120986400097291558e-01, 8.199904015565508963e-01, 5.620417157270658493e-01, 6.473293944337833450e-01, 5.008432155398990782e-01, 9.709842847122867049e-01
1.990000000000000000e+03, 8.630001661874668883e-01, 4.034551905828066554e-01, 7.927321438457622937e-01, 8.023124240322467848e-01, 9.222205627708814912e-01, 5.518308110830704161e-01, 5.647440378866700472e-01, 5.684157000603725640e-01, 6.210471204015486357e-01, 5.172851349223358541e-01, 6.190380945417170988e-01, 7.913871383584185626e-01, 5.967824610679840491e-01, 7.003334899938390423e-01, 5.441068440816012597e-01, 1.018920465915567952e+00
1.991000000000000000e+03, 8.367847168448900863e-01, 6.480825917502862632e-01, 8.000610094957295582e-01, 8.109931101276349752e-01, 7.865334720745642549e-01, 6.710545526510151015e-01, 6.177777138827027503e-01, 6.394632952839819362e-01, 4.993071744749152940e-01, 7.424314362501710507e-01, 7.515997196467044672e-01, 9.521104487848491837e-01, 6.187404205049680250e-01, 6.093198042772469680e-01, 5.457479080845800690e-01, 1.079805884834313723e+00
1.992000000000000000e+03, 9.988383142137701176e-01, 7.146465242309854027e-01, 8.217018760784400300e-01, 7.659655755808871813e-01, 6.769072325187338590e-01, 5.031808486798065028e-01, 6.941849262931422126e-01, 5.410114587068416414e-01, 4.097652982174001535e-01, 6.605612316469786638e-01, 6.259130354962550991e-01, 8.248230668630675000e-01, 5.086352168089230963e-01, 7.241229447388762841e-01, 4.930367997767184374e-01, 1.095218898437382737e+00
1.993000000000000000e+03, 8.753132685981594996e-01, 6.464047676869498771e-01, 7.837163798762835087e-01, 7.745484911755298185e-01, 8.471481334194339574e-01, 4.533788497070591061e-01, 4.695138853426686354e-01, 5.845212697531296797e-01, 5.270463116488014466e-01, 6.938429164911410485e-01, 6.501045079216720701e-01, 9.006183389800306305e-01, 5.823846693811133290e-01, 7.042812509232956319e-01, 6.306003492870677629e-01, 7.720583785623663653e-01
1.994000000000000000e+03, 9.141507588875171786e-01, 5.545224480776588249e-01, 7.553263593560016753e-01, 8.760082624672237417e-01, 7.850579037771580060e-01, 5.079536009022050935e-01, 6.026386924824371771e-01, 6.463910700325096181e-01, 6.911908979783649709e-01, 6.328220307755768603e-01, 5.707865226137881498e-01, 9.418064631036369150e-01, 6.190181971543272654e-01, 7.346595232954666876e-01, 6.312858001336411062e-01, 8.459296661253733474e-01
1.995000000000000000e+03, 1.016682742836664488e+00, 5.891213382094061535e-01, 8.512484079586033481e-01, 7.382473435902670023e-01, 8.083125687036164519e-01, 5.836767057037780537e-01, 6.817508292577926232e-01, 4.704498216221453810e-01, 5.789961565100343321e-01, 5.138911914727641861e-01, 6.284902682226627402e-01, 9.287428582409741340e-01, 6.645162255532894857e-01, 7.745770189671882244e-01, 6.725670686518290253e-01, 8.550049279565196114e-01
1.996000000000000000e+03, 1.008080387792359867e+00, 6.385364266286562840e-01, 8.746366633783183575e-01, 8.429131042726497602e-01, 7.771648897153383695e-01, 5.212558132672743261e-01, 4.882430073344497523e-01, 5.832416532844759693e-01, 4.391708777444188749e-01, 7.712128021710745740e-01, 5.464176185668510044e-01, 9.663089030647588062e-01, 5.738877196062442954e-01, 5.981469770511423922e-01, 6.062138220170928404e-01, 9.523385651154786524e-01
1.997000000000000000e+03, 8.757712336402254660e-01, 6.757393737367960451e-01, 7.547238631866642899e-01, 7.336299675906865492e-01, 8.420095277747015050e-01, 5.092794795307835631e-01, 6.365897075740678535e-01, 6.665958578129952405e-01, 6.195749452947938440e-01, 6.420008155160763508e-01, 6.489844108789162291e-01, 8.907993501480893084e-01, 7.200752913993119231e-01, 5.836066023907849898e-01, 5.710313770009721734e-01, 1.000626085478643734e+00
1.998000000000000000e+03, 8.452482248162261902e-01, 7.437724808861378989e-01, 9.326531058733731339e-01, 7.605204494421455852e-01, 8.318319907780651334e-01, 5.729418693834348320e-01, 6.037103771967879950e-01, 6.367566383303600031e-01, 5.605602119902097780e-01, 5.718794924781340772e-01, 6.743273881992614127e-01, 6.599026670666985339e-01, 6.351991221272812460e-01, 6.885367137450427721e-01, 4.259313996681022840e-01, 1.026950506298668575e+00
1.999000000000000000e+03, 9.101740139603639035e-01, 6.096191532266229673e-01, 9.177878286442757716e-01, 8.004768759507250309e-01, 8.937809021868823312e-01, 5.553127792021861353e-01, 5.173111534757901531e-01, 6.630309595032909398e-01, 5.081264262958558042e-01, 6.644177131101098865e-01, 6.594490771408152430e-01, 6.875221302825330616e-01, 5.152939027957220697e-01, 7.041682102886004380e-01, 4.103942254531822154e-01, 1.073908855291195952e+00
2.000000000000000000e+03, 9.089720559067503425e-01, 6.628522967423655654e-01, 9.012692084099221956e-01, 7.424892249728330951e-01, 8.448984777024497461e-01, 6.381315399188530746e-01, 5.863345803606361262e-01, 5.208373012591017703e-01, 4.722781551217230533e-01, 5.978861106531758729e-01, 6.067416491993247174e-01, 7.848322438670863876e-01, 5.403891184153133409e-01, 6.349407647427854906e-01, 4.508613678960673443e-01, 9.777156457884537133e-01
2.001000000000000000e+03, 8.219705240723590434e-01, 6.582119394147581959e-01, 8.733802711084960313e-01, 8.246864633503663278e-01, 9.165195178395514342e-01, 5.412320248142938883e-01, 6.336083130866533297e-01, 5.612363144858614206e-01, 5.638574533494760121e-01, 6.437703147941625792e-01, 5.568019163080545342e-01, 8.375073634734906403e-01, 6.640575780451578591e-01, 6.075627124118908595e-01, 5.611627733538774310e-01, 8.474133829828637277e-01
2.002000000000000000e+03, 8.497037106840865661e-01, 7.002730218548289809e-01, 9.260769209840755689e-01, 7.912534655088984126e-01, 8.424764831227171680e-01, 5.463290876989271849e-01, 6.721967146137888260e-01, 5.619102880737802952e-01, 6.013574625894406722e-01, 7.101009345815513241e-01, 7.826287539366943991e-01, 8.246022729854433075e-01, 6.605565191305511341e-01, 5.830069321330892951e-01, 5.369264035302862004e-01, 7.900098028158093477e-01
2.003000000000000000e+03, 9.730389909544771010e-01, 7.111713989598383856e-01, 7.703137543799153386e-01, 8.583003910795932168e-01, 7.146379860559336494e-01, 5.283193918212413243e-01, 5.712744412552429596e-01, 5.153739414454845402e-01, 6.142870420079192817e-01, 6.730486760121526801e-01, 7.835841622874594181e-01, 8.815301076241461864e-01, 7.125562874288245974e-01, 6.900062463098439736e-01, 6.155364142646924108e-01, 1.048853857583444071e+00
2.004000000000000000e+03, 9.512747589466192810e-01, 4.948291305387931271e-01, 7.925781674029831469e-01, 8.099416848007334746e-01, 8.975091369280148168e-01, 5.929846006497406785e-01, 5.949656507165886898e-01, 8.453641010012676871e-01, 5.759324766990717714e-01, 6.510255074727108182e-01, 6.978274335157027553e-01, 1.062895478283541584e+00, 6.676978663959521887e-01, 7.578353362832551676e-01, 7.461242756427408640e-01, 9.530709966115519238e-01
2.005000000000000000e+03, 1.024463179959011816e+00, 5.837674109423582891e-01, 9.690903474146598251e-01, 8.394391539989048967e-01, 7.892088076942633812e-01, 4.440725882744521735e-01, 5.691225498204902644e-01, 5.696366265728441958e-01, 5.540342303221776898e-01, 5.376014661757768653e-01, 6.122507520601413455e-01, 9.093695440141126296e-01, 4.967910755282866075e-01, 5.384043854171317589e-01, 6.099513632567415966e-01, 9.870886349037609753e-01
2.006000000000000000e+03, 1.052504308792098664e+00, 5.485507152594097935e-01, 9.201637123443558997e-01, 7.999840184634458007e-01, 8.573820593128986811e-01, 4.259801294891253365e-01, 5.314814056998284908e-01, 4.935228038634645875e-01, 6.009479376142009555e-01, 6.597627877887101144e-01, 6.698812980504307291e-01, 7.877672154377891589e-01, 6.537106755492372301e-01, 5.718159044291044601e-01, 5.776490723581556574e-01, 9.711098703011623590e-01
2.007000000000000000e+03, 9.371097194712701972e-01, 6.948403830704605877e-01, 7.728250076007741054e-01, 8.816775438027824041e-01, 7.769512658194006605e-01, 5.527756897583737672e-01, 5.951910468598343718e-01, 5.718408416997967647e-01, 5.372324020644176912e-01, 6.803568076473663906e-01, 7.359493695031497085e-01, 6.667186269013419819e-01, 7.641800765310936550e-01, 6.222379055788409552e-01, 4.647968036917800583e-01, 1.041401743303214111e+00
2.008000000000000000e+03, 8.283667275550948839e-01, 8.223301191688355827e-01, 9.400787313007858970e-01, 8.040560616141100292e-01, 7.060219427977018070e-01, 5.589408839200198376e-01, 5.606426955399593792e-01, 5.929394706679478322e-01, 5.478243030044516182e-01, 6.288910291438333244e-01, 6.971035821459725668e-01, 9.712080978518773389e-01, 4.832640685312149520e-01, 6.514011998174786822e-01, 5.380285571187568561e-01, 1.098544509560366755e+00
2.009000000000000000e+03, 9.820485646177335992e-01, 5.661589416546424225e-01, 9.269577747239268195e-01, 8.522002078528518876e-01, 8.599994645176334274e-01, 4.787940642447512385e-01, 6.879337319105849335e-01, 5.900260791828606521e-01, 4.284492168687655256e-01, 7.122442504491337534e-01, 6.620936713449135924e-01, 8.288253283519290138e-01, 5.533449209333781704e-01, 6.449793579192376614e-01, 5.105095123448485372e-01, 1.105325500713845832e+00
2.010000000000000000e+03, 8.776912164612590272e-01, 6.200704188518312288e-01, 9.939523891260972910e-01, 7.245736865534631033e-01, 8.233026562866392339e-01, 4.614805507766939208e-01, 9.168384483823437403e-01, 6.315020523703683830e-01, 5.546481939466746391e-01, 7.007147523252602594e-01, 6.033558045065301467e-01, 9.172655988658229287e-01, 5.424061301811282654e-01, 7.021301192248625700e-01, 4.665217914030351798e-01, 8.902510559762984998e-01
2.011000000000000000e+03, 8.610868184923693436e-01, 6.041306320177866063e-01, 8.638637541869005343e-01, 7.510053774950745664e-01, 7.920890979947179389e-01, 5.580111348629106516e-01, 6.594798831184766064e-01, 7.124071378398330046e-01, 6.259347282145336644e-01, 7.036163113284910064e-01, 6.549892156934474796e-01, 7.882630081968758917e-01, 6.403789590751165495e-01, 7.264001717460266683e-01, 4.462777739172835156e-01, 1.020984646237161675e+00
2.012000000000000000e+03, 1.037588731794225838e+00, 6.400568759816041009e-01, 8.546541710325181729e-01, 8.047490428830262887e-01, 9.175145974241890601e-01, 5.190967607174791221e-01, 6.455852243367911081e-01, 6.400092667931170931e-01, 5.709686273247468469e-01, 6.273768072689898112e-01, 7.321702750193976872e-01, 7.786323658269145298e-01, 7.293241549384392730e-01, 7.081689443884798818e-01, 4.914382830107409950e-01, 9.385525190200114665e-01
2.013000000000000000e+03, 8.801286348834473916e-01, 5.656805750272035915e-01, 9.654994607575775323e-01, 8.040130470309390098e-01, 8.211689178689626223e-01, 5.570894979629624766e-01, 7.619381818407133800e-01, 4.806412419157740090e-01, 6.514360253594561057e-01, 6.300943526168888420e-01, 6.368299553625765830e-01, 7.248296354043939349e-01, 4.772718150308662421e-01, 6.956563639349767625e-01, 5.487106556691780934e-01, 8.263074729337841484e-01
2.014000000000000000e+03, 9.863165964943663155e-01, 5.220309065785425640e-01, 8.886155954707879445e-01, 9.365747125570754728e-01, 7.411786111641867070e-01, 6.157119982561282123e-01, 8.439778342119624854e-01, 5.675627506869767025e-01, 5.135131124035864358e-01, 6.418986816999049383e-01, 6.267903265793021150e-01, 8.446623884035360241e-01, 7.014385197314513265e-01, 6.671185255189969743e-01, 5.192517771431292006e-01, 9.365087233338074135e-01
