year, IPSL-CM6A-LR, CESM2-WACCM, ACCESS-ESM1-5, INM-CM5-0, GFDL-ESM4, NorESM2-LM, CanESM5, TaiESM1, UKESM1-0-LL, MPI-ESM1-2-LR, CMCC-CM2-SR5, MIROC-ES2L, EC-Earth3-Veg, INM-CM4-8, NorESM2-MM, CNRM-ESM2-1
1.860000000000000000e+03, 9.520167964560453111e-01, 5.645483654032308340e-01, 9.458920078774795126e-01, 8.227340362335737733e-01, 8.832466086087530366e-01, 4.177092929383677267e-01, 6.642470438738415917e-01, 6.142425712853685216e-01, 4.602337998550798948e-01, 6.247617440764695607e-01, 5.972566311743309209e-01, 9.471379471673487815e-01, 5.383859997649212970e-01, 5.741539513139417572e-01, 5.296521292225661037e-01, 1.007127461196878349e+00
1.861000000000000000e+03, 9.027234901970353498e-01, 5.009448552802070465e-01, 7.540233940282606850e-01, 6.213432239995482220e-01, 8.342228841444759846e-01, 4.648862623337836619e-01, 5.258890067508721344e-01, 9.177431315108888210e-01, 5.401745372387689592e-01, 7.016784605221988436e-01, 8.486982868665162716e-01, 9.071673807395612688e-01, 5.240677702274012528e-01, 6.854944230486076373e-01, 4.241970417354678502e-01, 8.156680888647486194e-01
1.862000000000000000e+03, 7.960855337877378313e-01, 5.633938382211907125e-01, 8.323662750786713360e-01, 8.229055340257037665e-01, 7.706261339679968403e-01, 6.215242136567202813e-01, 7.482243602142663041e-01, 5.975724172825392921e-01, 6.776204216373786782e-01, 6.728719415197266240e-01, 6.702903058136620018e-01, 7.187848183655209944e-01, 6.003173918394157926e-01, 6.713608370603545428e-01, 5.376237159809863497e-01, 9.006815250337877332e-01
1.863000000000000000e+03, 1.055121407300621650e+00, 4.780341013989361509e-01, 9.435607503437354326e-01, 6.133719973124523994e-01, 8.191815599012157723e-01, 5.224632360033979461e-01, 7.106831556335752031e-01, 5.838425808953588980e-01, 6.291734620756066487e-01, 6.876814413758367550e-01, 6.168126240352066469e-01, 8.441754476324242473e-01, 4.868893293461391547e-01, 6.676570513874819923e-01, 6.304604418362418361e-01, 8.760402190103583342e-01
1.864000000000000000e+03, 9.192534471388854600e-01, 6.026396024572417964e-01, 8.521476630514308592e-01, 7.653739378533971349e-01, 7.891459072520498053e-01, 5.506965774452919904e-01, 5.337385118376619664e-01, 5.916925950995335359e-01, 6.582481867098431971e-01, 7.516557330123466718e-01, 5.778131117978934084e-01, 8.287403849708191439e-01, 4.889049211905557857e-01, 6.923892899331903772e-01, 5.552550162548602897e-01, 8.841854425117090521e-01
1.865000000000000000e+03, 8.632640875588044604e-01, 6.239849780257044065e-01, 8.404322668082412351e-01, 8.708730866082763367e-01, 8.668973766495461364e-01, 4.747181285068766687e-01, 5.392059971459837175e-01, 6.791521041791950264e-01, 5.751005020796833289e-01, 6.959089329205816465e-01, 6.687473559491865505e-01, 9.196792922021068684e-01, 5.854134072080154905e-01, 6.892375018117266050e-01, 5.815741475567202112e-01, 8.596347012216281058e-01
1.866000000000000000e+03, 9.133160499571733038e-01, 7.640644188888383592e-01, 1.046025038423457065e+00, 7.617651781016742119e-01, 8.166692930584756871e-01, 4.407351858274402012e-01, 7.366150604763800347e-01, 7.048884079566534178e-01, 6.058155614470879247e-01, 6.515916062753097648e-01, 6.079675889091814556e-01, 8.570201293218963068e-01, 4.952213767734773286e-01, 5.995279227544674239e-01, 5.857273481046528785e-01, 1.074464441247005908e+00
1.867000000000000000e+03, 9.658388204523290499e-01, 6.093586490150877388e-01, 9.814955619566346767e-01, 8.050111476717387582e-01, 7.737725611613646137e-01, 5.230995435733861720e-01, 6.906755848646431994e-01, 6.047642174551774996e-01, 5.247848116946430830e-01, 6.590418625445010337e-01, 5.681773032869946727e-01, 7.780443456840177019e-01, 4.584743686363058623e-01, 6.669578538455174233e-01, 5.705003270041825170e-01, 1.042062467704361728e+00
1.868000000000000000e+03, 8.170521603004387012e-01, 6.808978490629368219e-01, 9.043635242048965184e-01, 7.588351531833958941e-01, 8.460567642075154104e-01, 6.083070996311034095e-01, 6.808496332168604281e-01, 5.975218490530239679e-01, 5.768173484124811123e-01, 5.882918535756099798e-01, 5.762469566726018400e-01, 7.896602319599095310e-01, 5.941046095757158696e-01, 5.917740258479610160e-01, 4.834546378905950625e-01, 1.085132682659869507e+00
1.869000000000000000e+03, 9.475579691456147424e-01, 5.938389007602166147e-01, 7.523096284902515141e-01, 7.280194495641654218e-01, 7.483525864340312417e-01, 5.822508727442142762e-01, 5.944311869431210260e-01, 5.224175627767044805e-01, 5.096705380090226223e-01, 6.224722434235399060e-01, 7.800486167606277554e-01, 8.757770935961720626e-01, 5.625675828554080882e-01, 6.654227316382937962e-01, 4.035443204602700007e-01, 8.768962782864490046e-01
1.870000000000000000e+03, 9.804946657745001737e-01, 5.943068197017220555e-01, 1.015361350057751189e+00, 8.024956876125655114e-01, 8.502400940977760113e-01, 4.487643635008366494e-01, 6.599271471558305624e-01, 5.852654746494247995e-01, 4.144383693264236945e-01, 7.189383518679696161e-01, 7.213086906554874167e-01, 8.277899359739094853e-01, 4.621857195839252919e-01, 5.660360895180440721e-01, 4.663960707804623018e-01, 1.012963422375046552e+00
1.871000000000000000e+03, 8.320848801452237486e-01, 5.369452301987243104e-01, 7.725181461296550811e-01, 8.264513660125034633e-01, 8.686179181902895508e-01, 5.149192110553704183e-01, 5.464459798774999877e-01, 6.586469772080385532e-01, 5.933126944835526162e-01, 6.599907429571406636e-01, 5.973954630727666970e-01, 1.084089680241236753e+00, 5.252787027621212967e-01, 7.102251915340541677e-01, 5.365223388853385122e-01, 9.507044294444936261e-01
1.872000000000000000e+03, 8.308816717292381027e-01, 6.126237063487668388e-01, 8.811250521750004783e-01, 7.873913583129859006e-01, 8.768275969522830726e-01, 6.022918694992774880e-01, 5.982046284547355430e-01, 5.653971893186863218e-01, 7.229692840141266341e-01, 6.781320839191858907e-01, 5.993415681963689678e-01, 9.563068830770347084e-01, 6.602269030449499088e-01, 6.633968987186993349e-01, 6.325521033141403571e-01, 9.357132988602606671e-01
1.873000000000000000e+03, 8.793414918614285147e-01, 6.401771302529255525e-01, 1.050991305670492038e+00, 8.015580210207812195e-01, 7.923117612287340350e-01, 5.131392658467616164e-01, 6.680534169721746851e-01, 5.538123173927769205e-01, 5.559810878073222495e-01, 6.855702885546290926e-01, 7.104002492861319906e-01, 6.414688437298639023e-01, 5.219774046345261320e-01, 6.215554597685613025e-01, 4.872855856114757245e-01, 9.603538022381892247e-01
1.874000000000000000e+03, 8.888146673219452509e-01, 5.961991349855962907e-01, 8.676810194551809463e-01, 7.368850899267395116e-01, 8.460326558355131255e-01, 4.105861481517426026e-01, 5.979063210163494402e-01, 5.418812419654247536e-01, 4.491413633935785188e-01, 6.293722362786563496e-01, 6.188388554218692272e-01, 9.046896997241556937e-01, 4.937003618329309784e-01, 6.044095738356881631e-01, 6.367324357143199220e-01, 7.530150936470345613e-01
1.875000000000000000e+03, 9.350723714297914935e-01, 5.707587090205394897e-01, 8.017719915817638210e-01, 9.016956143625429743e-01, 8.976917121066773086e-01, 4.894651809481526117e-01, 5.639750635952895941e-01, 5.583829368234267676e-01, 4.696006068207285722e-01, 6.130606520248819136e-01, 5.544558545426665486e-01, 9.512674090535451210e-01, 5.170898653513607002e-01, 7.745424695010211247e-01, 5.556898792717362978e-01, 9.693337639877041001e-01
1.876000000000000000e+03, 8.879185207032342930e-01, 5.830246026664716030e-01, 7.957275974803299512e-01, 8.318193353047750316e-01, 6.598590025569865958e-01, 5.617128185748704317e-01, 7.090926464420790332e-01, 7.653436929355524887e-01, 4.959832953050833937e-01, 4.823312902830697579e-01, 6.295244901577217167e-01, 9.471563780398534194e-01, 4.935175678285718126e-01, 7.171737528174018106e-01, 5.575764250177999148e-01, 9.463261592401616129e-01
1.877000000000000000e+03, 9.675585306317037171e-01, 6.247566415215674018e-01, 8.592427368547302935e-01, 8.929334597165998755e-01, 8.047572590059346442e-01, 5.269018233856193056e-01, 5.402776351652216480e-01, 6.571370112125278773e-01, 5.706557221140162728e-01, 5.959419504258842704e-01, 7.114972924262498166e-01, 8.409772430410649147e-01, 4.923077688541180885e-01, 6.252354474565088305e-01, 6.112918800215464410e-01, 9.417872128321266301e-01
1.878000000000000000e+03, 9.677060751078928602e-01, 7.718345193541384930e-01, 7.540221804660300897e-01, 7.174615725594555293e-01, 8.313732681709158356e-01, 6.250749752042905616e-01, 6.744526089322405715e-01, 6.414242174607828195e-01, 6.684851115743258854e-01, 6.982161246891090967e-01, 7.005980232608554070e-01, 7.113075226852541011e-01, 6.906435027757389378e-01, 6.477133624903103071e-01, 5.132645288472047485e-01, 9.603749876549798614e-01
1.879000000000000000e+03, 7.659132818606894100e-01, 7.530937053714344964e-01, 7.705272321184566398e-01, 7.775501274833950260e-01, 7.543561318104557989e-01, 4.535323484611298861e-01, 5.702602481583272098e-01, 6.937208038002899979e-01, 4.994518443618496950e-01, 7.014864817121981844e-01, 6.111169149080181162e-01, 8.740878971457656244e-01, 5.014149376261191060e-01, 6.784332490882698519e-01, 5.257025794073580949e-01, 9.442792762687981512e-01
1.880000000000000000e+03, 9.369314727329371983e-01, 6.324187528906292100e-01, 7.140067344374351199e-01, 8.046700925710111862e-01, 8.293935952872656392e-01, 6.132975329216565630e-01, 5.847154623665664630e-01, 5.328000964744931123e-01, 5.396309089470248122e-01, 6.390928518472237529e-01, 6.498580118931290839e-01, 9.185102040133232837e-01, 5.848915202174221895e-01, 6.931985510851119692e-01, 6.327603127886396450e-01, 1.001008884434047674e+00
1.881000000000000000e+03, 9.042209661901334794e-01, 6.288640920906665155e-01, 8.664046856975462507e-01, 7.910758136775996041e-01, 7.490233655733433693e-01, 5.198543232042265316e-01, 5.651633738654673333e-01, 5.846098857589386855e-01, 4.915323706678556004e-01, 5.733277556314517742e-01, 6.720033244558231145e-01, 8.542073381480685956e-01, 7.258799366122749008e-01, 5.288711170848521270e-01, 6.258770584878093901e-01, 1.064070136726375626e+00
1.882000000000000000e+03, 9.328998853645084077e-01, 6.219441108466757795e-01, 9.066353155511740480e-01, 7.602109868434226980e-01, 7.896339806778513992e-01, 4.445768597615699647e-01, 7.428831826274034933e-01, 7.465948129747842499e-01, 6.888335841868865606e-01, 6.861704638829623226e-01, 5.948624885910356319e-01, 8.528458858027022638e-01, 5.565875526734703760e-01, 6.883057996828468861e-01, 5.322642757136085701e-01, 1.013176988837675818e+00
1.883000000000000000e+03, 7.629712622698914259e-01, 6.753872327994788760e-01, 8.184316209032658218e-01, 8.074826457117378897e-01, 8.467853244312532057e-01, 4.431892982164249428e-01, 6.736121482890867762e-01, 6.141679888014401900e-01, 5.783112738904043759e-01, 5.259819902778960499e-01, 4.901834326477504389e-01, 6.708642133271008889e-01, 4.819042494985527614e-01, 6.659468436680825443e-01, 4.065575276828855555e-01, 8.781847988606683586e-01
1.884000000000000000e+03, 1.030376133926312887e+00, 6.327404148704235398e-01, 8.435623473514695103e-01, 7.157730893226030844e-01, 6.930388644954444954e-01, 4.783775497846086688e-01, 7.482447947741958094e-01, 7.354666181661392299e-01, 5.484516207745627758e-01, 6.334458788382228978e-01, 6.645276173997211044e-01, 8.237024250258709879e-01, 4.690708683625200992e-01, 7.181244846305790963e-01, 5.172230194631127764e-01, 1.028230263885031803e+00
1.885000000000000000e+03, 8.717254787392338944e-01, 6.494530196790090359e-01, 8.149231307970579152e-01, 8.078783892714647141e-01, 7.603182471090067507e-01, 5.324113873436855382e-01, 5.912276370198239483e-01, 6.883866178325156460e-01, 5.812616287520760983e-01, 6.769647319362452897e-01, 7.663661550427780522e-01, 7.849501892252706003e-01, 4.457139917334658197e-01, 6.953955973806905666e-01, 5.731811344073832748e-01, 9.382015454741212679e-01
1.886000000000000000e+03, 1.036966805669744751e+00, 6.026096682528957471e-01, 9.455173741413784860e-01, 8.170615258407666337e-01, 9.842087889840379633e-01, 5.176149280498866245e-01, 6.160242713807289050e-01, 5.762132318837823730e-01, 6.306240999744959774e-01, 7.179419252285247355e-01, 6.356365716394426491e-01, 8.677056319481660784e-01, 5.943958812571080719e-01, 6.922204777454838975e-01, 5.659440083644275976e-01, 8.733619715656578686e-01
1.887000000000000000e+03, 8.732425908064026521e-01, 6.021439976305431596e-01, 9.119394121815797005e-01, 6.716082899351619728e-01, 7.172988226855311344e-01, 5.029596927961169639e-01, 5.586236632841554695e-01, 5.985000473676110877e-01, 6.473607476005469596e-01, 7.058227775215817346e-01, 6.486250093408963968e-01, 8.183413927530099885e-01, 5.520829406207510281e-01, 7.426375636454948248e-01, 5.345961834266321766e-01, 9.837314260856173664e-01
1.888000000000000000e+03, 1.004208125542385144e+00, 5.881402300794505988e-01, 7.790673794514044737e-01, 7.513734741125681627e-01, 9.925228724355060761e-01, 4.953387725822785970e-01, 7.417727811380241398e-01, 7.009384991025698897e-01, 6.598623460137945651e-01, 7.651311069055358738e-01, 6.169055565595787938e-01, 8.247704030366580508e-01, 4.527021076642089858e-01, 7.447670248415888539e-01, 5.802661050311561652e-01, 8.539750291466210452e-01
1.889000000000000000e+03, 1.076437882442277783e+00, 5.034785420901052300e-01, 9.637888438029000859e-01, 7.555099530480032799e-01, 8.210076297921695687e-01, 4.956297441617321664e-01, 6.531763866310736910e-01, 5.471462736628593948e-01, 6.632425026495510911e-01, 6.119779544365528956e-01, 6.573743334522532678e-01, 6.435865831624353328e-01, 5.218373428374768475e-01, 6.604287094776225553e-01, 5.943098960679032983e-01, 8.895789303894752198e-01
1.890000000000000000e+03, 9.325397252616072219e-01, 5.559035656205484344e-01, 8.307572403385055093e-01, 9.343233480264480084e-01, 9.192094441127300897e-01, 5.665048590432127940e-01, 7.382937385337634550e-01, 7.571147910475646281e-01, 6.070209854881954969e-01, 7.634660769337945352e-01, 6.118296838447256913e-01, 7.732509703286336578e-01, 4.813942989299737629e-01, 6.955530971475460955e-01, 4.378691292980800287e-01, 9.935786139542739370e-01
1.891000000000000000e+03, 9.361447886182638900e-01, 6.657356055042641385e-01, 9.256411351440771984e-01, 8.521807716429075086e-01, 7.771047645113747793e-01, 5.667660178149009909e-01, 5.654621181010979214e-01, 6.635667119060130181e-01, 6.738858266063755265e-01, 5.962122143733021851e-01, 5.325906309448683595e-01, 9.304233112748675483e-01, 5.549521400251660186e-01, 7.155693049443028197e-01, 5.063102788930557985e-01, 1.051358398579138154e+00
1.892000000000000000e+03, 9.092517477056321074e-01, 5.721047210505070257e-01, 9.247917826213185588e-01, 6.878547366089843296e-01, 7.261943715743276462e-01, 5.763332034374321067e-01, 6.998519720186042736e-01, 5.780425106292135240e-01, 5.660455177060076393e-01, 5.388713553694454150e-01, 6.449777687308581031e-01, 9.520323211002027497e-01, 5.241169343506361100e-01, 6.415582935592900604e-01, 6.466870905241328682e-01, 9.753081743081989385e-01
1.893000000000000000e+03, 9.917885905678265335e-01, 5.729044575450520371e-01, 8.313832935232710053e-01, 7.106191442684227644e-01, 9.053391354379348721e-01, 4.382391479693889536e-01, 6.070431260128991147e-01, 4.979163395105084544e-01, 4.853329619900143554e-01, 6.642741396955685884e-01, 6.375695811302272142e-01, 8.243546575990639003e-01, 5.332642321211256142e-01, 6.543881432517482111e-01, 5.217908390738922320e-01, 1.109127468568736896e+00
1.894000000000000000e+03, 7.716509853382425010e-01, 6.332414321152850523e-01, 7.301997055105932111e-01, 6.430704936922628789e-01, 9.023812569581382004e-01, 5.152074890121722817e-01, 7.095156632772509075e-01, 6.378473522598991918e-01, 5.747838975783882143e-01, 6.854241144438548705e-01, 8.861049760409333009e-01, 8.516459135160802107e-01, 4.548056943741197733e-01, 7.323238541247822919e-01, 4.270478150879731261e-01, 9.803318473526539956e-01
1.895000000000000000e+03, 8.378581331330599014e-01, 6.464432952997640758e-01, 7.326099026825411142e-01, 8.454391776561198668e-01, 7.885842205004761629e-01, 5.888735546954554367e-01, 7.620130945915177811e-01, 8.737387594643810651e-01, 5.568469352659553007e-01, 5.730251343335237557e-01, 6.398340266769685369e-01, 7.675350841454556816e-01, 6.232646870715511378e-01, 5.943269266676570739e-01, 4.443012778509184968e-01, 8.575626993496396899e-01
1.896000000000000000e+03, 9.260604204325805222e-01, 6.588722662427723975e-01, 7.977642925149532882e-01, 7.515422836824688924e-01, 8.394803916893494034e-01, 4.937479329834144615e-01, 7.007913283406852489e-01, 5.379799233898038269e-01, 5.435671482628328111e-01, 7.474435933326896153e-01, 6.240343764068307930e-01, 7.869721945001330043e-01, 7.356511590271941348e-01, 6.134645513531450378e-01, 5.192117170831145323e-01, 8.793877964061084240e-01
1.897000000000000000e+03, 7.337010112073093504e-01, 6.265250081801282400e-01, 8.613713823456073948e-01, 8.501014039336891592e-01, 8.144068100019392631e-01, 4.597508561406827288e-01, 6.387154871454179261e-01, 5.238654186920239653e-01, 5.849672414983115853e-01, 7.014945371972362009e-01, 6.038683194759840722e-01, 8.788743083508697707e-01, 4.857285054594454032e-01, 6.574554734614265206e-01, 5.146595082380607256e-01, 1.078682871619895733e+00
1.898000000000000000e+03, 9.209009963616110461e-01, 7.578674291856636325e-01, 8.710334886521585718e-01, 7.972777739874222780e-01, 7.335431596328990667e-01, 5.702001165476134892e-01, 6.586754426878589364e-01, 6.916993424353322650e-01, 5.955118775921066643e-01, 6.605187572680829566e-01, 5.591621303668238285e-01, 9.160591018292323362e-01, 4.318544633446042558e-01, 6.007116331763124872e-01, 5.581536771241089046e-01, 9.704987910371519755e-01
1.899000000000000000e+03, 8.367521939853401758e-01, 6.715372822213415693e-01, 9.757097565063340694e-01, 6.413729232820274406e-01, 8.166282245120869421e-01, 5.636753750315891542e-01, 5.599196243373045778e-01, 7.274835485311877958e-01, 6.224238134648777399e-01, 7.841491291295580313e-01, 6.105750113674693891e-01, 7.446256056056398398e-01, 5.412392548052298302e-01, 6.419458238272611750e-01, 5.041635723803031821e-01, 8.803272913904858221e-01
1.900000000000000000e+03, 7.677285522671443152e-01, 5.845849812557107894e-01, 9.321434598168457653e-01, 7.407838103821812181e-01, 6.930990308663219635e-01, 4.648023040942355077e-01, 6.898920826267285200e-01, 5.932253359339422216e-01, 5.977566187254865770e-01, 5.940107718520009072e-01, 6.287009007898540780e-01, 7.300091134216700750e-01, 4.733489032523702233e-01, 6.216882862739163684e-01, 5.643492476175592243e-01, 1.059688626186910287e+00
1.901000000000000000e+03, 7.931567068509223217e-01, 5.783324274873735682e-01, 9.331301749061289286e-01, 7.588474076431478421e-01, 7.197851543506321725e-01, 4.821338590605276364e-01, 5.696135238218950070e-01, 6.537786691168930853e-01, 5.738052006300718988e-01, 6.501164171710515083e-01, 7.434005939874016589e-01, 8.948198866354938330e-01, 5.710012740375943752e-01, 6.768248094539038862e-01, 5.856306323493380983e-01, 1.023779802660032434e+00
1.902000000000000000e+03, 7.896736562449416796e-01, 5.743566368625834251e-01, 8.307798769750572854e-01, 8.709199218115463159e-01, 6.450129262302580768e-01, 5.522842871440560852e-01, 6.660100585571142595e-01, 5.411297244111006322e-01, 5.328739275675904441e-01, 5.544212327105261240e-01, 6.636124757385839512e-01, 9.387085023667400829e-01, 5.784513385682105158e-01, 6.930877775842004818e-01, 4.994007652008615183e-01, 9.164698547731208178e-01
1.903000000000000000e+03, 8.730566486390347603e-01, 6.591190108196777198e-01, 8.147844378847461932e-01, 8.751494061701959870e-01, 8.283537699858973813e-01, 5.520172651184721557e-01, 6.978958295574544390e-01, 5.705568500375118868e-01, 6.281488503871678342e-01, 6.906270309284476827e-01, 6.072058153713895123e-01, 9.229293464695309535e-01, 5.170284842603851683e-01, 5.641489664974621565e-01, 5.923141386465058389e-01, 1.124182582860033586e+00
1.904000000000000000e+03, 7.913220398627381913e-01, 6.746385344451019117e-01, 8.837649121742353620e-01, 7.859646847890899846e-01, 8.264903964621759247e-01, 5.513235665172365740e-01, 6.291333083482486543e-01, 8.300789576185898522e-01, 4.777513177766762875e-01, 6.223120517407143559e-01, 6.018079715827475695e-01, 8.057188849891975257e-01, 4.880277002322976898e-01, 6.873351641331559847e-01, 5.139083703911995205e-01, 9.007179210005819003e-01
1.905000000000000000e+03, 7.546353891604018482e-01, 4.834620961221822166e-01, 8.243504715333191957e-01, 7.979508951998910415e-01, 6.648098511794452437e-01, 4.738634707838046967e-01, 6.510467914710499349e-01, 6.151178147175050404e-01, 5.635147495946346563e-01, 6.134254427431369283e-01, 5.372640320247381585e-01, 7.498580842664896995e-01, 5.134574016713954192e-01, 7.457761374963675083e-01, 4.093006602857963694e-01, 8.953699267033052855e-01
1.906000000000000000e+03, 1.042231423036868554e+00, 7.446191702285818170e-01, 8.106621480917383105e-01, 9.493201623337655937e-01, 7.704373106393535009e-01, 5.456828022039796888e-01, 6.568030895365266630e-01, 5.429648136623853594e-01, 5.427333930951085961e-01, 6.749870297181209677e-01, 6.318870801534209880e-01, 8.924046187784944184e-01, 5.601211861465950070e-01, 5.682627549928636057e-01, 4.868364344509833463e-01, 1.040032734330132547e+00
1.907000000000000000e+03, 9.159864254534584305e-01, 5.607216976825818433e-01, 8.540643476339486728e-01, 8.822173788972033082e-01, 7.307452112369764441e-01, 4.594329297143492363e-01, 6.681436132913328718e-01, 6.671096495799405668e-01, 5.969234789865308644e-01, 6.519540768148439636e-01, 6.740214026107078649e-01, 8.689448281780167704e-01, 6.363493560276644034e-01, 6.808369479506567457e-01, 5.323066600979219354e-01, 8.472529299150709514e-01
1.908000000000000000e+03, 9.362064299776214904e-01, 5.111854343309232274e-01, 7.738514986588080902e-01, 7.226013058467788408e-01, 7.867132639699709884e-01, 4.762659743368744536e-01, 5.889193821518791117e-01, 5.824372424758714750e-01, 6.044803457290222060e-01, 6.431986857278230163e-01, 5.722237524547105769e-01, 8.494223760864375583e-01, 4.742259540655605621e-01, 6.465698394402382698e-01, 5.683848153659445401e-01, 9.960495951679363413e-01
1.909000000000000000e+03, 6.936261916511808900e-01, 6.070386311703802606e-01, 1.046589860063461996e+00, 6.985354259687663880e-01, 7.889280237287370490e-01, 5.858217023575917892e-01, 6.312988772914120972e-01, 6.262732742120464824e-01, 6.258685291435769349e-01, 7.288747512149783558e-01, 8.321947408879958319e-01, 7.862845993708640346e-01, 5.844640505612636039e-01, 7.218104470915183146e-01, 4.824197676258428769e-01, 1.065818993109663548e+00
1.910000000000000000e+03, 9.800312694864853347e-01, 6.464702720658697110e-01, 8.245956591821559378e-01, 8.258517974302593823e-01, 8.641468501836271354e-01, 5.275417038397490765e-01, 6.031753540453574924e-01, 8.021748221144584523e-01, 5.757021025991903018e-01, 6.060277064351646814e-01, 8.042654280664434108e-01, 8.473299222866806923e-01, 5.946593919885091450e-01, 6.086402246013705719e-01, 5.970625624890673055e-01, 9.348562224984967584e-01
1.911000000000000000e+03, 8.598977522608735047e-01, 6.497573513268239953e-01, 1.001005392960851781e+00, 7.322957103518208388e-01, 8.117881576832480794e-01, 4.775945398842014744e-01, 6.406948401275512905e-01, 7.530583618448725147e-01, 5.079544587895837848e-01, 5.826475881927813960e-01, 6.092660706611104926e-01, 9.565744143663940102e-01, 4.721441289056558244e-01, 6.660882601354169985e-01, 5.632797028048146526e-01, 1.078425030907561810e+00
