year, CNRM-ESM2-1, INM-CM4-8, UKESM1-0-LL, MIROC-ES2L, TaiESM1, INM-CM5-0, GFDL-ESM4, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-MM, MPI-ESM1-2-LR, CESM2-WACCM, IPSL-CM6A-LR, EC-Earth3-Veg, CanESM5, NorESM2-LM
1.874000000000000000e+03, -1.845748765038433131e-02, -1.791291620883539992e-01, -6.738460896568586322e-02, 1.047907938941721948e-02, -4.712062825436076630e-02, -3.666477334344012129e-02, -2.137548384843003177e-02, -3.681366486158210716e-02, -5.206956636101799790e-02, 1.662187038927534152e-02, -6.695707430660713388e-02, -7.471858930287071654e-02, -2.685719821528044157e-02, -1.485249240113556135e-01, 7.009952505394446975e-02, -1.305683992575344329e-02
1.875000000000000000e+03, -4.268048786541388945e-02, 6.030594412172714941e-02, -8.307221829574833183e-02, 4.487367061649031284e-03, 7.445303627401733335e-03, 2.128220106978477577e-01, 5.163336453198229259e-02, -4.670316484863917122e-03, -7.512817467828075690e-02, 4.224087984191176454e-02, -3.385156063680887228e-02, -3.286644412630596035e-02, 2.248141476260020512e-03, -2.340264927036992404e-01, 4.855884953056328196e-02, -4.974738314619601282e-02
1.876000000000000000e+03, 1.350422960921864556e-02, 1.036948957242900399e-01, -7.623544559382426644e-02, 5.154824263238776128e-02, 5.125343218540325679e-02, 1.257005924472515968e-01, -5.240967470891100960e-02, -2.808850610292340164e-02, -3.837981842333335752e-02, -3.165192724314496581e-02, -6.096330088784338713e-02, -4.782710459355159899e-02, -8.743447691467311038e-04, -2.473469577213156523e-01, -2.302215467565826845e-02, 3.079064072151068386e-03
1.877000000000000000e+03, 1.071855425880759161e-02, -4.527923184893534875e-02, -2.492489241765254160e-02, 3.464955923805460719e-02, 2.444791496874705941e-02, 5.852191023188820646e-02, -9.185452017557162174e-02, 2.393828061553815445e-02, -1.461143923084635629e-02, 5.115388251272429132e-02, -7.520155055441588021e-02, 1.130151181791242548e-02, -2.287291362935130537e-02, -1.812834605686514389e-01, 7.276056744406099452e-02, 1.401390318509551300e-02
1.878000000000000000e+03, 4.370547448884661706e-02, -9.640676181895012006e-03, 2.565554106046019980e-02, 1.651612427855385715e-02, -3.834122993104733396e-02, -3.518039623591606713e-02, 1.014464762861897427e-02, 5.757469220719413361e-02, -7.819788138425827484e-02, 2.397402463823260915e-02, -3.762568825096224839e-03, 4.652055710587343906e-02, 1.425326944563362510e-04, 5.489807889439738409e-01, -6.371526725962861626e-02, 5.246371027580106622e-02
1.879000000000000000e+03, 2.260409220867091312e-02, 8.821653687079500372e-02, -1.052951036128543967e-02, 3.756186937949979043e-02, -2.507606122574576948e-02, 7.217430690221202094e-02, -2.751511234811368153e-02, -1.632700431834797905e-02, -1.091534593222752703e-01, -3.049949607004889124e-02, -1.641667165308413265e-02, 6.681244767755137315e-02, -4.089969303161248432e-02, 4.757826773762947603e-01, 4.004301827793540353e-02, -4.051080565036044301e-02
1.880000000000000000e+03, 4.883420113714836974e-02, -1.747438612299264185e-02, 5.709649448466757021e-04, 3.866615957324882891e-02, 7.202651142131218272e-03, -5.088055163289738336e-02, -1.476456842451297387e-02, 2.712880395318788274e-02, -1.426363294240010071e-01, -1.021124021568948353e-02, 1.505963161493671376e-01, 4.757095644005360918e-02, -6.481192538558192169e-03, -1.947940887887382455e-01, -3.855089250140399104e-02, 2.695345751804206422e-02
1.881000000000000000e+03, 4.889331856694384415e-02, -9.309503759378667809e-02, -6.721621865615326485e-02, 1.858703571887488845e-02, -4.976086841642847480e-02, 3.245616296661573558e-02, -2.519197105154127869e-02, -6.961362919537235350e-02, -1.679794176872395064e-03, 3.837895249830929750e-02, 2.892733123113859495e-02, -1.971169441509359674e-02, 6.674838925704797143e-02, 1.800456188922051337e-01, 4.560713556338871766e-02, -1.708747419136193157e-02
1.882000000000000000e+03, 3.380492563898856301e-02, 8.678547327292350511e-02, -4.108008599818849943e-02, -2.179336665186421603e-03, 6.907407929695690008e-02, -1.819523209648299042e-02, -7.808236757867349775e-02, -3.122761737315294869e-02, 7.086984715318170314e-02, 7.398358528016925340e-02, -1.560352258117435054e-01, -2.914933119908216450e-02, -2.351215676601388013e-02, 1.241327708988335526e-01, -2.242567217307670294e-02, -5.046307223151501320e-02
1.883000000000000000e+03, -5.170696788560030441e-03, -6.094093673019486401e-02, 1.221555832922861240e-01, -4.031985274242245315e-02, 8.633989192084487539e-04, 4.631838161331795073e-02, 2.058740703127767344e-02, -2.717326102584964945e-02, 1.317230584611417954e-01, -7.554894638304354704e-02, -3.102629885561343503e-02, -3.303874052801708799e-03, -4.732595836422322927e-02, -2.680400997477848657e-01, -5.959007813496103312e-02, -4.304093303132574405e-02
1.884000000000000000e+03, -3.943145236578673302e-02, 3.632813073239973822e-01, -7.947417274126376135e-03, -4.787625607309554943e-02, -1.577158132170764513e-03, 2.189624465677254550e-01, -9.155653041542154841e-03, -9.926904163184176524e-03, 1.013921023410409433e-01, -2.615499751622731364e-02, 7.754870354826584426e-03, -3.315381461295241472e-02, 3.572337249862000529e-03, -8.477703466602189986e-01, -4.715380680585212758e-02, -7.826291722938480758e-03
1.885000000000000000e+03, 4.571261234446408889e-02, 2.509085025511165190e-01, 1.162267825866908355e-02, -5.431511695848800780e-02, -8.899813903920540323e-03, 1.744612843152371917e-01, -2.038854136062104305e-02, -1.335602932285290820e-03, 3.747290575184471922e-02, 5.247650533522865701e-02, 5.223845658140469778e-02, 4.461307587349044174e-02, -1.364536042634837895e-02, -2.444875246023386073e-01, 5.810270802337474949e-02, -1.325687428684149249e-03
1.886000000000000000e+03, -1.929845250058329423e-02, 1.620168519252450923e-01, 3.339695702976681890e-02, -5.238673516010917963e-02, -2.608235973774774077e-02, 1.240352871539618096e-01, 2.235963407906091036e-02, 4.522810940075159408e-02, 7.658303232765711899e-02, 2.711068309466125453e-02, -1.655783724174382521e-02, -9.719458081913615044e-02, 4.451355769486429331e-02, 3.390563017540753621e-01, -3.968325964827869486e-03, 6.205039737661600940e-03
1.887000000000000000e+03, 2.667218217729043842e-02, 1.474141013838007330e-01, 3.262466786687871767e-02, -5.948192293174485445e-02, -1.265376406400556784e-02, 1.982720715393393798e-02, 6.871251324566043407e-03, -1.061971132187018545e-02, 1.304520839173749502e-01, 2.471733166478206137e-02, 8.229883360301322448e-02, 2.935678027654963548e-03, 1.563420368996320739e-02, 3.308077284381951699e-01, 3.576686313462094924e-02, 4.191795792212813648e-02
1.888000000000000000e+03, 3.538952170412194148e-02, 5.453827841880801164e-02, 3.809032015048676584e-02, 1.919862473643531298e-02, 5.626512791655789714e-02, 2.643134582207862585e-02, 5.934460599132635600e-02, -2.269713312051339568e-02, 3.051710973455356440e-02, -1.896062847803917789e-02, 2.980662323446737084e-03, -1.628258190153494822e-02, -1.165986059226331410e-02, -9.693401141037892577e-02, -6.219000630729123319e-02, -5.544982382908964641e-02
1.889000000000000000e+03, 6.790512653381835032e-03, 2.390649633709270722e-02, 5.897586550833780472e-02, -7.704524356850830924e-02, -2.950577023171271213e-02, -2.204732806263679304e-02, 3.330273321878796100e-02, -3.622851596019975584e-02, 3.399504647525727896e-02, -1.955617999229068704e-02, -1.368250876019197482e-01, -3.795232708064945337e-02, 3.055848916239407853e-02, -4.203601796991555117e-01, -3.634336110962447380e-02, -5.330365290173686398e-03
1.890000000000000000e+03, 7.062882285134672311e-02, 1.222800474489163167e-02, -1.798493169087036006e-02, -1.259075155281788594e-01, 2.866808430460470597e-02, 2.622594907883322168e-01, 4.724434424372428443e-02, 4.979615435578685356e-02, -1.405644819871307467e-02, -7.928881433809828461e-02, 1.447027099202779533e-02, -4.526368525119225245e-03, -4.575439110226659639e-02, 6.273711616802962743e-02, -5.107777256619686762e-02, -6.629368058086411442e-02
1.891000000000000000e+03, 4.663447447367325555e-02, 1.245064132442017107e-01, 7.603312003931463059e-02, -5.749289341542039751e-03, 3.793918788659842584e-02, 1.304885630203099500e-01, -1.432385729938151671e-02, -3.146308471758706149e-02, 7.567954522704874176e-02, -9.676762675204955526e-04, -3.505259389661716241e-02, -2.187421203583213378e-03, 4.664765548717254157e-02, 2.151712125066443104e-01, 6.505679514919129880e-02, 6.908559550163573433e-03
1.892000000000000000e+03, 6.943953194374683120e-03, -6.439637481204857350e-02, 4.328908534050101425e-02, 9.659483946819003020e-02, -7.872312503885295354e-02, -1.126324308487648695e-01, -3.995920134858884504e-02, -5.920181165992902811e-02, -1.261934182893740056e-02, 5.054841991610393298e-02, 5.882596264292226651e-02, -3.168186095400888497e-02, 6.656086060306708706e-03, -1.312489973210041461e-01, -3.699372543036241745e-02, 4.268862317169469511e-02
1.893000000000000000e+03, 2.354659760120808229e-02, -2.313293996519471402e-02, -8.285094142607521417e-02, 5.017242151483774192e-03, -6.630064761558669695e-02, -9.910880485266164441e-02, -3.142540118240804824e-04, -5.794013516442617778e-02, -3.903214821095996739e-02, 7.598909807758061005e-03, -1.125050837490102068e-01, -3.739924510507686151e-02, 2.614313685375824550e-02, 2.009428259117732041e-01, 4.787289551035667917e-02, 3.358008646357020510e-02
1.894000000000000000e+03, 2.565756204990139386e-02, 5.344553407247714522e-02, -1.676662711463410742e-03, 2.989768790112042052e-02, 3.993160671689684194e-02, -1.775469539569972666e-01, 3.539927298598891103e-02, 4.292026385994156951e-02, -8.492175543733374021e-02, -2.136481784332924794e-02, 4.348097914501521111e-02, -3.174205033221257771e-02, -5.494064313938804706e-02, -2.741907678486009137e-01, -9.049921085156731326e-03, -3.903834502843448427e-03
1.895000000000000000e+03, -1.022559746290678702e-02, -9.646852853538326333e-02, 3.478463997686696840e-02, -9.859951618557086239e-02, 6.566076519873539907e-02, 5.989980585486134185e-03, -3.713888256768782536e-02, 8.984207093916374287e-02, -8.943629026242978786e-02, -1.775838268845915391e-02, -2.131843211873810442e-02, 6.276502085525322711e-03, 2.485355629197619903e-02, 3.830146047197400400e-02, -6.591114812335885365e-02, -2.504386466676740072e-02
1.896000000000000000e+03, 6.500451746932461861e-02, -7.532545658282530088e-02, -1.169313456893351921e-01, -7.845445370273441965e-02, -3.415921954484944789e-02, 7.536862696598506384e-02, -6.729590610324667765e-02, 4.582916082190356330e-03, -3.980113824880616991e-02, -2.454319532494098413e-02, -6.259405433341377889e-02, 1.707948416953673082e-02, -9.172873652848487214e-02, 6.052236454980867153e-01, -1.980208354670601537e-02, 4.048171114406802495e-02
1.897000000000000000e+03, 2.345169367372557448e-02, -7.485660478044511845e-02, 6.361397192410200851e-02, -3.202403401917904013e-02, -3.274557303881508313e-02, 1.333943812901244586e-01, -1.922987730089032593e-02, -1.678265877607908740e-01, 6.501319185318071847e-02, 2.110013200997237423e-02, 2.374436151810444262e-01, 4.801895609782459717e-02, -5.092605154581851534e-02, 1.415249820687344284e-01, -1.474534896906478938e-04, -1.957251588400412204e-02
1.898000000000000000e+03, 1.131215209102038183e-01, 7.133520001701108837e-02, -4.003232753830811806e-03, 5.511525420366227696e-02, 2.392032299453984365e-02, 2.989030876403626219e-02, -1.392539004603756021e-02, 1.553107105111234745e-02, 2.762241748850994411e-02, 3.467039635339321663e-02, 8.612838577371568138e-04, 7.176902071954754936e-02, 4.529427704397874510e-02, -6.205399900354741094e-01, -1.032669540727721921e-02, 6.410631316853411532e-02
1.899000000000000000e+03, 2.437579452099769128e-03, 4.963674327547430015e-02, 2.215421720913163597e-02, -7.623696859377794566e-02, 5.510084149340441911e-02, -1.167406483328317507e-01, -4.112533633231224561e-02, 5.646600056461778538e-02, 1.240279595603027696e-01, 1.288024712142529955e-02, -2.172430260315377434e-02, 7.024339746141036733e-02, -3.675563199370564249e-02, -4.480159060293406603e-01, 3.415603940241713349e-02, 3.845467175522786218e-02
1.900000000000000000e+03, 5.524964907719756568e-02, -1.376453074404666577e-01, -6.256847520284172792e-03, -8.766940839669613850e-02, -6.640044522479354727e-02, -7.620251536774165502e-02, -6.689650409743361226e-02, -3.285872954686144126e-02, 1.144607086222426268e-01, -1.975980866093004704e-02, 3.120066664598919806e-02, -3.444936702047753097e-02, 2.571470725117538589e-02, 2.690514675586193616e-01, -3.338051950009076480e-02, -3.193122427670138947e-03
1.901000000000000000e+03, 4.763316345176185629e-02, 5.475998975336705821e-02, 5.188571234101870683e-02, 3.428722843132085696e-02, 1.657084840748779481e-03, 4.408529170490543825e-02, -1.616910410672019530e-02, -6.543786628713972597e-02, 7.368105307980930829e-02, 5.310798073233286704e-02, 1.043646555258498886e-02, -2.532710478782200861e-02, 6.644898961072515618e-03, 1.266294928891657512e-01, 7.313736100550102814e-02, -1.807965683077948638e-02
1.902000000000000000e+03, 2.997244654301422367e-02, 9.842938995202030195e-02, -6.457623051004222903e-02, 1.191313594243282800e-02, 2.537725236655475128e-02, 1.855576734281897677e-01, -1.185572121858501082e-01, -6.530590526825520714e-02, 5.768652974322347610e-02, -5.197926130540916206e-02, 2.422734083468392960e-03, -3.904279285966361784e-02, -5.069930243852977664e-02, 7.777835152321466161e-02, 2.469036602188501295e-03, 1.266572816818291834e-02
1.903000000000000000e+03, -8.842403687898041029e-03, 1.227969831170284409e-01, 9.521257120335833990e-02, 1.028693035306734588e-01, -9.813422679550012212e-03, 3.115022071907277423e-01, 2.820024933424081053e-03, 5.049580259464165471e-02, 1.283035737791276831e-01, 1.143472440585883987e-02, 6.497591740229095858e-02, -6.367836155218359329e-02, -3.450220824800222935e-02, -3.155333045249980595e-02, -3.662677941426284445e-02, -2.969895170924758895e-02
1.904000000000000000e+03, 1.557868378005274751e-02, 1.165710811967400062e-01, -9.532946820438356617e-02, -4.668967958332242985e-03, 4.343206684066519552e-02, 1.374290062009042301e-01, -1.902025185050026240e-02, 3.984476655335451867e-02, 8.941831292145899224e-02, 7.094278673257289891e-02, -3.849805419678922758e-02, 6.145665442018791863e-02, -6.496088115379528537e-03, -3.476956977672746030e-02, 2.021328815669494461e-02, 1.403862032739247243e-02
1.905000000000000000e+03, 3.042326538427031490e-02, 1.659045192112476030e-01, 4.018543069984947813e-02, -8.629801153176666628e-02, 3.228814540852839587e-02, 1.038831863993530114e-01, -2.905443566350173965e-02, -6.368337475199349618e-02, -3.703294361080708419e-02, -6.928939176504426978e-02, -9.887275806382629997e-03, -7.387001318770941571e-02, 5.631260566970400228e-03, -2.310229841192201483e-01, 1.264258645823915228e-02, 2.172746857111320859e-02
1.906000000000000000e+03, 4.655013092255457646e-02, -6.763176015351758663e-02, -1.324465533105253223e-01, -5.382053137516040753e-02, -8.131400655043694026e-02, 2.225884649447623931e-01, -1.201991124102932545e-01, -5.081753658851122929e-02, -1.039488623887784621e-03, 7.221381069498120607e-04, -7.720962683495942447e-02, 3.303972196914653492e-02, 2.134269407442939553e-02, 3.873266521375467453e-01, -1.016994529624315816e-02, -2.702931218642215180e-02
1.907000000000000000e+03, 2.728591778692540312e-02, 1.097752391262745708e-01, 9.430497086134508739e-03, 4.286454203679602309e-02, 1.775162352527013057e-02, 1.200364670359801295e-01, -3.735855813886637677e-02, 3.685644562167472715e-02, 3.173828012090908895e-02, -1.029497993428947922e-03, 7.575273663594273010e-02, 6.927744715135218667e-02, -2.074242552036420061e-03, 2.784245831074392274e-01, -3.297538396176646208e-02, 2.188086492245993470e-02
1.908000000000000000e+03, 2.492213104339273053e-02, -2.771931595819445912e-02, 4.961363213434531738e-02, 7.492097930814399509e-02, -5.687678325556935408e-03, -4.011499819417738838e-02, -1.115017895567366191e-02, -6.896582650392034386e-02, -4.298444666648515433e-02, -2.128131846612423342e-02, -1.073606546592876243e-01, -8.736518139964413732e-02, -8.112408880805513367e-03, -3.607667690063990351e-01, 6.988365225693433935e-02, 2.135682251837547636e-03
1.909000000000000000e+03, 3.220016613609436029e-02, 1.853867743579166449e-01, 3.614995837975843590e-02, -2.545532096503228328e-02, 6.304994046493241078e-02, -1.845217168407030095e-01, -1.094723415828710925e-02, -1.096024786780580573e-02, 4.905759165422164669e-02, 4.845845129212886238e-02, 7.058268387992383541e-02, -2.378879345551576305e-02, -4.081401895740114499e-02, -1.400112174295029821e-01, -2.294702109340868157e-02, 4.617975034032584247e-02
1.910000000000000000e+03, 6.213853254245643720e-03, -5.084721572905424869e-02, -4.323912988288953346e-02, -9.256565887858642094e-03, 1.911227201989269819e-02, 1.031013052420452353e-01, 1.862797361387319613e-03, 5.425446392563178233e-02, 2.892108258442968247e-02, 4.982732875284098806e-02, -1.151729210473997206e-01, 3.450593098934196662e-02, 6.596192099405129815e-03, 3.781774390897206795e-01, 1.529553589280777115e-02, 2.105720961208892156e-02
1.911000000000000000e+03, 8.722392604494196011e-02, 6.892802765203717187e-04, -2.891566459916553034e-02, -6.345138548347245555e-02, 3.931703584182745514e-03, 1.555423283030125600e-02, 2.884311650083932685e-02, 2.241994886018182018e-02, 6.290156018083746525e-02, 2.110806386313534427e-02, -7.756653812105288905e-03, 2.826387187304360213e-02, 3.241468187692288228e-02, 6.918540848562847179e-02, -5.145816467351010254e-02, -7.037550975862416104e-03
