year, NorESM2-LM, IPSL-CM6A-LR, MPI-ESM1-2-LR, CESM2-WACCM, GFDL-ESM4, ACCESS-ESM1-5, EC-Earth3-Veg, NorESM2-MM, TaiESM1, CanESM5, CNRM-ESM2-1, MIROC-ES2L, CMCC-CM2-SR5
1.997000000000000000e+03, 8.464197033481376531e-01, 1.964656955690287088e+00, 7.497249981560331733e+00, 9.492362605235800110e-01, 1.036254571327943630e+00, 1.753826851574725953e+00, 1.584264184212787585e+00, 9.144370852095065061e-01, 2.068471900505233774e-01, 6.121162268199619838e+00, 1.049819664560124721e+01, 4.543355628617359088e+00, 9.109179870709475102e-01
1.998000000000000000e+03, 8.811391829234805906e-01, 1.968228300735394454e+00, 7.521970001360017477e+00, 9.405069472629146166e-01, 1.037135595610340300e+00, 1.737211114036234516e+00, 1.610938422349955434e+00, 9.520715855308090614e-01, 1.829499699249795552e-01, 6.076026932236010758e+00, 1.055481641384551317e+01, 4.534110074722429218e+00, 8.646574406222492515e-01
1.999000000000000000e+03, 8.982793046461547970e-01, 1.976320232683121070e+00, 7.523002182100117174e+00, 9.285559519247339466e-01, 1.031431547385198932e+00, 1.734093842405453501e+00, 1.542952430321512747e+00, 9.406814158337594156e-01, 1.936075591837350396e-01, 6.122776952658295357e+00, 1.063291821031743645e+01, 4.555502133485314964e+00, 8.729120001128511941e-01
2.000000000000000000e+03, 8.784875530591125248e-01, 1.975599961100425572e+00, 7.590949447277222539e+00, 9.329588818937496475e-01, 1.034286468259025815e+00, 1.753016503147854399e+00, 1.561326105696535294e+00, 8.702194449732338910e-01, 2.276883709199105654e-01, 6.172074718334427779e+00, 1.073579158195516037e+01, 4.585462139214730115e+00, 8.485244607143203055e-01
2.001000000000000000e+03, 8.213797900526653706e-01, 1.979179079759669779e+00, 7.587278870010823795e+00, 9.223811747675942918e-01, 1.039605798023098382e+00, 1.771689202075548364e+00, 1.443850929263177374e+00, 8.084356425696522797e-01, 2.051497902511904003e-01, 6.106734412720843608e+00, 1.082734437523112092e+01, 4.595157685010708981e+00, 9.615341547307424408e-01
2.002000000000000000e+03, 8.561514968351247035e-01, 1.962430372566812409e+00, 7.559840277859368740e+00, 9.428497855362000246e-01, 1.039002592341410791e+00, 1.751917111949542472e+00, 1.485518750018929524e+00, 8.248982607447741255e-01, 1.719430303456387366e-01, 6.054101493946361323e+00, 1.082976731038909790e+01, 4.568231312352530438e+00, 9.097820050922885704e-01
2.003000000000000000e+03, 8.790080899430501304e-01, 1.972728438891732328e+00, 7.552628960738442920e+00, 9.974621354868087320e-01, 1.062956858692269080e+00, 1.738604410398229660e+00, 1.565304881706363505e+00, 8.612714636942329083e-01, 1.995514708016590533e-01, 6.053731434619882279e+00, 1.080528650896127729e+01, 4.506291517990967499e+00, 8.364243786280287640e-01
2.004000000000000000e+03, 8.522679938074582129e-01, 1.984430026591995633e+00, 7.620553583802471387e+00, 1.016056580581714552e+00, 1.055514521080463286e+00, 1.720085604520913192e+00, 1.664636079564239202e+00, 8.495521851058045470e-01, 1.787274830484370802e-01, 6.032513394493522974e+00, 1.088308261879610939e+01, 4.447315082011028764e+00, 8.534860789551489413e-01
2.005000000000000000e+03, 8.553417969610209726e-01, 2.010327709075690805e+00, 7.692055245150261733e+00, 1.031806378375614397e+00, 1.054327954305843251e+00, 1.707531565583145561e+00, 1.606419468382188409e+00, 8.677150380832722165e-01, 1.906030184572883313e-01, 6.066208789301695603e+00, 1.095696377516689957e+01, 4.376014631824871159e+00, 8.725608479832946962e-01
2.006000000000000000e+03, 8.620636022487386807e-01, 2.027674551073667342e+00, 7.714615228465197205e+00, 1.007866086498839797e+00, 1.053793617291211460e+00, 1.716871214155272440e+00, 1.619450513594594243e+00, 9.054999202432422178e-01, 2.455764023363660453e-01, 6.101072322744096610e+00, 1.096958603747887118e+01, 4.366387122292316292e+00, 9.039870455087199996e-01
2.007000000000000000e+03, 8.068051415267765147e-01, 2.050858294508544954e+00, 7.689752429294823166e+00, 9.297104449822856109e-01, 1.052915887718638421e+00, 1.722638476285180076e+00, 1.486731378707462969e+00, 9.476412104468201481e-01, 1.755396865028031883e-01, 6.107565460183114858e+00, 1.101398595619494358e+01, 4.386814715915546614e+00, 9.189781698403222121e-01
2.008000000000000000e+03, 8.148814468278383627e-01, 2.055750246797480418e+00, 7.681344523233484267e+00, 8.457020461362950714e-01, 1.062999208889038760e+00, 1.726248765718250366e+00, 1.442071666413566655e+00, 9.453846100523669582e-01, 1.900081956725517274e-01, 6.107613459930598232e+00, 1.105815773160149185e+01, 4.392100364037350602e+00, 9.285499042241994738e-01
2.009000000000000000e+03, 7.862071320214282233e-01, 2.035029801899301827e+00, 7.747307104214071316e+00, 9.125360906739038436e-01, 1.066854057030084624e+00, 1.748998399775523849e+00, 1.679018006722634571e+00, 8.727722760730977081e-01, 2.027714680417153081e-01, 6.162866550687509992e+00, 1.112376281320501725e+01, 4.395622553700246904e+00, 9.693098878253487705e-01
2.010000000000000000e+03, 7.903604771992309708e-01, 2.059942693297668548e+00, 7.739401518286843640e+00, 9.550454638047062295e-01, 1.056380946350425454e+00, 1.769822046880093147e+00, 1.617341398888165527e+00, 8.690348939880331303e-01, 1.867250446363109273e-01, 5.972421019681121379e+00, 1.119738060253673773e+01, 4.386484713718608930e+00, 9.981700225035504692e-01
2.011000000000000000e+03, 7.685220411259990891e-01, 2.093289677931516657e+00, 7.754234019617214813e+00, 9.861350587264202661e-01, 1.060492243945001745e+00, 1.793985885694063365e+00, 1.464364409731160999e+00, 8.516063820112140803e-01, 1.859780826496646722e-01, 5.873820640203311960e+00, 1.121932188148936049e+01, 4.359562691182035543e+00, 9.323570428207045291e-01
2.012000000000000000e+03, 7.747861683557353274e-01, 2.092913097945699796e+00, 7.771289639528792925e+00, 9.491559228162812500e-01, 1.057809451866521977e+00, 1.785193274257454554e+00, 1.364248789704919140e+00, 8.284492900708881891e-01, 2.199216268600722723e-01, 5.839363552436095617e+00, 1.128317331343930796e+01, 4.357473543289271056e+00, 8.619845959393380719e-01
2.013000000000000000e+03, 7.908025723050543521e-01, 2.115662717798640013e+00, 7.790685996760636556e+00, 9.610332919967272680e-01, 1.065526918547403001e+00, 1.784265801125069606e+00, 1.558122460840363432e+00, 8.135361199997368509e-01, 2.492543360769247929e-01, 5.760686799608935260e+00, 1.129220005717857056e+01, 4.398604176008499955e+00, 9.122723577469735723e-01
2.014000000000000000e+03, 8.067636130113606807e-01, 2.114445075482618286e+00, 7.797681502670640086e+00, 1.065179877083829219e+00, 1.097867262984224990e+00, 1.790234815754302655e+00, 1.711376350498416965e+00, 8.701970599503271453e-01, 1.956547105969105860e-01, 5.673964835361291037e+00, 1.130238246864386120e+01, 4.410753198963552002e+00, 1.049571603043276680e+00
