year, IPSL-CM6A-LR, EC-Earth3-Veg, UKESM1-0-LL, ACCESS-ESM1-5, NorESM2-MM, NorESM2-LM, TaiESM1, MIROC-ES2L, CESM2-WACCM, CNRM-ESM2-1, MPI-ESM1-2-LR, CMCC-CM2-SR5, CanESM5, GFDL-ESM4
1.991000000000000000e+03, 9.344100714434073751e+00, 5.042928098370486367e+01, 5.821276119997698117e+01, 3.573973571340891908e+01, 1.511849665552409405e+01, 1.892392442369682826e+01, 7.692233865586934449e+00, 1.319838248959097271e+01, 1.847787575180437969e+01, 5.185032660100732471e+01, 3.102757431142993738e+01, 5.243477529133689075e+01, 3.834427819953344141e+01, 3.234429623054243752e+00
1.992000000000000000e+03, 9.349031237912841519e+00, 5.042106189299390451e+01, 5.825232171937816616e+01, 3.576604155870568746e+01, 1.515678725748701616e+01, 1.897472646983081290e+01, 7.714198277172001461e+00, 1.323856789932966649e+01, 1.849557415852250486e+01, 5.194100131906741069e+01, 3.104002561271610006e+01, 5.242932391756925625e+01, 3.830686538093693372e+01, 3.219329791521246875e+00
1.993000000000000000e+03, 9.360283532934410289e+00, 5.044135642758399740e+01, 5.824197008422988375e+01, 3.579573714356766345e+01, 1.519641563946290042e+01, 1.901285732735641787e+01, 7.735711254645660340e+00, 1.328193310903698610e+01, 1.851614010416144041e+01, 5.203095807157311015e+01, 3.107009485067974808e+01, 5.246412576919949089e+01, 3.827282694816014441e+01, 3.227524276050963259e+00
1.994000000000000000e+03, 9.361536794933867256e+00, 5.046819339042965424e+01, 5.823057895337024803e+01, 3.583046203980180877e+01, 1.522412913943949242e+01, 1.904430477143644040e+01, 7.735080414407974558e+00, 1.332500189853588601e+01, 1.855514064741582914e+01, 5.211846113370473432e+01, 3.108049333174027140e+01, 5.248498856346400743e+01, 3.823988350235187283e+01, 3.230009335896302236e+00
1.995000000000000000e+03, 9.368871617702815513e+00, 5.047107750536586934e+01, 5.829301113243613486e+01, 3.586207224257295678e+01, 1.526241214434678461e+01, 1.908655966451864572e+01, 7.747223722128468992e+00, 1.337716819355950371e+01, 1.858997730237638280e+01, 5.220576925652736122e+01, 3.115188272619283083e+01, 5.251418111072553074e+01, 3.821253083071447065e+01, 3.234144160965179982e+00
1.996000000000000000e+03, 9.383592604479160215e+00, 5.048101996080038845e+01, 5.833080224805330261e+01, 3.588948781100670260e+01, 1.530856406697658301e+01, 1.911548222586008805e+01, 7.779067865974000462e+00, 1.345095195340447880e+01, 1.863117491762593403e+01, 5.228527697332334156e+01, 3.112827413298073509e+01, 5.253931806370823665e+01, 3.818183458422272025e+01, 3.229367774419258819e+00
1.997000000000000000e+03, 9.401440257384077626e+00, 5.051123713345718613e+01, 5.832092012554479510e+01, 3.591329331962614901e+01, 1.535785526573693005e+01, 1.914498441503549842e+01, 7.794328537391121081e+00, 1.353064858158046846e+01, 1.867631182358193698e+01, 5.236885370783107163e+01, 3.114791193703855754e+01, 5.255605618138039148e+01, 3.815201113891961171e+01, 3.232376604539503262e+00
1.998000000000000000e+03, 9.408838893300364603e+00, 5.051954195770372991e+01, 5.830872924829738935e+01, 3.592090715867043826e+01, 1.540629238420810054e+01, 1.918281152250705190e+01, 7.794205997667122965e+00, 1.359280659475803965e+01, 1.872102543885534942e+01, 5.245955833692015347e+01, 3.118327662025463098e+01, 5.255823704749679592e+01, 3.812881823109533030e+01, 3.230948554078192370e+00
1.999000000000000000e+03, 9.415813950248146824e+00, 5.052647416296986904e+01, 5.837151762311891900e+01, 3.593018031069915708e+01, 1.545215295768719521e+01, 1.922642463661436807e+01, 7.795107488674988261e+00, 1.362685816078409751e+01, 1.875665682569432846e+01, 5.255148011010813036e+01, 3.117520730197605161e+01, 5.256267983753681250e+01, 3.809032609477765874e+01, 3.234181459921900537e+00
2.000000000000000000e+03, 9.423866685087077144e+00, 5.053072522218964480e+01, 5.837345935577267397e+01, 3.595599035187523640e+01, 1.548749115794992193e+01, 1.927349312437402418e+01, 7.821441460601889162e+00, 1.363510031589220617e+01, 1.878921207376318847e+01, 5.264758661285874553e+01, 3.125331890150316383e+01, 5.256039109385331187e+01, 3.805691706615860426e+01, 3.235886046714947728e+00
2.001000000000000000e+03, 9.430416261686456636e+00, 5.049564278328553968e+01, 5.833097347169154290e+01, 3.599624066415494639e+01, 1.550387240405940226e+01, 1.930678948897805114e+01, 7.850548459027021586e+00, 1.363464268153435555e+01, 1.881956536649994760e+01, 5.276519209856056136e+01, 3.125321321366417848e+01, 5.257248385634490262e+01, 3.803652142427578298e+01, 3.236304423550000919e+00
2.002000000000000000e+03, 9.434872087528242801e+00, 5.045439476418790292e+01, 5.830934044682710038e+01, 3.602054061418048292e+01, 1.552295616195292816e+01, 1.932793019549548674e+01, 7.841820492982849444e+00, 1.364414903825937486e+01, 1.884846271038173526e+01, 5.286575780084165643e+01, 3.123093981153350640e+01, 5.259663405857968144e+01, 3.800490508714578652e+01, 3.246871433418615283e+00
2.003000000000000000e+03, 9.442705854300404766e+00, 5.046395055391132445e+01, 5.834800467576719996e+01, 3.604060125376270918e+01, 1.555258095955654873e+01, 1.936673475041039083e+01, 7.847968599628443620e+00, 1.366794503810344175e+01, 1.889269242903860402e+01, 5.294912886172529909e+01, 3.122692543862810055e+01, 5.259561042422014054e+01, 3.796943747894065524e+01, 3.246869616394042701e+00
2.004000000000000000e+03, 9.452853107923136378e+00, 5.050106547238543442e+01, 5.836775211486671822e+01, 3.604834883013010227e+01, 1.558936217719547201e+01, 1.939777419930931046e+01, 7.855884257548393812e+00, 1.370320384787585333e+01, 1.894509630358003349e+01, 5.303930446300804391e+01, 3.127821810398351587e+01, 5.259071644959106351e+01, 3.793670703447308057e+01, 3.253902297594042370e+00
2.005000000000000000e+03, 9.467149470991016003e+00, 5.053044189278922005e+01, 5.839678697780550465e+01, 3.604884234721828307e+01, 1.562500071298646809e+01, 1.943242562841149734e+01, 7.833941898776815904e+00, 1.375704198480905127e+01, 1.898639412153710282e+01, 5.314201818586766990e+01, 3.137803691579581056e+01, 5.259583976410986850e+01, 3.790179982685471316e+01, 3.264258031506271696e+00
2.006000000000000000e+03, 9.484075941441711066e+00, 5.053262720281767173e+01, 5.840258658637113598e+01, 3.606311593176153707e+01, 1.566756861756636532e+01, 1.946011420117113389e+01, 7.882608810525804088e+00, 1.378422175034674169e+01, 1.903343222934796941e+01, 5.322833876318437518e+01, 3.143249040278644557e+01, 5.259675741418610784e+01, 3.786459007363879437e+01, 3.269018722235107699e+00
2.007000000000000000e+03, 9.497833326239472740e+00, 5.048952928782784255e+01, 5.842311457290131926e+01, 3.608263049133783085e+01, 1.571629105701213014e+01, 1.947988088201156387e+01, 7.888488554081861004e+00, 1.379026592197086387e+01, 1.906667161335351679e+01, 5.332244550185643561e+01, 3.141678641182229725e+01, 5.260610682122126747e+01, 3.783539279165043467e+01, 3.252935516884914779e+00
2.008000000000000000e+03, 9.511534056543105464e+00, 5.042605279137440277e+01, 5.845558137261930653e+01, 3.608957131633269455e+01, 1.576574718045113954e+01, 1.950315271704736730e+01, 7.884178942849705329e+00, 1.378756680666353063e+01, 1.906082387870234029e+01, 5.342509323592832970e+01, 3.139090201316449935e+01, 5.261454172935593476e+01, 3.780738748993972820e+01, 3.239694647215045187e+00
2.009000000000000000e+03, 9.515993648585265419e+00, 5.044987152478199732e+01, 5.846784784688110648e+01, 3.610444243950460930e+01, 1.579971549644651141e+01, 1.951874703301688996e+01, 7.886441933763349788e+00, 1.380160746660983584e+01, 1.907314940807924586e+01, 5.352827568862586105e+01, 3.146429638009749397e+01, 5.262584184167695156e+01, 3.778190904928733573e+01, 3.240917470477883366e+00
2.010000000000000000e+03, 9.529262761001824344e+00, 5.049980732790007210e+01, 5.846258049664415779e+01, 3.612980392291872533e+01, 1.582986905435648062e+01, 1.953703435586362502e+01, 7.890583164382218406e+00, 1.382199155997968276e+01, 1.910583255887408427e+01, 5.363520178093186530e+01, 3.145873543238951342e+01, 5.265513847503493849e+01, 3.777141404024366977e+01, 3.249665666182446344e+00
2.011000000000000000e+03, 9.548105320699272980e+00, 5.045951186932429522e+01, 5.844011631080337565e+01, 3.617265442047372659e+01, 1.585372794715408595e+01, 1.954986659723083520e+01, 7.882012129901501574e+00, 1.383776978862993090e+01, 1.914240660014962359e+01, 5.373692000803450242e+01, 3.147707394848471196e+01, 5.267505574329064189e+01, 3.774267458746786730e+01, 3.246457882142714801e+00
2.012000000000000000e+03, 9.564711709051945121e+00, 5.039137858914209289e+01, 5.846107484549297340e+01, 3.621191614853495366e+01, 1.587221878408729303e+01, 1.955821169590756980e+01, 7.886785272919897061e+00, 1.382636744106242510e+01, 1.918070222249106038e+01, 5.383839770904213395e+01, 3.151043395122762902e+01, 5.267711962045206064e+01, 3.770788009451123202e+01, 3.253577755841087438e+00
2.013000000000000000e+03, 9.582234408387765967e+00, 5.038485855450431217e+01, 5.848022760319571489e+01, 3.623029985243697837e+01, 1.588360612314944831e+01, 1.957906923337212035e+01, 7.936021994076637220e+00, 1.379599172077965541e+01, 1.920425416182830602e+01, 5.393867848414782884e+01, 3.153047295218506108e+01, 5.266803908033406145e+01, 3.767641562423836632e+01, 3.259495394208756114e+00
2.014000000000000000e+03, 9.597722711318091626e+00, 5.044750272451279471e+01, 5.856048462649300035e+01, 3.625124628443101926e+01, 1.591302905924368361e+01, 1.959233087647156424e+01, 7.958795567309977059e+00, 1.377511415278778450e+01, 1.924441565433092194e+01, 5.403085799113512167e+01, 3.154017178664100030e+01, 5.270192784955345644e+01, 3.764491541351257808e+01, 3.251293233279870076e+00
