year, TaiESM1, UKESM1-0-LL, CMCC-CM2-SR5, ACCESS-ESM1-5, IPSL-CM6A-LR, CanESM5, NorESM2-LM, CESM2-WACCM, INM-CM4-8, INM-CM5-0, NorESM2-MM, EC-Earth3-Veg, MIROC-ES2L, CNRM-ESM2-1, MPI-ESM1-2-LR, GFDL-ESM4
2.077000000000000000e+03, 2.859790951840907880e+01, 7.213879501625184787e+01, 5.074492153291443941e+01, 8.109326422589103345e+01, 5.514031380081872413e+01, 8.262087206294410180e+01, 6.666723940808662974e+01, 8.211578027580229389e+01, 8.121126487593112131e+01, 8.182853494992041021e+01, 7.390697876257026167e+01, 3.353117582654929407e+01, 7.302230516590110199e+01, 8.613799900796665554e+01, 4.269268819287309213e+01, 1.168416861955496273e+02
2.078000000000000000e+03, 2.879570164404480792e+01, 7.242076489999838884e+01, 5.122863762272042720e+01, 8.131961254059524435e+01, 5.580307712498503747e+01, 8.371932759325012796e+01, 6.688163777004000110e+01, 8.244757639405720795e+01, 8.134298096488522845e+01, 8.200983197732465158e+01, 7.429968456517723041e+01, 3.406838788976144627e+01, 7.346840595038560195e+01, 8.651355720758971302e+01, 4.314516936828523086e+01, 1.172330247434800583e+02
2.079000000000000000e+03, 2.889594340790207028e+01, 7.267603614969324610e+01, 5.161351172165150558e+01, 8.169712059154174710e+01, 5.653805142984488441e+01, 8.485929636461034420e+01, 6.713385050730276760e+01, 8.292577370705465967e+01, 8.162067772119739573e+01, 8.220729853169845569e+01, 7.477464700033466727e+01, 3.443245072217530378e+01, 7.398770130013708979e+01, 8.718626429207718331e+01, 4.346687698814169210e+01, 1.176700225679513778e+02
2.080000000000000000e+03, 2.905076332567547581e+01, 7.300210374270736224e+01, 5.209820915183806278e+01, 8.218903457293775716e+01, 5.716547657938043869e+01, 8.581820905718724646e+01, 6.771109268546049975e+01, 8.341541374016357224e+01, 8.192308827003272143e+01, 8.233048347778235154e+01, 7.523529129178835717e+01, 3.478533960867424923e+01, 7.456456535928795404e+01, 8.797795795785989981e+01, 4.368959389075963884e+01, 1.180957651451440142e+02
2.081000000000000000e+03, 2.927489901836823449e+01, 7.342542189652742479e+01, 5.275373607619449956e+01, 8.257777859478262883e+01, 5.784687860904633538e+01, 8.661285404249156272e+01, 6.817723632996222705e+01, 8.421225862104286364e+01, 8.208471682071859732e+01, 8.245474642351211969e+01, 7.563673425308543585e+01, 3.500959331343528191e+01, 7.504695206878841418e+01, 8.868272097486828898e+01, 4.386782758290015494e+01, 1.186729775859940332e+02
2.082000000000000000e+03, 2.953389391836597966e+01, 7.371191077866814112e+01, 5.295817512668980243e+01, 8.276810756236623945e+01, 5.858056641825835698e+01, 8.732741662850132514e+01, 6.839106615119058574e+01, 8.483990001835501005e+01, 8.228481139573442249e+01, 8.261032665575235967e+01, 7.616934285706524577e+01, 3.541448610819821852e+01, 7.559925550384377857e+01, 8.941365699973604819e+01, 4.415520375837174072e+01, 1.193383402502448689e+02
2.083000000000000000e+03, 2.963051926774631539e+01, 7.390444507248108152e+01, 5.314836723970500998e+01, 8.297011950345756759e+01, 5.930600979753835134e+01, 8.832424536447796015e+01, 6.882235971888532333e+01, 8.511959879617634783e+01, 8.245292265186792235e+01, 8.275554620844960141e+01, 7.660860589145613631e+01, 3.606827391992582221e+01, 7.614497816095837379e+01, 9.012648256849826112e+01, 4.439224281750940548e+01, 1.200128696703146005e+02
2.084000000000000000e+03, 2.976926901817134663e+01, 7.424323452043988425e+01, 5.380166791408495186e+01, 8.327611796755664386e+01, 6.004281427683051930e+01, 8.937317339888242884e+01, 6.935955440018260276e+01, 8.529433658088136383e+01, 8.252045559962192556e+01, 8.302688952752075124e+01, 7.703195804931250734e+01, 3.683161252781239625e+01, 7.668842026830934344e+01, 9.084038492911997764e+01, 4.457623575308689823e+01, 1.205696157785073126e+02
2.085000000000000000e+03, 2.992748606205960726e+01, 7.476779287104663752e+01, 5.361303983006828133e+01, 8.367097078308515279e+01, 6.076944503338006598e+01, 9.034305642291876381e+01, 7.008943339193902489e+01, 8.565258390965622937e+01, 8.266705941279658987e+01, 8.331024756807509846e+01, 7.741834397331275852e+01, 3.761752330251515275e+01, 7.710964975326479021e+01, 9.165538083182323703e+01, 4.482577509391950343e+01, 1.209708238886679794e+02
2.086000000000000000e+03, 3.006201562364228153e+01, 7.519605140661569465e+01, 5.297693969111337964e+01, 8.409155022929654422e+01, 6.147260040178945673e+01, 9.130178832787743204e+01, 7.069555742270868848e+01, 8.622037228247995699e+01, 8.296901604333777414e+01, 8.358254482662162843e+01, 7.792487190380693107e+01, 3.824130535296664135e+01, 7.752111094818877746e+01, 9.233068684952789340e+01, 4.508072802685640568e+01, 1.213142361086602818e+02
2.087000000000000000e+03, 3.020048314563476666e+01, 7.547284709963474825e+01, 5.298762857419199435e+01, 8.445769273132447097e+01, 6.215424280527209788e+01, 9.247145147118943953e+01, 7.094434838675972799e+01, 8.669777843147139151e+01, 8.310488715947091976e+01, 8.372435169162538671e+01, 7.857344314169718302e+01, 3.898637564440151948e+01, 7.784830376574889499e+01, 9.314111305788797779e+01, 4.550620320002482799e+01, 1.217950142259101796e+02
2.088000000000000000e+03, 3.039239354354822353e+01, 7.572457986551657427e+01, 5.329165273009098058e+01, 8.479103840800495107e+01, 6.288402963401794210e+01, 9.366770063182480044e+01, 7.124899009275218020e+01, 8.710779562641856444e+01, 8.320026883623404501e+01, 8.397173545592202970e+01, 7.931523590098649379e+01, 3.960228956876662920e+01, 7.810910523871557132e+01, 9.374830386486655698e+01, 4.563897666920733798e+01, 1.223256111388518974e+02
2.089000000000000000e+03, 3.067414618359447687e+01, 7.600803831435197822e+01, 5.364153187921416333e+01, 8.513070948453973585e+01, 6.361882363774395088e+01, 9.472545155484309021e+01, 7.145778890250421966e+01, 8.712646826745454121e+01, 8.326014836342315562e+01, 8.418732705070780753e+01, 7.995404951584487208e+01, 4.040363978984034077e+01, 7.867846267040127373e+01, 9.451499252007481289e+01, 4.577525739399357718e+01, 1.227006673496212130e+02
2.090000000000000000e+03, 3.080012302932912860e+01, 7.629920667250425481e+01, 5.378268969757542095e+01, 8.541778433886381094e+01, 6.434790090549418551e+01, 9.571874455610638677e+01, 7.168088525547743473e+01, 8.756572959208210705e+01, 8.344612568943958308e+01, 8.434104247805144894e+01, 8.038572337352283625e+01, 4.096529362255169104e+01, 7.944130761946129837e+01, 9.522916865249247564e+01, 4.602208436443819295e+01, 1.232602305156635936e+02
2.091000000000000000e+03, 3.095527124653874651e+01, 7.677712242146706956e+01, 5.415316696071614899e+01, 8.570891621332938826e+01, 6.514181492232883386e+01, 9.671672321451889331e+01, 7.185681744795873271e+01, 8.842903730164721310e+01, 8.363315570713669445e+01, 8.453841786233704170e+01, 8.070081039731371675e+01, 4.118765538506719537e+01, 8.016479784308808121e+01, 9.590413847146066928e+01, 4.636774969361809440e+01, 1.238133005352983105e+02
2.092000000000000000e+03, 3.114530003746967424e+01, 7.724423467654573017e+01, 5.433871090427810202e+01, 8.609367624141513886e+01, 6.586757618961830474e+01, 9.771291967639039910e+01, 7.217117587958620106e+01, 8.887190695668213891e+01, 8.381276806717724526e+01, 8.473677745966597286e+01, 8.097066362101119807e+01, 4.156056188391603001e+01, 8.076564076160208572e+01, 9.676105850215037663e+01, 4.660570683144410253e+01, 1.244750108290193822e+02
2.093000000000000000e+03, 3.136166154185860933e+01, 7.760187609560105670e+01, 5.413847557283428813e+01, 8.651025992985094604e+01, 6.659385438219383957e+01, 9.877053448585013484e+01, 7.240806089276939872e+01, 8.923904463698934819e+01, 8.403289212878654268e+01, 8.490119619888100999e+01, 8.162320490562204611e+01, 4.199962264911390264e+01, 8.117381428625279227e+01, 9.757689532312818415e+01, 4.674229390013700680e+01, 1.252506904990401040e+02
2.094000000000000000e+03, 3.150232059327238332e+01, 7.804429261815323571e+01, 5.417527801387593200e+01, 8.691188436917562399e+01, 6.722504857600702621e+01, 9.983289584739029010e+01, 7.276917822005685821e+01, 8.985698686304041871e+01, 8.414612050173951729e+01, 8.499637194768621384e+01, 8.231732630391992700e+01, 4.263920028097922454e+01, 8.144939525282957504e+01, 9.828001737620293454e+01, 4.689088745319689622e+01, 1.259306331828076253e+02
2.095000000000000000e+03, 3.156756747992048062e+01, 7.838237237675768654e+01, 5.439710916784760997e+01, 8.724401898973543723e+01, 6.796373326093016942e+01, 1.007256178506603419e+02, 7.329668106113665260e+01, 9.057200965976497287e+01, 8.430150389037405034e+01, 8.509105359578852301e+01, 8.284044379889965626e+01, 4.315617229142563360e+01, 8.194485706293642124e+01, 9.910232368535110936e+01, 4.703000152582514914e+01, 1.264438926565108687e+02
2.096000000000000000e+03, 3.172024186437772286e+01, 7.878463389753970603e+01, 5.448087297690165087e+01, 8.760107368541640938e+01, 6.883454523874884501e+01, 1.017034332970359998e+02, 7.346573407558192059e+01, 9.083660717584636757e+01, 8.454957397345779668e+01, 8.517841272079103021e+01, 8.342373256718421715e+01, 4.389626952580572095e+01, 8.259306420683020633e+01, 1.000064593710413874e+02, 4.715396446074209535e+01, 1.268650612620922544e+02
2.097000000000000000e+03, 3.191925222663579120e+01, 7.925870481130250766e+01, 5.495069830437432756e+01, 8.804438804051928003e+01, 6.962853033257630386e+01, 1.027782424721976184e+02, 7.379467884502349762e+01, 9.107945834454157819e+01, 8.480247214055582106e+01, 8.531288189031242553e+01, 8.396198969335105744e+01, 4.465048731174895380e+01, 8.320230195249408212e+01, 1.008074871128471415e+02, 4.740354606060898135e+01, 1.274594290856776411e+02
2.098000000000000000e+03, 3.210324037558403631e+01, 7.977167996351924728e+01, 5.559403881172444528e+01, 8.835070283397332958e+01, 7.039526505387000554e+01, 1.039169143344088297e+02, 7.433901542469452295e+01, 9.150064303710939839e+01, 8.496876557654421447e+01, 8.540450949044544871e+01, 8.424754111174632953e+01, 4.539013399579781805e+01, 8.371563175876173091e+01, 1.015749710763909945e+02, 4.765201697026235195e+01, 1.280707672200340994e+02
2.099000000000000000e+03, 3.224942946989444437e+01, 8.023142421555412795e+01, 5.610369390577792359e+01, 8.850953967884677809e+01, 7.104603248592309228e+01, 1.048789443242322506e+02, 7.491728185252492267e+01, 9.164680274149424122e+01, 8.503426087705676650e+01, 8.550396415573017350e+01, 8.454903212343030816e+01, 4.602328728677183989e+01, 8.399177973765108618e+01, 1.020548179626609766e+02, 4.794102378559087185e+01, 1.287356753623737973e+02
2.100000000000000000e+03, 3.258802758354870832e+01, 8.054625530182278226e+01, 5.642828307980493463e+01, 8.893615728850964786e+01, 7.174969536255547098e+01, 1.061432913801440776e+02, 7.565438343504527552e+01, 9.220651360945227282e+01, 8.505469697669946072e+01, 8.561391515896944782e+01, 8.505983417429972349e+01, 4.678132214995972760e+01, 8.423449481157456376e+01, 1.027789085386020105e+02, 4.817945553253920110e+01, 1.296333860106266798e+02
