year, NorESM2-LM, ACCESS-ESM1-5, CESM2-WACCM, NorESM2-MM, TaiESM1, CanESM5, CMCC-CM2-SR5, EC-Earth3-Veg, GFDL-ESM4, UKESM1-0-LL, IPSL-CM6A-LR, INM-CM5-0, INM-CM4-8, MPI-ESM1-2-LR, MIROC-ES2L, CNRM-ESM2-1
2.046000000000000000e+03, 2.692412606123820069e+02, 2.690396506020676952e+02, 2.698026236772001312e+02, 2.679379583936921563e+02, 2.680966037138714455e+02, 2.711701790917411472e+02, 2.711003624724684755e+02, 2.683031850396218942e+02, 2.681747650357795578e+02, 2.689164702745159730e+02, 2.705745020645704244e+02, 2.693918419155443189e+02, 2.677734784909480368e+02, 2.684909929647724312e+02, 2.711705483355003139e+02, 2.686296497027996111e+02
2.047000000000000000e+03, 2.693589445214799412e+02, 2.701270468362146175e+02, 2.694228794631451365e+02, 2.668818129694723780e+02, 2.688062088874589222e+02, 2.721640825840871116e+02, 2.702626602270438525e+02, 2.687323130255339834e+02, 2.681429980589867341e+02, 2.682203211681567154e+02, 2.703509665796883610e+02, 2.689207439670655617e+02, 2.684266172410685840e+02, 2.681919727219391234e+02, 2.707683213933553930e+02, 2.690392513709026616e+02
2.048000000000000000e+03, 2.695458072384379307e+02, 2.699972352931015962e+02, 2.698155647697449808e+02, 2.668470784725241174e+02, 2.680486969126335453e+02, 2.722531194757895037e+02, 2.708414453762894141e+02, 2.688051673109093258e+02, 2.687319565812675819e+02, 2.682026004746192029e+02, 2.691994693455380911e+02, 2.689950275966991740e+02, 2.679382214897445920e+02, 2.686516046412317564e+02, 2.708270950913826596e+02, 2.698253213302103291e+02
2.049000000000000000e+03, 2.688473899456275262e+02, 2.699854796811005144e+02, 2.699898946530153694e+02, 2.673675450384572514e+02, 2.685516678834314348e+02, 2.725305974143386152e+02, 2.707892955886492246e+02, 2.681106199810202497e+02, 2.692227495817921863e+02, 2.690655737654164454e+02, 2.705172756689216840e+02, 2.691382256041598566e+02, 2.676773813984323169e+02, 2.683989313814158777e+02, 2.707388712234235300e+02, 2.700226017247979939e+02
2.050000000000000000e+03, 2.699352619428699427e+02, 2.702069386872082646e+02, 2.701760742817314167e+02, 2.676568894009509449e+02, 2.678855509743939933e+02, 2.725190577065142179e+02, 2.705915441629036877e+02, 2.674464989404821154e+02, 2.679732548730993358e+02, 2.696315612208314292e+02, 2.708090114866462841e+02, 2.685296182265663560e+02, 2.679159993459423390e+02, 2.684702439760150696e+02, 2.705409166750649206e+02, 2.699282162020099349e+02
2.051000000000000000e+03, 2.702446988573408930e+02, 2.704378956393065323e+02, 2.698162668508350635e+02, 2.675314837576888181e+02, 2.688358868232648433e+02, 2.726804655764097447e+02, 2.713726687820533812e+02, 2.691080393486873277e+02, 2.684095210146961676e+02, 2.691700013442385853e+02, 2.712841824959895689e+02, 2.688598584122667603e+02, 2.683664971985456305e+02, 2.690781953302847569e+02, 2.712216050467251875e+02, 2.694661604060244144e+02
2.052000000000000000e+03, 2.702960521382880756e+02, 2.705764032703582416e+02, 2.701564015804460155e+02, 2.689793972805279054e+02, 2.681211014460333217e+02, 2.724227579886206740e+02, 2.709569762281352041e+02, 2.690115067725645304e+02, 2.689410661522976511e+02, 2.692628300767900669e+02, 2.712457933988087575e+02, 2.692266851621573096e+02, 2.678917082791418807e+02, 2.693702567176534330e+02, 2.713856273516101396e+02, 2.692819370004090160e+02
2.053000000000000000e+03, 2.695466941519597981e+02, 2.700960036573538332e+02, 2.697924660810048749e+02, 2.686197810610165675e+02, 2.688938314439915303e+02, 2.723892658631187942e+02, 2.711699323341791228e+02, 2.699025108013086083e+02, 2.689010940368131628e+02, 2.693943652171392955e+02, 2.717413744969587128e+02, 2.692111431976383642e+02, 2.679042555098774869e+02, 2.694157734554152626e+02, 2.712318967340872291e+02, 2.702917886824161542e+02
2.054000000000000000e+03, 2.686447811684594171e+02, 2.702171356831756270e+02, 2.706959878145357834e+02, 2.683498823963198561e+02, 2.691930421377077209e+02, 2.723013258505470731e+02, 2.712359610185471865e+02, 2.692584596972677673e+02, 2.688508232224636458e+02, 2.699761291768680849e+02, 2.711545069667848793e+02, 2.684868009323586762e+02, 2.682826500484803205e+02, 2.689645400832801556e+02, 2.715194543340545010e+02, 2.697757863278969239e+02
2.055000000000000000e+03, 2.701719049867984381e+02, 2.708012541988941280e+02, 2.709656908996337847e+02, 2.682177385124676334e+02, 2.682509459626306239e+02, 2.727755633663460344e+02, 2.707245428279929342e+02, 2.692574763966169371e+02, 2.684031913533161173e+02, 2.704136617969873555e+02, 2.715143264285260898e+02, 2.687983438566231484e+02, 2.680621946031908465e+02, 2.688940343101751864e+02, 2.716050287009188651e+02, 2.701351630997080520e+02
2.056000000000000000e+03, 2.705101505250069636e+02, 2.716134584553263949e+02, 2.705619156225313873e+02, 2.684178067605636215e+02, 2.696889483141285382e+02, 2.724173874415272962e+02, 2.710444565146089531e+02, 2.686469594097028448e+02, 2.690565382589043111e+02, 2.703444871635012987e+02, 2.711671963058117285e+02, 2.686128449809456811e+02, 2.684899145592549417e+02, 2.696606872967508934e+02, 2.710808900990741108e+02, 2.700577640665345598e+02
2.057000000000000000e+03, 2.696077581837843127e+02, 2.714785678248276213e+02, 2.710748525502246480e+02, 2.686015627379860575e+02, 2.700489503907732001e+02, 2.725178251742038924e+02, 2.711807526935382953e+02, 2.691668958541788470e+02, 2.697237969909348294e+02, 2.703196936352283046e+02, 2.711513053369657769e+02, 2.695052580918563194e+02, 2.683485597102189217e+02, 2.688665906061783062e+02, 2.718592355068061011e+02, 2.704957913877873921e+02
2.058000000000000000e+03, 2.701377841955397798e+02, 2.716487413691082224e+02, 2.701938688688532011e+02, 2.676717430895480447e+02, 2.700681939044698083e+02, 2.727622559168411271e+02, 2.707280503166298331e+02, 2.691589433789574173e+02, 2.694111251683949604e+02, 2.706374844131679538e+02, 2.713854720813693007e+02, 2.690932647454031894e+02, 2.687774977962374692e+02, 2.686676015352165905e+02, 2.718670711371931930e+02, 2.698505355062593480e+02
2.059000000000000000e+03, 2.697978728988650232e+02, 2.710214479658774280e+02, 2.709661830292826608e+02, 2.681595178460803481e+02, 2.697549152075791881e+02, 2.727724452951196668e+02, 2.709552322154702892e+02, 2.689453113590558928e+02, 2.691747990151157524e+02, 2.705278010635684609e+02, 2.710259234478500048e+02, 2.701812140553308268e+02, 2.688325830321085732e+02, 2.694569930931054387e+02, 2.719054676444645793e+02, 2.701817591678304780e+02
2.060000000000000000e+03, 2.699410389360873523e+02, 2.707341721576311215e+02, 2.705677188972755971e+02, 2.677127660660272568e+02, 2.707070290750667141e+02, 2.733037239619685579e+02, 2.712781117615930953e+02, 2.692474867005226997e+02, 2.697821598082170453e+02, 2.704257934572292470e+02, 2.709919776100119293e+02, 2.697521879878568711e+02, 2.687565177774002905e+02, 2.695720602800573715e+02, 2.717916129142500949e+02, 2.705803333371134727e+02
2.061000000000000000e+03, 2.696048477437739734e+02, 2.709917652717991245e+02, 2.713171721722608254e+02, 2.683216116983801953e+02, 2.697468213657988372e+02, 2.731094026101268923e+02, 2.713603574238006217e+02, 2.698130630588887016e+02, 2.691604143779788956e+02, 2.703896367484534267e+02, 2.718102240698933656e+02, 2.691058966206373384e+02, 2.690570272414603323e+02, 2.697772188927556840e+02, 2.722857570541991663e+02, 2.703799995080571534e+02
2.062000000000000000e+03, 2.705547199456604517e+02, 2.713386264362220004e+02, 2.711579114132781001e+02, 2.690851449672604758e+02, 2.696506962229805708e+02, 2.738996847457722197e+02, 2.722716782396639132e+02, 2.698196520123021855e+02, 2.695209917308103513e+02, 2.699238550208697234e+02, 2.723420805570319203e+02, 2.698286272258073950e+02, 2.688577969990481051e+02, 2.699734915203591754e+02, 2.719638670131641902e+02, 2.707627082500939082e+02
2.063000000000000000e+03, 2.702386168698023994e+02, 2.716887476142056244e+02, 2.710755854618145122e+02, 2.686012712780639617e+02, 2.695921769502267011e+02, 2.741580981465550622e+02, 2.709673915057560976e+02, 2.690744921581509175e+02, 2.690579802137162346e+02, 2.700613683434420977e+02, 2.727530472802552026e+02, 2.695711349977237319e+02, 2.691483410903857703e+02, 2.699251109924110210e+02, 2.716253271570105312e+02, 2.708521671366139572e+02
2.064000000000000000e+03, 2.701198480568362470e+02, 2.714845691826334928e+02, 2.715692460014957987e+02, 2.682671112376314113e+02, 2.700407095033007181e+02, 2.737184760492111764e+02, 2.709626891275249818e+02, 2.707679421782174245e+02, 2.696438971892171139e+02, 2.708021791190947170e+02, 2.723179647666164556e+02, 2.694610608874999116e+02, 2.692751589479777863e+02, 2.695388828199017439e+02, 2.715088066581405428e+02, 2.704602123368978823e+02
2.065000000000000000e+03, 2.696555702613473500e+02, 2.717924437435392520e+02, 2.709173785325361905e+02, 2.689105311205822773e+02, 2.703965348581876356e+02, 2.742471080563134933e+02, 2.713667059042372784e+02, 2.699463209951981071e+02, 2.696777890739884924e+02, 2.705301964908949230e+02, 2.724722605139958205e+02, 2.693780687948106447e+02, 2.693767722344488220e+02, 2.700588789383299400e+02, 2.718661206839144029e+02, 2.712605611821288107e+02
2.066000000000000000e+03, 2.715110477364332837e+02, 2.722893299288067510e+02, 2.717606765829555684e+02, 2.685992704713970625e+02, 2.701129059184089556e+02, 2.742438351126388056e+02, 2.719043078488030574e+02, 2.703889740317074484e+02, 2.699077112478436220e+02, 2.705655157543089899e+02, 2.728159114668005714e+02, 2.693524849895364923e+02, 2.695128029971996284e+02, 2.698963413855470890e+02, 2.726019077916923834e+02, 2.708310806844781951e+02
2.067000000000000000e+03, 2.708120363588668624e+02, 2.720572385519201362e+02, 2.713222575983139109e+02, 2.690329797269215533e+02, 2.709367490421661842e+02, 2.749933957305368608e+02, 2.719189054766771392e+02, 2.709685415816630325e+02, 2.702382765124745561e+02, 2.708892812737397549e+02, 2.725480707520022179e+02, 2.700040414732351906e+02, 2.694894694753978683e+02, 2.695500461077646719e+02, 2.720823722791777186e+02, 2.702365150013744710e+02
2.068000000000000000e+03, 2.710121781932551244e+02, 2.717912922470863464e+02, 2.714561253319980665e+02, 2.683974461169312349e+02, 2.712143983446234756e+02, 2.742918004172087194e+02, 2.730845795216310421e+02, 2.702336477933753827e+02, 2.699929674026269595e+02, 2.715761961400209543e+02, 2.718023222630219493e+02, 2.700020584141757922e+02, 2.695144349655727183e+02, 2.703505651740840108e+02, 2.726690619359746961e+02, 2.710259640882670169e+02
2.069000000000000000e+03, 2.708220768188546117e+02, 2.718521122382475710e+02, 2.724352466899688352e+02, 2.692688374370749216e+02, 2.710420981480158389e+02, 2.745464511151341753e+02, 2.718442473641555921e+02, 2.699124460131225192e+02, 2.707344290129887554e+02, 2.707219861117704340e+02, 2.720159921222891057e+02, 2.706909304748020872e+02, 2.700941344577190648e+02, 2.709502515892236261e+02, 2.721429410185801316e+02, 2.717477262826784568e+02
2.070000000000000000e+03, 2.713420678089958074e+02, 2.721695524618695003e+02, 2.722946870062116886e+02, 2.697884137120148011e+02, 2.711185773754984325e+02, 2.739197424275679396e+02, 2.723453233014209900e+02, 2.697127073428064818e+02, 2.701438166178070901e+02, 2.715333352694103723e+02, 2.714323512048887324e+02, 2.695054849275009587e+02, 2.696747799985600977e+02, 2.701207060816602166e+02, 2.723264772657661865e+02, 2.707336712748235072e+02
2.071000000000000000e+03, 2.715928466227957188e+02, 2.719930646964347716e+02, 2.714875342530267517e+02, 2.686778404555495854e+02, 2.711600505624961102e+02, 2.739276034279122314e+02, 2.723893443653410031e+02, 2.709813898703160930e+02, 2.701023862915200766e+02, 2.715612494589698258e+02, 2.731963043344412654e+02, 2.701465841853304255e+02, 2.699268314868182301e+02, 2.706100014292395599e+02, 2.725945309202633098e+02, 2.718404158258553025e+02
2.072000000000000000e+03, 2.711998108356609123e+02, 2.724994374107429280e+02, 2.721326817084734557e+02, 2.700578570204405651e+02, 2.706463072804400554e+02, 2.739587827499939294e+02, 2.721604628342008709e+02, 2.706192625957870064e+02, 2.698952440060579647e+02, 2.714529787398473104e+02, 2.737652889785607613e+02, 2.700953002153436842e+02, 2.689881371738058533e+02, 2.703282324753295143e+02, 2.719107804062304012e+02, 2.711439975339084185e+02
2.073000000000000000e+03, 2.719661969894191316e+02, 2.722275824682243410e+02, 2.721857907355280872e+02, 2.700214777582685883e+02, 2.706512301678163226e+02, 2.743200777196764193e+02, 2.722875995992902176e+02, 2.710096140711733597e+02, 2.708440473182241135e+02, 2.716855031827417406e+02, 2.730877232810560145e+02, 2.699592002422004384e+02, 2.697249383356669341e+02, 2.706818080630728218e+02, 2.728293368591993726e+02, 2.713995892928991225e+02
2.074000000000000000e+03, 2.717637223190860709e+02, 2.728576101917306573e+02, 2.726976598999600014e+02, 2.692397146249448383e+02, 2.718233081939084173e+02, 2.743651356385958024e+02, 2.723603037374546716e+02, 2.702683687600662097e+02, 2.708106700378012306e+02, 2.717981664257645207e+02, 2.733293202379090872e+02, 2.707695490813950414e+02, 2.699361202235152746e+02, 2.706433562303740246e+02, 2.726517758739815918e+02, 2.722292356202146948e+02
2.075000000000000000e+03, 2.711032441572976950e+02, 2.721457133588879174e+02, 2.721964159945734991e+02, 2.694727435354010368e+02, 2.713640888134440274e+02, 2.753547056358833629e+02, 2.725541515799658328e+02, 2.713812798631523719e+02, 2.702976970260407370e+02, 2.719219552839217044e+02, 2.731507562300812424e+02, 2.714240186435939108e+02, 2.694833595887766364e+02, 2.704995995766131500e+02, 2.727970980899801248e+02, 2.716583260955887340e+02
2.076000000000000000e+03, 2.702979065401973457e+02, 2.720746620081368974e+02, 2.726478579954326165e+02, 2.693549606912600893e+02, 2.714927839307047179e+02, 2.749160568654972963e+02, 2.728705722325163947e+02, 2.718618535547891497e+02, 2.699176616193071254e+02, 2.722868289192827547e+02, 2.735051190110948482e+02, 2.705794793889988910e+02, 2.699819283547133182e+02, 2.705320634781102740e+02, 2.727313620556826663e+02, 2.720677242642247506e+02
