year, CanESM5, TaiESM1, NorESM2-MM, INM-CM4-8, UKESM1-0-LL, INM-CM5-0, IPSL-CM6A-LR, ACCESS-ESM1-5, NorESM2-LM, CNRM-ESM2-1, EC-Earth3-Veg, CESM2-WACCM, GFDL-ESM4, MIROC-ES2L, CMCC-CM2-SR5, MPI-ESM1-2-LR
2.025000000000000000e+03, 7.338742116445260422e-01, 8.317332814659099405e-02, 1.926623240067129039e-01, 5.433512418887986861e-01, 7.854651918312821612e-01, 5.414368914432146074e-01, 5.875839834224659830e-01, 3.555693644058277592e-01, 7.265146591574342949e-01, 7.108290468809268514e-01, -6.688752422075028292e-02, 1.592457358909110110e-01, 3.292748591989787532e-01, 7.153454970815978919e-01, 1.804489787584247565e-02, 1.911379346622810727e-01
2.026000000000000000e+03, 6.165024445035856004e-01, 1.103400117997528768e-01, 2.381643524266070788e-01, 4.931646315282008364e-01, 8.609628511268110351e-01, 5.195862163728172112e-01, 5.457520234760093736e-01, 3.283389834577538080e-01, 3.015844383563904829e-01, 7.614463608887974688e-01, 2.955062838055222407e-01, 3.581596433844999039e-01, 5.869981446546469472e-01, 7.682328514387256613e-01, 2.595415861311543559e-01, 3.286789449637664284e-01
2.027000000000000000e+03, 3.143032999928414561e-01, 1.248061148560128258e-01, 4.372389607096250352e-01, 4.415304938629207587e-01, 9.535510540326912476e-01, 4.723345837691151905e-01, 5.061565119106886668e-01, 3.045893057242642921e-01, 6.277010184509437818e-02, 9.513773838880329459e-01, 1.397085620905159087e-01, 1.710287657823202079e-01, 6.555412996195517650e-01, 8.871160012440444387e-01, 1.372164433978394493e-01, 3.741073173073669045e-01
2.028000000000000000e+03, 3.118278075673260874e-01, 6.792080924510320028e-02, 4.563823914645308011e-01, 4.850952908008731024e-01, 5.906009628605570771e-01, 5.736314570578817662e-01, 4.994445670928649439e-01, 2.979800948808752903e-01, 3.986029326776847070e-01, 8.563103793931446939e-01, 1.675845066154333929e-01, 3.779548515458690527e-01, 3.636365450295777624e-01, 4.340284014540269908e-01, -9.291520984039956799e-02, 3.210867325879441792e-01
2.029000000000000000e+03, 5.037212345748687259e-01, 9.940042924703551552e-02, 7.760686069803486575e-02, 4.906038806069780156e-01, 8.585993093955871514e-01, 6.657341005699950465e-01, 6.355412569268710232e-01, 2.763658750103028527e-01, 3.672882448319073623e-01, 6.513924121134477829e-01, 3.726071263288022739e-01, 3.294126567191688060e-01, 4.445033878860921717e-01, 6.009140323515751447e-01, -2.281208689577836068e-01, 4.134151887251188984e-01
2.030000000000000000e+03, 6.742189647864277324e-01, 1.429751844854956766e-01, 2.306569921660535649e-01, 5.717359023686274799e-01, 8.592886808969641965e-01, 5.377671264558022690e-01, 6.479674399297526977e-01, 2.271095064347921078e-01, 2.051829941438590987e-01, 8.647053063249120486e-01, 4.049556753238447993e-01, 1.775121703226941461e-01, 3.845576074711303249e-01, 8.590316747949443554e-01, -3.724412154729428992e-01, 2.593349688528197583e-01
2.031000000000000000e+03, 5.777784461436377139e-01, 1.510136538489405267e-01, 1.134199437846563213e-01, 6.159500964876172269e-01, 9.295308428500165254e-01, 3.513112708865013811e-01, 7.453852179338218420e-01, 2.284861715135667048e-01, 1.143291500074288536e-01, 9.658087563198999304e-01, 3.416394668161414350e-01, 4.515347153911186684e-01, 3.860585014925486669e-01, 8.527360143907979362e-01, 3.546022321639466512e-01, 3.196740672019219853e-01
2.032000000000000000e+03, 7.266680370456498617e-01, 4.787261808659822038e-02, 4.339332167304405519e-01, 4.456067781487581536e-01, 9.347117707277006193e-01, 4.381375961305490341e-01, 5.731302077194104783e-01, 2.725224894874618276e-01, 9.175982425113873853e-02, 6.908453717107994052e-01, 6.060141979439791909e-02, 2.759829485525729931e-01, 5.101552279975195558e-01, 6.904602943345724553e-01, 1.217959383169188586e-01, 3.004624215859781899e-01
2.033000000000000000e+03, 5.426813418669779177e-01, 1.264012097742563678e-01, 4.099363778054980756e-01, 4.279386743491160328e-01, 8.610946735962687892e-01, 5.185382389004915549e-01, 6.651603481680661289e-01, 2.017120741063826994e-01, -1.424953133083195767e-01, 9.274778051877151652e-01, 7.692833076759075794e-01, 2.017423733724321433e-01, 4.108318466585377249e-01, 6.191757057233364669e-01, 1.185851906437433018e-02, 5.370242021063830196e-01
2.034000000000000000e+03, 4.460244778088828244e-01, 1.431505579182904830e-01, 1.708966640634859979e-01, 3.803250112744711586e-01, 8.988369526709826252e-01, 5.014251319964538878e-01, 6.581171155104791337e-01, 1.608900055076992186e-01, 3.992064535504448175e-01, 9.153507188186953414e-01, 6.580076865005545228e-01, -8.819211974644873553e-02, 4.132989696136213920e-01, 1.086638353767056309e+00, 3.398312941528968539e-02, 2.799837451131628185e-01
2.035000000000000000e+03, 4.179462111142093761e-01, 1.295787556678390517e-01, 2.828353485867714512e-01, 4.290113009246191433e-01, 8.773296143351301257e-01, 4.273363454850835907e-01, 6.765502088165136207e-01, 3.191299582664519630e-01, 1.639066984463203452e-03, 8.546526717370437343e-01, 5.434731493622749765e-01, 2.722524209432048981e-01, 6.698097206226930611e-01, 8.011383182683808890e-01, -2.714891385055873477e-02, -7.949198414292146797e-03
2.036000000000000000e+03, 4.870611705434862992e-01, 1.130779329797355348e-01, 2.433444851840566581e-01, 4.954384729544847321e-01, 1.001074945788435366e+00, 4.756733349576189318e-01, 6.259266365880470362e-01, 7.184351328341766207e-02, 1.581832076894983952e-01, 9.566704370271809088e-01, 1.788080620433286083e-01, 4.864205922936673532e-01, 3.759234447725022243e-01, 9.175173698382658172e-01, 9.041256781099954454e-02, 4.504028070662707828e-01
2.037000000000000000e+03, 5.391473130380796119e-01, 7.581854477332920783e-02, 4.192554441261436282e-01, 4.827136169706843227e-01, 8.779694426725253020e-01, 4.754754349809717784e-01, 7.716800280514237720e-01, 2.898633611314235803e-01, 4.379232994804352352e-01, 1.056469571277536712e+00, -2.072961885792514170e-01, 3.332359019440161441e-01, 4.886935128773258752e-01, 8.446903695136569468e-01, 1.059777430979140234e-01, 5.808444364606518695e-01
2.038000000000000000e+03, 4.813403541227380678e-01, 5.247459841821626447e-02, 3.054574551886257705e-01, 5.338087422588205788e-01, 8.292002731631152868e-01, 4.347982650446853836e-01, 6.400004949489186412e-01, 3.154301959327263649e-01, 3.960431733127888765e-01, 1.068845806185809932e+00, 2.636887567055193338e-01, 3.964600674657853818e-01, 5.604763087435852276e-01, 1.041957377624328496e+00, 3.261747526703965422e-02, 4.162261936255094441e-01
2.039000000000000000e+03, 5.758078422694477005e-01, 4.419049317042340191e-02, 2.585983048202643575e-01, 2.826187705248466298e-01, 6.706362455720745741e-01, 5.140924838369230754e-01, 6.473273342037040301e-01, 1.777424029928507954e-01, -7.765486334729754248e-02, 1.133314246658967850e+00, 5.895991719609547932e-01, 3.855054479820586577e-01, 5.994798187467208495e-01, 6.761280015341400995e-01, 1.510844990605704138e-02, 5.132438710171577378e-01
2.040000000000000000e+03, 5.100084442754171388e-01, 9.140174469560420623e-02, 2.216084545770296566e-01, 3.385552719800961619e-01, 9.545180975426081904e-01, 5.479523076202131859e-01, 8.695338201876916528e-01, 1.788107261391816971e-01, 1.715998889810061989e-01, 8.622453536830197995e-01, 4.740485737560899415e-01, 8.849416770967263313e-01, 7.143396717311789601e-01, 1.120199436225721046e+00, 1.779673383240214929e-02, 3.530091963970416469e-01
2.041000000000000000e+03, 2.658601966814346240e-01, 1.219392858200409741e-01, 3.914730619382611465e-02, 5.551227600560570963e-01, 8.971765146022648851e-01, 5.394192096487424593e-01, 7.512485077659559751e-01, 1.781128700204666626e-01, 5.253451237676296515e-01, 1.077543874608986485e+00, 4.515042402565286883e-01, 3.491166607122704879e-01, 4.553811959119057340e-01, 7.136909229835344259e-01, 2.193113960210013869e-01, 3.862788264273265826e-01
2.042000000000000000e+03, 5.486066336681107991e-01, 1.615015617814241911e-01, 1.604282640145694439e-01, 5.711344906111655018e-01, 7.309451603088483740e-01, 5.552038595553634437e-01, 6.577663512075048180e-01, 2.469974243257279101e-01, 3.035248876879068636e-01, 9.282256811219921078e-01, 6.224469871367591667e-01, 3.042669476547813501e-01, 5.163623922133890876e-01, 1.034658707987246906e+00, -1.139881296372271570e-02, 4.421978674708334500e-01
2.043000000000000000e+03, 5.507593237861925228e-01, 1.122320715271453856e-01, 4.901660939832094832e-01, 4.312148376395256721e-01, 6.565608151033851536e-01, 4.387304695856318326e-01, 8.686171929253104773e-01, 1.852527996954642653e-01, 8.535843697817556419e-02, 1.105903412608411074e+00, 3.511401560245697162e-01, 3.465274469912267841e-01, 5.713610642050030997e-01, 9.811121205722097560e-01, 9.385921376471367816e-02, 3.443059907460027658e-01
2.044000000000000000e+03, 5.382838723541829573e-01, 7.682700284540569524e-02, 4.149884349631902114e-01, 5.593643176703260167e-01, 6.872111418032110786e-01, 5.339081747131118050e-01, 7.855296398429447713e-01, 1.675875456784347850e-01, 2.660471128303125710e-01, 1.396722244911346111e+00, -3.318473313442139166e-04, 3.697412611545304317e-01, 7.069885203283020614e-01, 8.438606228455780567e-01, 5.884595577822282486e-03, 6.105611521890396132e-01
2.045000000000000000e+03, 5.747386050067476715e-01, 8.952005337890887871e-02, 4.550240807599950643e-01, 5.678532949800466634e-01, 8.038096225058984912e-01, 4.203736556834782312e-01, 7.523622158498384227e-01, 2.331821209666084804e-01, 4.642402621111917371e-01, 8.844990506530759911e-01, 2.975097322777227049e-01, 2.545572800051552065e-01, 6.859987534666646125e-01, 8.749206011894982149e-01, 9.646092087944339519e-03, 8.140483330471562362e-02
2.046000000000000000e+03, 6.909277241708147166e-01, 1.345426321587759877e-01, 5.784549664428357829e-01, 5.816886460617188837e-01, 7.788331274123638792e-01, 7.049310161297190902e-01, 9.484464167949879787e-01, 2.340074072081860246e-01, 2.214342072052662425e-01, 1.002545176627492873e+00, 5.329923238645539740e-01, 4.509225069432179489e-01, 8.199457407649899388e-01, 1.012088246884271125e+00, -5.979591525319648548e-01, 4.643465152216938452e-01
2.047000000000000000e+03, 7.011255206193443001e-01, 1.700681513783716126e-01, 3.927336975470654412e-01, 7.359383648744546313e-01, 6.593901575762897149e-01, 4.096987073346187724e-01, 7.541429045940226672e-01, 2.127426252738778834e-01, 1.173244179401707193e-01, 1.248614583947678103e+00, 7.760607262037821918e-01, 2.760869834977627280e-01, 6.200327413494778339e-01, 6.477380352877775138e-01, 1.976096955148287926e-01, 2.699966679823782023e-01
2.048000000000000000e+03, 7.923193860271302569e-01, 1.055507336912864108e-01, 4.800638591004086630e-01, 5.542197593784244924e-01, 7.144106637819803707e-01, 4.194999618553870158e-01, 7.007027180061399241e-01, 1.604973606742134684e-01, 1.711101040148990671e-01, 1.060815723194983518e+00, 5.738159567367918656e-01, 2.769324936089142541e-01, 4.808946504890567741e-01, 1.057418645637840493e+00, -3.942379611982296111e-02, 3.691285500144205201e-01
2.049000000000000000e+03, 7.227338393673082839e-01, 7.455408764361635965e-02, 6.786705304637569158e-01, 5.670725597033257070e-01, 7.434916371019599790e-01, 4.444681108310513107e-01, 8.195791056809186292e-01, 2.267378341027168065e-01, -9.768412586439531586e-02, 1.122940520793860086e+00, 8.317347074341432389e-01, 2.312034973355669987e-01, 8.204137131275724970e-01, 1.003874032717634535e+00, -2.607137540834713052e-01, 3.855454611228610884e-01
2.050000000000000000e+03, 8.083343963813277577e-01, 2.261911654842460040e-01, 6.511298826645905979e-01, 5.498729218764683013e-01, 8.523397970524572154e-01, 5.192820606253057969e-01, 7.928303504606845076e-01, 3.059468068767868809e-01, 3.332916679216631484e-01, 1.258468619578114067e+00, 6.165134475393192481e-01, 3.380322189452066861e-01, 5.491933925931120619e-01, 5.508090201633932814e-01, -2.477683835283238933e-01, 2.416429680568189520e-01
2.051000000000000000e+03, 9.571254604616811212e-01, 1.224464817231676189e-01, 4.082147217829419361e-01, 5.305684692231497079e-01, 5.858061826549324502e-01, 6.183854636293671936e-01, 7.574484268992717206e-01, 2.316684969774369940e-01, 4.521443063357247216e-01, 1.210976453685246534e+00, 2.478499231831610139e-01, 3.414755325356153559e-01, 6.005696978380600237e-01, 9.803472883836527041e-01, 8.024395129804744176e-02, 2.368539852664137135e-01
2.052000000000000000e+03, 6.349806469868102266e-01, 1.285644638647248927e-01, 5.914072834580172966e-01, 3.778469179368404429e-01, 6.649289367308200971e-01, 6.060432262518767876e-01, 8.279003346711985012e-01, 2.612004930486559462e-01, 3.992598597548790984e-01, 1.111827151125959423e+00, 4.482900221622547199e-01, 2.987724747865476704e-01, 7.101484673408907655e-01, 1.229713234441035752e+00, -6.261373199047349791e-01, 2.184695550871864622e-01
2.053000000000000000e+03, 7.001589653143049929e-01, 2.508543852966547277e-02, 4.387894459690525051e-01, 4.018154089726462819e-01, 6.850908271006557193e-01, 5.738578907627445158e-01, 8.361325497496197023e-01, 1.873629273048416921e-01, 7.695104071542611945e-02, 1.124704256708603189e+00, 2.942551946885165193e-01, 5.974529066618999851e-01, 6.628869973132580640e-01, 1.104859181176268246e+00, 3.556329030251850765e-01, 4.360845860097456450e-01
2.054000000000000000e+03, 6.580395177874719392e-01, 9.591463080718735934e-02, 3.077266503731271863e-01, 6.213188183734771330e-01, 6.519398279395038909e-01, 3.639473255067934843e-01, 8.847875145435517563e-01, 1.698290999501203546e-01, -2.257746427761812558e-01, 1.164008824564834788e+00, 1.145784908755069109e+00, 5.380647167239408502e-01, 5.343024891125092157e-01, 9.729898194636170672e-01, -8.913940469260906579e-03, 2.077086775926252071e-01
2.055000000000000000e+03, 9.004442451641827549e-01, 2.194789559493142694e-01, 3.464346226271693419e-01, 4.334451682263860683e-01, 9.115560960383546352e-01, 5.762767463729542294e-01, 8.374549373616230197e-01, 2.476179678587025201e-01, 8.157920911009590714e-01, 1.481139805833215917e+00, 5.982626911942614534e-01, 4.321255261456263264e-01, 7.195370707958098633e-01, 6.221095357535892933e-01, 2.977318139713551193e-01, 4.623201909969108514e-01
2.056000000000000000e+03, 6.708913256344165577e-01, 1.479291728041642051e-01, 7.068103686316914436e-01, 3.440975764008626370e-01, 7.280578623143419970e-01, 2.730506013579339641e-01, 7.076699815118999704e-01, 4.372207802693202638e-01, 7.496985629968978548e-01, 1.312597096917131889e+00, 5.872895931587642782e-01, 4.107072912109824836e-01, 8.396701713026061276e-01, 9.525306621298524901e-01, -1.152836299214409638e-01, 6.931433237034273498e-01
2.057000000000000000e+03, 8.440211483211402799e-01, 1.629018988711782023e-01, 4.072407978184761634e-01, 6.117602851062470259e-01, 6.144958890669036666e-01, 5.626687240897123576e-01, 8.147923830304256709e-01, 5.258266100353424788e-01, 3.041430823494394309e-01, 1.341345986514426603e+00, 2.451514759826990963e-01, 6.048848569784109896e-01, 6.987518504910411599e-01, 1.352647097068903737e+00, 1.450026086487127552e-01, 4.851209947204818684e-01
2.058000000000000000e+03, 7.957581068072141495e-01, 1.436359039867159300e-02, 2.835396522827913768e-01, 4.475620687161895872e-01, 6.127220335931593542e-01, 5.635562559527725890e-01, 7.931052472733035597e-01, 4.860376374373230890e-01, 2.587249380640088692e-01, 1.407030981518550883e+00, -2.401099230078467678e-02, 1.780787554342199153e-01, 8.616579069042734629e-01, 1.528172859058347210e+00, -1.926319372240221373e-01, 2.827144003013726814e-01
2.059000000000000000e+03, 7.979521528000861341e-01, 6.357995354636128416e-02, 2.626684161497689352e-01, 4.686080424116872423e-01, 5.373159586676135024e-01, 4.962236271651571662e-01, 7.441705289934802403e-01, 2.917070250177024038e-01, 2.355508275089492343e-01, 1.390595553334528889e+00, 3.627813640516895921e-01, 4.766429987277157609e-01, 7.030906437658276387e-01, 9.670262691520358223e-01, -8.360378860844723753e-04, 3.465052280268815510e-01
2.060000000000000000e+03, 1.005204006592470778e+00, 2.083695761084378151e-01, 1.413695959339264507e-01, 5.494500457370404822e-01, 7.439399624031466374e-01, 4.187864155885118733e-01, 9.426326329779818325e-01, 3.306472047665564018e-01, 5.164425663033133107e-01, 1.086474291843673168e+00, 1.262646330482593282e-01, 3.815554598559017241e-01, 7.655363818855326352e-01, 8.420444342900621493e-01, 1.101346789027869699e-01, 3.167382012142897496e-01
2.061000000000000000e+03, 1.202773114040971869e+00, 1.376334634264305135e-01, 7.174015940311252448e-01, 4.531194496409784445e-01, 6.075232299764767863e-01, 6.188343751122979963e-01, 8.106762455357630071e-01, 1.813336456780272055e-01, 2.541386872397590202e-01, 1.157524326507346935e+00, 5.470916056214253365e-01, 4.715669173245528589e-01, 7.936764745974714819e-01, 1.061960242640133112e+00, 2.420780015355681047e-01, 5.057600435868437883e-01
2.062000000000000000e+03, 1.087847651898919521e+00, 1.318038229866124733e-01, 5.430719143453965891e-01, 4.806703980043359747e-01, 6.610604433797461210e-01, 6.171704403679595385e-01, 7.385991618790286317e-01, 2.557289904897096511e-01, 4.735288943364036052e-01, 1.148368360694274948e+00, 8.276305555912214507e-01, 4.513361797252152252e-01, 7.766701074865640653e-01, 1.036085272901300591e+00, -4.818120221564556327e-02, 2.188636317039832635e-01
2.063000000000000000e+03, 1.235568664517461279e+00, 1.147111635727789958e-01, 5.763958349076341303e-01, 3.162203517874663805e-01, 4.975918870189114385e-01, 7.322319159504326880e-01, 8.760002267867260661e-01, 3.473347813510905824e-01, 1.843872412867899324e-01, 1.302919748204847572e+00, 7.193618765500322532e-01, 6.080944753200588915e-01, 5.689549608499926414e-01, 7.398109709423620339e-01, -1.205985107497191677e-01, 3.330646225555146112e-01
2.064000000000000000e+03, 8.932051924822199673e-01, 2.096598179764656289e-01, 4.392035339688515894e-01, 5.737346112261824116e-01, 5.740216025108075826e-01, 5.928030717449231934e-01, 7.967305154921778820e-01, 3.167433549911476409e-01, -2.821761076153374639e-02, 1.313519007128708838e+00, 4.171269881343648289e-01, 6.855599978831280472e-01, 7.293405975801957597e-01, 1.197423475701581586e+00, -3.874607102210287941e-03, 3.319845479547897660e-01
2.065000000000000000e+03, 1.336149679573328308e+00, 1.666354943781894471e-01, 5.204643626612777130e-01, 3.492699379988045139e-01, 7.251660843549054825e-01, 5.556820796883239488e-01, 7.578312754410354568e-01, 2.516666307559038418e-01, -1.953207061746081996e-01, 1.284722868802862683e+00, 5.061532535960903134e-01, 4.041208191779055992e-01, 8.160184156129878241e-01, 1.228182123817443738e+00, 4.817731328584314299e-01, 3.489791944338148100e-01
2.066000000000000000e+03, 1.335254161415333929e+00, 1.330968304525417811e-01, 5.555894389535702693e-01, 5.621212737101971557e-01, 5.697609370457017430e-01, 4.981389817642442597e-01, 7.636065277985327748e-01, 3.795867878600070466e-01, 9.087700185932013897e-01, 1.658686136250323795e+00, 7.872506613157544963e-01, 2.363947733596767631e-01, 7.444651483164815842e-01, 9.979717244454910929e-01, 7.891478994679110293e-02, 4.679930294161637194e-01
2.067000000000000000e+03, 9.697032271893503141e-01, 8.999334140052629716e-02, 4.019838510854321090e-01, 4.389911544135475796e-01, 8.360073943956579656e-01, 5.716513004940421139e-01, 7.496742718342485068e-01, 3.446289114769645057e-01, 4.463456164356579547e-01, 1.529144817519371591e+00, 2.831863345496014039e-01, 5.653502616896385335e-01, 5.338616255270279831e-01, 7.291852798245892497e-01, -5.921969189120615540e-02, 1.971853000239140730e-01
2.068000000000000000e+03, 1.133576774394708053e+00, 1.862832027261866197e-01, 5.008148669261903718e-01, 3.484309834746120438e-01, 5.402304054230937513e-01, 4.636107104209635232e-01, 7.737529703599392850e-01, 3.476217858624042201e-01, 3.205020474447733414e-01, 1.164451021135822772e+00, 8.644235404204282380e-01, 1.881528200598555911e-01, 9.700285137979460792e-01, 1.164118407954177536e+00, 1.663178060235677089e-02, 6.490038652237641870e-01
2.069000000000000000e+03, 8.868817718627020064e-01, 2.040727783392747852e-01, 2.711135676591024946e-01, 5.666941732499235496e-01, 5.888028497866736322e-01, 4.919972329947579492e-01, 9.158941596842735677e-01, 2.798298349844243749e-01, 1.292306915883272844e-01, 1.435442734441854995e+00, 7.293419946999625258e-01, 6.701935266745085995e-01, 6.514756560773812266e-01, 1.229359571786660998e+00, -3.717006628641731925e-01, 5.774756293164514664e-01
2.070000000000000000e+03, 1.030343340872031499e+00, 6.337767337034039272e-02, 6.168962021284033481e-01, 7.142020733342406835e-01, 5.630836961193017576e-01, 5.943228389047030547e-01, 7.708203445555568134e-01, 2.837981567778070646e-01, 2.694625747076130895e-01, 1.298252317209661610e+00, 3.048843571843842248e-01, 3.361798045020384373e-01, 9.898873900145692684e-01, 1.153127340978685966e+00, -1.007590564408638922e+00, 4.858155137627382381e-01
2.071000000000000000e+03, 7.399253957158852257e-01, 8.487725406605284295e-02, 3.534089764598530303e-01, 5.958370660727759782e-01, 6.262392449182060394e-01, 3.855162177620481967e-01, 8.043373087876199978e-01, 1.793418816933665672e-01, 1.098257024742652493e-01, 1.452857105166505569e+00, 6.309163792435925622e-01, 5.994236350422613713e-01, 6.884451758176169944e-01, 1.041333347497718664e+00, -6.473432997447953197e-01, 3.850424643862208618e-01
2.072000000000000000e+03, 8.636096361266926147e-01, 1.838417610234165112e-01, 7.159155501992291448e-01, 4.594182548238424091e-01, 5.827511250768362405e-01, 3.919442361595292801e-01, 7.644259756933696748e-01, 2.942997748321470319e-01, 4.642317397780165722e-01, 1.499129875554599201e+00, 5.679290433290350437e-01, 4.728219835892734646e-01, 1.045871232163240627e+00, 1.013806346699712480e+00, 5.172027800441209022e-03, 4.025938948585788824e-01
2.073000000000000000e+03, 1.192466833166000661e+00, 1.627199416555652756e-01, 4.451041348197278258e-01, 6.657089013614188033e-01, 3.599809000348113130e-01, 6.553674483448401755e-01, 7.138766137086436370e-01, 5.296410102649541374e-01, 3.448762937417702013e-01, 1.282759869704149125e+00, 5.758889772426604159e-01, 2.611699489889274806e-01, 8.815691345764777864e-01, 9.922004015045970959e-01, -8.587678857012658821e-04, 3.809893182545157631e-01
2.074000000000000000e+03, 7.060234771858444613e-01, 2.401816383961328516e-01, 4.408927369550766362e-01, 7.308613040515924419e-01, 5.514193868652779162e-01, 4.836993798128846889e-01, 8.893154814651554885e-01, 5.013224134729369341e-01, 2.896296706606414362e-01, 1.209499719330869638e+00, 7.625315407044743754e-01, 2.003860645641523386e-01, 7.563825082027073599e-01, 9.862695358618747132e-01, 1.501076531648070644e-01, 4.405777906860701143e-01
2.075000000000000000e+03, 1.203966931367433046e+00, 1.571213667690709304e-01, 6.306212985297099394e-01, 5.256872101707203981e-01, 7.126913519980577760e-01, 3.975658659041421683e-01, 6.373475928463064877e-01, 2.757395985374881398e-01, 2.043784851229301924e-01, 1.404497293904825028e+00, 9.181646830854539587e-01, 3.118567744666497776e-01, 7.974941920773979120e-01, 1.094179587105446716e+00, -2.256471080589672606e-01, 2.462033436657254659e-01
2.076000000000000000e+03, 1.279365200107436262e+00, 1.808761234782513272e-01, 6.148084147543826372e-01, 5.641282999814853927e-01, 7.753435627883084047e-01, 4.396390167096688728e-01, 8.929278662885407059e-01, 1.477676679627611955e-01, -3.378107628880467894e-01, 1.409273457899267390e+00, 5.151125735140155149e-01, 4.131880484085319050e-01, 7.113954341321633290e-01, 9.393600453695344354e-01, -4.740036891855830548e-01, 2.846612631870054644e-01
