year, NorESM2-MM, CMCC-CM2-SR5, MIROC-ES2L, CNRM-ESM2-1, CESM2-WACCM, INM-CM5-0, ACCESS-ESM1-5, EC-Earth3-Veg, MPI-ESM1-2-LR, IPSL-CM6A-LR, NorESM2-LM, GFDL-ESM4, CanESM5, TaiESM1, INM-CM4-8, UKESM1-0-LL
2.077000000000000000e+03, 5.909770773909300168e+00, 6.851893424350263828e+00, 9.389132865556923946e+00, 1.081854327697688056e+01, 6.262093271486288693e+00, 5.583174410560627798e+00, 3.960841688179868036e+00, 6.851758035405196345e+00, 7.590332051066076779e+00, 5.458318143739998796e+00, 5.076267526163428023e+00, 9.470978580611458142e+00, 7.501772638781629254e+00, 2.886194210658645787e+00, 5.469279888060573747e+00, 8.610928831958879925e+00
2.078000000000000000e+03, 6.174047400731770274e+00, 7.035162001321813463e+00, 9.270999849023784378e+00, 9.844794640802991381e+00, 6.849106811002795503e+00, 5.653569781671757610e+00, 4.085869944294513445e+00, 6.287593756335668971e+00, 8.696497620812701612e+00, 5.562129581994211591e+00, 4.887135011616477342e+00, 9.147127385068959171e+00, 7.632781234599992359e+00, 2.746206654425482618e+00, 5.430319753911891922e+00, 8.684347615008006116e+00
2.079000000000000000e+03, 6.185722408453873555e+00, 6.905938139681608412e+00, 9.432327967161992177e+00, 1.015017783204202750e+01, 6.521749606991572357e+00, 5.662759710026902482e+00, 4.357157896616194570e+00, 6.486027479115809236e+00, 8.192934815406069049e+00, 5.676600399257210938e+00, 5.280324348044536542e+00, 9.446503562786707775e+00, 7.703935557338496665e+00, 2.778593039469217985e+00, 5.744873744115312597e+00, 8.529366417578264858e+00
2.080000000000000000e+03, 6.030181561756494446e+00, 7.227970403848078540e+00, 9.512905577960077963e+00, 1.036621208458139165e+01, 6.943486096900373106e+00, 5.490474878834596062e+00, 4.495531057442034850e+00, 6.002348538031130332e+00, 8.340304942176009817e+00, 5.582177785893088995e+00, 5.514642409600966744e+00, 9.278770867032912761e+00, 7.455543616416740349e+00, 2.801657843166137418e+00, 5.700823001057921502e+00, 8.887412920717757459e+00
2.081000000000000000e+03, 6.258443372560491547e+00, 7.299411123142604652e+00, 9.362072091932470030e+00, 1.041715780648815226e+01, 7.125863749164238925e+00, 5.534924098519933722e+00, 4.236442278685307095e+00, 6.309354599454724877e+00, 8.518900491544172837e+00, 5.697224695011577467e+00, 5.103980859199165998e+00, 9.856223086355377916e+00, 7.420927880846444502e+00, 2.910542932284384321e+00, 5.470875461740929424e+00, 8.825270475591119990e+00
2.082000000000000000e+03, 6.323253092898034389e+00, 6.809538916544136455e+00, 9.687400009626108144e+00, 1.048931531980338328e+01, 6.990036942431437694e+00, 5.673423931244104601e+00, 4.093332812694790768e+00, 6.595479183435287496e+00, 8.604415681793025072e+00, 5.614114650219193869e+00, 5.351585957162749985e+00, 9.808114521844396805e+00, 7.461201334596057499e+00, 2.849529561230020214e+00, 5.602681830281549757e+00, 8.727421513360084759e+00
2.083000000000000000e+03, 6.189187694314693289e+00, 7.457240964879861878e+00, 9.565000621890227706e+00, 1.042490325933879980e+01, 6.638559327634843577e+00, 5.569181873190396814e+00, 4.164926911227444961e+00, 7.049468725001286629e+00, 8.584397865883902412e+00, 5.855517851280673369e+00, 5.324114794873156420e+00, 9.904497487026453939e+00, 7.997753162516499259e+00, 2.708154784236060486e+00, 5.563712395300234093e+00, 8.535788597871521333e+00
2.084000000000000000e+03, 6.332238144177486205e+00, 7.361679153932340292e+00, 9.663652732381981636e+00, 1.049333492508009513e+01, 6.949066451327537308e+00, 5.893705552193742037e+00, 4.323611491205014978e+00, 7.378351397335529249e+00, 8.185674372499390117e+00, 5.761014315172191758e+00, 5.690695887404896958e+00, 9.585595799486101853e+00, 7.722458944300114148e+00, 2.834389309689472114e+00, 5.427125172574446488e+00, 9.264381106635447338e+00
2.085000000000000000e+03, 6.211567479838219441e+00, 6.932866675062778761e+00, 9.406755911259899960e+00, 1.078075691584112228e+01, 6.756967862125603297e+00, 5.782192876728644571e+00, 4.495107640509739433e+00, 7.026256647395788590e+00, 8.656573804794282623e+00, 5.801158983966049121e+00, 6.054420685391970203e+00, 9.909895884400015120e+00, 8.133516805444706677e+00, 2.834545216225570652e+00, 5.666899673254210512e+00, 9.224640848491260314e+00
2.086000000000000000e+03, 6.521787751838732383e+00, 6.941238708960662862e+00, 9.770242441132943156e+00, 1.068377498080985255e+01, 7.289884137941523790e+00, 5.932986558692156187e+00, 4.380855428019795994e+00, 7.269854479762424937e+00, 8.464616501371233781e+00, 5.754398049639884327e+00, 5.777732184296691997e+00, 9.612695116628202641e+00, 7.900941779893966732e+00, 2.858622455898226722e+00, 5.753968598511624677e+00, 9.077252381168294804e+00
2.087000000000000000e+03, 6.580992191999590624e+00, 7.216924944805557907e+00, 9.374232719885995380e+00, 1.091840555774020238e+01, 7.081582454685028338e+00, 5.557717902751327266e+00, 4.410158957393633727e+00, 7.409774144664532436e+00, 8.685057902357220527e+00, 5.823514973987248489e+00, 5.647569733849328699e+00, 9.709090661205285855e+00, 8.486763897076558649e+00, 2.777326629296648086e+00, 5.501871307110878462e+00, 8.876485098585824574e+00
2.088000000000000000e+03, 6.800238781515572484e+00, 7.255795797295224503e+00, 9.496106439177507852e+00, 1.055485898590220728e+01, 7.023235077050307140e+00, 6.063234455756717267e+00, 4.405640449831249583e+00, 7.595642712793431173e+00, 8.378275146541783513e+00, 5.877452486692738454e+00, 5.788913311358992786e+00, 9.903712715924447352e+00, 8.278814197345244708e+00, 2.897418867857702640e+00, 5.523726636476527396e+00, 9.008086056412171416e+00
2.089000000000000000e+03, 6.663366440860751361e+00, 7.400747160483115650e+00, 1.011614005253196957e+01, 1.082768562207600027e+01, 6.452667323345727901e+00, 5.796286176914059673e+00, 4.423680200463668832e+00, 7.597438346873469861e+00, 8.601635642301348028e+00, 5.876400896358507708e+00, 5.474254100981516657e+00, 9.783244621772094973e+00, 8.374703858399334067e+00, 2.996184053224152155e+00, 5.567871737989470660e+00, 8.983749603016899954e+00
2.090000000000000000e+03, 6.632745866469249130e+00, 7.186216303979549025e+00, 1.014045266655587163e+01, 1.085566651026130813e+01, 7.464618952723863110e+00, 5.793300097457255937e+00, 4.348402871935107328e+00, 6.977000850299600820e+00, 8.686995316163363512e+00, 5.859928758397202841e+00, 5.634141414276066406e+00, 9.912170860490288504e+00, 8.253023740634361616e+00, 2.807280067984742722e+00, 5.750028174743337495e+00, 9.298073570810320376e+00
2.091000000000000000e+03, 6.503525594747351590e+00, 7.424080246927203142e+00, 1.018504400836194712e+01, 1.089066916616967617e+01, 7.359101436840191468e+00, 5.936136877818518620e+00, 4.454533329578042711e+00, 6.878003239254279144e+00, 8.832414496573937512e+00, 6.066745087508251366e+00, 5.449640010156937997e+00, 9.898089367085541213e+00, 8.337601740145533569e+00, 2.902975432061821515e+00, 5.726654806110217599e+00, 9.625875978835850333e+00
2.092000000000000000e+03, 6.531629505926126456e+00, 6.860685912451917723e+00, 9.984511608645751934e+00, 1.106394789988097571e+01, 7.033595180407202996e+00, 5.807432151638466600e+00, 4.488905016788026892e+00, 6.870281019248690058e+00, 8.796101308625463133e+00, 5.898070847046768428e+00, 5.711906618229958710e+00, 9.901851618444675651e+00, 8.534673467431380445e+00, 2.932949774969996870e+00, 5.797232339716869021e+00, 9.383404272645988087e+00
2.093000000000000000e+03, 6.967858697935489509e+00, 7.306347564618405954e+00, 9.794422854963338310e+00, 1.120582327621788110e+01, 7.318516251831840513e+00, 5.794999962130207294e+00, 4.619118858844101005e+00, 7.343021146610917427e+00, 8.439254434358014478e+00, 5.930683483828525837e+00, 5.388784469937641930e+00, 1.023499481688088331e+01, 8.560718971640941533e+00, 2.919285036154219526e+00, 5.770557430941492427e+00, 9.425848906907337010e+00
2.094000000000000000e+03, 6.913565896940853328e+00, 7.458851980288704553e+00, 9.863524135631921652e+00, 1.107332328793494014e+01, 7.359455747794579672e+00, 5.617265498302823623e+00, 4.513809699295979527e+00, 7.317254964041116416e+00, 8.754180897128058803e+00, 5.743564740057229834e+00, 5.937962699853938098e+00, 1.011106187651327559e+01, 8.674731254297389782e+00, 2.875755455989798204e+00, 5.697364415600966403e+00, 9.563737602676907201e+00
2.095000000000000000e+03, 6.915563137677019689e+00, 7.369707289860503607e+00, 1.019188276224731915e+01, 1.133967627428518377e+01, 7.728265407579169022e+00, 5.708398480972376454e+00, 4.502832102106735235e+00, 7.537457673267889291e+00, 8.688013446391211758e+00, 6.022388395941836059e+00, 5.743975896958365190e+00, 1.009148859944044574e+01, 8.418848020497865292e+00, 2.930372456792263325e+00, 5.758500175289820611e+00, 9.496485888597186786e+00
2.096000000000000000e+03, 7.068481513764720781e+00, 7.086998648657682587e+00, 1.029562094722610865e+01, 1.155688089403432706e+01, 7.135429363984616913e+00, 5.705613652233157751e+00, 4.590580176115812705e+00, 7.893867895645779065e+00, 8.895532444943993866e+00, 6.148771821083849787e+00, 5.358431998963931520e+00, 1.014320062918994125e+01, 8.865743391257524308e+00, 2.890666878115817795e+00, 5.908577053552766856e+00, 9.808513153934892870e+00
2.097000000000000000e+03, 7.043356859536660686e+00, 7.574384508221659651e+00, 1.015276720150612455e+01, 1.160336442562992687e+01, 7.454306750080810673e+00, 5.825377874700899739e+00, 4.769130807176377829e+00, 7.871718038669295758e+00, 8.766062570421013334e+00, 6.017393204909604165e+00, 5.812912949384914540e+00, 1.036489253282531386e+01, 8.770352934503284459e+00, 3.021924619552804891e+00, 5.849936234655646494e+00, 9.946313121458057793e+00
2.098000000000000000e+03, 6.785331607093112893e+00, 7.570469740273229498e+00, 1.029704066469452073e+01, 1.150737237014217307e+01, 7.323165207163865098e+00, 5.629679996168589717e+00, 4.316103340292779755e+00, 7.830302612145857211e+00, 8.644480629900147761e+00, 6.015221526162128463e+00, 5.977088764014632183e+00, 1.018555999256957989e+01, 8.905568140266662880e+00, 3.002128245995742795e+00, 5.806172364430721267e+00, 1.013452612957151189e+01
2.099000000000000000e+03, 6.984363810310836307e+00, 7.528128687568654165e+00, 9.865620677311794040e+00, 1.078399870374378899e+01, 7.201297864062119913e+00, 5.821920413993692200e+00, 4.471861686907959488e+00, 7.988700799913517336e+00, 8.964791435761778615e+00, 5.912378582851489206e+00, 6.177748856571319003e+00, 1.041500447912086358e+01, 8.725409789439440900e+00, 2.940566594124510047e+00, 5.650093889874085562e+00, 9.809063826190675073e+00
2.100000000000000000e+03, 7.218449900636350058e+00, 7.530518758353968778e+00, 1.006313880872410671e+01, 1.136022510807737262e+01, 7.811122665846114366e+00, 5.827007575788044846e+00, 4.737060682115858512e+00, 7.606973689145103634e+00, 8.604565920862835782e+00, 5.995611525896221927e+00, 6.273923438485596193e+00, 1.052318706579198349e+01, 9.650761337631434955e+00, 3.090157726773229196e+00, 5.667585693393466961e+00, 9.835345685788162484e+00
