year, CESM2-WACCM, MPI-ESM1-2-LR, CMCC-CM2-SR5, UKESM1-0-LL, EC-Earth3-Veg, IPSL-CM6A-LR, NorESM2-LM, NorESM2-MM, TaiESM1, ACCESS-ESM1-5, INM-CM4-8, MIROC-ES2L, CanESM5, GFDL-ESM4, CNRM-ESM2-1, INM-CM5-0
1.974000000000000000e+03, 3.105713143453514036e+01, 3.337089818924445694e+01, 3.271518379466652959e+01, 3.587188089664969937e+01, 2.125395800573509320e+01, 1.510096750770432905e+01, 3.237747803952768777e+01, 3.012968736252536317e+01, 4.080437354747068213e+01, 4.768459483091493212e+01, 3.382573271738896636e+01, 2.593226504604967175e+01, 2.803793271829252731e+01, 2.982247212205040299e+01, 4.424967414121904596e+01, 3.381823995371016167e+01
1.975000000000000000e+03, 3.105532509985036782e+01, 3.334653777435594435e+01, 3.249119328760745873e+01, 3.589076437488235172e+01, 2.118115972401466252e+01, 1.506008594277453838e+01, 3.246899808128026166e+01, 2.980629354797665798e+01, 4.057448876824619788e+01, 4.759658872803634466e+01, 3.387875202158908650e+01, 2.591133603894537885e+01, 2.802326350691347301e+01, 2.966810529831219512e+01, 4.415426892238073009e+01, 3.391742538741306134e+01
1.976000000000000000e+03, 3.106098228113906856e+01, 3.329991538849419186e+01, 3.226568265822764658e+01, 3.577453139034028595e+01, 2.133153594942934106e+01, 1.502914911453412294e+01, 3.251072655926513022e+01, 2.971974745818424779e+01, 4.029477606514391397e+01, 4.755954619356027990e+01, 3.385062768653250487e+01, 2.588852674105590523e+01, 2.806797103594460552e+01, 2.939790244071785352e+01, 4.408152881320927463e+01, 3.388199779767531794e+01
1.977000000000000000e+03, 3.104878221219531653e+01, 3.330101366065635915e+01, 3.214853866920940106e+01, 3.567469795954786349e+01, 2.114176155483852426e+01, 1.490884831007003264e+01, 3.229921375634659597e+01, 2.982339444732000189e+01, 4.054686319231006308e+01, 4.750848763194714053e+01, 3.380924714081383797e+01, 2.590316163110376380e+01, 2.805713345868177910e+01, 2.927494396432827273e+01, 4.395031568177717674e+01, 3.382537199630056080e+01
1.978000000000000000e+03, 3.104048251517393453e+01, 3.333265514204423141e+01, 3.219071498960830979e+01, 3.564208485227827339e+01, 2.098546197843338135e+01, 1.490533688500927667e+01, 3.227940916633242097e+01, 2.980233894215682611e+01, 4.061598930039446032e+01, 4.743037418438573383e+01, 3.381095741160979884e+01, 2.599152553940644594e+01, 2.801771110288214572e+01, 2.907750544681806204e+01, 4.389077891478388693e+01, 3.389569199121249454e+01
1.979000000000000000e+03, 3.088840245824818709e+01, 3.346460565748481031e+01, 3.182526850647108674e+01, 3.566884646381596013e+01, 2.116373128410029025e+01, 1.484401798681939866e+01, 3.225124207387359832e+01, 2.976015841856544242e+01, 4.029505039438718228e+01, 4.737553538337458292e+01, 3.372268372880371601e+01, 2.604752291730091329e+01, 2.816565277634373032e+01, 2.883778201770257610e+01, 4.374259712504367315e+01, 3.392392419245588542e+01
1.980000000000000000e+03, 3.079170071334214498e+01, 3.318742134574368663e+01, 3.174215703753342410e+01, 3.568389413454348613e+01, 2.098417312145477709e+01, 1.478770776657863273e+01, 3.215347808581973510e+01, 2.972583974632628312e+01, 3.973098229817164651e+01, 4.729817899698558392e+01, 3.375661563212893412e+01, 2.597294089173884402e+01, 2.823274138188947546e+01, 2.881856049262119512e+01, 4.367639121079839271e+01, 3.397931192278720403e+01
1.981000000000000000e+03, 3.036314802176264038e+01, 3.291027210134489422e+01, 3.208387976597801838e+01, 3.561848441606872484e+01, 2.088492856990121993e+01, 1.458135056350354297e+01, 3.202875900233830464e+01, 2.956639758255571948e+01, 3.969163879009757068e+01, 4.709853046513730845e+01, 3.380406244723573650e+01, 2.591557432041700437e+01, 2.809265672189227558e+01, 2.854173824551536143e+01, 4.332575744060689971e+01, 3.401456492402798659e+01
1.982000000000000000e+03, 3.006951617375740327e+01, 3.255889287119571662e+01, 3.220633574191818838e+01, 3.550024149835463305e+01, 2.075096285696299248e+01, 1.448893715350830291e+01, 3.195228956838741396e+01, 2.942416697465874975e+01, 3.955816384547515696e+01, 4.691920640067692716e+01, 3.376409274968689544e+01, 2.594196634216877584e+01, 2.799694785497348448e+01, 2.833994634743398677e+01, 4.296674069633322546e+01, 3.409434391851614521e+01
1.983000000000000000e+03, 2.984827479655004723e+01, 3.225777165770664112e+01, 3.140876632978611482e+01, 3.544427450725616779e+01, 2.066932572016541414e+01, 1.443464908304065197e+01, 3.180164169525952289e+01, 2.923231815216829688e+01, 3.903373609772918229e+01, 4.668009120965498937e+01, 3.387490504487387710e+01, 2.600231918050487678e+01, 2.789943708224273777e+01, 2.810008986722898428e+01, 4.263221079866582386e+01, 3.420828737813252474e+01
1.984000000000000000e+03, 2.946182348929713868e+01, 3.205265125427460760e+01, 3.034351558799496829e+01, 3.539579085203595099e+01, 2.046492539791704246e+01, 1.438383124912482458e+01, 3.159007009571859825e+01, 2.897840380067147237e+01, 3.848616716377945579e+01, 4.640598951331088529e+01, 3.382546028415663386e+01, 2.593967066818944645e+01, 2.782637968202644885e+01, 2.779221088262994144e+01, 4.208881212839786912e+01, 3.421766072629061739e+01
1.985000000000000000e+03, 2.900078780579334747e+01, 3.180519194764967139e+01, 3.035961403581189089e+01, 3.543075137307851463e+01, 2.032070621540711741e+01, 1.428949808278047406e+01, 3.138382766449631944e+01, 2.876440856933799850e+01, 3.871686871576963540e+01, 4.631156363207378490e+01, 3.376002106730684460e+01, 2.602867845988585671e+01, 2.787694547525909172e+01, 2.758168190896959260e+01, 4.173755510208511765e+01, 3.428835169210454836e+01
1.986000000000000000e+03, 2.892834338815629280e+01, 3.154872959213906825e+01, 3.118068536402576996e+01, 3.540266836444956056e+01, 2.020357482635882818e+01, 1.426542781101335855e+01, 3.115700047208107648e+01, 2.862638352213389936e+01, 3.864586832697067820e+01, 4.629217257455870538e+01, 3.376883093927536095e+01, 2.627284748153254412e+01, 2.781931996895743708e+01, 2.727645226038476522e+01, 4.136278250579758975e+01, 3.410717729054510272e+01
1.987000000000000000e+03, 2.894668117152088271e+01, 3.131941496064373709e+01, 3.066775161907882463e+01, 3.538976811199523809e+01, 2.006493804936567216e+01, 1.417302749943577922e+01, 3.096009748410397577e+01, 2.854741445031795877e+01, 3.825195880476260868e+01, 4.614659855683057543e+01, 3.384738221680246539e+01, 2.636742204858126470e+01, 2.768397056908755260e+01, 2.685124112167683563e+01, 4.101565536192093475e+01, 3.420453339843730589e+01
1.988000000000000000e+03, 2.887268575160756257e+01, 3.112293865412531702e+01, 3.008698279357878747e+01, 3.533174708670666320e+01, 1.983078699299745296e+01, 1.409142490660777547e+01, 3.083335298738046149e+01, 2.849687657755591985e+01, 3.797508716514266069e+01, 4.600501472419097126e+01, 3.394660701370798250e+01, 2.645849703579840906e+01, 2.757631457432713162e+01, 2.654353602066694151e+01, 4.073224995235483448e+01, 3.424915972968054945e+01
1.989000000000000000e+03, 2.859225563673474824e+01, 3.095379589348767624e+01, 3.049052506968631349e+01, 3.528883221576791129e+01, 1.959091891754944115e+01, 1.397654549316477102e+01, 3.066725394268980054e+01, 2.821851095747073401e+01, 3.778823317007826432e+01, 4.581842802123304637e+01, 3.405791620983897161e+01, 2.659512940012914939e+01, 2.746305157992274104e+01, 2.629835303095023136e+01, 4.030808142610869993e+01, 3.427850302841468277e+01
1.990000000000000000e+03, 2.841812824257212355e+01, 3.080334095301633113e+01, 3.036137567502501966e+01, 3.522312396507187771e+01, 1.941668380194011689e+01, 1.395430633931957765e+01, 3.046052603873495812e+01, 2.796589878435369769e+01, 3.770549834928047517e+01, 4.565226314443177102e+01, 3.414225363509254407e+01, 2.673490636933223286e+01, 2.743148274893535898e+01, 2.607309499930378749e+01, 3.988527422570156489e+01, 3.421323347960338879e+01
1.991000000000000000e+03, 2.852910741769975900e+01, 3.069126878516854262e+01, 2.946957732519075179e+01, 3.510768606009958148e+01, 1.953592112992532748e+01, 1.396720734550382836e+01, 3.030704153942936685e+01, 2.810742629418854222e+01, 3.798372397287877078e+01, 4.579745787059201945e+01, 3.420245804242428989e+01, 2.703658910009525584e+01, 2.746076078672676957e+01, 2.601775049821103636e+01, 4.012585019862529379e+01, 3.430210108203834096e+01
1.992000000000000000e+03, 2.860205490664318617e+01, 3.078973610198801936e+01, 3.001042287443022616e+01, 3.504218058501531630e+01, 1.943606817343465565e+01, 1.397411885969652978e+01, 3.026493888409569522e+01, 2.827135758147603894e+01, 3.802997983222223866e+01, 4.596938346243724283e+01, 3.445763844731435910e+01, 2.716832106360262955e+01, 2.748602162352295863e+01, 2.579691355611171488e+01, 4.025435668467271455e+01, 3.455488264953556410e+01
1.993000000000000000e+03, 2.881760648317888140e+01, 3.084981710039906488e+01, 3.014953656914229541e+01, 3.499111710340702786e+01, 1.949712292897251942e+01, 1.401411980795031376e+01, 3.048783824583194146e+01, 2.834984380798157844e+01, 3.773223956650968347e+01, 4.608392639732443996e+01, 3.461276271546711314e+01, 2.740297521075454412e+01, 2.749690961938252798e+01, 2.559887101733237103e+01, 4.032639743324561010e+01, 3.469618476237194216e+01
1.994000000000000000e+03, 2.904860793148558074e+01, 3.099635200563461979e+01, 3.001476655708576047e+01, 3.492025284919909467e+01, 1.953440836593603080e+01, 1.399875094102913486e+01, 3.071869371722997499e+01, 2.819918018838965068e+01, 3.767954713321077520e+01, 4.615591202685214967e+01, 3.462774389861603908e+01, 2.770253574435891508e+01, 2.760383763632500731e+01, 2.559244336385678764e+01, 4.048020470804726045e+01, 3.477165330810623090e+01
1.995000000000000000e+03, 2.902780645638172530e+01, 3.093025005531292848e+01, 3.012971220205040623e+01, 3.486730130466006727e+01, 1.955437691292571856e+01, 1.405904243408750354e+01, 3.070757332291280761e+01, 2.820724642955602235e+01, 3.795224005269376022e+01, 4.622761028231286673e+01, 3.470176232900605839e+01, 2.806529893518380092e+01, 2.779055281366869323e+01, 2.547675301808931536e+01, 4.061340684475884899e+01, 3.478671828917040187e+01
1.996000000000000000e+03, 2.905812022523318205e+01, 3.101560926786146055e+01, 3.085104518022896158e+01, 3.478328626183053274e+01, 1.959233632195270403e+01, 1.409204386290167577e+01, 3.069230875092544153e+01, 2.832395299520705123e+01, 3.802615804018348200e+01, 4.626948405290595190e+01, 3.483213132403637502e+01, 2.846798440481481407e+01, 2.794696203063230300e+01, 2.544961884313840983e+01, 4.072989185966528680e+01, 3.472570298710279957e+01
1.997000000000000000e+03, 2.903868293279727197e+01, 3.102359062722377203e+01, 3.062998457574544986e+01, 3.478922240459528581e+01, 1.986423398563745124e+01, 1.418360271559427943e+01, 3.076460975928904773e+01, 2.844086850892700014e+01, 3.781832076130838516e+01, 4.633320172475880838e+01, 3.477413685075957517e+01, 2.890751736215984380e+01, 2.797010102832874878e+01, 2.553069460813210512e+01, 4.084742285926648009e+01, 3.484853180812315543e+01
1.998000000000000000e+03, 2.899890799087979687e+01, 3.099080432456806733e+01, 2.966587802563394050e+01, 3.478189674931452657e+01, 1.978016573337173867e+01, 1.418300060478614810e+01, 3.077584190795199959e+01, 2.876599558399746570e+01, 3.821654073177671052e+01, 4.636352213523257149e+01, 3.481734706288759185e+01, 2.897529822629181950e+01, 2.814371827303158469e+01, 2.557336417469255352e+01, 4.102814228331808977e+01, 3.495653948676683598e+01
1.999000000000000000e+03, 2.901584138447225314e+01, 3.109366606084792650e+01, 3.076701694523828223e+01, 3.478132891567282314e+01, 1.965663892567278737e+01, 1.417213591747170298e+01, 3.090829794680091425e+01, 2.903803126688995917e+01, 3.827366325751089704e+01, 4.638024156110553520e+01, 3.498170847751933366e+01, 2.910382740009039537e+01, 2.827814042056784061e+01, 2.546741887342287569e+01, 4.120832779693349579e+01, 3.505204034567377391e+01
2.000000000000000000e+03, 2.914907785601004520e+01, 3.104006117230638750e+01, 3.145481958702627168e+01, 3.481868789392097341e+01, 1.973664525131350800e+01, 1.421406319928743756e+01, 3.107627668837550061e+01, 2.908286122377078442e+01, 3.820759574402061531e+01, 4.643687494130212201e+01, 3.509926121288834366e+01, 2.933301270452026444e+01, 2.841825810754524895e+01, 2.549688527941469474e+01, 4.153560319635167275e+01, 3.515866008248094232e+01
2.001000000000000000e+03, 2.922845950139731741e+01, 3.101623944110906095e+01, 3.099424051184102424e+01, 3.478064004958689281e+01, 1.963475264900771222e+01, 1.427360614321326970e+01, 3.102718090091699921e+01, 2.899540834729611660e+01, 3.825837454264068072e+01, 4.638595219242409939e+01, 3.517360400974961721e+01, 2.963075704942856348e+01, 2.837043745888743018e+01, 2.522841516805339879e+01, 4.138808437879698232e+01, 3.522087320086485107e+01
2.002000000000000000e+03, 2.934735236397844460e+01, 3.119617463445854355e+01, 3.055738391437257206e+01, 3.473895409596591577e+01, 1.976250462972399902e+01, 1.430214207232997836e+01, 3.144860189680803941e+01, 2.910516163577324278e+01, 3.819805626348234995e+01, 4.645889312335829402e+01, 3.539203497989858249e+01, 2.994953499140076403e+01, 2.843229620756612519e+01, 2.528790427274874730e+01, 4.160960142995021727e+01, 3.538660330440305302e+01
2.003000000000000000e+03, 2.950807576438146285e+01, 3.108646775842339238e+01, 3.059670562155345763e+01, 3.477872183528550920e+01, 1.987130311861647769e+01, 1.439428983799307815e+01, 3.160976873524537467e+01, 2.923761928483717298e+01, 3.795144286732958960e+01, 4.648418798837098365e+01, 3.565241214603843645e+01, 2.988719147211215343e+01, 2.860048985831419444e+01, 2.506010440638819858e+01, 4.198980930346791496e+01, 3.538706400735761548e+01
2.004000000000000000e+03, 2.933070921200189929e+01, 3.089597827094758387e+01, 3.154269757025729248e+01, 3.476479685368718719e+01, 1.952663411539625571e+01, 1.434848717176360822e+01, 3.135455104118325664e+01, 2.887697254309921746e+01, 3.797706312533941286e+01, 4.624837285507668838e+01, 3.580396978469411096e+01, 2.992638344259346539e+01, 2.863060664799161259e+01, 2.472048834471682000e+01, 4.147147149425477863e+01, 3.542922489249259144e+01
2.005000000000000000e+03, 2.950527957260395340e+01, 3.095828524411935945e+01, 3.188700015917565622e+01, 3.471910466905867310e+01, 1.957502246660189726e+01, 1.445140881116916454e+01, 3.138054597048405014e+01, 2.880248612201895497e+01, 3.848786182614048812e+01, 4.619489588549726733e+01, 3.588427710550300986e+01, 3.022210143172864960e+01, 2.861172407001640039e+01, 2.475873675785208405e+01, 4.207776116041386416e+01, 3.560582318276050273e+01
2.006000000000000000e+03, 2.974522233144470107e+01, 3.104585755381375023e+01, 3.131015809703960784e+01, 3.473215185885875655e+01, 1.977549238882646776e+01, 1.451203767336499517e+01, 3.154206725833298108e+01, 2.909807929013413386e+01, 3.851530179152440780e+01, 4.631421167132748451e+01, 3.595069570061294684e+01, 3.058509960104775871e+01, 2.870834914999225873e+01, 2.487633952169792195e+01, 4.214752297701673456e+01, 3.576247368445855557e+01
2.007000000000000000e+03, 2.968575126743046866e+01, 3.125181167048028286e+01, 3.134543131422285711e+01, 3.474743907788769803e+01, 1.976377690046067670e+01, 1.462366176086622360e+01, 3.187021806692721171e+01, 2.943023754148170923e+01, 3.842772553001540814e+01, 4.641460616574211429e+01, 3.614614114853241489e+01, 3.085527519656563555e+01, 2.884902352950338056e+01, 2.497932713040110997e+01, 4.313702209407135513e+01, 3.586106626077628334e+01
2.008000000000000000e+03, 2.960337962473852969e+01, 3.135575740222850882e+01, 3.181928427663625669e+01, 3.464149404250649411e+01, 1.988047837988294830e+01, 1.466846632018209995e+01, 3.211239638099015536e+01, 2.975989644492309338e+01, 3.838112847309309927e+01, 4.654313293629014225e+01, 3.630919419977448825e+01, 3.100889412819753943e+01, 2.910002299316684216e+01, 2.504114882412694953e+01, 4.324100984803116887e+01, 3.603558621211900714e+01
2.009000000000000000e+03, 2.973882231029265455e+01, 3.132480021830996719e+01, 3.210734465121081627e+01, 3.457104248057752471e+01, 1.983369122323884426e+01, 1.464547083604293753e+01, 3.215673188978011865e+01, 2.988287340482086663e+01, 3.845433103918799134e+01, 4.663295113959134852e+01, 3.636801704348277298e+01, 3.128920606492792800e+01, 2.914199251433152682e+01, 2.494600969901117438e+01, 4.323722465357943889e+01, 3.610569352871145554e+01
2.010000000000000000e+03, 2.988305913562277638e+01, 3.145019941460430957e+01, 3.156902241182875457e+01, 3.449273210476783191e+01, 1.972274687732199894e+01, 1.475950722039896590e+01, 3.216759762984019488e+01, 2.991668865731547911e+01, 3.863427160353332113e+01, 4.631428639420172289e+01, 3.650530338227359550e+01, 3.156101334302529793e+01, 2.918196450263423358e+01, 2.497676442693161647e+01, 4.310482271718132097e+01, 3.620808046592043894e+01
2.011000000000000000e+03, 3.004831321396047272e+01, 3.150376872671947126e+01, 3.232007739681657199e+01, 3.439671722613448424e+01, 1.966484273787468240e+01, 1.486144593938968406e+01, 3.216269057703075163e+01, 3.007247732603635271e+01, 3.852204561180911213e+01, 4.630766776046151989e+01, 3.668682937952365819e+01, 3.177798022141282885e+01, 2.930345380197288563e+01, 2.437440948547721931e+01, 4.358674234137610881e+01, 3.621796778967427599e+01
2.012000000000000000e+03, 3.004517534934284484e+01, 3.146059957415733876e+01, 3.226687653475791961e+01, 3.444643067084716392e+01, 1.976949032687302932e+01, 1.501456508465992101e+01, 3.222203211441318160e+01, 3.031594349104114627e+01, 3.856214954747755996e+01, 4.637797731656756639e+01, 3.688059495133169463e+01, 3.204294859044954080e+01, 2.941106240522959681e+01, 2.446167171006776897e+01, 4.364849302528004671e+01, 3.606792122637036613e+01
2.013000000000000000e+03, 3.012419448079279505e+01, 3.162146114340529124e+01, 3.144593398919409211e+01, 3.451900134884125748e+01, 1.991392090415497051e+01, 1.507902534318029986e+01, 3.242104080580442371e+01, 3.043511788061372059e+01, 3.866942628039161178e+01, 4.647512116620843159e+01, 3.710750236956024395e+01, 3.203975548444167032e+01, 2.954968049097678318e+01, 2.454142952978085646e+01, 4.390493414171444186e+01, 3.596925968027148457e+01
2.014000000000000000e+03, 3.025401353395732329e+01, 3.167056983165912598e+01, 3.203964378975079796e+01, 3.452543857517350290e+01, 2.014777471915925133e+01, 1.517873333436195615e+01, 3.282406853217089093e+01, 3.038444343535919501e+01, 3.897938521688722346e+01, 4.651830581152983513e+01, 3.727013918129134140e+01, 3.208622424359403169e+01, 2.968687115765817097e+01, 2.466475056206883210e+01, 4.411919648751700862e+01, 3.607685268527954037e+01
