year, CNRM-ESM2-1, CESM2-WACCM, IPSL-CM6A-LR, UKESM1-0-LL, MIROC-ES2L, MPI-ESM1-2-LR, CMCC-CM2-SR5, EC-Earth3-Veg, ACCESS-ESM1-5
1.887000000000000000e+03, 2.807009993219260202e-02, 3.889150282927814062e-01, 1.019709344911837179e-01, 1.571010262257293373e-04, 4.726391370780970158e-01, 7.702557799505738156e-01, 3.236912468360837458e-01, 8.749566254144223315e-03, 6.960864155807867937e-02
1.888000000000000000e+03, 2.928771386334869456e-02, 3.952774270014305924e-01, 1.002688382311040377e-01, 1.517375010297762757e-04, 4.749444472334445333e-01, 7.696983097523517614e-01, 3.260524053354091345e-01, 9.505044753436600255e-03, 7.261394317807393084e-02
1.889000000000000000e+03, 3.029779696463270194e-02, 3.982200831254548157e-01, 9.831524098723026794e-02, 1.560925680939099765e-04, 4.767064158878469016e-01, 7.652762762563549703e-01, 3.284571906991561874e-01, 1.029244900573685756e-02, 7.551324763502116622e-02
1.890000000000000000e+03, 3.094465078563259780e-02, 3.989720350562523943e-01, 9.529167630294790858e-02, 1.740613883037966817e-04, 4.830907472334141639e-01, 7.556322561098576251e-01, 3.322314924007184200e-01, 1.109769977474293901e-02, 7.836825665070076830e-02
1.891000000000000000e+03, 3.416173716962331297e-02, 4.017951420184981970e-01, 9.465330799086627001e-02, 1.939423825371523801e-04, 4.875712918427826947e-01, 7.526808277261094471e-01, 3.356237336974555174e-01, 1.187611725078055978e-02, 8.527011677246458532e-02
1.892000000000000000e+03, 3.715660388067831832e-02, 4.083712072779108193e-01, 9.385880775845746593e-02, 1.919083209598987068e-04, 4.905896317900956261e-01, 7.538522969269042528e-01, 3.375563892396749588e-01, 1.263876862050401957e-02, 9.162651581274403045e-02
1.893000000000000000e+03, 3.994284260948439275e-02, 4.103391520682470039e-01, 9.302379380259406805e-02, 2.191306226051667201e-04, 4.929739615541726683e-01, 7.536885053353148400e-01, 3.397168415992488089e-01, 1.334326538291683191e-02, 9.766120298445922498e-02
1.894000000000000000e+03, 4.244313493020737682e-02, 4.099140414868194249e-01, 9.187677485555796608e-02, 2.556809169233847045e-04, 4.951565373605687492e-01, 7.502705166649638047e-01, 3.420667272694437044e-01, 1.405664823478951740e-02, 1.034670824095675068e-01
1.895000000000000000e+03, 4.466850972214164717e-02, 4.123407215000197690e-01, 9.077156327413141157e-02, 2.584658881537371189e-04, 4.965926214540015149e-01, 7.494694001078767709e-01, 3.445788325083696813e-01, 1.481540049057721714e-02, 1.164257995863469397e-01
1.896000000000000000e+03, 4.663681127349424138e-02, 4.148876031406678044e-01, 8.946313825814329601e-02, 2.494986584404714869e-04, 4.985766953394867307e-01, 7.457788912109811763e-01, 3.472386834463040972e-01, 1.555517303085028093e-02, 1.208866567160021555e-01
1.897000000000000000e+03, 4.832029913856716874e-02, 4.242439946878643342e-01, 8.796038588211416154e-02, 2.468930349045754687e-04, 5.002735706534191529e-01, 7.430919007446569191e-01, 3.500075808650315312e-01, 1.629982507882496781e-02, 1.258533159963193537e-01
1.898000000000000000e+03, 4.985737275247602990e-02, 4.279670105417964221e-01, 8.641293327110961819e-02, 2.487221705794512750e-04, 5.026209439070637996e-01, 7.441338770848621165e-01, 3.528662225510322825e-01, 1.706070058796047006e-02, 1.309378404742482793e-01
1.899000000000000000e+03, 5.133212365052731291e-02, 4.300348700337690566e-01, 8.468429364420791694e-02, 2.447753136761807603e-04, 5.054896751070570016e-01, 7.405477289198967306e-01, 3.557895526839733313e-01, 1.780788081542588122e-02, 1.360209233586575084e-01
1.900000000000000000e+03, 5.236844605988266732e-02, 4.318411544092904952e-01, 8.288747250218989060e-02, 2.475286059729261403e-04, 5.115108770974795549e-01, 7.378247898535222893e-01, 3.588378011303601234e-01, 1.853882308283569605e-02, 1.410190510544835352e-01
1.901000000000000000e+03, 5.404469837450673331e-02, 4.332873419131788029e-01, 8.156118089228285573e-02, 2.401525728018435145e-04, 5.168118481946666343e-01, 7.374622589438076803e-01, 3.618181973008494645e-01, 1.936712210967816289e-02, 1.467987008155552942e-01
1.902000000000000000e+03, 5.562350178304355242e-02, 4.390863381765387485e-01, 8.011058496309234056e-02, 2.452925010641701176e-04, 5.225722824354976925e-01, 7.321615577672834219e-01, 3.645483659247021335e-01, 2.018539210563607619e-02, 1.529951487204813942e-01
1.903000000000000000e+03, 5.699274666292037522e-02, 4.431821998751081515e-01, 7.851648002340121113e-02, 2.410246724962470050e-04, 5.280102322154875960e-01, 7.294598093912286751e-01, 3.672369847859224268e-01, 2.095926530143234212e-02, 1.589757942078413866e-01
1.904000000000000000e+03, 5.813157764768810826e-02, 4.436872073538101757e-01, 7.739155634272316953e-02, 2.558548396308954844e-04, 5.321661781993349827e-01, 7.296618628178254129e-01, 3.700244709202595295e-01, 2.177212599731000522e-02, 1.648311667823799953e-01
1.905000000000000000e+03, 5.910760792558455295e-02, 4.463947565788567440e-01, 7.608098130929639991e-02, 2.619497931278655031e-04, 5.344107279656794551e-01, 7.311466441702749730e-01, 3.728919910426180540e-01, 2.260847963633825022e-02, 1.705447424923835220e-01
1.906000000000000000e+03, 5.995592116420263989e-02, 4.513084696351351566e-01, 7.504322986955665187e-02, 2.589745085265915815e-04, 5.365035210246775765e-01, 7.363451249254844289e-01, 3.758304816777737201e-01, 2.340570498059006688e-02, 1.761712294300774584e-01
1.907000000000000000e+03, 6.069657759266940816e-02, 4.574263344353367011e-01, 7.417330003608864353e-02, 2.493339593020955708e-04, 5.383664680685554815e-01, 7.356846644780858924e-01, 3.788240633817969716e-01, 2.421849045062296479e-02, 1.816569566689558712e-01
1.908000000000000000e+03, 6.128390682408111495e-02, 4.601931641025460151e-01, 7.310827446715222055e-02, 2.518038996854574151e-04, 5.393393083385389364e-01, 7.324309131449565635e-01, 3.818377112250765926e-01, 2.504443771107548941e-02, 1.871781388712735472e-01
1.909000000000000000e+03, 6.182267230801512942e-02, 4.590160773290565266e-01, 7.206731317366864287e-02, 2.481600107248329505e-04, 5.402164886458186155e-01, 7.304434385776793492e-01, 3.848422121503545235e-01, 2.590963833685674261e-02, 1.925018861115035951e-01
1.910000000000000000e+03, 6.222848768116445023e-02, 4.635887121341108474e-01, 7.134873441715361420e-02, 2.861198204650611688e-04, 5.506244276887902744e-01, 7.338794012648723886e-01, 3.898215396990492576e-01, 2.674499576518025307e-02, 1.977886309472274562e-01
1.911000000000000000e+03, 6.923461171827444138e-02, 4.733166982418291480e-01, 7.322841120733875053e-02, 3.326095883595239018e-04, 5.578703121492155637e-01, 7.332389852783443018e-01, 3.963234950224771014e-01, 2.652281635915756247e-02, 2.122005025909892428e-01
1.912000000000000000e+03, 7.550756730335081435e-02, 4.806906108216982276e-01, 7.455510877878906983e-02, 3.528581084690948192e-04, 5.646063376590316762e-01, 7.321720403074644112e-01, 4.023395063886802681e-01, 2.639572021314343445e-02, 2.250784293256271884e-01
1.913000000000000000e+03, 8.104275502760373284e-02, 4.869404455105529883e-01, 7.587476072380353043e-02, 3.604911606805555595e-04, 5.708781989667213175e-01, 7.349580930046156757e-01, 4.080772283611858176e-01, 2.634118677979408255e-02, 2.373674958759821041e-01
1.914000000000000000e+03, 8.599479119107938940e-02, 4.953649981970860150e-01, 7.701812663932527947e-02, 3.542768126254498351e-04, 5.763063867973889920e-01, 7.367434630303886234e-01, 4.136060202514765805e-01, 2.634952326674467465e-02, 2.491858799696888283e-01
1.915000000000000000e+03, 9.036807802936111522e-02, 5.029230455941742228e-01, 7.794302191135316082e-02, 3.336020118095194627e-04, 5.807558344089537306e-01, 7.354984769921132370e-01, 4.189596882505438602e-01, 2.642817482638585083e-02, 2.607142890168158145e-01
1.916000000000000000e+03, 9.420236679145826963e-02, 5.069245991774739002e-01, 7.818536939677990516e-02, 3.296394836743162622e-04, 5.850867742154007844e-01, 7.350836675033602940e-01, 4.241716170132587282e-01, 2.656303835729752205e-02, 2.719908346118317111e-01
1.917000000000000000e+03, 9.765607126270428595e-02, 5.165041074575839053e-01, 7.859836121661172015e-02, 3.487668897595798444e-04, 5.903522070709290581e-01, 7.377501866030350408e-01, 4.292151790290609781e-01, 2.673451244895619361e-02, 2.838063731129579215e-01
1.918000000000000000e+03, 1.003891056775625679e-01, 5.225392289834231985e-01, 7.826743850698020255e-02, 3.480837498815434242e-04, 5.960362547495554608e-01, 7.389242614434557987e-01, 4.341413207544561059e-01, 2.696902179175632297e-02, 2.946526476548994578e-01
1.919000000000000000e+03, 1.025050630437610438e-01, 5.311594139468892584e-01, 7.801736727333509480e-02, 3.479758022219231017e-04, 6.023274778526073181e-01, 7.411319390107899974e-01, 4.388595292101220569e-01, 2.725543289505067551e-02, 3.052552180572641882e-01
1.920000000000000000e+03, 1.035222271377746056e-01, 5.350109403823164467e-01, 7.739152508613007797e-02, 3.459293900378162547e-04, 5.997896056121164721e-01, 7.411584207111761025e-01, 4.418610695262104038e-01, 2.758439475175717553e-02, 3.159494504404272153e-01
1.921000000000000000e+03, 1.012784941699400310e-01, 5.336346414659003390e-01, 7.297128548675499427e-02, 3.157350126048423392e-04, 5.989800108105822751e-01, 7.396068687625887428e-01, 4.433735557009144679e-01, 2.720756668928512104e-02, 3.153213000744902184e-01
1.922000000000000000e+03, 9.932689414557122065e-02, 5.368071547131822996e-01, 7.000256789519801459e-02, 3.106889582605264211e-04, 5.991825525573346578e-01, 7.404020767274499537e-01, 4.453696419469154177e-01, 2.688639356471607053e-02, 3.159767116453272018e-01
1.923000000000000000e+03, 9.754210663854361030e-02, 5.417516689000018149e-01, 6.829664290059388188e-02, 3.012299118857623471e-04, 5.991339791980679896e-01, 7.447235468618804699e-01, 4.481952632240217560e-01, 2.662122440386310504e-02, 3.171910006805932492e-01
1.924000000000000000e+03, 9.587053574841344905e-02, 5.451596128295389532e-01, 6.625245092065783215e-02, 2.838601952435424532e-04, 5.992013403566383012e-01, 7.477500553297624641e-01, 4.517337840145916883e-01, 2.640747418560523280e-02, 3.189951600368828299e-01
1.925000000000000000e+03, 9.433841454249111691e-02, 5.478685242946144118e-01, 6.570806446698192194e-02, 2.820042268495053591e-04, 6.010625581316563215e-01, 7.510006381316349788e-01, 4.559182578380918116e-01, 2.623693309018113734e-02, 3.210930904188923907e-01
1.926000000000000000e+03, 9.315829505380261721e-02, 5.532587480479631559e-01, 6.566826858153870794e-02, 2.748869750116795857e-04, 6.047726037522982434e-01, 7.539866333519678054e-01, 4.606717572938503480e-01, 2.611289082248970106e-02, 3.234623384384424649e-01
1.927000000000000000e+03, 9.238639667871972883e-02, 5.592805921964724147e-01, 6.648779787202245550e-02, 2.755867466932319584e-04, 6.083253094873553035e-01, 7.540770164509835727e-01, 4.659168450913184767e-01, 2.603194536609633458e-02, 3.259121312009641280e-01
1.928000000000000000e+03, 9.172309169959978747e-02, 5.642074472760982840e-01, 6.743403593724706102e-02, 2.823514922294458637e-04, 6.120860591112377014e-01, 7.612163541593767180e-01, 4.715062177479667493e-01, 2.597879572427775480e-02, 3.284466622038478278e-01
1.929000000000000000e+03, 9.118992842286832712e-02, 5.709068210786037989e-01, 6.875069873989109182e-02, 2.658831160762440641e-04, 6.162998745694387992e-01, 7.682029084447384859e-01, 4.773894098090445404e-01, 2.596648002742493050e-02, 3.310937721595255678e-01
1.930000000000000000e+03, 9.108379571871048908e-02, 5.776598649281221576e-01, 7.078269676029784463e-02, 2.721436538219469681e-04, 6.196089138070093316e-01, 7.667048252799816277e-01, 4.829819002748391155e-01, 2.599241741593947413e-02, 3.342347312873119036e-01
1.931000000000000000e+03, 8.905038459475905777e-02, 5.810979642575280213e-01, 7.396179574969037607e-02, 3.034329526426196469e-04, 6.231536343364754149e-01, 7.689432244222107471e-01, 4.884288496092117904e-01, 2.533864601398284899e-02, 3.406140436961556661e-01
1.932000000000000000e+03, 8.706725568103335089e-02, 5.868535960071935564e-01, 7.694013084469694674e-02, 3.350543863847847844e-04, 6.257688030165352577e-01, 7.733387232368155173e-01, 4.943089878067762344e-01, 2.473149500421334759e-02, 3.465591836255139113e-01
1.933000000000000000e+03, 8.508219836704268568e-02, 5.934597290785466051e-01, 8.001620091904157461e-02, 3.698059449953266880e-04, 6.275750538880016105e-01, 7.767485303530008434e-01, 5.006420202663262042e-01, 2.418256506313893467e-02, 3.523454087361601039e-01
1.934000000000000000e+03, 8.316326474498052235e-02, 6.022549507558851989e-01, 8.332587201059830917e-02, 3.796440427959614354e-04, 6.292633885203828825e-01, 7.793447802444576356e-01, 5.073166199038224855e-01, 2.367714358139738628e-02, 3.580970781825710270e-01
1.935000000000000000e+03, 8.165017576922121989e-02, 6.049882885214070694e-01, 8.689037300685296950e-02, 3.652780128198462807e-04, 6.303664204432704032e-01, 7.875738110664465275e-01, 5.141595263038978292e-01, 2.322673532453932432e-02, 3.643249759450895575e-01
1.936000000000000000e+03, 8.027773690800935058e-02, 6.084770853100709420e-01, 9.025295197880216225e-02, 3.540434464807028442e-04, 6.308888275170746462e-01, 7.945144950201075140e-01, 5.211587815823783831e-01, 2.277168688036148095e-02, 3.704463287443385822e-01
1.937000000000000000e+03, 7.899893126078752492e-02, 6.194879687575913785e-01, 9.370289739947454399e-02, 3.702303873420463337e-04, 6.325312392139856854e-01, 8.006383458341129744e-01, 5.284313888123616243e-01, 2.235989801688233886e-02, 3.764528227743297317e-01
1.938000000000000000e+03, 7.795558726676077299e-02, 6.282797070280958796e-01, 9.704291499585571135e-02, 4.405001689432517771e-04, 6.355679905647074746e-01, 8.048229000595635840e-01, 5.359812116401434512e-01, 2.200443951744297105e-02, 3.824070519477802410e-01
1.939000000000000000e+03, 7.719161947575055305e-02, 6.351316028442455242e-01, 1.004557852545628766e-01, 4.661852300338736594e-04, 6.382771360650152381e-01, 8.109282873230645450e-01, 5.437988880871298392e-01, 2.169926868977990753e-02, 3.882736333400926831e-01
1.940000000000000000e+03, 7.690928306307683038e-02, 6.417731870115744863e-01, 1.038898770965125395e-01, 4.723416090753776268e-04, 6.381753127398178682e-01, 8.178154464815834412e-01, 5.509821000070272978e-01, 2.141805211893801908e-02, 3.940953547242078137e-01
1.941000000000000000e+03, 7.593597568244073170e-02, 6.461469964604446004e-01, 1.061169806971329205e-01, 4.258142053642898091e-04, 6.385774238943507930e-01, 8.239891804529750896e-01, 5.575325824035083366e-01, 2.086659831692351530e-02, 3.933378816754218299e-01
1.942000000000000000e+03, 7.497342483468491525e-02, 6.554512957584169852e-01, 1.092509916639532314e-01, 3.961813929209705609e-04, 6.392128048283721720e-01, 8.341084661534580169e-01, 5.643295732314612678e-01, 2.035874068629075356e-02, 3.935004075465454165e-01
1.943000000000000000e+03, 7.397504833892870613e-02, 6.666281572346526296e-01, 1.125579413771586185e-01, 3.867515797046646537e-04, 6.401210943749484628e-01, 8.434991417874301289e-01, 5.714572261519585972e-01, 1.989248194773926559e-02, 3.940879894028011532e-01
1.944000000000000000e+03, 7.288494657937201471e-02, 6.717507904695843024e-01, 1.157754713769450217e-01, 3.684669808288233445e-04, 6.412621460673111340e-01, 8.502564480078509401e-01, 5.789279514009584293e-01, 1.946000832280608481e-02, 3.949720580049823071e-01
1.945000000000000000e+03, 7.181784118250711391e-02, 6.800579421431668381e-01, 1.191918098725050640e-01, 3.464618686657656771e-04, 6.436704306655881558e-01, 8.597372607908733144e-01, 5.867230469173387863e-01, 1.906883743258433114e-02, 3.960386633578362736e-01
1.946000000000000000e+03, 7.077975939847377940e-02, 6.859704758341562680e-01, 1.225986860058862482e-01, 3.484445700132628816e-04, 6.473695153659505541e-01, 8.687200780073220940e-01, 5.947334223480452708e-01, 1.872233012535512789e-02, 3.973390196117628226e-01
1.947000000000000000e+03, 6.980937857139257741e-02, 6.936808667178550047e-01, 1.264216021176280680e-01, 3.402488014561249078e-04, 6.495495447231235397e-01, 8.748978358731797078e-01, 6.029305766355352869e-01, 1.840234977732438729e-02, 3.987661350592018317e-01
1.948000000000000000e+03, 6.884700917872631221e-02, 7.027134612089143140e-01, 1.297737349567479881e-01, 3.716291163918567127e-04, 6.507727819664061997e-01, 8.825202741518115568e-01, 6.113002799739921667e-01, 1.811086435149953169e-02, 4.002973871476126488e-01
1.949000000000000000e+03, 6.791138519491081438e-02, 7.099558330263258110e-01, 1.335171507096123700e-01, 3.853165295578594995e-04, 6.527474355941208506e-01, 8.931315945228267550e-01, 6.198836205848631264e-01, 1.784142116699472674e-02, 4.020016144312723583e-01
1.950000000000000000e+03, 6.701495503714391400e-02, 7.165076344939957931e-01, 1.372206180803905717e-01, 5.229749523996790302e-04, 6.753346686479042571e-01, 9.125119284455009971e-01, 6.341370666806905865e-01, 1.759024820550517121e-02, 4.031045524746753594e-01
1.951000000000000000e+03, 8.007689493384737012e-02, 7.441384829806242385e-01, 1.489156061880707871e-01, 6.770664628160516898e-04, 6.911718947123867141e-01, 9.274424402430743175e-01, 6.531144103497797948e-01, 1.873361789191169482e-02, 4.519563755221943091e-01
1.952000000000000000e+03, 9.229294165307992681e-02, 7.707751428150850792e-01, 1.596262693293997725e-01, 6.913219578211955707e-04, 7.045255582530765004e-01, 9.413137568496386942e-01, 6.711305084363837770e-01, 2.066552843390058805e-02, 4.961788434699939132e-01
1.953000000000000000e+03, 1.033396043270494030e-01, 7.952176267656354547e-01, 1.700312636089845453e-01, 7.014703970760586020e-04, 7.182654459992390272e-01, 9.499385725499948085e-01, 6.886535104640962857e-01, 2.387005128372217053e-02, 5.344230651390136089e-01
1.954000000000000000e+03, 1.132577727466733131e-01, 8.202178509191675460e-01, 1.801316219767210847e-01, 6.944481754939636157e-04, 7.317525791277412761e-01, 9.619670838680041136e-01, 7.059215665794310590e-01, 2.750742549676989807e-02, 5.703425342662685749e-01
1.955000000000000000e+03, 1.219021034147404342e-01, 8.400148108832341531e-01, 1.899516536620222684e-01, 7.022992555483344255e-04, 7.436938997751156855e-01, 9.724989709858002929e-01, 7.231722696090627789e-01, 3.128219738898447427e-02, 6.043670030073056143e-01
