year, CMCC-CM2-SR5, CanESM5, UKESM1-0-LL, NorESM2-MM, EC-Earth3-Veg, CNRM-ESM2-1, MIROC-ES2L, IPSL-CM6A-LR, ACCESS-ESM1-5, MPI-ESM1-2-LR, NorESM2-LM, INM-CM4-8, GFDL-ESM4, INM-CM5-0, TaiESM1, CESM2-WACCM
1.860000000000000000e+03, 2.782841643788125907e+02, 2.756815543749430617e+02, 2.790561569810555511e+02, 2.800529364501882696e+02, 2.766226251989981506e+02, 2.765891224599474185e+02, 2.798781987990112725e+02, 2.744204028339850652e+02, 2.789804215743934606e+02, 2.787166204577707731e+02, 2.804437791579121608e+02, 2.792578863173403079e+02, 2.775755138500966837e+02, 2.791660892079398195e+02, 2.792044206006401623e+02, 2.802005210073974126e+02
1.861000000000000000e+03, 2.789947966011712310e+02, 2.754839839760433620e+02, 2.784212119594651540e+02, 2.800854079179491691e+02, 2.775759807145119566e+02, 2.765177679153106283e+02, 2.796857687584340511e+02, 2.749028467838944039e+02, 2.795940171310064670e+02, 2.782069255233554372e+02, 2.797188026786184878e+02, 2.790806751920442821e+02, 2.769695600996156486e+02, 2.788596583582888684e+02, 2.785053338508390652e+02, 2.803358978561184358e+02
1.862000000000000000e+03, 2.787948105367447056e+02, 2.750944585799840070e+02, 2.786032833341462265e+02, 2.800771898948267449e+02, 2.772006007404901879e+02, 2.769904554539417632e+02, 2.803924831485228424e+02, 2.747368823467543280e+02, 2.789940908149106917e+02, 2.783758874837604935e+02, 2.804534241564077206e+02, 2.796230911385322315e+02, 2.774809339358559441e+02, 2.792521029626885252e+02, 2.784318088142659349e+02, 2.798388509829641180e+02
1.863000000000000000e+03, 2.782244331541812699e+02, 2.754625654253306379e+02, 2.787632782641533709e+02, 2.796582529616003399e+02, 2.770246453164093623e+02, 2.767839792537174617e+02, 2.799405953461211425e+02, 2.741767589567667187e+02, 2.789888786939253009e+02, 2.783942966504365017e+02, 2.805694535057164671e+02, 2.792966462610480107e+02, 2.775136331525951618e+02, 2.790335648130590585e+02, 2.785292167849091811e+02, 2.798680374520243390e+02
1.864000000000000000e+03, 2.786563606957371917e+02, 2.752597496819145135e+02, 2.788086728481312093e+02, 2.798093776183172281e+02, 2.782322444665903163e+02, 2.768381287401684858e+02, 2.794700595602743078e+02, 2.736985900549603912e+02, 2.791073847069183671e+02, 2.791552414898976053e+02, 2.810539842193948061e+02, 2.794610372525218054e+02, 2.773649452563666955e+02, 2.790948560473700581e+02, 2.788566217418803035e+02, 2.796233628890713589e+02
1.865000000000000000e+03, 2.788449714276567875e+02, 2.754358005489261245e+02, 2.786260164484153847e+02, 2.801553415901313997e+02, 2.773156525758209909e+02, 2.764830586055013555e+02, 2.803861002578482271e+02, 2.745105500491114867e+02, 2.793012969924428148e+02, 2.796484493420708191e+02, 2.806954875587339870e+02, 2.791585618490905176e+02, 2.777488849160885138e+02, 2.790085368596549529e+02, 2.788182579983546816e+02, 2.800288096046070336e+02
1.866000000000000000e+03, 2.786334254374852435e+02, 2.757242815203355804e+02, 2.783950772177854560e+02, 2.798887244805376326e+02, 2.775098459572996035e+02, 2.769284138848516932e+02, 2.799722325842427608e+02, 2.750120075761847716e+02, 2.795504440046419177e+02, 2.797601341007771225e+02, 2.805363697969514192e+02, 2.791963346909303141e+02, 2.780257578084984971e+02, 2.791349752314993680e+02, 2.791282173973089016e+02, 2.801267899897089819e+02
1.867000000000000000e+03, 2.786879226106947840e+02, 2.752598581591283846e+02, 2.783715206650558684e+02, 2.804970013812758225e+02, 2.777581807401389256e+02, 2.769388803101664394e+02, 2.799579391080320647e+02, 2.746255043300586181e+02, 2.796102781895211251e+02, 2.790247399584945356e+02, 2.806272121680175928e+02, 2.795209869017716642e+02, 2.778781256980174135e+02, 2.787983024347068977e+02, 2.788206814777897193e+02, 2.798961194431284412e+02
1.868000000000000000e+03, 2.782181106404812567e+02, 2.760947604973726470e+02, 2.789060952101020803e+02, 2.798654234811876336e+02, 2.775053319044470186e+02, 2.768936078658435918e+02, 2.798940162343499765e+02, 2.747377138862571542e+02, 2.789249755403583890e+02, 2.789040982811077924e+02, 2.805401040449139600e+02, 2.794883039827030871e+02, 2.777894367461310026e+02, 2.791932279666038426e+02, 2.790996423834001234e+02, 2.799662291023160492e+02
1.869000000000000000e+03, 2.794885603909544329e+02, 2.755925388836112688e+02, 2.788470119936656602e+02, 2.796158983158836122e+02, 2.763086698093210885e+02, 2.768468928171659513e+02, 2.801040692373504726e+02, 2.748028237004131711e+02, 2.794128118945492929e+02, 2.785616653878926741e+02, 2.806318035717944213e+02, 2.796542485384671863e+02, 2.779142952805055415e+02, 2.791552067247338869e+02, 2.787556020857730914e+02, 2.799794763080994358e+02
1.870000000000000000e+03, 2.779437787361583787e+02, 2.753802291200473746e+02, 2.783307760485404856e+02, 2.796291589005347191e+02, 2.778400085929214356e+02, 2.776236764536424744e+02, 2.803416138482010638e+02, 2.742380605139995851e+02, 2.790106479219488165e+02, 2.790275652161550966e+02, 2.807220287099473239e+02, 2.796713575868865291e+02, 2.775031673600643103e+02, 2.789839425426865205e+02, 2.787261373701221601e+02, 2.793795542069641442e+02
1.871000000000000000e+03, 2.786612894124582454e+02, 2.750620900631571430e+02, 2.781101434433037412e+02, 2.795457119062335209e+02, 2.776539307511100105e+02, 2.768518306387086909e+02, 2.799661483611107542e+02, 2.748172895912759941e+02, 2.790358152737243245e+02, 2.787057550264827341e+02, 2.802764240636632849e+02, 2.793991389461845642e+02, 2.770561356776923958e+02, 2.788448923899585452e+02, 2.788211066432057805e+02, 2.799555574921492962e+02
1.872000000000000000e+03, 2.785305666987846394e+02, 2.753581410063089834e+02, 2.787418900621192961e+02, 2.797253502531988261e+02, 2.778999999936888798e+02, 2.770160753754046823e+02, 2.801528767758022127e+02, 2.754849575936814290e+02, 2.791502505451531420e+02, 2.788669783199227936e+02, 2.802828411122318357e+02, 2.796887441304404547e+02, 2.777857284488402456e+02, 2.793160907686346377e+02, 2.787407463348499732e+02, 2.805992218638868394e+02
1.873000000000000000e+03, 2.785771633279507569e+02, 2.748252741765207361e+02, 2.792070761827738465e+02, 2.795410345300221024e+02, 2.777520999171439371e+02, 2.769047276032148375e+02, 2.798332224700163238e+02, 2.752531210687619705e+02, 2.789204855793660727e+02, 2.790082397668064687e+02, 2.798461600162681293e+02, 2.797202299497387230e+02, 2.780470225667677937e+02, 2.790832066813580923e+02, 2.783632665147417811e+02, 2.802313632776857730e+02
1.874000000000000000e+03, 2.781790640563132229e+02, 2.754956358513009036e+02, 2.785360027323168879e+02, 2.795828725273743771e+02, 2.779035901671834381e+02, 2.767801629404324899e+02, 2.796860497951832940e+02, 2.751756497560286903e+02, 2.793239862906284543e+02, 2.788850441683758277e+02, 2.799028778600865053e+02, 2.793872050967806331e+02, 2.777349425724547700e+02, 2.786004698021930039e+02, 2.789386134798565990e+02, 2.804213714478556199e+02
1.875000000000000000e+03, 2.777471868329397466e+02, 2.760339264012404783e+02, 2.787344317575199284e+02, 2.794963849550013606e+02, 2.775845805615516042e+02, 2.767549752411855479e+02, 2.800830452331782112e+02, 2.743365378255445535e+02, 2.795052345156562978e+02, 2.786867449913908672e+02, 2.803846007218143654e+02, 2.791838483007333025e+02, 2.777877782342966384e+02, 2.788596980387900430e+02, 2.790039753771790743e+02, 2.800607137176060633e+02
1.876000000000000000e+03, 2.783669018316739425e+02, 2.758355936863911779e+02, 2.786760107697392073e+02, 2.797265231040771596e+02, 2.765991296010090537e+02, 2.767998597841814785e+02, 2.800904020027601291e+02, 2.746676973693099626e+02, 2.795070016310345977e+02, 2.783568367485418662e+02, 2.805557657676310441e+02, 2.793505174153032726e+02, 2.775045262364184282e+02, 2.785330270790643112e+02, 2.795238320998046788e+02, 2.807873053432747952e+02
1.877000000000000000e+03, 2.781937020669961385e+02, 2.762818830248066888e+02, 2.784783118987104444e+02, 2.797889645884836227e+02, 2.768443126559657230e+02, 2.770733128724784251e+02, 2.800121617628747117e+02, 2.749829668792419284e+02, 2.794565573484774177e+02, 2.783138069942593802e+02, 2.809321298282686143e+02, 2.795851911054623997e+02, 2.777694099568325896e+02, 2.787163986791209709e+02, 2.792444872494835408e+02, 2.804141212875296674e+02
1.878000000000000000e+03, 2.789908866841637405e+02, 2.754606476272550708e+02, 2.785100625951045572e+02, 2.797789530379872645e+02, 2.777924651541131311e+02, 2.765830105991695405e+02, 2.797322137353095854e+02, 2.751117592260593483e+02, 2.789389980058999186e+02, 2.785849170675652431e+02, 2.807240493806855284e+02, 2.791548682367003948e+02, 2.771845423116755569e+02, 2.792246082099971431e+02, 2.787827857564053033e+02, 2.803117522122942091e+02
1.879000000000000000e+03, 2.787894573902572120e+02, 2.752297605343143800e+02, 2.778961935874810933e+02, 2.798206067101763779e+02, 2.769773016617724579e+02, 2.762520784175866879e+02, 2.802848687439490050e+02, 2.747718354055579653e+02, 2.794510704380439279e+02, 2.788306670269325309e+02, 2.808918804694530422e+02, 2.794798727195897072e+02, 2.779338895253771966e+02, 2.790112140071431668e+02, 2.795450106196000775e+02, 2.802625315063796734e+02
1.880000000000000000e+03, 2.783995588047751539e+02, 2.755631133836914728e+02, 2.789241226850377871e+02, 2.798058216482494913e+02, 2.777117815605258215e+02, 2.772688293152655774e+02, 2.799098828554494389e+02, 2.748114310518508319e+02, 2.791533135957237732e+02, 2.776306063308657031e+02, 2.805401778014211800e+02, 2.794283517184115908e+02, 2.774021133300860242e+02, 2.790542139656786844e+02, 2.794370025754730023e+02, 2.804872777167964841e+02
1.881000000000000000e+03, 2.782958707820067730e+02, 2.755212117384699013e+02, 2.787030694036343448e+02, 2.795655403006114739e+02, 2.770799643336021063e+02, 2.768725393443452276e+02, 2.800169267113629985e+02, 2.749723301394414534e+02, 2.790861595227881935e+02, 2.786394554382057436e+02, 2.802079989017768753e+02, 2.795173503899098932e+02, 2.776756169975976718e+02, 2.793842163201279050e+02, 2.787791374113221536e+02, 2.798371043540173559e+02
1.882000000000000000e+03, 2.790118031397030904e+02, 2.752731099135337445e+02, 2.789531385436243909e+02, 2.796563238875439197e+02, 2.772461598466920236e+02, 2.763082585099656399e+02, 2.804925579562440703e+02, 2.746256241927054589e+02, 2.790409824615874186e+02, 2.786014717666976139e+02, 2.800403420063183830e+02, 2.796129527232188252e+02, 2.776572994985500031e+02, 2.789304888186757125e+02, 2.785663745456153606e+02, 2.802954187890564413e+02
1.883000000000000000e+03, 2.786613824403235640e+02, 2.757304352264800400e+02, 2.785546309814976667e+02, 2.793719655312316377e+02, 2.767665076486043176e+02, 2.770147365796167378e+02, 2.800156673126866167e+02, 2.740475888926749803e+02, 2.795221868465765169e+02, 2.785618976187228100e+02, 2.801270413223838887e+02, 2.793892213164148188e+02, 2.779122707842399222e+02, 2.787793563788357574e+02, 2.786861135700820569e+02, 2.801214994217627350e+02
1.884000000000000000e+03, 2.779687518871220391e+02, 2.752474394370859727e+02, 2.782430848158883805e+02, 2.791154846056905967e+02, 2.767847456734126013e+02, 2.767335875978309900e+02, 2.794857156941878316e+02, 2.737335783711583872e+02, 2.784688474356632923e+02, 2.778332510186406807e+02, 2.800897605919444686e+02, 2.787602912558315325e+02, 2.770316107833301658e+02, 2.783204588311739371e+02, 2.784851027079055257e+02, 2.800296620061203612e+02
1.885000000000000000e+03, 2.780741705348964956e+02, 2.753420740188380478e+02, 2.783485457959899918e+02, 2.791335791262952171e+02, 2.777784265492580857e+02, 2.767695163779189897e+02, 2.796041556805709547e+02, 2.741321909159825054e+02, 2.785140389548777762e+02, 2.785925000204474600e+02, 2.799117942684297304e+02, 2.792707341665297918e+02, 2.771640203725790457e+02, 2.781112660900355991e+02, 2.782547872385943606e+02, 2.793073601792672775e+02
1.886000000000000000e+03, 2.782996085528533854e+02, 2.754214205381982197e+02, 2.780786558363873837e+02, 2.789960485478611645e+02, 2.775069828003080374e+02, 2.764992115313459635e+02, 2.792465888865250463e+02, 2.746126245350909585e+02, 2.788938698543695409e+02, 2.789271773211179379e+02, 2.799296168029820251e+02, 2.792796941182512001e+02, 2.775408501725651149e+02, 2.789912207769648376e+02, 2.784922747200382673e+02, 2.799929434427403976e+02
1.887000000000000000e+03, 2.786638243035729943e+02, 2.754595334978133678e+02, 2.783712920594135198e+02, 2.791221662908580470e+02, 2.777367157951294416e+02, 2.766449877013051832e+02, 2.805976844862333905e+02, 2.743484284683841565e+02, 2.791314858119740734e+02, 2.781807589666338458e+02, 2.803289875883984337e+02, 2.793682835804713704e+02, 2.772571034541711583e+02, 2.788366622562203361e+02, 2.783416281252960403e+02, 2.793940479212810715e+02
1.888000000000000000e+03, 2.788243142788419959e+02, 2.756565603797667450e+02, 2.780683759232882153e+02, 2.790498483477066998e+02, 2.776219245519787364e+02, 2.766788678935591861e+02, 2.801187859747801667e+02, 2.747078804279288420e+02, 2.789002716039025245e+02, 2.783156066416341332e+02, 2.801846484985589996e+02, 2.796529909266755567e+02, 2.776961476996337979e+02, 2.786589084219298798e+02, 2.789652243610813116e+02, 2.800429658981212242e+02
1.889000000000000000e+03, 2.781876440938467567e+02, 2.760401156177032362e+02, 2.787071829303863524e+02, 2.794458778452866454e+02, 2.770510134158557207e+02, 2.766778030412876319e+02, 2.798438334889727344e+02, 2.746760807452263293e+02, 2.786124404386958986e+02, 2.787772280513294163e+02, 2.800071694958049875e+02, 2.798018828649393868e+02, 2.776540654857892605e+02, 2.785934643556893207e+02, 2.792206574370151770e+02, 2.800367078110274406e+02
1.890000000000000000e+03, 2.782871496096451551e+02, 2.760183614652891606e+02, 2.778463031688443721e+02, 2.792505405776523162e+02, 2.776110139109542843e+02, 2.762344586774327695e+02, 2.797623926542404433e+02, 2.745910669713914558e+02, 2.789798195944036365e+02, 2.780144798732517302e+02, 2.804367582067971512e+02, 2.795657433098289744e+02, 2.775974037940683274e+02, 2.783614955575668546e+02, 2.785518062702557813e+02, 2.799062495743601175e+02
1.891000000000000000e+03, 2.781418910572224945e+02, 2.753840690348939688e+02, 2.785186358731629639e+02, 2.790031518663438419e+02, 2.774001038173062170e+02, 2.760968501509172484e+02, 2.793376078444092627e+02, 2.737152271789892666e+02, 2.787199192731667381e+02, 2.786086228409600949e+02, 2.806627300350199334e+02, 2.791247809152409332e+02, 2.771325921097454739e+02, 2.785127686232746669e+02, 2.789469223520738979e+02, 2.800576854368255226e+02
1.892000000000000000e+03, 2.780554300252675262e+02, 2.754134652636970486e+02, 2.789296425610847905e+02, 2.792251737180645250e+02, 2.770039761688598787e+02, 2.766485932225887154e+02, 2.799138965599869948e+02, 2.748753967208526205e+02, 2.790575479055301571e+02, 2.784024236200143605e+02, 2.806275663526995459e+02, 2.796801481818308730e+02, 2.770633820205477491e+02, 2.788932484153523887e+02, 2.790333374535470057e+02, 2.801258418185224741e+02
1.893000000000000000e+03, 2.784906320599068295e+02, 2.748370385256559416e+02, 2.788508169866881303e+02, 2.785897593238946115e+02, 2.773667143262758827e+02, 2.765807393269892032e+02, 2.798626836966183191e+02, 2.750883278893739998e+02, 2.790160290427780865e+02, 2.788406110795535824e+02, 2.800768470898430564e+02, 2.795221088531255873e+02, 2.778938308985231629e+02, 2.793412598444590458e+02, 2.788224221905963987e+02, 2.803594214284212853e+02
1.894000000000000000e+03, 2.789320083831747752e+02, 2.756550588323144666e+02, 2.787116297874982251e+02, 2.788285498179597539e+02, 2.777259393621164918e+02, 2.769071992312685211e+02, 2.795538172196191908e+02, 2.741485039768944603e+02, 2.789863202659383319e+02, 2.789107187725488188e+02, 2.804390291329879688e+02, 2.796193550396477576e+02, 2.777975874905120008e+02, 2.782824545370002625e+02, 2.787533159582906137e+02, 2.801941935792908112e+02
1.895000000000000000e+03, 2.784278721039235620e+02, 2.759818717923336067e+02, 2.787832516810002517e+02, 2.794421393153529607e+02, 2.775745136652948872e+02, 2.767772734706169899e+02, 2.796436964892333208e+02, 2.743850024458412804e+02, 2.796994933979997882e+02, 2.794507980103138607e+02, 2.803203758189389987e+02, 2.796127722037136891e+02, 2.781522111194951208e+02, 2.790343527204566385e+02, 2.782496121120493626e+02, 2.801531584126485086e+02
1.896000000000000000e+03, 2.785915664651132602e+02, 2.759013991705232343e+02, 2.785581920869241799e+02, 2.799881083813545501e+02, 2.778082447139665874e+02, 2.763104252650040848e+02, 2.793970170931419830e+02, 2.749299253609556217e+02, 2.790676585007109907e+02, 2.786698458774820892e+02, 2.806236360755542023e+02, 2.803922115576639840e+02, 2.773447825152205723e+02, 2.787958454194148317e+02, 2.789556910997771411e+02, 2.800098238902623962e+02
1.897000000000000000e+03, 2.783543176650538271e+02, 2.758539521263242023e+02, 2.788164548331674268e+02, 2.794144265885281015e+02, 2.777457512559957991e+02, 2.768849130303260040e+02, 2.803052233432492812e+02, 2.743262077650296078e+02, 2.786047733897801209e+02, 2.790548611740189813e+02, 2.807369742612565915e+02, 2.799912025412668299e+02, 2.781918713990429524e+02, 2.794727853406339477e+02, 2.785443136221626901e+02, 2.808002370041243125e+02
1.898000000000000000e+03, 2.787659806093814723e+02, 2.752901047405916870e+02, 2.788994735026221292e+02, 2.796802119550113730e+02, 2.775164972059986894e+02, 2.768262660846955896e+02, 2.799173340809715000e+02, 2.742798117909887878e+02, 2.790546496448895937e+02, 2.789001903367167756e+02, 2.802267193840181108e+02, 2.798956058102019711e+02, 2.774834944099831660e+02, 2.790400169425339527e+02, 2.786655259628238355e+02, 2.801465580957323596e+02
1.899000000000000000e+03, 2.789553231548695180e+02, 2.753368507920044408e+02, 2.786243605273814978e+02, 2.793039216164734739e+02, 2.778774768708831289e+02, 2.770742358354287376e+02, 2.803482043530690930e+02, 2.744942597274379636e+02, 2.794109945292165094e+02, 2.793420933330767184e+02, 2.808408178240507596e+02, 2.798938109854548202e+02, 2.781901110213490824e+02, 2.792674231436135983e+02, 2.781681069661410675e+02, 2.797154167953681281e+02
1.900000000000000000e+03, 2.783508451600438320e+02, 2.751998012660225754e+02, 2.787769545630871448e+02, 2.791193008106676530e+02, 2.776136069196728045e+02, 2.765947029738096603e+02, 2.800208000002343738e+02, 2.746737999225943554e+02, 2.787560203732641071e+02, 2.790453165870828229e+02, 2.807697769696388832e+02, 2.796301811582691812e+02, 2.776700337505859579e+02, 2.793733549041710376e+02, 2.787025890916399931e+02, 2.804553321309747389e+02
1.901000000000000000e+03, 2.785837822564862449e+02, 2.757827372665985308e+02, 2.786947724969245428e+02, 2.805712926731222865e+02, 2.780839882151645384e+02, 2.765159511590370016e+02, 2.802001709012815240e+02, 2.746250385023761282e+02, 2.790989072903147417e+02, 2.787658515289650154e+02, 2.810842054011759501e+02, 2.794315267582871343e+02, 2.777137096932730742e+02, 2.790262569736938758e+02, 2.786803863238918098e+02, 2.794595376936048865e+02
1.902000000000000000e+03, 2.788669414917337122e+02, 2.757577599847938359e+02, 2.784327840935363838e+02, 2.794122515425567030e+02, 2.782000864145213086e+02, 2.767452128197823527e+02, 2.807101802561847421e+02, 2.743566772869677948e+02, 2.794012874412975407e+02, 2.787552544344808325e+02, 2.805380152300928103e+02, 2.794528179430652131e+02, 2.776424954312449245e+02, 2.787282362738548613e+02, 2.786233882989598669e+02, 2.800680151209800783e+02
1.903000000000000000e+03, 2.783975873043463025e+02, 2.749563946005861794e+02, 2.780968093825565006e+02, 2.787461915200340741e+02, 2.776606781400697059e+02, 2.766750049877960009e+02, 2.797095236008245251e+02, 2.743060703507843527e+02, 2.790726439868365105e+02, 2.773042628123707800e+02, 2.805026822289205484e+02, 2.790744277654813459e+02, 2.765682012803680436e+02, 2.780848976097497598e+02, 2.780668292974798419e+02, 2.797021584458836969e+02
1.904000000000000000e+03, 2.780514628959119250e+02, 2.751316534137270651e+02, 2.785494724993311593e+02, 2.790131535456570759e+02, 2.772197762052196595e+02, 2.770983405788902019e+02, 2.788620596880049902e+02, 2.742384355229725656e+02, 2.787132030421742002e+02, 2.783697533080861604e+02, 2.801632275000906134e+02, 2.786996351570086290e+02, 2.770473335495952938e+02, 2.784213131111538360e+02, 2.782880685434636803e+02, 2.790099446241488295e+02
1.905000000000000000e+03, 2.783106964535773500e+02, 2.755815966670034527e+02, 2.787908899442723509e+02, 2.797590061945647335e+02, 2.782244472180073558e+02, 2.765794859932803433e+02, 2.794756031014919131e+02, 2.746184463930061952e+02, 2.785947541814431361e+02, 2.790090457871747844e+02, 2.807307207543015011e+02, 2.795589970906274289e+02, 2.774024707493606456e+02, 2.788526984049423163e+02, 2.777301075401526305e+02, 2.797571184156024060e+02
1.906000000000000000e+03, 2.790968648560840961e+02, 2.754326853554118202e+02, 2.783636744180799951e+02, 2.795730510706086989e+02, 2.778643990201688894e+02, 2.765166753733590213e+02, 2.800911767574631881e+02, 2.746103677922405382e+02, 2.788305410342665027e+02, 2.796068632807080121e+02, 2.805110543862884924e+02, 2.797745951447705579e+02, 2.776827504751720426e+02, 2.789427815034911191e+02, 2.784097044884055094e+02, 2.802857379959287982e+02
1.907000000000000000e+03, 2.787506601091951097e+02, 2.755300533167331878e+02, 2.789327220341431826e+02, 2.796250512260738219e+02, 2.776040012678329845e+02, 2.765715774737112156e+02, 2.797689655868459795e+02, 2.740709151626150515e+02, 2.791319394718477156e+02, 2.787277527776020065e+02, 2.802092111529900649e+02, 2.794933840141847554e+02, 2.779604937945908887e+02, 2.794115416896207194e+02, 2.776123466725502453e+02, 2.798501792164899484e+02
1.908000000000000000e+03, 2.781649313464473607e+02, 2.752178352128444772e+02, 2.788556677142462945e+02, 2.790427628094849979e+02, 2.776613715627050851e+02, 2.766195296832558483e+02, 2.797970910832743812e+02, 2.740344287157415124e+02, 2.788938429514233235e+02, 2.785200468470864053e+02, 2.804455298657362050e+02, 2.790996823692725570e+02, 2.779884785360321757e+02, 2.792364815491523018e+02, 2.784502801909615641e+02, 2.799199635307056155e+02
1.909000000000000000e+03, 2.789884152917940128e+02, 2.756359721169496879e+02, 2.788126244577368311e+02, 2.790159430598338872e+02, 2.769386399358338622e+02, 2.771248000808979555e+02, 2.798594228024998642e+02, 2.744683391080723140e+02, 2.795237720830414219e+02, 2.788988689824900007e+02, 2.800289801667136658e+02, 2.798716328407634819e+02, 2.776802119855991577e+02, 2.792295756530984363e+02, 2.783673703878469041e+02, 2.796354548945532201e+02
1.910000000000000000e+03, 2.791089521794183383e+02, 2.758765047821815983e+02, 2.785664358564131362e+02, 2.793040214580299789e+02, 2.775141774472274392e+02, 2.765736770498215265e+02, 2.798005870853399415e+02, 2.746627846187479349e+02, 2.792999421051850391e+02, 2.790806180274955182e+02, 2.802310975151643788e+02, 2.794669421024289022e+02, 2.775740343020591467e+02, 2.788344031363066051e+02, 2.789669025849901800e+02, 2.797714929458172151e+02
1.911000000000000000e+03, 2.792687993464193141e+02, 2.755832185978825351e+02, 2.791231696161150921e+02, 2.798078647764630773e+02, 2.770965522152717426e+02, 2.765818036938557043e+02, 2.796358683457108896e+02, 2.744822517298019307e+02, 2.793107874245380344e+02, 2.786152783957911652e+02, 2.803488774031524713e+02, 2.793960828598322337e+02, 2.775408606634147759e+02, 2.793588834408286630e+02, 2.787372533008046958e+02, 2.798016196186758862e+02
