year, CMCC-CM2-SR5, CanESM5, UKESM1-0-LL, NorESM2-MM, EC-Earth3-Veg, CNRM-ESM2-1, MIROC-ES2L, IPSL-CM6A-LR, ACCESS-ESM1-5, MPI-ESM1-2-LR, NorESM2-LM, INM-CM4-8, GFDL-ESM4, INM-CM5-0, TaiESM1, CESM2-WACCM
1.974000000000000000e+03, 2.793949547473040980e+02, 2.764702825673579127e+02, 2.776202654865434738e+02, 2.789361324262119410e+02, 2.783246249482916141e+02, 2.767102969844441986e+02, 2.797062303767767730e+02, 2.749866182991360120e+02, 2.792720533916518093e+02, 2.793449109690958494e+02, 2.796364180506652133e+02, 2.795226763226495450e+02, 2.779264337855950089e+02, 2.791579701016705712e+02, 2.783067617955393303e+02, 2.799734358456865380e+02
1.975000000000000000e+03, 2.785029791174376328e+02, 2.759701197861382411e+02, 2.780959276021177971e+02, 2.789832768720830813e+02, 2.782226962225433908e+02, 2.758432676886349100e+02, 2.801523835652535013e+02, 2.753652357136439264e+02, 2.785301044574518414e+02, 2.791814539423842234e+02, 2.798004532447203587e+02, 2.791696384202926993e+02, 2.773380177856454338e+02, 2.792829402400900562e+02, 2.782922468308645989e+02, 2.802558432375602706e+02
1.976000000000000000e+03, 2.789033613794778717e+02, 2.756822633788922872e+02, 2.772805525598381564e+02, 2.788594004719643635e+02, 2.779392482794958710e+02, 2.760035846113256639e+02, 2.798459533208192056e+02, 2.754786675595547081e+02, 2.787870198077692407e+02, 2.786607262376341509e+02, 2.797821134662095233e+02, 2.797128520164515066e+02, 2.773372347069591228e+02, 2.786617551536404562e+02, 2.776595562689806229e+02, 2.795780283064781315e+02
1.977000000000000000e+03, 2.794968795416531293e+02, 2.758125010341597658e+02, 2.777106806499405707e+02, 2.793110204657439226e+02, 2.775943358751204073e+02, 2.761497430622761158e+02, 2.794027425775685742e+02, 2.750038080814450154e+02, 2.792540032102377836e+02, 2.790826755355556656e+02, 2.803427443087812776e+02, 2.794856095160682798e+02, 2.778654532586938330e+02, 2.789224625722110886e+02, 2.784676312572350980e+02, 2.799348899691020165e+02
1.978000000000000000e+03, 2.794316853970977945e+02, 2.764982482094283682e+02, 2.781263214560495953e+02, 2.791662715640954389e+02, 2.778222545541599970e+02, 2.762198954329732032e+02, 2.798153380160482584e+02, 2.749795229574489213e+02, 2.795129167027570247e+02, 2.789534455080285511e+02, 2.799028256327632675e+02, 2.800517688710942821e+02, 2.774229795676664594e+02, 2.793229713971726937e+02, 2.781945788089171288e+02, 2.800406405036253545e+02
1.979000000000000000e+03, 2.790776075069203443e+02, 2.759466740084051253e+02, 2.779561503400069569e+02, 2.800729297388691066e+02, 2.782285915038918347e+02, 2.767326070786294281e+02, 2.796810016423210641e+02, 2.747908478237587246e+02, 2.790577958998352983e+02, 2.791349403144741359e+02, 2.791634277927698236e+02, 2.801396673758080738e+02, 2.775586032690353022e+02, 2.790346797949030133e+02, 2.784863221802500561e+02, 2.792827661019437073e+02
1.980000000000000000e+03, 2.799026048424915416e+02, 2.763075820447651836e+02, 2.781886097960557436e+02, 2.796569858131736055e+02, 2.783049480677587439e+02, 2.767470957187809404e+02, 2.800748556244913061e+02, 2.760028763497792283e+02, 2.792580054158764256e+02, 2.785648122998871372e+02, 2.800778208836850354e+02, 2.797835092166602067e+02, 2.778788724487405943e+02, 2.787564868313269244e+02, 2.789006500865717726e+02, 2.799594941761330347e+02
1.981000000000000000e+03, 2.791903266041946381e+02, 2.758183850995418425e+02, 2.776833297035670967e+02, 2.794776020662681049e+02, 2.780949264688769631e+02, 2.765546949021083947e+02, 2.800487343837302774e+02, 2.740337260607810776e+02, 2.791230340699127055e+02, 2.794860975514671964e+02, 2.801611824182185160e+02, 2.796898954951884662e+02, 2.775904265714537473e+02, 2.793666289576149211e+02, 2.789529991276685337e+02, 2.799352870746156441e+02
1.982000000000000000e+03, 2.797918347592311648e+02, 2.763452906640607125e+02, 2.774265307336122532e+02, 2.800202869944166082e+02, 2.781546478359597359e+02, 2.770478242211333395e+02, 2.796925713928004598e+02, 2.750682524114305352e+02, 2.791725778793075960e+02, 2.787150605531395513e+02, 2.800637585216971388e+02, 2.793175200790625468e+02, 2.776358791796450305e+02, 2.791970072124133253e+02, 2.781630557599792155e+02, 2.795168182429638932e+02
1.983000000000000000e+03, 2.794101639097027032e+02, 2.759727144638180221e+02, 2.776127082989785890e+02, 2.788963620958714955e+02, 2.775366883309714581e+02, 2.764837350331617358e+02, 2.796356066314006625e+02, 2.745937125529243872e+02, 2.785976080092601137e+02, 2.790005874835576947e+02, 2.799068296849947046e+02, 2.791292875418114932e+02, 2.771060081265815143e+02, 2.781796249101734588e+02, 2.778796982643677893e+02, 2.802455848117980395e+02
1.984000000000000000e+03, 2.789957003309327206e+02, 2.758970357488360037e+02, 2.780468956215995036e+02, 2.788383497801870590e+02, 2.776870470396949599e+02, 2.757632760437984984e+02, 2.791102403163641270e+02, 2.742884068397955275e+02, 2.789562380587518078e+02, 2.794042973664705301e+02, 2.799897172183380576e+02, 2.794476553032021684e+02, 2.768428760682715506e+02, 2.792149202737373344e+02, 2.776313600708731997e+02, 2.803230153294168190e+02
1.985000000000000000e+03, 2.794436245634008742e+02, 2.760391094277881052e+02, 2.787759226532232333e+02, 2.794563575541487239e+02, 2.780851421634878875e+02, 2.764940141135934368e+02, 2.803335729665233202e+02, 2.748969045308888326e+02, 2.794547406652498580e+02, 2.794978170397798181e+02, 2.800510188583539275e+02, 2.796018942037193824e+02, 2.777465206300955174e+02, 2.791350331649369423e+02, 2.788264985228257160e+02, 2.797126545367876247e+02
1.986000000000000000e+03, 2.792151666797049643e+02, 2.759656224647594627e+02, 2.783011883041814372e+02, 2.794486190761816147e+02, 2.780784009810242310e+02, 2.769565039261225934e+02, 2.799289821255518973e+02, 2.751648816638593189e+02, 2.788707777762876390e+02, 2.797044365188335746e+02, 2.803399522661940182e+02, 2.796283967272261748e+02, 2.773310252633036725e+02, 2.794980691651437041e+02, 2.781197574447331249e+02, 2.798652231167331479e+02
1.987000000000000000e+03, 2.790572082144893216e+02, 2.762818898683671591e+02, 2.783635026238976025e+02, 2.797575142005180169e+02, 2.783939286323159763e+02, 2.771357322257387636e+02, 2.798668055976450546e+02, 2.757807807439632484e+02, 2.789803916888732260e+02, 2.792987606232495068e+02, 2.805113456872224447e+02, 2.798136318733345433e+02, 2.771613109735351941e+02, 2.790060428626002818e+02, 2.785582137424930238e+02, 2.801150135697395740e+02
1.988000000000000000e+03, 2.799381330283103466e+02, 2.768118595904114159e+02, 2.782293696023689336e+02, 2.799665131773190865e+02, 2.777401865389787190e+02, 2.770319408301800763e+02, 2.799384027296002841e+02, 2.754383688067823641e+02, 2.789852428919382987e+02, 2.794921623580191294e+02, 2.801971271781093265e+02, 2.796883590006467557e+02, 2.783082746304443731e+02, 2.791939409185812906e+02, 2.792066602739676000e+02, 2.803879116789511272e+02
1.989000000000000000e+03, 2.793265204040653202e+02, 2.761752025142922662e+02, 2.787702974133625275e+02, 2.795182522473878066e+02, 2.782863569949451517e+02, 2.770434167339337250e+02, 2.802358802400806894e+02, 2.754391126301264876e+02, 2.797288097879645079e+02, 2.794930886050532877e+02, 2.808927125038123904e+02, 2.798224457584678930e+02, 2.777233297599278785e+02, 2.794658049875066581e+02, 2.784515073358175528e+02, 2.801029289377340206e+02
1.990000000000000000e+03, 2.797604391688896044e+02, 2.763936207050145981e+02, 2.784157516527718599e+02, 2.799712207614863360e+02, 2.782306237535991045e+02, 2.774708246356463519e+02, 2.799129590732038082e+02, 2.756825344611823994e+02, 2.793597860935557264e+02, 2.794844786264097252e+02, 2.808265019958317907e+02, 2.801287030772700746e+02, 2.777598379249311051e+02, 2.788197107043732785e+02, 2.786312253288207899e+02, 2.806517011516173739e+02
1.991000000000000000e+03, 2.792624688570889475e+02, 2.770772050030784612e+02, 2.780358219286388817e+02, 2.799845394393317406e+02, 2.780643286825801397e+02, 2.769465954188045771e+02, 2.801392223778830157e+02, 2.746312846030693890e+02, 2.792192646772627995e+02, 2.793656410678574957e+02, 2.808422937266283270e+02, 2.798779470181483475e+02, 2.775655853589576623e+02, 2.794169100130902166e+02, 2.790940624096596139e+02, 2.804606693102510349e+02
1.992000000000000000e+03, 2.794902535977005869e+02, 2.762006232645626369e+02, 2.778632295807122432e+02, 2.798088660336896965e+02, 2.775160625768571663e+02, 2.769220992871482281e+02, 2.794075539208839700e+02, 2.750752401595846663e+02, 2.791538277813255036e+02, 2.793292086512269066e+02, 2.799934383271240108e+02, 2.794999045310003112e+02, 2.774774389675490625e+02, 2.787286231329740076e+02, 2.784039689384451890e+02, 2.791700108578640993e+02
1.993000000000000000e+03, 2.787150221757550526e+02, 2.756736335550127706e+02, 2.781867637969340876e+02, 2.798787677655016068e+02, 2.783867275670643266e+02, 2.762106852921713767e+02, 2.796480639577329725e+02, 2.755263309733360870e+02, 2.795834812390153843e+02, 2.795580775417861332e+02, 2.801992270245566488e+02, 2.795309054155807758e+02, 2.775136882034412906e+02, 2.791342211694744719e+02, 2.782368621212550011e+02, 2.801351048117317646e+02
1.994000000000000000e+03, 2.789130115394886502e+02, 2.769566263438105125e+02, 2.779625384704270346e+02, 2.795895778859583629e+02, 2.784575146310668288e+02, 2.767005809207029188e+02, 2.801940185678494686e+02, 2.753255455532076326e+02, 2.793978989456227850e+02, 2.800300652316625474e+02, 2.804736087542342489e+02, 2.792691396436943023e+02, 2.777099155991465977e+02, 2.794237909749373898e+02, 2.783719681955104193e+02, 2.800566526543990449e+02
1.995000000000000000e+03, 2.796331893101908008e+02, 2.770524058929729563e+02, 2.780179927193336766e+02, 2.796825690058549299e+02, 2.783346459468526177e+02, 2.769670191164623816e+02, 2.803084242943340314e+02, 2.758078558981007973e+02, 2.785900366490563442e+02, 2.793419492769799604e+02, 2.804828313649826441e+02, 2.795341290900637432e+02, 2.772021009609298403e+02, 2.797395542394652921e+02, 2.786124489221331828e+02, 2.803700403452562568e+02
1.996000000000000000e+03, 2.790818522591877695e+02, 2.766617409768426228e+02, 2.783315338606553269e+02, 2.807252969646640963e+02, 2.781158956207013944e+02, 2.769364461122057719e+02, 2.805373303883795870e+02, 2.757780105834186202e+02, 2.797085859038756439e+02, 2.803003333061707281e+02, 2.805081016970821111e+02, 2.799632032218096924e+02, 2.773721124252398909e+02, 2.796466313727528359e+02, 2.789751814306929987e+02, 2.803307332336464697e+02
1.997000000000000000e+03, 2.796453078882459522e+02, 2.763891438349512555e+02, 2.789337655476265354e+02, 2.802269168146546576e+02, 2.786365188751644268e+02, 2.771614319311945565e+02, 2.810503758785737887e+02, 2.752744609211231932e+02, 2.795405782798857786e+02, 2.795407284811326463e+02, 2.805074382016251775e+02, 2.800078020385721516e+02, 2.778199388941795860e+02, 2.797016059036637330e+02, 2.792624468687025683e+02, 2.805999701449392774e+02
1.998000000000000000e+03, 2.786707658905498874e+02, 2.765068282541142821e+02, 2.783353370046901887e+02, 2.799252248978306739e+02, 2.781988907196375180e+02, 2.774058288876541951e+02, 2.796156226292503675e+02, 2.756885467244891856e+02, 2.801742192751163429e+02, 2.801349946569283702e+02, 2.805340171711403627e+02, 2.796804013850045294e+02, 2.776371539750786042e+02, 2.795798984383289394e+02, 2.791455111159423268e+02, 2.808982517069319442e+02
1.999000000000000000e+03, 2.795318993649261756e+02, 2.768041753419096267e+02, 2.786440898109439104e+02, 2.798579550847466635e+02, 2.782130943041305500e+02, 2.773345705733617592e+02, 2.800681594565305090e+02, 2.756268942839103033e+02, 2.802225637266956824e+02, 2.800859381040725680e+02, 2.810398935512424146e+02, 2.800814558127920577e+02, 2.778448620432951657e+02, 2.794411355496737315e+02, 2.786722125922907480e+02, 2.803105382888992949e+02
2.000000000000000000e+03, 2.793380144602017481e+02, 2.772190175743317013e+02, 2.792401633476474672e+02, 2.798745757762220023e+02, 2.787629643651164884e+02, 2.778665906114414383e+02, 2.803470472755878973e+02, 2.755405347838932357e+02, 2.800143755156178145e+02, 2.798734816030859633e+02, 2.811305649621467069e+02, 2.795778287787773024e+02, 2.781243652877230943e+02, 2.798116200695273506e+02, 2.791486565154145865e+02, 2.807585984572418170e+02
2.001000000000000000e+03, 2.798693045150570811e+02, 2.773168438333150903e+02, 2.787095333923772387e+02, 2.802112704696315291e+02, 2.787908451905794891e+02, 2.771304576961563839e+02, 2.805287334853467200e+02, 2.762979060814982972e+02, 2.801722001863096239e+02, 2.794479782258974865e+02, 2.809993933864382143e+02, 2.804370590808824204e+02, 2.785367986284615540e+02, 2.797478872000496040e+02, 2.791242531102303701e+02, 2.806847560529844827e+02
2.002000000000000000e+03, 2.808213964390059800e+02, 2.773117532286671576e+02, 2.791036008709182852e+02, 2.805493778087080727e+02, 2.789240267033340501e+02, 2.772155368970593372e+02, 2.805727343511565550e+02, 2.758704650646300252e+02, 2.802009807003133801e+02, 2.799358219717011593e+02, 2.811360966677603415e+02, 2.802452651410188196e+02, 2.780463897330564578e+02, 2.797060628517683654e+02, 2.793944392495286593e+02, 2.809276777242194498e+02
2.003000000000000000e+03, 2.805852052062583653e+02, 2.780875800290657480e+02, 2.790892086905504357e+02, 2.801223385853495529e+02, 2.782936434479066747e+02, 2.770383858872581868e+02, 2.803319506330777813e+02, 2.758809133669482776e+02, 2.804697470548785532e+02, 2.800669946194187219e+02, 2.805229327250849565e+02, 2.800412337441635486e+02, 2.776198060208914740e+02, 2.791438682510556077e+02, 2.789606343353972306e+02, 2.812606897495468274e+02
2.004000000000000000e+03, 2.806585272966593152e+02, 2.774546016450015600e+02, 2.784521663296274028e+02, 2.806737692826795865e+02, 2.783262422922645101e+02, 2.772486817079679327e+02, 2.801831269386106555e+02, 2.753690577757142819e+02, 2.810039084772193974e+02, 2.802940875873813411e+02, 2.814143256030105249e+02, 2.802136791473966468e+02, 2.773021994887940878e+02, 2.796788882237816551e+02, 2.792781393653001487e+02, 2.811672733559460653e+02
2.005000000000000000e+03, 2.805309670904904351e+02, 2.775579113618347264e+02, 2.792131809339574602e+02, 2.809898726144264742e+02, 2.791615426662552863e+02, 2.780239426788144783e+02, 2.812719477057005406e+02, 2.763804165136966731e+02, 2.800923623632240265e+02, 2.798135107638344152e+02, 2.804016724621175740e+02, 2.804292050990166558e+02, 2.779127075887892033e+02, 2.803925102867619898e+02, 2.792812397274390719e+02, 2.814659377575283088e+02
2.006000000000000000e+03, 2.800764249831378834e+02, 2.775474721496951247e+02, 2.794962493426091328e+02, 2.814396450027664969e+02, 2.789377297292411981e+02, 2.780082884140724104e+02, 2.806253339110737670e+02, 2.766290095920339240e+02, 2.800605740703444440e+02, 2.798451879654538175e+02, 2.809808410215838421e+02, 2.803946393997902646e+02, 2.779344344439230667e+02, 2.798678524803723349e+02, 2.790526685624936363e+02, 2.809522824169462183e+02
2.007000000000000000e+03, 2.804700320076743196e+02, 2.773340691491656003e+02, 2.788127091526529853e+02, 2.798910351341945102e+02, 2.788919488987148725e+02, 2.783411523632082094e+02, 2.802957116185923496e+02, 2.763057264157310442e+02, 2.796977962977478001e+02, 2.795977521924352232e+02, 2.808396613170676233e+02, 2.804223622604174011e+02, 2.782343066671384122e+02, 2.799364282599553917e+02, 2.790407946178952443e+02, 2.811552579353628403e+02
2.008000000000000000e+03, 2.803248855951294445e+02, 2.774439811860646046e+02, 2.786719862622197184e+02, 2.803313063461499723e+02, 2.776632229618244878e+02, 2.774406418190091586e+02, 2.802950227366669651e+02, 2.752395595920955316e+02, 2.800887061197225307e+02, 2.799321625770446076e+02, 2.811555412545559420e+02, 2.802999005080467327e+02, 2.779058411158889044e+02, 2.799336522523593089e+02, 2.790283985150052786e+02, 2.810317769126279472e+02
2.009000000000000000e+03, 2.805890100010322499e+02, 2.771502595584917117e+02, 2.795216383540272886e+02, 2.801545424017392065e+02, 2.784587600284863811e+02, 2.779488175007128916e+02, 2.801756538797567941e+02, 2.761620006136553229e+02, 2.795511206393904331e+02, 2.801010004027851323e+02, 2.815432194742164143e+02, 2.802407272862351419e+02, 2.779340249409139005e+02, 2.800128454261273987e+02, 2.791534295705367867e+02, 2.815106826485022111e+02
2.010000000000000000e+03, 2.801703575306032121e+02, 2.780705900842395977e+02, 2.790457301699777872e+02, 2.803450203119014645e+02, 2.789403426979870346e+02, 2.774256390436988795e+02, 2.810445310281330649e+02, 2.769100653321812047e+02, 2.800242315627677954e+02, 2.800001460065029733e+02, 2.814751339613170558e+02, 2.801609421097810468e+02, 2.782586626068489295e+02, 2.801416736747349319e+02, 2.800001976125998908e+02, 2.814807194734786435e+02
2.011000000000000000e+03, 2.805348903786707524e+02, 2.774952534674276876e+02, 2.790596922807089868e+02, 2.800794288605198972e+02, 2.787456648864732074e+02, 2.775390405300673820e+02, 2.810438752436525078e+02, 2.763761048265643581e+02, 2.802526511188733593e+02, 2.799904964556461096e+02, 2.810529747397936262e+02, 2.807146346032855604e+02, 2.783440183445023877e+02, 2.796572325656327962e+02, 2.792735588459604514e+02, 2.811178491549071055e+02
2.012000000000000000e+03, 2.801171676046602101e+02, 2.776800367463793577e+02, 2.796064282796639304e+02, 2.802680526445562350e+02, 2.784151502806295184e+02, 2.775440878846932833e+02, 2.811188525238969760e+02, 2.766167055273472783e+02, 2.805738191091670615e+02, 2.795156131477750137e+02, 2.816915749484918479e+02, 2.801791449326935322e+02, 2.782358713760505111e+02, 2.794848237450497095e+02, 2.797212482793208324e+02, 2.807679476092802702e+02
2.013000000000000000e+03, 2.800661957505620308e+02, 2.777445129042973804e+02, 2.795664687663325481e+02, 2.800564318826423573e+02, 2.791434472770201864e+02, 2.778014430850378176e+02, 2.803768577065437739e+02, 2.764683096420532138e+02, 2.804393396461700831e+02, 2.802355329179225691e+02, 2.814640024475214091e+02, 2.803505985731076748e+02, 2.782134014135864390e+02, 2.787881494793907109e+02, 2.797446084947254690e+02, 2.809374559629818577e+02
2.014000000000000000e+03, 2.802328031128635075e+02, 2.780802799010071453e+02, 2.790874352935464344e+02, 2.808626191007660964e+02, 2.796109833620361655e+02, 2.774743744428891432e+02, 2.803642874871555932e+02, 2.762516019767766124e+02, 2.800338586191834906e+02, 2.802924123454193932e+02, 2.814668385748720425e+02, 2.803588839787580014e+02, 2.783966796044600187e+02, 2.793163440713421437e+02, 2.798607497535140283e+02, 2.814905973532027588e+02
