year, GFDL-ESM4, IPSL-CM6A-LR, TaiESM1, CanESM5, MPI-ESM1-2-LR, CNRM-ESM2-1, NorESM2-LM, ACCESS-ESM1-5, NorESM2-MM, MIROC-ES2L, CESM2-WACCM, EC-Earth3-Veg, CMCC-CM2-SR5
2.001000000000000000e+03, 1.180204192813296515e+01, 6.794725665619640864e+00, 1.756587582272109982e+00, 7.898388189345769028e+00, 2.350169172147414898e+01, 2.520918041343988136e+01, 3.764837446197044191e+00, 5.266282303223881911e+00, 3.901753616835594851e+00, 2.054802658255942660e+01, 3.781460900374478573e+00, 4.456446091788762942e+00, 5.490733877514881733e+00
2.002000000000000000e+03, 1.173397601076982255e+01, 6.830211711997907997e+00, 1.786786516747420839e+00, 7.861714059401280430e+00, 2.347294835626635034e+01, 2.530573328259800903e+01, 3.683864188364609493e+00, 5.230446670362097983e+00, 3.844238823946325212e+00, 2.060939847137138869e+01, 3.856905056517938579e+00, 4.408939492425365536e+00, 5.597538742234040576e+00
2.003000000000000000e+03, 1.183287277409407956e+01, 6.819549428180265771e+00, 1.828272199328703884e+00, 7.856712294139859942e+00, 2.346875648538534875e+01, 2.537618869252902343e+01, 3.818055866454039826e+00, 5.208449037685600302e+00, 3.841431158473178176e+00, 2.071975723084135623e+01, 3.837483817174770273e+00, 4.482969417151409175e+00, 5.373854002555405351e+00
2.004000000000000000e+03, 1.179173193635206651e+01, 6.890007253072490734e+00, 1.677322251437714629e+00, 8.026456362722152349e+00, 2.349953385033204256e+01, 2.548596335537815705e+01, 3.974827450457491196e+00, 5.181019392116215094e+00, 4.000594171191943715e+00, 2.083390075581151279e+01, 3.934369578658138522e+00, 4.501929879040582172e+00, 4.911269509807147493e+00
2.005000000000000000e+03, 1.164722187671144660e+01, 6.892602916231780341e+00, 1.615653259065480851e+00, 8.094036916081501332e+00, 2.353170775710879781e+01, 2.552581752710800700e+01, 3.927906937918251185e+00, 5.128936224535486588e+00, 3.883640536567114943e+00, 2.087276825483779774e+01, 3.881741664700728123e+00, 4.417682586206717055e+00, 5.107101075026178272e+00
2.006000000000000000e+03, 1.161404703225110069e+01, 6.890739163878489393e+00, 1.757022335366945187e+00, 7.966447776782247914e+00, 2.354494711040009847e+01, 2.564642838385947599e+01, 3.860305092879734890e+00, 5.133939195066051120e+00, 3.645440607764809382e+00, 2.098138483735057847e+01, 3.812521859311869488e+00, 4.394245774836257112e+00, 5.594748936197559530e+00
2.007000000000000000e+03, 1.161467839880586084e+01, 6.898942491789970433e+00, 1.838284637374031361e+00, 7.899708229356778411e+00, 2.355777083007376049e+01, 2.569180546910492779e+01, 3.823939779128476601e+00, 5.203681127464037104e+00, 3.563568717722002788e+00, 2.112908268396151357e+01, 3.924172271678583623e+00, 4.428923504289505431e+00, 5.388855121175968321e+00
2.008000000000000000e+03, 1.167029087983063285e+01, 6.970693201092825753e+00, 1.757162187905544792e+00, 7.822463248809337522e+00, 2.360918703603039148e+01, 2.566697838706472723e+01, 3.865107154029767234e+00, 5.205475346070930875e+00, 3.617453337733691487e+00, 2.126257064418369325e+01, 3.944252203118145506e+00, 4.563211008767150467e+00, 5.153475533054841407e+00
2.009000000000000000e+03, 1.172231954794406583e+01, 6.991492669307010743e+00, 1.768919051625586603e+00, 7.914242315608098544e+00, 2.366073631242173647e+01, 2.572885357299711018e+01, 3.836235601385132643e+00, 5.240831186046944090e+00, 3.723079919409518990e+00, 2.134925854891834973e+01, 3.812659373861341017e+00, 4.660342296149350361e+00, 5.238419950848864026e+00
2.010000000000000000e+03, 1.170792849715530792e+01, 6.931598534079452811e+00, 1.754705058060490597e+00, 7.926938435776738068e+00, 2.367473543407947645e+01, 2.587224645676436197e+01, 3.867839618149158554e+00, 5.337956910378989228e+00, 3.733776708579867876e+00, 2.147059539544661533e+01, 3.743302033175972543e+00, 4.740052914241508653e+00, 5.712624306934677598e+00
2.011000000000000000e+03, 1.182553448250863504e+01, 6.943399536810066053e+00, 1.766474685158113012e+00, 7.827722084727496643e+00, 2.373942309666666972e+01, 2.599631068915675769e+01, 4.006367477157002810e+00, 5.294101232885058295e+00, 3.774246107335778255e+00, 2.153451246880734971e+01, 3.863299519900854406e+00, 4.648888600362176327e+00, 5.258562325245898172e+00
2.012000000000000000e+03, 1.184675800747874774e+01, 7.000833404892491174e+00, 1.754697382294422736e+00, 7.799840216126692205e+00, 2.375761190252217503e+01, 2.604900804190596375e+01, 3.974286436529799627e+00, 5.226600849105402347e+00, 3.802230274770982632e+00, 2.162794701365857719e+01, 3.978458352439221635e+00, 4.570552715905082053e+00, 5.619086335429874346e+00
2.013000000000000000e+03, 1.177652861688358144e+01, 7.054185515841798093e+00, 1.723027739894133603e+00, 7.741594480563479763e+00, 2.379497354389498298e+01, 2.605293624596949087e+01, 3.855265063799291791e+00, 5.210072411925001923e+00, 3.874400667819842603e+00, 2.178646466002250293e+01, 4.014465356124135020e+00, 4.520066144724477653e+00, 5.966861359825831101e+00
2.014000000000000000e+03, 1.182482105036903519e+01, 7.067215972246129851e+00, 1.680007018284869202e+00, 7.677478273161974620e+00, 2.379906448808470998e+01, 2.616017865361294170e+01, 3.749799859990613715e+00, 5.208235791336890408e+00, 4.024719466269782053e+00, 2.185909395851412285e+01, 3.917857047793099401e+00, 4.498265752279182905e+00, 5.480885291502946899e+00
