year, GFDL-ESM4, IPSL-CM6A-LR, TaiESM1, CanESM5, MPI-ESM1-2-LR, CNRM-ESM2-1, NorESM2-LM, ACCESS-ESM1-5, NorESM2-MM, MIROC-ES2L, CESM2-WACCM, EC-Earth3-Veg, CMCC-CM2-SR5
1.860000000000000000e+03, 1.197623401070729976e+01, 5.694107829733366266e+00, 1.627583055903459197e+00, 7.165592838943550369e+00, 2.246527362090727209e+01, 1.952383800219176280e+01, 3.368354046279583791e+00, 4.743056772055091130e+00, 3.488992819499649123e+00, 1.747960147609911630e+01, 3.637914835539858949e+00, 4.071495287396694529e+00, 4.559435507382259445e+00
1.861000000000000000e+03, 1.206078470772765598e+01, 5.708937532524616110e+00, 1.607791163828181658e+00, 7.165492831558142761e+00, 2.247139403328905161e+01, 1.954696602637390157e+01, 3.380216193455918727e+00, 4.701218262869465647e+00, 3.330603911355126012e+00, 1.746218756476798717e+01, 3.642796861342918024e+00, 4.109250281205154565e+00, 4.600455284771254760e+00
1.862000000000000000e+03, 1.196135785555398456e+01, 5.694719632126076903e+00, 1.684760883205812965e+00, 7.107685307171515809e+00, 2.248826338549584491e+01, 1.950564283629417517e+01, 3.476241570734040387e+00, 4.665556852450334802e+00, 3.264353489887169779e+00, 1.741004484122117546e+01, 3.765432232688037839e+00, 4.066187983034524223e+00, 4.406502744625898416e+00
1.863000000000000000e+03, 1.189542696450681269e+01, 5.705242948689142501e+00, 1.713843671743360719e+00, 7.131473164039527468e+00, 2.250106992611087975e+01, 1.943047560182643352e+01, 3.573046019703197018e+00, 4.685711904208758050e+00, 3.245286490644540667e+00, 1.736974783408208012e+01, 3.881940735768345085e+00, 4.067762167588203859e+00, 4.448925727135483399e+00
1.864000000000000000e+03, 1.193633170702993418e+01, 5.733475058393176838e+00, 1.658106906453592488e+00, 7.161226978158645728e+00, 2.244894157375939869e+01, 1.944194179590411053e+01, 3.532287208231615239e+00, 4.692742363165554487e+00, 3.375203485411255144e+00, 1.736488145585304110e+01, 3.917463988224585414e+00, 3.983520942053136782e+00, 4.506657939913352173e+00
1.865000000000000000e+03, 1.195813900362856153e+01, 5.754069510002429944e+00, 1.549898474671665527e+00, 7.170987374780063206e+00, 2.238138134393338063e+01, 1.950426058003189667e+01, 3.505700411392565830e+00, 4.711882993433021305e+00, 3.457384555558094874e+00, 1.733169624102857043e+01, 3.863427423521056614e+00, 4.009437355319817264e+00, 4.414094930967792152e+00
1.866000000000000000e+03, 1.203284138775409318e+01, 5.718306888235844987e+00, 1.637039715214833269e+00, 7.207737532261091928e+00, 2.235047620753417874e+01, 1.943383328732937088e+01, 3.462586681715463577e+00, 4.705504490585038724e+00, 3.360847427579130020e+00, 1.728888424328065554e+01, 3.765249091608118270e+00, 3.982277998735356039e+00, 4.416178356339458766e+00
1.867000000000000000e+03, 1.210650894924396859e+01, 5.736202405350394606e+00, 1.675052791995493617e+00, 7.241742924677337712e+00, 2.237791703655289766e+01, 1.947243292499807765e+01, 3.482653232008530608e+00, 4.714045064817335984e+00, 3.263119975483688595e+00, 1.728294089587078020e+01, 3.773907428170229839e+00, 3.916018838812278080e+00, 4.627316476861340178e+00
1.868000000000000000e+03, 1.217813847004245176e+01, 5.725121059200526830e+00, 1.633374846009064241e+00, 7.180796188858215245e+00, 2.247725643734105816e+01, 1.952466051335537855e+01, 3.528649960518724704e+00, 4.733349171783067355e+00, 3.325515906791098431e+00, 1.724830886129272756e+01, 3.880832316458712405e+00, 3.935631376514634017e+00, 4.652993307149681179e+00
1.869000000000000000e+03, 1.215634526433739815e+01, 5.729463713508406109e+00, 1.707837233740131966e+00, 7.122009729812297962e+00, 2.251562968410339138e+01, 1.955722660905057708e+01, 3.545686578090349261e+00, 4.751023249073242916e+00, 3.337546437977516156e+00, 1.720647909616258175e+01, 3.843502934942369276e+00, 4.093979912721882108e+00, 4.515833257496294273e+00
1.870000000000000000e+03, 1.216516953432964421e+01, 5.738146360653388456e+00, 1.690058935488930825e+00, 7.106857312064876808e+00, 2.250624814148766362e+01, 1.952103912560669485e+01, 3.488367804046557996e+00, 4.790005732046226150e+00, 3.248757343714114398e+00, 1.720373693708397766e+01, 3.864109240281605739e+00, 4.125524357772321515e+00, 4.498144547295032325e+00
1.871000000000000000e+03, 1.213224677477973579e+01, 5.738713208625186191e+00, 1.558783558315562257e+00, 7.057835763862105871e+00, 2.243521632069384353e+01, 1.949093006223386126e+01, 3.451038236729140340e+00, 4.790818210641294428e+00, 3.235388505374439116e+00, 1.723783631550814732e+01, 3.819672200251670535e+00, 4.088078430486899784e+00, 4.461401771012963202e+00
1.872000000000000000e+03, 1.215218778564129209e+01, 5.729597021114748223e+00, 1.718628040568727977e+00, 7.158890758408891664e+00, 2.248772637901693727e+01, 1.954758644109111287e+01, 3.415593473025979598e+00, 4.787018905616962527e+00, 3.259651755704924270e+00, 1.720670195766619415e+01, 3.646274022987876506e+00, 4.023424915317838746e+00, 4.538764487309497220e+00
1.873000000000000000e+03, 1.217747014227099989e+01, 5.714661600063045910e+00, 1.776371931813616190e+00, 7.228375994301074137e+00, 2.249213536715992845e+01, 1.952998099288811318e+01, 3.312824888082806396e+00, 4.794196150603588613e+00, 3.386322756005583301e+00, 1.718284871496385335e+01, 3.621086918373324082e+00, 4.034385004836780197e+00, 4.972257500927139695e+00
1.874000000000000000e+03, 1.224023417387631874e+01, 5.710624067227531242e+00, 1.587243361056582147e+00, 7.156681000707949103e+00, 2.247383595397416300e+01, 1.951766063911321325e+01, 3.333539350394580492e+00, 4.795689370087558245e+00, 3.408961414016499880e+00, 1.720102205268893769e+01, 3.672884563264895874e+00, 4.102888262528318286e+00, 4.709577621776126044e+00
1.875000000000000000e+03, 1.217867726583802757e+01, 5.720481341247575457e+00, 1.705215769673753323e+00, 7.096456299554451341e+00, 2.251045152989735598e+01, 1.960007552695740429e+01, 3.333503624634166052e+00, 4.788832227173990042e+00, 3.363381570723888991e+00, 1.725842638660360251e+01, 3.763985348420099353e+00, 4.120635712346597757e+00, 4.719349158927566457e+00
1.876000000000000000e+03, 1.222719148620773488e+01, 5.754060736868956916e+00, 1.686646969386871975e+00, 7.156634022502631254e+00, 2.253665181236711845e+01, 1.965828483011097916e+01, 3.357297226673925383e+00, 4.774705628986259498e+00, 3.367522246457057999e+00, 1.726092581070330567e+01, 3.790507776302189491e+00, 4.161468534613653070e+00, 4.648257120222718086e+00
1.877000000000000000e+03, 1.224887245357337484e+01, 5.731847713514278908e+00, 1.616552393363585471e+00, 7.094797964712912020e+00, 2.252137971585885623e+01, 1.959159523397514846e+01, 3.354614947053784046e+00, 4.780504341221527120e+00, 3.335482094918485352e+00, 1.718578290706638967e+01, 3.758575291423763787e+00, 4.280880308254578992e+00, 4.522308037462621222e+00
1.878000000000000000e+03, 1.224318783365111507e+01, 5.705127360286387450e+00, 1.655829276520340620e+00, 7.196488466674537676e+00, 2.256984582476886914e+01, 1.963309751843716455e+01, 3.431482895662004484e+00, 4.813343313977271443e+00, 3.343908836581659383e+00, 1.716620683107428746e+01, 3.801706287594347700e+00, 4.257469110388723443e+00, 4.525716234663300419e+00
1.879000000000000000e+03, 1.232495584101905095e+01, 5.707532364945911318e+00, 1.640261546986500951e+00, 7.266192581893204938e+00, 2.263021419278559421e+01, 1.968229645394885097e+01, 3.566301444018566524e+00, 4.826369325095290819e+00, 3.489067991045169848e+00, 1.716203850314092705e+01, 3.910728162670081609e+00, 4.264666812005820873e+00, 4.660867053270782989e+00
1.880000000000000000e+03, 1.228251225652658540e+01, 5.702813038408860891e+00, 1.608430996774097066e+00, 7.267436901583633535e+00, 2.263465300087132803e+01, 1.968281996396696343e+01, 3.529772954790030060e+00, 4.829074971605868960e+00, 3.501037614773259143e+00, 1.721672655551955700e+01, 3.856702283563109734e+00, 4.205218336604194640e+00, 4.732606993255644490e+00
1.881000000000000000e+03, 1.229976984012055752e+01, 5.729122777716968429e+00, 1.720169831766965141e+00, 7.198130692589317370e+00, 2.264948947759078735e+01, 1.967691945721159996e+01, 3.459889943518741351e+00, 4.833340771302727212e+00, 3.488390403983512744e+00, 1.727338687018150054e+01, 3.808314909612474874e+00, 4.208610152475416477e+00, 4.938854513834545656e+00
1.882000000000000000e+03, 1.238545080844657953e+01, 5.735412471557372882e+00, 1.578222932295437531e+00, 7.051007451198534781e+00, 2.266004383200312944e+01, 1.970121191863386656e+01, 3.409922289934690376e+00, 4.860007713716901101e+00, 3.419877080809814007e+00, 1.731531665178229673e+01, 3.891995487831301670e+00, 4.236315646228963061e+00, 4.874304504129835180e+00
1.883000000000000000e+03, 1.244905214956713735e+01, 5.737896020670508967e+00, 1.540129652005592487e+00, 7.116997076345487727e+00, 2.270537242694316049e+01, 1.964629413806739677e+01, 3.374653848458423866e+00, 4.868082644356521271e+00, 3.319867176437069300e+00, 1.736787216043401116e+01, 3.823231922742031053e+00, 4.277556028713235037e+00, 4.360678434277610371e+00
1.884000000000000000e+03, 1.246668699674561509e+01, 5.785489259372247339e+00, 1.744615727543864292e+00, 7.404899137050241720e+00, 2.275705674218486507e+01, 1.973542070439315310e+01, 3.441144554170221692e+00, 4.895111138354047320e+00, 3.288790722724031834e+00, 1.743994864131231637e+01, 3.706224693890844524e+00, 4.306129524574349610e+00, 4.889273067972751186e+00
1.885000000000000000e+03, 1.259081329361570134e+01, 5.784754877683139895e+00, 1.690900271271504884e+00, 7.458754141171708874e+00, 2.274476493179901126e+01, 1.971955632020681293e+01, 3.540657049489764674e+00, 4.956987965500653459e+00, 3.315866027035535790e+00, 1.747301263153674711e+01, 3.775075122638216651e+00, 4.211812194875032667e+00, 5.245303714001630979e+00
1.886000000000000000e+03, 1.248908180526395739e+01, 5.746144007754268479e+00, 1.615157572347655224e+00, 7.423573825244884183e+00, 2.276075309861883866e+01, 1.976824655475494197e+01, 3.608506627821726820e+00, 4.991493657015826813e+00, 3.352833054060549767e+00, 1.748018371038514829e+01, 3.792993751281668047e+00, 4.094981259351341052e+00, 4.882982552126281739e+00
1.887000000000000000e+03, 1.242307170959743168e+01, 5.764014490804395763e+00, 1.717878075028127949e+00, 7.371031457380394336e+00, 2.269885499782268568e+01, 1.983080068531928219e+01, 3.543475983364008375e+00, 5.007009487750173626e+00, 3.467413411019859115e+00, 1.749959258909807502e+01, 3.827341995336920988e+00, 4.084403464012130947e+00, 4.459670558666151585e+00
1.888000000000000000e+03, 1.239551395684932089e+01, 5.755434279594030755e+00, 1.659581088023062367e+00, 7.369595324962373795e+00, 2.278644296360991817e+01, 1.983132357723327388e+01, 3.484737624430205294e+00, 4.994714980661566273e+00, 3.511120573122926469e+00, 1.754107666493130679e+01, 3.700416593123925679e+00, 4.075233699949666111e+00, 4.692872315968782182e+00
1.889000000000000000e+03, 1.234854294878710590e+01, 5.785597942236970326e+00, 1.567406556746102853e+00, 7.270630972927685676e+00, 2.284762474535665433e+01, 1.984032977743259707e+01, 3.515500438914147541e+00, 5.005596373589482617e+00, 3.425122494268104223e+00, 1.758632175192441593e+01, 3.722485632869338978e+00, 4.198525457355993140e+00, 4.789829226645575311e+00
1.890000000000000000e+03, 1.234188741951325419e+01, 5.767556605651910751e+00, 1.685342554341657140e+00, 7.285537231957455617e+00, 2.284150455534030755e+01, 1.984940832930834276e+01, 3.585301878331323522e+00, 4.996535317907221163e+00, 3.491465988909498108e+00, 1.754600596869302720e+01, 3.835966546272083999e+00, 4.121046370904847933e+00, 4.649026523548005052e+00
1.891000000000000000e+03, 1.233910558284747161e+01, 5.805440467737000176e+00, 1.701032478628713429e+00, 7.335898215131370748e+00, 2.278236685514456639e+01, 1.986860503955673352e+01, 3.571292344102890759e+00, 4.999171580440056495e+00, 3.650832298255604069e+00, 1.750324938328159874e+01, 3.800400895261950573e+00, 4.014625943126141294e+00, 4.638684605322620058e+00
1.892000000000000000e+03, 1.240168232638993651e+01, 5.795444433359960179e+00, 1.574820372044743566e+00, 7.335410522685436696e+00, 2.278653370575371895e+01, 1.991251803089714656e+01, 3.442779038712804773e+00, 5.009329499652861450e+00, 3.596758706096894187e+00, 1.750889938622249531e+01, 3.777674645668913200e+00, 4.052115201422505919e+00, 4.998849081084395962e+00
1.893000000000000000e+03, 1.242315690513357751e+01, 5.764992077034370332e+00, 1.718510779076779516e+00, 7.288145866306017240e+00, 2.280461341303218248e+01, 1.995018954628054431e+01, 3.441310394440650455e+00, 5.024082782393050728e+00, 3.477329136936973430e+00, 1.750170597212683887e+01, 3.814323435474507029e+00, 4.035488472206681720e+00, 5.196806117748686837e+00
1.894000000000000000e+03, 1.238054602768396961e+01, 5.802706623282877452e+00, 1.697117353811734564e+00, 7.298463952896328877e+00, 2.282246924703634505e+01, 1.991537294887210408e+01, 3.482696743586398025e+00, 5.034585674279968615e+00, 3.439966313345429683e+00, 1.748519085379716742e+01, 3.858220631822524727e+00, 4.058683928096927573e+00, 4.672945697110026053e+00
1.895000000000000000e+03, 1.243769751694941306e+01, 5.791598221299913085e+00, 1.601105636931946963e+00, 7.349350596747731501e+00, 2.281501091184749086e+01, 1.997478093875173144e+01, 3.398671718445949175e+00, 5.019929214270110407e+00, 3.466218229638696524e+00, 1.748272210808971394e+01, 3.817272720792813434e+00, 4.046834528668281195e+00, 4.624374634577790744e+00
1.896000000000000000e+03, 1.245863013882212478e+01, 5.772918520215273297e+00, 1.570904872609606429e+00, 7.279763862323536117e+00, 2.280926005161106573e+01, 2.007625876364881989e+01, 3.394679358332544972e+00, 5.025054319482070042e+00, 3.396814952468663940e+00, 1.750463774297776709e+01, 3.744406984628518842e+00, 3.992685780110002192e+00, 4.803552018324078077e+00
1.897000000000000000e+03, 1.242791148297485648e+01, 5.792364865999587664e+00, 1.716551008782714050e+00, 7.247081197206965975e+00, 2.277468677286532639e+01, 2.007624114376672253e+01, 3.432330709832414506e+00, 5.064115105586467713e+00, 3.257068876742166719e+00, 1.755324788383256163e+01, 3.620606040396892045e+00, 3.985709254113023903e+00, 4.643711394028781747e+00
1.898000000000000000e+03, 1.245145788829692002e+01, 5.814246403369894622e+00, 1.704836743219726669e+00, 7.222713343414938869e+00, 2.286706401455289495e+01, 2.001333306718778005e+01, 3.442729218277332581e+00, 5.087733271328011675e+00, 3.178647493763009813e+00, 1.754451423830460755e+01, 3.601041051196955944e+00, 4.002694397877021970e+00, 4.678488838924842241e+00
1.899000000000000000e+03, 1.241577723200393812e+01, 5.855076813622081211e+00, 1.712862990569906430e+00, 7.397113484248730941e+00, 2.287875335644899266e+01, 2.010138729166265747e+01, 3.451152545094446022e+00, 5.067294397967929243e+00, 3.239437161875338589e+00, 1.752577416023324020e+01, 3.632778620521421420e+00, 4.018704256516588913e+00, 4.779487792785697131e+00
1.900000000000000000e+03, 1.231148772289532545e+01, 5.841174337158120622e+00, 1.669195450360484445e+00, 7.390773174732096606e+00, 2.281283178353932684e+01, 2.014592219069070822e+01, 3.514411505994588847e+00, 5.075908156430451790e+00, 3.371555236468360306e+00, 1.759140739398423037e+01, 3.794346351554584995e+00, 3.949728702469522457e+00, 4.721439005264927324e+00
1.901000000000000000e+03, 1.224878361236788216e+01, 5.839773347849062546e+00, 1.677744411967299953e+00, 7.328994639133860289e+00, 2.287545396129310049e+01, 2.005924529053597638e+01, 3.544733820187186524e+00, 5.088920951936584558e+00, 3.456465767427222779e+00, 1.757288108605267496e+01, 3.942553659302528768e+00, 3.911778363234827971e+00, 4.775142600117888492e+00
1.902000000000000000e+03, 1.216404749091417159e+01, 5.874659118217254061e+00, 1.677061988338772958e+00, 7.388260824785761294e+00, 2.290802263217389623e+01, 2.015467035393016815e+01, 3.526458294319952724e+00, 5.076228985342111422e+00, 3.466513956508023409e+00, 1.752468947226457630e+01, 3.863195727012503689e+00, 3.852832016932685288e+00, 4.621116511101739377e+00
1.903000000000000000e+03, 1.229055575804980904e+01, 5.899026070369259855e+00, 1.710379366205839746e+00, 7.452821310271525057e+00, 2.291735795919202445e+01, 2.018424562803339128e+01, 3.691338479398257544e+00, 5.076255773546384908e+00, 3.470586146280732809e+00, 1.756475383693846126e+01, 3.845153447158076609e+00, 3.898902808455613211e+00, 4.774756777623242243e+00
1.904000000000000000e+03, 1.223325041054872209e+01, 5.875118574008435068e+00, 1.652527495402748015e+00, 7.505245589131533279e+00, 2.293611290957883142e+01, 2.010885553768574496e+01, 3.739490905518479735e+00, 5.108591137403368343e+00, 3.445669577541605744e+00, 1.768450255531563897e+01, 3.916094729783432093e+00, 4.070924040859436488e+00, 4.866315301303553831e+00
1.905000000000000000e+03, 1.206913762480320607e+01, 5.845001480634882896e+00, 1.699591538705463867e+00, 7.462384129257298326e+00, 2.288698273513515602e+01, 2.019543831977161830e+01, 3.510463049403932612e+00, 5.135717271540059414e+00, 3.357453582539492665e+00, 1.771138583888638252e+01, 3.779965453221236782e+00, 4.101411916365593768e+00, 4.788403902368810527e+00
1.906000000000000000e+03, 1.210933334783547366e+01, 5.870013894085135853e+00, 1.643352383552212581e+00, 7.407712190619892390e+00, 2.289926145236711719e+01, 2.017845367835379378e+01, 3.379358595836113643e+00, 5.129803276980494431e+00, 3.327371062506251587e+00, 1.759892491371388346e+01, 3.700180608648725222e+00, 4.036716699606642145e+00, 4.737503492703265096e+00
1.907000000000000000e+03, 1.205775339579650307e+01, 5.881842797182279092e+00, 1.732704905219719649e+00, 7.433077482603561492e+00, 2.292434264861840987e+01, 2.023130100738021042e+01, 3.364919095611246025e+00, 5.133325563574663519e+00, 3.309451302078929125e+00, 1.755154231898893968e+01, 3.701281986807746893e+00, 4.072897673306528077e+00, 4.804157612862100635e+00
1.908000000000000000e+03, 1.217306616829703358e+01, 5.911739722822960452e+00, 1.683233245059686745e+00, 7.541400288846886291e+00, 2.296664201958494189e+01, 2.029193933856138798e+01, 3.401259591768617696e+00, 5.121920489152519629e+00, 3.409788744928991200e+00, 1.755265311696409114e+01, 3.793674292681369131e+00, 4.096104463698267750e+00, 4.921992547318032152e+00
1.909000000000000000e+03, 1.226438348890016705e+01, 5.926715001797311366e+00, 1.662607220730491164e+00, 7.453472090117291060e+00, 2.303732784805352196e+01, 2.029322464067281473e+01, 3.497998132900483892e+00, 5.110632868473900636e+00, 3.491511608444684001e+00, 1.750965841338952700e+01, 3.840760671384532365e+00, 4.185036956626435156e+00, 4.986793652309711611e+00
1.910000000000000000e+03, 1.221975080436054029e+01, 5.935620004515239856e+00, 1.673274586150087062e+00, 7.357404138357320100e+00, 2.301012259847797381e+01, 2.032888361924568699e+01, 3.607301855450195660e+00, 5.096936235552399275e+00, 3.548818657558355572e+00, 1.745306321418097184e+01, 3.851505792525771188e+00, 4.179800863980443815e+00, 4.753104773455632426e+00
1.911000000000000000e+03, 1.214078138349880476e+01, 5.945685882901782904e+00, 1.601872405765747187e+00, 7.449504158144043764e+00, 2.304331741421308166e+01, 2.038879063361260435e+01, 3.610412308115175772e+00, 5.089546785509898363e+00, 3.552375129142085086e+00, 1.742927723526582540e+01, 3.853580186999602919e+00, 4.149217335912817717e+00, 4.818699190541825494e+00
1.912000000000000000e+03, 1.218729802995361844e+01, 5.993959109082269698e+00, 1.683088352563207657e+00, 7.427390555136054395e+00, 2.293987652061724702e+01, 2.040943506819654019e+01, 3.622698189426636350e+00, 5.077256378369890299e+00, 3.580991578481294457e+00, 1.742674880446019614e+01, 3.854853352120219512e+00, 4.164586651110754545e+00, 4.666620286475862578e+00
1.913000000000000000e+03, 1.226991132851041577e+01, 6.005124115263612339e+00, 1.768923531276588079e+00, 7.395695881048037990e+00, 2.296614673532139506e+01, 2.051715017750430903e+01, 3.562215940383929524e+00, 5.104516292655550735e+00, 3.536910994429701027e+00, 1.745615837092402245e+01, 3.824863255861482791e+00, 4.251642571212463473e+00, 4.704965491660184185e+00
1.914000000000000000e+03, 1.218959968458039889e+01, 5.984487803538359074e+00, 1.669829228685337563e+00, 7.402708335332117251e+00, 2.302825764794872754e+01, 2.053161822068555864e+01, 3.571614540276486061e+00, 5.092911240097318881e+00, 3.381540384798859211e+00, 1.751363517145778914e+01, 3.795594163688913447e+00, 4.271497467041378115e+00, 4.838647189461267040e+00
1.915000000000000000e+03, 1.223658176894368665e+01, 5.995941400458891124e+00, 1.676753337790117149e+00, 7.505007553657129904e+00, 2.307869727578309238e+01, 2.053528384599200862e+01, 3.510069071877089719e+00, 5.070089236224657014e+00, 3.329915471206446043e+00, 1.752291484412124234e+01, 3.837942827506644061e+00, 4.196633889040896292e+00, 4.807192014746402897e+00
1.916000000000000000e+03, 1.234983804979284372e+01, 5.968312887605417671e+00, 1.587788104958678170e+00, 7.556305769158377927e+00, 2.305500959948835416e+01, 2.064370148764755797e+01, 3.493188225200610564e+00, 5.046705697156196102e+00, 3.336688944311410498e+00, 1.745356523221517264e+01, 3.856163599610277437e+00, 4.135421825886366420e+00, 4.970221781441319209e+00
1.917000000000000000e+03, 1.244687159991910086e+01, 5.938453286390785735e+00, 1.607173246183910553e+00, 7.515235412909297530e+00, 2.310237316189202161e+01, 2.069763043128249791e+01, 3.404741367641358263e+00, 5.037935368804124181e+00, 3.410974320550196115e+00, 1.737060378715328923e+01, 3.836889391374957103e+00, 4.146520388645158484e+00, 4.847155877916517142e+00
1.918000000000000000e+03, 1.240611351906863824e+01, 5.939465587376690614e+00, 1.703070233919110832e+00, 7.582547578599590388e+00, 2.305358092980722517e+01, 2.076080392536965036e+01, 3.289116362322229481e+00, 5.057069302434051394e+00, 3.541762772506570123e+00, 1.737594914363477727e+01, 3.870001295550548726e+00, 4.133150208745798082e+00, 4.852750806491006763e+00
1.919000000000000000e+03, 1.241775356459020685e+01, 5.946369630485014213e+00, 1.682694277510061953e+00, 7.475613728244160150e+00, 2.310838205428816039e+01, 2.079532116657328089e+01, 3.439398674848542115e+00, 5.077435462967458513e+00, 3.584530469515925244e+00, 1.739865979823795428e+01, 3.837576791452528724e+00, 4.096441522647982225e+00, 4.963913334578098357e+00
1.920000000000000000e+03, 1.240935368222802282e+01, 5.993344063315781511e+00, 1.621251179956069599e+00, 7.421252556173324244e+00, 2.306038597751897967e+01, 2.082188399993996697e+01, 3.615958152294490802e+00, 5.067545739216312128e+00, 3.476468366169106261e+00, 1.745613990222228651e+01, 3.792661515543509498e+00, 4.087291889608533957e+00, 4.787376561644245854e+00
1.921000000000000000e+03, 1.233960362284020285e+01, 6.015788767623257982e+00, 1.523508653001914848e+00, 7.491294895003280274e+00, 2.310541372050266418e+01, 2.077361859381306175e+01, 3.605698458251010763e+00, 5.033548029403789315e+00, 3.529763753641535384e+00, 1.747467718162341299e+01, 3.866649617534598349e+00, 4.070430778196361565e+00, 5.008597837085752680e+00
1.922000000000000000e+03, 1.231546930954299057e+01, 6.024731994925514478e+00, 1.638249371249553388e+00, 7.690004839452252661e+00, 2.310260548567981687e+01, 2.078249797923919928e+01, 3.425935357100680534e+00, 4.999524811038440930e+00, 3.501239327699167347e+00, 1.754135048132203778e+01, 3.777789261729596060e+00, 4.077265803026901558e+00, 4.861580279583354702e+00
1.923000000000000000e+03, 1.235997636697183566e+01, 6.024011883335701256e+00, 1.676325720954833898e+00, 7.772915896207492459e+00, 2.306894343581721785e+01, 2.086080650615399890e+01, 3.357586595365282811e+00, 4.998202594326400572e+00, 3.466906271409130991e+00, 1.761852870635802759e+01, 3.765926818733933423e+00, 4.159115394517655773e+00, 4.509394938027852184e+00
1.924000000000000000e+03, 1.234422270715122671e+01, 6.051704009149900365e+00, 1.596181384369141476e+00, 7.828966688256784323e+00, 2.306971026496959354e+01, 2.091559916514415818e+01, 3.334088017425791861e+00, 5.009014447862381481e+00, 3.517857143604841585e+00, 1.764469430003342154e+01, 3.833858756436726356e+00, 4.091752679630224598e+00, 4.393877785326191443e+00
