year, ACCESS-ESM1-5, GFDL-ESM4, IPSL-CM6A-LR, TaiESM1, CESM2-WACCM, INM-CM5-0, UKESM1-0-LL, CanESM5, CMCC-CM2-SR5, INM-CM4-8, EC-Earth3-Veg, NorESM2-MM, NorESM2-LM, CNRM-ESM2-1, MPI-ESM1-2-LR, MIROC-ES2L
1.868000000000000000e+03, 6.551636742972176464e+00, 7.235315811115066609e+00, 4.720289517316596850e+00, 1.111238035302987370e+01, 8.106699065729138454e+00, 8.961073449433882843e+00, 1.046985725160899960e+01, 6.655843384983858968e+00, 8.211120172383530758e+00, 9.406357668791871518e+00, 8.936948035757003694e+00, 7.443688140903959471e+00, 7.639231091960517972e+00, 5.235645751706221596e+00, 9.295835030253478237e+00, 6.023038290681997253e+00
1.869000000000000000e+03, 6.730336802087327541e+00, 7.533746068287202391e+00, 4.868046251193742791e+00, 1.076045780074128011e+01, 8.180394342903442251e+00, 9.075628555765467453e+00, 1.014139130447970949e+01, 6.654351543458658647e+00, 8.627647392058557685e+00, 9.689648031607550394e+00, 8.527769905486572100e+00, 7.363866179166094206e+00, 7.381987576533378892e+00, 4.877455034685242552e+00, 9.093874329115704924e+00, 5.833909562409028027e+00
1.870000000000000000e+03, 6.682290592447038158e+00, 7.430189506325643123e+00, 4.691592431041830658e+00, 1.062438763574032485e+01, 8.012131954045095483e+00, 8.897084094090489614e+00, 1.054763862174853983e+01, 6.542057112488020465e+00, 8.443399249418460428e+00, 9.324322797208798974e+00, 8.850892485777009711e+00, 7.542998034199063895e+00, 7.551703949028423679e+00, 5.044342342830258730e+00, 8.866080284971687320e+00, 5.853189086786642292e+00
1.871000000000000000e+03, 6.562349985586673817e+00, 7.412413713700878759e+00, 4.769485710098336106e+00, 1.126211273727799345e+01, 8.269346207105989777e+00, 9.079600720312527073e+00, 1.017078985947619252e+01, 6.461870310040080945e+00, 8.690962521976882016e+00, 9.197649635830099868e+00, 8.882890847284924618e+00, 7.649476195088015906e+00, 7.320775466190088565e+00, 5.282838066472403504e+00, 8.982106972633509656e+00, 5.773339681904486653e+00
1.872000000000000000e+03, 6.573059216659726367e+00, 7.511040998057981533e+00, 4.805606459223849214e+00, 1.076816255496973795e+01, 8.604713329825575130e+00, 9.063584606403981780e+00, 9.857678737920068102e+00, 6.569708506438673545e+00, 8.551822667630334607e+00, 9.613265689922593893e+00, 9.059618719471965065e+00, 7.651539755078721861e+00, 7.447261344180307496e+00, 5.189159288927040592e+00, 9.163611723421674071e+00, 5.922551804141663823e+00
1.873000000000000000e+03, 6.567378390232816443e+00, 7.540554568272256120e+00, 4.732688225357267520e+00, 1.032810660905815681e+01, 8.300339181942595346e+00, 8.648657978538672353e+00, 1.036208294269990127e+01, 6.468019919073389801e+00, 8.071906005136984419e+00, 9.691708865587354893e+00, 9.109682846679939772e+00, 7.628356978335960825e+00, 7.676410265852272374e+00, 5.123830165150242699e+00, 8.982330752697327725e+00, 5.968545505824033093e+00
1.874000000000000000e+03, 6.717851670081312676e+00, 7.267021352815936197e+00, 4.786036889376149794e+00, 1.095492062903723962e+01, 8.393823482929345658e+00, 8.816329096448601632e+00, 9.768889547242842752e+00, 6.729610007616974698e+00, 8.434451771985468582e+00, 9.086097971896133885e+00, 8.658807927491642076e+00, 7.629209588697475120e+00, 7.585677898098593275e+00, 5.441673968579283205e+00, 8.814385621320925068e+00, 5.700951931019057284e+00
1.875000000000000000e+03, 6.681291409480084376e+00, 7.428905808149285583e+00, 4.859583285791373441e+00, 1.072946711178509283e+01, 8.554090426230624544e+00, 9.097579582990421798e+00, 1.038351714307623297e+01, 7.090330276618674432e+00, 8.090466105576490818e+00, 9.189596572449001854e+00, 9.181203611349024740e+00, 7.620041316907738782e+00, 7.832525124209230860e+00, 5.147220458697334244e+00, 8.778871371887520425e+00, 5.817644664372837227e+00
1.876000000000000000e+03, 6.647855670048719468e+00, 7.388147358902849682e+00, 4.643777698823545741e+00, 1.076876757758252090e+01, 8.237284402565013153e+00, 9.168458658939639960e+00, 1.026587609619370944e+01, 6.839189199923533025e+00, 8.535376725572957568e+00, 9.412764043332785491e+00, 8.572008263756055513e+00, 7.712918907914728450e+00, 7.969528018233615008e+00, 4.889419233287977562e+00, 8.717428813931139331e+00, 5.766911570702824896e+00
1.877000000000000000e+03, 6.700723107336240325e+00, 7.325964408636997049e+00, 4.650451839947912447e+00, 1.078559336365786514e+01, 8.434522451858935455e+00, 8.872602716891822894e+00, 9.409779620098493780e+00, 6.980399643855466962e+00, 8.650367576443143136e+00, 9.304409103723273233e+00, 8.536141464754800623e+00, 7.770201409982342433e+00, 8.334043274311733640e+00, 5.420359276809840310e+00, 8.724959696634426720e+00, 5.961047013184193055e+00
1.878000000000000000e+03, 6.686623644842648595e+00, 7.359022582117109579e+00, 4.721626173417521777e+00, 1.083300629302356022e+01, 8.501755703432246847e+00, 9.176954033642093833e+00, 9.595563755482164225e+00, 6.602083088035918479e+00, 8.573598910540946250e+00, 9.157877797406701603e+00, 8.617260928591196745e+00, 7.812383593166949858e+00, 8.197148740299889269e+00, 5.389346971298080824e+00, 8.722448854613768177e+00, 5.973435672951956654e+00
1.879000000000000000e+03, 6.755061728848612113e+00, 7.272456824926283758e+00, 4.670079106307746919e+00, 1.108082089698625694e+01, 8.377986345416836400e+00, 9.233149157662191797e+00, 9.721986932511477164e+00, 6.434904471454529151e+00, 8.673443553039248854e+00, 9.306510101510783173e+00, 8.605594219953150770e+00, 7.458296130332894514e+00, 7.700960743356819016e+00, 5.259751677544779902e+00, 8.750326652542122829e+00, 5.930466795593015483e+00
1.880000000000000000e+03, 6.563108923658667493e+00, 7.523042559938182272e+00, 4.750577232340037703e+00, 1.133474917080463129e+01, 8.604186861431745825e+00, 8.984551953308976380e+00, 1.043898073363651768e+01, 6.599899334034086351e+00, 8.503975977854468127e+00, 9.087785797859970316e+00, 8.881840165926551123e+00, 7.692273946004307028e+00, 7.600418163981833786e+00, 5.259068438681468116e+00, 8.347669120829484868e+00, 5.500289026280815285e+00
1.881000000000000000e+03, 6.663698682003095897e+00, 7.610716489635828808e+00, 4.707584192385234623e+00, 1.073745462576130905e+01, 8.406298383074039648e+00, 9.213049588585281668e+00, 1.022919034668451133e+01, 6.695766007470584036e+00, 7.716788819472861327e+00, 9.119082255330917874e+00, 8.676951170893289600e+00, 7.301669893666081990e+00, 7.434852084703138964e+00, 5.016410132500674912e+00, 9.388598893993352235e+00, 5.979356211630201479e+00
1.882000000000000000e+03, 6.767544883913273246e+00, 7.292739536976371006e+00, 4.795900838418249990e+00, 1.111176388215134558e+01, 8.072621043648700478e+00, 9.140453291529706092e+00, 9.971477235930139571e+00, 6.935293837324589816e+00, 8.567915330864384060e+00, 9.250518345402651832e+00, 8.478661343480537127e+00, 7.465715377490765192e+00, 7.968265107343651010e+00, 4.921301050613974937e+00, 9.121105403771483822e+00, 5.964002422657072700e+00
1.883000000000000000e+03, 6.757287302798847151e+00, 7.057284363167133812e+00, 4.864808662255616589e+00, 1.140148007842904931e+01, 8.070973405543698576e+00, 8.860141670312597029e+00, 1.022360940416595909e+01, 6.627130279592496898e+00, 8.863783161961272583e+00, 9.365811407672083533e+00, 8.189629307672023018e+00, 7.622417026382217742e+00, 8.084100565780424574e+00, 5.391509711581591091e+00, 8.721172173749113909e+00, 5.939832442916356925e+00
1.884000000000000000e+03, 6.668144278252616353e+00, 7.027467552774324666e+00, 4.657596635227070792e+00, 1.074143773567949900e+01, 8.319784873221143684e+00, 9.072390836984061124e+00, 9.237212179513816679e+00, 6.388565067740258563e+00, 8.010404962058435885e+00, 9.241545883426827146e+00, 8.400154829609428830e+00, 7.842412543541568581e+00, 7.940784488569494926e+00, 5.055468832093500176e+00, 8.691609870598535181e+00, 5.757300601460565659e+00
1.885000000000000000e+03, 6.843636723752873685e+00, 6.605686290222541501e+00, 4.523502943868638937e+00, 1.090582577487480442e+01, 7.736968362131268151e+00, 8.531782383462344299e+00, 1.019742758036369246e+01, 6.666143441050203400e+00, 7.547291909753090167e+00, 9.269032251949340662e+00, 8.697274736716549270e+00, 7.932892225801169594e+00, 7.936417276260575804e+00, 5.402877217477180416e+00, 9.000706171035490755e+00, 5.874538410858469284e+00
1.886000000000000000e+03, 6.863696421998778163e+00, 7.088630104878101079e+00, 4.849706210132452178e+00, 1.103376595565544172e+01, 8.227814101508768019e+00, 9.094364239455178023e+00, 1.017399339647523782e+01, 6.637275474948896914e+00, 8.383213130415708036e+00, 9.212336075837352922e+00, 8.620727315807963365e+00, 7.832548643213918638e+00, 7.947386969150426417e+00, 5.286462189186122096e+00, 9.005931824510318151e+00, 5.722136773602546356e+00
1.887000000000000000e+03, 6.607764528036421225e+00, 7.185903001656869904e+00, 4.780761356401983520e+00, 1.072462986429474441e+01, 7.956986858015864250e+00, 9.031846570091875748e+00, 9.996580813500465013e+00, 6.481786703688413809e+00, 8.693417249323291074e+00, 9.297166981243515593e+00, 9.027508203369697171e+00, 7.989797946963938635e+00, 8.068237066093409737e+00, 5.016535087084363020e+00, 9.178826226559936075e+00, 6.053960597137604260e+00
1.888000000000000000e+03, 6.654074206117361001e+00, 7.196252798526747263e+00, 4.989683972876973961e+00, 1.109228110208046836e+01, 8.561661788589015387e+00, 8.795500859340126709e+00, 9.987174369665531515e+00, 6.474818477322767052e+00, 8.553953381351984575e+00, 9.342642563173686909e+00, 8.878899016815045897e+00, 7.641166458131362305e+00, 7.936051426809922482e+00, 5.048442426332635513e+00, 9.105215713560527391e+00, 5.917114260733141506e+00
1.889000000000000000e+03, 6.670034752810866330e+00, 7.525009893097048597e+00, 4.825896963549600294e+00, 1.136599909965912758e+01, 8.497119730854274522e+00, 9.058528919702006021e+00, 1.048363518829440189e+01, 6.845980791283302835e+00, 8.450724060671417348e+00, 9.296148915351345465e+00, 8.506690511477279060e+00, 7.767894932874939151e+00, 8.264791033891517813e+00, 5.164245735518332658e+00, 8.666419941399176707e+00, 5.843319486277044561e+00
1.890000000000000000e+03, 6.646600740144800845e+00, 7.202649288171795838e+00, 4.895911732922803239e+00, 1.083966943309392228e+01, 8.337315723735430950e+00, 9.128721758732302405e+00, 1.007134856487925312e+01, 6.842634164508214489e+00, 8.701606629868258835e+00, 9.337277884898323776e+00, 8.959254143795597258e+00, 7.927883905528161357e+00, 7.773164520444050041e+00, 5.220356463674430181e+00, 8.255105031638715118e+00, 5.884269480810219832e+00
1.891000000000000000e+03, 6.713602815705299598e+00, 7.120493552971335127e+00, 4.759266166154808353e+00, 1.081984197322750063e+01, 8.424921226517685824e+00, 9.010694718624119304e+00, 9.332002999950489652e+00, 6.571798996908689183e+00, 8.801047325556861978e+00, 9.524581216478065215e+00, 9.115456354616640056e+00, 7.457497873845121639e+00, 7.622535935815390573e+00, 5.359807683436806691e+00, 9.016087196726406461e+00, 5.840705271232998541e+00
1.892000000000000000e+03, 6.825391896050899021e+00, 7.174629572846891179e+00, 4.711960419411806100e+00, 1.122181387379349360e+01, 8.592086115898467824e+00, 9.170029171764644715e+00, 1.035097548794557909e+01, 6.632693485612692008e+00, 8.103733278866213752e+00, 9.131571787720636380e+00, 8.687009151433031207e+00, 7.320792822419220691e+00, 8.175091565193893572e+00, 5.371220336063810663e+00, 9.011843967613499373e+00, 5.844377770688866214e+00
1.893000000000000000e+03, 6.733657273014872935e+00, 7.295716500848082653e+00, 4.820704303056319695e+00, 1.073126082993475627e+01, 8.564801317549406434e+00, 9.149101743444202128e+00, 1.096287146511209976e+01, 6.591331462165407551e+00, 7.893340154685129839e+00, 9.106246448986624387e+00, 9.155692438096609820e+00, 7.392218658023606892e+00, 8.085463478683577065e+00, 5.321350631780677354e+00, 9.432059224644637752e+00, 5.884132225835779550e+00
1.894000000000000000e+03, 6.760884041210019291e+00, 7.580266043762883044e+00, 4.617852042282247993e+00, 1.056608621187767838e+01, 8.035828763115681284e+00, 8.702203986851335671e+00, 1.082466515910362226e+01, 6.733323277591533262e+00, 8.743890225363506019e+00, 9.527276024906448981e+00, 8.946497384153358823e+00, 7.291360993976477189e+00, 8.000638818802769947e+00, 5.551834225897611219e+00, 9.064876916236459081e+00, 5.723937754666381217e+00
1.895000000000000000e+03, 6.902107429114971993e+00, 7.531514130074305591e+00, 4.784927943560401964e+00, 1.094427898203886329e+01, 8.000888115442798210e+00, 9.134424391933567478e+00, 1.065690885717120473e+01, 6.669467151942635397e+00, 8.487427538064673982e+00, 9.216830458700890460e+00, 8.771380646564727712e+00, 7.244367059694618582e+00, 7.868036240183662322e+00, 5.542596737577405897e+00, 9.448108061965937665e+00, 6.051508894293758267e+00
1.896000000000000000e+03, 6.851409738289308216e+00, 7.207952603304517147e+00, 5.071825451602934187e+00, 1.142079594978723200e+01, 8.252439597165960095e+00, 8.610618449157565024e+00, 9.603864989110540762e+00, 6.640040882086356788e+00, 8.405210128040938145e+00, 9.797676440288372035e+00, 8.842754427825028074e+00, 7.404947518449877641e+00, 8.310299072936272680e+00, 5.238605353429411693e+00, 8.863033348060293193e+00, 5.939619194782664202e+00
1.897000000000000000e+03, 6.839169597238342391e+00, 7.592549438282334862e+00, 4.945066674307912358e+00, 1.110972594315629713e+01, 8.640295955859295773e+00, 9.247410413296226039e+00, 1.008916558045543432e+01, 6.844533117513552867e+00, 8.591659708799909367e+00, 9.672010096065916329e+00, 9.423887939804812319e+00, 7.194719597537072353e+00, 7.793827972379015812e+00, 5.174483725624138941e+00, 9.506828749277309143e+00, 5.678504367899027905e+00
1.898000000000000000e+03, 6.822630401551556645e+00, 7.463415401879855970e+00, 4.932725074081281136e+00, 1.108828969992946689e+01, 8.440383016356777901e+00, 9.216010504758141764e+00, 1.038633985052078934e+01, 6.841859782622521813e+00, 8.677373385384909099e+00, 9.674651155208824349e+00, 8.923176092985890762e+00, 7.806577561697202405e+00, 8.137104452732074833e+00, 5.553421834451761185e+00, 9.081128311784505414e+00, 6.244239504911734073e+00
1.899000000000000000e+03, 6.674247128133946383e+00, 7.208572384922907972e+00, 4.646477093920451829e+00, 1.065645786176092180e+01, 8.603343406295605789e+00, 9.126852665703010459e+00, 1.006795858860761328e+01, 6.523659141688649576e+00, 8.734181883125888390e+00, 9.318456921974290097e+00, 9.144933783198021970e+00, 7.527201096473486785e+00, 8.009981488020573082e+00, 5.313294695781445753e+00, 9.180594421026361474e+00, 5.965682831057040225e+00
1.900000000000000000e+03, 6.646443299166715946e+00, 7.173880132880151805e+00, 4.653153147935677580e+00, 1.086009006179865999e+01, 8.675123812650632260e+00, 9.077972075303582855e+00, 1.041269445188181919e+01, 6.685192058463293563e+00, 8.426670038442749089e+00, 9.651737171996499498e+00, 9.163668367911885326e+00, 7.501782628356572502e+00, 8.111907929381903415e+00, 5.004239349559654215e+00, 9.439624603872530884e+00, 5.783023005154944052e+00
1.901000000000000000e+03, 6.715173984910090432e+00, 7.159620043402942002e+00, 4.759738349068928898e+00, 1.082803456144230836e+01, 8.152538397647868251e+00, 8.895309087103219881e+00, 9.948818607220259125e+00, 6.996371257183956693e+00, 8.712349063112217351e+00, 9.619897290050797523e+00, 9.308358387044251003e+00, 7.517133038706385051e+00, 8.143599883843524623e+00, 5.417522070878594498e+00, 8.781547398778194236e+00, 5.946669653450292969e+00
1.902000000000000000e+03, 6.859727248367074814e+00, 7.500923966514298158e+00, 4.858972904778418034e+00, 1.076569531877440511e+01, 8.443044999644918391e+00, 8.853980033276659611e+00, 9.821332601648007810e+00, 6.847946547851927690e+00, 9.004584051658408583e+00, 9.394550188962998760e+00, 9.304629879866302744e+00, 7.179550648621503939e+00, 8.090584064235244455e+00, 5.059222614610736635e+00, 8.854310571842217925e+00, 5.943096479094367446e+00
1.903000000000000000e+03, 6.776373785467500355e+00, 6.925990289747042006e+00, 4.662076966845685178e+00, 1.054396172993886260e+01, 8.679703519058401540e+00, 8.891117386862287475e+00, 9.630687481587299814e+00, 6.416227803908649108e+00, 8.681038179182063885e+00, 9.639510516016807529e+00, 9.023081535803871844e+00, 7.272372467954346220e+00, 7.734488375990522968e+00, 4.941594685263238418e+00, 8.502091021647830260e+00, 6.032222725364963622e+00
1.904000000000000000e+03, 6.803663017729126850e+00, 6.644543318381299635e+00, 4.409021196843756485e+00, 1.077621186079934290e+01, 8.190305747288610050e+00, 8.752574257380949518e+00, 9.876896344227192870e+00, 6.453998403662663641e+00, 8.628160887208398577e+00, 9.067726261994822679e+00, 8.737909137808671289e+00, 7.231330042647726053e+00, 7.439700255340826907e+00, 5.466179352689739090e+00, 8.735517339707024931e+00, 5.541080097252419456e+00
1.905000000000000000e+03, 6.600425951027644622e+00, 7.342318366308106192e+00, 4.915587780969330467e+00, 1.070290066060168321e+01, 8.528769134550907793e+00, 8.834033781811104546e+00, 1.036505421342571509e+01, 6.625478396641787171e+00, 8.559051661577512959e+00, 9.228999828041160924e+00, 8.778569916948782748e+00, 7.555257372073123534e+00, 7.810589483601984462e+00, 4.989573486760979115e+00, 9.660711520492451854e+00, 5.617614585644814085e+00
1.906000000000000000e+03, 6.912904736881207768e+00, 7.090879477452491031e+00, 4.820419792278599402e+00, 1.101521018224882908e+01, 8.598326779357037708e+00, 8.735265344134205634e+00, 9.930405947836460356e+00, 6.925874030264125736e+00, 8.999902206546945393e+00, 9.905171505270777388e+00, 9.064435265277952070e+00, 7.681647359857387336e+00, 7.993998261555797846e+00, 5.458189584548106765e+00, 9.634161519327765433e+00, 5.988649725352018116e+00
1.907000000000000000e+03, 6.911898078183916994e+00, 7.547266016456973148e+00, 4.808169706266655297e+00, 1.049778492075237857e+01, 8.782218652544106163e+00, 9.203744266329431767e+00, 1.002852655983564745e+01, 6.762904894798817956e+00, 8.685323289179661899e+00, 9.566891806197217463e+00, 8.946298466392077486e+00, 7.963563818802478878e+00, 8.166306736421777401e+00, 5.371801379014414124e+00, 9.215866464817313641e+00, 5.637288919749044780e+00
1.908000000000000000e+03, 6.767575096653457578e+00, 7.497805281445822700e+00, 4.866245151195475849e+00, 1.074507132825836742e+01, 8.657834590175637501e+00, 9.084763984896529365e+00, 1.037081766095639423e+01, 6.515007004063905427e+00, 8.389271679100513524e+00, 9.283547560021771616e+00, 9.086993183475856384e+00, 7.841562691640136862e+00, 8.124948547875222360e+00, 5.452490542956835107e+00, 9.479968450036402317e+00, 5.817468004491773037e+00
1.909000000000000000e+03, 6.955099913513898890e+00, 7.073632538013608695e+00, 4.887806306046604377e+00, 1.069265191470231535e+01, 8.273577240970260149e+00, 9.096781746598864515e+00, 1.025985869860009991e+01, 6.702642431469895357e+00, 8.489590660159207047e+00, 9.447857251105778786e+00, 8.544074903805357835e+00, 7.789599639512805318e+00, 7.901853420210287027e+00, 5.444073021125324985e+00, 9.107211479563197543e+00, 5.848972467010436382e+00
1.910000000000000000e+03, 6.893139500640146800e+00, 6.950929952596187178e+00, 4.821824915591841787e+00, 1.078281685585229432e+01, 8.162728282297919691e+00, 9.222973531275822978e+00, 9.933836900065864839e+00, 6.610166087452003403e+00, 8.641795213309940493e+00, 9.310566033264972674e+00, 8.909214780668536449e+00, 8.049795094761309500e+00, 7.901453818540844054e+00, 5.380820737201973181e+00, 9.019700245344314027e+00, 6.056547218882160522e+00
1.911000000000000000e+03, 6.881777583936599108e+00, 7.338213549188449925e+00, 5.049208372458660499e+00, 1.092008451419350656e+01, 8.281054659284164288e+00, 9.355233464861717252e+00, 1.040703346715638489e+01, 6.474933997621985071e+00, 8.805240941246614383e+00, 9.405627179577953356e+00, 8.635452711790172486e+00, 7.702448039374369948e+00, 7.655991536269008968e+00, 5.338361047361422251e+00, 8.764757619799883770e+00, 5.670509009730428929e+00
