year, ACCESS-ESM1-5, GFDL-ESM4, IPSL-CM6A-LR, TaiESM1, CESM2-WACCM, INM-CM5-0, UKESM1-0-LL, CanESM5, CMCC-CM2-SR5, INM-CM4-8, EC-Earth3-Veg, NorESM2-MM, NorESM2-LM, CNRM-ESM2-1, MPI-ESM1-2-LR, MIROC-ES2L
1.974000000000000000e+03, 7.009138935089410438e+00, 7.185730653854110805e+00, 5.354039258108008070e+00, 1.079359527950290421e+01, 8.909849848287430873e+00, 9.583576987656213575e+00, 9.967484375661939566e+00, 7.030868616467496501e+00, 9.804893976204796857e+00, 9.389393972152049628e+00, 9.309776897946781204e+00, 7.997409693931124330e+00, 8.689104771161362706e+00, 5.603757515313284365e+00, 9.557751351782412641e+00, 6.536242291220762723e+00
1.975000000000000000e+03, 7.022697007799573399e+00, 7.083167492126433373e+00, 5.395146131508500531e+00, 1.043857776533742943e+01, 9.070381001301926815e+00, 9.861650273717417647e+00, 9.462344983381651531e+00, 6.867322701939247764e+00, 9.153916665615698278e+00, 9.554309441892343102e+00, 9.652013350279272430e+00, 7.987116310723213708e+00, 8.882853402134379905e+00, 5.714637975507257828e+00, 9.342675802686228437e+00, 6.448991582440922521e+00
1.976000000000000000e+03, 7.060107864013621004e+00, 6.674217997228185872e+00, 5.396630638693951099e+00, 1.051227569683117302e+01, 8.890249291021209643e+00, 9.397907698133623811e+00, 9.219965925465208656e+00, 6.734415449574778556e+00, 9.155883405965301591e+00, 9.514026328350828621e+00, 9.293596492670811671e+00, 7.984373023943226677e+00, 8.919511564616572130e+00, 5.882976764625703403e+00, 9.458361847632918540e+00, 6.572769421834532722e+00
1.977000000000000000e+03, 7.086980066225396335e+00, 7.004186750057436406e+00, 5.144556383702039604e+00, 1.102769446159368272e+01, 9.120379744929273613e+00, 9.500967758162566668e+00, 8.979902418346595638e+00, 6.703717546486963386e+00, 9.393630209208559734e+00, 9.353385257004816822e+00, 9.290307891526687456e+00, 8.499452728121944745e+00, 9.070423459946198363e+00, 5.669390297754752339e+00, 9.505299349439336964e+00, 6.611702677143142637e+00
1.978000000000000000e+03, 7.051587819509427923e+00, 6.922397101486549076e+00, 5.578152765877006480e+00, 1.102543524113419871e+01, 9.396101385359919789e+00, 9.695596009710076402e+00, 9.782834744633822410e+00, 6.888065933288183729e+00, 9.171728696007093617e+00, 9.443653693015761519e+00, 1.001671466207392669e+01, 8.331477677194145670e+00, 9.040936072436746684e+00, 5.789993024445441172e+00, 9.642841201595468092e+00, 6.757135598123029219e+00
1.979000000000000000e+03, 7.002393486047274074e+00, 6.704744022513443369e+00, 5.271063662516695558e+00, 1.093048237666509870e+01, 8.910225323158407207e+00, 9.712022758407895751e+00, 1.013979986565928826e+01, 7.116136100365970663e+00, 8.936415515875214766e+00, 9.275271943070235281e+00, 9.689038091908514616e+00, 8.443229653881886065e+00, 8.876113890998798439e+00, 5.534054259315687396e+00, 1.016792611486980924e+01, 6.775265884716926479e+00
1.980000000000000000e+03, 6.891112010519012010e+00, 7.147985736752630714e+00, 5.311466244149684712e+00, 1.049304473680597738e+01, 9.191801607233280436e+00, 9.748989940089774819e+00, 9.986756630860956108e+00, 6.966661107036425271e+00, 9.138479534204044796e+00, 9.550943263016975493e+00, 9.951413181433526489e+00, 8.604122919482987797e+00, 9.035379358152827223e+00, 5.705613757661843088e+00, 9.383661330264349232e+00, 6.686863024726894089e+00
1.981000000000000000e+03, 6.974089262025819025e+00, 6.704262870183921308e+00, 5.085795834453255004e+00, 1.078085252396187421e+01, 8.825511893329840873e+00, 9.713393104350195983e+00, 9.370045292878479870e+00, 6.860193727730398372e+00, 9.602504274674259932e+00, 9.641382426911235370e+00, 9.670349959261653083e+00, 8.635199964928020222e+00, 8.967946060097293781e+00, 5.880457656913344877e+00, 9.782680014207331354e+00, 6.877877407572240642e+00
1.982000000000000000e+03, 6.968069090935912868e+00, 6.970446914906348823e+00, 5.448099500882598534e+00, 1.082613448361650654e+01, 8.619318566494257539e+00, 1.001582430005962188e+01, 9.558498054691330736e+00, 7.005898804609461905e+00, 9.798137074342378128e+00, 9.432096763801318673e+00, 9.755308806791980203e+00, 8.795811573747885248e+00, 9.117574589592711831e+00, 5.786556482902645904e+00, 9.169355929478978595e+00, 7.039566340849326309e+00
1.983000000000000000e+03, 6.749400518787138203e+00, 6.808710301456693870e+00, 5.590040905797175164e+00, 1.028528700553948383e+01, 9.034896001106135444e+00, 9.696809195516141955e+00, 9.712972672146481301e+00, 6.947822214940838847e+00, 8.893920426052769557e+00, 9.556590700570209762e+00, 9.602850141359049019e+00, 8.510518915171623178e+00, 9.332959248762982440e+00, 5.961942302384792391e+00, 9.477365558202743401e+00, 6.962667434659257637e+00
1.984000000000000000e+03, 6.759862908962032790e+00, 6.465581492466159652e+00, 5.519556675261404699e+00, 1.055701821229676440e+01, 8.416708042593700867e+00, 1.000195340975973401e+01, 9.776956285539345259e+00, 7.057116088379753904e+00, 8.504011914241338843e+00, 9.379859636490401442e+00, 9.346730299041423606e+00, 8.547067135571600360e+00, 9.160516846538246938e+00, 5.491860816040453841e+00, 9.488104929703732537e+00, 6.794151140800364530e+00
1.985000000000000000e+03, 7.225706135487901527e+00, 6.740582567241718337e+00, 5.709925464429451480e+00, 1.119896055460817053e+01, 8.534040574360528097e+00, 9.826690041981795076e+00, 1.032415677526451780e+01, 7.298635916353696906e+00, 9.288346260365990759e+00, 9.332033660242675666e+00, 9.712473995465012777e+00, 8.666664691377832241e+00, 9.492071691357137908e+00, 5.826459979983838799e+00, 9.598239732156462978e+00, 7.516793193618251934e+00
1.986000000000000000e+03, 7.245319296541314458e+00, 6.391600172269857438e+00, 5.810196721557852939e+00, 1.102904805731139426e+01, 8.785938378769376556e+00, 9.449971017005216467e+00, 9.607380925020510887e+00, 7.105709075829458321e+00, 9.720795208791230380e+00, 9.579158286788318932e+00, 9.930056824044612540e+00, 8.702469447923910195e+00, 9.062276777512401793e+00, 5.786623995727326886e+00, 9.798772221317637587e+00, 7.307509387384511612e+00
1.987000000000000000e+03, 7.106777193416126792e+00, 6.264373425802220119e+00, 5.733497546630669461e+00, 1.086248726329698933e+01, 9.220844854775339883e+00, 1.005149305309047669e+01, 1.040747795112503482e+01, 7.004512514350856200e+00, 9.072953002507302855e+00, 9.768927411701685770e+00, 1.024062771884798551e+01, 8.965214004753262245e+00, 9.366512129549063204e+00, 6.102537321419172045e+00, 9.777404246025753309e+00, 7.295048039246903038e+00
1.988000000000000000e+03, 7.084817337296680506e+00, 6.515899921248949234e+00, 5.845242685205142230e+00, 1.115949553945712935e+01, 8.881315048681653224e+00, 9.742147911841151142e+00, 1.010435291431508631e+01, 7.262290293834830379e+00, 9.442508505707539967e+00, 9.869650042286995273e+00, 9.938506507904730114e+00, 9.195216541028846891e+00, 9.508195731848219978e+00, 6.309527902771935537e+00, 1.010703510269210526e+01, 7.525632069621632780e+00
1.989000000000000000e+03, 6.998154444128364737e+00, 6.546923128149783722e+00, 5.650331234966958327e+00, 1.111807111819991256e+01, 9.056909912241398075e+00, 9.934407352935043178e+00, 1.022446431561991531e+01, 7.213311093668637319e+00, 9.830142641089439692e+00, 9.999864391105077743e+00, 1.005501765318509300e+01, 8.885163376304724636e+00, 9.468677021031835395e+00, 5.946777301941416738e+00, 1.014541820218865276e+01, 7.354593689644140397e+00
1.990000000000000000e+03, 7.169947712908664172e+00, 6.434498490478771870e+00, 6.044919067804289448e+00, 1.100225398370161400e+01, 9.241595866084036714e+00, 9.521056086284417574e+00, 1.012653982834812894e+01, 7.249270432122635555e+00, 9.201935572108457251e+00, 9.990999249839152441e+00, 1.035573704668097328e+01, 8.637082425696506860e+00, 9.242507187923310497e+00, 6.144631132548217245e+00, 9.711156440968128578e+00, 7.300403925576413044e+00
1.991000000000000000e+03, 7.350130319636473786e+00, 6.169275663632277862e+00, 5.686002599929399715e+00, 1.136649867033225547e+01, 9.011881373893089631e+00, 1.017011833448164992e+01, 9.833520544203667058e+00, 7.167724187762079424e+00, 9.098779480155982924e+00, 1.006722733077754484e+01, 1.006425620975317159e+01, 9.050864748567454043e+00, 8.934462307141695092e+00, 6.403446032148031541e+00, 9.199263522613099653e+00, 7.585608700754287170e+00
1.992000000000000000e+03, 7.482803182675809239e+00, 5.904827856059305269e+00, 5.716071299074698686e+00, 1.120976941500589952e+01, 9.108580511727806694e+00, 1.026057358823308263e+01, 1.019025804144214575e+01, 7.189356844706523475e+00, 9.588308466295156762e+00, 1.037782690284735487e+01, 9.686950010728875071e+00, 9.064984140652491362e+00, 9.092828389749529450e+00, 6.566844685817460281e+00, 9.965639633847024115e+00, 7.328591088792203223e+00
1.993000000000000000e+03, 7.334324718363066431e+00, 6.002560223515866156e+00, 5.883963314831183844e+00, 1.099224123994169844e+01, 9.679845489736274899e+00, 1.035600730680834936e+01, 9.768228098796081227e+00, 7.034888875050056001e+00, 9.186418120863205417e+00, 1.018168104568873922e+01, 9.979755780077784522e+00, 9.091863261179767619e+00, 9.399556250086083864e+00, 6.340144424401271905e+00, 1.003021828790366321e+01, 7.615373408050546189e+00
1.994000000000000000e+03, 7.345535411777188273e+00, 6.315708672858472816e+00, 5.712140087604986149e+00, 1.091347980176561450e+01, 9.731695205299130791e+00, 1.020845791280930648e+01, 1.008366140247421683e+01, 7.402960793878853529e+00, 9.247529927199519051e+00, 1.007655013992546600e+01, 1.008846612461093706e+01, 8.565459507115543047e+00, 9.699230747746563353e+00, 6.378717259028057640e+00, 1.012206971642809528e+01, 7.796460203013134915e+00
1.995000000000000000e+03, 7.271833890800047051e+00, 6.114278696654572798e+00, 5.962765387296031783e+00, 1.146443658309148361e+01, 9.318766622494404572e+00, 1.003268395803216428e+01, 9.907482839947224562e+00, 7.453579303339714635e+00, 9.617477612670477072e+00, 1.028519994495301049e+01, 1.014743634860604438e+01, 8.833296065558560173e+00, 9.336527756483016915e+00, 6.445134003999217320e+00, 9.801748864406393480e+00, 7.801992739826330236e+00
1.996000000000000000e+03, 7.327257271476589118e+00, 6.246596549271760779e+00, 5.950341610895790723e+00, 1.106174540190222366e+01, 9.502072572285509722e+00, 1.003027481386532926e+01, 9.727202299294459564e+00, 7.357885191306842820e+00, 9.863696994984204380e+00, 1.027907583314615536e+01, 1.076715033566602386e+01, 8.803149552653792398e+00, 9.213090179454386686e+00, 6.334368888426844535e+00, 1.017271432941072007e+01, 8.093283968031409259e+00
1.997000000000000000e+03, 7.390499339735375095e+00, 6.578290836086394755e+00, 6.161465242833373601e+00, 1.116843027132484600e+01, 9.419420622477876037e+00, 1.030752207726401615e+01, 1.036032830663450355e+01, 7.278813405943932224e+00, 9.414284141955924667e+00, 9.964965298288598561e+00, 1.059601328703799616e+01, 8.913792424970377937e+00, 9.472608110641106194e+00, 6.267233847804704716e+00, 1.014079004709250142e+01, 8.104893783013421782e+00
1.998000000000000000e+03, 7.133093769797774542e+00, 6.360546288914955326e+00, 5.756072277152581407e+00, 1.146119725400503420e+01, 9.466274460743919761e+00, 1.040381672843912497e+01, 1.018900236207866428e+01, 7.581368567866351604e+00, 8.969060677838362139e+00, 1.011530423050630745e+01, 1.023446884047107375e+01, 9.383981185862129593e+00, 9.259223300240181587e+00, 6.376066771721392357e+00, 9.719266778347014579e+00, 7.417960178001987259e+00
1.999000000000000000e+03, 7.281631037881994395e+00, 6.245110517240456183e+00, 5.802554786513343998e+00, 1.133205987501970036e+01, 9.139467261452363545e+00, 1.042561712792906192e+01, 1.034643435732767891e+01, 7.458466102220491223e+00, 1.024353674110337131e+01, 1.038090285189162465e+01, 1.045863043128705883e+01, 9.491172237900025621e+00, 9.775162180150122282e+00, 6.724936919322077600e+00, 1.042405198562782509e+01, 8.006257820487174826e+00
2.000000000000000000e+03, 7.449154961093252147e+00, 6.593180262554273696e+00, 5.921495959993725577e+00, 1.174788080765313225e+01, 9.327324841035942171e+00, 1.029723543760962023e+01, 1.073660346203252125e+01, 7.485822219616561135e+00, 1.021227825496512054e+01, 1.021272458386083493e+01, 1.047180266691438000e+01, 9.403744570047992468e+00, 9.354283452462981430e+00, 7.038073184435984508e+00, 9.990311604400401890e+00, 8.007129611080817000e+00
2.001000000000000000e+03, 7.517448096080359576e+00, 6.170201832596189817e+00, 6.172454875073676739e+00, 1.170828971393237872e+01, 9.551571230217977160e+00, 1.037231742359763942e+01, 9.931270786167441855e+00, 7.255807580598601092e+00, 9.667897354724276582e+00, 1.034873851017264634e+01, 1.094463078372590914e+01, 9.444549760928367732e+00, 9.829906024202148984e+00, 6.688464926438895120e+00, 1.008065204815477145e+01, 8.089064858930532509e+00
2.002000000000000000e+03, 7.440900782242900746e+00, 6.780895728653478116e+00, 5.909190939345689841e+00, 1.177435137853579938e+01, 9.707782512761435001e+00, 1.062551935507118017e+01, 1.034116921821804347e+01, 7.562202944809086169e+00, 9.904646740549949868e+00, 1.086028963416966597e+01, 1.093388771328226561e+01, 9.618125023114064476e+00, 1.031969646126594853e+01, 6.697657974607970743e+00, 1.026775981054564113e+01, 8.246584344464029215e+00
2.003000000000000000e+03, 7.410010497383599848e+00, 6.250049069375795519e+00, 6.172843383233468373e+00, 1.136777161269479208e+01, 9.937790965895901607e+00, 9.995887491328488750e+00, 1.083722902611612859e+01, 8.007326768621444657e+00, 1.034755623961039639e+01, 1.081227841798011724e+01, 1.045415035368352896e+01, 9.181838447798684300e+00, 9.812103830554420369e+00, 6.568404467825249782e+00, 1.012643753711748573e+01, 7.981288321549917519e+00
2.004000000000000000e+03, 7.252217359785824158e+00, 6.032080536245024938e+00, 6.226311835128607086e+00, 1.172264902835656741e+01, 9.329517078518154705e+00, 1.051339993233579584e+01, 1.007544115253890560e+01, 7.687200960638642222e+00, 1.079334241689648088e+01, 1.073293975158469493e+01, 1.068647019893754546e+01, 9.009588547783451418e+00, 1.011354294424199551e+01, 6.495958388635920677e+00, 1.049180871562304240e+01, 7.592856503435730708e+00
2.005000000000000000e+03, 7.207290586612692174e+00, 6.532055875700449654e+00, 6.267180970828176712e+00, 1.208357384456013150e+01, 1.008857192197920938e+01, 1.063445807389890163e+01, 9.903937855443425420e+00, 7.364017237020022755e+00, 1.057203526766793900e+01, 1.071090799589957676e+01, 1.091319996341219145e+01, 9.038542655100844314e+00, 9.462836005527149652e+00, 6.785640898933292142e+00, 1.031866414297596890e+01, 8.608108985535652735e+00
2.006000000000000000e+03, 7.492074262978493771e+00, 6.583988659345920702e+00, 6.175253304097498841e+00, 1.187063607424438416e+01, 9.767366126819092997e+00, 1.053263004961259597e+01, 1.052528427470750039e+01, 7.515610799944677289e+00, 1.001135649042463704e+01, 1.055934709178132991e+01, 1.096965870182684455e+01, 9.470045137370782129e+00, 9.913875265325168940e+00, 6.485911449676903473e+00, 1.031468372768572017e+01, 8.258248782881102201e+00
2.007000000000000000e+03, 7.358309409163139136e+00, 6.684382024247893739e+00, 6.419145600316282341e+00, 1.158980069634950993e+01, 9.440345079329398814e+00, 1.065730345482466390e+01, 1.050833481284755955e+01, 7.548523403079491878e+00, 1.053169056837736228e+01, 1.106066001223788398e+01, 1.118013531783594772e+01, 9.340602319130375975e+00, 1.045093404847527374e+01, 6.527790579512415370e+00, 1.071245899249606026e+01, 8.165444165147766498e+00
2.008000000000000000e+03, 7.468631305243006224e+00, 6.767838064921071428e+00, 6.042239403013198284e+00, 1.159545813692385074e+01, 9.393659884390766379e+00, 1.085214663666820734e+01, 9.670456079157075280e+00, 7.825789300728959397e+00, 1.076061120502999557e+01, 1.059774742521173785e+01, 1.040640167339305933e+01, 9.716450326117184844e+00, 1.003426612442442156e+01, 6.784161649929082216e+00, 1.054733332625192155e+01, 8.151567185599471799e+00
2.009000000000000000e+03, 7.525695756831620287e+00, 6.355621658138118413e+00, 6.020800081484524391e+00, 1.177378059681008082e+01, 9.711765038642894865e+00, 1.052589422826806675e+01, 9.791208230037293347e+00, 7.460322726495627776e+00, 1.087286107106471711e+01, 1.070008115453001984e+01, 1.105764939619105292e+01, 9.761711781462704351e+00, 1.000192634152699611e+01, 6.862576353566452347e+00, 1.048929472640918092e+01, 8.398006634511411050e+00
2.010000000000000000e+03, 7.431270250483740902e+00, 6.645287854300360841e+00, 6.411808014611712458e+00, 1.187346256042030213e+01, 9.861228956245962962e+00, 1.080872571032356255e+01, 9.599620744660949612e+00, 7.625514822856040098e+00, 1.044704730177256913e+01, 1.074820614539002328e+01, 1.101414889250696838e+01, 9.787523367518332407e+00, 1.037061119835137291e+01, 6.679241980547456770e+00, 1.073480845336041156e+01, 8.223745744848972805e+00
2.011000000000000000e+03, 7.285319675641020787e+00, 6.616329830127067879e+00, 6.496064865590665427e+00, 1.174793562575416850e+01, 9.989000737968567023e+00, 1.035602342212905747e+01, 9.876584913814866695e+00, 7.631150325051278216e+00, 1.101007433538906710e+01, 1.100395713120037300e+01, 1.072531103323298751e+01, 9.747997481422208566e+00, 1.004981510566256198e+01, 6.606240520906584202e+00, 1.003785803872832716e+01, 8.416144243306320050e+00
2.012000000000000000e+03, 7.416960738650601570e+00, 6.510154022526299933e+00, 6.819084344448241630e+00, 1.189602127742553783e+01, 9.851807443868908720e+00, 9.740801206901551268e+00, 1.048150142214623237e+01, 7.776694891371351837e+00, 1.031403381546534526e+01, 1.102108300968847665e+01, 1.102528704816974603e+01, 1.009731666044691600e+01, 1.005671248213278979e+01, 6.602176051973358994e+00, 1.009984357027471091e+01, 8.530814265634203863e+00
2.013000000000000000e+03, 7.443717120466656567e+00, 6.765140450925438032e+00, 6.449302180268035478e+00, 1.206950792481217150e+01, 1.005101272851497818e+01, 1.002232240048598655e+01, 1.058018881604439265e+01, 7.683562905419505817e+00, 1.003358659590657176e+01, 1.140580013112839630e+01, 1.175620971919865276e+01, 9.702821567000938785e+00, 1.045200204742091188e+01, 6.940507852001646327e+00, 1.083261628526438081e+01, 7.749111357338306583e+00
2.014000000000000000e+03, 7.425533937001375762e+00, 6.836306841543165369e+00, 6.703355749013225839e+00, 1.237233544106024397e+01, 1.002842654222701135e+01, 1.030164558714699474e+01, 1.033718093355081891e+01, 7.779201837362174743e+00, 1.076416001136372458e+01, 1.103730590240165377e+01, 1.138958396329847034e+01, 9.553972563694955511e+00, 1.058671141646999025e+01, 6.740763122578614208e+00, 1.029689285919649500e+01, 8.320572584106310288e+00
