year, NorESM2-LM, INM-CM4-8, CESM2-WACCM, UKESM1-0-LL, NorESM2-MM, CanESM5, INM-CM5-0, IPSL-CM6A-LR, GFDL-ESM4, ACCESS-ESM1-5, MPI-ESM1-2-LR, MIROC-ES2L, TaiESM1, CMCC-ESM2, EC-Earth3-Veg, CNRM-ESM2-1
1.969000000000000000e+03, 1.796711241514545643e+00, 1.082614163574195709e+00, 1.786876756778548403e+00, 2.147343363295525442e+00, 1.662160472509983666e+00, 7.862417573711975027e-01, 1.064472577845196666e+00, 7.715754185678413979e-01, 1.904095114000513123e+00, 1.161527087160677540e+00, 1.221597404323101932e+00, 8.009889029339622990e-01, 2.462803389437023593e+00, 2.332422765594238889e+00, 1.206359861503406794e+00, 9.655257463788746719e-01
1.970000000000000000e+03, 1.790205512510179453e+00, 1.097075548922787469e+00, 1.805363321748850503e+00, 2.135245052747380967e+00, 1.637988440739966967e+00, 8.070941614066381442e-01, 1.042307385942243370e+00, 7.829700998972938253e-01, 1.858414458994272600e+00, 1.170901956197132332e+00, 1.203038701710560598e+00, 8.025601830126611880e-01, 2.455812265820590756e+00, 2.394933681432444672e+00, 1.210020641772501460e+00, 9.898992258724002014e-01
1.971000000000000000e+03, 1.818199530029587008e+00, 1.100621402687495864e+00, 1.813504316053583976e+00, 2.135976478418374125e+00, 1.672583859627922109e+00, 8.057094711208921956e-01, 1.050391129868941231e+00, 7.949205309052392865e-01, 1.860380516055627265e+00, 1.147915848603202171e+00, 1.221394506310622852e+00, 7.889990564881127488e-01, 2.511163341630830548e+00, 2.370574882096826652e+00, 1.217408803247922888e+00, 9.663412374742910149e-01
1.972000000000000000e+03, 1.799057242726389783e+00, 1.082173527174767891e+00, 1.791853208811151843e+00, 2.128514119554257178e+00, 1.690273704699323698e+00, 8.081776089651392381e-01, 1.058335632581123731e+00, 7.928861422282819094e-01, 1.798195941205558146e+00, 1.133948479368645845e+00, 1.217216692138740841e+00, 7.941531645778402426e-01, 2.529383803522614382e+00, 2.325759761424067484e+00, 1.271044343608413341e+00, 9.487542432630962086e-01
1.973000000000000000e+03, 1.857633154138715215e+00, 1.094817929382785104e+00, 1.785876763087020702e+00, 2.133371649610019016e+00, 1.677851479805674062e+00, 7.986546824457184668e-01, 1.095252190513769985e+00, 7.808872731837979142e-01, 1.810980057458341896e+00, 1.140051984941987451e+00, 1.212118767563936661e+00, 8.405268422505870474e-01, 2.431605518586585024e+00, 2.230122514184196270e+00, 1.280093240481583683e+00, 9.780993553988730493e-01
1.974000000000000000e+03, 1.818100050817246238e+00, 1.085748731560200131e+00, 1.823070861787711161e+00, 2.168207074770359011e+00, 1.662482719835588041e+00, 8.117824504005655140e-01, 1.068807798317275237e+00, 7.800048640261101340e-01, 1.877185403508260686e+00, 1.137642578982411834e+00, 1.214710894779175376e+00, 8.176824082807693239e-01, 2.475888419432607623e+00, 2.279866557736208499e+00, 1.264012445581469635e+00, 9.464072664490005282e-01
1.975000000000000000e+03, 1.849014920708266674e+00, 1.091244087703675092e+00, 1.890054787481388665e+00, 2.171945277455164192e+00, 1.623690672706152860e+00, 8.016943026241779569e-01, 1.080860092105943915e+00, 7.853072154016295103e-01, 1.871855766361790296e+00, 1.156083723642990835e+00, 1.216324713618039954e+00, 7.917105603514561496e-01, 2.455925742789582422e+00, 2.313125453244548879e+00, 1.270361460808136611e+00, 9.638583059721080870e-01
1.976000000000000000e+03, 1.896378998539845817e+00, 1.093896825610412904e+00, 1.873699535365774160e+00, 2.118636566253407238e+00, 1.580328081320789613e+00, 8.036865781505740935e-01, 1.039215096430782470e+00, 7.888272771648288106e-01, 1.804482029018345868e+00, 1.157380308439818428e+00, 1.208439788922798019e+00, 7.953642037677719490e-01, 2.386719930143135660e+00, 2.258309115236412978e+00, 1.297896397162711768e+00, 9.791037381188208988e-01
1.977000000000000000e+03, 1.884317475257659025e+00, 1.085892047599821053e+00, 1.912891630827624034e+00, 2.119445244091337610e+00, 1.668099347297928858e+00, 8.025079500195535509e-01, 1.054719568137745700e+00, 7.758140863187362735e-01, 1.856329693528162794e+00, 1.146111644875235092e+00, 1.212085202731862710e+00, 7.924714961211545283e-01, 2.480130147444200350e+00, 2.270515907657540300e+00, 1.244932182535451126e+00, 9.472052776893437054e-01
1.978000000000000000e+03, 1.908402128542077580e+00, 1.099863032540570051e+00, 1.957093019963592528e+00, 2.141498245477909013e+00, 1.657759263613998391e+00, 8.003978843246242203e-01, 1.069084495412717439e+00, 8.034682252385986212e-01, 1.823397218112012608e+00, 1.128725080554116245e+00, 1.212879312686330424e+00, 8.100777007257402573e-01, 2.626209014420598287e+00, 2.348000945754770807e+00, 1.277009801118045518e+00, 9.706164713527866139e-01
1.979000000000000000e+03, 1.892042823572557708e+00, 1.089746132316498084e+00, 1.914243835638279601e+00, 2.164430288156158788e+00, 1.679117142396221896e+00, 8.402386798837930826e-01, 1.066626303129611486e+00, 7.781551320541308936e-01, 1.755526228929795707e+00, 1.131075411428773991e+00, 1.240362255227748900e+00, 7.976291404702263721e-01, 2.581646408977174900e+00, 2.343374409408923054e+00, 1.335931644730466106e+00, 9.346167488546530677e-01
1.980000000000000000e+03, 1.928804922593816640e+00, 1.093140308955106832e+00, 1.941590023520719743e+00, 2.187117773920627783e+00, 1.716105977860752141e+00, 8.197807609169469600e-01, 1.059211764141132717e+00, 7.912342549992162910e-01, 1.824869295415377790e+00, 1.111056938553384166e+00, 1.202679301301353476e+00, 8.114674540944564196e-01, 2.401300658067217153e+00, 2.296304846296323365e+00, 1.287585378095777333e+00, 9.557836059485302904e-01
1.981000000000000000e+03, 1.896224610137211997e+00, 1.110978106928466325e+00, 1.858434436197011763e+00, 2.163316503882817710e+00, 1.721940457767394683e+00, 8.042429547773126686e-01, 1.065428778366286133e+00, 7.610355132445402182e-01, 1.766606602118052427e+00, 1.133945092364846197e+00, 1.225023730322594817e+00, 7.919324136648465684e-01, 2.386709907747590620e+00, 2.215695081101130004e+00, 1.307807357626904254e+00, 9.763437286066058984e-01
1.982000000000000000e+03, 1.950543623088794254e+00, 1.076870317986820647e+00, 1.830625870242190256e+00, 2.140409574936764869e+00, 1.746007624738044051e+00, 8.138278632688672465e-01, 1.069364448199754403e+00, 7.804865994948512187e-01, 1.809899156600524028e+00, 1.135939791938394894e+00, 1.196201586647675841e+00, 8.015888700566806691e-01, 2.509645984890547687e+00, 2.207394474678888940e+00, 1.312557999492224736e+00, 9.608704454724786848e-01
1.983000000000000000e+03, 1.964125865293910200e+00, 1.057979082774708424e+00, 1.874731583940961288e+00, 2.166089215924341005e+00, 1.707067901113585640e+00, 8.113749702476638070e-01, 1.021246848622970660e+00, 7.925103185970739927e-01, 1.785328780735189191e+00, 1.111270817105693309e+00, 1.214224258910014065e+00, 8.075791969365058165e-01, 2.467563835793619820e+00, 2.344147355128000321e+00, 1.327227265564397740e+00, 9.938744399654869666e-01
1.984000000000000000e+03, 1.978278220706216173e+00, 1.075982568524144201e+00, 1.783349082141084674e+00, 2.153520004722719428e+00, 1.726850672407038045e+00, 8.207032178432814851e-01, 1.073405517689316468e+00, 8.008229507332467190e-01, 1.723133067439631683e+00, 1.103145480119845923e+00, 1.213794340635722779e+00, 8.029925526378660638e-01, 2.377453677067767224e+00, 2.332313424016617009e+00, 1.300317860304728956e+00, 9.245222530394401339e-01
1.985000000000000000e+03, 1.976761066541405043e+00, 1.081835310068787637e+00, 1.757413762674995938e+00, 2.170856998044331743e+00, 1.728376453125270773e+00, 8.469359619639785786e-01, 1.063441407418522555e+00, 8.045642851432391884e-01, 1.797127322300924757e+00, 1.157650866814526003e+00, 1.220988758830992893e+00, 8.215765098373760678e-01, 2.486315049730194460e+00, 2.485447388435928051e+00, 1.302212670456087018e+00, 9.667930076275120799e-01
1.986000000000000000e+03, 1.923155573796060391e+00, 1.089534989751028471e+00, 1.794882705052928573e+00, 2.143501365538697634e+00, 1.752698043000088690e+00, 8.173314026614839634e-01, 1.063331199414380812e+00, 8.238381840347994700e-01, 1.741659349989733707e+00, 1.185904882065332400e+00, 1.218175103753072142e+00, 8.003000347305579965e-01, 2.620958114019277030e+00, 2.550888738403003675e+00, 1.332222917617114089e+00, 9.674347032485193232e-01
1.987000000000000000e+03, 1.957193711157762861e+00, 1.101302912095869946e+00, 1.880288215850590250e+00, 2.172142643279125540e+00, 1.795211221876602092e+00, 8.070582587331175395e-01, 1.097776990908817973e+00, 8.237112199798330980e-01, 1.698645281111172967e+00, 1.164317591222266968e+00, 1.223038215697454634e+00, 8.299801854775208376e-01, 2.602944387406282534e+00, 2.383013029301076724e+00, 1.331484600870769697e+00, 1.000098513603878692e+00
1.988000000000000000e+03, 1.995803848866368302e+00, 1.107813136308885005e+00, 1.890642445193111865e+00, 2.174630452318218499e+00, 1.788080620987766434e+00, 8.260878619893861075e-01, 1.071119553115158940e+00, 8.213519551271222241e-01, 1.713880139026968230e+00, 1.164683052566480637e+00, 1.223100476081628640e+00, 8.274676181746091208e-01, 2.574673486037497128e+00, 2.243006725234499399e+00, 1.329267557780221543e+00, 1.031408762882419339e+00
1.989000000000000000e+03, 1.991908950670777889e+00, 1.110123556954954571e+00, 1.890355190690070408e+00, 2.184006346760466677e+00, 1.803867718025557121e+00, 8.197725529588952842e-01, 1.085205962486945452e+00, 8.053524839915997546e-01, 1.697299724520464848e+00, 1.142359008234772100e+00, 1.211748139587872419e+00, 8.456535315673383568e-01, 2.571774282931598155e+00, 2.189899273061188811e+00, 1.311949691793403705e+00, 9.895632804301072172e-01
1.990000000000000000e+03, 1.992558405440443936e+00, 1.125548347538574800e+00, 1.858958475751671502e+00, 2.169023590612230823e+00, 1.774963439143263599e+00, 8.222428085411864762e-01, 1.063797108458371277e+00, 8.389828769386876717e-01, 1.677251170879584530e+00, 1.168352802730088236e+00, 1.185491082362140292e+00, 8.259201967872492611e-01, 2.544999529531217330e+00, 2.372418848353353038e+00, 1.371507212665419084e+00, 1.012887640604741124e+00
1.991000000000000000e+03, 1.901780506177075614e+00, 1.102355382970872544e+00, 1.898839870311979316e+00, 2.151000158547234253e+00, 1.790177643324921908e+00, 8.125078551014540684e-01, 1.090659911392695358e+00, 8.179877581440246903e-01, 1.657574926680850158e+00, 1.200786992478993565e+00, 1.179107008888340857e+00, 8.364989405395577560e-01, 2.631531025090390941e+00, 2.527336614765654410e+00, 1.427159573136303816e+00, 1.045250370758800562e+00
1.992000000000000000e+03, 1.933540755018384294e+00, 1.094946329012868036e+00, 1.910606989258087252e+00, 2.178006258049765442e+00, 1.820892265886375982e+00, 8.219082772171962814e-01, 1.066757049404153168e+00, 8.214555999138097864e-01, 1.606157849506412383e+00, 1.220919278616470427e+00, 1.218548635834709737e+00, 8.044079430497329541e-01, 2.681094332817835824e+00, 2.536506867270180710e+00, 1.334613544924000195e+00, 1.058933591879910763e+00
1.993000000000000000e+03, 1.920773376728099224e+00, 1.081980062202414050e+00, 1.959470353100065898e+00, 2.169727897864624389e+00, 1.813240579471706582e+00, 7.959031590739175099e-01, 1.079871706673134257e+00, 8.320474752341869840e-01, 1.596627848235940395e+00, 1.197771049575830693e+00, 1.216606779536536509e+00, 8.653333117597993285e-01, 2.567305322562904113e+00, 2.504634573541931086e+00, 1.342391078651157033e+00, 1.023961918900880619e+00
1.994000000000000000e+03, 2.035809585142647204e+00, 1.086552544275667165e+00, 2.073641170160346547e+00, 2.161922178217342783e+00, 1.756043389152303957e+00, 8.297967077833512395e-01, 1.094242772086757354e+00, 8.177612764071421347e-01, 1.689853338864024446e+00, 1.196145160789386708e+00, 1.227662859666051265e+00, 8.497204753400533495e-01, 2.515815626703553853e+00, 2.388913839462661226e+00, 1.354075492865451480e+00, 1.038808603823854426e+00
1.995000000000000000e+03, 1.979669323930091540e+00, 1.101261040344036823e+00, 2.018339435051327957e+00, 2.146974719657200659e+00, 1.763291888450074341e+00, 8.420520311767812904e-01, 1.092882894844928510e+00, 8.350807522626989554e-01, 1.632591814339925174e+00, 1.202976601560364900e+00, 1.199142382701413601e+00, 8.540180610227359193e-01, 2.552729726098942997e+00, 2.399863107925938266e+00, 1.356417014181622749e+00, 1.037967344495304367e+00
1.996000000000000000e+03, 1.965237210580738081e+00, 1.117914463555038651e+00, 2.004434143456010009e+00, 2.138135877813120533e+00, 1.777122497132456624e+00, 8.440929680542393898e-01, 1.094287611748546496e+00, 8.365841567196515838e-01, 1.652920795211791916e+00, 1.190172231480490339e+00, 1.231985816761116848e+00, 8.878495662930059318e-01, 2.572691457601021803e+00, 2.511257921313271080e+00, 1.373535043261340682e+00, 1.026552301747325480e+00
1.997000000000000000e+03, 2.006071264561626322e+00, 1.092732584716402000e+00, 1.995500538176093963e+00, 2.186400290821618242e+00, 1.780368531855186065e+00, 8.324237737868254161e-01, 1.103144669011952184e+00, 8.543334410470501128e-01, 1.683568018469083771e+00, 1.189992517671542904e+00, 1.221736240126192641e+00, 8.883147974574623351e-01, 2.535880097273777611e+00, 2.568285450826830019e+00, 1.445558844559885259e+00, 1.019859723431710385e+00
1.998000000000000000e+03, 1.975914140700455013e+00, 1.102160664502827903e+00, 1.945897756372723997e+00, 2.174701051616894976e+00, 1.828153432274433943e+00, 8.697820032588946537e-01, 1.088726973037446033e+00, 8.259972081441684377e-01, 1.665185080155245689e+00, 1.146284828670581568e+00, 1.221437247288466255e+00, 8.456648053165868317e-01, 2.612716243407484651e+00, 2.514668294063573395e+00, 1.375593839562956111e+00, 1.034553368334311774e+00
1.999000000000000000e+03, 2.010501630074118307e+00, 1.119432079684113068e+00, 1.937152181674334006e+00, 2.192417292382465188e+00, 1.888059987376467408e+00, 8.450551012511057225e-01, 1.100517647990603587e+00, 8.159701374937535778e-01, 1.643340243557980473e+00, 1.156770611533826099e+00, 1.234590566454387917e+00, 8.736530032335000362e-01, 2.741833972014581455e+00, 2.588557321297989322e+00, 1.381320558606006665e+00, 1.065750558423465000e+00
2.000000000000000000e+03, 2.017149543634961351e+00, 1.098391411654554561e+00, 1.955039496137568333e+00, 2.227569080289907522e+00, 1.867463132326049102e+00, 8.680105806421807291e-01, 1.094929208500232676e+00, 8.265446935679104934e-01, 1.682404050862371658e+00, 1.191430656599541615e+00, 1.224996358774148142e+00, 8.837789565315850027e-01, 2.759295007844753123e+00, 2.490972978560068718e+00, 1.419646414642814714e+00, 1.112143293533608857e+00
2.001000000000000000e+03, 2.047311212316918372e+00, 1.118782470102237747e+00, 1.964735405431534465e+00, 2.193180232108156158e+00, 1.927561663329970143e+00, 8.316694581381210982e-01, 1.091724678377091307e+00, 8.492367027175835581e-01, 1.607790192612487790e+00, 1.201438503976759664e+00, 1.215314113662590012e+00, 8.869563863685677729e-01, 2.773066382736200985e+00, 2.323553688688988927e+00, 1.393811718356783746e+00, 1.063549948942559498e+00
2.002000000000000000e+03, 2.157404298736283810e+00, 1.131887823695995277e+00, 2.025748122380838900e+00, 2.180852891405763216e+00, 1.915610368864130164e+00, 8.656956792814347601e-01, 1.109685697979371444e+00, 8.311910924120669009e-01, 1.721022800497435279e+00, 1.190185037155903514e+00, 1.232715771042617536e+00, 8.906091314155096805e-01, 2.728431152935285375e+00, 2.516308065508228164e+00, 1.431791365143277872e+00, 1.049161994841303569e+00
2.003000000000000000e+03, 2.114675163645213463e+00, 1.122632220772625811e+00, 2.035931451926389357e+00, 2.217173637624026306e+00, 1.906885046779822845e+00, 9.168949244814796895e-01, 1.077197541636822908e+00, 8.548208090963884676e-01, 1.638263556443961155e+00, 1.173486499854052401e+00, 1.217071288118444894e+00, 8.911698206819140822e-01, 2.648640384160197758e+00, 2.581246914110169044e+00, 1.450047448199503153e+00, 1.042759596540404621e+00
2.004000000000000000e+03, 2.136799834301395862e+00, 1.124531278410488166e+00, 1.994062006272988796e+00, 2.195300813260840034e+00, 1.876624747478190303e+00, 8.718909358596104164e-01, 1.099810632578366310e+00, 8.587589931354886463e-01, 1.584266260109655544e+00, 1.138594688216848283e+00, 1.233331288256951375e+00, 8.784561920024251958e-01, 2.617882222220518695e+00, 2.623647894456982765e+00, 1.401654085925728932e+00, 1.028496171583190177e+00
2.005000000000000000e+03, 2.081051964928322118e+00, 1.119020944959948194e+00, 2.098783957300109471e+00, 2.193562168959666270e+00, 1.823921920327192581e+00, 8.453810279942590711e-01, 1.113979831162671852e+00, 8.587512882817384119e-01, 1.657694736423234172e+00, 1.144493804129794068e+00, 1.235509014804282213e+00, 9.352950935782377018e-01, 2.761951309369619079e+00, 2.645702807099884257e+00, 1.416705039642557784e+00, 1.071958921967079315e+00
2.006000000000000000e+03, 2.114763958398266919e+00, 1.120376953816119681e+00, 2.119006396295235461e+00, 2.207972735417509380e+00, 1.847396519164930417e+00, 8.798135742063127873e-01, 1.104663471613354986e+00, 8.597989068682476699e-01, 1.676638831145105479e+00, 1.194936435520336904e+00, 1.240836108962383832e+00, 8.921196806517017741e-01, 2.792190844257365079e+00, 2.360363281062523022e+00, 1.431375367581570357e+00, 1.040089151182442606e+00
2.007000000000000000e+03, 2.154079429241748667e+00, 1.144750908438308956e+00, 2.076991128197156478e+00, 2.212028264045385217e+00, 1.882009640457618760e+00, 8.759724372792014879e-01, 1.118973543851907504e+00, 8.749701575368314943e-01, 1.695433339426623220e+00, 1.179055677716124961e+00, 1.245303036770310845e+00, 8.969738051254309008e-01, 2.725470890573213012e+00, 2.325850262798849322e+00, 1.482509326223313550e+00, 1.036626771025259908e+00
2.008000000000000000e+03, 2.205874099750598116e+00, 1.114959342319765900e+00, 2.034163507463918830e+00, 2.155491841045264589e+00, 1.947683168490065952e+00, 9.092109838026206647e-01, 1.120434222191041940e+00, 8.452527982949752383e-01, 1.699617759146826446e+00, 1.185240118839091972e+00, 1.242335562816338834e+00, 9.022721747882715970e-01, 2.649874440258104258e+00, 2.623400576016386321e+00, 1.446992863757698977e+00, 1.058152249303582870e+00
2.009000000000000000e+03, 2.191581967937541897e+00, 1.117874263944388602e+00, 2.035613883208938102e+00, 2.144872889037039876e+00, 2.032420392078872151e+00, 8.539071411181957671e-01, 1.104468990746017454e+00, 8.454243334894501194e-01, 1.653611413196534707e+00, 1.204221290812677037e+00, 1.243432371879890308e+00, 9.145718633954869059e-01, 2.658099729416312229e+00, 2.631048036494519238e+00, 1.460786979328753787e+00, 1.074700599792872913e+00
2.010000000000000000e+03, 2.191120069976184137e+00, 1.117574862591419249e+00, 2.096757290736853463e+00, 2.148461739539463178e+00, 2.008912480734347472e+00, 8.618161396504693261e-01, 1.118603735359186668e+00, 8.733302837877413571e-01, 1.699811112761492549e+00, 1.191638782317325562e+00, 1.253595086971346140e+00, 9.147893674493035032e-01, 2.760115730671839795e+00, 2.748730488350281664e+00, 1.477244522558483153e+00, 1.054090717951089440e+00
2.011000000000000000e+03, 2.209782319166646136e+00, 1.136144671598360745e+00, 2.127356956564088186e+00, 2.155018835319960857e+00, 1.979358829749041870e+00, 8.848008145205851216e-01, 1.092794482451665772e+00, 8.830509400052557467e-01, 1.630753503459667630e+00, 1.151034920079211599e+00, 1.235140775207189234e+00, 9.268600893303311494e-01, 2.773299996403732148e+00, 2.802800781598279833e+00, 1.384200589650876445e+00, 1.045013170988047468e+00
2.012000000000000000e+03, 2.184307626034741379e+00, 1.132205917881010437e+00, 2.127053409637284176e+00, 2.200104203502858624e+00, 2.030282560944724590e+00, 8.930341285216293334e-01, 1.071909564407372395e+00, 9.090822294265035186e-01, 1.673682436647344840e+00, 1.155258187962063143e+00, 1.233252213760283711e+00, 9.522945824428996620e-01, 2.733280195418446024e+00, 2.733833176753809102e+00, 1.437766331838724820e+00, 1.039161990738269425e+00
2.013000000000000000e+03, 2.210928051188110199e+00, 1.145396257778090732e+00, 2.146082255311523301e+00, 2.229248076106583376e+00, 2.029651546102094084e+00, 8.929544724247431287e-01, 1.070786751861363184e+00, 8.936671515153942202e-01, 1.684150011587064677e+00, 1.180844337460634996e+00, 1.263612751302470194e+00, 8.708404317539862882e-01, 2.733088793671660799e+00, 2.747070668366989654e+00, 1.484782626800671190e+00, 1.083540109993151646e+00
2.014000000000000000e+03, 2.253468358927833926e+00, 1.128498057003818777e+00, 2.149135653114972122e+00, 2.187137339754972043e+00, 2.015065420775082217e+00, 8.982791595153257758e-01, 1.085828628115085959e+00, 9.042260126492128736e-01, 1.691691050666733087e+00, 1.193415374537337703e+00, 1.255887125929416870e+00, 9.319382350002124449e-01, 2.844079705605986774e+00, 2.739336377469019368e+00, 1.520801226340564583e+00, 1.061007419968810872e+00
