year, UKESM1-0-LL, NorESM2-MM, CESM2-WACCM, NorESM2-LM, GFDL-ESM4, EC-Earth3-Veg, ACCESS-ESM1-5, INM-CM5-0, TaiESM1, CanESM5, INM-CM4-8, CNRM-ESM2-1, MIROC-ES2L, CMCC-CM2-SR5, MPI-ESM1-2-LR, IPSL-CM6A-LR
1.974000000000000000e+03, 5.610265462746162335e+00, 3.535090971871777565e+00, 4.181485711719783893e+00, 4.080624332765466988e+00, 3.456099856898152467e+00, 3.000208434141538483e+00, 3.659812197869395600e+00, 5.344357767384035895e+00, 4.173220905337966968e+00, 3.913802917847329255e+00, 5.249487806130268552e+00, 2.997762581012546779e+00, 3.744787751733657188e+00, 4.286532813765181693e+00, 5.034033557235257916e+00, 2.465530836312073593e+00
1.975000000000000000e+03, 5.347515277661481825e+00, 3.633215859048052998e+00, 4.235830211846475457e+00, 4.155659198840355728e+00, 3.412119719424137276e+00, 3.253642218333609115e+00, 3.731431205647756766e+00, 5.501053246603033742e+00, 3.942491092221373172e+00, 3.870040869507942904e+00, 5.360205031988964031e+00, 3.112914924381209758e+00, 3.683379274803146863e+00, 3.943966912261692048e+00, 4.970754316413047214e+00, 2.467652680354203820e+00
1.976000000000000000e+03, 5.143091369557367010e+00, 3.797348952680770218e+00, 4.196473975396111555e+00, 4.032067810537653507e+00, 3.214802421447102709e+00, 3.030870638422431540e+00, 3.743201661390700430e+00, 5.235445419463117922e+00, 4.107867065394504635e+00, 3.769511615656651049e+00, 5.285816683290522455e+00, 3.211078446213880611e+00, 3.778900571955996490e+00, 4.041217004642527755e+00, 5.032669817495409426e+00, 2.443267717147451279e+00
1.977000000000000000e+03, 5.054491051675401359e+00, 3.907364232057732423e+00, 4.303454481316362212e+00, 4.105932452891743800e+00, 3.328840052426753626e+00, 2.936508080001963172e+00, 3.713149901086686189e+00, 5.303959360348890151e+00, 4.347518514627928710e+00, 3.727405796410988792e+00, 5.179678742075007669e+00, 3.081887004927322593e+00, 3.804389055357702887e+00, 4.244093283451138454e+00, 5.055712696173844556e+00, 2.319502212157240173e+00
1.978000000000000000e+03, 5.449290858830609707e+00, 3.832524212993055457e+00, 4.373245718165940765e+00, 4.130093961709787820e+00, 3.293481464924412183e+00, 3.471324668109034395e+00, 3.672588755085771428e+00, 5.382226145137114059e+00, 4.068417729191462939e+00, 3.839900826988252636e+00, 5.263115525168124975e+00, 3.139790279149032415e+00, 3.885976174771982539e+00, 4.097442614380625514e+00, 5.173060194984088866e+00, 2.584523632432083495e+00
1.979000000000000000e+03, 5.703749388873512238e+00, 3.943422753489095989e+00, 4.191263281278866160e+00, 4.122522685921532926e+00, 3.260690936991208044e+00, 3.177164431520545396e+00, 3.676893663689914327e+00, 5.420893372408039923e+00, 4.116248933422187228e+00, 4.043877427526936685e+00, 5.133945282171555213e+00, 2.949116602334930448e+00, 3.903976156953575583e+00, 3.990557879325650426e+00, 5.399551675335939827e+00, 2.407134349196049072e+00
1.980000000000000000e+03, 5.628447758017017577e+00, 3.971428978650683117e+00, 4.288529472662542474e+00, 4.200393652704892844e+00, 3.505195277537403786e+00, 3.268765180968215223e+00, 3.622040088271456071e+00, 5.444677089906442724e+00, 4.076149872627840232e+00, 3.896492122917097234e+00, 5.321230928565932494e+00, 3.019875527845464092e+00, 3.824330792492476316e+00, 4.165785798716304278e+00, 4.952879454403304571e+00, 2.370438901870604465e+00
1.981000000000000000e+03, 5.307836807543385049e+00, 4.056973520969670233e+00, 4.189828528412575359e+00, 4.303003068419331001e+00, 3.243780984574816895e+00, 3.177209749807867745e+00, 3.652068983307254602e+00, 5.426174086712653555e+00, 4.272127599772534090e+00, 3.853446435699736217e+00, 5.361699095338079424e+00, 3.155642899297371962e+00, 3.958533356536964920e+00, 4.343645302868559988e+00, 5.176039939443229265e+00, 2.310873874333702727e+00
1.982000000000000000e+03, 5.370740342391217226e+00, 4.127284551590462591e+00, 4.128535206196783491e+00, 4.268851344013514293e+00, 3.378789238837711206e+00, 3.291715899593662620e+00, 3.685116413805720637e+00, 5.615031557035535137e+00, 4.143897781880258258e+00, 3.940003127245759185e+00, 5.276003696526871067e+00, 3.067104357285841409e+00, 4.072674129473234039e+00, 4.221743988232964817e+00, 4.809346190151895684e+00, 2.520770903201344115e+00
1.983000000000000000e+03, 5.462979196513234825e+00, 4.088488756637396193e+00, 4.357515781577241398e+00, 4.397433477748484698e+00, 3.357075649241163529e+00, 3.347594156629772222e+00, 3.504661059087006869e+00, 5.572768486472886806e+00, 3.812770866100452238e+00, 3.933326788892979931e+00, 5.459056041905795631e+00, 3.130372616461098545e+00, 4.025259326202720978e+00, 3.765712094887751160e+00, 4.996573547047743702e+00, 2.628080469899923610e+00
1.984000000000000000e+03, 5.502444789445668505e+00, 4.000507051387327984e+00, 3.960235495780907389e+00, 4.333866048478461686e+00, 3.167044110868698858e+00, 3.301942590549705958e+00, 3.535961988578743664e+00, 5.628561847547949526e+00, 4.178940763698411942e+00, 3.983281968494926328e+00, 5.284096561010914073e+00, 3.017222013369217581e+00, 3.904147285684165247e+00, 3.875196089825773349e+00, 4.963575146020178686e+00, 2.549407523865825809e+00
1.985000000000000000e+03, 5.796782991871182844e+00, 4.114693527119462679e+00, 4.188463734626711954e+00, 4.433863363022021886e+00, 3.259110637183490145e+00, 3.406210517764947987e+00, 3.889248596308747086e+00, 5.523714881451379455e+00, 4.385583815501160387e+00, 4.173500175094508435e+00, 5.216861485544320054e+00, 3.161893239328307459e+00, 4.376071022449072423e+00, 4.377774419441987419e+00, 4.972228337495587347e+00, 2.665457462068153927e+00
1.986000000000000000e+03, 5.424315451263253429e+00, 4.151994615528444399e+00, 4.327204046397526760e+00, 4.297848999338737208e+00, 3.062619484360710409e+00, 3.422810203091692038e+00, 3.847855586323112309e+00, 5.257412551824829805e+00, 4.141932142111944160e+00, 4.030184280793721818e+00, 5.369914691011613783e+00, 3.061539251683540908e+00, 4.245454421774015330e+00, 4.422493790224947041e+00, 5.164144561031908331e+00, 2.704284927384494441e+00
1.987000000000000000e+03, 5.815311869825626978e+00, 4.314637630965433956e+00, 4.548859584950974089e+00, 4.472981888616557100e+00, 3.028490635678810605e+00, 3.452174935545288648e+00, 3.775924408297988588e+00, 5.637645366215309650e+00, 4.034623427023551478e+00, 3.971359699310183178e+00, 5.454737352178298693e+00, 3.242152095826089653e+00, 4.220671636184206044e+00, 3.869566847958971767e+00, 5.183630292579273657e+00, 2.621526898113840875e+00
1.988000000000000000e+03, 5.689403820672369605e+00, 4.388721598405338931e+00, 4.356051367092689475e+00, 4.479234335674772360e+00, 3.176092838255379025e+00, 3.444172003030685048e+00, 3.779804966284483037e+00, 5.469882919008212774e+00, 4.256287445246669243e+00, 4.112273622708563003e+00, 5.525728159162953901e+00, 3.347058503463921308e+00, 4.376544109720557962e+00, 4.302574848663098805e+00, 5.317949072822517387e+00, 2.703954312092583745e+00
1.989000000000000000e+03, 5.753903837798481469e+00, 4.194611232201912010e+00, 4.433970494135165197e+00, 4.485247262067254326e+00, 3.190558567834833603e+00, 3.472348458465492005e+00, 3.637498024207929781e+00, 5.535170995610775080e+00, 4.240168681067535417e+00, 4.102105518670287942e+00, 5.607949283839581689e+00, 3.126448885529813815e+00, 4.244268982540440938e+00, 4.429861838004853780e+00, 5.332290601374768180e+00, 2.613637018303897275e+00
1.990000000000000000e+03, 5.619051218988972529e+00, 4.159214920565164952e+00, 4.505465716578770596e+00, 4.402186234005728949e+00, 3.153850498736674890e+00, 3.606463885481058451e+00, 3.808429259486410423e+00, 5.309062704986967418e+00, 4.258474773222229004e+00, 4.148296686656675725e+00, 5.590578810704388779e+00, 3.347421414195184131e+00, 4.213054118665647607e+00, 3.893210085562207379e+00, 5.075032363130428159e+00, 2.849637764522341854e+00
1.991000000000000000e+03, 5.491807959636801684e+00, 4.364055605788405678e+00, 4.433271928950758500e+00, 4.289791231526506543e+00, 2.969738654628471419e+00, 3.570262392389228268e+00, 3.940060571739573803e+00, 5.710453392586932075e+00, 4.348063651798714346e+00, 4.019050942945499472e+00, 5.631945188544729142e+00, 3.443519877624506620e+00, 4.382504958432012820e+00, 4.195402651856402265e+00, 4.806387675115741942e+00, 2.642693229699280444e+00
1.992000000000000000e+03, 5.776562289907936965e+00, 4.349219944258829962e+00, 4.478198700155475720e+00, 4.370843913955029691e+00, 2.854139251453928772e+00, 3.494066886594520138e+00, 4.013575338885642552e+00, 5.840934605876905827e+00, 4.224994934312080730e+00, 4.084619467958036765e+00, 5.895215044957634376e+00, 3.544520479150429004e+00, 4.256167152932010644e+00, 4.436179342571795914e+00, 5.254873410483540397e+00, 2.651971039563882915e+00
1.993000000000000000e+03, 5.518446868811615502e+00, 4.364665589949646041e+00, 4.727898069277975068e+00, 4.644510624394212250e+00, 2.918771714951414964e+00, 3.453110782809552415e+00, 3.900828702488249089e+00, 5.851899657303095914e+00, 4.199284045132828602e+00, 4.029969505891271453e+00, 5.757892503054063305e+00, 3.383589704363853645e+00, 4.424044723168234938e+00, 4.143391362971009961e+00, 5.272046046487558257e+00, 2.741346467873548853e+00
1.994000000000000000e+03, 5.701212215571907826e+00, 4.065665044805377271e+00, 4.648149259837175862e+00, 4.599453183803201561e+00, 3.045739373697122332e+00, 3.493341030385798796e+00, 3.900618636788089066e+00, 5.732130877435314353e+00, 4.191387682415082416e+00, 4.240042089251836899e+00, 5.647761034782925016e+00, 3.434142931694157852e+00, 4.529084686985145325e+00, 4.176356983989574445e+00, 5.292134233449525382e+00, 2.624078857039339852e+00
1.995000000000000000e+03, 5.587740032894626729e+00, 4.316535275460156917e+00, 4.520510035211433575e+00, 4.484972976326757177e+00, 2.973451928431146918e+00, 3.488538169610944539e+00, 3.881403269398449929e+00, 5.641911727658031950e+00, 4.546388194610448963e+00, 4.268061042382778503e+00, 5.747196304891208030e+00, 3.443675590176107804e+00, 4.519238202522086745e+00, 4.413891541451842926e+00, 5.149273340826956868e+00, 2.773855918395382592e+00
1.996000000000000000e+03, 5.508856954475625400e+00, 4.250721102162994924e+00, 4.599139197357409614e+00, 4.413514454404114495e+00, 3.054337925393313835e+00, 3.892900089728987378e+00, 3.829229864005129436e+00, 5.611423278967093253e+00, 4.221259493915675343e+00, 4.180042525637897910e+00, 5.721152559399693693e+00, 3.356764230325628429e+00, 4.692292002542914453e+00, 4.413556906750639719e+00, 5.246427582646158605e+00, 2.767511912162060828e+00
1.997000000000000000e+03, 5.833563238104208182e+00, 4.455977417047103373e+00, 4.550868390710812506e+00, 4.590044310434596930e+00, 3.248396819608880381e+00, 3.642797430670069669e+00, 3.892657265778325826e+00, 5.768092596923717785e+00, 4.360419752072783872e+00, 4.105390422292940045e+00, 5.543550262120739092e+00, 3.313649182591333009e+00, 4.680509392106160682e+00, 4.030222442019868012e+00, 5.283106727335214359e+00, 2.899890095889083419e+00
1.998000000000000000e+03, 5.737107294108894529e+00, 4.659974312758013326e+00, 4.660855372184531831e+00, 4.460781802606748059e+00, 3.107642045895556038e+00, 3.407550038580672513e+00, 3.712088394933308333e+00, 5.809053926704329740e+00, 4.451447414577257788e+00, 4.324960083579735048e+00, 5.653934540423692034e+00, 3.386855083564236590e+00, 4.265155689476281431e+00, 4.200410606320041929e+00, 5.044428254561262648e+00, 2.599960563322788687e+00
1.999000000000000000e+03, 5.803421029582552571e+00, 4.601147137704304946e+00, 4.553031525536239243e+00, 4.764887521734704201e+00, 2.980336568941682973e+00, 3.667918423011032214e+00, 3.766601946956706470e+00, 5.830701131995088105e+00, 4.157558650986866056e+00, 4.267159006289323209e+00, 5.803473627558226156e+00, 3.571160182760418245e+00, 4.647857573212352378e+00, 4.905219872888475052e+00, 5.466465241548632115e+00, 2.665716867441476179e+00
2.000000000000000000e+03, 5.999823320233756085e+00, 4.521886671779251188e+00, 4.585118804736064035e+00, 4.504369107451755561e+00, 3.255805146876321388e+00, 3.727451768661273590e+00, 3.871303342143113113e+00, 5.764710274456962935e+00, 4.428431558638180832e+00, 4.244806744201190973e+00, 5.714729376569601449e+00, 3.661406046685076188e+00, 4.635946708116637005e+00, 4.439580092214416851e+00, 5.205255788807871653e+00, 2.739531233439405966e+00
2.001000000000000000e+03, 5.568450876884983636e+00, 4.495906241177989315e+00, 4.755409777681124162e+00, 4.855984998505012307e+00, 2.906931912132312945e+00, 3.782644950339886680e+00, 3.922373569674371563e+00, 5.812848598319594551e+00, 4.357777917433192982e+00, 4.077107659631574954e+00, 5.765102559883739097e+00, 3.523680724885038362e+00, 4.664748641943226026e+00, 4.066815960618402670e+00, 5.329921463697941952e+00, 2.894226481120834471e+00
2.002000000000000000e+03, 5.771032713707576534e+00, 4.786712746649974370e+00, 4.731174866656304268e+00, 4.988190878913377979e+00, 3.344257525511032725e+00, 3.874139019925089578e+00, 3.861928954684135551e+00, 5.964382819295009242e+00, 4.454987198308887564e+00, 4.314444531847082764e+00, 6.095837582499290086e+00, 3.476865428940917546e+00, 4.777303473028534420e+00, 4.498292798251555702e+00, 5.358751233359064337e+00, 2.719792045381313361e+00
2.003000000000000000e+03, 6.094401091420993843e+00, 4.444015852466778327e+00, 4.911263500327861742e+00, 4.768067734712225558e+00, 3.041818274043309511e+00, 3.695416430274419017e+00, 3.859800183530463613e+00, 5.609939563904600135e+00, 4.283017981220152315e+00, 4.605336477367488968e+00, 6.075392760604125364e+00, 3.493962809570227535e+00, 4.607004113963375502e+00, 4.770976742413813199e+00, 5.254786492766582384e+00, 2.896770392364289570e+00
2.004000000000000000e+03, 5.711781454323117124e+00, 4.309021050292469290e+00, 4.631512542180273861e+00, 4.891165365204876103e+00, 2.913165522286551568e+00, 3.761458108897412611e+00, 3.699983299654036717e+00, 5.863129127304839372e+00, 4.580534016838789135e+00, 4.369408662827196643e+00, 5.988571586850945927e+00, 3.500946697511870376e+00, 4.340709350703518155e+00, 4.886902234731598682e+00, 5.484699448805360866e+00, 2.940217960866214675e+00
2.005000000000000000e+03, 5.516319268909268381e+00, 4.469285779608890508e+00, 4.989660063578132743e+00, 4.653769100832702676e+00, 3.217153728575219862e+00, 3.862488722586057133e+00, 3.749620681208301054e+00, 5.961075188043328588e+00, 4.577873809787363690e+00, 4.138543666616949501e+00, 6.026958201559386552e+00, 3.531086051985912633e+00, 4.989755014040300196e+00, 4.486092120584712184e+00, 5.419664491921720284e+00, 2.919543827054934759e+00
2.006000000000000000e+03, 5.861982635465547098e+00, 4.768150785736288810e+00, 4.828866528901021304e+00, 4.853959471354512445e+00, 3.271768279255006462e+00, 3.806866718085103241e+00, 3.938050416462080427e+00, 5.914579367346417094e+00, 4.450155764822964599e+00, 4.252478528903144372e+00, 5.912597950755738019e+00, 3.429213240798380191e+00, 4.782213003471190049e+00, 4.260462248845223066e+00, 5.400459179538819932e+00, 2.838559557804942735e+00
2.007000000000000000e+03, 5.840203880612119036e+00, 4.711811282586486627e+00, 4.652807227708562365e+00, 5.169690914691080330e+00, 3.300379994860762167e+00, 3.987358298037074533e+00, 3.903393270519585290e+00, 5.984081914789840972e+00, 4.322339564848249438e+00, 4.286469143746598931e+00, 6.211181366551598693e+00, 3.276866508580001280e+00, 4.731944015420759264e+00, 4.721781118896692497e+00, 5.624341546203242892e+00, 3.009171789450616696e+00
2.008000000000000000e+03, 5.388303617754632846e+00, 4.797414517869492911e+00, 4.695113228740468436e+00, 4.860918798902857496e+00, 3.350483250889795261e+00, 3.664622956791117936e+00, 3.895973012236010113e+00, 6.137670309197909013e+00, 4.389696936327256438e+00, 4.461940215849395486e+00, 5.959630411914200288e+00, 3.515486362059293324e+00, 4.713360569216534124e+00, 4.726588752778191349e+00, 5.537956308603005695e+00, 2.802134761108890704e+00
2.009000000000000000e+03, 5.461185814589649468e+00, 4.682868415493369518e+00, 4.894393325313493470e+00, 4.890823065116978619e+00, 3.095883243373318994e+00, 3.987650750991277082e+00, 4.003197171060411286e+00, 5.895890365736049965e+00, 4.581121056597449837e+00, 4.207673500812580514e+00, 5.988706483463479557e+00, 3.574457413623800761e+00, 4.862803494510985480e+00, 4.724976693010713547e+00, 5.495786674967687802e+00, 2.743665376147759627e+00
2.010000000000000000e+03, 5.357063583678524310e+00, 4.842793494815822442e+00, 4.996602374718633222e+00, 5.079757964016395455e+00, 3.214321132732200326e+00, 3.855068800509221738e+00, 3.870675792424530748e+00, 6.075502429531534965e+00, 4.456758457076881896e+00, 4.279440603102484530e+00, 6.020851008820334194e+00, 3.491364367858061701e+00, 4.720608430600981897e+00, 4.687119866534393609e+00, 5.631477671187035128e+00, 2.964492189420977031e+00
2.011000000000000000e+03, 5.497624534139458063e+00, 4.805618586185809171e+00, 4.914047430458281518e+00, 4.816958677353729179e+00, 3.262227678835483147e+00, 3.622628504151047313e+00, 3.778074121549209963e+00, 5.808034719146737856e+00, 4.414821558936833590e+00, 4.268979189384090489e+00, 6.156930585279373425e+00, 3.443077587973094822e+00, 4.859877388427156220e+00, 4.975485530625452846e+00, 5.240443980127881041e+00, 3.026806015280845141e+00
2.012000000000000000e+03, 5.859046570195918235e+00, 4.975105459296691457e+00, 4.863944399860702816e+00, 4.936752594408299721e+00, 3.140161056632674530e+00, 3.933040817807463618e+00, 3.845474388212635208e+00, 5.449801525258525459e+00, 4.473994210117151482e+00, 4.398625487313919891e+00, 6.176975206566051924e+00, 3.500764110139461316e+00, 4.925892758693629858e+00, 4.388389898053418392e+00, 5.283646598205655742e+00, 3.217213387808588454e+00
2.013000000000000000e+03, 5.888327441543426133e+00, 4.772839531886024389e+00, 4.954239799381530140e+00, 5.144934394254593535e+00, 3.354508589896683102e+00, 4.156057817718929570e+00, 3.823496550475789402e+00, 5.620280105230684775e+00, 4.593575523548592443e+00, 4.298177746782303466e+00, 6.399725030997105435e+00, 3.672670157904576627e+00, 4.438009931335500369e+00, 4.653328355879415845e+00, 5.670554372539979404e+00, 2.990288947387861551e+00
2.014000000000000000e+03, 5.733937936282651471e+00, 4.556516816017037286e+00, 4.974719142969467711e+00, 5.294602191100161726e+00, 3.346109035694984968e+00, 3.838250993492020591e+00, 3.846565527435921616e+00, 5.794915922709915179e+00, 4.666079858064782648e+00, 4.371743544453225994e+00, 6.190681126224719222e+00, 3.527993952813522682e+00, 4.796487232557520741e+00, 5.056713112797852183e+00, 5.355298510083173369e+00, 3.138994360905338787e+00
