year, UKESM1-0-LL, NorESM2-MM, CESM2-WACCM, NorESM2-LM, GFDL-ESM4, EC-Earth3-Veg, ACCESS-ESM1-5, INM-CM5-0, TaiESM1, CanESM5, INM-CM4-8, CNRM-ESM2-1, MIROC-ES2L, CMCC-CM2-SR5, MPI-ESM1-2-LR, IPSL-CM6A-LR
1.867000000000000000e+03, 5.469862500238410696e+00, 3.512701495697667209e+00, 3.835998135602334713e+00, 3.582950102907628498e+00, 3.451459063184630693e+00, 2.922544291000525263e+00, 3.436774458027342494e+00, 5.005179801389568084e+00, 4.071672596799708721e+00, 3.485414590290661696e+00, 5.020312314341311755e+00, 2.784535332642006811e+00, 3.363133344031185246e+00, 3.754228768694822360e+00, 4.912897724682922629e+00, 1.981344797210011555e+00
1.868000000000000000e+03, 5.772701605235385891e+00, 3.346988139764951686e+00, 3.685062417732062556e+00, 3.413073981636236987e+00, 3.328912933512067962e+00, 2.788674718503616035e+00, 3.442691595263190685e+00, 4.888421541577391949e+00, 4.158552520462973412e+00, 3.677643170685434448e+00, 5.148748661259261006e+00, 2.743016546567780267e+00, 3.416193351682828450e+00, 3.728181223956733792e+00, 4.905512215731941517e+00, 2.101909650289633724e+00
1.869000000000000000e+03, 5.638320816572130134e+00, 3.403270571229675134e+00, 3.775697917633369816e+00, 3.298748710405761120e+00, 3.464801776906348607e+00, 2.736363428105787143e+00, 3.525170163861059081e+00, 4.979553108258038208e+00, 3.951137974610180681e+00, 3.693664310493061542e+00, 5.319507070259925641e+00, 2.515027288070179612e+00, 3.296596137328733800e+00, 3.882854778759147862e+00, 4.846052222196249204e+00, 2.153629591003185517e+00
1.870000000000000000e+03, 5.815207355360277219e+00, 3.455676871709363773e+00, 3.634593596302951646e+00, 3.438571328882882305e+00, 3.485842026444305741e+00, 2.721265017132854513e+00, 3.512136907319839185e+00, 4.886253848921453979e+00, 4.139685012158926369e+00, 3.638150309067502697e+00, 5.085262192072248943e+00, 2.566847483288122955e+00, 3.309662770322646441e+00, 3.725591686475237196e+00, 4.657553209185947729e+00, 2.060062102366384540e+00
1.871000000000000000e+03, 5.636091603691031793e+00, 3.466308031937257450e+00, 3.769913674798168302e+00, 3.359528751887093545e+00, 3.453559232919416022e+00, 2.740491890852355894e+00, 3.448027191430849570e+00, 4.982231594779265471e+00, 4.284249696153059617e+00, 3.594564333250255483e+00, 5.000333237830138167e+00, 2.724602234052731831e+00, 3.267868979700422116e+00, 3.808157562047270073e+00, 4.784449768300419237e+00, 2.101849006131225828e+00
1.872000000000000000e+03, 5.425833054711727499e+00, 3.453638916139087911e+00, 4.000385954585343740e+00, 3.344252704997490611e+00, 3.507503900805681862e+00, 2.791451728506255225e+00, 3.436558525286157018e+00, 4.957474529017624754e+00, 3.768801062726014894e+00, 3.632000164458389246e+00, 5.256184783932182469e+00, 2.635302772506889823e+00, 3.361228537423817553e+00, 3.590605682754422379e+00, 4.843241397231513368e+00, 2.104440774396456160e+00
1.873000000000000000e+03, 5.779421495255491870e+00, 3.366377227596845767e+00, 3.866289241228314300e+00, 3.482920880629071902e+00, 3.554247560272151940e+00, 2.943420866569350203e+00, 3.451684166458197645e+00, 4.723301235006821308e+00, 3.996250284617375303e+00, 3.579398803962294373e+00, 5.292854842803654591e+00, 2.633009267764905736e+00, 3.397101106441215990e+00, 3.528751926899929003e+00, 4.749091430701287919e+00, 2.067491976049535829e+00
1.874000000000000000e+03, 5.421201379655928854e+00, 3.415036570581349906e+00, 3.886987418867147603e+00, 3.466963093029467480e+00, 3.336395529860266773e+00, 2.584088976437878493e+00, 3.513668250961158535e+00, 4.830972991007238981e+00, 4.327947382052866665e+00, 3.764476889317530439e+00, 4.943354080351216595e+00, 2.832048818611533569e+00, 3.225052144548405941e+00, 3.923193197945473276e+00, 4.631837162437169475e+00, 2.103629547797149613e+00
1.875000000000000000e+03, 5.701173091855962660e+00, 3.438383039237054017e+00, 3.902829689923072110e+00, 3.584706457603241692e+00, 3.409814575411625803e+00, 2.881465429208821316e+00, 3.467327910538358982e+00, 4.975254269234855364e+00, 3.865070824407817796e+00, 3.992424797052295915e+00, 5.017034601387556414e+00, 2.603461961279018855e+00, 3.286645011090757240e+00, 3.564114323531395012e+00, 4.605922598874257368e+00, 2.166573010546624101e+00
1.876000000000000000e+03, 5.724609599432892715e+00, 3.434106910357802800e+00, 3.738951790834892819e+00, 3.601495432611875547e+00, 3.444463526042653712e+00, 2.675089765985132484e+00, 3.442287904450803460e+00, 5.039827081416639487e+00, 4.148651638608686021e+00, 3.799259235840092064e+00, 5.151400073478300534e+00, 2.567682750986423734e+00, 3.262203101681837580e+00, 3.816322554269607537e+00, 4.605157244865861088e+00, 2.018393514934830435e+00
1.877000000000000000e+03, 5.219337020806426253e+00, 3.526759268012913395e+00, 3.929203343671546556e+00, 3.737342907891080035e+00, 3.399858415086276953e+00, 2.716159598277346099e+00, 3.517192768889209731e+00, 4.860658085357965952e+00, 4.135134153317181038e+00, 3.891375098410297273e+00, 5.081315772964530630e+00, 2.856410455963812378e+00, 3.383734444423241339e+00, 3.822589573411685926e+00, 4.609968112833824350e+00, 2.022246017615587643e+00
1.878000000000000000e+03, 5.342917686163737301e+00, 3.496891450042020288e+00, 3.848379466828601991e+00, 3.648902067995052789e+00, 3.417865304574744467e+00, 2.576086816979793248e+00, 3.520707514258150983e+00, 5.014471063770918668e+00, 4.001631872859257477e+00, 3.622622360311507972e+00, 5.010745910351280585e+00, 2.806156397713203798e+00, 3.405643334884253637e+00, 3.653206832587288844e+00, 4.677516498715276860e+00, 2.084720184216859451e+00
1.879000000000000000e+03, 5.442414440826544464e+00, 3.303073202898425542e+00, 3.767560335528318927e+00, 3.396399059650993202e+00, 3.300194415342217802e+00, 2.679517141921206935e+00, 3.575324962413393592e+00, 5.088507564420218010e+00, 4.089348832582668791e+00, 3.532865233614186362e+00, 5.098559711709716780e+00, 2.782682487571954244e+00, 3.367218942779055979e+00, 3.755982046800244945e+00, 4.590757688670193737e+00, 2.064526784523110781e+00
1.880000000000000000e+03, 5.778122765363367996e+00, 3.402145414491578812e+00, 3.905300147132432897e+00, 3.452761032884573478e+00, 3.540373494539911903e+00, 2.700771720138008813e+00, 3.426421164490432325e+00, 4.932412244298610915e+00, 4.291537580860862455e+00, 3.643316514347296309e+00, 4.957302215772740439e+00, 2.716315933665661930e+00, 3.086080637919132119e+00, 3.698721256954371039e+00, 4.435358037193092962e+00, 2.109390825242958289e+00
1.881000000000000000e+03, 5.721262958219378802e+00, 3.227643737898919341e+00, 3.846486541792535352e+00, 3.388176040277822931e+00, 3.589118067724804462e+00, 2.785787827147883533e+00, 3.496469121812939562e+00, 5.054482124557667433e+00, 3.964706509813516355e+00, 3.721952532421864301e+00, 4.991160179997417679e+00, 2.619312687511273996e+00, 3.395304549225222512e+00, 3.361453242392675733e+00, 4.991349658668002398e+00, 2.063468319197562462e+00
1.882000000000000000e+03, 5.529994742238383942e+00, 3.411015360857814205e+00, 3.616531937004246355e+00, 3.653571894029115530e+00, 3.394209463122837445e+00, 2.684335919924367708e+00, 3.577862327034357026e+00, 5.029337705288596361e+00, 4.249882376896833236e+00, 3.886527713804687423e+00, 5.074188540250735180e+00, 2.530797016477420947e+00, 3.380538546106747866e+00, 4.044725222349206284e+00, 4.826916680888322375e+00, 2.114035016781015131e+00
1.883000000000000000e+03, 5.665040385439873205e+00, 3.453252298600290704e+00, 3.779224280170803585e+00, 3.684526081388671326e+00, 3.140145976947492201e+00, 2.429770930556519382e+00, 3.539462662456827502e+00, 4.854983388507728037e+00, 4.296498444431152919e+00, 3.634008057663195679e+00, 5.123357887797611809e+00, 2.807161184110406271e+00, 3.377290974480809727e+00, 4.031839658208704158e+00, 4.565891674501193265e+00, 2.189427907430031794e+00
1.884000000000000000e+03, 5.170423170162121274e+00, 3.499167990823897512e+00, 3.835459825390691080e+00, 3.553901154895582337e+00, 3.282371786113261081e+00, 2.812515173635412147e+00, 3.531156718894367774e+00, 5.090230750789064729e+00, 3.943219454496585730e+00, 3.496242498977647717e+00, 5.199083687158417177e+00, 2.623784841829615022e+00, 3.262605139906133100e+00, 3.295517819168470641e+00, 4.616635467156693373e+00, 2.065999336735990344e+00
1.885000000000000000e+03, 5.687287532806804435e+00, 3.483402759907010093e+00, 3.562826608594873434e+00, 3.565740029725500193e+00, 2.983905387963569744e+00, 2.675125111492520080e+00, 3.637935496039890637e+00, 4.704534562653254426e+00, 4.183895227732949529e+00, 3.712981739133836001e+00, 5.110905984972790250e+00, 2.849201170024560970e+00, 3.345002793155630538e+00, 3.351291927425113393e+00, 4.773705981773579410e+00, 1.985990281939428836e+00
1.886000000000000000e+03, 5.682010753160715133e+00, 3.445708943630597432e+00, 3.748290620934575212e+00, 3.500129533326201248e+00, 3.344423093535621838e+00, 2.621928568211059130e+00, 3.652150181339745227e+00, 5.024008375910790747e+00, 4.195562886806245118e+00, 3.696234241136164833e+00, 5.031896617529595161e+00, 2.796353742006023602e+00, 3.251837101117185824e+00, 3.916027248767310454e+00, 4.725774815415263674e+00, 2.152845409680617550e+00
1.887000000000000000e+03, 5.593625819658629261e+00, 3.447971534382253012e+00, 3.607343459314120704e+00, 3.603248135806878416e+00, 3.395921426452002567e+00, 2.890092138299948488e+00, 3.431719952014598007e+00, 4.971240380962938410e+00, 3.916418930549522059e+00, 3.576872237132105781e+00, 5.092470663527714159e+00, 2.619082224067428299e+00, 3.445230849790134720e+00, 3.894970768600019007e+00, 4.951894505377814504e+00, 2.119273030125908175e+00
1.888000000000000000e+03, 5.599572378606546330e+00, 3.318980121651510462e+00, 4.031587356471686867e+00, 3.623255745465252531e+00, 3.389423434206717101e+00, 2.821705755453431053e+00, 3.491124197928586526e+00, 4.834114933626892707e+00, 4.169035914171143276e+00, 3.567128934599540724e+00, 5.115931731276905481e+00, 2.641601768384754578e+00, 3.367154701350362433e+00, 3.558749224719069293e+00, 4.894172891068103048e+00, 2.225935886199806646e+00
1.889000000000000000e+03, 5.805901867095505153e+00, 3.554177101340013856e+00, 3.823699826179398187e+00, 3.662298725397364230e+00, 3.514992753559225580e+00, 2.570912613880267372e+00, 3.504852367944547353e+00, 4.999362954853492802e+00, 4.288893563194734249e+00, 3.830773791047659138e+00, 5.088759186379861355e+00, 2.736623736523003281e+00, 3.321524871877397533e+00, 3.679225759427966480e+00, 4.525992576363577768e+00, 2.119569388905908180e+00
1.890000000000000000e+03, 5.599736176125168718e+00, 3.428872789247737529e+00, 3.755649444311698115e+00, 3.488334706449828904e+00, 3.344890719951259417e+00, 2.767211154524381822e+00, 3.474203108644372318e+00, 5.056246912589823950e+00, 3.984908947717789918e+00, 3.818849844926783366e+00, 5.116932787882896072e+00, 2.724843750837014689e+00, 3.348173058156116877e+00, 3.851365354800853069e+00, 4.382008680561852998e+00, 2.184632717613061104e+00
1.891000000000000000e+03, 5.214717297748175717e+00, 3.182281868008288050e+00, 3.855858565456279141e+00, 3.413357508167468080e+00, 3.355367409308117388e+00, 2.955724212969963016e+00, 3.531806740925532928e+00, 4.987622740145646105e+00, 4.028335596834948795e+00, 3.655726893471936911e+00, 5.275252499076144019e+00, 2.835427079619555979e+00, 3.339310652822279568e+00, 3.827156755654418152e+00, 4.859057593246503437e+00, 2.106626628925543532e+00
1.892000000000000000e+03, 5.624128236245490520e+00, 3.257575315139902283e+00, 3.886487717923273522e+00, 3.770858799920611570e+00, 3.375361271684356623e+00, 2.674259764456317967e+00, 3.600322915859027084e+00, 5.061666054902786094e+00, 4.250626805454347235e+00, 3.689944851674576753e+00, 5.003264977507412503e+00, 2.815208318988561498e+00, 3.318690745645162643e+00, 3.465167586949632561e+00, 4.813466357951819319e+00, 2.045043711358553562e+00
1.893000000000000000e+03, 6.066336834683084156e+00, 3.329302974146385097e+00, 3.865075906721091137e+00, 3.592847917246756673e+00, 3.313763268539000606e+00, 2.860337781474363794e+00, 3.526298698980192103e+00, 5.012814138474712244e+00, 4.012017530272924404e+00, 3.653963031077168022e+00, 4.981484483419575504e+00, 2.792425591188861134e+00, 3.342444864394988002e+00, 3.598058814116055881e+00, 5.022753409506757194e+00, 2.122034897984212964e+00
1.894000000000000000e+03, 5.994757682236595109e+00, 3.264863144971608566e+00, 3.647167712531082628e+00, 3.558813149503637252e+00, 3.627477561301335918e+00, 2.779887226539746958e+00, 3.545094687828457491e+00, 4.767739829663447892e+00, 3.998909974814377488e+00, 3.751834886762888122e+00, 5.244737251341033080e+00, 2.881904091569488013e+00, 3.242393640931450882e+00, 4.066346772178132341e+00, 4.824546634379212939e+00, 2.040617992374640810e+00
1.895000000000000000e+03, 5.889121720332588517e+00, 3.196931044184285309e+00, 3.699938331015504733e+00, 3.596730431906465686e+00, 3.475430655491673182e+00, 2.586415603653516637e+00, 3.600261308443779562e+00, 5.040021150928416738e+00, 4.234208351763829370e+00, 3.651768237796555461e+00, 5.072262109535543573e+00, 2.892447145935801434e+00, 3.457116073287427316e+00, 3.657182061079645941e+00, 4.970923506917651835e+00, 2.118431730602344576e+00
1.896000000000000000e+03, 5.373959261994889047e+00, 3.313530147360950195e+00, 3.778511292954751966e+00, 3.738584809065478076e+00, 3.341448147605612817e+00, 2.608058311410235586e+00, 3.572959217491548323e+00, 4.695431009636777731e+00, 4.330576144515029924e+00, 3.695033025890732237e+00, 5.364130422941997267e+00, 2.677756774105664039e+00, 3.377428230576316359e+00, 3.714892500186317559e+00, 4.678437674889898368e+00, 2.259905696939115138e+00
1.897000000000000000e+03, 5.610959132281766237e+00, 3.289000944717495489e+00, 4.007048466976399936e+00, 3.462561199767268949e+00, 3.529720658527124133e+00, 3.084684062348352462e+00, 3.622579930151177408e+00, 5.055860043218024735e+00, 4.012977611712626569e+00, 3.802010698800691202e+00, 5.307661876494409903e+00, 2.672676778294981403e+00, 3.194427026613015030e+00, 3.763025498717702533e+00, 5.017775347782915674e+00, 2.202494454306992200e+00
1.898000000000000000e+03, 5.746839725519259368e+00, 3.594368819842097107e+00, 3.914635531928605694e+00, 3.719862384946791778e+00, 3.546226958402072693e+00, 2.741124015402018887e+00, 3.577640210652829555e+00, 5.054457733719717183e+00, 4.047137995988117076e+00, 3.806926940263605896e+00, 5.290173685670428227e+00, 2.896205807196643001e+00, 3.559198912463462872e+00, 3.770424767604785732e+00, 4.800260883760183894e+00, 2.185139879771213156e+00
1.899000000000000000e+03, 5.601525306621908840e+00, 3.412944133542021419e+00, 3.932275995906972188e+00, 3.631505445238824681e+00, 3.341181148729887251e+00, 2.809714846888619721e+00, 3.458976930588750776e+00, 5.032713772224332693e+00, 4.021033910074105933e+00, 3.580329712846631818e+00, 5.109317722992840594e+00, 2.727720541927241893e+00, 3.380084515180681759e+00, 3.830403810096417949e+00, 4.777733036116228682e+00, 2.000385949073684611e+00
1.900000000000000000e+03, 5.771447869556431520e+00, 3.305549159026437422e+00, 3.830203206653343351e+00, 3.632345716127632684e+00, 3.279583630485133128e+00, 2.909522116414912762e+00, 3.513619388632146290e+00, 4.975763257418299723e+00, 4.147293785503769037e+00, 3.744566531022799794e+00, 5.289106984075508500e+00, 2.587716638815276582e+00, 3.275280843330217184e+00, 3.647110869414503131e+00, 4.986189380393883930e+00, 2.046308455796820969e+00
1.901000000000000000e+03, 5.483268548571089696e+00, 3.286313775241247459e+00, 3.662487113881373713e+00, 3.624527796583100425e+00, 3.357148545724260025e+00, 2.813133223020190865e+00, 3.518082849448346039e+00, 4.864233224611038686e+00, 4.066940003580290508e+00, 3.926664700411384157e+00, 5.290432711288361567e+00, 2.833858176758536018e+00, 3.378715690880540468e+00, 3.810960702576757786e+00, 4.602471757324722468e+00, 2.128033998757143941e+00
1.902000000000000000e+03, 5.457476773114533941e+00, 3.213622650273654013e+00, 3.888813021993488661e+00, 3.680895480576351186e+00, 3.472918698893281420e+00, 2.761381500470327488e+00, 3.633475371206795757e+00, 4.845233297902670877e+00, 4.112569204929275912e+00, 3.789980896534610899e+00, 5.155345428387033913e+00, 2.660838392545828324e+00, 3.352634663041418772e+00, 3.894617979435834432e+00, 4.667755737123241211e+00, 2.186129071836016902e+00
1.903000000000000000e+03, 5.400130280579046982e+00, 3.256332679155258703e+00, 3.888139852752771741e+00, 3.300753127801119291e+00, 3.283652874717965187e+00, 2.969290902720806535e+00, 3.579652825210866585e+00, 4.943464161490651598e+00, 3.978874097167567569e+00, 3.533339824703565668e+00, 5.367753246949231283e+00, 2.567166784712778593e+00, 3.444533587542462971e+00, 3.711320582311036009e+00, 4.593453145302557772e+00, 2.043599247886367820e+00
1.904000000000000000e+03, 5.520241053329607794e+00, 3.276212749645445399e+00, 3.680869151507781378e+00, 3.325350190837947029e+00, 3.053624261851370481e+00, 2.860882897851530160e+00, 3.600253429593875953e+00, 4.835956071780705301e+00, 3.987637278845082900e+00, 3.581186363551676077e+00, 4.991199374340164141e+00, 2.809612166199292105e+00, 3.140106122496497232e+00, 3.819331944483266295e+00, 4.616995052403024324e+00, 1.910854534935229943e+00
1.905000000000000000e+03, 5.738625749708850421e+00, 3.355040751782602637e+00, 3.948275979856019191e+00, 3.587512549945170548e+00, 3.421701582168742206e+00, 2.670414890357100113e+00, 3.449441682499760908e+00, 4.849155321642862226e+00, 4.044905865997836081e+00, 3.685693048733772237e+00, 5.043918228084097954e+00, 2.617509543041139253e+00, 3.176501878406946755e+00, 3.729181885560833631e+00, 5.130921736467892735e+00, 2.216750825937682468e+00
1.906000000000000000e+03, 5.520432759191298722e+00, 3.448664447820354528e+00, 3.889998236178521918e+00, 3.657906843617102499e+00, 3.252542313752233571e+00, 2.863917843234825344e+00, 3.642016017782033543e+00, 4.797072850382324560e+00, 4.097543489618026946e+00, 3.893342881733452998e+00, 5.440654151152915396e+00, 2.886487406417518109e+00, 3.409627483202267495e+00, 4.042496943216126404e+00, 5.036972186792526784e+00, 2.117109282199359566e+00
1.907000000000000000e+03, 5.591675379105798704e+00, 3.569867265114102572e+00, 4.013771132374218453e+00, 3.731407606801279364e+00, 3.503518266253893287e+00, 2.826305548806009149e+00, 3.648170533476989608e+00, 5.079074865745953460e+00, 3.934538372618278768e+00, 3.748045255691330180e+00, 5.255144136674273270e+00, 2.799794885211027484e+00, 3.169993829740042290e+00, 3.727725238518446282e+00, 4.884222814547030111e+00, 2.138533903264633995e+00
1.908000000000000000e+03, 5.733749495946713459e+00, 3.407961780325104328e+00, 3.841018424119409858e+00, 3.595896435435421701e+00, 3.507912128335205271e+00, 2.844524610153803756e+00, 3.542156026688265236e+00, 4.964880936017151747e+00, 4.073366974548745745e+00, 3.589411258313415676e+00, 5.104156496244249830e+00, 2.863194728370888065e+00, 3.296836546375261356e+00, 3.643079698490193863e+00, 5.018196131104539326e+00, 2.177408224941946191e+00
1.909000000000000000e+03, 5.658044947395389990e+00, 3.433325260094093778e+00, 3.799770694336413790e+00, 3.581828571781155990e+00, 3.247690296747753003e+00, 2.674570719262950202e+00, 3.643320314906036472e+00, 4.972725404010861716e+00, 4.055792108537059626e+00, 3.751889649645159253e+00, 5.170369704713714043e+00, 2.791282273114715995e+00, 3.334398931403314226e+00, 3.763747513666151345e+00, 4.823234515902835362e+00, 2.173300743827732084e+00
1.910000000000000000e+03, 5.488412434463569411e+00, 3.492653804125204431e+00, 3.725315414024380711e+00, 3.449676927472607346e+00, 3.242779439208061554e+00, 2.849934624444153908e+00, 3.624006885371698239e+00, 5.088340999321765423e+00, 4.072142546719240919e+00, 3.621005543975138963e+00, 5.104042533087094213e+00, 2.801253995405386110e+00, 3.456292105926344949e+00, 3.923678018843924420e+00, 4.733442211033845659e+00, 2.140340534557123142e+00
1.911000000000000000e+03, 5.755134312263455953e+00, 3.392937720821095571e+00, 3.743699132462196655e+00, 3.390978859395844758e+00, 3.425723124699044941e+00, 2.631638297380657132e+00, 3.572043430273244002e+00, 5.142535288258507364e+00, 4.159185816529379132e+00, 3.581970927186090226e+00, 5.172238638991435877e+00, 2.810391183902896550e+00, 3.204636042297939635e+00, 3.974496395613377864e+00, 4.607665607119110440e+00, 2.270544869357391082e+00
