year, TaiESM1, CMCC-ESM2, NorESM2-LM, NorESM2-MM, UKESM1-0-LL, IPSL-CM6A-LR, CESM2-WACCM, EC-Earth3-Veg, CNRM-ESM2-1, MPI-ESM1-2-LR
1.947000000000000000e+03, 1.590757031144492162e-10, 1.891005178151061081e-10, 3.657629315005133444e-10, 3.745032137333160463e-10, 5.138036620661212370e-13, 2.994115907320025521e-11, 1.813415266797910696e-10, 8.297083616869323989e-11, 9.250622980949943304e-11, 7.602168163903482210e-11
1.948000000000000000e+03, 1.598138394330439542e-10, 1.886095390578685289e-10, 3.640359637489869124e-10, 3.910581897393681006e-10, 6.042163782288848312e-13, 2.971335865981684234e-11, 1.831784521910728723e-10, 8.319638768519664627e-11, 9.215621669602584810e-11, 7.581406704174583750e-11
1.949000000000000000e+03, 1.620142129485473887e-10, 1.926423902590159342e-10, 3.563478692459937885e-10, 3.805441137611042373e-10, 6.452068307530160370e-13, 2.954999815647561376e-11, 1.858145085560782354e-10, 8.368681060402813499e-11, 9.184161678856288948e-11, 7.612557862634192854e-11
1.950000000000000000e+03, 2.791777255358587783e-10, 2.643693285879483605e-10, 3.552652678205878211e-10, 3.924280114195908080e-10, 9.744221265889901438e-13, 2.939837275232189198e-11, 1.876416433892069180e-10, 8.237149399660246420e-11, 9.104885701655386570e-11, 8.814824919084054960e-11
1.951000000000000000e+03, 2.893039771674465208e-10, 2.708964676906145142e-10, 4.624019384553241481e-10, 4.941865314384892917e-10, 1.358561195710869509e-12, 5.812352707355338708e-11, 2.901342007191421442e-10, 1.249498303204931294e-10, 2.172897824941200324e-10, 9.642887230370665628e-11
1.952000000000000000e+03, 2.970732116651516602e-10, 2.732996597392890723e-10, 4.794238141844026261e-10, 5.101774429403897397e-10, 1.348362575056056627e-12, 5.969593047034911434e-11, 2.988401955662888442e-10, 1.470491492659032489e-10, 2.315604751750127245e-10, 9.815004663308750830e-11
1.953000000000000000e+03, 3.032603983549147974e-10, 2.832103543582517499e-10, 4.733899789846460032e-10, 5.060645127892900815e-10, 1.331441400804569693e-12, 6.123397302735213975e-11, 3.057554403726478035e-10, 1.746918466313671989e-10, 2.475971669424203998e-10, 9.952120973783877573e-11
1.954000000000000000e+03, 3.121751272951659982e-10, 2.885564788848332199e-10, 4.950233611539157020e-10, 5.097487784005776983e-10, 1.265539076050208326e-12, 6.253755811726782873e-11, 3.136468660459050450e-10, 1.890191037470160994e-10, 2.637627185607422290e-10, 1.008149565695706721e-10
1.955000000000000000e+03, 3.171690247733048471e-10, 2.935402951013042643e-10, 5.100521373059251999e-10, 5.241476709351000300e-10, 1.254646423987336521e-12, 6.419269133384488269e-11, 3.204210798303557707e-10, 1.915483868023696006e-10, 2.774788083029188568e-10, 1.022446220543192639e-10
1.956000000000000000e+03, 3.221112700689828396e-10, 3.008785144426974551e-10, 5.141231979048223001e-10, 5.397600481673546978e-10, 1.106121092188135946e-12, 6.587321666236280392e-11, 3.261750966714992415e-10, 1.920187931366050210e-10, 2.877630387757260551e-10, 1.039919272172722375e-10
1.957000000000000000e+03, 3.272535311140138035e-10, 3.034896896798707816e-10, 5.535132241237574221e-10, 5.505171683228758862e-10, 1.190546050460444709e-12, 6.744007939453863290e-11, 3.302769105161447359e-10, 1.989671644416645869e-10, 2.958380144014099556e-10, 1.053417121032912720e-10
1.958000000000000000e+03, 3.325765844966824043e-10, 3.053992721651684713e-10, 5.611452119486085329e-10, 5.717308972080317821e-10, 1.214734011340867636e-12, 6.891393514904374318e-11, 3.358044344892077266e-10, 2.029414448741768846e-10, 3.027908338391975870e-10, 1.069826522776438264e-10
1.959000000000000000e+03, 3.380689809034057790e-10, 3.108124393186032467e-10, 5.461861050702498356e-10, 5.848395746758180825e-10, 1.270540994126397395e-12, 7.032727434201674053e-11, 3.416969982172255442e-10, 2.051361784046521602e-10, 3.109985029284741389e-10, 1.074265825607280841e-10
1.960000000000000000e+03, 3.024739796447053382e-10, 2.722518931839774187e-10, 5.656484030211308928e-10, 5.950779636759823576e-10, 1.111639216831783760e-12, 7.195078102255652976e-11, 3.476073561874405753e-10, 2.066892994547451542e-10, 3.160776824683432540e-10, 8.689651161439239435e-11
1.961000000000000000e+03, 3.036713248226311306e-10, 2.733757463214431134e-10, 5.450093896981192306e-10, 5.717947360679507071e-10, 8.995395977908090889e-13, 6.246426693402383953e-11, 3.270276778612548482e-10, 1.284196531943897519e-10, 2.217097067212557417e-10, 7.324693555224394951e-11
1.962000000000000000e+03, 3.074379313237182715e-10, 2.783145476304402154e-10, 5.635418398157438923e-10, 5.720483657385907688e-10, 7.944255233796797211e-13, 6.191032832272384841e-11, 3.335389099716815979e-10, 1.356058970691615152e-10, 2.189349807834860304e-10, 7.045050696374234888e-11
1.963000000000000000e+03, 3.105380426421679055e-10, 2.819989622902768739e-10, 5.757730333980749365e-10, 5.863753264626532821e-10, 8.431143926579701716e-13, 6.123907986154369029e-11, 3.375327683557046383e-10, 1.349578513289243109e-10, 2.162300276069250938e-10, 6.913676487577890760e-11
1.964000000000000000e+03, 3.121377245988163360e-10, 2.859046417750731453e-10, 5.790322599030351506e-10, 6.048018909858227520e-10, 8.606972920425743215e-13, 6.051402877140367364e-11, 3.412336928698632931e-10, 1.347649568074332262e-10, 2.125763598912883534e-10, 6.806402474431182842e-11
1.965000000000000000e+03, 3.135989734091667801e-10, 2.887111534109070526e-10, 5.894265270869873655e-10, 5.987249064406074240e-10, 7.398655232778579259e-13, 5.995910784954795159e-11, 3.445934899797607331e-10, 1.351677013200672446e-10, 2.083143088414512177e-10, 6.736251309507669256e-11
1.966000000000000000e+03, 3.167742539447231081e-10, 2.931114914619182278e-10, 6.124807667951498824e-10, 6.143517270883899081e-10, 6.424922737093676419e-13, 5.931095289109259997e-11, 3.464696254091915958e-10, 1.412222033962221661e-10, 2.040007746903169507e-10, 6.682115865644030225e-11
1.967000000000000000e+03, 3.193956724331433949e-10, 2.948760061566079876e-10, 6.269426477208846905e-10, 6.199836088837317744e-10, 6.709237494822774053e-13, 5.875502125369750956e-11, 3.486259957240283570e-10, 1.428531341574071612e-10, 1.999385383817079794e-10, 6.619891240686947050e-11
1.968000000000000000e+03, 3.205190287249536805e-10, 2.968836046102899264e-10, 6.256024573695078415e-10, 6.415094098558827503e-10, 7.181844597384808768e-13, 5.808897829028865218e-11, 3.497817394058334800e-10, 1.426419016966955238e-10, 1.954954655638627440e-10, 6.558354168877613534e-11
1.969000000000000000e+03, 3.207829651052343588e-10, 3.006643468212724106e-10, 6.046027414931814282e-10, 6.609170859716798322e-10, 6.440310058681107531e-13, 5.744892685568404776e-11, 3.500494800247066499e-10, 1.416830152039743487e-10, 1.905706778210045629e-10, 6.512576392001775749e-11
1.970000000000000000e+03, 3.918276039039812030e-10, 3.494381942668266117e-10, 6.148124756186980448e-10, 6.634821291915466994e-10, 7.243689574166733029e-13, 5.678761898405278552e-11, 3.508300121250890946e-10, 1.409578369340308039e-10, 1.871475403430836503e-10, 7.145859046224689709e-11
1.971000000000000000e+03, 3.991683534767635394e-10, 3.554159232786112883e-10, 7.083022186852433473e-10, 7.365764824183026275e-10, 8.683450717627933470e-13, 7.699780339008374355e-11, 4.206224183163353509e-10, 2.010215540546472992e-10, 2.738711977314965917e-10, 7.576754722542960624e-11
1.972000000000000000e+03, 4.044040354285016362e-10, 3.593622323459975361e-10, 7.250406657540118092e-10, 7.270379819432946904e-10, 9.428667639375180785e-13, 7.801132315816997915e-11, 4.240638556432148587e-10, 2.022260771365165308e-10, 2.807509455327028759e-10, 7.667701470192408605e-11
1.973000000000000000e+03, 4.085372584959902382e-10, 3.630639554216602026e-10, 7.234010530745229354e-10, 7.509183586170759862e-10, 9.363485870413567606e-13, 7.885404733636325846e-11, 4.285472813531296689e-10, 2.083614989649068214e-10, 2.865495017360466070e-10, 7.964490790787153003e-11
1.974000000000000000e+03, 4.111902655046169785e-10, 3.678677321324287222e-10, 7.401209640896251614e-10, 7.475699179125762127e-10, 9.772804394066332396e-13, 7.926623117491969993e-11, 4.325208356668075787e-10, 2.098800394596668059e-10, 2.997124464603620658e-10, 8.251923265223438072e-11
1.975000000000000000e+03, 4.142832702185385624e-10, 3.713817639930186716e-10, 7.634380138993203383e-10, 7.614004121773315299e-10, 1.124020414364815003e-12, 8.023988111517864612e-11, 4.357073623248708972e-10, 2.116239529346987590e-10, 3.100652862380203694e-10, 8.610152083209188480e-11
1.976000000000000000e+03, 4.178984547391061677e-10, 3.770610017227886008e-10, 7.890495144844475756e-10, 8.018907580724824193e-10, 9.650078208400431685e-13, 8.115619017044276741e-11, 4.417066731420154383e-10, 2.219108204389588703e-10, 3.204976025085475162e-10, 8.913207716209583501e-11
1.977000000000000000e+03, 4.220024244842384003e-10, 3.814476943718245986e-10, 8.134106305464528841e-10, 8.277671587895768808e-10, 9.622846209985279831e-13, 8.229693567929221964e-11, 4.463379773389163652e-10, 2.214229531127235095e-10, 3.274271418649779048e-10, 9.068850125967442481e-11
1.978000000000000000e+03, 4.256254367118475791e-10, 3.877667016239311411e-10, 8.378887715366298384e-10, 8.474276073967342359e-10, 1.529962375133656144e-12, 8.305799902715921882e-11, 4.501575385511239595e-10, 2.215725942813713033e-10, 3.329481151412442452e-10, 9.163035460137428531e-11
1.979000000000000000e+03, 4.284381630411030976e-10, 3.897700172716159650e-10, 8.562665123400630839e-10, 8.706088172703183214e-10, 2.960970734660391623e-12, 8.415576794968502978e-11, 4.534637186595860055e-10, 2.233428877020522198e-10, 3.421702791524645142e-10, 9.370636891660646472e-11
1.980000000000000000e+03, 6.318323842678837957e-10, 6.327004891461426142e-10, 8.885772162048706058e-10, 9.110335889614414192e-10, 5.232400527497236156e-12, 8.492813047974305868e-11, 4.560752147734055816e-10, 2.241151819743468494e-10, 3.539123201813836646e-10, 2.585862639159869333e-10
1.981000000000000000e+03, 6.496376075660030001e-10, 6.548690567647490595e-10, 1.182400145322071142e-09, 1.147183070360512390e-09, 6.835797244016438427e-12, 1.713909376808931075e-10, 6.603393396127912474e-10, 4.424950383166282614e-10, 7.578599422862243826e-10, 3.749682404706425207e-10
1.982000000000000000e+03, 6.655381724588392196e-10, 6.701294836527616535e-10, 1.231144968411961664e-09, 1.202536692141458942e-09, 7.096625429933863771e-12, 1.743177102164653162e-10, 6.764310227701116571e-10, 4.599880655775091667e-10, 7.835691266643798757e-10, 4.082042906517606571e-10
1.983000000000000000e+03, 6.782394605522772693e-10, 6.851570100482224149e-10, 1.303667860685831873e-09, 1.263723775938054061e-09, 7.680074635717455932e-12, 1.785137138445281446e-10, 6.870627317637729890e-10, 4.843322363898362586e-10, 8.131871091047193759e-10, 4.288999341445711773e-10
1.984000000000000000e+03, 6.883558659089513186e-10, 6.970936760045338764e-10, 1.353077317238421024e-09, 1.312591814829375628e-09, 1.085208107757324757e-11, 1.832946646857974534e-10, 7.009349192944137741e-10, 5.027862775664260051e-10, 8.436290451497844147e-10, 4.463416549943825767e-10
1.985000000000000000e+03, 7.023090492253561454e-10, 7.063642231352727156e-10, 1.374974797950582834e-09, 1.369825032341810561e-09, 1.391929675602577005e-11, 1.874824502968912138e-10, 7.049745483895392138e-10, 5.185781480866631163e-10, 8.742795402924683402e-10, 4.606641701420968132e-10
1.986000000000000000e+03, 7.143679063416028492e-10, 7.163230038929923651e-10, 1.395639098083171754e-09, 1.442171966448568574e-09, 2.350875594640910452e-11, 1.922785461504202173e-10, 7.147117943777362610e-10, 5.340869144920017839e-10, 9.018398183773624796e-10, 4.747595821731903220e-10
1.987000000000000000e+03, 7.234638946182995563e-10, 7.229912490397490719e-10, 1.440875325596655354e-09, 1.479125906836224634e-09, 3.873634910985085768e-11, 1.970162479893699674e-10, 7.220477739213696309e-10, 5.440269773048171808e-10, 9.217864393672432696e-10, 4.865539404055933461e-10
1.988000000000000000e+03, 7.188953883274564225e-10, 7.162023824428821267e-10, 1.520286618116004511e-09, 1.554096467112329264e-09, 5.017557490780204148e-11, 2.012442463082652727e-10, 7.303045081946108786e-10, 5.516071493170821080e-10, 9.500142352149019945e-10, 4.949388975362503106e-10
1.989000000000000000e+03, 6.682020646605119710e-10, 6.812501106612972683e-10, 1.570168811776868163e-09, 1.579645665862053558e-09, 5.705367375108788036e-11, 2.058985020643019018e-10, 7.209302623913103206e-10, 5.597402651783958861e-10, 9.787792772869382737e-10, 5.047190536736749474e-10
1.990000000000000000e+03, 3.426588435446449447e-10, 3.879650007353174118e-10, 1.504656278243896827e-09, 1.479703798134151998e-09, 4.145481305944661028e-11, 2.099314025593588533e-10, 6.457653054911983630e-10, 5.703438279072502328e-10, 1.010255998941587200e-09, 2.980589867389510716e-10
1.991000000000000000e+03, 3.153353085265569401e-10, 3.655746739884883415e-10, 1.153870903777032558e-09, 1.191546853197664265e-09, 1.990230760072987831e-11, 7.960592680868901335e-11, 3.595385351557739494e-10, 7.079136138742737105e-11, 3.625218927325419342e-10, 1.558617595190816897e-10
1.992000000000000000e+03, 2.925041110402221479e-10, 3.467807574192817299e-10, 1.158044390887443386e-09, 1.217059497275010408e-09, 1.168150645019507805e-11, 7.288492835697251982e-11, 3.387799256744846942e-10, 6.935751734162749431e-11, 3.306459777428791605e-10, 1.239810718633615692e-10
1.993000000000000000e+03, 2.732809693142315901e-10, 3.308850660767140377e-10, 1.204440990493774604e-09, 1.259212252414485129e-09, 8.341653502736954960e-12, 6.625259137700594985e-11, 3.213500253609503307e-10, 6.782921908542433275e-11, 2.988340905290996805e-10, 1.074861752086832873e-10
1.994000000000000000e+03, 2.581098954029260856e-10, 3.181192882321603737e-10, 1.193645583831753369e-09, 1.197778479402515269e-09, 6.726575833066039913e-12, 5.968190553926521589e-11, 3.069517264722385863e-10, 6.643558328128534744e-11, 2.665414570918331253e-10, 9.495121957810284772e-11
1.995000000000000000e+03, 2.463245894094501268e-10, 3.076011807904316523e-10, 1.189432151283514401e-09, 1.166463344459552069e-09, 5.831666085360854484e-12, 5.306023263791755929e-11, 2.942841477226223337e-10, 6.455406303249807703e-11, 2.337915412360522267e-10, 8.472812017988195450e-11
1.996000000000000000e+03, 2.356785184832266530e-10, 2.989188124161970103e-10, 1.163817643698265015e-09, 1.173457488380881823e-09, 5.260794324984838033e-12, 4.645889116512937414e-11, 2.838339342326629003e-10, 6.449775968763528426e-11, 2.026391215323193014e-10, 7.658171602454137993e-11
1.997000000000000000e+03, 2.269504100448933081e-10, 2.901082563348020461e-10, 1.167157157237707163e-09, 1.169923129177922175e-09, 4.801306455383193922e-12, 3.980401097622539084e-11, 2.751787293256611717e-10, 6.599668144336975994e-11, 1.707860222861293252e-10, 7.029575758581272722e-11
1.998000000000000000e+03, 2.210522017888186892e-10, 2.834764314708779413e-10, 1.143933893856843093e-09, 1.240055149295286642e-09, 4.408634586890300629e-12, 3.313184518500097799e-11, 2.677790108622110027e-10, 6.554519990356152366e-11, 1.381544213768295423e-10, 6.490056051959540522e-11
1.999000000000000000e+03, 2.145198292230859302e-10, 2.785291959912266070e-10, 1.179180277059147787e-09, 1.275671758945868307e-09, 4.083427734521247899e-12, 2.648433255215105769e-11, 2.619337151268226073e-10, 6.492231312481311902e-11, 1.052034592415633467e-10, 6.053721572675654991e-11
2.000000000000000000e+03, 3.619629865897581291e-10, 4.186985165053569564e-10, 1.156526598811926161e-09, 1.311056951974914060e-09, 5.940577636408573518e-12, 1.940168870227985311e-11, 2.558586978386764066e-10, 6.391253696910843566e-11, 7.225815092973110067e-11, 1.876030264110977323e-10
2.001000000000000000e+03, 2.212859500480885527e-10, 2.930135071996442218e-10, 1.328069416074296814e-09, 1.448718446218239282e-09, 1.105737485604562413e-11, 7.955582740696541289e-11, 4.383470263888346705e-10, 4.899654437481507446e-10, 5.048122849639376979e-10, 1.452111799034502555e-10
2.002000000000000000e+03, 2.286892188263423830e-10, 3.264030511658981179e-10, 1.235806542495803661e-09, 1.273296261454522273e-09, 6.923648215008628030e-12, 1.540998602771504828e-11, 2.543809992786055129e-10, 5.869425299747677516e-11, 9.663632422640668724e-11, 7.218679683769610434e-11
2.003000000000000000e+03, 5.572012345674284007e-10, 6.844880957586643880e-10, 1.243096529168898994e-09, 1.259986361505881919e-09, 6.009262139718731659e-12, 1.335861699169435961e-11, 2.432034685900334203e-10, 6.250780750594192609e-11, 8.122490070648661482e-11, 3.950493400945450402e-10
2.004000000000000000e+03, 2.758755652260324018e-10, 3.949595981842841431e-10, 1.642413778556512759e-09, 1.584235622388998970e-09, 7.334918781862140628e-12, 1.768296731642293535e-10, 6.160297809314452231e-10, 6.930489517027995535e-10, 9.648720998951443584e-10, 3.016310223533926040e-10
2.005000000000000000e+03, 2.082007160824258746e-10, 2.615293647044054983e-10, 1.276123405303806176e-09, 1.174405364394564602e-09, 5.519309510009013397e-12, 2.441037086572134505e-11, 2.583754529020295774e-10, 6.464950124067305296e-11, 1.441460366757269190e-10, 1.227616526308402679e-10
2.006000000000000000e+03, 3.349753132611257119e-10, 4.855418887982935160e-10, 1.246099002005480122e-09, 1.221453575166878785e-09, 7.061764252690721619e-12, 2.840979867250344251e-11, 2.390528619459594396e-10, 5.440554061559015773e-11, 1.374139764068783445e-10, 9.191225940420772685e-11
2.007000000000000000e+03, 1.986818275393466851e-10, 2.479575700348094877e-10, 1.269752858829846324e-09, 1.200274166721250851e-09, 7.042261485559983153e-12, 2.392447792779641883e-11, 2.293831639645184799e-10, 4.753541387475673894e-11, 1.405681625928333118e-10, 8.139899134562387757e-11
2.008000000000000000e+03, 3.030800311683187698e-10, 3.710263622457755393e-10, 1.214773409368099592e-09, 1.268645090500832636e-09, 3.961181213013200728e-12, 2.841550795184113641e-11, 2.331081090759502737e-10, 5.166978110927531900e-11, 1.336921085481864807e-10, 1.635583180106821848e-10
2.009000000000000000e+03, 3.456686023223176605e-10, 3.429363057247529440e-10, 1.320722227652967835e-09, 1.426129785964649851e-09, 3.309146718264375727e-12, 7.523969843604425026e-11, 3.416111466704209937e-10, 1.632736947234721149e-10, 3.977446640074270144e-10, 1.265345233915676646e-10
2.010000000000000000e+03, 2.350006420793046085e-10, 2.674278599333329712e-10, 1.400291703824404271e-09, 1.401139864860089328e-09, 2.681371152484976749e-12, 2.504966180258199455e-11, 4.011850475947513164e-10, 6.083557769397623734e-10, 7.552035506152929553e-10, 7.150976331379703285e-11
2.011000000000000000e+03, 1.995705938428196917e-10, 2.437001174471403178e-10, 1.236154849552333794e-09, 1.315881236631219845e-09, 1.921157249550722477e-12, 2.822920546212613258e-11, 2.614895582421151546e-10, 7.430921782567922176e-11, 1.484791213094609759e-10, 6.029770606191722996e-11
2.012000000000000000e+03, 2.074259513782818919e-10, 2.587123724943135473e-10, 1.264682501493874322e-09, 1.313477708640643881e-09, 1.660463368285526071e-12, 2.608960859818238121e-11, 2.449234369700945833e-10, 5.421161640005672844e-11, 1.487867918379181404e-10, 5.640136582770450219e-11
2.013000000000000000e+03, 2.112931550805919166e-10, 2.714910441554272042e-10, 1.249046038030878232e-09, 1.280816875771650287e-09, 1.749895579726586877e-12, 4.114849161831857040e-11, 2.420841293139594046e-10, 5.345714152803766472e-11, 1.451428949198112242e-10, 5.141050281478395948e-11
2.014000000000000000e+03, 2.062044385783194598e-10, 2.537899474857132293e-10, 1.296039775361229499e-09, 1.237653458221367987e-09, 1.603454534399023267e-12, 2.179319779627493188e-11, 2.389722536041482447e-10, 5.467246982963278364e-11, 9.910041982488069032e-11, 5.166213364195429347e-11
