year, NorESM2-MM, TaiESM1, MPI-ESM1-2-LR, CESM2-WACCM, NorESM2-MM, GFDL-ESM4, CNRM-ESM2-1, CNRM-ESM2-1, NorESM2-LM, TaiESM1, EC-Earth3-Veg, GFDL-ESM4
1.942000000000000000e+03, 2.725141151174793458e-10, 2.596226271435013884e-10, 1.487671470992795433e-10, 1.805256098955007560e-10, 2.725141151174793458e-10, 6.179703088901864781e-10, 3.432448785470395422e-10, 3.432448785470395422e-10, 2.061026740719903787e-10, 2.596226271435013884e-10, 2.752190420186326150e-10, 6.162278383638357609e-10
1.943000000000000000e+03, 2.570702007515663620e-10, 1.593417596667751731e-10, 2.042149327826164530e-10, 2.167758819348679934e-10, 2.570702007515663620e-10, 4.110622981731186613e-10, 3.346011885114072062e-10, 3.346011885114072062e-10, 1.556983111997633975e-10, 1.593417596667751731e-10, 2.287764435526436120e-10, 4.093688982548760872e-10
1.944000000000000000e+03, 2.753639335409281264e-10, 1.571191336412742317e-10, 1.579895290547386720e-10, 1.179672378090363109e-10, 2.753639335409281264e-10, 2.514567122817346070e-10, 2.469330590403624676e-10, 2.469330590403624676e-10, 2.039742764216930388e-10, 1.571191336412742317e-10, 3.179017951624964174e-10, 2.497836192663992461e-10
1.945000000000000000e+03, 2.273032160184098365e-10, 1.255195783777522654e-10, 2.192933004541630159e-10, 1.356764541947616384e-10, 2.273032160184098365e-10, 2.384410150558514196e-10, 2.352229566212206179e-10, 2.352229566212206179e-10, 2.127897829901518011e-10, 1.255195783777522654e-10, 6.436091653795735542e-10, 2.367464690379827707e-10
1.946000000000000000e+03, 3.032862587839499746e-10, 1.885933845943184200e-10, 1.872166436059948771e-10, 1.522611615275214245e-10, 3.032862587839499746e-10, 3.684285039581506098e-10, 2.074705383584691833e-10, 2.074705383584691833e-10, 1.811038586472986508e-10, 1.885933845943184200e-10, 2.148807553644763945e-10, 3.667069192643776817e-10
1.947000000000000000e+03, 2.375677884602254336e-10, 2.565951847539258948e-10, 2.231797777344677981e-10, 2.268372713000098490e-10, 2.375677884602254336e-10, 4.278068291127089343e-10, 2.107711591598263288e-10, 2.107711591598263288e-10, 3.347604172182571018e-10, 2.565951847539258948e-10, 2.008224362674928345e-10, 4.260858215873769821e-10
1.948000000000000000e+03, 2.838549900624702364e-10, 2.666209824620192665e-10, 1.362774554068606277e-10, 1.297273759394779457e-10, 2.838549900624702364e-10, 4.693704793739958867e-10, 2.237216015753283797e-10, 2.237216015753283797e-10, 3.733416174137668800e-10, 2.666209824620192665e-10, 6.050580117061653794e-10, 4.676715031810668318e-10
1.949000000000000000e+03, 3.315113824462221264e-10, 1.460170653045393726e-10, 1.795052322441680226e-10, 2.882650821614726556e-10, 3.315113824462221264e-10, 4.959012832859638458e-10, 3.021853115453487071e-10, 3.021853115453487071e-10, 5.185872068192487442e-10, 1.460170653045393726e-10, 5.498473992421395186e-10, 4.943145480654798616e-10
1.950000000000000000e+03, 2.998226224872218206e-10, 2.396128208683623806e-10, 1.386445780121534466e-10, 3.719894481303023151e-10, 2.998226224872218206e-10, 5.977196796487175915e-10, 2.681671405352062708e-10, 2.681671405352062708e-10, 2.322463598476514952e-10, 2.396128208683623806e-10, 3.539050205316003548e-10, 5.960787391380319395e-10
1.951000000000000000e+03, 2.702771162814934773e-10, 1.559218504650619152e-10, 1.460500453092414421e-10, 2.594639726453524008e-10, 2.702771162814934773e-10, 4.129678048194449960e-10, 2.072815851794374059e-10, 2.072815851794374059e-10, 2.045196223744393923e-10, 1.559218504650619152e-10, 2.715538279285383369e-10, 4.109298406160225028e-10
1.952000000000000000e+03, 3.330429214455802698e-10, 1.835065396789345120e-10, 2.585486745537638146e-10, 2.846788257264663385e-10, 3.330429214455802698e-10, 4.513408806659736639e-10, 2.909531705807481748e-10, 2.909531705807481748e-10, 1.949525656303133170e-10, 1.835065396789345120e-10, 2.917315770504327975e-10, 4.490766187155959782e-10
1.953000000000000000e+03, 3.514358079144602064e-10, 9.850631921916948317e-11, 1.962465696362599837e-10, 1.842702014491988358e-10, 3.514358079144602064e-10, 3.030206625354480065e-10, 3.121687162938308145e-10, 3.121687162938308145e-10, 2.207284681384321564e-10, 9.850631921916948317e-11, 6.631245373098861642e-10, 3.004430929821683064e-10
1.954000000000000000e+03, 2.740846917807108970e-10, 1.463540699901515887e-10, 1.440385504125403338e-10, 2.128310165521119573e-10, 2.740846917807108970e-10, 2.688403465002719118e-10, 2.423781979622051365e-10, 2.423781979622051365e-10, 2.482831057376290283e-10, 1.463540699901515887e-10, 4.841976206482117006e-10, 2.659684038155568662e-10
1.955000000000000000e+03, 1.919954675368728232e-10, 1.312208129470452780e-10, 1.681181819189862224e-10, 2.044242462047613604e-10, 1.919954675368728232e-10, 2.942780217172257737e-10, 2.493794012229848670e-10, 2.493794012229848670e-10, 2.832090179054992538e-10, 1.312208129470452780e-10, 2.929630454670489816e-10, 2.911999942730880664e-10
1.956000000000000000e+03, 3.092586237762121861e-10, 1.325192350273584586e-10, 2.237150156917380094e-10, 2.797241566295580519e-10, 3.092586237762121861e-10, 2.839335652238569732e-10, 2.192613911554260310e-10, 2.192613911554260310e-10, 2.749711228336605868e-10, 1.325192350273584586e-10, 1.790963485989703923e-10, 2.805850730349315818e-10
1.957000000000000000e+03, 2.519484055396026098e-10, 1.418413343185536961e-10, 1.127897082241610913e-10, 3.502255514649208045e-10, 2.519484055396026098e-10, 3.721815497126384156e-10, 2.394597470066953635e-10, 2.394597470066953635e-10, 2.192513969819312647e-10, 1.418413343185536961e-10, 2.396095835685693006e-10, 3.686431402578336537e-10
1.958000000000000000e+03, 2.357999365332906478e-10, 9.870657985087587034e-11, 1.683622406175783200e-10, 2.925984577376546843e-10, 2.357999365332906478e-10, 5.375242071200976560e-10, 2.283932082675235383e-10, 2.283932082675235383e-10, 3.450120837422054080e-10, 9.870657985087587034e-11, 2.921883902703053204e-10, 5.338864286297744088e-10
1.959000000000000000e+03, 2.156770851320901611e-10, 1.347550378734000333e-10, 1.955817070336160205e-10, 1.650168734119034398e-10, 2.156770851320901611e-10, 3.989238914360073220e-10, 3.849117125647576390e-10, 3.849117125647576390e-10, 4.414605809930705392e-10, 1.347550378734000333e-10, 2.056789833883742952e-10, 3.951147748425041037e-10
1.960000000000000000e+03, 2.103108901511629970e-10, 2.628395298482445342e-10, 1.801935634058759120e-10, 2.971602264817310145e-10, 2.103108901511629970e-10, 4.045573540932249167e-10, 3.276462028343466000e-10, 3.276462028343466000e-10, 3.077169082841332286e-10, 2.628395298482445342e-10, 1.922328223862994000e-10, 4.005800843177784392e-10
1.961000000000000000e+03, 3.673885051851770144e-10, 1.645158341448105582e-10, 2.092910089878092087e-10, 1.825903796094618209e-10, 3.673885051851770144e-10, 3.263231604548926548e-10, 2.097609607666797886e-10, 2.097609607666797886e-10, 1.488710222310588750e-10, 1.645158341448105582e-10, 2.563898158910774029e-10, 3.225766205137098432e-10
1.962000000000000000e+03, 3.133539561728283690e-10, 1.325489838083038968e-10, 2.156016754768228113e-10, 1.501158942859055590e-10, 3.133539561728283690e-10, 3.492573366409062121e-10, 1.812409359980454335e-10, 1.812409359980454335e-10, 1.472819561084271182e-10, 1.325489838083038968e-10, 3.607147403067952504e-10, 3.456535496107673039e-10
1.963000000000000000e+03, 2.948293765890036290e-10, 1.280869755344519782e-10, 1.428921621002804801e-10, 1.870978376183691977e-10, 2.948293765890036290e-10, 3.476761520892335918e-10, 1.612883574905862110e-10, 1.612883574905862110e-10, 1.118319806064881876e-10, 1.280869755344519782e-10, 9.999593111867696274e-10, 3.442837851110538374e-10
1.964000000000000000e+03, 1.766890881059327329e-10, 1.885012080132835331e-10, 1.267245245838058303e-10, 2.601246701733096898e-10, 1.766890881059327329e-10, 4.207962294016238442e-10, 2.134536268753957132e-10, 2.134536268753957132e-10, 1.952136418753697692e-10, 1.885012080132835331e-10, 2.159873837705207991e-10, 4.174981722953252026e-10
1.965000000000000000e+03, 1.522292814210347177e-10, 1.876487041944892076e-10, 1.532382995874975718e-10, 2.497789987926437467e-10, 1.522292814210347177e-10, 4.241897626335371296e-10, 2.248474467025096729e-10, 2.248474467025096729e-10, 2.800649546280566455e-10, 1.876487041944892076e-10, 1.980907473340230108e-10, 4.209535025427763208e-10
1.966000000000000000e+03, 3.298742961297671823e-10, 1.512590557845003485e-10, 1.705976876952216270e-10, 1.939369587446718988e-10, 3.298742961297671823e-10, 2.056043357324083014e-10, 2.756933220297619568e-10, 2.756933220297619568e-10, 1.392897417040915527e-10, 1.512590557845003485e-10, 3.918193282934895980e-10, 2.024956745230888527e-10
1.967000000000000000e+03, 2.793989089002434104e-10, 1.977819939880866235e-10, 1.113386808617876917e-10, 2.052335739320592427e-10, 2.793989089002434104e-10, 3.291481404360773480e-10, 3.287189260934434826e-10, 3.287189260934434826e-10, 1.948184472031105749e-10, 1.977819939880866235e-10, 1.517356910270532633e-10, 3.261506347790166743e-10
1.968000000000000000e+03, 3.206338286347914512e-10, 1.783920519101339473e-10, 1.715568162761225793e-10, 3.443552260170378114e-10, 3.206338286347914512e-10, 2.726922205533320077e-10, 2.576784391851322422e-10, 2.576784391851322422e-10, 1.986691664874262514e-10, 1.783920519101339473e-10, 3.811399288047930198e-10, 2.697203043136083600e-10
1.969000000000000000e+03, 2.175696461900500130e-10, 1.534781813133263997e-10, 1.431278635586897428e-10, 2.900881504253406218e-10, 2.175696461900500130e-10, 2.083094198514754595e-10, 1.880142841002161074e-10, 1.880142841002161074e-10, 1.857161759696147825e-10, 1.534781813133263997e-10, 2.982457338999260452e-10, 2.054082063785908500e-10
1.970000000000000000e+03, 2.295868152089374561e-10, 1.219644736033912681e-10, 1.690057578115067998e-10, 2.836909340060657294e-10, 2.295868152089374561e-10, 4.681316838014512490e-10, 1.644056082535061218e-10, 1.644056082535061218e-10, 1.561110578403509569e-10, 1.219644736033912681e-10, 1.861536931416302045e-10, 4.652566759761298147e-10
1.971000000000000000e+03, 2.070719792410168306e-10, 1.600778131081745985e-10, 1.703933594680939860e-10, 4.152596392478173929e-10, 2.070719792410168306e-10, 2.328691853667740364e-10, 1.892998105948586804e-10, 1.892998105948586804e-10, 1.675642096385315604e-10, 1.600778131081745985e-10, 4.471676340971199831e-10, 2.298623287862170984e-10
1.972000000000000000e+03, 2.689304214431620903e-10, 2.143718551941712623e-10, 1.446449606919161853e-10, 2.078851861498296465e-10, 2.689304214431620903e-10, 4.627262907853874463e-10, 3.085937851969576216e-10, 3.085937851969576216e-10, 1.788282801054836552e-10, 2.143718551941712623e-10, 2.150316425308878104e-10, 4.596465791975088939e-10
1.973000000000000000e+03, 2.962577704435271215e-10, 1.301881163035029741e-10, 1.466549782089258897e-10, 1.516434150685390155e-10, 2.962577704435271215e-10, 3.658036599626316885e-10, 2.319270191383185947e-10, 2.319270191383185947e-10, 1.837336078761856514e-10, 1.301881163035029741e-10, 2.781622676035564656e-10, 3.626940203242329678e-10
1.974000000000000000e+03, 3.103852816952233427e-10, 1.486222314904584443e-10, 1.345161944342766245e-10, 2.188700733910777582e-10, 3.103852816952233427e-10, 3.006295546938806776e-10, 2.246698074697736637e-10, 2.246698074697736637e-10, 1.369778173995589207e-10, 1.486222314904584443e-10, 2.363387361465336776e-10, 2.973870070919450842e-10
1.975000000000000000e+03, 2.536806069310008242e-10, 2.188488866916114639e-10, 1.807209909200415239e-10, 2.269585978281426706e-10, 2.536806069310008242e-10, 2.086243337801604220e-10, 1.697324839476003353e-10, 1.697324839476003353e-10, 1.051714471315835092e-10, 2.188488866916114639e-10, 2.211444354219255528e-10, 2.053173568368221203e-10
1.976000000000000000e+03, 1.541720484409688880e-10, 1.254575204232492833e-10, 1.116553405792208456e-10, 1.494191461055072208e-10, 1.541720484409688880e-10, 2.830290998717885832e-10, 1.731708391705669763e-10, 1.731708391705669763e-10, 1.791925124651687460e-10, 1.254575204232492833e-10, 2.703987946932223634e-10, 2.795945277322863978e-10
1.977000000000000000e+03, 1.557662356241882931e-10, 8.267092728730630551e-11, 1.437335375293245294e-10, 1.496932971824761843e-10, 1.557662356241882931e-10, 2.248725527858558270e-10, 1.992900103240256292e-10, 1.992900103240256292e-10, 2.008937161680174592e-10, 8.267092728730630551e-11, 2.566221249446776375e-10, 2.213465228390620141e-10
1.978000000000000000e+03, 3.205250533413112492e-10, 9.486303225931886171e-11, 1.059098185531071743e-10, 2.208562601146289443e-10, 3.205250533413112492e-10, 2.036977264631417571e-10, 2.169188669462475396e-10, 2.169188669462475396e-10, 1.456741685399404145e-10, 9.486303225931886171e-11, 1.962543418706600296e-10, 2.001164377886396128e-10
1.979000000000000000e+03, 2.774805060317805658e-10, 2.308187931664758420e-10, 1.134684093741286238e-10, 1.799484929633486728e-10, 2.774805060317805658e-10, 4.801873005559113224e-10, 2.757358334199240163e-10, 2.757358334199240163e-10, 1.459228099640210606e-10, 2.308187931664758420e-10, 4.663049004587705425e-10, 4.765370819108892790e-10
1.980000000000000000e+03, 2.576045406377563343e-10, 2.027301904470798771e-10, 1.232388800464357018e-10, 1.535840620481612019e-10, 2.576045406377563343e-10, 2.274498143424225650e-10, 3.084934130280246320e-10, 3.084934130280246320e-10, 1.216546087039084050e-10, 2.027301904470798771e-10, 2.473539508641741424e-10, 2.238162981929552884e-10
1.981000000000000000e+03, 2.021788077190717347e-10, 1.424521285374280558e-10, 1.453271415484589528e-10, 2.635177739409303145e-10, 2.021788077190717347e-10, 4.530728560411374107e-10, 2.115117523084091523e-10, 2.115117523084091523e-10, 8.442608412359775440e-11, 1.424521285374280558e-10, 2.352847246204281632e-10, 4.489079961395333855e-10
1.982000000000000000e+03, 2.436836184860455248e-10, 1.723062196591117736e-10, 2.116800577037993736e-10, 1.616441880328873935e-10, 2.436836184860455248e-10, 2.912962715889831413e-10, 2.545553215607363584e-10, 2.545553215607363584e-10, 1.240863262491153355e-10, 1.723062196591117736e-10, 1.679415142677205972e-10, 2.868300261645477130e-10
1.983000000000000000e+03, 1.468242633855766736e-10, 2.020108673735185741e-10, 1.419781473121147940e-10, 1.581006379470515183e-10, 1.468242633855766736e-10, 2.386837771370385978e-10, 1.796739485551754152e-10, 1.796739485551754152e-10, 8.674114844539061169e-11, 2.020108673735185741e-10, 1.859032807850748760e-10, 2.340057548521465452e-10
1.984000000000000000e+03, 3.755948973803343063e-10, 1.202082896824762005e-10, 1.189931417766805299e-10, 5.583358549928111795e-10, 3.755948973803343063e-10, 3.444511482262397401e-10, 2.165419468102242193e-10, 2.165419468102242193e-10, 1.003557039216377730e-10, 1.202082896824762005e-10, 1.931860609323970374e-10, 3.396464737133854639e-10
1.985000000000000000e+03, 1.299133607789465427e-10, 8.812844367736558565e-11, 2.134379936509499510e-10, 2.161628267442588284e-10, 1.299133607789465427e-10, 3.204344977597702557e-10, 2.282781441079672329e-10, 2.282781441079672329e-10, 1.099384183377270666e-10, 8.812844367736558565e-11, 2.033937630865007477e-10, 3.155807815398707124e-10
1.986000000000000000e+03, 2.508445863182601003e-10, 1.189644063297368808e-10, 1.433621480500924123e-10, 2.190505096681827070e-10, 2.508445863182601003e-10, 2.353519673630457176e-10, 2.699548161715222819e-10, 2.699548161715222819e-10, 1.940944840558793614e-10, 1.189644063297368808e-10, 2.050770767677228149e-10, 2.302916851979812825e-10
1.987000000000000000e+03, 1.584953005375362090e-10, 1.532668012806446356e-10, 1.333506816087091936e-10, 1.026250967070323684e-10, 1.584953005375362090e-10, 2.958413010583247418e-10, 1.933571408915642884e-10, 1.933571408915642884e-10, 1.026296259854386640e-10, 1.532668012806446356e-10, 2.431853888153637326e-10, 2.904321935246819210e-10
1.988000000000000000e+03, 1.603815073849625582e-10, 1.247228927725907754e-10, 1.343208163489584850e-10, 1.832295220448187577e-10, 1.603815073849625582e-10, 2.684875018148763463e-10, 1.803759995921290721e-10, 1.803759995921290721e-10, 1.607788563090409565e-10, 1.247228927725907754e-10, 3.176149441923176959e-10, 2.630938877881762494e-10
1.989000000000000000e+03, 2.448348590026009819e-10, 1.015269943885572429e-10, 1.504532696328139012e-10, 2.074755931926228344e-10, 2.448348590026009819e-10, 2.869192157641049328e-10, 2.301477795165510722e-10, 2.301477795165510722e-10, 1.168636481993621179e-10, 1.015269943885572429e-10, 3.957963666870889440e-10, 2.815720964004208783e-10
1.990000000000000000e+03, 1.886366740541512367e-10, 1.326535138826462335e-10, 2.198718655805070528e-10, 2.472526955673835102e-10, 1.886366740541512367e-10, 3.488966940860917396e-10, 1.928673573151848630e-10, 1.928673573151848630e-10, 2.252314549265309299e-10, 1.326535138826462335e-10, 1.338240121529661411e-10, 3.436792207099374653e-10
1.991000000000000000e+03, 1.693171955138822392e-10, 1.230746452843831250e-10, 1.482794059912734613e-10, 1.764083128148018768e-10, 1.693171955138822392e-10, 3.694124502280319034e-10, 2.009732615073081576e-10, 2.009732615073081576e-10, 2.133872890864506151e-10, 1.230746452843831250e-10, 1.364338635002757080e-10, 3.648696834479079689e-10
1.992000000000000000e+03, 2.216420148061320803e-10, 1.251745954172793918e-10, 1.713503255521219223e-10, 1.155221735732865058e-10, 2.216420148061320803e-10, 3.937685868711891275e-10, 1.861685833543411730e-10, 1.861685833543411730e-10, 1.356046285924656176e-10, 1.251745954172793918e-10, 1.580287985759219296e-10, 3.898856241337851852e-10
1.993000000000000000e+03, 2.153775744697864681e-10, 1.409226674692402371e-10, 1.387745971498630390e-10, 1.703718385171816402e-10, 2.153775744697864681e-10, 4.399569337826025621e-10, 1.697414232097228564e-10, 1.697414232097228564e-10, 1.854246768315808022e-10, 1.409226674692402371e-10, 2.655798689494975968e-10, 4.365539894062366735e-10
1.994000000000000000e+03, 3.429617684291799308e-10, 2.042062396830608750e-10, 2.379285605572950193e-10, 1.444119622357828225e-10, 3.429617684291799308e-10, 2.587404493384450549e-10, 2.129305443042001283e-10, 2.129305443042001283e-10, 1.756713701378865896e-10, 2.042062396830608750e-10, 1.784202408410291661e-10, 2.556149864448826838e-10
1.995000000000000000e+03, 2.069718065029168226e-10, 9.946679149910983023e-11, 1.622050408541377381e-10, 2.116870875772845673e-10, 2.069718065029168226e-10, 3.096736661491746419e-10, 2.204784320949611845e-10, 2.204784320949611845e-10, 1.771968243129808144e-10, 9.946679149910983023e-11, 2.513599909973640336e-10, 3.068571276570158763e-10
1.996000000000000000e+03, 3.139410558824268670e-10, 2.051812717600330885e-10, 1.764775736729286785e-10, 2.278793679860546552e-10, 3.139410558824268670e-10, 1.693607767035874788e-10, 2.181679088591559403e-10, 2.181679088591559403e-10, 2.923336866728603324e-10, 2.051812717600330885e-10, 2.082674314858076120e-10, 1.667561486437585080e-10
1.997000000000000000e+03, 1.804500075182551158e-10, 1.726097019890720990e-10, 1.693022152758053504e-10, 1.647836010964630401e-10, 1.804500075182551158e-10, 2.523584573599715051e-10, 2.610996210512660851e-10, 2.610996210512660851e-10, 1.463422494264748154e-10, 1.726097019890720990e-10, 1.594059580005959076e-10, 2.499106917771078395e-10
1.998000000000000000e+03, 1.626282361932663309e-10, 1.563003373045476614e-10, 1.653125755711853405e-10, 3.467923671015959529e-10, 1.626282361932663309e-10, 1.428439395776734977e-10, 2.517358499267995531e-10, 2.517358499267995531e-10, 1.985587999884669463e-10, 1.563003373045476614e-10, 2.130751002616276549e-10, 1.404278475423118149e-10
1.999000000000000000e+03, 3.032986014964255581e-10, 1.638052722981970457e-10, 1.708443991632307955e-10, 2.251360000340560876e-10, 3.032986014964255581e-10, 3.949931633792452968e-10, 1.843978987322099055e-10, 1.843978987322099055e-10, 1.167143495200597731e-10, 1.638052722981970457e-10, 1.682519535266176323e-10, 3.926916770086313924e-10
2.000000000000000000e+03, 3.248802151134094039e-10, 9.661892076553041018e-11, 1.444235062901190969e-10, 1.569753219249904974e-10, 3.248802151134094039e-10, 1.838350073809457027e-10, 2.269337919604639236e-10, 2.269337919604639236e-10, 2.629347918142168022e-10, 9.661892076553041018e-11, 1.862239021648656471e-10, 1.816506227614122297e-10
2.001000000000000000e+03, 2.458913369193436926e-10, 1.432238356632496175e-10, 1.480185199246673127e-10, 2.519688713724362980e-10, 2.458913369193436926e-10, 4.044703765245177701e-10, 1.615109020869014855e-10, 1.615109020869014855e-10, 1.003288902669787561e-10, 1.432238356632496175e-10, 1.478140373773415478e-10, 4.008820294365075692e-10
2.002000000000000000e+03, 2.313774249045010805e-10, 1.626497937321778387e-10, 1.681586444915594816e-10, 2.550456751694082229e-10, 2.313774249045010805e-10, 1.834954620211180928e-10, 2.631507675317881609e-10, 2.631507675317881609e-10, 8.003030969983961898e-11, 1.626497937321778387e-10, 2.556901488281702625e-10, 1.799667602135251629e-10
2.003000000000000000e+03, 2.503710333325676606e-10, 1.466748109205262066e-10, 1.932166741110072104e-10, 2.090259376326994142e-10, 2.503710333325676606e-10, 1.580669118316345766e-10, 2.614098378571096177e-10, 2.614098378571096177e-10, 1.785734095034983316e-10, 1.466748109205262066e-10, 2.760364176357563399e-10, 1.550369874510916646e-10
2.004000000000000000e+03, 6.276656162817319441e-10, 1.266828823366812681e-10, 1.888133564983345372e-10, 3.675665327060832757e-10, 6.276656162817319441e-10, 3.718543725093974967e-10, 1.794423411913278098e-10, 1.794423411913278098e-10, 1.676470120783527106e-10, 1.266828823366812681e-10, 1.979710212716770586e-10, 3.674637081686521862e-10
2.005000000000000000e+03, 3.997096096269839138e-10, 1.070770972114394925e-10, 2.138646357878761876e-10, 1.202043734646860993e-10, 3.997096096269839138e-10, 2.561299010714391300e-10, 3.303345792496053413e-10, 3.303345792496053413e-10, 1.467076745349254929e-10, 1.070770972114394925e-10, 2.868392096046585496e-10, 2.507779419876188123e-10
2.006000000000000000e+03, 2.022484398264254579e-10, 8.667473646109017392e-11, 1.734244791103891280e-10, 2.186423293628538142e-10, 2.022484398264254579e-10, 2.310981673002350169e-10, 2.752623909505210334e-10, 2.752623909505210334e-10, 1.796667272428941059e-10, 8.667473646109017392e-11, 3.844951535382846854e-10, 2.261633525318674859e-10
2.007000000000000000e+03, 1.717696677571908061e-10, 1.473958014178189334e-10, 1.234714705075638109e-10, 5.765956320581576375e-10, 1.717696677571908061e-10, 2.253271462741173727e-10, 4.833400305729150499e-10, 4.833400305729150499e-10, 1.118934839380767381e-10, 1.473958014178189334e-10, 1.576087990440750237e-10, 2.213265132707810082e-10
2.008000000000000000e+03, 1.869017571996994898e-10, 1.769591345906360958e-10, 1.883745889733237589e-10, 2.194155775858136293e-10, 1.869017571996994898e-10, 2.367820399932433532e-10, 2.242288234167563238e-10, 2.242288234167563238e-10, 1.327188609466086095e-10, 1.769591345906360958e-10, 1.598428476617149275e-10, 2.330105051016222717e-10
2.009000000000000000e+03, 1.627698643196701738e-10, 1.092979591629599359e-10, 1.616614164292584292e-10, 2.404419657045121728e-10, 1.627698643196701738e-10, 3.402928770409389216e-10, 2.047466381993994364e-10, 2.047466381993994364e-10, 1.012502524006411712e-10, 1.092979591629599359e-10, 1.623671625885245113e-10, 3.364255333755821535e-10
2.010000000000000000e+03, 2.908932403768508978e-10, 2.345815438299682094e-10, 1.662849399438643976e-10, 1.176510625414957787e-10, 2.908932403768508978e-10, 2.146757448125823749e-10, 2.538959269413063701e-10, 2.538959269413063701e-10, 2.304714811561963361e-10, 2.345815438299682094e-10, 2.377418797507915721e-10, 2.112908523438485137e-10
2.011000000000000000e+03, 2.433786307699258990e-10, 1.544637042790565348e-10, 1.582638797878554136e-10, 2.378552024137555381e-10, 2.433786307699258990e-10, 2.722619231835910863e-10, 2.595789142828833393e-10, 2.595789142828833393e-10, 1.344107032955590546e-10, 1.544637042790565348e-10, 3.035880210217261541e-10, 2.691691245628832732e-10
2.012000000000000000e+03, 1.745615065868373850e-10, 1.897278818994096732e-10, 2.348405860694260467e-10, 2.316309366754702371e-10, 1.745615065868373850e-10, 1.987106412705772986e-10, 1.816126130830981859e-10, 1.816126130830981859e-10, 1.431314730265656727e-10, 1.897278818994096732e-10, 1.146983675951111202e-10, 1.956942779423335423e-10
2.013000000000000000e+03, 2.102681403286115607e-10, 1.051924807327277512e-10, 1.956393251877646229e-10, 2.789214701069226974e-10, 2.102681403286115607e-10, 1.544340073925997934e-10, 2.181777553742923442e-10, 2.181777553742923442e-10, 9.909497475986013638e-11, 1.051924807327277512e-10, 1.918162325359080488e-10, 1.516892057949136620e-10
2.014000000000000000e+03, 3.326228921635809371e-10, 1.339826306129418858e-10, 2.744748119389685422e-10, 2.013492972057506658e-10, 3.326228921635809371e-10, 2.269577430959806421e-10, 2.347704901346843060e-10, 2.347704901346843060e-10, 9.039735892565919734e-11, 1.339826306129418858e-10, 1.864404917896759434e-10, 2.243803906558261781e-10
