year, CNRM-ESM2-1, CESM2-WACCM, UKESM1-0-LL, IPSL-CM6A-LR
1.903000000000000000e+03, 1.161186919582920185e-10, 1.396118246880065078e-10, 6.348198503611329309e-10, -7.212635514095943910e-10
1.904000000000000000e+03, 1.169318885035774318e-10, 1.402773957136013292e-10, 6.383493002445709999e-10, -6.794142143627904039e-10
1.905000000000000000e+03, 1.175645048364864409e-10, 1.407065862776594366e-10, 7.238545045469154864e-10, -7.496978075464929377e-10
1.906000000000000000e+03, 1.189639703601942206e-10, 1.418249702968792005e-10, 6.366162074508711901e-10, -7.582451190638034121e-10
1.907000000000000000e+03, 1.178775845534078816e-10, 1.417353737781950068e-10, 6.263034243013996033e-10, -7.681182130198563173e-10
1.908000000000000000e+03, 1.184434628402092777e-10, 1.413277917335736129e-10, 6.429727555173922428e-10, -7.723913637240368249e-10
1.909000000000000000e+03, 1.148412666306159597e-10, 1.415972229499580679e-10, 6.587273741189133191e-10, -7.665467040937510632e-10
1.910000000000000000e+03, 1.158287540448326531e-10, 1.422067449568699959e-10, 6.453277730569012468e-10, -7.592364205615746059e-10
1.911000000000000000e+03, 1.487252289875371462e-10, 1.775704308498607578e-10, 6.533915165641482684e-10, -8.190877205018328882e-10
1.912000000000000000e+03, 1.503746510915171140e-10, 1.795065363996201817e-10, 6.188534743916645557e-10, -8.207468392193606733e-10
1.913000000000000000e+03, 1.520450790703882012e-10, 1.810346457943605740e-10, 5.910082887369756914e-10, -7.614683043931903894e-10
1.914000000000000000e+03, 1.546602810707505022e-10, 1.839428790569798467e-10, 5.804350363167775703e-10, -8.135082595414250474e-10
1.915000000000000000e+03, 1.573181218731857877e-10, 1.862196296066223018e-10, 5.913523269544971413e-10, -7.985671374956687598e-10
1.916000000000000000e+03, 1.602946474074693221e-10, 1.878912726314528461e-10, 5.979864258338330241e-10, -7.792517522646706031e-10
1.917000000000000000e+03, 1.645786712072292716e-10, 1.890505605856385190e-10, 6.245777628057065552e-10, -7.850942382100148539e-10
1.918000000000000000e+03, 1.664870701281349687e-10, 1.905566911762385020e-10, 6.258137402976512716e-10, -8.308552995539995312e-10
1.919000000000000000e+03, 1.693639941824412909e-10, 1.917364477428926134e-10, 6.587601896977701518e-10, -8.966002887191188192e-10
1.920000000000000000e+03, 1.714049609278914721e-10, 1.930266757826886914e-10, 6.753962541325905231e-10, -8.729626112495729448e-10
1.921000000000000000e+03, 1.446381768532858233e-10, 1.663467354971304639e-10, 6.802555841247448548e-10, -8.456534703809471956e-10
1.922000000000000000e+03, 1.451009534398977478e-10, 1.659653800938598402e-10, 6.700797678103153328e-10, -8.031352429747536258e-10
1.923000000000000000e+03, 1.450518266029816440e-10, 1.665217819395595848e-10, 6.183400523382910841e-10, -8.858456062370914763e-10
1.924000000000000000e+03, 1.446242673176896243e-10, 1.669946914639455821e-10, 6.281725022232623261e-10, -8.651572911719683755e-10
1.925000000000000000e+03, 1.443606701137893612e-10, 1.677575530517859269e-10, 6.468162436935760332e-10, -8.759551349850776438e-10
1.926000000000000000e+03, 1.452686204641578841e-10, 1.691681145255867930e-10, 6.339474463652942334e-10, -8.907057433741674964e-10
1.927000000000000000e+03, 1.461709344370617183e-10, 1.694488655710367473e-10, 6.582229919168758945e-10, -9.100487384699043060e-10
1.928000000000000000e+03, 1.456975299928513055e-10, 1.715494220228790732e-10, 6.706639974525808483e-10, -9.260225606954345251e-10
1.929000000000000000e+03, 1.450254922868356802e-10, 1.728425837449388451e-10, 5.930878019843330716e-10, -8.600724680171387288e-10
1.930000000000000000e+03, 1.445922276079223174e-10, 1.753159011495669993e-10, 5.839926016447883344e-10, -8.663232174081781695e-10
1.931000000000000000e+03, 1.073985970061321450e-10, 1.623203181480734246e-10, 5.813750953703750618e-10, -8.992445410917166414e-10
1.932000000000000000e+03, 1.063236134437338140e-10, 1.631095958117240949e-10, 6.282412974457387446e-10, -8.975782803337301603e-10
1.933000000000000000e+03, 1.043654541018667206e-10, 1.653030045868125921e-10, 6.618600574613061714e-10, -8.669455924682920483e-10
1.934000000000000000e+03, 1.028341867914177639e-10, 1.676623836711167098e-10, 6.127447733777900111e-10, -8.365100073172349829e-10
1.935000000000000000e+03, 1.032620904085978628e-10, 1.695560122791083475e-10, 5.793091754655360947e-10, -8.800293932781772364e-10
1.936000000000000000e+03, 1.032393225103732361e-10, 1.696944913318248715e-10, 6.015201214515581739e-10, -8.615032082359879222e-10
1.937000000000000000e+03, 1.020644685852881231e-10, 1.721198146519538560e-10, 7.160353115148033805e-10, -9.123458562169431542e-10
1.938000000000000000e+03, 1.025699533081582076e-10, 1.750564981102934408e-10, 6.876766863792396767e-10, -9.614976398199019680e-10
1.939000000000000000e+03, 1.024443438441694323e-10, 1.769454656219310008e-10, 7.450617331350870684e-10, -9.575266163778182208e-10
1.940000000000000000e+03, 1.014651241089339764e-10, 1.794808374368346457e-10, 6.650766262303059491e-10, -9.647604621594253695e-10
1.941000000000000000e+03, 9.274109293069469692e-11, 1.689336706442873512e-10, 6.715800054174010163e-10, -9.333157513670025357e-10
1.942000000000000000e+03, 9.287277645256381075e-11, 1.699440300060793607e-10, 6.791491882236368590e-10, -9.508457790561557967e-10
1.943000000000000000e+03, 9.287484806909538397e-11, 1.722635996603136467e-10, 6.486634577474220850e-10, -9.501784004301810961e-10
1.944000000000000000e+03, 9.247958207519781776e-11, 1.748950218076078389e-10, 6.254858742378964845e-10, -9.819583882476572173e-10
1.945000000000000000e+03, 9.256559571014009415e-11, 1.768435062454383185e-10, 6.278802752374803401e-10, -9.678968545891953153e-10
1.946000000000000000e+03, 9.232527593179133887e-11, 1.791583448775294215e-10, 6.319360959974066977e-10, -9.807696590193094006e-10
1.947000000000000000e+03, 9.250622980949943304e-11, 1.818898638390629683e-10, 7.057974927127156257e-10, -9.511007779544833791e-10
1.948000000000000000e+03, 9.215621669602584810e-11, 1.837190227718567351e-10, 6.927975603316626305e-10, -9.795498784166318369e-10
1.949000000000000000e+03, 9.184161678856288948e-11, 1.863617829039175872e-10, 6.971536001487762154e-10, -1.016262327639650051e-09
1.950000000000000000e+03, 9.104885701655386570e-11, 1.881820960166946613e-10, 7.802621475059713695e-10, -1.040433337735785479e-09
1.951000000000000000e+03, 2.172897824941200324e-10, 2.924419591796053906e-10, 6.824484459044766666e-10, -1.025043819217193353e-09
1.952000000000000000e+03, 2.315604751750127245e-10, 3.011391202204769944e-10, 6.390632515770454449e-10, -1.037661215352418487e-09
1.953000000000000000e+03, 2.475971669424203998e-10, 3.080316766918576704e-10, 6.174057524940482199e-10, -1.005048206967102007e-09
1.954000000000000000e+03, 2.637627185607422290e-10, 3.159329613207406378e-10, 6.380767343438321201e-10, -1.078371371592566462e-09
1.955000000000000000e+03, 2.774788083029188568e-10, 3.227073673880574136e-10, 5.648850394788943410e-10, -1.072099325327656003e-09
1.956000000000000000e+03, 2.877630387757260551e-10, 3.284514509211289277e-10, 5.812398354556186707e-10, -1.057721735390932091e-09
1.957000000000000000e+03, 2.958380144014099556e-10, 3.325186385451164776e-10, 6.170139170802323607e-10, -9.816723935816460190e-10
1.958000000000000000e+03, 3.027908338391975870e-10, 3.380447868156455402e-10, 5.980154594800751184e-10, -1.036845300177251098e-09
1.959000000000000000e+03, 3.109985029284741389e-10, 3.439467663439710049e-10, 6.601239571044945414e-10, -1.073227260765606549e-09
1.960000000000000000e+03, 3.160776824683432540e-10, 3.498687438751308323e-10, 6.530312461906025510e-10, -1.082823251952599325e-09
1.961000000000000000e+03, 2.217097067212557417e-10, 3.288336150367199074e-10, 6.488762351660919900e-10, -1.070230685569385831e-09
1.962000000000000000e+03, 2.189349807834860304e-10, 3.353586524794277726e-10, 6.632351002491952591e-10, -1.114436246549663995e-09
1.963000000000000000e+03, 2.162300276069250938e-10, 3.393566942644852844e-10, 7.583048914033926886e-10, -1.089320065234671241e-09
1.964000000000000000e+03, 2.125763598912883534e-10, 3.430575293665395663e-10, 6.854425017674221671e-10, -1.105625178763732532e-09
1.965000000000000000e+03, 2.083143088414512177e-10, 3.464172486441008233e-10, 6.150410432203104483e-10, -1.066534675849888042e-09
1.966000000000000000e+03, 2.040007746903169507e-10, 3.482877042125780368e-10, 6.455755459796638771e-10, -1.134024167729555838e-09
1.967000000000000000e+03, 1.999385383817079794e-10, 3.504496232696985271e-10, 6.707830658288914689e-10, -1.053127111359092706e-09
1.968000000000000000e+03, 1.954954655638627440e-10, 3.516111802286433945e-10, 6.040834369160451322e-10, -1.074028437710298449e-09
1.969000000000000000e+03, 1.905706778210045629e-10, 3.518759137543974979e-10, 5.786269512900496416e-10, -1.102609888739547463e-09
1.970000000000000000e+03, 1.871475403430836503e-10, 3.526669251294342084e-10, 5.996403260084305771e-10, -1.062403698299358343e-09
1.971000000000000000e+03, 2.738711977314965917e-10, 4.236919938871480207e-10, 6.175932368112237981e-10, -1.102985089044163830e-09
1.972000000000000000e+03, 2.807509455327028759e-10, 4.271136009558994764e-10, 5.690855284802886705e-10, -1.115563762187070111e-09
1.973000000000000000e+03, 2.865495017360466070e-10, 4.316012266444993878e-10, 5.663047613767216778e-10, -1.122366007093707465e-09
1.974000000000000000e+03, 2.997124464603620658e-10, 4.355803082615634083e-10, 6.252446258165250060e-10, -1.144006862016600918e-09
1.975000000000000000e+03, 3.100652862380203694e-10, 4.387555518113146319e-10, 5.648637812664116948e-10, -1.159079161347211149e-09
1.976000000000000000e+03, 3.204976025085475162e-10, 4.447911922648164313e-10, 5.337783747632528337e-10, -1.161994764603616359e-09
1.977000000000000000e+03, 3.274271418649779048e-10, 4.494256711761625430e-10, 5.071439769917348965e-10, -1.108295515661080022e-09
1.978000000000000000e+03, 3.329481151412442452e-10, 4.532488364143782851e-10, 5.673522685144631223e-10, -1.177854687142525695e-09
1.979000000000000000e+03, 3.421702791524645142e-10, 4.565718080447336334e-10, 6.254370072258955274e-10, -1.145285908274077168e-09
1.980000000000000000e+03, 3.539123201813836646e-10, 4.591850003166799991e-10, 6.266070810710326197e-10, -1.136548682116418817e-09
1.981000000000000000e+03, 7.578599422862243826e-10, 6.670100148418267507e-10, 5.822644052252805630e-10, -1.221771469712506289e-09
1.982000000000000000e+03, 7.835691266643798757e-10, 6.830997879058973023e-10, 5.935185896264383688e-10, -1.302643636938094434e-09
1.983000000000000000e+03, 8.131871091047193759e-10, 6.936839119408454827e-10, 6.248213029495557893e-10, -1.334911144884019898e-09
1.984000000000000000e+03, 8.436290451497844147e-10, 7.076396942414064479e-10, 6.535413700440974138e-10, -1.384471269645864695e-09
1.985000000000000000e+03, 8.742795402924683402e-10, 7.116004708318332226e-10, 7.006452527793846477e-10, -1.427454573367431756e-09
1.986000000000000000e+03, 9.018398183773624796e-10, 7.214063845338302881e-10, 6.360767116129580079e-10, -1.471147972288680424e-09
1.987000000000000000e+03, 9.217864393672432696e-10, 7.287815356404368895e-10, 7.435670521590491785e-10, -1.476646801095508777e-09
1.988000000000000000e+03, 9.500142352149019945e-10, 7.371047606627891941e-10, 7.232632910238699107e-10, -1.495960174876662951e-09
1.989000000000000000e+03, 9.787792772869382737e-10, 7.275038570485726840e-10, 7.061724198010847541e-10, -1.501007989424695791e-09
1.990000000000000000e+03, 1.010255998941587200e-09, 6.509350441432756810e-10, 7.392903131919139738e-10, -1.534816343653787782e-09
1.991000000000000000e+03, 3.625218927325419342e-10, 3.597058394618988688e-10, 7.113232298223145694e-10, -1.408203501961350528e-09
1.992000000000000000e+03, 3.306459777428791605e-10, 3.389495674546075743e-10, 7.901662230294760844e-10, -1.405434872104772811e-09
1.993000000000000000e+03, 2.988340905290996805e-10, 3.215189589467096307e-10, 7.187944981903792939e-10, -1.375541684377205116e-09
1.994000000000000000e+03, 2.665414570918331253e-10, 3.071227491664597314e-10, 7.337310440561534313e-10, -1.330167400560346175e-09
1.995000000000000000e+03, 2.337915412360522267e-10, 2.944541458729379274e-10, 7.237600291764121638e-10, -1.392634908246539779e-09
1.996000000000000000e+03, 2.026391215323193014e-10, 2.840055712675186815e-10, 7.158163878810466445e-10, -1.391954913352496321e-09
1.997000000000000000e+03, 1.707860222861293252e-10, 2.753502442547872382e-10, 7.610311765258707830e-10, -1.458622114779547564e-09
1.998000000000000000e+03, 1.381544213768295423e-10, 2.679495218421606636e-10, 7.555764401698564237e-10, -1.289929736731537661e-09
1.999000000000000000e+03, 1.052034592415633467e-10, 2.621047260386055073e-10, 7.719375494542464653e-10, -1.330336151967201131e-09
2.000000000000000000e+03, 7.225815092973110067e-11, 2.560270569243062475e-10, 7.757990450129325910e-10, -1.304263389807862288e-09
2.001000000000000000e+03, 5.048122849639376979e-10, 4.419019142041831238e-10, 6.985274871066830545e-10, -1.445173851208725189e-09
2.002000000000000000e+03, 9.663632422640668724e-11, 2.545454955813028360e-10, 7.294409350349466687e-10, -1.343470949623873331e-09
2.003000000000000000e+03, 8.122490070648661482e-11, 2.432600050450161172e-10, 8.045858375960664057e-10, -1.388714786305246101e-09
2.004000000000000000e+03, 9.648720998951443584e-10, 6.229489057478657656e-10, 7.305759113409245547e-10, -1.587989466600398452e-09
2.005000000000000000e+03, 1.441460366757269190e-10, 2.586540325442524095e-10, 6.451074043835689586e-10, -1.386617013453564498e-09
2.006000000000000000e+03, 1.374139764068783445e-10, 2.391533757801594136e-10, 7.111132321397149853e-10, -1.371309406233737019e-09
2.007000000000000000e+03, 1.405681625928333118e-10, 2.294053400326736964e-10, 7.179740064801311469e-10, -1.394224573093620810e-09
2.008000000000000000e+03, 1.336921085481864807e-10, 2.332728888291564620e-10, 6.024377800761002809e-10, -1.347212368178495511e-09
2.009000000000000000e+03, 3.977446640074270144e-10, 3.437956581005340894e-10, 5.862736657637633353e-10, -1.350856590214633450e-09
2.010000000000000000e+03, 7.552035506152929553e-10, 4.042223977034548997e-10, 6.039721387867229658e-10, -1.400715803385801004e-09
2.011000000000000000e+03, 1.484791213094609759e-10, 2.618882824635895390e-10, 6.224301674630770996e-10, -1.408987699850463946e-09
2.012000000000000000e+03, 1.487867918379181404e-10, 2.450321756949600839e-10, 6.371996695594808394e-10, -1.473341004099616210e-09
2.013000000000000000e+03, 1.451428949198112242e-10, 2.421637141647645348e-10, 6.431085873933104821e-10, -1.465127698924168871e-09
2.014000000000000000e+03, 9.910041982488069032e-11, 2.390091682493011423e-10, 6.367991053856547185e-10, -1.469605823405986737e-09
