year, IPSL-CM6A-LR, CanESM5, NorESM2-MM, UKESM1-0-LL, CNRM-ESM2-1, NorESM2-LM, EC-Earth3-Veg, TaiESM1, MPI-ESM1-2-LR, MIROC-ES2L, GFDL-ESM4, ACCESS-ESM1-5, CESM2-WACCM, CMCC-CM2-SR5
1.962000000000000000e+03, 3.672968317509197078e+01, 1.230801519990635597e+02, 9.762418877344939006e+01, 2.001599464963310595e+02, 1.371069517847429324e+02, 9.770239603802002648e+01, 1.335054318645279636e+02, 6.677628906196851233e+01, 5.674522467448971952e+01, 9.141362236303177724e+01, 3.992032959269548087e+01, 9.231441319164180470e+01, 1.093254086498899653e+02, 2.705351324809838616e+02
1.963000000000000000e+03, 3.674219571415256524e+01, 1.230539840076057487e+02, 9.766502087511334196e+01, 1.999617083985883426e+02, 1.371688322068637262e+02, 9.770125719238033923e+01, 1.334995587117314528e+02, 6.675838738044036802e+01, 5.673326216688973034e+01, 9.145884311311971260e+01, 3.994990271522907221e+01, 9.234236029619253827e+01, 1.093291720783930856e+02, 2.706124984599039180e+02
1.964000000000000000e+03, 3.676116115506325599e+01, 1.230431001637273170e+02, 9.769066039183636008e+01, 2.000532029569108090e+02, 1.372604055440179991e+02, 9.771803795247851099e+01, 1.335024693708813857e+02, 6.682170748970477803e+01, 5.686938826470134956e+01, 9.151985306279260612e+01, 3.993134196240013267e+01, 9.235339338516388352e+01, 1.093721027188491064e+02, 2.706815750426983413e+02
1.965000000000000000e+03, 3.677657238330434808e+01, 1.230104173613464127e+02, 9.772571186985739189e+01, 2.003262847956040389e+02, 1.373494308845834837e+02, 9.775871814767015167e+01, 1.335129936502426631e+02, 6.692282475538033282e+01, 5.686984953173119095e+01, 9.157799876731924371e+01, 3.996002777983662213e+01, 9.236073184177486439e+01, 1.094183583212303859e+02, 2.707030719088951969e+02
1.966000000000000000e+03, 3.679974768638827243e+01, 1.229868005846293784e+02, 9.775719581873771347e+01, 2.002539856758326096e+02, 1.374304868115078193e+02, 9.779509445021164993e+01, 1.335225822326102900e+02, 6.693070116245539225e+01, 5.688346345085890476e+01, 9.166654116750882508e+01, 3.999729385243001190e+01, 9.237711165827218451e+01, 1.094273246849593875e+02, 2.706951187470869513e+02
1.967000000000000000e+03, 3.682194424716384162e+01, 1.229847058620235032e+02, 9.779904431946906129e+01, 2.000937106606366171e+02, 1.374817454545639919e+02, 9.781780136942630577e+01, 1.335378800921689901e+02, 6.687840750374959953e+01, 5.693859192985615181e+01, 9.173473868066562886e+01, 3.999737916472417965e+01, 9.239971791045428517e+01, 1.094291745208668942e+02, 2.706964281026489516e+02
1.968000000000000000e+03, 3.682965038748934461e+01, 1.229861419624958785e+02, 9.783983038030096679e+01, 2.001439253215573331e+02, 1.375609812164341577e+02, 9.783944258153569251e+01, 1.335630064153260719e+02, 6.687502329824030767e+01, 5.689962570624076932e+01, 9.180282651487307533e+01, 4.000819783472754665e+01, 9.245092936123658944e+01, 1.094700629571032948e+02, 2.707796377172081748e+02
1.969000000000000000e+03, 3.683440793155265425e+01, 1.229839283466916555e+02, 9.789817371080128794e+01, 2.002579573602546930e+02, 1.376347983886035422e+02, 9.789377204527947640e+01, 1.335807298263285361e+02, 6.691694270199663208e+01, 5.695253197452295524e+01, 9.186005480353503572e+01, 4.003389118970711991e+01, 9.251489546998386970e+01, 1.095262412814254702e+02, 2.708322094322789440e+02
1.970000000000000000e+03, 3.684634979831015755e+01, 1.229958790497908439e+02, 9.795528547859126434e+01, 2.003571687751245349e+02, 1.376805781006623022e+02, 9.797376965193041087e+01, 1.336033277179452341e+02, 6.694230108023845105e+01, 5.696049688632276542e+01, 9.188684517513689798e+01, 4.000489768034450577e+01, 9.257852525244469177e+01, 1.095286633599453694e+02, 2.708408832710937304e+02
1.971000000000000000e+03, 3.685969472862557694e+01, 1.229899288985646564e+02, 9.798501176636543164e+01, 2.004649435813288676e+02, 1.377569529461415812e+02, 9.802163012890447646e+01, 1.336071497576076581e+02, 6.690170447771605211e+01, 5.695318995700178277e+01, 9.196429412747835386e+01, 3.999234596022948551e+01, 9.264895829587662490e+01, 1.095215043138073696e+02, 2.709362884904077191e+02
1.972000000000000000e+03, 3.686636446483446861e+01, 1.229717686602228071e+02, 9.803208846320322323e+01, 2.006363323873423496e+02, 1.378067657596787399e+02, 9.808309041607198253e+01, 1.335807778178413230e+02, 6.694163078547228451e+01, 5.692345695302326192e+01, 9.204263318427388185e+01, 3.998363279951526295e+01, 9.271025408253753142e+01, 1.095513731617276818e+02, 2.709848773806133977e+02
1.973000000000000000e+03, 3.687395496393239824e+01, 1.229531483732480694e+02, 9.808637314571018351e+01, 2.007208379389630579e+02, 1.378878303732360848e+02, 9.815167295660921809e+01, 1.335781243464883801e+02, 6.698358392620437485e+01, 5.694984736679709414e+01, 9.210717500020886916e+01, 3.995685348016825600e+01, 9.275756590519736733e+01, 1.095792177031151340e+02, 2.710075481288266133e+02
1.974000000000000000e+03, 3.688326627760670107e+01, 1.229258604456077961e+02, 9.816282566083638983e+01, 2.006714492397562140e+02, 1.379696302328189290e+02, 9.818914722067067657e+01, 1.336117291802475791e+02, 6.695975993720918495e+01, 5.699760299252496054e+01, 9.221782247715985648e+01, 3.997887874093431293e+01, 9.281632302485989783e+01, 1.095949807552417070e+02, 2.710300760923331609e+02
1.975000000000000000e+03, 3.689746280480162710e+01, 1.229093487300743419e+02, 9.827861871159963414e+01, 2.008256081606977546e+02, 1.380701674171544937e+02, 9.820775371237580487e+01, 1.336367003939086260e+02, 6.699149400008768396e+01, 5.698610593298890592e+01, 9.234325355420921255e+01, 3.999764495220917837e+01, 9.286927103938768369e+01, 1.096247534471049221e+02, 2.710648575207497402e+02
1.976000000000000000e+03, 3.690717637644927152e+01, 1.228988629183217114e+02, 9.836103590188588441e+01, 2.009822684043298011e+02, 1.381710974152557583e+02, 9.823358098807312899e+01, 1.336459863248620081e+02, 6.705309219487621419e+01, 5.699128463038966430e+01, 9.244584429959631677e+01, 4.000905973420955064e+01, 9.294414251952424877e+01, 1.096521727760714100e+02, 2.711440774401417571e+02
1.977000000000000000e+03, 3.691841911886595540e+01, 1.228849369051224443e+02, 9.840023850999376975e+01, 2.010602984406653775e+02, 1.382592673676560651e+02, 9.834605608201536597e+01, 1.336554807325313448e+02, 6.698896322092195987e+01, 5.698444321100077303e+01, 9.256527615699766898e+01, 3.998528106130293480e+01, 9.301592735832736025e+01, 1.096801124045926059e+02, 2.712363449613128523e+02
1.978000000000000000e+03, 3.693148013945153707e+01, 1.228597439315450259e+02, 9.846499799587321888e+01, 2.010623181813352858e+02, 1.383460804868030323e+02, 9.844251553451690029e+01, 1.336571589996610214e+02, 6.697100937136505650e+01, 5.706028391703062397e+01, 9.268450533491223098e+01, 3.994569496723379132e+01, 9.306931508243435758e+01, 1.097214742806811643e+02, 2.713044778351246578e+02
1.979000000000000000e+03, 3.695199962484579714e+01, 1.228518077754987985e+02, 9.853118091987738580e+01, 2.009835610694621266e+02, 1.384411938511685491e+02, 9.850045421472525220e+01, 1.336510039957106244e+02, 6.703422481365052477e+01, 5.714200417206904348e+01, 9.278809822713668609e+01, 3.992088843071409343e+01, 9.310031919252725174e+01, 1.097644214904974831e+02, 2.714051521332482366e+02
1.980000000000000000e+03, 3.696562346379224095e+01, 1.228388848327226555e+02, 9.859642008828863879e+01, 2.009083208211997373e+02, 1.385280006800846309e+02, 9.857291005856815502e+01, 1.336548213821957063e+02, 6.712748140761999593e+01, 5.727052697564081996e+01, 9.288714479865625151e+01, 3.991939379957727141e+01, 9.312897751872219487e+01, 1.098125836173129244e+02, 2.714801009891169201e+02
1.981000000000000000e+03, 3.696347327779270131e+01, 1.228373390797082152e+02, 9.866464793244317377e+01, 2.010166248424096125e+02, 1.386443639093333502e+02, 9.862241509418568342e+01, 1.336715322798183081e+02, 6.710857454050528759e+01, 5.731123878779726510e+01, 9.297778138234788514e+01, 3.992716765340465201e+01, 9.316444192289462478e+01, 1.099003255701562836e+02, 2.715039651117310768e+02
1.982000000000000000e+03, 3.697426530190485039e+01, 1.228500351525035228e+02, 9.872671055750772950e+01, 2.011992068149921522e+02, 1.387340701443969806e+02, 9.865036368445964854e+01, 1.336910608765035420e+02, 6.711807689304397684e+01, 5.743845865126905892e+01, 9.307961269414603578e+01, 3.998437657185156269e+01, 9.321624140774969192e+01, 1.099717732575707885e+02, 2.714723577034953337e+02
1.983000000000000000e+03, 3.700281308353054044e+01, 1.228559429419240843e+02, 9.878665375351519629e+01, 2.012808714031196757e+02, 1.388495650742639498e+02, 9.868800934110653600e+01, 1.337194037780047040e+02, 6.720664961403278426e+01, 5.749068153362606637e+01, 9.319574071083771116e+01, 3.998203343757849382e+01, 9.326785172545410774e+01, 1.100374666405654409e+02, 2.715560122313544298e+02
1.984000000000000000e+03, 3.703006827465051742e+01, 1.228746087898690860e+02, 9.885533196831559621e+01, 2.012099761187472495e+02, 1.389834891787008075e+02, 9.875347810392517545e+01, 1.337562482970369899e+02, 6.732104688812738402e+01, 5.750974925274534399e+01, 9.331607503025382755e+01, 4.000217004010235655e+01, 9.330765982737794673e+01, 1.100982314464314982e+02, 2.717601861207539287e+02
1.985000000000000000e+03, 3.705287056218596575e+01, 1.228941424665419078e+02, 9.893064422037988948e+01, 2.011286482334638777e+02, 1.390976504698131180e+02, 9.882652555016900919e+01, 1.338031463795730645e+02, 6.724662253029502779e+01, 5.754055707561690269e+01, 9.347662294794182003e+01, 4.004267791485509775e+01, 9.334712903517568350e+01, 1.101999267715142423e+02, 2.719020003914078529e+02
1.986000000000000000e+03, 3.707546290854556759e+01, 1.229026316911005807e+02, 9.898640137142621143e+01, 2.011603093360038201e+02, 1.392169844284543387e+02, 9.891279953914038003e+01, 1.338298336056813866e+02, 6.722811778909675695e+01, 5.758752962370923001e+01, 9.363280586650799364e+01, 4.000540374974431046e+01, 9.341889010920637304e+01, 1.102151732370986679e+02, 2.718675439752685179e+02
1.987000000000000000e+03, 3.709938062790708813e+01, 1.229052893095683459e+02, 9.902008987929825423e+01, 2.009975208949219905e+02, 1.393425215021989914e+02, 9.898963440612692466e+01, 1.338398128489453427e+02, 6.728122133439286756e+01, 5.772687447898298529e+01, 9.376171567751680413e+01, 4.004003341620717293e+01, 9.350979772524873113e+01, 1.101938656260920908e+02, 2.718894833497525951e+02
1.988000000000000000e+03, 3.711843770479622862e+01, 1.229049632807019066e+02, 9.905504516285276395e+01, 2.007247069598674329e+02, 1.394679459370929919e+02, 9.905336879138859274e+01, 1.338222723387943347e+02, 6.732491094199819770e+01, 5.782305675517817889e+01, 9.389031648815837627e+01, 4.004145240740528777e+01, 9.359680978606166946e+01, 1.101496566566658970e+02, 2.720285771482206769e+02
1.989000000000000000e+03, 3.714021153708154799e+01, 1.229115759687047529e+02, 9.913043848138291025e+01, 2.007402337971290081e+02, 1.395914732748157689e+02, 9.912825428202081923e+01, 1.338146290994839660e+02, 6.735047785360754347e+01, 5.781227813207650712e+01, 9.402201135345346472e+01, 4.004266544031540320e+01, 9.367829866293701002e+01, 1.101665693355091236e+02, 2.720626986192828554e+02
1.990000000000000000e+03, 3.716042342489716077e+01, 1.229035741178500842e+02, 9.922167044790880652e+01, 2.007540427046586444e+02, 1.397253268082620252e+02, 9.919876021440406078e+01, 1.338011172709362597e+02, 6.737735368662386293e+01, 5.778892447832098611e+01, 9.415704321514830610e+01, 4.004970580075517006e+01, 9.372720590091527981e+01, 1.101961204854496543e+02, 2.720908639056476090e+02
1.991000000000000000e+03, 3.719092235581684491e+01, 1.228466963213738978e+02, 9.926584503570857976e+01, 2.007510880377906801e+02, 1.398266427438877884e+02, 9.928477845848632910e+01, 1.337972642399469123e+02, 6.737066253956253092e+01, 5.782637570524196491e+01, 9.432655351115380427e+01, 3.995248748783244963e+01, 9.377765823822205959e+01, 1.102150358747232985e+02, 2.722753232721158838e+02
1.992000000000000000e+03, 3.722142675331493678e+01, 1.227972921041161669e+02, 9.929330367829926729e+01, 2.007824448052926414e+02, 1.399529879692146892e+02, 9.938101496483248809e+01, 1.338451592683280467e+02, 6.741196670642737843e+01, 5.774499744442508131e+01, 9.450492800851935726e+01, 3.983462672550872696e+01, 9.384704049439599771e+01, 1.102335671787429874e+02, 2.723894055550233020e+02
1.993000000000000000e+03, 3.724296982482805873e+01, 1.227555757799042766e+02, 9.935819479208036853e+01, 2.008724942566278173e+02, 1.400943633767942060e+02, 9.943244460622362624e+01, 1.339049359189020834e+02, 6.751664447562767180e+01, 5.770254095401278249e+01, 9.471145809742512256e+01, 3.972166074553746995e+01, 9.392828888255654363e+01, 1.102641084051076490e+02, 2.724485808185049223e+02
1.994000000000000000e+03, 3.726202234915530198e+01, 1.227337160456568483e+02, 9.946353256390590047e+01, 2.008810327422047521e+02, 1.402319889247899880e+02, 9.945881512494078436e+01, 1.339155468066312267e+02, 6.757959231047544790e+01, 5.776557640583751407e+01, 9.491855956319706422e+01, 3.963221112395896029e+01, 9.399858742567361958e+01, 1.102980200581345542e+02, 2.725632461122075370e+02
1.995000000000000000e+03, 3.727892215630322426e+01, 1.226963014076194867e+02, 9.955740349367485464e+01, 2.009584845514648634e+02, 1.403831097524516167e+02, 9.953082412344153340e+01, 1.339160499667648594e+02, 6.757691628448927190e+01, 5.774923104226181181e+01, 9.509646927916119807e+01, 3.956706645692309365e+01, 9.406630757495940998e+01, 1.103510928489576344e+02, 2.726617902119459700e+02
1.996000000000000000e+03, 3.729823492275721719e+01, 1.226323524935427685e+02, 9.961518690725684166e+01, 2.010207937598053149e+02, 1.405244483031432310e+02, 9.961362878011401278e+01, 1.339046711878920064e+02, 6.757577980862724587e+01, 5.773930828576841634e+01, 9.528066931873743783e+01, 3.951793477698883805e+01, 9.412963698914118993e+01, 1.103938139988655962e+02, 2.726798183321250804e+02
1.997000000000000000e+03, 3.732299474940774076e+01, 1.225694330249141188e+02, 9.966153517597098244e+01, 2.010983448087432350e+02, 1.406577695790121822e+02, 9.967825521435507596e+01, 1.338918950978807061e+02, 6.767467368878423883e+01, 5.768495382883644851e+01, 9.545036030983546027e+01, 3.944223903646716423e+01, 9.416421062905205019e+01, 1.104597944661659028e+02, 2.727276832390786012e+02
1.998000000000000000e+03, 3.735752868615801248e+01, 1.225104958915123774e+02, 9.966456333290102521e+01, 2.010973488692764590e+02, 1.408026121072298622e+02, 9.973704301380509207e+01, 1.338991308990876234e+02, 6.764870024754544886e+01, 5.774771286735351339e+01, 9.559991120395110897e+01, 3.933247665686538852e+01, 9.418544655179968572e+01, 1.105198638139261504e+02, 2.729379256287627413e+02
1.999000000000000000e+03, 3.736067669682088876e+01, 1.224527482361270501e+02, 9.967826007261470522e+01, 2.012177611485983846e+02, 1.409436926883380181e+02, 9.980361662130816569e+01, 1.339330772578038307e+02, 6.767555900032105853e+01, 5.771096433964125083e+01, 9.583882464714251626e+01, 3.921112525027667317e+01, 9.417484196844760902e+01, 1.105388055694658362e+02, 2.730107614333861648e+02
2.000000000000000000e+03, 3.735877759998566461e+01, 1.224082100062942828e+02, 9.972809150451342930e+01, 2.013013225791715683e+02, 1.410384006737774598e+02, 9.985129370103250324e+01, 1.339709490849254792e+02, 6.771820967867549257e+01, 5.785397874119991002e+01, 9.606998065919974295e+01, 3.916026289147272621e+01, 9.417158759169531379e+01, 1.105412124865364092e+02, 2.729686346676317612e+02
2.001000000000000000e+03, 3.737535052630423138e+01, 1.223600805489006973e+02, 9.980840695919054895e+01, 2.014906915365048690e+02, 1.411857893350400275e+02, 9.991430800670741519e+01, 1.339764748591725834e+02, 6.773358901534665222e+01, 5.783011135517241996e+01, 9.627407183019190029e+01, 3.903624825712475399e+01, 9.419403341294548682e+01, 1.105212940586734618e+02, 2.730454210621450670e+02
2.002000000000000000e+03, 3.740141369989631670e+01, 1.223122151711911272e+02, 9.989605534914262819e+01, 2.014408821088330797e+02, 1.413102301913144743e+02, 9.992958829287405820e+01, 1.339783085129668336e+02, 6.780022127347639582e+01, 5.781572591223301316e+01, 9.646299605683120149e+01, 3.895260212079665507e+01, 9.420799315227222337e+01, 1.105205020835630307e+02, 2.732254479024279590e+02
2.003000000000000000e+03, 3.741539532508917887e+01, 1.222881243000213090e+02, 9.995203001582706293e+01, 2.013515688513198825e+02, 1.414453509003096485e+02, 9.995857197864036436e+01, 1.339965680490327031e+02, 6.787236901151570123e+01, 5.787434489044186847e+01, 9.663622039087556459e+01, 3.885653141238423558e+01, 9.420662574174446036e+01, 1.105236752085628638e+02, 2.733571224897514753e+02
2.004000000000000000e+03, 3.744971343758554383e+01, 1.222578531411500933e+02, 1.000493604907680947e+02, 2.015254482806415979e+02, 1.415823588807422198e+02, 1.000476498575779658e+02, 1.340295681547600282e+02, 6.791514735687570692e+01, 5.794694291043816747e+01, 9.681785121723574150e+01, 3.884649341789661747e+01, 9.420858374769176180e+01, 1.105393970036461582e+02, 2.733169304880501045e+02
2.005000000000000000e+03, 3.747713705440403231e+01, 1.222095823671090784e+02, 1.001669181186560564e+02, 2.016931567798031608e+02, 1.417154918558714769e+02, 1.001436113878874465e+02, 1.340228827068668807e+02, 6.784233207929011655e+01, 5.797408233850748616e+01, 9.699299776444034649e+01, 3.882723573654385518e+01, 9.417539973496523942e+01, 1.105715253626804042e+02, 2.732953187802743287e+02
2.006000000000000000e+03, 3.749391232523499440e+01, 1.221770938614666591e+02, 1.002037469303233053e+02, 2.017361725828145609e+02, 1.418510981042912533e+02, 1.002000204321495858e+02, 1.339964561586677121e+02, 6.786528363580259793e+01, 5.798923936159119563e+01, 9.715125084293897828e+01, 3.873160698166389437e+01, 9.415039967236029383e+01, 1.105684357449709267e+02, 2.734099398938329841e+02
2.007000000000000000e+03, 3.750345837001633953e+01, 1.221513943682964936e+02, 1.001914201253102448e+02, 2.017816433162167868e+02, 1.419974644537532527e+02, 1.002286655694964850e+02, 1.340001599250004176e+02, 6.792923266899255452e+01, 5.799748206972624587e+01, 9.729463308603243377e+01, 3.866659998388308850e+01, 9.416474595308797291e+01, 1.105803739541233455e+02, 2.735518194475206997e+02
2.008000000000000000e+03, 3.753607686943453103e+01, 1.221343966116308764e+02, 1.001883092720112671e+02, 2.018990822597141346e+02, 1.421278078549252086e+02, 1.002608459897076472e+02, 1.340259156592209138e+02, 6.798805728838216567e+01, 5.806491568103741940e+01, 9.747624323957934678e+01, 3.856166009704557496e+01, 9.417827700448098938e+01, 1.106125786779502533e+02, 2.736084567426691478e+02
2.009000000000000000e+03, 3.755913167467721792e+01, 1.221132128193182780e+02, 1.002305776014980694e+02, 2.019932301100524228e+02, 1.422273632869754749e+02, 1.003167295147047327e+02, 1.340822713818138538e+02, 6.798627660764813641e+01, 5.813350125521157707e+01, 9.770051756314661873e+01, 3.846869756422907471e+01, 9.419545525680318576e+01, 1.106211779668210795e+02, 2.736213955154515816e+02
2.010000000000000000e+03, 3.756666477361605416e+01, 1.220846286721300231e+02, 1.002773924218098358e+02, 2.020543445315910276e+02, 1.423609242536234092e+02, 1.003674794227582794e+02, 1.341399999435803920e+02, 6.800783083214774649e+01, 5.815247981284115752e+01, 9.789750999562724587e+01, 3.842295517906301683e+01, 9.424416042845989239e+01, 1.105904614026974997e+02, 2.737592105314769810e+02
2.011000000000000000e+03, 3.758348020690480240e+01, 1.220428218043385442e+02, 1.003095230867213701e+02, 2.020506581737607235e+02, 1.425057523814059550e+02, 1.004565959892353391e+02, 1.341675296960632977e+02, 6.807798902026320320e+01, 5.822826477081599705e+01, 9.806341887947078817e+01, 3.837710079164253330e+01, 9.427000678261843802e+01, 1.105808662649815659e+02, 2.738367261207298498e+02
2.012000000000000000e+03, 3.761403205470546141e+01, 1.219955329415868448e+02, 1.003536504167909698e+02, 2.019826798062690330e+02, 1.426741737448073764e+02, 1.005549967553799462e+02, 1.341641717509982072e+02, 6.811555850693513037e+01, 5.823710589318707775e+01, 9.822874560774860697e+01, 3.828530442726172112e+01, 9.425365674388062587e+01, 1.106257808881880464e+02, 2.739012091924185484e+02
2.013000000000000000e+03, 3.765987412257915423e+01, 1.219533358076753586e+02, 1.004222441605389093e+02, 2.021615810659640715e+02, 1.428026108853580638e+02, 1.006139009425554036e+02, 1.341750223929314529e+02, 6.815568644182093294e+01, 5.828250741066115381e+01, 9.839192792737793525e+01, 3.824487090356941366e+01, 9.423141961318745530e+01, 1.106811104978861806e+02, 2.741478972931587919e+02
2.014000000000000000e+03, 3.769819353583812216e+01, 1.219050603319710291e+02, 1.005202270006025032e+02, 2.022514992605917712e+02, 1.429200822720187034e+02, 1.006214371572427098e+02, 1.341583772585105407e+02, 6.815381332686010296e+01, 5.830833429491538311e+01, 9.858408834239247653e+01, 3.814954006622225080e+01, 9.421889665309845441e+01, 1.107168741651420731e+02, 2.742964432466406492e+02
