year, ACCESS-ESM1-5, NorESM2-MM, CESM2-WACCM, MPI-ESM1-2-LR, UKESM1-0-LL, MIROC-ES2L, TaiESM1, GFDL-ESM4, CMCC-CM2-SR5, IPSL-CM6A-LR, EC-Earth3-Veg, NorESM2-LM, CNRM-ESM2-1, CanESM5
1.958000000000000000e+03, 3.561827489189510754e+00, 3.325768081519683061e+00, 3.709731863676597463e+00, 4.724667318649331982e+00, 5.311778445474928390e+00, 3.209323043329443959e+00, 3.994691734615196665e+00, 3.166027150402057178e+00, 3.566179707728914572e+00, 1.979329456504010265e+00, 2.400455780509393566e+00, 3.402843929048056548e+00, 2.699321559417900751e+00, 4.081665479363515203e+00
1.959000000000000000e+03, 3.503390900963315957e+00, 3.352520425603029430e+00, 3.719463714404992238e+00, 4.578187288973070146e+00, 5.335042975126634168e+00, 3.211210709799167784e+00, 4.003972725109191444e+00, 3.059733086761885712e+00, 3.745144362701507301e+00, 1.992822019401823130e+00, 2.211641107778778537e+00, 3.299500218966989085e+00, 2.511693912711973731e+00, 3.905382552158754184e+00
1.960000000000000000e+03, 3.578729697911527730e+00, 3.292464589586789891e+00, 3.683272564295540175e+00, 4.591183213513792438e+00, 5.415333191793278544e+00, 3.213517945683607380e+00, 4.098633553849146516e+00, 3.075864207632085900e+00, 3.747127594300417641e+00, 2.004815616988466775e+00, 2.247466084644064388e+00, 3.450247451358678941e+00, 2.543073579001869255e+00, 3.770507416835595649e+00
1.961000000000000000e+03, 3.534398074054380778e+00, 3.354077674457561553e+00, 3.700647886200847392e+00, 4.518572041461437649e+00, 4.977345130941642992e+00, 3.311779148183219057e+00, 3.949992026149479418e+00, 3.023571080455510263e+00, 3.759181709337358068e+00, 2.018397005174188852e+00, 2.276826994139979021e+00, 3.461200000579127245e+00, 2.718105495194904631e+00, 3.857237176435754478e+00
1.962000000000000000e+03, 3.514859235167195450e+00, 3.309436848171230849e+00, 3.812249608203591933e+00, 4.610137888545862594e+00, 5.430441616982592201e+00, 3.214322735976852918e+00, 3.758819701495883070e+00, 3.018936212133758623e+00, 3.750402247143341139e+00, 2.013029183783881404e+00, 2.312627247980129308e+00, 3.436442489910546350e+00, 2.735460713051866666e+00, 3.947595403788600077e+00
1.963000000000000000e+03, 3.581113256527806765e+00, 3.316258155213107184e+00, 3.707029108792974981e+00, 4.577187865492388319e+00, 5.715938760681723352e+00, 3.231373488418279205e+00, 3.997840174189233764e+00, 3.074384066580747810e+00, 3.639307813968494898e+00, 2.023454814645735844e+00, 2.296642860798263186e+00, 3.604106080051995065e+00, 2.745464169272042732e+00, 3.862165604411204711e+00
1.964000000000000000e+03, 3.593933488969822676e+00, 3.291114659604468695e+00, 3.689422096493784942e+00, 4.787280010127334506e+00, 5.045699614998497395e+00, 3.229518704434978016e+00, 3.983190685463900316e+00, 3.050320579894020501e+00, 3.748964426466388389e+00, 1.964057074719453899e+00, 2.150431878411677822e+00, 3.513611274544690577e+00, 2.743510057912490030e+00, 3.785895558969098573e+00
1.965000000000000000e+03, 3.549426280546921664e+00, 3.378452168340200235e+00, 3.715758587811147873e+00, 4.537348050200136207e+00, 5.049792764158385516e+00, 3.185548969864672841e+00, 4.061513221634204029e+00, 3.023369254103803083e+00, 3.559019459431822074e+00, 1.979971180734241054e+00, 2.194420809799507932e+00, 3.542852626968985952e+00, 2.702867443455128083e+00, 3.622458288384208469e+00
1.966000000000000000e+03, 3.552222873227968591e+00, 3.334041083306188646e+00, 3.749221389134076432e+00, 4.605624870130049509e+00, 5.535870989959374988e+00, 3.311939335976474830e+00, 3.962474282541228021e+00, 3.038341770785558449e+00, 3.809043817960129363e+00, 2.022313356090726710e+00, 2.236201662853070538e+00, 3.661021126830980688e+00, 2.744529999460082248e+00, 3.877471243142855073e+00
1.967000000000000000e+03, 3.507298920170970113e+00, 3.342841666389998689e+00, 3.691510013703223514e+00, 4.781459892166767922e+00, 5.547979146147906881e+00, 3.260008281470203606e+00, 3.867160431084011307e+00, 3.071707813028209610e+00, 3.651500343089003398e+00, 2.004451724619134012e+00, 2.209204838616206867e+00, 3.628290035107995859e+00, 2.635326407171321605e+00, 3.773871473204410076e+00
1.968000000000000000e+03, 3.555652352259587978e+00, 3.325497156817741828e+00, 3.587891949257044910e+00, 4.541767470020976027e+00, 5.123644626886745712e+00, 3.210991870614592791e+00, 3.947910200607692488e+00, 3.040827632673379632e+00, 3.809620617234882545e+00, 1.995877666069376000e+00, 2.229167781953533378e+00, 3.514325037041583943e+00, 2.713780205873882245e+00, 3.845009801514492676e+00
1.969000000000000000e+03, 3.573457092302419369e+00, 3.534403945050346163e+00, 3.848450498898497774e+00, 4.565353139631369572e+00, 5.100645281792465902e+00, 3.226068132219345852e+00, 4.019634456204826733e+00, 3.089527128790303223e+00, 3.746951127382224911e+00, 1.972768437748928072e+00, 2.259497392494284718e+00, 3.381764045240015726e+00, 2.899641711128095878e+00, 3.769697815631114057e+00
1.970000000000000000e+03, 3.566211396314970639e+00, 3.514215772005941929e+00, 3.843230859022734869e+00, 4.526244588452136952e+00, 4.985599065878755454e+00, 3.238624379240562678e+00, 4.028823578726267840e+00, 3.054947181311728599e+00, 3.580278392230157980e+00, 1.988047049871498606e+00, 2.195681222378751851e+00, 3.652788752320793364e+00, 2.859283938261755864e+00, 3.893073445458911319e+00
1.971000000000000000e+03, 3.570615762493031919e+00, 3.343207506395890150e+00, 3.662968151714025122e+00, 4.829941515310972378e+00, 5.103862454593842024e+00, 3.242425137098020826e+00, 3.932936864005938116e+00, 3.097806573406092667e+00, 3.852692431395702055e+00, 2.004358681693478861e+00, 2.548975824667170986e+00, 3.533805899077648860e+00, 2.986742335708119978e+00, 3.849035882001703435e+00
1.972000000000000000e+03, 3.668161262492154684e+00, 3.356213388683313870e+00, 3.744296930373301358e+00, 4.722899456773893334e+00, 4.978750994476376590e+00, 3.252239456525828132e+00, 4.047317875796621500e+00, 3.061939053602004357e+00, 3.724504751786833268e+00, 1.988672739460177530e+00, 2.300030928738992841e+00, 3.578440946703774994e+00, 2.635524344597621749e+00, 3.854166162104866178e+00
1.973000000000000000e+03, 3.534358011067306737e+00, 3.396105140514178444e+00, 3.798201427002172892e+00, 4.482674395209387264e+00, 5.106500677242220121e+00, 3.298317795448660217e+00, 4.020312526057396418e+00, 3.088589947801980706e+00, 3.883069884294912733e+00, 1.995049267990046227e+00, 2.199719792565951071e+00, 3.654960013805863994e+00, 2.808327330495394847e+00, 3.775881005918327205e+00
1.974000000000000000e+03, 3.647752980309022952e+00, 3.238847810364836377e+00, 3.687929098516070425e+00, 4.823266414644167277e+00, 5.389107968560614026e+00, 3.256073104899071868e+00, 3.989358293144185108e+00, 3.080072162628651355e+00, 3.878037303607309028e+00, 1.993018656872328487e+00, 2.333912471866151694e+00, 3.716919589881298780e+00, 2.776840311010402740e+00, 3.889280614963195326e+00
1.975000000000000000e+03, 3.532998715635145448e+00, 3.399105207570091380e+00, 3.800310424761716543e+00, 4.683102680016713038e+00, 4.909240831078586886e+00, 3.296872883583223057e+00, 3.979892848716438891e+00, 3.060415745183758585e+00, 3.807706261744204124e+00, 2.057609482013199820e+00, 2.451931537985826637e+00, 3.734289592377844080e+00, 2.795611937454921758e+00, 3.900002207472351934e+00
1.976000000000000000e+03, 3.585940037410470627e+00, 3.461180210946532387e+00, 3.865895961078776644e+00, 4.761896520255512577e+00, 5.028828053099928752e+00, 3.269554182717156809e+00, 4.046453567987035704e+00, 3.007476796026752552e+00, 3.828896198188796340e+00, 2.014236544950118724e+00, 2.345014192463592106e+00, 3.431156412238676623e+00, 2.863282297285886457e+00, 3.732148792641051926e+00
1.977000000000000000e+03, 3.648815793843263489e+00, 3.351451612028422122e+00, 3.908417306260131951e+00, 4.597072460627970258e+00, 4.814991552162482868e+00, 3.266125661283414860e+00, 3.947874678472718113e+00, 3.047779807219281434e+00, 3.846243329956521517e+00, 1.978402238069374874e+00, 2.417641399208194652e+00, 3.702484148273351927e+00, 2.843823256903282637e+00, 3.735144161248311168e+00
1.978000000000000000e+03, 3.708488577488315840e+00, 3.368380109418089408e+00, 3.884347771101443580e+00, 4.726762530343873614e+00, 5.357535496689714627e+00, 3.270786275237417051e+00, 4.037151408942616371e+00, 3.097677975792980209e+00, 3.715645927343119492e+00, 2.061798240151793138e+00, 2.455389282728110079e+00, 3.789602992021039451e+00, 2.800447816136713897e+00, 3.886543086560510396e+00
1.979000000000000000e+03, 3.646124194597784918e+00, 3.475605089717551888e+00, 3.949143931707509658e+00, 4.854787716436552714e+00, 5.474959653495314882e+00, 3.291645967314038135e+00, 4.081991192941596402e+00, 3.008111777771981021e+00, 3.805973758190855261e+00, 2.009505374969465130e+00, 2.478826357335252251e+00, 3.793184129239961067e+00, 2.739691345355230734e+00, 3.960949995209902763e+00
1.980000000000000000e+03, 3.621954594417333695e+00, 3.524410553848533745e+00, 3.874180095337807828e+00, 4.762393425243209855e+00, 5.461975307673332836e+00, 3.319070611367484602e+00, 4.127305127898499570e+00, 3.050722628680514692e+00, 3.839497661147055929e+00, 2.037861311588395896e+00, 2.423962760349951839e+00, 3.900462116908173460e+00, 2.615118527945284654e+00, 3.902079428188354182e+00
1.981000000000000000e+03, 3.601854308613576805e+00, 3.578501681690941183e+00, 3.917107939962952923e+00, 4.866916002245889494e+00, 4.957338576354594295e+00, 3.396891724719759420e+00, 3.979445719005921589e+00, 3.013255186900616334e+00, 3.688438441598109740e+00, 1.956052451759576982e+00, 2.425441118166833832e+00, 3.859745349257214020e+00, 2.878528287134365371e+00, 3.902524415930431978e+00
1.982000000000000000e+03, 3.626797765716912814e+00, 3.663710126174349657e+00, 3.833318614300114113e+00, 4.509668020549831624e+00, 5.110312449449905259e+00, 3.359638178989709179e+00, 3.902909670938070619e+00, 3.067891092673830311e+00, 3.809278336497868178e+00, 2.072848349341453122e+00, 2.373338420741400778e+00, 3.840679946607402862e+00, 2.727548183039231411e+00, 3.942162404918447827e+00
1.983000000000000000e+03, 3.613140018418651955e+00, 3.595739364568271146e+00, 3.944848779525458760e+00, 4.766743681797079191e+00, 5.303720711217584594e+00, 3.309032131481909556e+00, 4.052690870991274785e+00, 3.058060514579008515e+00, 3.723755245625441024e+00, 2.025381687243057449e+00, 2.326341963074450181e+00, 3.855930774789703364e+00, 2.796126392773937042e+00, 3.956705793380417280e+00
1.984000000000000000e+03, 3.605363416495975137e+00, 3.586266228260508893e+00, 3.588980195406036522e+00, 4.721099157975999105e+00, 5.421603935673103614e+00, 3.295604436563515982e+00, 4.138485903205222805e+00, 3.009015024108958603e+00, 3.853553893071643088e+00, 2.057211797265464881e+00, 2.343848392887009080e+00, 3.940841684278096224e+00, 2.778918020803434974e+00, 4.066104981561483811e+00
1.985000000000000000e+03, 3.601214711389310263e+00, 3.709054324108647105e+00, 3.976513881191338751e+00, 4.814336488914498169e+00, 5.421870809674614655e+00, 3.465236087942852539e+00, 4.070219795019864861e+00, 3.008238933575462237e+00, 4.016389287497268867e+00, 2.109488509450087701e+00, 2.439186705514794440e+00, 3.864540344572156894e+00, 2.722514792236268910e+00, 4.072491742660571568e+00
1.986000000000000000e+03, 3.648021333179264136e+00, 3.641090621497378610e+00, 3.955729967446635076e+00, 4.612465761271868914e+00, 5.233639839042053765e+00, 3.369788433523464910e+00, 4.011949531510825118e+00, 2.910296480282294151e+00, 3.658380404075213033e+00, 2.108075549840294993e+00, 2.437387905524400100e+00, 3.914662275344832132e+00, 2.798790970298934866e+00, 4.015143392943921086e+00
1.987000000000000000e+03, 3.692599260175597919e+00, 3.771537765199225678e+00, 4.153293318612706564e+00, 4.754975332245577668e+00, 5.953038585113834991e+00, 3.407490376090171136e+00, 4.093717962438597979e+00, 2.873419252371454569e+00, 3.839708330975048600e+00, 2.166030761849703001e+00, 2.742306714023565739e+00, 3.985266726217647104e+00, 2.832659025598363911e+00, 3.955870174802439188e+00
1.988000000000000000e+03, 3.670271230442511801e+00, 3.779144239599277810e+00, 3.922378711296282905e+00, 4.996068143690423291e+00, 5.524583669973469391e+00, 3.446378108396296547e+00, 4.094949936433804893e+00, 2.993952927891687654e+00, 3.976507864741418263e+00, 2.141964151815484385e+00, 2.521467046961607394e+00, 3.879944813361266842e+00, 2.924547586047198777e+00, 4.080658224074111828e+00
1.989000000000000000e+03, 3.773979039589844042e+00, 3.691307939216380785e+00, 3.936573439199883673e+00, 5.116682274435828681e+00, 5.359610973490105401e+00, 3.426592176943724866e+00, 4.125398520439732764e+00, 2.983957001754956373e+00, 3.939611853540575304e+00, 2.134141506255629928e+00, 2.670334026870173183e+00, 4.062722335425421605e+00, 2.824792744408226586e+00, 4.194726422014163347e+00
1.990000000000000000e+03, 3.717185489870394210e+00, 3.849911935056697487e+00, 4.064706802480794856e+00, 4.620811123511674445e+00, 5.564418852624926970e+00, 3.494860567647160465e+00, 4.111083558712069319e+00, 2.924165161779057609e+00, 3.668187111927446065e+00, 2.154755892521772243e+00, 2.561310369430717326e+00, 4.007458932441585908e+00, 2.963888820119454870e+00, 4.191981807738066834e+00
1.991000000000000000e+03, 3.695064338419074890e+00, 3.754322963182807893e+00, 4.035185808321430478e+00, 4.665915395679739675e+00, 5.351024273777733598e+00, 3.544444118632271046e+00, 4.082416373384506691e+00, 2.817271564079740553e+00, 4.165494314850616497e+00, 2.117510467957123055e+00, 2.313344060104931543e+00, 3.762496437286140250e+00, 2.976082173370741657e+00, 4.201819646306602429e+00
1.992000000000000000e+03, 3.710751694100167697e+00, 3.635123745105939719e+00, 3.858132647424513451e+00, 4.866434507816793875e+00, 5.414655586602470372e+00, 3.368976414084335680e+00, 4.129717458659619922e+00, 2.772148842355723453e+00, 3.854667177199079031e+00, 2.109097253284970552e+00, 2.465448756756514648e+00, 3.930207886693961594e+00, 3.078007752635753658e+00, 4.068488246951846854e+00
1.993000000000000000e+03, 3.753687549819067382e+00, 3.665814000496055325e+00, 3.988638905074143093e+00, 4.849579614819525375e+00, 5.262863609803710041e+00, 3.406573975713263813e+00, 4.245071106842625674e+00, 2.768394825826499428e+00, 3.758193901480086030e+00, 2.132582314480965913e+00, 2.708232585407805093e+00, 4.032763520599201179e+00, 3.038058943222622155e+00, 4.034089298878156704e+00
1.994000000000000000e+03, 3.756457666003756746e+00, 3.685788170745612824e+00, 4.049588299757947318e+00, 4.949297795744214135e+00, 5.406153981747032766e+00, 3.579675032188860406e+00, 4.159625611580719529e+00, 2.758667499970562265e+00, 3.921333153531913585e+00, 2.148632315423586459e+00, 2.566035098603379527e+00, 3.921889662232488583e+00, 2.982737541231926581e+00, 4.210570930568860781e+00
1.995000000000000000e+03, 3.708946667835590905e+00, 3.766941482743975111e+00, 4.129764841583598134e+00, 4.736284158070266592e+00, 5.331077400937980215e+00, 3.601867097158919950e+00, 4.051050719705321157e+00, 2.757601978970679379e+00, 4.055100877774754586e+00, 2.172084796734891299e+00, 2.653365699644889553e+00, 3.911231482591062569e+00, 2.988562981217999681e+00, 4.242320779926346042e+00
1.996000000000000000e+03, 3.838617642887425241e+00, 3.727556652863395215e+00, 4.050834531379646108e+00, 4.990105374845129838e+00, 5.258100934735213450e+00, 3.641902171550827294e+00, 4.153307113953474072e+00, 2.717136905882484577e+00, 3.843149781290257305e+00, 2.168558482454651770e+00, 2.584748594490439810e+00, 3.915406790339850840e+00, 3.001352983635063421e+00, 4.096705294224387117e+00
1.997000000000000000e+03, 3.798173178164088615e+00, 3.917853957688483657e+00, 4.148587069874802857e+00, 4.867942398480618493e+00, 5.429597640964098915e+00, 3.759749390163851679e+00, 4.200515195185892559e+00, 2.816750355490624802e+00, 3.830344485893878215e+00, 2.191424218312394423e+00, 2.547598392346614560e+00, 4.032964648415658715e+00, 2.927331080436982536e+00, 4.264138887343031037e+00
1.998000000000000000e+03, 3.817200787703619369e+00, 3.799202718536636603e+00, 4.284012205693543685e+00, 4.854573146001466277e+00, 5.470752122277651175e+00, 3.568561196321211160e+00, 4.053356757485569339e+00, 2.812589189917742871e+00, 4.236379336524383810e+00, 2.181469888064043960e+00, 2.649163657436908181e+00, 3.968152278121357845e+00, 2.927125789008505397e+00, 4.156803879163769366e+00
1.999000000000000000e+03, 3.805160640426662688e+00, 3.743066955509549487e+00, 4.029450397243497406e+00, 4.697203378166951104e+00, 5.446087100078866428e+00, 3.629657425739360566e+00, 4.189068670213540457e+00, 2.815014433847031317e+00, 3.964584081911559643e+00, 2.164057455763892523e+00, 2.518972157470514617e+00, 4.016549591660812268e+00, 3.182272624938952799e+00, 4.167629962848273806e+00
2.000000000000000000e+03, 3.801415115613638207e+00, 3.819250587188531387e+00, 4.179080124794276152e+00, 5.021428644135774277e+00, 5.521198330160366652e+00, 3.718599247785507433e+00, 4.275622876993205423e+00, 2.763931354097611592e+00, 3.986887556478101224e+00, 2.168582807001691481e+00, 2.649441023898320591e+00, 4.022736269782224205e+00, 3.096943838832997287e+00, 4.185863378563820625e+00
2.001000000000000000e+03, 3.848893791805639619e+00, 3.852125703160248271e+00, 4.112723279237070706e+00, 4.861187922186369192e+00, 5.188778353025001344e+00, 3.787858152478272622e+00, 4.225035964169174818e+00, 2.855867653483259883e+00, 4.077719376231947912e+00, 2.200815370555152750e+00, 2.743875507098850974e+00, 4.214208878785529855e+00, 3.146561041164475547e+00, 4.159630390417449419e+00
2.002000000000000000e+03, 3.871619325850437665e+00, 4.033635604141115216e+00, 4.174309972678548419e+00, 4.965672078230009667e+00, 5.700948559154534578e+00, 3.784284520507940730e+00, 4.243844067455458280e+00, 2.851163533505105541e+00, 4.119885279543735734e+00, 2.206458407585906834e+00, 2.686901481262117919e+00, 4.138812198375445561e+00, 3.023757658458248621e+00, 4.251137612053556225e+00
2.003000000000000000e+03, 3.849134584558822514e+00, 3.746031373242939111e+00, 4.164292508231093315e+00, 4.956073358945596752e+00, 5.766653803349877094e+00, 3.717721108948267350e+00, 4.357968762054714951e+00, 2.825139856603201327e+00, 4.410330752057686432e+00, 2.220110592608170119e+00, 2.622910575076030426e+00, 3.988100730046104658e+00, 3.152878504489200484e+00, 4.368120294356385713e+00
2.004000000000000000e+03, 3.913496616449608556e+00, 3.781240250336370678e+00, 4.139046066018431169e+00, 4.917347045603733591e+00, 5.195581882497370074e+00, 3.761294965686835301e+00, 4.180247989583818935e+00, 2.788590299082704949e+00, 4.022394864272585302e+00, 2.243250574980363954e+00, 2.760677656234137523e+00, 4.323100806624557535e+00, 3.028828904708265934e+00, 4.236330810591412366e+00
2.005000000000000000e+03, 3.749348717645650808e+00, 3.959872378602932841e+00, 4.364719310494950655e+00, 4.983348661034099791e+00, 5.242183289482816200e+00, 3.899612439220391025e+00, 4.202957950092865325e+00, 2.781002926728830094e+00, 4.036855948612933176e+00, 2.298791768035445493e+00, 2.847289149245327167e+00, 4.162485342663503118e+00, 3.097813864644456849e+00, 4.264143318553957229e+00
2.006000000000000000e+03, 3.726827129639325165e+00, 4.099299796030577703e+00, 4.199520932808955997e+00, 5.026707962859416234e+00, 5.560537282521849534e+00, 3.847345352078843206e+00, 4.290829130659379764e+00, 2.814822811896858124e+00, 4.284993658917266579e+00, 2.269001383015230022e+00, 2.713168391013421665e+00, 4.129039136424702328e+00, 2.910237310592925564e+00, 4.271479500531117246e+00
2.007000000000000000e+03, 3.733749584796147047e+00, 3.948441673269501795e+00, 4.069733130662520182e+00, 5.022936942979388419e+00, 5.465487449960746424e+00, 3.799258512783929564e+00, 4.272715461481789490e+00, 2.858486655966845369e+00, 4.286084935996185230e+00, 2.290318719800965130e+00, 2.575613028356073198e+00, 4.281086147289996369e+00, 2.917707727486975156e+00, 4.199565535432323138e+00
2.008000000000000000e+03, 3.769608261790259096e+00, 3.874280551198248101e+00, 4.266522751015716430e+00, 4.933208819334415907e+00, 5.196964973181206204e+00, 3.783030414428615540e+00, 4.236778469028473104e+00, 2.917384570898390983e+00, 4.212675422393888702e+00, 2.184912790234787128e+00, 2.626792474073236683e+00, 4.285894506521221281e+00, 3.174276320354909586e+00, 4.241872265807866249e+00
2.009000000000000000e+03, 3.727785139470130904e+00, 3.996638489742835088e+00, 4.314326747331624468e+00, 5.122501543898242637e+00, 5.195103168505927016e+00, 3.840563528093583034e+00, 4.198406709673262682e+00, 2.785694770822740640e+00, 4.136438841407636069e+00, 2.269494492149346065e+00, 2.641159979012842829e+00, 4.343117644875332140e+00, 3.096249096223163466e+00, 4.183756266670854096e+00
2.010000000000000000e+03, 3.837876698771881756e+00, 4.045085962706028937e+00, 4.320168182853535654e+00, 5.016645743753753273e+00, 5.191266812659547369e+00, 3.943247201287066517e+00, 4.214500981686745362e+00, 2.793921921417253706e+00, 4.497932449334313354e+00, 2.335914781245726601e+00, 2.824990833429273263e+00, 4.170543585250606533e+00, 3.020601379729606073e+00, 4.323675034335544787e+00
2.011000000000000000e+03, 3.832868367485535721e+00, 4.100114169798046326e+00, 4.180961635534680809e+00, 4.999455688933494457e+00, 5.500435498182079108e+00, 3.958976892442207074e+00, 4.262013533538392629e+00, 2.992853942160508929e+00, 4.234077769839140082e+00, 2.302653232386139059e+00, 2.933646361255481061e+00, 4.220985522111198485e+00, 3.001555217883057125e+00, 4.259431773115696096e+00
2.012000000000000000e+03, 3.818609395359531700e+00, 4.024879274320245948e+00, 4.191402252395408645e+00, 4.806905780644686210e+00, 5.342638860626520270e+00, 3.999725207103463909e+00, 4.265076057368726303e+00, 2.892566091892025071e+00, 4.233878878595939810e+00, 2.369937092770677545e+00, 2.479562786413359365e+00, 4.340866092750498062e+00, 3.157983943061699161e+00, 4.306526388253869797e+00
2.013000000000000000e+03, 3.811276724631859736e+00, 4.072795569177797503e+00, 4.369929618712900421e+00, 5.105148470785942472e+00, 5.421718855707313267e+00, 3.909664080512892603e+00, 4.304287758832618493e+00, 2.865059542180895757e+00, 4.433728322443700520e+00, 2.365334790854662916e+00, 2.867139940596150627e+00, 4.431610357276040801e+00, 3.187391371647157801e+00, 4.341300969348589334e+00
2.014000000000000000e+03, 3.756177994970957279e+00, 3.911706502196207857e+00, 4.519569745772205493e+00, 4.917857244506937953e+00, 5.542342922736252397e+00, 3.976070352575156175e+00, 4.314271922401490045e+00, 2.879112041986331860e+00, 4.281070792137877667e+00, 2.366757294589239891e+00, 2.886670601210638676e+00, 4.382058802364121597e+00, 3.159727388661931258e+00, 4.295375170052674996e+00
