year, UKESM1-0-LL, CESM2-WACCM, EC-Earth3-Veg, IPSL-CM6A-LR, MPI-ESM1-2-LR, NorESM2-LM, TaiESM1, NorESM2-MM
1.969000000000000000e+03, 5.786269512900496416e-10, 3.132755799035143292e-10, 7.206149330868392086e-10, 8.753923979376546369e-10, 5.741696692870615827e-10, 2.260660952502560002e-10, 1.875705289391950581e-10, 2.374494737294937270e-10
1.970000000000000000e+03, 5.996403260084305771e-10, 3.416759962962260358e-10, 7.268153371291792133e-10, 8.350298739210727807e-10, 5.742038512843893201e-10, 2.247454072806980709e-10, 1.873215277805202477e-10, 2.359702032464573856e-10
1.971000000000000000e+03, 6.175932368112237981e-10, 3.291719856077895807e-10, 7.497273794255167236e-10, 8.538442398043740470e-10, 5.853245080113827734e-10, 2.237741932973038892e-10, 1.873667812493417482e-10, 2.360214050217329101e-10
1.972000000000000000e+03, 5.690855284802886705e-10, 3.381615661199133598e-10, 8.466237897706151098e-10, 8.623949518283085014e-10, 5.909510723200222305e-10, 2.267896584123530469e-10, 1.884744973214422319e-10, 2.349798411640909761e-10
1.973000000000000000e+03, 5.663047613767216778e-10, 3.329571035552101359e-10, 8.529437243478055188e-10, 8.669100699213604141e-10, 5.911216573571151090e-10, 2.290259634874220815e-10, 1.895096883931731891e-10, 2.388557262160554573e-10
1.974000000000000000e+03, 6.252446258165250060e-10, 3.555214146386879478e-10, 8.624763449754722923e-10, 8.835873684531595523e-10, 5.914225543270301712e-10, 2.304587527116353475e-10, 1.896582287776698517e-10, 2.405263877519339152e-10
1.975000000000000000e+03, 5.648637812664116948e-10, 3.808616202608654118e-10, 8.851679442873386154e-10, 8.915662693828507642e-10, 5.975488590326891578e-10, 2.363401803061421898e-10, 1.934015003229153998e-10, 2.469465463780980742e-10
1.976000000000000000e+03, 5.337783747632528337e-10, 3.773470866140847527e-10, 9.193079671492153423e-10, 8.879393440488103462e-10, 6.026245650139974477e-10, 2.437853031960811239e-10, 1.978540674742453627e-10, 2.540845531451980126e-10
1.977000000000000000e+03, 5.071439769917348965e-10, 3.985142308198544043e-10, 9.021543169229608552e-10, 8.324984088169837822e-10, 6.015409746641402422e-10, 2.513130810523216527e-10, 2.032034283550438534e-10, 2.605070071574467967e-10
1.978000000000000000e+03, 5.673522685144631223e-10, 4.119608399409247884e-10, 9.313916587687164066e-10, 9.033717961606865876e-10, 6.008634644717004838e-10, 2.513446978497539048e-10, 2.022704482359109445e-10, 2.597610107441182806e-10
1.979000000000000000e+03, 6.254370072258955274e-10, 4.234450535410859574e-10, 1.059086755498982673e-09, 8.688689390928269405e-10, 6.122500098789355757e-10, 2.479772539294325863e-10, 1.983729650900868266e-10, 2.541474180206411984e-10
1.980000000000000000e+03, 6.266070810710326197e-10, 4.440180837253274795e-10, 1.040769819786769112e-09, 8.599650045536442000e-10, 6.230073350888993966e-10, 2.495040485998330990e-10, 1.972686027150141348e-10, 2.567524146243656227e-10
1.981000000000000000e+03, 5.822644052252805630e-10, 4.637245686436375867e-10, 1.097609610125704174e-09, 8.608144635092174475e-10, 6.259615430155135089e-10, 2.471197537923765504e-10, 1.955859489820907135e-10, 2.562990749493533843e-10
1.982000000000000000e+03, 5.935185896264383688e-10, 4.841274364603281364e-10, 1.140319181605339519e-09, 9.388789462983806603e-10, 6.239699209825067500e-10, 2.460515396631118545e-10, 1.959147128942455519e-10, 2.571048610377818922e-10
1.983000000000000000e+03, 6.248213029495557893e-10, 5.521707760379550274e-10, 1.210454181093693347e-09, 9.674059797057682917e-10, 6.233686367604167483e-10, 2.469747582510188602e-10, 1.924129184103592116e-10, 2.561264810571948375e-10
1.984000000000000000e+03, 6.535413700440974138e-10, 5.786818683860092915e-10, 1.259080343579434494e-09, 1.010761631480683649e-09, 6.313125948561392755e-10, 2.448365901077364625e-10, 1.882320566832471051e-10, 2.521864911355866969e-10
1.985000000000000000e+03, 7.006452527793846477e-10, 5.614697990208832291e-10, 1.284066816466238300e-09, 1.049686438674599596e-09, 6.347075055744915393e-10, 2.479570042617830620e-10, 1.889438267962226487e-10, 2.545375834909117779e-10
1.986000000000000000e+03, 6.360767116129580079e-10, 6.201955447857348840e-10, 1.338302846611698121e-09, 1.088152583340867233e-09, 6.426507853216999812e-10, 2.472855148490352042e-10, 1.872431471818663385e-10, 2.520463836879718645e-10
1.987000000000000000e+03, 7.435670521590491785e-10, 6.619774360344078356e-10, 1.363558443822093975e-09, 1.089147003610789974e-09, 6.637690419717813815e-10, 2.487585910064536081e-10, 1.865946711832163056e-10, 2.513717387253464480e-10
1.988000000000000000e+03, 7.232632910238699107e-10, 7.148929102718036255e-10, 1.490231762240652900e-09, 1.106194383391687376e-09, 6.945910324813415718e-10, 2.506119514741181842e-10, 1.850343156898710311e-10, 2.530476984057267884e-10
1.989000000000000000e+03, 7.061724198010847541e-10, 7.342139700405965716e-10, 1.474335497797443757e-09, 1.106590808497353719e-09, 7.203687151537863475e-10, 2.517658975742968202e-10, 1.818992909614239647e-10, 2.483460411267938725e-10
1.990000000000000000e+03, 7.392903131919139738e-10, 7.781315666093029629e-10, 1.543273092829789941e-09, 1.138053511039316391e-09, 7.255288370811264059e-10, 2.523956513510938955e-10, 1.818056103673211857e-10, 2.549976923979799448e-10
1.991000000000000000e+03, 7.113232298223145694e-10, 7.714037529531074751e-10, 1.623168796488067935e-09, 1.145948792568280353e-09, 7.205255482971213446e-10, 2.500251651373035376e-10, 1.788565335203419180e-10, 2.519289065829408587e-10
1.992000000000000000e+03, 7.901662230294760844e-10, 8.189431737241495361e-10, 1.548534289043384760e-09, 1.152984024041648109e-09, 7.117390413056197375e-10, 2.470400134020393318e-10, 1.752693119049920734e-10, 2.481358352364488949e-10
1.993000000000000000e+03, 7.187944981903792939e-10, 8.518856985192575916e-10, 1.522512960425880040e-09, 1.129893602052898316e-09, 7.246611924573936280e-10, 2.429697916048527954e-10, 1.714072325067633723e-10, 2.432231161509351070e-10
1.994000000000000000e+03, 7.337310440561534313e-10, 8.117083241359611144e-10, 1.619882453096146079e-09, 1.093812433126441455e-09, 7.365695627510384965e-10, 2.429386761222071224e-10, 1.716354209661239823e-10, 2.399197869546226780e-10
1.995000000000000000e+03, 7.237600291764121638e-10, 7.692243750841493999e-10, 1.608058320100978993e-09, 1.164412326805353359e-09, 7.253325000540131231e-10, 2.394370530137848882e-10, 1.683996741852479647e-10, 2.337040088177922337e-10
1.996000000000000000e+03, 7.158163878810466445e-10, 8.211361694952047788e-10, 1.648963253106750652e-09, 1.169757830344371370e-09, 7.126549737189272377e-10, 2.400366934157545755e-10, 1.665442104609453249e-10, 2.293328108123824076e-10
1.997000000000000000e+03, 7.610311765258707830e-10, 8.569737304896942922e-10, 1.727169505346999486e-09, 1.245130928579476145e-09, 6.945807654865458683e-10, 2.426065840653549153e-10, 1.669840320111424097e-10, 2.296800838653182446e-10
1.998000000000000000e+03, 7.555764401698564237e-10, 8.579547485270494963e-10, 1.578043205925991855e-09, 1.084868879583510397e-09, 6.896348617432111391e-10, 2.451698770800894284e-10, 1.645539233060281203e-10, 2.266104742579757731e-10
1.999000000000000000e+03, 7.719375494542464653e-10, 8.174611799568741857e-10, 1.716491024651168475e-09, 1.135704880870813295e-09, 6.885291418366075130e-10, 2.562049067713385602e-10, 1.622157754975870664e-10, 2.265117177495387301e-10
2.000000000000000000e+03, 7.757990450129325910e-10, 8.182027621713451978e-10, 1.713417202817499383e-09, 1.119232153682187191e-09, 7.028529087135182997e-10, 2.392111768014162119e-10, 1.580539467316319230e-10, 2.214769681959825083e-10
2.001000000000000000e+03, 6.985274871066830545e-10, 8.575906840285924695e-10, 1.723544494778369664e-09, 1.204563199970903934e-09, 6.914219224392044062e-10, 2.368059385374751322e-10, 1.470977125345715830e-10, 2.101432554038701417e-10
2.002000000000000000e+03, 7.294409350349466687e-10, 9.019979452159671737e-10, 1.774234733136390497e-09, 1.167791620508355360e-09, 6.809253912720836172e-10, 2.324961921658053527e-10, 1.445947152127670381e-10, 2.099810842322050692e-10
2.003000000000000000e+03, 8.045858375960664057e-10, 9.168237472520173935e-10, 1.797174127191270492e-09, 1.227482052836740034e-09, 6.852293694983686283e-10, 2.463710327935997932e-10, 1.476903850312578551e-10, 2.163321527495276294e-10
2.004000000000000000e+03, 7.305759113409245547e-10, 9.148414256181482005e-10, 1.801272360737076545e-09, 1.252709918539076372e-09, 6.945822016721524041e-10, 1.586575854416583214e-10, 1.506839475640342978e-10, 1.553860138224736559e-10
2.005000000000000000e+03, 6.451074043835689586e-10, 9.047497782517353246e-10, 1.870704756697641329e-09, 1.207407444990975421e-09, 6.913632170474403785e-10, 1.906263730532396822e-10, 1.437687722428370929e-10, 1.836920861223962770e-10
2.006000000000000000e+03, 7.111132321397149853e-10, 9.190043863778291863e-10, 1.783542885048644584e-09, 1.188925984966685870e-09, 6.742688078055079938e-10, 1.884098845847521564e-10, 1.465182833541448933e-10, 1.824713668101097417e-10
2.007000000000000000e+03, 7.179740064801311469e-10, 8.970937230156256596e-10, 1.841529237927317486e-09, 1.213112428730294128e-09, 6.749142208700606008e-10, 2.415806918412024346e-10, 1.457674489397145586e-10, 2.006602691531994347e-10
2.008000000000000000e+03, 6.024377800761002809e-10, 8.604236938295270582e-10, 1.792524110503716221e-09, 1.155776964622654203e-09, 6.906569869376459575e-10, 2.186869025501796987e-10, 1.532276786801935267e-10, 2.005293283797801560e-10
2.009000000000000000e+03, 5.862736657637633353e-10, 8.969113914717476074e-10, 1.837223497029697269e-09, 1.098436811787333238e-09, 6.955626594966355596e-10, 1.919768295354302016e-10, 1.661448627945903520e-10, 1.804008291639917091e-10
2.010000000000000000e+03, 6.039721387867229658e-10, 9.171769233425319701e-10, 1.828054067522222501e-09, 1.192011254746307438e-09, 6.968533434926442162e-10, 2.462904882834743895e-10, 1.718739561335459634e-10, 2.279555003657367129e-10
2.011000000000000000e+03, 6.224301674630770996e-10, 9.485682484129996320e-10, 1.810481609295159476e-09, 1.198349957445097096e-09, 6.864489339366019928e-10, 2.387801131382586210e-10, 1.857887620582663261e-10, 2.315065367754569064e-10
2.012000000000000000e+03, 6.371996695594808394e-10, 9.435944399821289433e-10, 1.806586524545473965e-09, 1.265904878613210369e-09, 6.742023736214099763e-10, 2.480424926610282239e-10, 1.873272107549766303e-10, 2.311252328136114075e-10
2.013000000000000000e+03, 6.431085873933104821e-10, 9.385436742456856040e-10, 1.879874835244513114e-09, 1.239642012763441611e-09, 6.821593541834360137e-10, 2.650891874983442028e-10, 1.935127462102466752e-10, 2.301090237388088807e-10
2.014000000000000000e+03, 6.367991053856547185e-10, 9.191554971515047859e-10, 1.915619752407205568e-09, 1.268339219779509864e-09, 6.753089727252174382e-10, 2.564446676779479577e-10, 2.094395030334865525e-10, 2.320321358241767551e-10
