year, MIROC-ES2L, CMCC-ESM2, CESM2-WACCM, UKESM1-0-LL, CanESM5, CNRM-ESM2-1, GFDL-ESM4, MPI-ESM1-2-LR
1.969000000000000000e+03, 3.430413457767370512e-10, -9.217947115862767856e-10, -3.978377445550555451e-10, 1.100562504993060144e-11, -2.953238533627120187e-11, 1.615262035021080368e-10, 4.295431498391643134e-10, 1.832605903963317389e-10
1.970000000000000000e+03, 4.994626315031282908e-10, 3.306580542698539744e-10, 6.848105026477370690e-11, 4.055901914691112432e-10, -1.267195648183342875e-10, 5.421440847123134597e-10, -3.328207626061747109e-10, -4.605609816046384622e-11
1.971000000000000000e+03, 8.209773081568900173e-10, -1.765622892599509477e-10, -5.291671023558944981e-10, 2.559824668921630357e-10, -1.480316659202714442e-10, -9.506879080675143616e-11, -6.223641550003506320e-10, -2.947777437356186316e-10
1.972000000000000000e+03, 1.818479226802547242e-10, -4.090895243929848520e-11, -1.782057335645574468e-10, -2.182686245797390126e-10, 4.882278561328943010e-11, 2.142622046521802896e-10, -7.613737841848698943e-10, -3.610506857690166947e-10
1.973000000000000000e+03, 8.825686567116602213e-10, 3.905077908642337622e-10, -2.988991428513797868e-10, 5.769629951221333280e-11, 1.262873185919145752e-10, 2.074213487846109213e-10, -5.940873379249586031e-10, 3.390438387866766333e-10
1.974000000000000000e+03, 4.979865316305573494e-10, -9.584377791967868285e-10, 3.367860362996002623e-10, -2.407660229938768837e-11, 6.333435393954741346e-11, 5.147886248195181614e-11, -2.723477172473569777e-10, -2.077843578970541681e-10
1.975000000000000000e+03, 2.087234255847139002e-10, 2.421288846318472072e-11, 1.420579459815564204e-10, 6.273017250086811848e-10, -8.470352117556109666e-11, 3.582897098980579625e-10, -2.217233800245310725e-10, -5.183756600612670317e-11
1.976000000000000000e+03, 5.339646714123081233e-10, -1.711620863984069755e-10, -6.858862959301154168e-11, -2.236387397314034811e-10, 9.822642093833778406e-11, 4.282772861851121033e-10, -7.074712653543181503e-10, -3.972850976989447787e-11
1.977000000000000000e+03, 6.061974787704245350e-10, 7.241149204700556623e-11, 8.099281913733657904e-11, 1.439787443683036690e-10, -2.432297414981190293e-11, 9.985727272933042604e-11, -3.511672091389308504e-10, 4.364267750682791244e-10
1.978000000000000000e+03, 8.067154459767003919e-10, -7.602949089897877080e-10, 2.480982511601696767e-10, -3.190599286508414143e-10, -1.300286760755982598e-10, 3.502254155930596366e-10, -6.472432902149273774e-10, 4.462355096117432967e-10
1.979000000000000000e+03, 7.883604289769343409e-10, 5.789290496691621787e-10, -3.976988824890130431e-10, -5.472294076568216736e-12, 2.220580332287708366e-10, -6.554808434570378870e-11, -7.421013107333181490e-10, 6.888808339290672529e-10
1.980000000000000000e+03, 2.558053070762583802e-10, 7.835395208997675178e-11, 7.447907500010095489e-11, -1.785850752116940085e-10, -6.888178495069636670e-11, 4.134657028363873737e-10, -2.034583535080508686e-11, -4.470155294305715184e-10
1.981000000000000000e+03, 3.511209260648669379e-10, 3.306920703495397890e-10, -6.486593167257673438e-10, 3.652011106703147249e-10, -1.891169795262099996e-10, -2.396103587432868434e-10, -1.073680236514596519e-09, -2.706195800578700031e-10
1.982000000000000000e+03, 7.190015878603661847e-10, -1.647628835876771597e-10, -5.219431835272392275e-10, 1.084514791942005190e-10, -6.187115520389061487e-11, -1.403275315232703435e-10, -6.381766870133617268e-10, -3.852578336273997496e-10
1.983000000000000000e+03, 6.900881772847691973e-10, 2.598147075468069834e-10, -2.773996008074370213e-10, -1.988885886707063038e-10, -1.194919022295431549e-10, -1.060078619073417717e-10, -6.906820635468602133e-10, -5.288656250452021179e-10
1.984000000000000000e+03, 3.647462164104646433e-10, 1.179608254735915874e-10, -8.308515925214213837e-10, -4.442881576189151593e-10, -2.811978737772595151e-10, -4.342328487598066987e-10, -1.160363167545717041e-09, -5.003923136137351867e-10
1.985000000000000000e+03, 1.157362878559101449e-09, -4.088165149590081096e-10, -9.090145702038427760e-10, 3.062085544308182042e-10, 2.179413883436434733e-10, 6.757326041551728853e-11, -8.641991728594258566e-10, -8.363949861863540363e-10
1.986000000000000000e+03, 1.019774423731462127e-09, 2.344209124764999895e-10, -5.462095045871306707e-10, -1.404332065915862383e-10, -1.583490478517828966e-11, -4.806277041804467540e-10, -1.062064340994945299e-09, 2.855140058960429169e-10
1.987000000000000000e+03, 8.093211422551947865e-10, 4.960646226952149413e-10, -4.133667894423488600e-10, -1.157291713347789166e-09, -1.462820433293475131e-11, -2.955021316225526820e-11, -1.086232279154868849e-09, -7.820889524201896824e-11
1.988000000000000000e+03, 1.098338731417156309e-09, 4.034990048291168059e-10, -4.512717692879111364e-10, -3.246832536171678246e-10, 2.933904281578426263e-11, -9.073956172749106706e-12, -1.005528278460922451e-09, -4.068912865411291062e-10
1.989000000000000000e+03, 7.555550693334253798e-10, 3.207835135088225842e-10, -3.116133144090855944e-10, 3.103148622172765278e-10, -3.081387426735109203e-10, -4.064135021922892107e-10, -9.952499723078964871e-10, -7.372691567026065738e-10
1.990000000000000000e+03, 8.233293180619518688e-10, -6.871676486171561493e-10, -4.730249554383930417e-10, -6.319975280299184601e-10, -1.221513803087704521e-10, -1.879492519687576361e-10, -9.669250444538726556e-10, 3.582253107620854990e-11
1.991000000000000000e+03, 1.200018823156425962e-09, -8.010751121868624885e-11, -2.203090542697985500e-10, -3.479139283876009470e-10, -4.980146400496461502e-10, 6.817866689449823450e-10, -9.235093780766048749e-10, -6.124699909642578946e-10
1.992000000000000000e+03, 1.368021516834087538e-09, -2.294031906062447265e-10, 4.180773804154953859e-10, 1.835152778472094573e-10, 4.247076885626063211e-11, 7.235809980042213271e-10, -1.114107818999747147e-09, 8.115810018958530758e-11
1.993000000000000000e+03, 1.746923561576286479e-09, 3.502752635603239431e-10, 6.722955658192433362e-10, -3.125986234829726506e-11, -1.255103368622160912e-11, 4.441508729498251294e-10, -9.089442664436936686e-10, 2.145524482804634089e-10
1.994000000000000000e+03, 1.569344405401903442e-09, -2.327460851630965773e-10, 3.697169367309022493e-10, 6.289725109744046108e-11, 7.870048014223598381e-11, 7.224357202631631689e-10, -3.970919288246995848e-10, -1.017467975189396317e-10
1.995000000000000000e+03, 1.481796213146011332e-09, -7.029132508227177740e-10, -2.082334112486984677e-10, -3.077658887373556920e-11, 6.855251946471656787e-11, 7.573393322758795147e-10, -6.840707106344431409e-10, 1.840322189923483772e-10
1.996000000000000000e+03, 1.835621996506463204e-09, -4.427723847190521246e-10, 1.631238508367894146e-10, -3.834413700008690941e-11, 2.250702181232939726e-10, 5.217135166858623249e-10, -2.367409232285887235e-10, -2.332586186755172488e-10
1.997000000000000000e+03, 1.471281519430145824e-09, 3.072666219471284804e-11, -1.985200949349011311e-10, 3.340440677342485956e-10, -4.327757480814047360e-10, 5.954007754848960362e-10, 4.825893080655529638e-11, 2.235431413257030980e-10
1.998000000000000000e+03, 8.691134497769962159e-10, -4.596033432878769660e-10, -4.432594157661713970e-10, -3.478013065715370787e-11, 4.555438143646126345e-10, 8.333849693462919656e-10, -3.306672663018843909e-10, -3.774807166892291148e-10
1.999000000000000000e+03, 1.759304157572321514e-09, -5.414977943476269925e-10, 1.242277839736781636e-10, 1.968917218974100136e-10, 2.690794146085970507e-10, 7.418702968178488350e-10, -9.152416665265008248e-10, 1.207625958301932299e-09
2.000000000000000000e+03, 1.278306370379796943e-09, -1.131551856195663367e-10, -1.227226517579846562e-10, 5.214122274702515953e-10, 1.138849254624201655e-10, 1.207222681323898063e-09, 2.691863318444084695e-10, -5.023857372717197042e-10
2.001000000000000000e+03, 1.332220964659546144e-09, 2.796029464141944877e-11, 2.015175782535635865e-10, 3.241491292765825408e-10, -2.293916150897107399e-10, 3.351297232131888833e-10, -1.581578719706230442e-09, 3.215458256909839846e-10
2.002000000000000000e+03, 1.668745902575099468e-09, -1.320893242197056780e-09, 1.077426417068558967e-10, -5.455464350676767992e-10, 1.692819155926966576e-10, 8.475689979221818500e-10, 2.664145342825372974e-10, 1.806213667109193103e-10
2.003000000000000000e+03, 8.437942440818578796e-10, 5.577580029991514797e-10, 6.678456301334107883e-10, 8.176202954662440604e-11, 5.286631692478726584e-10, 5.715296494413998476e-10, -7.159862002337825971e-10, -4.230265574886214119e-10
2.004000000000000000e+03, 4.124881791282304215e-10, -2.099504793513010548e-10, -5.624185550093352318e-10, 6.675452771680585616e-10, 3.475716152654648800e-10, 1.128701171872935979e-10, -1.381434812458072840e-09, 4.011572555473876099e-10
2.005000000000000000e+03, 1.871050233305668972e-09, -9.897957351598734977e-10, 4.203949234528102610e-10, 9.576299176082776582e-11, -3.426106351955114837e-10, 6.909660812473907985e-10, -9.739960570723325134e-11, 1.922925328753288608e-10
2.006000000000000000e+03, 1.487155030752606402e-09, 7.717988612736345470e-10, 3.392978700654155420e-10, 1.025701083512380508e-10, -6.327448707677593542e-11, 9.724060146999951233e-10, -6.977095065184095473e-12, 1.077077407499296041e-10
2.007000000000000000e+03, 1.492752810149484302e-09, -1.003090544318798717e-09, -1.125059476427979318e-10, 2.952238425845020258e-10, 2.347651455820314624e-10, 3.875232423421656068e-10, -1.169647008390212392e-10, 7.894979578245353835e-10
2.008000000000000000e+03, 1.336072464384225079e-09, -8.165736891386992227e-10, -1.433502296991275714e-10, -8.544136658696103400e-11, 5.635827956782872477e-10, 5.445632494832494469e-10, -3.654830671064162760e-11, 6.398088691365492938e-10
2.009000000000000000e+03, 1.716114785867412089e-09, -1.603878519486144052e-10, 1.006034991325890557e-10, 1.348803295912009309e-10, 6.049804564780170189e-11, 6.702523948182708543e-10, -6.129892254265556705e-10, 6.362838951217193219e-11
2.010000000000000000e+03, 1.063459681361702644e-09, -1.310922240206106844e-09, 4.062062649206652055e-10, -1.552387484761099607e-10, -1.206985394116047083e-10, 2.504277955675029579e-10, -8.435597435258080771e-11, 7.645404996836642990e-10
2.011000000000000000e+03, 1.399398152360016160e-09, 1.165019582419980384e-10, 5.511689626509769541e-10, -6.320046762246314159e-10, 2.544403221246402799e-11, 7.848452162567695417e-10, -7.789224221774873678e-10, -2.229996588012225494e-10
2.012000000000000000e+03, 1.471527093489559897e-09, -4.955128486683119610e-10, 4.145015800436389190e-10, 7.671628061375212532e-10, 2.492326257001473694e-10, 5.781947543237050224e-10, -5.772859693779122200e-10, 3.652292760832671644e-10
2.013000000000000000e+03, 4.044282727849236294e-10, -1.203453017993964826e-09, 1.349594424964999045e-10, 6.255763365782680894e-10, -1.183899688144175246e-10, 9.287281493575588934e-10, 2.092182743351447116e-10, 6.401751447288212844e-10
2.014000000000000000e+03, 1.193662420421155098e-09, -5.500060767336306008e-10, -1.166103236208277013e-10, -1.167469876652711324e-10, 2.057608085841288892e-10, 6.461790091177087590e-10, 2.745279383239880987e-11, 2.248898398874100652e-10
