year, NorESM2-MM, TaiESM1, CNRM-ESM2-1, NorESM2-LM, GFDL-ESM4
1.902000000000000000e+03, 3.637597139399543089e-10, 2.312280684808996038e-10, 3.148773660009533715e-10, 2.387520106717676829e-10, 2.662671592635299947e-10
1.903000000000000000e+03, 3.739546618088967230e-10, 1.956349918923939484e-10, 3.524431678520217762e-10, 4.541000658001025382e-10, 3.498787745670373387e-10
1.904000000000000000e+03, 2.148945339149008871e-10, 1.934650632286799790e-10, 2.901837530722759027e-10, 3.111307871591924707e-10, 6.727370968281231062e-10
1.905000000000000000e+03, 2.709439674167135005e-10, 1.054545014381788853e-10, 3.186237975991603880e-10, 2.095331355181867578e-10, 3.569681809887008803e-10
1.906000000000000000e+03, 1.963028213738919215e-10, 1.852271498738112315e-10, 1.708030565020676908e-10, 2.170684849376247957e-10, 4.751041770443456893e-10
1.907000000000000000e+03, 2.432657159076679926e-10, 1.672933840166885369e-10, 2.371776495301219942e-10, 1.600168826389816721e-10, 2.584182517381329422e-10
1.908000000000000000e+03, 1.757017863576135547e-10, 2.036118144034626514e-10, 2.269378456475195009e-10, 1.931079279038920418e-10, 2.347249720548114099e-10
1.909000000000000000e+03, 3.035592265240825485e-10, 1.596325869895135433e-10, 2.648885198611740979e-10, 3.549386761201870707e-10, 4.817106704786621967e-10
1.910000000000000000e+03, 1.832037213267902838e-10, 2.225837174983226708e-10, 2.408427376276768388e-10, 4.730962316725934311e-10, 5.876422342724390011e-10
1.911000000000000000e+03, 2.956530314688619007e-10, 1.243996050459845499e-10, 2.572202540988592721e-10, 5.416685826505322872e-10, 2.989334298633843990e-10
1.912000000000000000e+03, 5.375085371212937478e-10, 1.264893154705537046e-10, 2.467311548933814970e-10, 5.096612738700718715e-10, 2.405240738828428165e-10
1.913000000000000000e+03, 2.070950641051331903e-10, 1.958882876499932600e-10, 2.342884751959715510e-10, 4.060418770018262003e-10, 3.827340187879204095e-10
1.914000000000000000e+03, 1.729108436060071500e-10, 1.212561685167375456e-10, 2.923843621138219655e-10, 4.355525188214321505e-10, 3.914595706562788508e-10
1.915000000000000000e+03, 2.153600183342250834e-10, 2.452306775448128290e-10, 1.931014042668829941e-10, 2.963034360748671802e-10, 2.639571631389233645e-10
1.916000000000000000e+03, 1.812873735085563571e-10, 1.566022211134499569e-10, 2.389281140572419898e-10, 3.114562600393299719e-10, 2.065543641887256373e-10
1.917000000000000000e+03, 1.723019073464080261e-10, 1.341265149710093530e-10, 2.881042095552030703e-10, 8.314590828454432262e-11, 3.838504872990293599e-10
1.918000000000000000e+03, 3.176755892880946401e-10, 1.648555077002688350e-10, 2.803273365814937694e-10, 2.453794517040788279e-10, 2.624575558299532782e-10
1.919000000000000000e+03, 3.108649228673031480e-10, 2.029898987109288505e-10, 3.375346820564159648e-10, 5.239470246479767653e-10, 3.047740280174372744e-10
1.920000000000000000e+03, 2.137340548671910762e-10, 1.204038461959424945e-10, 2.858563805680345811e-10, 1.007255485833421010e-09, 3.780963692931686122e-10
1.921000000000000000e+03, 3.574298173991443381e-10, 1.327902967704506572e-10, 2.500916731774494625e-10, 3.886901692149658023e-10, 4.911784065542640804e-10
1.922000000000000000e+03, 3.174801968205563518e-10, 2.236663434376243270e-10, 2.239972085994720000e-10, 1.208039118497067065e-10, 3.266904750960343584e-10
1.923000000000000000e+03, 2.948781800385041492e-10, 2.128052033584818178e-10, 2.164486776194852721e-10, 1.439285167496052984e-10, 3.672080141411138799e-10
1.924000000000000000e+03, 3.642449751004161688e-10, 1.452589688805172150e-10, 1.950475184023220026e-10, 2.063480563088194346e-10, 3.399704014555903845e-10
1.925000000000000000e+03, 2.016660114106588988e-10, 1.275309888935289242e-10, 1.891823967365637001e-10, 1.175312956084855985e-10, 3.556070444631607072e-10
1.926000000000000000e+03, 1.784292050937803849e-10, 1.802849877372431902e-10, 3.031763506464478589e-10, 1.951701526662378582e-10, 4.133813586573011282e-10
1.927000000000000000e+03, 2.240893654970210486e-10, 2.670030807610749000e-10, 2.699160256880186508e-10, 3.147079945242169342e-10, 4.315765867343052946e-10
1.928000000000000000e+03, 2.530339072135926819e-10, 1.455598330754327067e-10, 2.668719633364392294e-10, 2.285929590509851297e-10, 4.162909214334259160e-10
1.929000000000000000e+03, 4.473970750329966214e-10, 1.243077251045093657e-10, 2.436388090169818392e-10, 2.340449002492998920e-10, 3.669294398885546601e-10
1.930000000000000000e+03, 3.209087718261618118e-10, 1.532161513985489023e-10, 2.320778541265319864e-10, 1.937726084278588874e-10, 4.375009309021522779e-10
1.931000000000000000e+03, 2.104031336762800802e-10, 1.702153348060106205e-10, 2.237073923914049240e-10, 2.355803481166869533e-10, 2.325399978640909340e-10
1.932000000000000000e+03, 4.930016535791562911e-10, 2.229913567785288261e-10, 2.489350785283124354e-10, 1.732124711531284767e-10, 7.438077323754685996e-10
1.933000000000000000e+03, 3.244805354200708582e-10, 1.904545787598765888e-10, 2.371121003036890930e-10, 1.188639518848237824e-10, 2.890898022840624648e-10
1.934000000000000000e+03, 2.693919405693713651e-10, 1.652936250469462195e-10, 2.451337972511352899e-10, 2.270961689286119365e-10, 2.990314933149577063e-10
1.935000000000000000e+03, 2.417573611482930845e-10, 8.925138439023871284e-11, 2.417474446114285054e-10, 3.737233820523528591e-10, 3.830533572630007612e-10
1.936000000000000000e+03, 3.878495749689022779e-10, 1.921844400951686349e-10, 3.402689178959559952e-10, 4.260819143528764354e-10, 3.486310072978496782e-10
1.937000000000000000e+03, 2.519798071695267798e-10, 2.735559023569022323e-10, 2.597385736858478058e-10, 2.299211545861931732e-10, 5.199282034720340913e-10
1.938000000000000000e+03, 2.303335164666328833e-10, 1.301120374359205478e-10, 1.978926458921730944e-10, 2.682589458398221728e-10, 7.127069429161760626e-10
1.939000000000000000e+03, 3.424127785068621560e-10, 2.404030117694098837e-10, 2.407385058085932408e-10, 1.259895336373998969e-10, 5.098124731316852870e-10
1.940000000000000000e+03, 2.444993202030219727e-10, 1.480763652393415657e-10, 3.395325194258626449e-10, 2.777922059470341503e-10, 3.447593837307325612e-10
1.941000000000000000e+03, 1.935134007422513010e-10, 1.911793774026045737e-10, 2.816295647677495157e-10, 1.820003998234510839e-10, 2.204856954618782240e-10
1.942000000000000000e+03, 2.725141151174793458e-10, 2.596226271435013884e-10, 3.432448785470395422e-10, 2.061026740719903787e-10, 6.162278383638357609e-10
1.943000000000000000e+03, 2.570702007515663620e-10, 1.593417596667751731e-10, 3.346011885114072062e-10, 1.556983111997633975e-10, 4.093688982548760872e-10
1.944000000000000000e+03, 2.753639335409281264e-10, 1.571191336412742317e-10, 2.469330590403624676e-10, 2.039742764216930388e-10, 2.497836192663992461e-10
1.945000000000000000e+03, 2.273032160184098365e-10, 1.255195783777522654e-10, 2.352229566212206179e-10, 2.127897829901518011e-10, 2.367464690379827707e-10
1.946000000000000000e+03, 3.032862587839499746e-10, 1.885933845943184200e-10, 2.074705383584691833e-10, 1.811038586472986508e-10, 3.667069192643776817e-10
1.947000000000000000e+03, 2.375677884602254336e-10, 2.565951847539258948e-10, 2.107711591598263288e-10, 3.347604172182571018e-10, 4.260858215873769821e-10
1.948000000000000000e+03, 2.838549900624702364e-10, 2.666209824620192665e-10, 2.237216015753283797e-10, 3.733416174137668800e-10, 4.676715031810668318e-10
1.949000000000000000e+03, 3.315113824462221264e-10, 1.460170653045393726e-10, 3.021853115453487071e-10, 5.185872068192487442e-10, 4.943145480654798616e-10
1.950000000000000000e+03, 2.998226224872218206e-10, 2.396128208683623806e-10, 2.681671405352062708e-10, 2.322463598476514952e-10, 5.960787391380319395e-10
1.951000000000000000e+03, 2.702771162814934773e-10, 1.559218504650619152e-10, 2.072815851794374059e-10, 2.045196223744393923e-10, 4.109298406160225028e-10
1.952000000000000000e+03, 3.330429214455802698e-10, 1.835065396789345120e-10, 2.909531705807481748e-10, 1.949525656303133170e-10, 4.490766187155959782e-10
1.953000000000000000e+03, 3.514358079144602064e-10, 9.850631921916948317e-11, 3.121687162938308145e-10, 2.207284681384321564e-10, 3.004430929821683064e-10
1.954000000000000000e+03, 2.740846917807108970e-10, 1.463540699901515887e-10, 2.423781979622051365e-10, 2.482831057376290283e-10, 2.659684038155568662e-10
1.955000000000000000e+03, 1.919954675368728232e-10, 1.312208129470452780e-10, 2.493794012229848670e-10, 2.832090179054992538e-10, 2.911999942730880664e-10
1.956000000000000000e+03, 3.092586237762121861e-10, 1.325192350273584586e-10, 2.192613911554260310e-10, 2.749711228336605868e-10, 2.805850730349315818e-10
1.957000000000000000e+03, 2.519484055396026098e-10, 1.418413343185536961e-10, 2.394597470066953635e-10, 2.192513969819312647e-10, 3.686431402578336537e-10
1.958000000000000000e+03, 2.357999365332906478e-10, 9.870657985087587034e-11, 2.283932082675235383e-10, 3.450120837422054080e-10, 5.338864286297744088e-10
1.959000000000000000e+03, 2.156770851320901611e-10, 1.347550378734000333e-10, 3.849117125647576390e-10, 4.414605809930705392e-10, 3.951147748425041037e-10
1.960000000000000000e+03, 2.103108901511629970e-10, 2.628395298482445342e-10, 3.276462028343466000e-10, 3.077169082841332286e-10, 4.005800843177784392e-10
1.961000000000000000e+03, 3.673885051851770144e-10, 1.645158341448105582e-10, 2.097609607666797886e-10, 1.488710222310588750e-10, 3.225766205137098432e-10
1.962000000000000000e+03, 3.133539561728283690e-10, 1.325489838083038968e-10, 1.812409359980454335e-10, 1.472819561084271182e-10, 3.456535496107673039e-10
1.963000000000000000e+03, 2.948293765890036290e-10, 1.280869755344519782e-10, 1.612883574905862110e-10, 1.118319806064881876e-10, 3.442837851110538374e-10
1.964000000000000000e+03, 1.766890881059327329e-10, 1.885012080132835331e-10, 2.134536268753957132e-10, 1.952136418753697692e-10, 4.174981722953252026e-10
1.965000000000000000e+03, 1.522292814210347177e-10, 1.876487041944892076e-10, 2.248474467025096729e-10, 2.800649546280566455e-10, 4.209535025427763208e-10
1.966000000000000000e+03, 3.298742961297671823e-10, 1.512590557845003485e-10, 2.756933220297619568e-10, 1.392897417040915527e-10, 2.024956745230888527e-10
1.967000000000000000e+03, 2.793989089002434104e-10, 1.977819939880866235e-10, 3.287189260934434826e-10, 1.948184472031105749e-10, 3.261506347790166743e-10
1.968000000000000000e+03, 3.206338286347914512e-10, 1.783920519101339473e-10, 2.576784391851322422e-10, 1.986691664874262514e-10, 2.697203043136083600e-10
1.969000000000000000e+03, 2.175696461900500130e-10, 1.534781813133263997e-10, 1.880142841002161074e-10, 1.857161759696147825e-10, 2.054082063785908500e-10
1.970000000000000000e+03, 2.295868152089374561e-10, 1.219644736033912681e-10, 1.644056082535061218e-10, 1.561110578403509569e-10, 4.652566759761298147e-10
1.971000000000000000e+03, 2.070719792410168306e-10, 1.600778131081745985e-10, 1.892998105948586804e-10, 1.675642096385315604e-10, 2.298623287862170984e-10
1.972000000000000000e+03, 2.689304214431620903e-10, 2.143718551941712623e-10, 3.085937851969576216e-10, 1.788282801054836552e-10, 4.596465791975088939e-10
1.973000000000000000e+03, 2.962577704435271215e-10, 1.301881163035029741e-10, 2.319270191383185947e-10, 1.837336078761856514e-10, 3.626940203242329678e-10
1.974000000000000000e+03, 3.103852816952233427e-10, 1.486222314904584443e-10, 2.246698074697736637e-10, 1.369778173995589207e-10, 2.973870070919450842e-10
1.975000000000000000e+03, 2.536806069310008242e-10, 2.188488866916114639e-10, 1.697324839476003353e-10, 1.051714471315835092e-10, 2.053173568368221203e-10
1.976000000000000000e+03, 1.541720484409688880e-10, 1.254575204232492833e-10, 1.731708391705669763e-10, 1.791925124651687460e-10, 2.795945277322863978e-10
1.977000000000000000e+03, 1.557662356241882931e-10, 8.267092728730630551e-11, 1.992900103240256292e-10, 2.008937161680174592e-10, 2.213465228390620141e-10
1.978000000000000000e+03, 3.205250533413112492e-10, 9.486303225931886171e-11, 2.169188669462475396e-10, 1.456741685399404145e-10, 2.001164377886396128e-10
1.979000000000000000e+03, 2.774805060317805658e-10, 2.308187931664758420e-10, 2.757358334199240163e-10, 1.459228099640210606e-10, 4.765370819108892790e-10
1.980000000000000000e+03, 2.576045406377563343e-10, 2.027301904470798771e-10, 3.084934130280246320e-10, 1.216546087039084050e-10, 2.238162981929552884e-10
1.981000000000000000e+03, 2.021788077190717347e-10, 1.424521285374280558e-10, 2.115117523084091523e-10, 8.442608412359775440e-11, 4.489079961395333855e-10
1.982000000000000000e+03, 2.436836184860455248e-10, 1.723062196591117736e-10, 2.545553215607363584e-10, 1.240863262491153355e-10, 2.868300261645477130e-10
1.983000000000000000e+03, 1.468242633855766736e-10, 2.020108673735185741e-10, 1.796739485551754152e-10, 8.674114844539061169e-11, 2.340057548521465452e-10
1.984000000000000000e+03, 3.755948973803343063e-10, 1.202082896824762005e-10, 2.165419468102242193e-10, 1.003557039216377730e-10, 3.396464737133854639e-10
1.985000000000000000e+03, 1.299133607789465427e-10, 8.812844367736558565e-11, 2.282781441079672329e-10, 1.099384183377270666e-10, 3.155807815398707124e-10
1.986000000000000000e+03, 2.508445863182601003e-10, 1.189644063297368808e-10, 2.699548161715222819e-10, 1.940944840558793614e-10, 2.302916851979812825e-10
1.987000000000000000e+03, 1.584953005375362090e-10, 1.532668012806446356e-10, 1.933571408915642884e-10, 1.026296259854386640e-10, 2.904321935246819210e-10
1.988000000000000000e+03, 1.603815073849625582e-10, 1.247228927725907754e-10, 1.803759995921290721e-10, 1.607788563090409565e-10, 2.630938877881762494e-10
1.989000000000000000e+03, 2.448348590026009819e-10, 1.015269943885572429e-10, 2.301477795165510722e-10, 1.168636481993621179e-10, 2.815720964004208783e-10
1.990000000000000000e+03, 1.886366740541512367e-10, 1.326535138826462335e-10, 1.928673573151848630e-10, 2.252314549265309299e-10, 3.436792207099374653e-10
1.991000000000000000e+03, 1.693171955138822392e-10, 1.230746452843831250e-10, 2.009732615073081576e-10, 2.133872890864506151e-10, 3.648696834479079689e-10
1.992000000000000000e+03, 2.216420148061320803e-10, 1.251745954172793918e-10, 1.861685833543411730e-10, 1.356046285924656176e-10, 3.898856241337851852e-10
1.993000000000000000e+03, 2.153775744697864681e-10, 1.409226674692402371e-10, 1.697414232097228564e-10, 1.854246768315808022e-10, 4.365539894062366735e-10
1.994000000000000000e+03, 3.429617684291799308e-10, 2.042062396830608750e-10, 2.129305443042001283e-10, 1.756713701378865896e-10, 2.556149864448826838e-10
1.995000000000000000e+03, 2.069718065029168226e-10, 9.946679149910983023e-11, 2.204784320949611845e-10, 1.771968243129808144e-10, 3.068571276570158763e-10
1.996000000000000000e+03, 3.139410558824268670e-10, 2.051812717600330885e-10, 2.181679088591559403e-10, 2.923336866728603324e-10, 1.667561486437585080e-10
1.997000000000000000e+03, 1.804500075182551158e-10, 1.726097019890720990e-10, 2.610996210512660851e-10, 1.463422494264748154e-10, 2.499106917771078395e-10
1.998000000000000000e+03, 1.626282361932663309e-10, 1.563003373045476614e-10, 2.517358499267995531e-10, 1.985587999884669463e-10, 1.404278475423118149e-10
1.999000000000000000e+03, 3.032986014964255581e-10, 1.638052722981970457e-10, 1.843978987322099055e-10, 1.167143495200597731e-10, 3.926916770086313924e-10
2.000000000000000000e+03, 3.248802151134094039e-10, 9.661892076553041018e-11, 2.269337919604639236e-10, 2.629347918142168022e-10, 1.816506227614122297e-10
2.001000000000000000e+03, 2.458913369193436926e-10, 1.432238356632496175e-10, 1.615109020869014855e-10, 1.003288902669787561e-10, 4.008820294365075692e-10
2.002000000000000000e+03, 2.313774249045010805e-10, 1.626497937321778387e-10, 2.631507675317881609e-10, 8.003030969983961898e-11, 1.799667602135251629e-10
2.003000000000000000e+03, 2.503710333325676606e-10, 1.466748109205262066e-10, 2.614098378571096177e-10, 1.785734095034983316e-10, 1.550369874510916646e-10
2.004000000000000000e+03, 6.276656162817319441e-10, 1.266828823366812681e-10, 1.794423411913278098e-10, 1.676470120783527106e-10, 3.674637081686521862e-10
2.005000000000000000e+03, 3.997096096269839138e-10, 1.070770972114394925e-10, 3.303345792496053413e-10, 1.467076745349254929e-10, 2.507779419876188123e-10
2.006000000000000000e+03, 2.022484398264254579e-10, 8.667473646109017392e-11, 2.752623909505210334e-10, 1.796667272428941059e-10, 2.261633525318674859e-10
2.007000000000000000e+03, 1.717696677571908061e-10, 1.473958014178189334e-10, 4.833400305729150499e-10, 1.118934839380767381e-10, 2.213265132707810082e-10
2.008000000000000000e+03, 1.869017571996994898e-10, 1.769591345906360958e-10, 2.242288234167563238e-10, 1.327188609466086095e-10, 2.330105051016222717e-10
2.009000000000000000e+03, 1.627698643196701738e-10, 1.092979591629599359e-10, 2.047466381993994364e-10, 1.012502524006411712e-10, 3.364255333755821535e-10
2.010000000000000000e+03, 2.908932403768508978e-10, 2.345815438299682094e-10, 2.538959269413063701e-10, 2.304714811561963361e-10, 2.112908523438485137e-10
2.011000000000000000e+03, 2.433786307699258990e-10, 1.544637042790565348e-10, 2.595789142828833393e-10, 1.344107032955590546e-10, 2.691691245628832732e-10
2.012000000000000000e+03, 1.745615065868373850e-10, 1.897278818994096732e-10, 1.816126130830981859e-10, 1.431314730265656727e-10, 1.956942779423335423e-10
2.013000000000000000e+03, 2.102681403286115607e-10, 1.051924807327277512e-10, 2.181777553742923442e-10, 9.909497475986013638e-11, 1.516892057949136620e-10
2.014000000000000000e+03, 3.326228921635809371e-10, 1.339826306129418858e-10, 2.347704901346843060e-10, 9.039735892565919734e-11, 2.243803906558261781e-10
