year, MPI-ESM1-2-LR, GFDL-ESM4, NorESM2-LM, INM-CM4-8, CESM2-WACCM, CMCC-CM2-SR5, ACCESS-ESM1-5, MIROC-ES2L, INM-CM5-0, TaiESM1, CNRM-ESM2-1, IPSL-CM6A-LR, NorESM2-MM, UKESM1-0-LL, EC-Earth3-Veg, CanESM5
2.077000000000000000e+03, 3.143277677378783963e+01, 3.521426395059026504e+01, 6.634932175868782167e+01, 7.002918235302277594e+01, 7.545438858389852044e+01, 6.385417197967537817e+01, 4.691161692051525733e+01, 3.408846895909636032e+01, 6.777725315304898857e+01, 6.151094120743984917e+01, 5.258335911957660613e+01, 3.313653078359957505e+01, 7.719797787711860337e+01, 4.961088737493774659e+01, 4.188417928691352898e+01, 5.624968275407776730e+01
2.078000000000000000e+03, 3.172701918849551106e+01, 3.519747996430820081e+01, 6.683967171772654581e+01, 7.022042879369961099e+01, 7.563411854782373211e+01, 6.328547763076785770e+01, 4.678615855634161136e+01, 3.422515619305308121e+01, 6.783835738056937714e+01, 6.163289303812373277e+01, 5.259291277915585283e+01, 3.320912882468127236e+01, 7.787738025178090595e+01, 4.960518310884378224e+01, 4.235624301190381402e+01, 5.672784099267864377e+01
2.079000000000000000e+03, 3.177993244157907782e+01, 3.553174223753916294e+01, 6.711471829669352474e+01, 7.038011967833820393e+01, 7.625153257201321821e+01, 6.292517123227533204e+01, 4.676507585368339903e+01, 3.437290650462227148e+01, 6.816365125467250152e+01, 6.168028450094496407e+01, 5.289065144824299836e+01, 3.317511828281585196e+01, 7.822915200337442343e+01, 4.964614321753841608e+01, 4.261947872465290743e+01, 5.711361586219721431e+01
2.080000000000000000e+03, 3.188311003674497712e+01, 3.561773507698195118e+01, 6.731185421356514098e+01, 7.065914650121925433e+01, 7.674169889161163383e+01, 6.233713723639036886e+01, 4.690861293570036139e+01, 3.451022744880311421e+01, 6.837200147543299522e+01, 6.156453023603194197e+01, 5.292850917834509517e+01, 3.338008024431672283e+01, 7.839859790303533771e+01, 4.973873259711123040e+01, 4.251008511706863402e+01, 5.742408004790426190e+01
2.081000000000000000e+03, 3.210516529819386733e+01, 3.569231123434438757e+01, 6.773884894466404205e+01, 7.073499430492357476e+01, 7.666788510085982011e+01, 6.187318929874904683e+01, 4.695259678179035490e+01, 3.474585759852597278e+01, 6.840214672055989809e+01, 6.198257509459307357e+01, 5.309083877669154106e+01, 3.353923362108938022e+01, 7.886029535485424447e+01, 4.966733838459289530e+01, 4.268786213883295488e+01, 5.773598430271876936e+01
2.082000000000000000e+03, 3.208193789808665741e+01, 3.573517496278366679e+01, 6.816545346174842734e+01, 7.084248712219823574e+01, 7.695683172238940983e+01, 6.378776514159788746e+01, 4.709475930056024140e+01, 3.492015260778730124e+01, 6.857923122183682096e+01, 6.160324537996667260e+01, 5.326639870843352043e+01, 3.335122601481882043e+01, 7.918151284440722293e+01, 4.974896629504515033e+01, 4.331935772351976510e+01, 5.808433933356710099e+01
2.083000000000000000e+03, 3.225438847557054345e+01, 3.593281701463730826e+01, 6.845558707057310244e+01, 7.094733935014011195e+01, 7.704239951533205044e+01, 6.478376234593602589e+01, 4.729066998827539692e+01, 3.506348128321290147e+01, 6.871603462624798908e+01, 6.148389002912904289e+01, 5.337482511573916355e+01, 3.328569809103736077e+01, 7.939891175000040846e+01, 4.986109034571300214e+01, 4.365838339814824565e+01, 5.857215991134378896e+01
2.084000000000000000e+03, 3.248871240495124368e+01, 3.624040308797427201e+01, 6.857186385610179968e+01, 7.106664108533668411e+01, 7.719718451601366382e+01, 6.394736493278205103e+01, 4.715741137501038338e+01, 3.526059042201605109e+01, 6.890780157508280013e+01, 6.282485592672153274e+01, 5.324955343436356259e+01, 3.332419697717394769e+01, 7.994937334968480513e+01, 4.983821682431969435e+01, 4.360982801816719245e+01, 5.918575094561606420e+01
2.085000000000000000e+03, 3.242157853985149529e+01, 3.646661803966455295e+01, 6.903465249878212262e+01, 7.104569460793139513e+01, 7.726588186437197692e+01, 6.297550707691787863e+01, 4.707380172955092235e+01, 3.546560371919626675e+01, 6.898465133236656754e+01, 6.229139208279976714e+01, 5.348173797946715524e+01, 3.332498122034980526e+01, 8.049762943731997211e+01, 4.982639518219793473e+01, 4.336891694310532586e+01, 5.965190853658385350e+01
2.086000000000000000e+03, 3.234877240321263514e+01, 3.636923884107353899e+01, 6.966511356234134666e+01, 7.114695684463457326e+01, 7.774059797756628143e+01, 6.287830874430677142e+01, 4.701565763058814440e+01, 3.558017385862130055e+01, 6.889339781377765348e+01, 6.128136887735243477e+01, 5.355504880852817706e+01, 3.334047564819249487e+01, 8.095887761092812696e+01, 4.990254345739145236e+01, 4.391618577752272756e+01, 6.007892674808424260e+01
2.087000000000000000e+03, 3.256983981324593458e+01, 3.652869389352236595e+01, 7.006725500905578485e+01, 7.121477226420005024e+01, 7.805429043887916407e+01, 6.498312723446730388e+01, 4.701500515953342330e+01, 3.573901654035496023e+01, 6.920525475929977688e+01, 6.171193709324015231e+01, 5.365800123188918036e+01, 3.373326909802433704e+01, 8.145637735975837757e+01, 5.011252999287157905e+01, 4.424985070949243493e+01, 6.040122560297741217e+01
2.088000000000000000e+03, 3.287291783465477124e+01, 3.672738189747688153e+01, 7.016757248055368734e+01, 7.124675171856547706e+01, 7.840808379077169832e+01, 6.585448519941618883e+01, 4.704503033173475757e+01, 3.590507556783729370e+01, 6.923212926050675264e+01, 6.254681883841420387e+01, 5.369362168027649318e+01, 3.364970976279973058e+01, 8.171444167744732567e+01, 5.022964940723490201e+01, 4.429961768004126554e+01, 6.075252243184950629e+01
2.089000000000000000e+03, 3.288691987140691708e+01, 3.682958729920413532e+01, 7.029545689273047060e+01, 7.138431713332600737e+01, 7.877822497251388256e+01, 6.498444809951642753e+01, 4.685985235907921265e+01, 3.592730081887874860e+01, 6.941575168036416699e+01, 6.261919824866359363e+01, 5.393688431782818071e+01, 3.357276801380886866e+01, 8.193880248434010127e+01, 5.022951179461139048e+01, 4.398833990082449930e+01, 6.133559069645760076e+01
2.090000000000000000e+03, 3.292291392420304419e+01, 3.683809212458878335e+01, 7.080312553009319743e+01, 7.155938183635151972e+01, 7.928143722574257879e+01, 6.383253034331158915e+01, 4.695963881590395772e+01, 3.599835852436613948e+01, 6.962135793872647582e+01, 6.170842442617429668e+01, 5.410086045285235201e+01, 3.353582122902040652e+01, 8.232830966727760824e+01, 5.017349738682313642e+01, 4.430801539382879639e+01, 6.168498557138386929e+01
2.091000000000000000e+03, 3.327182874224957487e+01, 3.692796594855718695e+01, 7.126064436075672859e+01, 7.167878783853423386e+01, 7.958268866775101458e+01, 6.361441411447637506e+01, 4.729801768581981491e+01, 3.620791251830840451e+01, 6.969622667151533335e+01, 6.123525960502546894e+01, 5.435927854374522639e+01, 3.366701240573696197e+01, 8.285390555706226223e+01, 5.017264389575866090e+01, 4.489766368671953245e+01, 6.217056604158941724e+01
2.092000000000000000e+03, 3.350983806838667789e+01, 3.735681146373809014e+01, 7.148246437343374282e+01, 7.167974568775808564e+01, 8.037139144735853336e+01, 6.521112776298230074e+01, 4.762783620380341887e+01, 3.638265071827614605e+01, 6.965938284607123876e+01, 6.269101307030816628e+01, 5.439791423760112110e+01, 3.367396645146119027e+01, 8.338138436104075879e+01, 5.031955941998240434e+01, 4.530138803105750611e+01, 6.233417350764523235e+01
2.093000000000000000e+03, 3.380781134270350208e+01, 3.735084841860997784e+01, 7.167770937916674256e+01, 7.182776783491920014e+01, 8.086513684416907211e+01, 6.687838759286837842e+01, 4.768525335538495113e+01, 3.656910514409855750e+01, 6.962394719838866308e+01, 6.359367107196260349e+01, 5.440123318323265522e+01, 3.351919340263071234e+01, 8.376937261848756577e+01, 5.037295019951958608e+01, 4.533308342444706796e+01, 6.263891477629936588e+01
2.094000000000000000e+03, 3.395312391909151017e+01, 3.739171020256166145e+01, 7.230056225513521895e+01, 7.186108607060378972e+01, 8.127029489840387555e+01, 6.663712073724184393e+01, 4.757557846523826584e+01, 3.663042930383731033e+01, 6.989463467201559865e+01, 6.286465627502904852e+01, 5.444012843290240511e+01, 3.349858523404667210e+01, 8.406754585385289147e+01, 5.034465905838751354e+01, 4.498290346999633726e+01, 6.300072977462636459e+01
2.095000000000000000e+03, 3.405184249857812517e+01, 3.780677773075689885e+01, 7.280639634960147077e+01, 7.207891844660672120e+01, 8.170053234419661692e+01, 6.546036483175488740e+01, 4.742474930785667198e+01, 3.672696813852923015e+01, 7.011401139208287248e+01, 6.236928655555129808e+01, 5.465068003183040446e+01, 3.360424685569698511e+01, 8.431696945228625850e+01, 5.039784317846596906e+01, 4.531457885520679696e+01, 6.338780848583030547e+01
2.096000000000000000e+03, 3.428898166442960616e+01, 3.801792059859377559e+01, 7.298537097235119120e+01, 7.216992390481711084e+01, 8.215125719557867967e+01, 6.460680371833200297e+01, 4.736797519575026172e+01, 3.687106816863639125e+01, 7.025721271622037989e+01, 6.239898188021688696e+01, 5.489177623637039005e+01, 3.363765166807728946e+01, 8.476044390786277916e+01, 5.056478390723822258e+01, 4.589875842862090849e+01, 6.409554421562975790e+01
2.097000000000000000e+03, 3.446653256147255462e+01, 3.800945722228930634e+01, 7.308939732450221527e+01, 7.210453451381690115e+01, 8.273663501430617373e+01, 6.585282729783577338e+01, 4.723412582225652301e+01, 3.699577070151553926e+01, 7.005984324419804921e+01, 6.342637335096579676e+01, 5.471012010321604890e+01, 3.356214899033205512e+01, 8.519538616550589438e+01, 5.061357379718891991e+01, 4.617787785239298870e+01, 6.467288337993288394e+01
2.098000000000000000e+03, 3.463848271020088276e+01, 3.830866657704815736e+01, 7.348180691171843648e+01, 7.209846420684571910e+01, 8.300207382419841906e+01, 6.705257428335438874e+01, 4.703057400487582385e+01, 3.710121077334280670e+01, 7.012276181960739052e+01, 6.326409684389127364e+01, 5.494820139151254779e+01, 3.357945027555950190e+01, 8.552011627912803249e+01, 5.066870115888806936e+01, 4.644273079181606079e+01, 6.498771680020583119e+01
2.099000000000000000e+03, 3.493578768859604367e+01, 3.838109093878264844e+01, 7.382023361462262301e+01, 7.228426513522497032e+01, 8.368589057380884810e+01, 6.666531331667455618e+01, 4.704185242884098983e+01, 3.728621659247789921e+01, 7.023682857115046829e+01, 6.259890955737184015e+01, 5.498786946585209279e+01, 3.346214744023878040e+01, 8.563579285803540131e+01, 5.071830156072547879e+01, 4.688098448002399010e+01, 6.521838993654539252e+01
2.100000000000000000e+03, 3.538265747210038370e+01, 3.877648875143357543e+01, 7.382755751343455586e+01, 7.221038415947850808e+01, 8.417819627673002003e+01, 6.652117447878819689e+01, 4.703980876854446080e+01, 3.750537163666147933e+01, 7.000824517103036726e+01, 6.295841807174524973e+01, 5.510326190987896666e+01, 3.355754408814117795e+01, 8.600694070726149221e+01, 5.071047530741095244e+01, 4.716111386897183166e+01, 6.559770947110044403e+01
