year, TaiESM1, NorESM2-MM, NorESM2-MM, NorESM2-LM, TaiESM1, MPI-ESM1-2-LR, GFDL-ESM4, EC-Earth3-Veg, GFDL-ESM4, CESM2-WACCM, CNRM-ESM2-1, CNRM-ESM2-1
2.025000000000000000e+03, 9.855359993351370983e-10, 9.533671684090376137e-10, 9.533671684090376137e-10, 5.909987795454418886e-10, 9.855359993351370983e-10, 5.919821226731929583e-10, 4.589953385371609587e-10, 1.714519717840012821e-09, 4.425443159726633751e-10, 1.026553912852900212e-09, 2.326053009222625033e-10, 2.326053009222625033e-10
2.026000000000000000e+03, 6.093057243729436599e-10, 6.785996511582653455e-10, 6.785996511582653455e-10, 4.263156692769204059e-10, 6.093057243729436599e-10, 6.056341685456024211e-10, 5.703500447368496459e-10, 4.578875264014710133e-10, 5.540804585805167050e-10, 1.360747630287856651e-09, 1.996397848930418441e-10, 1.996397848930418441e-10
2.027000000000000000e+03, 6.129763899958674406e-10, 1.503137215762533701e-09, 1.503137215762533701e-09, 5.243086454208222266e-10, 6.129763899958674406e-10, 6.144099237912666423e-10, 3.094250881935618590e-10, 6.733611524805093029e-10, 2.936222278140019089e-10, 1.093466656715996766e-09, 2.313070521714553397e-10, 2.313070521714553397e-10
2.028000000000000000e+03, 5.261951156719383088e-10, 8.285478405837809512e-10, 8.285478405837809512e-10, 6.564040852914852411e-10, 5.261951156719383088e-10, 6.633210382611897568e-10, 4.508892743829060035e-10, 1.119461379619430046e-09, 4.353153989879181376e-10, 7.044510734681039127e-10, 1.366476094222499024e-10, 1.366476094222499024e-10
2.029000000000000000e+03, 1.797150646250678911e-09, 7.165501583826881544e-10, 7.165501583826881544e-10, 2.445496088343298099e-10, 1.797150646250678911e-09, 5.674326718934649953e-10, 4.307444579323490644e-10, 1.517237529084368120e-09, 4.147822228600808857e-10, 6.089636299529224354e-10, 1.358193289069521295e-10, 1.358193289069521295e-10
2.030000000000000000e+03, 9.797613549781790515e-10, 4.947637060916143496e-10, 4.947637060916143496e-10, 2.712254189833420578e-10, 9.797613549781790515e-10, 5.070471000309058743e-10, 4.769696524264919857e-10, 8.427683021370146525e-10, 4.611043446333775875e-10, 5.944514718208779380e-10, 1.488050346551995434e-10, 1.488050346551995434e-10
2.031000000000000000e+03, 3.371758860555384920e-10, 8.079163548090879905e-10, 8.079163548090879905e-10, 4.746827065582712853e-10, 3.371758860555384920e-10, 6.761966613785890440e-10, 3.149160025754866538e-10, 1.876482851709499633e-09, 2.993246024416369642e-10, 1.330196147228752246e-09, 1.632056910452789863e-10, 1.632056910452789863e-10
2.032000000000000000e+03, 4.567547380774971374e-10, 9.436973568954625183e-10, 9.436973568954625183e-10, 3.404847354973864389e-10, 4.567547380774971374e-10, 6.307278240505738616e-10, 9.942087856151281972e-10, 2.431539383380347389e-09, 9.783191062127243600e-10, 1.149832796450338461e-09, 1.254116098470402122e-10, 1.254116098470402122e-10
2.033000000000000000e+03, 4.296503774153147858e-10, 5.050385422579438082e-10, 5.050385422579438082e-10, 3.633573590869243845e-10, 4.296503774153147858e-10, 7.046819263538953991e-10, 6.053883936336799183e-10, 1.602394211007529378e-09, 5.896128283001623352e-10, 7.168214163330121122e-10, 1.458291360572592976e-10, 1.458291360572592976e-10
2.034000000000000000e+03, 4.519451922055405697e-10, 4.875353653734107161e-10, 4.875353653734107161e-10, 6.789402916209845741e-10, 4.519451922055405697e-10, 6.523233537218289698e-10, 6.030105236761797661e-10, 5.367580181999189003e-10, 5.876371713082017073e-10, 4.743417497348630510e-10, 2.140043484731668657e-10, 2.140043484731668657e-10
2.035000000000000000e+03, 5.970892800537859210e-10, 6.027120553390061536e-10, 6.027120553390061536e-10, 3.791181775231492470e-10, 5.970892800537859210e-10, 5.349784366432782506e-10, 5.224714019570647522e-10, 1.210625435813655608e-09, 5.072540177232697366e-10, 6.432983447877786571e-10, 1.172962041671821239e-10, 1.172962041671821239e-10
2.036000000000000000e+03, 6.521102899127051324e-10, 5.933131288038991880e-10, 5.933131288038991880e-10, 4.521735532313284287e-10, 6.521102899127051324e-10, 6.831304764005772955e-10, 1.258642019341955707e-09, 2.616438493704379696e-09, 1.243187863164682290e-09, 9.144520552951111949e-10, 1.272720318897075633e-10, 1.272720318897075633e-10
2.037000000000000000e+03, 3.802375539402061575e-10, 6.670769763095945208e-10, 6.670769763095945208e-10, 3.784692141878156601e-10, 3.802375539402061575e-10, 7.138019644117282995e-10, 5.499944340702988162e-10, 7.264356566845437080e-10, 5.344482763522381781e-10, 6.855365112722262778e-10, 1.304017130454794340e-10, 1.304017130454794340e-10
2.038000000000000000e+03, 3.835964199753792019e-10, 3.839509045562148631e-10, 3.839509045562148631e-10, 3.206990720740161428e-10, 3.835964199753792019e-10, 6.981859896311798817e-10, 3.223022618163854347e-10, 5.390180079788243869e-10, 3.071603285722724839e-10, 6.533960257213161893e-10, 1.916868131957761264e-10, 1.916868131957761264e-10
2.039000000000000000e+03, 1.505081168887570887e-09, 3.075569122648768773e-10, 3.075569122648768773e-10, 3.783102972476669424e-10, 1.505081168887570887e-09, 6.069145302459709880e-10, 4.040533173303437140e-10, 2.892958431075492108e-09, 3.892176858620738850e-10, 8.590978024443963436e-10, 1.442521588717432729e-10, 1.442521588717432729e-10
2.040000000000000000e+03, 9.705481254390984321e-10, 3.934036574547599038e-10, 3.934036574547599038e-10, 4.603567450115571886e-10, 9.705481254390984321e-10, 4.916883418666623334e-10, 4.533371634487478142e-10, 1.331179775156225755e-09, 4.385841391237889138e-10, 7.334280622082311904e-10, 1.487083498127393763e-10, 1.487083498127393763e-10
2.041000000000000000e+03, 3.716067079912918654e-10, 2.346482965216949127e-10, 2.346482965216949127e-10, 8.615778762725415886e-11, 3.716067079912918654e-10, 5.820657556231621479e-10, 7.661659575929429296e-10, 8.248809806326075402e-10, 7.514635602681978514e-10, 2.616815788549495192e-10, 1.317037851419398008e-10, 1.317037851419398008e-10
2.042000000000000000e+03, 2.760692468065612752e-10, 2.569384421679147295e-10, 2.569384421679147295e-10, 1.642487613249208909e-10, 2.760692468065612752e-10, 6.037180267324577774e-10, 5.746773270381110942e-10, 9.087074634397789975e-10, 5.597355527378292755e-10, 1.525027872480532707e-10, 1.657101165483664152e-10, 1.657101165483664152e-10
2.043000000000000000e+03, 1.156192724477949933e-09, 1.443239053719015386e-10, 1.443239053719015386e-10, 1.330322108980157343e-10, 1.156192724477949933e-09, 7.000858864695778446e-10, 4.310528495294737190e-10, 1.792157527598110383e-09, 4.164349883732875729e-10, 2.561698137159287180e-10, 1.095819157414461709e-10, 1.095819157414461709e-10
2.044000000000000000e+03, 7.198149127835500006e-10, 1.610706607419347510e-10, 1.610706607419347510e-10, 1.342334480646095636e-10, 7.198149127835500006e-10, 4.739078854922336326e-10, 6.023607361561524544e-10, 1.019403260564986134e-09, 5.880955296687452954e-10, 1.079082288881499017e-10, 1.066535149567205093e-10, 1.066535149567205093e-10
2.045000000000000000e+03, 4.145634141423027056e-10, 1.589055399779421508e-10, 1.589055399779421508e-10, 5.474030325452849919e-11, 4.145634141423027056e-10, 6.435745961475318215e-10, 9.533858022068054378e-10, 1.053935505609007504e-09, 9.382291955042242868e-10, 5.609819783562095133e-10, 1.529349072967231316e-10, 1.529349072967231316e-10
2.046000000000000000e+03, 4.011623732742571417e-10, 2.619426567279164679e-10, 2.619426567279164679e-10, 2.006569011425661775e-10, 4.011623732742571417e-10, 6.153838919828530077e-10, 4.351578556180254442e-10, 1.623066174449546955e-09, 4.203307640973764118e-10, 1.599073137564383042e-10, 1.385885150117698354e-10, 1.385885150117698354e-10
2.047000000000000000e+03, 1.646714963565453631e-09, 3.813862211384976646e-10, 3.813862211384976646e-10, 1.646180713843650593e-10, 1.646714963565453631e-09, 5.166867975179677630e-10, 7.199170883453557700e-10, 1.667092433694179877e-09, 7.049043376552006444e-10, 1.546830270541023928e-10, 1.297663085554367849e-10, 1.297663085554367849e-10
2.048000000000000000e+03, 4.098441899286242962e-10, 1.071789797860063377e-10, 1.071789797860063377e-10, 2.415140907608735017e-10, 4.098441899286242962e-10, 6.502143401705635768e-10, 1.004193928178507299e-09, 1.115422329055012427e-09, 9.886887438339668328e-10, 1.838336077095522156e-10, 1.386093543225918072e-10, 1.386093543225918072e-10
2.049000000000000000e+03, 3.188370153951045741e-10, 1.786693757246431711e-10, 1.786693757246431711e-10, 4.833304009906560566e-10, 3.188370153951045741e-10, 7.025107360192563487e-10, 4.596647909860217063e-10, 1.007757464880797505e-09, 4.446479899206463411e-10, 1.516091382116903438e-10, 1.188964112256086270e-10, 1.188964112256086270e-10
2.050000000000000000e+03, 2.732717803033659534e-10, 2.436030931294950856e-10, 2.436030931294950856e-10, 3.072666837477053001e-10, 2.732717803033659534e-10, 7.113412471331849695e-10, 5.573737135785726439e-10, 2.483512708783940806e-09, 5.424395399027891746e-10, 2.855999505837509337e-10, 1.266468266502776342e-10, 1.266468266502776342e-10
2.051000000000000000e+03, 4.708397785071252668e-10, 1.507883495496790175e-10, 1.507883495496790175e-10, 5.999045107656631872e-11, 4.708397785071252668e-10, 6.200257187908796364e-10, 5.362251318809437138e-10, 7.357073118822545985e-10, 5.212082086868867500e-10, 5.498143128991911766e-10, 1.131709123166742375e-10, 1.131709123166742375e-10
2.052000000000000000e+03, 8.506859080518418661e-10, 1.098380781763567493e-10, 1.098380781763567493e-10, 6.946642480805044273e-11, 8.506859080518418661e-10, 6.164335700111800603e-10, 3.016440950311630443e-10, 2.253373831524445009e-09, 2.869496137386671992e-10, 3.930097487796132344e-10, 1.130786155371230170e-10, 1.130786155371230170e-10
2.053000000000000000e+03, 7.249386482936430956e-10, 1.460915186569250195e-10, 1.460915186569250195e-10, 2.704448150920392941e-10, 7.249386482936430956e-10, 6.353588171947008930e-10, 9.835942241067074057e-10, 2.375558945767646944e-09, 9.680981827026409657e-10, 2.417565326654028404e-10, 9.661316262278153610e-11, 9.661316262278153610e-11
2.054000000000000000e+03, 7.210963847773958198e-10, 5.596449566319658302e-11, 5.596449566319658302e-11, 1.521982210506045082e-10, 7.210963847773958198e-10, 7.122003116816491039e-10, 3.827490442173681116e-10, 7.266098921970252723e-10, 3.677046022227413743e-10, 1.987601568066254135e-10, 1.532011560699972577e-10, 1.532011560699972577e-10
2.055000000000000000e+03, 5.904434791230764397e-10, 1.163971948565324467e-10, 1.163971948565324467e-10, 7.934878365852448715e-11, 5.904434791230764397e-10, 7.317712892112781210e-10, 2.784829427764290070e-10, 8.126416230267098795e-10, 2.641976311071911419e-10, 5.409221723329208272e-10, 1.083179975688059477e-10, 1.083179975688059477e-10
2.056000000000000000e+03, 9.052597293729333732e-10, 2.504470861152046846e-10, 2.504470861152046846e-10, 2.366311985353049911e-10, 9.052597293729333732e-10, 7.457184967119538836e-10, 7.675783377746783897e-10, 1.510778102471302420e-09, 7.523020106166094184e-10, 3.869883790383454574e-10, 1.116512951444008046e-10, 1.116512951444008046e-10
2.057000000000000000e+03, 1.082493073666946951e-09, 2.512222975978942254e-10, 2.512222975978942254e-10, 5.989022213522880323e-11, 1.082493073666946951e-09, 6.258280679379207105e-10, 7.330362684415300119e-10, 1.204593958090731214e-09, 7.172414055942463967e-10, 2.702612511352952482e-10, 1.684893386079157346e-10, 1.684893386079157346e-10
2.058000000000000000e+03, 1.211487636102207446e-09, 8.140734685300451856e-11, 8.140734685300451856e-11, 1.117930447091238271e-10, 1.211487636102207446e-09, 6.066926644984517353e-10, 5.134878160774038216e-10, 1.157609297543889500e-09, 4.974246576171787578e-10, 8.979714453510961673e-10, 1.108407925911670687e-10, 1.108407925911670687e-10
2.059000000000000000e+03, 8.073486899683687837e-10, 1.187968312909984226e-10, 1.187968312909984226e-10, 2.912113639210118972e-11, 8.073486899683687837e-10, 6.330317856608915894e-10, 1.161654209818721873e-09, 2.016830085057722958e-09, 1.145979567072879287e-09, 5.604631991928510474e-10, 1.029835386019553871e-10, 1.029835386019553871e-10
2.060000000000000000e+03, 3.524299513655176926e-10, 2.218858757403350485e-10, 2.218858757403350485e-10, 5.128654645518918810e-11, 3.524299513655176926e-10, 7.253544185885824706e-10, 9.035171935525025982e-10, 2.794862551664255949e-09, 8.874946472387184349e-10, 2.444581739976500777e-10, 1.025511604894169399e-10, 1.025511604894169399e-10
2.061000000000000000e+03, 4.921721854196188822e-10, 1.119685266374893874e-10, 1.119685266374893874e-10, 3.996153063425183051e-10, 4.921721854196188822e-10, 8.185283174799065076e-10, 5.899195620974031628e-10, 7.950387858846412744e-10, 5.740538283581886543e-10, 5.336158761781716397e-10, 7.556620655150527464e-11, 7.556620655150527464e-11
2.062000000000000000e+03, 1.835581292267564421e-09, 2.060503812114125615e-10, 2.060503812114125615e-10, 3.587343686109819664e-10, 1.835581292267564421e-09, 6.268976431823817876e-10, 8.782103355338540472e-10, 8.913126283271749942e-10, 8.622319387111194166e-10, 5.504172789252097255e-10, 1.511636658584148367e-10, 1.511636658584148367e-10
2.063000000000000000e+03, 5.844777803328665439e-10, 8.287564695890773841e-11, 8.287564695890773841e-11, 1.104811793528276006e-10, 5.844777803328665439e-10, 5.545465637579050896e-10, 1.636299737620758489e-10, 1.024108994036880177e-09, 1.478038950691118730e-10, 3.684066624280562699e-10, 1.063305979909955370e-10, 1.063305979909955370e-10
2.064000000000000000e+03, 3.603423518609734090e-10, 1.452417052439683940e-10, 1.452417052439683940e-10, 6.342298779235368306e-11, 3.603423518609734090e-10, 6.285121994929057269e-10, 9.474803425308562618e-10, 1.798024396722325068e-09, 9.311879879789755698e-10, 2.841064926397100846e-10, 1.273155777565159999e-10, 1.273155777565159999e-10
2.065000000000000000e+03, 2.282337293024267160e-10, 1.436127407490411905e-10, 1.436127407490411905e-10, 1.999504658038286530e-10, 2.282337293024267160e-10, 7.115521055712911088e-10, 7.442207306193063874e-10, 8.537468351637273100e-10, 7.277137628449460227e-10, 3.450653557205691979e-10, 1.242607567239966968e-10, 1.242607567239966968e-10
2.066000000000000000e+03, 1.222680021857411780e-09, 2.327750840427784746e-10, 2.327750840427784746e-10, 1.089138435068996952e-10, 1.222680021857411780e-09, 6.533249583411638759e-10, 3.959598899429162366e-10, 1.077232249335871064e-09, 3.803187250840102650e-10, 5.414776787374748311e-10, 1.211476345512468159e-10, 1.211476345512468159e-10
2.067000000000000000e+03, 6.968633041418713033e-10, 2.165504085484200684e-10, 2.165504085484200684e-10, 7.692396389750515375e-11, 6.968633041418713033e-10, 7.267390549614875497e-10, 7.316043056231245479e-10, 3.225036372375211929e-09, 7.157603162041184163e-10, 3.252300307036768624e-10, 1.322785660625605425e-10, 1.322785660625605425e-10
2.068000000000000000e+03, 3.732269989140082094e-10, 2.850583630412349673e-10, 2.850583630412349673e-10, 9.438493615415900848e-11, 3.732269989140082094e-10, 7.167009643683911202e-10, 1.291089874564692167e-09, 2.021443522166493936e-09, 1.274740315898983759e-09, 3.029338570837129056e-10, 1.082862288562215042e-10, 1.082862288562215042e-10
2.069000000000000000e+03, 9.246178835487826969e-10, 3.023301438161792297e-10, 3.023301438161792297e-10, 1.690788200437683136e-10, 9.246178835487826969e-10, 7.926674410273599591e-10, 5.916647115351377127e-10, 4.262001669477415993e-09, 5.749665880899225468e-10, 4.553969409334931381e-10, 1.124649963248851057e-10, 1.124649963248851057e-10
2.070000000000000000e+03, 6.655222305744066259e-10, 1.615995104554054797e-10, 1.615995104554054797e-10, 1.310413746555144231e-10, 6.655222305744066259e-10, 8.117533359000310110e-10, 7.218330482820996391e-10, 9.283224006418292850e-10, 7.055896365965671166e-10, 3.825535345252938855e-10, 1.215279274608646265e-10, 1.215279274608646265e-10
2.071000000000000000e+03, 5.829103534919629262e-10, 4.985073790825938146e-10, 4.985073790825938146e-10, 5.156472933277783107e-10, 5.829103534919629262e-10, 7.226757724883197621e-10, 7.177893394986501903e-10, 1.213425501631783567e-09, 7.013198277318645372e-10, 6.167962781895382678e-10, 1.119483652022404687e-10, 1.119483652022404687e-10
2.072000000000000000e+03, 1.013224420251120024e-09, 5.279861667495118434e-10, 5.279861667495118434e-10, 4.628014154230701483e-10, 1.013224420251120024e-09, 7.119351284074047058e-10, 1.054461721798262224e-09, 3.015324848087890724e-09, 1.036944116093408659e-09, 4.334624740259523668e-10, 1.337130856175240220e-10, 1.337130856175240220e-10
2.073000000000000000e+03, 7.541716114285658663e-10, 3.374469577498138183e-10, 3.374469577498138183e-10, 2.535082646128954084e-10, 7.541716114285658663e-10, 7.664985499005087250e-10, 1.757479053006644074e-09, 1.554915494019945382e-09, 1.739974069836323161e-09, 4.501446884173957258e-10, 9.330492830160389853e-11, 9.330492830160389853e-11
2.074000000000000000e+03, 2.927698538754542526e-10, 2.971884941238143133e-10, 2.971884941238143133e-10, 2.689762667158556870e-10, 2.927698538754542526e-10, 8.116126887188842171e-10, 8.076329333816006346e-10, 1.090367039840266333e-09, 7.903172734408530293e-10, 7.525953984484717473e-10, 1.181052993753334358e-10, 1.181052993753334358e-10
2.075000000000000000e+03, 1.058978283385474251e-09, 3.914978242270215571e-10, 3.914978242270215571e-10, 7.683385358668535847e-10, 1.058978283385474251e-09, 6.763404796473296135e-10, 3.661112175340674187e-10, 3.138263582707113268e-09, 3.495561472265716568e-10, 5.231534131756537904e-10, 9.489968615914804051e-11, 9.489968615914804051e-11
2.076000000000000000e+03, 8.473876736345932186e-10, 3.612809754286234536e-10, 3.612809754286234536e-10, 1.361744003935620538e-10, 8.473876736345932186e-10, 5.703274189021043889e-10, 2.136919103455352024e-10, 1.576789124051456917e-09, 1.974617967122334090e-10, 7.333387783708351272e-10, 1.460896040051567091e-10, 1.460896040051567091e-10
2.077000000000000000e+03, 7.532218353508761773e-10, 1.526582483340044058e-10, 1.526582483340044058e-10, 1.044107419433917072e-10, 7.532218353508761773e-10, 5.727952880028992125e-10, 1.254133565162269003e-09, 1.942605535677089351e-09, 1.237396731788358900e-09, 8.230468861129356827e-10, 1.145758180624958052e-10, 1.145758180624958052e-10
2.078000000000000000e+03, 8.421079496005110227e-10, 4.986361940613721969e-11, 4.986361940613721969e-11, 1.023807859300128438e-10, 8.421079496005110227e-10, 7.068006757605871837e-10, 8.280846789276309163e-10, 8.410877104632263873e-10, 8.112943675682988184e-10, 4.936743207140647227e-10, 1.495146081876124535e-10, 1.495146081876124535e-10
2.079000000000000000e+03, 9.097621802551203491e-10, 3.423009573117809163e-10, 3.423009573117809163e-10, 1.290908406194833774e-10, 9.097621802551203491e-10, 7.701247271187823804e-10, 4.875509022276968727e-10, 2.885603643098055807e-09, 4.711554705456506608e-10, 3.323090226071076903e-10, 9.137962055754382363e-11, 9.137962055754382363e-11
2.080000000000000000e+03, 9.777748645550393708e-10, 2.258334330482905924e-10, 2.258334330482905924e-10, 2.529352344431722329e-10, 9.777748645550393708e-10, 7.300696912836452484e-10, 1.000365738487373667e-09, 1.757754451941364387e-09, 9.837632713643426143e-10, 7.459514376307462737e-10, 1.209284430068395192e-10, 1.209284430068395192e-10
2.081000000000000000e+03, 7.379926368221509915e-10, 2.224657304791138795e-10, 2.224657304791138795e-10, 5.691867843791502724e-11, 7.379926368221509915e-10, 7.641684717723882840e-10, 1.079452016739481224e-09, 9.321956776391625647e-10, 1.063190675320713572e-09, 2.450842854922500815e-09, 1.012170267060420308e-10, 1.012170267060420308e-10
2.082000000000000000e+03, 1.051758853389311494e-09, 4.414229696705556832e-10, 4.414229696705556832e-10, 1.666405826396411052e-10, 1.051758853389311494e-09, 6.808792308031783258e-10, 1.166625775556439880e-09, 1.498948995088572276e-09, 1.150409901956949818e-09, 1.568119021825383233e-09, 1.049884868277097715e-10, 1.049884868277097715e-10
2.083000000000000000e+03, 7.290323938661914263e-10, 3.141231391488847871e-10, 3.141231391488847871e-10, 1.036420792154901271e-09, 7.290323938661914263e-10, 6.883769519375833325e-10, 5.732209676634485418e-10, 1.647631830127324097e-09, 5.568320016091932820e-10, 1.860045013989491168e-09, 1.131511190511839569e-10, 1.131511190511839569e-10
2.084000000000000000e+03, 2.907888458222830930e-10, 1.285213722577419337e-10, 1.285213722577419337e-10, 1.483902410025446089e-10, 2.907888458222830930e-10, 7.418886428224080271e-10, 6.102759863197560050e-10, 4.635731064182127822e-09, 5.942274806962549486e-10, 2.007190571391454098e-09, 1.194465319031667994e-10, 1.194465319031667994e-10
2.085000000000000000e+03, 1.136719288895341983e-09, 1.958440764159922770e-10, 1.958440764159922770e-10, 2.935990157133159760e-11, 1.136719288895341983e-09, 7.651046461748270328e-10, 7.199574888413641349e-10, 7.143941929393548768e-10, 7.034733680662652134e-10, 1.432341199663386510e-09, 8.868809814527524315e-11, 8.868809814527524315e-11
2.086000000000000000e+03, 1.014956841085937767e-09, 1.531446225702683113e-10, 1.531446225702683113e-10, 1.485225148962693854e-11, 1.014956841085937767e-09, 8.142353835881367905e-10, 1.439042214814547832e-09, 1.284745394043157166e-09, 1.421642484653173581e-09, 1.107436605838309425e-09, 1.091924175776935234e-10, 1.091924175776935234e-10
2.087000000000000000e+03, 7.632278253240169748e-10, 1.561001480546674271e-10, 1.561001480546674271e-10, 2.314661943328658181e-10, 7.632278253240169748e-10, 7.399881101919789038e-10, 9.664151379438084127e-10, 1.533925615714634733e-09, 9.490000988993701874e-10, 1.029859068984785923e-09, 1.272756350186793856e-10, 1.272756350186793856e-10
2.088000000000000000e+03, 6.550852240480990458e-10, 5.946506817564056776e-10, 5.946506817564056776e-10, 6.150876859110785632e-10, 6.550852240480990458e-10, 7.527943760722126979e-10, 5.308373406192500910e-10, 2.850093772117608497e-09, 5.141583146297670390e-10, 1.005953507374887885e-09, 1.109572766001322798e-10, 1.109572766001322798e-10
2.089000000000000000e+03, 6.808428677643122287e-10, 2.741167023018670035e-10, 2.741167023018670035e-10, 2.463134860581036572e-10, 6.808428677643122287e-10, 7.835705786567211507e-10, 1.159243392990491619e-09, 1.946835107091829631e-09, 1.142063962751392291e-09, 8.739521278072298537e-10, 1.078682097997108926e-10, 1.078682097997108926e-10
2.090000000000000000e+03, 1.919428432233360868e-09, 2.883383369524351237e-10, 2.883383369524351237e-10, 5.448048160175175107e-11, 1.919428432233360868e-09, 7.809753449221542089e-10, 1.859481947270476316e-09, 1.617966588340256369e-09, 1.841820111994881734e-09, 1.128188832560201718e-09, 9.719221006240970317e-11, 9.719221006240970317e-11
2.091000000000000000e+03, 9.018027790320540355e-10, 2.683146144954346739e-10, 2.683146144954346739e-10, 2.485641812922289216e-10, 9.018027790320540355e-10, 7.062716838243904838e-10, 8.578015612654138660e-10, 9.527842441446277080e-10, 8.402481846079521127e-10, 3.168623818815004548e-10, 9.794825164932090949e-11, 9.794825164932090949e-11
2.092000000000000000e+03, 4.891023259848096114e-10, 2.888720696442575094e-10, 2.888720696442575094e-10, 6.023987381147251854e-10, 4.891023259848096114e-10, 5.514417570334350126e-10, 4.747816820655757924e-10, 3.288736189859463403e-09, 4.580908074103667564e-10, 1.485734184541968151e-10, 1.176779541070549000e-10, 1.176779541070549000e-10
2.093000000000000000e+03, 3.117647568774166323e-10, 3.152700551115703020e-10, 3.152700551115703020e-10, 2.697363298923998596e-10, 3.117647568774166323e-10, 5.914666323802577145e-10, 2.031692969855170433e-09, 3.610194759420985180e-09, 2.014350103088200037e-09, 3.599952583976272587e-10, 1.036019848488817390e-10, 1.036019848488817390e-10
2.094000000000000000e+03, 6.276514159353339555e-10, 4.951514869053103375e-10, 4.951514869053103375e-10, 7.445090862439075147e-11, 6.276514159353339555e-10, 7.292438522276185276e-10, 7.437726717965191515e-10, 1.791284730690361444e-09, 7.268183133925740566e-10, 4.161316053903141718e-10, 1.590490010961340983e-10, 1.590490010961340983e-10
2.095000000000000000e+03, 7.628896240395778825e-10, 3.651238701308502015e-10, 3.651238701308502015e-10, 1.114855339062712614e-10, 7.628896240395778825e-10, 7.913323947915269260e-10, 5.019591169427183292e-10, 1.129722361386516907e-09, 4.861725707347131521e-10, 3.898871826621945012e-10, 9.323395511098388204e-11, 9.323395511098388204e-11
