year, IPSL-CM6A-LR, NorESM2-MM, GFDL-ESM4, MPI-ESM1-2-LR, TaiESM1, EC-Earth3-Veg, CNRM-ESM2-1, CESM2-WACCM, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-LM, CanESM5, MIROC-ES2L
2.087000000000000000e+03, 4.155209732903045072e+00, 1.659061704505236268e+00, 1.443286396450470122e+01, 1.016706197113175847e+01, 4.851186477604076397e-01, 1.660067340167150407e+00, 7.224298265960007903e+00, 1.456450188243623156e+00, 2.392140148016963508e+00, 1.066314241148813791e+00, 1.461859307062229441e+00, 4.081842059453240523e+00, 8.101912694853186991e+00
2.088000000000000000e+03, 4.206704501483736536e+00, 1.711588336805283994e+00, 1.448264426681232209e+01, 1.011437047556665725e+01, 5.440116410101443201e-01, 1.548665643760415822e+00, 7.209661466109650974e+00, 1.444163912724699461e+00, 2.635339412500124823e+00, 1.070189904045516283e+00, 1.504416919532778119e+00, 4.072245535439442676e+00, 8.306403685203251896e+00
2.089000000000000000e+03, 4.224078060169102145e+00, 1.628238203535859574e+00, 1.456689731127580600e+01, 1.027977679932173238e+01, 5.888349109239482404e-01, 1.476611818612653337e+00, 7.137034260958660781e+00, 1.452362235113225708e+00, 3.296217573566538217e+00, 1.041765237033668745e+00, 1.447435448804716529e+00, 3.938464187290192875e+00, 8.306141502132144083e+00
2.090000000000000000e+03, 4.184466111201462724e+00, 1.656021939972391221e+00, 1.465186772799520654e+01, 1.038991130768528492e+01, 8.379687966137241428e-01, 1.625773740033343850e+00, 7.091743799694569361e+00, 1.493165268807975066e+00, 3.618127158949684841e+00, 1.052461628411577754e+00, 1.420996668380382522e+00, 4.143177902314185701e+00, 8.170641332846900085e+00
2.091000000000000000e+03, 4.164714872007516888e+00, 1.622652373636648493e+00, 1.452007268481244573e+01, 1.027548335718264561e+01, 5.978930947958710496e-01, 1.770415960200689698e+00, 7.035853078203147426e+00, 1.469723291190259573e+00, 3.118177608987970029e+00, 1.104709238331138987e+00, 1.448539506369598273e+00, 4.037607270640816814e+00, 8.112933760678604500e+00
2.092000000000000000e+03, 4.204549182576803545e+00, 1.669348297585396379e+00, 1.456055955893011777e+01, 1.017658482654717922e+01, 4.160279890320179863e-01, 1.716531595107889885e+00, 7.105595663342777257e+00, 1.426874755720380028e+00, 2.451679645649664785e+00, 1.148285205117562713e+00, 1.479595080648653083e+00, 4.392995264963736268e+00, 8.258444184497925278e+00
2.093000000000000000e+03, 4.195494087577749553e+00, 1.691416992739218417e+00, 1.477755709327046851e+01, 1.005097013259439009e+01, 4.557439659780548880e-01, 1.553927471545041961e+00, 7.028852082996446704e+00, 1.512150114607514695e+00, 2.458322221100457838e+00, 1.145501941591641426e+00, 1.461713124791595764e+00, 4.156162926225573706e+00, 8.211635376492409932e+00
2.094000000000000000e+03, 4.150672230872000767e+00, 1.677049973712342101e+00, 1.460304536151756594e+01, 1.011546928507612897e+01, 7.399942871697808844e-01, 1.571822002033395282e+00, 7.028600511395644013e+00, 1.492718978277185249e+00, 2.973226832018176502e+00, 1.115121187909730471e+00, 1.408560781247045313e+00, 4.269254720203475628e+00, 8.151972215035698355e+00
2.095000000000000000e+03, 4.130561829369801430e+00, 1.655750813738895433e+00, 1.460295687496968320e+01, 1.021069610619744061e+01, 6.122465680100399599e-01, 1.621462539692081428e+00, 6.981757205006280387e+00, 1.494520242174431912e+00, 3.592179844237935349e+00, 1.083990086198265423e+00, 1.455321978284758622e+00, 4.106527831049040067e+00, 8.238836205034935745e+00
2.096000000000000000e+03, 4.137041948010498515e+00, 1.665090120832234177e+00, 1.483207350400070013e+01, 1.018435560554627983e+01, 6.158841377445385401e-01, 1.649725555546682987e+00, 6.968810566317978683e+00, 1.473747362213513101e+00, 3.423467067253242568e+00, 1.073051424405703669e+00, 1.510754738111472761e+00, 3.862237887939328207e+00, 8.353472660167037489e+00
2.097000000000000000e+03, 4.121156605053852395e+00, 1.689535744380841198e+00, 1.480503273063199998e+01, 1.021377057814543221e+01, 4.481801360724215200e-01, 1.623768050313654898e+00, 7.019313200024978272e+00, 1.496194028339710380e+00, 2.627633262711792206e+00, 1.054939196327330686e+00, 1.488616198774685984e+00, 4.004811287043681389e+00, 8.288523250685296162e+00
2.098000000000000000e+03, 4.105763908034997911e+00, 1.710248074982988475e+00, 1.480974889972751463e+01, 1.023325047827670176e+01, 7.683146893802421662e-01, 1.753143880320768178e+00, 6.935599116592922719e+00, 1.529530943745067262e+00, 2.753105637245696347e+00, 1.019954517941073613e+00, 1.460590837392853336e+00, 4.254419975513671126e+00, 8.252260488701695706e+00
2.099000000000000000e+03, 4.127836727608218403e+00, 1.694368952499767378e+00, 1.484503927744268381e+01, 1.011842512911387004e+01, 6.536764930374855398e-01, 1.825544568551616065e+00, 6.970684327140191705e+00, 1.468252718379774002e+00, 3.161229611140837559e+00, 1.019332776241409277e+00, 1.491592795782731740e+00, 4.315556382922355994e+00, 8.381290851629460192e+00
2.100000000000000000e+03, 4.078068044100688461e+00, 1.668800486881408141e+00, 1.489860923271737647e+01, 1.001993160813428929e+01, 6.392718122766604116e-01, 1.750693496031725527e+00, 6.894111041356186576e+00, 1.538228311494898470e+00, 3.020411406653453756e+00, 1.020831235255452718e+00, 1.507108525399751375e+00, 4.318412104488041692e+00, 8.507384191207378876e+00
