year, GFDL-ESM4, CanESM5, EC-Earth3-Veg, CMCC-CM2-SR5, INM-CM4-8, CESM2-WACCM, MIROC-ES2L, NorESM2-MM, NorESM2-LM, MPI-ESM1-2-LR, CNRM-ESM2-1, TaiESM1, UKESM1-0-LL, ACCESS-ESM1-5, INM-CM5-0, IPSL-CM6A-LR
2.077000000000000000e+03, -6.545361890804178573e-02, 3.008644429243805263e-01, 7.089555514258572000e-01, 7.285414726544719999e-01, 3.648588793366986383e-01, 3.299320953444818127e-01, 2.060327758316275459e-01, 6.915169926380185794e-01, 5.880939830232959631e-01, 1.784171560890341068e-01, 8.946083317386774314e-02, 2.216579806883960113e-01, 1.210134344174081111e-01, -1.539561290721136178e-01, 2.798083987312942611e-01, 2.435208139488609091e-01
2.078000000000000000e+03, 2.003382499681134188e-01, 6.471152904924103444e-01, 5.292119624479039164e-01, -3.729909497557436504e-01, 2.289273504037967755e-01, 3.978997992054347232e-01, 3.030209950245898454e-01, 7.896463225767849092e-01, 5.925308872208545630e-01, 2.804391253537081297e-01, -5.849087584713438120e-02, 3.410907062500250636e-02, 2.589753740019193687e-02, -2.356135200454126666e-01, -3.310244626121106731e-03, -3.189714636975385376e-02
2.079000000000000000e+03, 4.639360622881946172e-01, 5.047516286500135507e-01, -5.331455461094067871e-01, 2.520917957661098496e-01, 4.036303026211736089e-01, 7.073619213444697351e-01, 2.661224064283349011e-01, 3.600613547832613448e-01, 3.547618055925388925e-01, 3.073585925865477964e-01, 1.876972458627384488e-01, -4.028103366660550078e-02, 8.998036315569669930e-02, 7.747574156799223732e-02, 5.713768570565441740e-01, -8.133969000560556384e-02
2.080000000000000000e+03, -1.202847542296764209e-02, 4.867361407338443580e-01, 1.225987173013496079e-01, -6.012481781887019094e-01, 5.449863894161943723e-01, 4.059585431200586347e-01, 1.569283218588748419e-01, 3.484626618576081580e-01, 3.368690211008517621e-01, 1.379873805237561979e-01, 4.179654416371534481e-02, -1.790634422652260388e-02, 2.339513848695627674e-01, 1.120505006228000311e-01, 2.789873161239808108e-01, 3.531077492875270840e-01
2.081000000000000000e+03, -8.827358554500586499e-03, 6.077873805328928292e-01, 9.294384063522335149e-01, 5.744217429747537906e-01, 1.210563922455802355e-01, 4.541080898119739806e-02, 3.077444770693599230e-01, 5.734316314966467765e-01, 5.145239945671216120e-01, 2.942828641608365436e-01, 7.024425716994420199e-02, 2.368290160070614658e-01, -3.433253550606867877e-01, -7.193199610782443666e-03, 3.612919924065145783e-02, 1.347004286984203499e-02
2.082000000000000000e+03, 1.869289605410685562e-01, 3.283925373027346550e-01, 5.292107638313116036e-01, 1.371721777367845396e+00, 2.923816546684504525e-01, 4.177950274617949766e-01, 2.657036303335343908e-01, 4.129334154303146986e-01, 4.528532260786252706e-01, 5.515381856645351633e-02, 9.634381740407839401e-02, -3.234461832040538276e-01, 9.715299913649257102e-02, 3.161691546859710100e-01, 2.912201225153350781e-01, -1.625082084833056051e-01
2.083000000000000000e+03, 5.378582715800631631e-01, 5.357815661769103066e-01, 1.041204563728305721e-01, 2.028470633605131135e-01, 3.220603973056533342e-01, 1.260834347069425265e-01, 3.781680158768191968e-01, 4.486186479130344074e-01, 3.319418578206231873e-01, 3.438904206474792669e-01, -5.460345045612220033e-02, 3.389361831780094980e-01, 2.041106601197397452e-01, 1.536553062968784925e-02, 1.463858986387355510e-01, -5.558861669700410069e-02
2.084000000000000000e+03, 5.149891679040446979e-01, 8.240979246526772828e-01, -6.484314299045659258e-01, -3.367346458353590033e-01, 2.443638535854668892e-01, 2.272520786250496472e-01, 2.865927206094570079e-01, 6.676329954325070926e-01, 3.957367864147789405e-01, 3.354851803211976180e-01, -9.415456659922417926e-02, 6.912212281014177284e-01, -6.293192206618428153e-02, -3.018153145082532740e-01, 4.274499490436244886e-01, -1.298167071246519692e-02
2.085000000000000000e+03, 2.612576932121102868e-01, 4.899244804359835781e-01, 8.287139004828574240e-01, -5.458374615957145570e-01, -3.458275890719134799e-02, 2.252736930373585855e-01, 1.304508854601944268e-01, 5.282109694991669047e-01, 5.358298205020292082e-01, 1.527689553359794505e-01, 1.357451875162959398e-01, -9.005902115743977809e-01, -8.099015325945763122e-02, -3.414683958108769707e-02, 1.767410206755385543e-02, -8.322104303654997981e-02
2.086000000000000000e+03, -2.329253857390771176e-01, 7.179862707588311466e-01, 4.457730458783391025e-01, 8.800088617704565630e-01, 1.937521086225007239e-01, 5.025363865325901402e-01, 1.810694884624222123e-01, 5.551244818793938940e-01, 6.321387029196871010e-01, 1.208398281311696409e-01, 9.870742955738426392e-04, -3.147405539782408002e-02, -3.791316524527666432e-01, -1.958167765199300969e-01, -5.368351134098098276e-02, 1.384567710403597773e-01
2.087000000000000000e+03, 1.421201402051535667e-01, 4.831855719678274652e-01, 3.543704378119519327e-02, 1.338210254783954278e+00, 1.884163993300002615e-01, 3.679499642415267613e-01, 3.465707232828774131e-01, 6.168335663289965520e-01, 4.296086265263509563e-01, 2.494492442774773611e-01, 7.090913912665378072e-02, 6.557609694540167400e-01, 5.003220550484802631e-01, 1.252252317609500731e-01, 5.524866905796402827e-01, 3.001423331728007016e-01
2.088000000000000000e+03, 3.078845198435430364e-01, 4.867907040208936942e-01, -7.285127240819273542e-01, 1.483166002534048178e-01, 2.832582516431223635e-02, 4.303938938811169290e-01, 3.064368841831758283e-01, 2.716707708574271352e-01, 1.847413847137110154e-01, 2.412892264286668753e-01, -5.334783995235784643e-02, 1.735098639319714864e-01, 1.922797685265826562e-01, -2.421190510202087809e-01, -1.228579450093311709e-01, -8.677443567774772992e-02
2.089000000000000000e+03, 1.714019345535661432e-01, 7.563637825874652831e-01, 3.398046848199113290e-01, -2.749756526790766986e-01, 2.422963676790442777e-01, 4.677487148782404902e-01, -9.401143098277439658e-02, 4.622960903165779234e-01, 4.189679430205690003e-01, 3.455571987459828409e-01, 1.106967202431251573e-01, -2.748913844931029637e-01, 7.920517421415480819e-04, -1.264852334228717123e-01, 3.578985039231243337e-01, -7.248897962783155957e-02
2.090000000000000000e+03, -3.652286740857161318e-01, 4.712463514475351833e-01, 9.208847051481292567e-01, -4.531241714043862112e-01, 3.443092104460044323e-01, 4.423218244931719223e-01, 1.602745467439200822e-01, 4.635935673596017770e-01, 5.827440307493797489e-01, 1.453137153063406850e-01, 3.771892693369556515e-02, -4.930303849246209236e-01, -1.061900333693915031e-02, 2.054606775644906291e-01, 2.748728509877598758e-01, -7.298246761681054240e-02
2.091000000000000000e+03, 3.981278042808433781e-01, 7.819944704811832015e-01, 8.211268373960693978e-01, 3.023495513619106068e-01, 2.062474864140065867e-01, 4.634805527941465719e-01, 4.106683931538997467e-01, 6.395000439080488208e-01, 4.543250540225734491e-01, 7.807630997209123735e-02, 1.774599421779056441e-01, 4.320302900588042783e-01, -2.989815272031111082e-01, 5.661338820297299179e-01, 5.822808836278333539e-02, 2.192553106165111565e-01
2.092000000000000000e+03, 6.556776857613932918e-01, 2.455911305971147929e-01, -4.815041979138870998e-01, 1.473720007406988497e+00, 1.078015060322783519e-01, 7.900025151814763502e-01, 3.274227421171372887e-01, 6.002665317622251084e-01, 3.088088100933730762e-01, -5.005898016613045953e-03, -8.584941099262528852e-02, 7.022555308384775818e-01, -4.165962713068204794e-03, 2.395883795372247271e-01, -1.380021524429856650e-01, -9.053371881283356348e-02
2.093000000000000000e+03, -4.697125551097262042e-01, 4.817127261779572955e-01, -4.465102906614886735e-01, 7.335043569133418151e-01, 2.979709063242615419e-01, 4.556703571929957564e-01, 2.847763526703889388e-03, 4.452033965991119002e-01, 4.190277253336510688e-01, 8.860889653996310844e-02, -8.109872736473001942e-02, -2.821265690762159717e-01, 1.568652448867602633e-01, -1.354388348124489772e-02, -4.488740131484739160e-02, -1.979575645681158069e-01
2.094000000000000000e+03, 3.034431007494469701e-01, 6.343092302083566114e-01, 1.277636902325347268e-01, -3.441746354919939521e-01, 4.838191671880235842e-03, 4.980987006972573683e-01, 2.179547395209707195e-01, 3.446101656285687209e-01, 5.638509724841367365e-01, 4.546385235676835279e-01, -2.944355234024505566e-02, -6.108023709305775428e-01, -1.740921558191884655e-01, -2.434055964276999884e-01, 4.583757052802505672e-01, -1.353194540541413811e-02
2.095000000000000000e+03, 8.125069570608081104e-01, 2.586991550269369111e-01, 9.109372365354202472e-01, -3.287637754344154284e-01, 4.750714417264247924e-01, 5.168616274818739198e-01, 2.683329289990026290e-01, 4.721797823083254131e-01, 5.815989661045352088e-01, 8.147000477484610259e-02, 1.685206070178771887e-01, 2.528687826891150014e-01, -3.073071281666434618e-01, -1.807448062252372534e-01, 2.294266164546586162e-01, 8.811978092197729484e-02
2.096000000000000000e+03, -1.351808282850869569e-01, 8.694300086576974840e-01, 2.427548880634118611e-01, -1.736383039260955830e-01, 9.111801214016940209e-02, 5.861637135314088365e-01, 3.246408472668332323e-01, 5.380087898857336404e-01, 2.225952498701888049e-01, 2.816517884517908965e-01, 2.539675551411589224e-02, 2.294290276357221492e-01, 3.555761901829129767e-01, -1.074148126665676189e-01, 4.338471377594038114e-01, -2.628072970860547732e-03
2.097000000000000000e+03, 3.086346412744112033e-01, 8.301697019238948316e-01, 4.359224106165314749e-01, 1.340887724588323282e+00, -1.419220396729231615e-01, 5.889178267654144872e-01, -6.213731285686361488e-02, 5.415731217187955693e-01, 3.201372629767783584e-01, 2.012784532237811008e-01, -1.658631973853932906e-01, 5.744446824272911867e-01, -8.704442164129000002e-05, -2.842809701125038058e-01, -5.024251730012032624e-01, -1.590404195924139674e-01
2.098000000000000000e+03, 1.747239293726746689e-01, 6.354580715672115687e-01, 1.018916508901720919e+00, 3.802791002661995989e-01, 1.308697684031882025e-01, 4.801695792172009369e-01, 3.230461357400788436e-01, 3.591845186388309408e-01, 4.577896306119787484e-01, 1.812012853345822960e-01, 2.107035148859829066e-01, -4.325076344165021403e-01, 8.724428853271196105e-02, -2.478110434877383861e-01, 3.230140291437317290e-01, 6.355380716231795457e-02
2.099000000000000000e+03, 1.137160913752109648e-01, 3.308265708245803904e-01, 4.507133117096331909e-01, -2.634150643112619372e-01, 3.465999835899337134e-01, 7.080064292806990123e-01, 3.606215150072665798e-01, 2.709307241504893549e-01, 3.213986725986204829e-01, 3.183803688167444884e-02, -1.407411350732880040e-01, -7.354562091839792100e-03, 8.018933661809694857e-02, 6.659968458605937391e-02, -2.333651240497598700e-02, -1.819018140777288461e-01
2.100000000000000000e+03, 2.977791317468672649e-01, 6.237089112035651972e-01, -5.354296920594470155e-01, 1.641420579119268197e-01, -3.140952908714665370e-01, 4.752237279796691638e-01, 3.189569779955194195e-01, 4.662122834145743244e-01, 2.633067601092820564e-01, 1.831238642855331222e-01, 4.012720120103986654e-03, 7.154700302981317761e-02, -1.635279715060891648e-01, -7.683117323288549128e-02, -5.168475872743747423e-01, 8.886021382978337435e-02
