year, TaiESM1, CESM2-WACCM, GFDL-ESM4, INM-CM5-0, CNRM-ESM2-1, NorESM2-MM, CanESM5, ACCESS-ESM1-5, INM-CM4-8, CMCC-ESM2, MPI-ESM1-2-LR, EC-Earth3-Veg, IPSL-CM6A-LR, NorESM2-LM, UKESM1-0-LL, MIROC-ES2L
2.075000000000000000e+03, 5.220149034741854877e+00, 4.663628032937511492e+00, 3.643650074243431014e+00, 2.564688311584862213e+00, 3.013605162598572029e+00, 4.724310542719504014e+00, 3.960444110426053488e+00, 2.047820155247809915e+00, 2.562726113507503456e+00, 5.205276494480992611e+00, 3.833298511565618405e+00, 3.906915184181283696e+00, 2.940198276366118080e+00, 4.186747781054032558e+00, 3.978391308048662811e+00, 2.883937920736061589e+00
2.076000000000000000e+03, 4.823728847910965456e+00, 4.790845528796305430e+00, 3.714166531510909142e+00, 2.532843405602558384e+00, 2.942320205577146019e+00, 4.626768770994750035e+00, 4.117192642487339960e+00, 2.089506854268493363e+00, 2.588517806007110345e+00, 6.469809696009201083e+00, 4.035244491445903137e+00, 3.890850530590055367e+00, 2.826172502248323948e+00, 4.107792936619165225e+00, 3.982395183937738281e+00, 2.926090254846632988e+00
2.077000000000000000e+03, 4.977497034296486156e+00, 4.799658152520732912e+00, 3.527775645731514143e+00, 2.547201289820449244e+00, 2.989852586808990687e+00, 4.747748549268144380e+00, 4.024955985655788382e+00, 2.043155813345541194e+00, 2.590975548062932177e+00, 6.295224286103640488e+00, 4.013164211495952927e+00, 4.101815122073531938e+00, 2.982005669276871718e+00, 4.301693107864355881e+00, 4.002293954349567251e+00, 2.930425815061536543e+00
2.078000000000000000e+03, 5.075189265358445390e+00, 4.715083764796593080e+00, 3.520325434618561733e+00, 2.531952213665979112e+00, 2.927965795029661145e+00, 4.957480098485348208e+00, 4.209271170196668521e+00, 1.962420058286507230e+00, 2.589453759717140091e+00, 4.675647696291123978e+00, 4.085338725394699999e+00, 4.101076183067644543e+00, 2.974188199817369593e+00, 4.436159850054688825e+00, 3.971048448853146784e+00, 2.940722685578592621e+00
2.079000000000000000e+03, 5.170927745103500506e+00, 4.889974736970931879e+00, 3.606848732723818785e+00, 2.588356527120122763e+00, 3.073622699209463072e+00, 4.976858920171517653e+00, 4.172767192670631786e+00, 1.986271409999132320e+00, 2.595849869126310328e+00, 3.983638442344937580e+00, 3.909978053902130490e+00, 3.957355784927603093e+00, 2.913340602955577729e+00, 4.398260536668342269e+00, 4.002159612002761158e+00, 2.906390442168709232e+00
2.080000000000000000e+03, 5.150942863739095046e+00, 5.003606126571954249e+00, 3.437660999738903378e+00, 2.561422417471320045e+00, 3.002963559803147664e+00, 4.808176283445883215e+00, 4.138636214419137538e+00, 2.086945837307945695e+00, 2.609143258513511920e+00, 5.050328453200077838e+00, 3.899986080226908847e+00, 3.899314035855149463e+00, 3.021541670473819163e+00, 4.270826643873278705e+00, 3.992441345348681558e+00, 2.912984511205933380e+00
2.081000000000000000e+03, 5.359416013815223145e+00, 4.868714895153636313e+00, 3.440875403344689332e+00, 2.542235116280354923e+00, 3.052188131896035106e+00, 4.851526444841534058e+00, 4.123604212094628352e+00, 2.057324998677114714e+00, 2.580241315378552613e+00, 6.664432574464304260e+00, 3.951465292548551389e+00, 4.114461146232388344e+00, 3.045931806722636193e+00, 4.306987202351056254e+00, 3.972397070761666260e+00, 2.965385220748098849e+00
2.082000000000000000e+03, 5.081426536551828299e+00, 4.926760691479376675e+00, 3.504581342478051198e+00, 2.571005432605463881e+00, 3.071810676091231151e+00, 4.858958398319958683e+00, 4.105415443290272748e+00, 2.176546651622804252e+00, 2.599487572772348987e+00, 6.356018890807771271e+00, 3.777125803946680183e+00, 4.110045847929098883e+00, 2.890446572528109659e+00, 4.402396921766163373e+00, 4.007458095331984715e+00, 2.971221684879054692e+00
2.083000000000000000e+03, 4.805740558739597823e+00, 4.879965994103861782e+00, 3.540606860279501777e+00, 2.558884934702823521e+00, 3.027685089105271121e+00, 4.798709054110219974e+00, 4.265426665068079437e+00, 2.137082162901304372e+00, 2.600730410599378928e+00, 4.860676610357338667e+00, 3.889348055147232586e+00, 4.121122690274530598e+00, 2.854904293643524937e+00, 4.389354198435658994e+00, 3.999761864279063772e+00, 2.948028562422898347e+00
2.084000000000000000e+03, 5.470489008637494877e+00, 4.851930061456517507e+00, 3.515081483923550021e+00, 2.577879052558260220e+00, 2.928448802259072004e+00, 4.927225832185336607e+00, 4.354404375232663327e+00, 1.971504449484379862e+00, 2.582017292063274905e+00, 4.204014414186349136e+00, 3.939011052245775968e+00, 3.923731239024493167e+00, 2.904161052436864843e+00, 4.284921262482471072e+00, 3.978944217337866185e+00, 2.959713890977953454e+00
2.085000000000000000e+03, 5.426759044062617221e+00, 4.777365648513953289e+00, 3.559551315723309628e+00, 2.560689819906279752e+00, 3.015366914430225087e+00, 5.069283468208549692e+00, 4.331734209467128949e+00, 1.994153860150502444e+00, 2.563583080849479057e+00, 5.146727148934928664e+00, 3.726568937030847017e+00, 4.053888147048476220e+00, 2.893526369479515470e+00, 4.386003888303218190e+00, 3.999592928884859955e+00, 2.947140006697062109e+00
2.086000000000000000e+03, 4.474832771713717072e+00, 4.918548721228358289e+00, 3.373241233936007166e+00, 2.549704167213604489e+00, 3.005568417433456485e+00, 5.122503948594642864e+00, 4.318976240415445034e+00, 1.968742106997302344e+00, 2.586741766830060296e+00, 6.189304851115878137e+00, 3.643265696720316082e+00, 4.147158139266532650e+00, 2.928805203695592052e+00, 4.568961892739076269e+00, 4.008907034195107855e+00, 2.969770808781251770e+00
2.087000000000000000e+03, 4.575703826020997234e+00, 4.948272921535751934e+00, 3.546973886732795567e+00, 2.588782958864831674e+00, 3.024323551791263665e+00, 5.168685630528501385e+00, 4.292518178795476480e+00, 2.040012734476705170e+00, 2.588139168379461008e+00, 5.922154696011390662e+00, 3.877423210265082965e+00, 4.014018016756804030e+00, 3.110971938941291093e+00, 4.631830261393410808e+00, 4.035223800929610860e+00, 3.004847927544150199e+00
2.088000000000000000e+03, 5.227741263556051621e+00, 4.966372481201186240e+00, 3.597707824293057577e+00, 2.522069377604106322e+00, 2.964856977913583602e+00, 5.101973973886339664e+00, 4.380100312617666525e+00, 1.999453388498125816e+00, 2.577808635490787204e+00, 5.025027839724112155e+00, 3.987755851958165731e+00, 3.902982678360444435e+00, 2.976421145225736531e+00, 4.502013844665106568e+00, 4.016515824508517518e+00, 2.891207767680807450e+00
2.089000000000000000e+03, 5.599048460236719649e+00, 5.001988943528808740e+00, 3.435981298564696473e+00, 2.566931982152141245e+00, 3.076330511961251624e+00, 4.986673818852053408e+00, 4.550411040145792008e+00, 1.943654828848079719e+00, 2.595331968906078757e+00, 4.938586447026500181e+00, 3.799288301833750214e+00, 3.916904860294225355e+00, 2.904711425305211314e+00, 4.354304222706660177e+00, 3.994933458038692820e+00, 2.941219198247294386e+00
2.090000000000000000e+03, 4.782886803939143228e+00, 5.131804487501749001e+00, 3.279232228538754068e+00, 2.562206068784255386e+00, 3.086766639834439552e+00, 5.023479648832125832e+00, 4.474621174054188799e+00, 2.064746606229919124e+00, 2.607781718479119881e+00, 4.919209636706169952e+00, 3.843470116443679974e+00, 4.190858095004521111e+00, 2.877874688075561238e+00, 4.489435056373396904e+00, 3.999170326154658728e+00, 2.970051874365087663e+00
2.091000000000000000e+03, 4.175432616683099951e+00, 5.066414237353058070e+00, 3.527697877157733419e+00, 2.555155432577462804e+00, 3.132741392505225875e+00, 5.127734358848208274e+00, 4.500416489274913445e+00, 2.257767332514918568e+00, 2.590813411159738511e+00, 5.389145793848308941e+00, 4.021537446624779299e+00, 4.220900353569079222e+00, 2.990880523334483065e+00, 4.622360715373700302e+00, 4.017188325166434204e+00, 2.992686616856294890e+00
2.092000000000000000e+03, 4.955879628945447202e+00, 5.295927316321617617e+00, 3.580270313162473350e+00, 2.546749473471436875e+00, 3.004468693462676754e+00, 5.259815976756394562e+00, 4.205870925553364614e+00, 2.230770047288912039e+00, 2.593815827922467232e+00, 6.545087257807706393e+00, 4.049526986330254097e+00, 4.094637638878133146e+00, 2.946852191605724425e+00, 4.585921055660852730e+00, 4.040724695015214252e+00, 2.965951468757370701e+00
2.093000000000000000e+03, 6.246117149615118436e+00, 5.383417791785572781e+00, 3.313784245123970074e+00, 2.550169394127081102e+00, 2.985936167944386543e+00, 5.261373652315024962e+00, 4.347227936923133917e+00, 2.148886835835043474e+00, 2.604644411790607350e+00, 6.131725498804034835e+00, 4.132742372020723032e+00, 3.966895644961374590e+00, 2.841479032464679033e+00, 4.492201755389789497e+00, 4.003636567122666357e+00, 2.999924395995962279e+00
2.094000000000000000e+03, 6.037500524505981403e+00, 5.311252793201747480e+00, 3.544401485367831839e+00, 2.589267266714971871e+00, 2.966844657301862309e+00, 5.205811374768376965e+00, 4.362432304353893286e+00, 2.020161627318519226e+00, 2.577015314954286485e+00, 4.455419266309131210e+00, 4.053651192258467262e+00, 3.974986840982970282e+00, 2.848397363971490126e+00, 4.694807786756473256e+00, 4.008852532084477893e+00, 3.023730202987015225e+00
2.095000000000000000e+03, 5.219630148732431252e+00, 5.301494149522211430e+00, 3.618134101930551516e+00, 2.570472759583499744e+00, 3.066833655037188855e+00, 5.121937032584390259e+00, 4.421218475740287701e+00, 1.998402004453451619e+00, 2.609286552765807787e+00, 5.043557888787264076e+00, 3.968968058821122913e+00, 4.073221088232183540e+00, 2.946879078179921674e+00, 4.817341732983609681e+00, 4.038686954668129658e+00, 2.970415666328525717e+00
2.096000000000000000e+03, 4.913054085834319906e+00, 5.284481878096429774e+00, 3.471966597974674329e+00, 2.589225504310406656e+00, 3.093085963559089713e+00, 5.217528574201625524e+00, 4.675813083133586900e+00, 2.035366431320267289e+00, 2.586183288723165496e+00, 6.176241444653348900e+00, 4.055284063823776819e+00, 4.122993147625718002e+00, 2.970384416797223537e+00, 4.757590741964031089e+00, 4.036505012456689911e+00, 2.944172278204830739e+00
2.097000000000000000e+03, 5.524934140659704340e+00, 5.400619338174795558e+00, 3.578190745171895948e+00, 2.514360991731287687e+00, 2.912537407726954797e+00, 5.318436349622884585e+00, 4.675463253051869827e+00, 1.963518708812491020e+00, 2.573543003805678353e+00, 6.390012315389848929e+00, 4.007439892648057445e+00, 4.096122710997987859e+00, 2.890467440422847201e+00, 4.617541618248110602e+00, 4.022008198813971092e+00, 2.975751848802005384e+00
2.098000000000000000e+03, 5.613394254185457122e+00, 5.289835482854614135e+00, 3.517939525663583478e+00, 2.583075807304646254e+00, 3.046269749522789727e+00, 5.342189897384201025e+00, 4.543783383345739502e+00, 1.888784820956711963e+00, 2.574913434460504025e+00, 4.929923085993028309e+00, 4.026067007050222024e+00, 4.230356605953045523e+00, 2.921444926840712331e+00, 4.703403080006222758e+00, 4.038795309800256028e+00, 3.010464258177814489e+00
2.099000000000000000e+03, 4.905177645170136103e+00, 5.433263302308385612e+00, 3.441944516667651222e+00, 2.562144962779030255e+00, 2.988175695840951551e+00, 5.210084967490140606e+00, 4.491065754159557777e+00, 2.021548845849646892e+00, 2.608004113067985852e+00, 4.152282638208201426e+00, 4.127287879972207918e+00, 4.214555193101891639e+00, 2.857161779006250235e+00, 4.788714259008914453e+00, 4.032356059025512529e+00, 3.031851578184657559e+00
2.100000000000000000e+03, 4.873226619280617733e+00, 5.518339040864301381e+00, 3.467337624700821408e+00, 2.524340059941419412e+00, 3.018611581467899097e+00, 5.253666657566766318e+00, 4.602043002312030673e+00, 1.986890442671630286e+00, 2.556897400235834894e+00, 5.217814937077870141e+00, 4.148160634461826923e+00, 4.099136789730383867e+00, 2.975064094622287936e+00, 4.637615826328377544e+00, 4.022472572256195811e+00, 2.991722349038985485e+00
