year, UKESM1-0-LL, CNRM-ESM2-1, CMCC-ESM2, CanESM5, MPI-ESM1-2-LR, CESM2-WACCM, MIROC-ES2L
2.026000000000000000e+03, 1.755284170574064356e-10, 9.426100156561437323e-10, 1.156973183700837584e-09, 8.899596265032104912e-10, 1.385635326869580120e-09, 5.754947365051648757e-10, 1.691256767952138094e-09
2.027000000000000000e+03, -7.605171683583404264e-10, -2.086406109821749429e-10, 5.710310639177909298e-09, 5.345679420222755181e-10, 9.319510239226824399e-10, 1.353214254671539768e-09, 1.367054305743315248e-09
2.028000000000000000e+03, -8.579683385332129739e-10, -9.026209644749733319e-11, -3.629186721300970461e-09, -1.810410549474177287e-10, 3.630773616207192493e-10, 1.522645074170992964e-09, 1.254923561081372576e-10
2.029000000000000000e+03, -8.441862124269071053e-10, 6.096461449649517892e-10, -7.070415137211758548e-09, 6.470454689179772803e-10, -7.539773731102739476e-10, 2.346675391592423125e-09, 5.206800152047757671e-10
2.030000000000000000e+03, 1.606703555920423782e-09, -2.978991468595761443e-10, 1.565874031040869545e-09, 1.383917530454323857e-09, 1.431846073810780386e-09, 2.571130608991677607e-09, 1.866256638671867279e-09
2.031000000000000000e+03, 9.525060675992746338e-11, 1.043696676761746432e-09, 6.089784235607049221e-09, 1.566339604106942299e-09, 2.134876283209425980e-09, 6.795932403724159295e-10, 1.439343816341550728e-09
2.032000000000000000e+03, -1.882240125133755875e-09, -3.645775208300112885e-10, -3.342704226798395030e-09, 1.145177306447582883e-09, 1.377584496283229664e-09, 1.516152223394207995e-09, 4.610745048516692746e-11
2.033000000000000000e+03, 8.338363141914810071e-10, 5.537023904792915641e-10, -7.376971027113978269e-09, 1.904942401471882059e-09, 3.997408974848944140e-10, 2.553123473306998936e-09, 4.947345378647871729e-10
2.034000000000000000e+03, 4.458114171366024354e-10, 1.816111487502196223e-10, 2.744357710121098266e-10, 1.501039881486650875e-09, 7.443246564809509008e-10, 3.264615749034973184e-09, 2.001316349564789619e-09
2.035000000000000000e+03, -6.822476469062415995e-10, 7.305266025310394063e-10, 2.128347259583447345e-09, 1.144120678291047858e-09, 9.653381788323272975e-10, 2.877098440901054873e-09, 1.526932290503440614e-09
2.036000000000000000e+03, 6.440474331511208569e-10, 1.139194644479559242e-09, 3.035872482371888363e-09, 1.443135496685057002e-09, 1.396736266018954048e-09, 1.731498381537936679e-09, 1.104167158625976372e-09
2.037000000000000000e+03, -3.292860517493166372e-10, 1.377785300936091355e-09, -5.180677470736571705e-09, 1.062453845593240134e-09, 1.718056282897523040e-09, 1.983246476532710114e-09, 5.068727104237076595e-10
2.038000000000000000e+03, -1.127358542423723808e-09, -8.694926980179242872e-10, -4.800746875144556665e-09, 1.240637415200755630e-09, -6.737380482999088089e-10, 2.370855939247694875e-09, 2.037975219592909921e-09
2.039000000000000000e+03, 1.189176000866314723e-09, -3.150015954158884929e-10, -1.248812739692926627e-10, 1.563951960278704865e-09, 2.123396520363336691e-10, 1.473291045448500418e-09, 1.386625231733434571e-09
2.040000000000000000e+03, 6.834185003500583282e-11, 1.414702194256700508e-09, -5.178356402071951553e-10, 2.892682487942905329e-09, 1.905970424799555440e-09, 2.373351961321718734e-09, 1.231687310663675878e-09
2.041000000000000000e+03, -1.815597729280496007e-09, -1.465266715750331702e-10, -9.765052839494648623e-10, 2.205580482195728412e-09, 1.440778190118832006e-09, 2.024164085937360726e-09, 2.207526327833685232e-09
2.042000000000000000e+03, 1.566621482349267066e-09, 1.316841323272295547e-09, -2.585745809981103304e-09, 2.166559389532758329e-09, 6.328691938611509046e-10, 3.352382291668983735e-09, 1.064115409894972327e-09
2.043000000000000000e+03, 1.772093142631054068e-09, 2.481644525291305166e-11, 2.698641579921594555e-09, 1.703606007336184244e-09, 1.327389570914215162e-09, 3.071266618517359114e-09, 1.392176386062446257e-09
2.044000000000000000e+03, 5.898089444287019279e-10, 1.157159534305890476e-09, -4.820768643519487896e-09, 2.649360403569170361e-09, -1.385803994396625327e-09, 3.791526060690649760e-09, 1.501368702643853860e-09
2.045000000000000000e+03, 5.692227100470752627e-10, 1.140318249680290876e-09, -6.256478250338105267e-09, 1.169736648768558957e-09, 2.314082295182276199e-09, 2.346770322542115376e-09, 1.650184388596492355e-09
2.046000000000000000e+03, -9.453900501721867384e-10, -1.498790719183833404e-10, -2.394624493249288378e-09, -2.519761001913016881e-10, 1.362566192498908459e-10, 3.097612636998298654e-09, 5.822381656231514911e-10
2.047000000000000000e+03, 2.780203666190308005e-10, 4.638471729965493605e-10, 1.229477391422100007e-09, 2.673674152654985493e-09, 1.667128599774990309e-09, 4.208936694494947099e-09, 1.417076413714579201e-09
2.048000000000000000e+03, -2.347047739355806773e-10, 1.004555812834188207e-09, -1.549582909493285727e-11, 3.382187800785944835e-09, 1.258989324948238557e-09, 3.428448580699084216e-09, 1.639046137128181953e-09
2.049000000000000000e+03, 2.738249104257473425e-11, 3.679426624855049977e-10, -2.406508150962669204e-10, 2.280801421050252964e-09, 1.808623336277625924e-09, 2.864913502537885311e-09, 2.232348094550905388e-09
2.050000000000000000e+03, -2.198347528458682059e-12, 6.369562294616612397e-10, -6.150083093329318252e-09, 1.840012975931893256e-09, 1.367159845047582421e-09, 3.151449299131550203e-09, 6.528717421114065725e-10
2.051000000000000000e+03, 1.435319820607672610e-11, 8.782054428766449304e-10, -6.004762705737524375e-09, -3.622999615885217405e-10, 3.535994110458375431e-10, 2.744088545862793854e-09, 1.840128399221484326e-09
2.052000000000000000e+03, 7.046431090916665147e-10, 1.368040482571611706e-09, -4.554773453533596921e-10, 3.411748431446327955e-09, 1.770947771278922932e-09, 2.480504225208064015e-09, 1.476763023808739262e-09
2.053000000000000000e+03, -2.658782268254724775e-09, 5.021396584343007701e-10, 4.801105509882066905e-11, 1.985418709957641526e-09, 1.740641104709201925e-09, 4.243986388618340154e-09, 1.345343089901586333e-09
2.054000000000000000e+03, -6.244384947700215412e-10, 8.217455358398366248e-10, 3.978344185228057899e-09, 3.266542446488428594e-09, 1.547457635509675669e-09, 4.516395084809909926e-09, 1.623656730237563653e-09
2.055000000000000000e+03, 4.950962275941570111e-10, 1.042765246962115139e-09, -2.309122071644121869e-09, 3.541085476990465414e-09, 9.981869622794456350e-10, 1.458794259731834702e-09, 2.010243376316317033e-09
2.056000000000000000e+03, 1.235934206991321010e-09, 1.425050972693355842e-09, -7.869954483189882448e-09, 3.306724569153868495e-09, 6.923388730607288857e-10, 3.051696899822203279e-09, 1.125348567460307661e-09
2.057000000000000000e+03, 1.539097315974876732e-09, 4.178245787552847920e-11, -3.308801324319002052e-09, 2.278450392490533297e-09, 8.340408862594576106e-10, 4.332770166022784768e-09, 1.270237720959476702e-09
2.058000000000000000e+03, -9.815437870501604385e-10, 2.054856531943323822e-10, -1.037493895403608493e-09, 1.759822532169680611e-09, 2.146135414932127495e-09, 1.780278321901561194e-09, 8.488741846219017558e-10
2.059000000000000000e+03, 5.368155116320157359e-10, 1.559556118300751843e-09, 4.817071720927870417e-09, 2.541831041674617824e-09, 8.675154206935121409e-10, 2.154128139424154361e-09, 1.055852096663643385e-09
2.060000000000000000e+03, 7.077949516041571721e-10, -6.102125602278153731e-11, -2.912970453663492627e-09, 2.792273230318985692e-09, 2.223558717750112375e-09, 4.664237767133411178e-09, 1.135556723185549699e-09
2.061000000000000000e+03, 6.283399829050122346e-10, 1.670836461463986166e-09, -9.023611661558594781e-09, 2.802405751800166215e-09, 1.759840064081653925e-09, 2.438386986070524331e-09, 2.470342558684519990e-09
2.062000000000000000e+03, -6.720266603239622004e-10, 2.699499641947760000e-10, -9.401506646950142380e-10, 1.825574478247579031e-09, -3.597239956147480542e-10, 2.051076404529138526e-09, 1.868403655814424791e-09
2.063000000000000000e+03, 1.510849724059081561e-09, 4.911363774436129225e-10, 9.852190542600607869e-09, 2.713603946613579891e-09, 3.713172416941409353e-10, 3.263143468422662849e-09, -6.080481898183425671e-11
2.064000000000000000e+03, 3.129803359172978892e-10, 9.470953115080552683e-10, -4.688339981625430457e-09, 2.756493287344584627e-09, 1.547952927933926002e-09, 3.841423443512895210e-09, 1.898808333574176069e-09
2.065000000000000000e+03, -6.765390504681758821e-10, -2.657980207577009917e-13, -8.960340345365868481e-09, 2.318415221702576910e-09, 1.710767129367075013e-09, 3.274481739449146872e-09, 1.966089571319129871e-09
2.066000000000000000e+03, 6.257436412935917098e-10, 5.567640460384253906e-11, -1.059473569582668194e-09, 2.548030268031245728e-09, 1.177217850438399243e-09, 1.863870302010930031e-09, 2.091418041285312689e-09
2.067000000000000000e+03, 1.055184365721576300e-09, 1.207426125535936204e-10, 5.381770654050955251e-10, 2.441196287969702168e-09, 1.242132881172264377e-09, 3.492443936843486809e-09, 7.075757324846045301e-10
2.068000000000000000e+03, 2.217782598317128929e-09, 6.555758056637120955e-10, 2.862878447229669418e-09, 2.222873695865557467e-09, 9.640004670704807228e-10, 3.641015841416825955e-09, 1.382846937446675277e-09
2.069000000000000000e+03, 7.405747994499938976e-10, 4.273568731503970057e-10, -4.353842943473570652e-09, 3.078892885690745270e-09, 2.532569464545051974e-09, 2.486937745184103812e-09, 2.191903729479205142e-09
2.070000000000000000e+03, -7.019395710250331214e-10, 2.734672074105774918e-10, -6.026476278607894351e-09, 2.573512146655225297e-09, 1.451272283969503396e-09, 3.925242022632532373e-09, 2.110453038186776447e-09
2.071000000000000000e+03, 1.648853458938296783e-09, 9.248875669187278463e-10, -6.264854394281645096e-09, 4.040146256702769817e-09, 7.695947099667846854e-10, 2.057143858707639917e-09, 1.112370959525801645e-09
2.072000000000000000e+03, -1.829362340019306147e-10, 6.745674644805510031e-10, 3.174158425946199124e-09, 3.076106465489673872e-09, 1.812275295987182573e-10, 3.600178923561369483e-09, 1.711886927576050761e-09
2.073000000000000000e+03, -1.894898733629735188e-09, 4.121609170952469857e-10, 2.978060405670875320e-09, 2.771536793996244883e-09, 2.463418531122271119e-09, 3.108410278083499891e-09, 1.779078757587785079e-09
2.074000000000000000e+03, 1.318755381594282683e-09, 1.400334915890229023e-11, -4.636082162747064009e-09, 3.289755125184336908e-09, 1.945576849864071111e-09, 2.291406752508860975e-09, 1.999596458041556791e-09
2.075000000000000000e+03, 1.030915120109380128e-09, 4.690463426623843853e-10, -8.616284772031366468e-09, 2.064046086428258802e-09, 2.647499865619753107e-10, 2.606376878436576951e-09, 1.531329930715657872e-09
2.076000000000000000e+03, -1.070627590033754212e-09, 8.115007621126085974e-11, -1.485748137971652997e-09, 4.224254639827415132e-09, 5.465695029202251346e-10, 3.631994199404813442e-09, 5.402287016126472347e-10
2.077000000000000000e+03, 7.666502017641172317e-10, 5.534127986168168258e-10, -7.208082953627870910e-11, 1.793848392201939930e-09, 1.070341442512699923e-09, 2.100570235768767421e-09, 1.286629597142584406e-09
2.078000000000000000e+03, 1.640673398671413757e-10, -3.618298438289847185e-10, 4.115519247448846819e-09, 3.858304797123749168e-09, 1.658895511101463556e-09, 2.533298478150875151e-09, 1.892299801235723161e-09
2.079000000000000000e+03, 5.700479777326272257e-10, 1.161112125165287634e-09, -5.348347547890591921e-09, 3.009487890008702380e-09, 1.827870745244723169e-09, 4.503543058886140016e-09, 1.661876190287888052e-09
2.080000000000000000e+03, 1.482140204322997745e-09, 2.585571993634168152e-10, -8.487399550346318329e-09, 2.902073887479741817e-09, 8.338419509025666362e-10, 2.584605876987193639e-09, 9.799830280331129980e-10
2.081000000000000000e+03, -2.175051505604977395e-09, 4.345373228486057517e-10, -1.173220784745937565e-09, 3.623819434334385617e-09, 1.741207743634207982e-09, 2.891158364829257543e-10, 1.921796912925075057e-09
2.082000000000000000e+03, 6.154884104278148776e-10, 5.959915610823220400e-10, 2.036183087155187948e-09, 1.957979544959680151e-09, 3.342751977678654500e-10, 2.659964919212032692e-09, 1.659261025220236458e-09
2.083000000000000000e+03, 1.293091791967977904e-09, -3.377818790523437319e-10, 2.723121384316046402e-09, 3.194498132501002321e-09, 2.073105922316816792e-09, 8.027321800638146787e-10, 2.361576501388433564e-09
2.084000000000000000e+03, -3.986893767763643713e-10, -5.824486577602188776e-10, -5.696051263166111363e-09, 4.913530900448476200e-09, 1.989130272574663245e-09, 1.446839998630484767e-09, 1.789708822653928482e-09
2.085000000000000000e+03, -5.130927622721696284e-10, 8.397319973105507316e-10, -6.696246917101466326e-09, 2.921083771110004056e-09, 9.018216706524602035e-10, 1.434244261692437543e-09, 8.146372320086869949e-10
2.086000000000000000e+03, -2.401893304221967155e-09, 6.106130794630363123e-12, 5.203009931271862058e-10, 4.280859861354611896e-09, 7.297957476023510190e-10, 3.199485563352006074e-09, 1.130739330452963978e-09
2.087000000000000000e+03, 3.169664643405718044e-09, 4.386503427184000893e-10, -3.842808637468424829e-10, 2.880904280295809597e-09, 1.472806561219097322e-09, 2.342617629639651082e-09, 2.164258323846804361e-09
2.088000000000000000e+03, 1.218140151510788251e-09, -3.300145590061463473e-10, -1.543386761455741122e-09, 2.902399210950323635e-09, 1.442183927744873429e-09, 2.740177799917750189e-09, 1.913631281502662973e-09
2.089000000000000000e+03, 5.017844761152296878e-12, 6.847799151209514046e-10, -2.268001750428681146e-09, 4.509678651708676868e-09, 2.067521324974812681e-09, 2.978003783676927155e-09, -5.870808131567044308e-10
2.090000000000000000e+03, -6.727402697057177879e-11, 2.333326906829793011e-10, -2.994754519967816570e-09, 2.809718894192029656e-09, 8.761593722378866764e-10, 2.816119050773740710e-09, 1.000879470157023569e-09
2.091000000000000000e+03, -1.894122328297757330e-09, 1.097783239422599257e-09, -5.415554868777405920e-09, 4.662496870512723657e-09, 4.688708810848524878e-10, 2.950829785263940106e-09, 2.564534245146468274e-09
2.092000000000000000e+03, -2.639240981707140246e-11, -5.310722146383072641e-10, -3.303298934215294977e-09, 1.464291527701131600e-09, -2.821412948750639446e-11, 5.029688814724244478e-09, 2.044683371784307923e-09
2.093000000000000000e+03, 9.937803370442362615e-10, -5.016840563953926254e-10, 1.324144060311632884e-09, 2.872122710674490184e-09, 5.317450184998821033e-10, 2.901104812620159487e-09, 1.778366002365880195e-11
2.094000000000000000e+03, -1.102917101947246915e-09, -1.821404755997229531e-10, 4.670241388781673576e-10, 3.781951039837898072e-09, 2.720628000341815561e-09, 3.171232262406368237e-09, 1.361079651396590354e-09
2.095000000000000000e+03, -1.946867080888478148e-09, 1.042483704272169326e-09, -7.805753898316424263e-09, 1.542445690153256730e-09, 4.728110517069514738e-10, 3.290689708637911968e-09, 1.675680419994024816e-09
2.096000000000000000e+03, 2.252663592754225257e-09, 1.571066247230022845e-10, -2.675877157970088263e-09, 5.183815036443927617e-09, 1.692907035664925439e-09, 3.731913527982754638e-09, 2.027311047230156381e-09
2.097000000000000000e+03, -5.514480581020200580e-13, -1.026044728134690227e-09, 3.421592932466691457e-10, 4.949732745338865864e-09, 1.174138666738825453e-09, 3.749448070292888523e-09, -3.880339207480434075e-10
2.098000000000000000e+03, 5.527142645639083358e-10, 1.303430984426752937e-09, 5.253318949638593093e-09, 3.788800793183443868e-09, 1.107313051853685816e-09, 3.057083383088741331e-09, 2.017352422730026784e-09
2.099000000000000000e+03, 5.080193896947286240e-10, -8.706373803834354541e-10, -4.722368345775935191e-09, 1.972492018009963487e-09, 1.991726106817052790e-10, 4.507646431085034998e-09, 2.252002443309908411e-09
2.100000000000000000e+03, -1.035990367125597675e-09, 2.482304929372644628e-11, -8.310369468277664829e-09, 3.718748605483260933e-09, 1.078571186183805610e-09, 3.025594758469629219e-09, 1.991816527480842852e-09
