year, CMCC-CM2-SR5, IPSL-CM6A-LR, TaiESM1, MIROC-ES2L, CNRM-ESM2-1, INM-CM5-0, EC-Earth3-Veg, NorESM2-MM, MPI-ESM1-2-LR, ACCESS-ESM1-5, INM-CM4-8, CanESM5, NorESM2-LM, UKESM1-0-LL, CESM2-WACCM, GFDL-ESM4
2.025000000000000000e+03, 3.808460729613813545e+00, 2.984875934145358123e+00, 4.109627849352796680e+00, 3.323249896487152633e+00, 2.803395702135533796e+00, 6.335724452955819430e+00, 4.024306759113193799e+00, 4.374401741231490170e+00, 4.784224911821959303e+00, 2.711708591151642977e+00, 6.378111181731595636e+00, 5.359815782586695221e+00, 4.003887760131489948e+00, 5.388430238087489776e+00, 4.125098466711948575e+00, 4.431640786896271500e+00
2.026000000000000000e+03, 3.469710621800062178e+00, 3.479760973687333170e+00, 4.360826646415123520e+00, 3.513623224100836051e+00, 2.923599545361923902e+00, 6.181739364636653633e+00, 4.216278154544954582e+00, 4.575482642831903313e+00, 5.042152259710514173e+00, 2.914599788859957741e+00, 6.456258555832244284e+00, 5.420968828006730078e+00, 3.708019129519737334e+00, 5.645604520960444184e+00, 3.945471152159964134e+00, 4.434522766306072228e+00
2.027000000000000000e+03, 4.688738540630908780e+00, 3.384027981783199301e+00, 4.155575604058831196e+00, 3.490989698920515139e+00, 2.722194747541559323e+00, 6.139539851597897169e+00, 4.168552364749949390e+00, 4.048231911647543591e+00, 5.001856292903502421e+00, 2.551970063786407117e+00, 6.263676056787175206e+00, 5.210655904657909510e+00, 3.634055107040459198e+00, 5.735564529510389420e+00, 3.978802939556229656e+00, 4.590555050962504602e+00
2.028000000000000000e+03, 4.290372091855570780e+00, 3.082782445064494059e+00, 4.195243371078952066e+00, 3.352936435612312582e+00, 2.705876214342459285e+00, 6.308885946683117751e+00, 4.098850730090298100e+00, 4.317282056459835538e+00, 4.656697106000799558e+00, 2.505192167726570496e+00, 6.373252633568950998e+00, 5.261456454137989347e+00, 3.768346667953062834e+00, 5.497997706882692626e+00, 3.997738011268686442e+00, 4.609140727605416821e+00
2.029000000000000000e+03, 3.610043312689366068e+00, 3.034178795723191158e+00, 3.690312235088031301e+00, 3.398452694300479582e+00, 2.866923744233464522e+00, 6.225347978100895574e+00, 4.029619251343540931e+00, 4.507655102061692176e+00, 4.753959224456366428e+00, 2.444785383843308679e+00, 6.503443716747381309e+00, 5.492301964252582991e+00, 4.000977477680862648e+00, 6.523956868135719844e+00, 4.198909795622106422e+00, 4.498606304949657186e+00
2.030000000000000000e+03, 4.058625887570201485e+00, 3.536616726107875142e+00, 4.593140998691641386e+00, 3.535296333860110884e+00, 2.725320300295847709e+00, 6.393956278980283514e+00, 4.093749109864694979e+00, 4.673237121565162688e+00, 5.204408912371548901e+00, 2.950467957231876159e+00, 6.575863195946726414e+00, 5.539722230447370777e+00, 4.069875925753705381e+00, 6.049052378587345125e+00, 4.270099047035514239e+00, 4.550678910283523670e+00
2.031000000000000000e+03, 3.928391530275020305e+00, 3.692323976917653017e+00, 4.621080660064963652e+00, 3.503359214675885180e+00, 2.976971183200551874e+00, 6.238423613168772697e+00, 3.915803395125394992e+00, 4.475014784334718776e+00, 5.244003930100893385e+00, 2.760130969008878221e+00, 6.563728888031847397e+00, 5.539722115925055590e+00, 3.916385577343617808e+00, 5.450608056971186777e+00, 4.004809519931949779e+00, 4.782562667831346204e+00
2.032000000000000000e+03, 3.940063285998943510e+00, 3.620476792694854229e+00, 3.813773851187180597e+00, 3.413393872730480894e+00, 2.712432949668778015e+00, 6.285817923731526591e+00, 3.892938189583697195e+00, 4.416126550651693350e+00, 5.026844946718809659e+00, 2.467752866144747426e+00, 6.534241540198006959e+00, 5.536658265698688020e+00, 3.972093802090729486e+00, 5.821947726411559998e+00, 4.132338530385350595e+00, 4.476580216578599725e+00
2.033000000000000000e+03, 3.810572620193988236e+00, 3.488437415334912917e+00, 4.061733712376707217e+00, 3.446797894333142320e+00, 2.842560107735903063e+00, 6.295987846158046963e+00, 4.335942731250992388e+00, 4.692534760817964390e+00, 4.786712159568031311e+00, 2.522744262796232206e+00, 6.431159254904679656e+00, 5.709409666797019334e+00, 3.794967158651814998e+00, 6.106120183461105633e+00, 4.392053937500462801e+00, 4.612177505662622856e+00
2.034000000000000000e+03, 4.660085198947343521e+00, 3.576352858561490766e+00, 4.474636686755911086e+00, 3.569876154616350661e+00, 2.780279796466553321e+00, 6.483020307871745658e+00, 4.183389833756001153e+00, 4.771106804839406301e+00, 5.054143372491477493e+00, 2.545957283048138731e+00, 6.523475060110053292e+00, 5.624673624519816784e+00, 3.538882542911236939e+00, 5.486841125598590274e+00, 4.532979080554544460e+00, 4.596772679949737928e+00
2.035000000000000000e+03, 4.381554916004067657e+00, 3.176815174517783280e+00, 4.324965459600871753e+00, 3.505441324194013220e+00, 2.855912359803450595e+00, 6.412258826053106375e+00, 4.127966831666389780e+00, 4.572160116889189219e+00, 5.132239658047779152e+00, 2.689741838262527107e+00, 6.364178048174345292e+00, 5.511055749835416684e+00, 3.877273246156659248e+00, 5.656744257318265134e+00, 4.538843384646036760e+00, 4.746362652485162315e+00
2.036000000000000000e+03, 3.799238396955175290e+00, 3.383359923914678102e+00, 4.169567188791249102e+00, 3.603951179654510284e+00, 3.009554282151287286e+00, 6.222044449771304109e+00, 3.960984571572345292e+00, 4.533754644240369558e+00, 5.188024575440235431e+00, 2.613071236882238413e+00, 6.679495926968258779e+00, 5.673600771663561027e+00, 3.968039040172317566e+00, 6.039312030843848156e+00, 4.244823157799181956e+00, 4.510591413555911977e+00
2.037000000000000000e+03, 3.698759016247073372e+00, 3.723185483522580608e+00, 4.660657042633702396e+00, 3.513142561049258372e+00, 3.042477253437956719e+00, 6.501206570885102565e+00, 4.297067101292722846e+00, 4.288902348536762332e+00, 5.068918455029503889e+00, 2.384109954326160796e+00, 6.657227895480239965e+00, 5.535158006451544210e+00, 3.952845331124033468e+00, 6.043820491084991531e+00, 4.271570485702588016e+00, 4.481052320493716934e+00
2.038000000000000000e+03, 3.915910056505513825e+00, 2.989884186314071712e+00, 4.425927166805093904e+00, 3.739372698854487975e+00, 2.545654108744353827e+00, 6.395014070549659202e+00, 4.187931229057452853e+00, 4.837914347108729807e+00, 4.684329211691198758e+00, 2.639697544426470532e+00, 6.410351888448799329e+00, 5.745923898132129004e+00, 4.139396058280903290e+00, 6.152383951116460636e+00, 4.290501337773300783e+00, 4.783617325880505255e+00
2.039000000000000000e+03, 4.734239077688974007e+00, 3.149535677705640691e+00, 3.820767233155378584e+00, 3.596517338864467117e+00, 2.675334579109063249e+00, 6.369795341129115940e+00, 3.883565979794569412e+00, 4.904257131834186545e+00, 5.016295281328210010e+00, 2.874133554454674666e+00, 6.629111900092292231e+00, 5.878193222346880908e+00, 3.961319552198834693e+00, 6.166041597669720709e+00, 4.128692642401801116e+00, 4.794618816620571877e+00
2.040000000000000000e+03, 4.563882912773146394e+00, 3.609251743459950035e+00, 4.605170542402872158e+00, 3.567192917977971334e+00, 2.964838928060328893e+00, 6.672074973983827206e+00, 4.114368306308189283e+00, 4.796911578256763065e+00, 5.390040197955552337e+00, 2.768370768067443422e+00, 6.693144311485243136e+00, 5.930281896525738006e+00, 3.988619477857148432e+00, 5.692721906471143178e+00, 4.273839778785312404e+00, 4.803781346640046301e+00
2.041000000000000000e+03, 3.891244035649671584e+00, 3.364507972607439612e+00, 4.757028331645139829e+00, 3.786471474308491736e+00, 2.737648087462347224e+00, 6.601358622146288546e+00, 4.485043877185308503e+00, 4.630525131049366472e+00, 5.169034772660788590e+00, 2.927713613118323899e+00, 6.704195934081684349e+00, 5.906563462026144684e+00, 3.935780930711153758e+00, 6.422614179719730032e+00, 4.177214437105642553e+00, 4.826467435029846875e+00
2.042000000000000000e+03, 4.142317011832594709e+00, 3.544388583127470849e+00, 4.100251698406756518e+00, 3.691894607666320827e+00, 3.011918693417086512e+00, 6.579551330405445597e+00, 4.292619208542991949e+00, 4.564008596645247273e+00, 5.004895897731662657e+00, 2.646784164400581840e+00, 6.900601385609141936e+00, 5.924462493365679983e+00, 3.748160693415779843e+00, 6.591940034634946599e+00, 4.417281858598772537e+00, 4.624650553111604445e+00
2.043000000000000000e+03, 3.717456210012474394e+00, 3.617262811630471475e+00, 3.892278421495483087e+00, 3.702079487417516912e+00, 2.762926326939523225e+00, 6.466022767336877308e+00, 4.104535689485613759e+00, 4.922728973993421242e+00, 5.080850993242520985e+00, 2.536412077212518490e+00, 6.680571367583150177e+00, 5.854425617885604005e+00, 4.003644145823111344e+00, 5.938712650650031399e+00, 4.409656828289118202e+00, 4.935238406016481783e+00
2.044000000000000000e+03, 4.474905715118271843e+00, 3.321210626287906642e+00, 4.585141462372978260e+00, 3.706605934379504586e+00, 2.985279592009033145e+00, 6.296036767654422661e+00, 4.406851337616149777e+00, 4.878656585561519599e+00, 4.760284221726082343e+00, 2.640106617871932126e+00, 6.515754806163944757e+00, 5.912143433851737129e+00, 3.906185083012940318e+00, 6.268882823221133549e+00, 4.623600168605284999e+00, 4.972001960356042360e+00
2.045000000000000000e+03, 5.258473870219397384e+00, 3.586904097048227325e+00, 4.807447116550833677e+00, 3.772102642765558400e+00, 2.965808574853629587e+00, 6.448989411087370449e+00, 4.406905962269791921e+00, 4.886436681701831652e+00, 5.268915978112949539e+00, 2.883253944258180379e+00, 6.914108784253220286e+00, 5.751891080635897602e+00, 4.190458704028419135e+00, 6.021040611440279022e+00, 4.292838539463294190e+00, 4.679422556680809642e+00
2.046000000000000000e+03, 4.041496360691211542e+00, 3.277339183636634345e+00, 4.260781389663407026e+00, 3.697632659925950360e+00, 2.837382704082420215e+00, 6.525550306710275805e+00, 4.189000955720473485e+00, 4.765106950888593929e+00, 4.990618471474487450e+00, 2.805863054179453364e+00, 6.938209942542703956e+00, 5.806435811420168847e+00, 4.132668799951094485e+00, 5.605877776986194938e+00, 4.547722420884477756e+00, 4.913964919059191416e+00
2.047000000000000000e+03, 4.063769053049621327e+00, 3.493857520871389788e+00, 3.795253440191818761e+00, 3.747627194748965884e+00, 2.988560333716765438e+00, 6.573718839685018800e+00, 4.166083240389707676e+00, 4.643703005792898963e+00, 5.380694091515498378e+00, 2.635824583351484396e+00, 6.772267658359227838e+00, 6.335910861407525907e+00, 4.270188375802926650e+00, 6.218337606414078955e+00, 4.808819729625391837e+00, 4.799142522879222383e+00
2.048000000000000000e+03, 3.981148341763768084e+00, 3.703174424332534631e+00, 4.879495221801042781e+00, 3.755303477816458457e+00, 2.953710798617278588e+00, 6.516316236687139885e+00, 4.478493842469720043e+00, 5.179736666545027290e+00, 5.257573790890438303e+00, 2.664832465695729180e+00, 6.677082228518066209e+00, 6.220729916181993779e+00, 4.076127401050484877e+00, 5.627116858838175695e+00, 4.630920898554675702e+00, 4.663281192790213581e+00
2.049000000000000000e+03, 4.568481559606285103e+00, 3.339454450394445217e+00, 4.657714383749457454e+00, 3.918365882599389227e+00, 2.836644051226455687e+00, 6.508537773216725775e+00, 4.477119979569207153e+00, 5.095550674735042307e+00, 5.221987756108637413e+00, 2.702564449934754531e+00, 6.778831352108618979e+00, 6.017886828707999847e+00, 3.929413929349331092e+00, 5.986498043502474609e+00, 4.560835008604223084e+00, 4.943298980556179778e+00
2.050000000000000000e+03, 4.989700094116075846e+00, 3.788481859738752622e+00, 4.061194726314268699e+00, 3.759958624115625536e+00, 3.003382183413850104e+00, 6.780374984036807717e+00, 4.286093144396745380e+00, 4.902924040961617713e+00, 5.346654851838410494e+00, 2.869656118249549248e+00, 6.968568974414742101e+00, 5.879614254574632604e+00, 4.164244768345248815e+00, 5.918823574916978636e+00, 4.589671601482732122e+00, 4.976439677437279663e+00
2.051000000000000000e+03, 4.265403979912841592e+00, 3.423562428317712847e+00, 4.153544953724706446e+00, 3.866772730623136756e+00, 2.964620869671069414e+00, 6.632607997767073549e+00, 4.510550432526780007e+00, 4.709427504694245314e+00, 5.181165360734683922e+00, 2.912380257610387879e+00, 6.791661991389958075e+00, 5.951586516063479770e+00, 4.246077629494905636e+00, 6.276169939025019850e+00, 4.447353958644296945e+00, 4.903813927586622157e+00
2.052000000000000000e+03, 4.187023951262808019e+00, 3.338426541400837610e+00, 4.361129468904488604e+00, 3.795551224736133822e+00, 3.144415210541054773e+00, 6.809364119623166012e+00, 4.369462809330978637e+00, 4.872987914944993726e+00, 5.356770546210078088e+00, 2.492720907951712750e+00, 6.659328708473982950e+00, 6.376569540621356502e+00, 4.109323418323618249e+00, 5.806607405905080732e+00, 4.512855758281314245e+00, 5.218198652636842461e+00
2.053000000000000000e+03, 4.140803564481963406e+00, 3.599915455244923290e+00, 4.699776773488026471e+00, 3.813349016527404434e+00, 2.968794929325500043e+00, 6.652537016613520038e+00, 4.178156592132882707e+00, 4.888921066366512136e+00, 5.357970694161224401e+00, 2.574878328252127258e+00, 7.085710899404041641e+00, 6.296972129971318388e+00, 3.941095150061735275e+00, 5.844139474939428425e+00, 4.878547257148422744e+00, 4.933125554448525740e+00
2.054000000000000000e+03, 5.063598507850071151e+00, 3.888788274897791108e+00, 4.516374070680473807e+00, 3.921517918149445503e+00, 2.918193586752805491e+00, 6.730612827057305125e+00, 4.710390564947305236e+00, 5.143649459661040702e+00, 5.313507667129833578e+00, 2.595731634735814808e+00, 7.048704896709563350e+00, 6.426886300022192522e+00, 4.101645278358419411e+00, 6.420151759963030003e+00, 4.955416464649156971e+00, 5.149481506915673634e+00
2.055000000000000000e+03, 4.928408603734630411e+00, 3.518850535051475603e+00, 4.463579282137889237e+00, 4.042546997800550379e+00, 3.034741599676946677e+00, 6.734964421611461027e+00, 4.530954640705684433e+00, 4.958610813238140125e+00, 5.142328755766415682e+00, 2.570887228038875261e+00, 6.891669915061604534e+00, 6.436146008983461009e+00, 4.322651050190537525e+00, 6.587789314463708301e+00, 4.309093683590094592e+00, 5.537989578440304150e+00
2.056000000000000000e+03, 4.203388059750631456e+00, 3.516193684776785400e+00, 4.197496742968325201e+00, 3.889187694219702340e+00, 3.074186813950577246e+00, 6.809958332641389944e+00, 4.378488733521290754e+00, 4.601563607963413460e+00, 5.259410035751965751e+00, 2.625428981870213452e+00, 7.026309572485186727e+00, 6.402522294050054796e+00, 4.123293452172902995e+00, 6.667883336456292831e+00, 4.693323304386513684e+00, 5.372716658750114505e+00
2.057000000000000000e+03, 4.292515114310615942e+00, 3.879893433164491867e+00, 4.235383345123921117e+00, 3.852094134124324665e+00, 2.801533342713571351e+00, 6.943114150932308881e+00, 4.453734890078808739e+00, 4.815267459385951909e+00, 5.388114294359288792e+00, 2.548404271787324316e+00, 7.052892513863382007e+00, 6.301387551072031634e+00, 4.207273071530749142e+00, 6.213099217337415325e+00, 4.959217564366889874e+00, 5.141090603451001328e+00
2.058000000000000000e+03, 4.799803810549020611e+00, 3.533997460131906632e+00, 4.408687302170897659e+00, 3.885411760415559801e+00, 2.909614791261802669e+00, 6.713726620767260123e+00, 4.573566216620743141e+00, 5.390939767637063618e+00, 5.505658985126670402e+00, 2.375551236679351419e+00, 7.059807841050203869e+00, 6.355125673094593530e+00, 4.092208563383891828e+00, 5.963868113391633585e+00, 4.352851678510112343e+00, 5.264029286850626654e+00
2.059000000000000000e+03, 4.523128747199839594e+00, 3.798659518565440152e+00, 4.618629174679559135e+00, 3.977174494956055018e+00, 3.110171624951512115e+00, 6.990234296038475570e+00, 4.313688386553913290e+00, 5.240768794444067069e+00, 5.363937841264370121e+00, 2.709010838144054301e+00, 7.132850590808719637e+00, 6.427698071225314003e+00, 4.501332577673428759e+00, 6.677513225594958080e+00, 4.579625579074527053e+00, 5.295490110404290185e+00
2.060000000000000000e+03, 4.317062584599431041e+00, 3.766675006484354160e+00, 4.755323772649378888e+00, 3.925693476030899465e+00, 2.896090699848204775e+00, 6.764109431534619077e+00, 4.397208354413675302e+00, 4.947183278412603080e+00, 5.293369581866767426e+00, 2.655967396934852065e+00, 6.909218747072877420e+00, 6.575461363867962206e+00, 4.398270673143436227e+00, 6.439418395823530261e+00, 5.058819338729297677e+00, 5.118413294504411404e+00
2.061000000000000000e+03, 4.843995809756085791e+00, 3.559092302923875906e+00, 3.961188962123924906e+00, 4.040961011586842844e+00, 3.227796030867648547e+00, 7.123474062732215728e+00, 4.652121096488721186e+00, 5.299038062582141606e+00, 5.202136036730709456e+00, 2.681842188842142871e+00, 7.014854918072622070e+00, 6.531726372768643429e+00, 4.039591992750290572e+00, 5.854826160492691223e+00, 4.522555388945344923e+00, 5.376934142123831251e+00
2.062000000000000000e+03, 4.918351650428928856e+00, 3.526246400824369687e+00, 4.022286678410927685e+00, 3.999177796223861936e+00, 2.913816832922697664e+00, 6.840990810284979240e+00, 4.889767120118809096e+00, 5.266561485342435844e+00, 5.263200702612247817e+00, 2.599808953933585798e+00, 6.699929675004824503e+00, 6.378006022905373662e+00, 4.224542340889217762e+00, 6.313747920848417294e+00, 4.508056599631532713e+00, 5.115023516042236373e+00
2.063000000000000000e+03, 4.554681663606875652e+00, 3.536518832320660000e+00, 5.007810712759018124e+00, 3.814404399270315160e+00, 3.020994770069592494e+00, 6.596540820643661540e+00, 4.688338461681637703e+00, 5.419201179974487026e+00, 5.414453641398567108e+00, 2.915069819120251982e+00, 6.957901881870442118e+00, 6.531592911258318424e+00, 4.484586917423835750e+00, 6.589564516345097545e+00, 4.796433144789054914e+00, 5.579706580808802663e+00
2.064000000000000000e+03, 4.434902553681870252e+00, 3.910921837418294800e+00, 4.830075681630682460e+00, 4.058805046884985224e+00, 3.055101020620901053e+00, 6.780633652352889840e+00, 4.527601713294636454e+00, 5.107462822450059114e+00, 5.394870902541997637e+00, 2.852549639340240972e+00, 6.925388054949405792e+00, 6.518408540270122842e+00, 4.600510154092149584e+00, 5.876056933728785125e+00, 4.943733658627589733e+00, 5.255834636358469147e+00
2.065000000000000000e+03, 4.751926509570283841e+00, 3.742465220276675719e+00, 4.245201310136285322e+00, 4.054212922765187521e+00, 2.894600730692686863e+00, 7.137272958188266792e+00, 4.733384619408314009e+00, 5.019017343943253273e+00, 5.453581994159462099e+00, 2.608874671279638680e+00, 7.302111902030866908e+00, 6.536302671526853736e+00, 4.251607108628075338e+00, 6.221313335429186075e+00, 4.790714339139920064e+00, 5.054249168735114317e+00
2.066000000000000000e+03, 4.588725676554324728e+00, 3.398308901617124178e+00, 4.003847169062535905e+00, 4.145347501243238142e+00, 2.803106385985572047e+00, 6.788780003879309355e+00, 4.613476855465377113e+00, 5.122879823612331407e+00, 5.351022997482026256e+00, 2.524012177477801711e+00, 7.121154669511962965e+00, 6.688793574331210579e+00, 4.311096539582017328e+00, 6.785464850220143340e+00, 4.428029773007323477e+00, 5.795418047722766808e+00
2.067000000000000000e+03, 5.041666024657490475e+00, 3.706884364231576079e+00, 4.829631706093872268e+00, 4.056077095310674174e+00, 2.935598621941498010e+00, 6.831775952006453601e+00, 4.264231024629260070e+00, 5.206777549079727230e+00, 5.444676169219454742e+00, 2.558649156136573399e+00, 7.304925771534578338e+00, 6.508690755320880150e+00, 4.533942142243717832e+00, 6.719666456270019239e+00, 4.825742969917979686e+00, 5.596101899220113474e+00
2.068000000000000000e+03, 3.929710182309407163e+00, 3.694522662257355705e+00, 5.056934664959042536e+00, 4.031767683901275490e+00, 2.908524239296045089e+00, 6.981804636345826154e+00, 4.636847035048702104e+00, 5.108480023797540959e+00, 5.485463688157752316e+00, 2.540055023248191990e+00, 7.184440964390228501e+00, 6.719614999369727393e+00, 4.444291098039790278e+00, 6.730669023957548625e+00, 4.920197580281019611e+00, 5.471282157630173337e+00
2.069000000000000000e+03, 5.334699698248957844e+00, 3.762179205013102212e+00, 3.997549596976409880e+00, 4.149223987814111503e+00, 3.034330460329952572e+00, 6.724773802483563934e+00, 5.110855466132191438e+00, 5.097164330664535115e+00, 5.464380333064980277e+00, 2.736995814740420307e+00, 7.156487563970615362e+00, 6.876209377743131235e+00, 4.292000053622242461e+00, 6.256735672008274740e+00, 4.628477516684442961e+00, 5.336998157458703318e+00
2.070000000000000000e+03, 4.921310436931025656e+00, 3.685982384149727675e+00, 4.565553049495492566e+00, 4.205060836873035335e+00, 2.851401180719123740e+00, 6.907499495114431731e+00, 4.941950334710167425e+00, 5.417450714834847858e+00, 5.363570834607026327e+00, 2.661194382514144419e+00, 7.247097356024939430e+00, 6.763565934867079577e+00, 4.421728969271548237e+00, 6.362343681118046490e+00, 4.970213279565436792e+00, 5.438610504830887926e+00
2.071000000000000000e+03, 4.265716575484078454e+00, 3.879707775592524222e+00, 4.588612103944325504e+00, 4.157798518698443857e+00, 3.002248741458302117e+00, 6.943479212612782447e+00, 4.747764628808146981e+00, 5.169208881028805713e+00, 5.439081725827054292e+00, 2.405697008224322087e+00, 7.145728165405591525e+00, 6.967668672218755077e+00, 4.271939281006787326e+00, 6.680388449716604171e+00, 4.667989737863757149e+00, 5.693151867274406364e+00
2.072000000000000000e+03, 4.526303575279563063e+00, 3.546497003088505906e+00, 4.444514144476675810e+00, 4.199530420726037327e+00, 2.868543202204755005e+00, 6.979170246841709613e+00, 4.438919603453834739e+00, 5.029047257553714623e+00, 5.487525686738067954e+00, 2.874097870626425077e+00, 7.288418788522527336e+00, 6.900314149789374518e+00, 4.436988823064897502e+00, 5.977032815291046575e+00, 4.975049705362243557e+00, 5.449854521571836585e+00
2.073000000000000000e+03, 4.723073219143200774e+00, 3.778674200234177771e+00, 4.620709590109073339e+00, 4.127578742180291194e+00, 2.963985620251747388e+00, 6.927884634594621005e+00, 4.648563688742672895e+00, 5.447575694361403542e+00, 5.601523576277088523e+00, 2.488050150806663918e+00, 7.280582399499787805e+00, 6.822572328159003163e+00, 4.633226757905890558e+00, 6.734158368209603118e+00, 4.907585539204245784e+00, 5.348874305024689413e+00
2.074000000000000000e+03, 4.388695365742930399e+00, 3.756991803406330099e+00, 4.944517721255121678e+00, 4.239969006521551620e+00, 2.847465671816807653e+00, 6.837315190503332474e+00, 4.930531653437450146e+00, 5.461857182041040204e+00, 5.508700082921312635e+00, 2.562225973412626701e+00, 7.333881609407454150e+00, 6.897543140416878771e+00, 4.540201203083443104e+00, 7.091748446581062737e+00, 4.709630245718006591e+00, 5.339334607915680486e+00
2.075000000000000000e+03, 4.746244934664210824e+00, 3.573799548105650814e+00, 4.076594695985730432e+00, 4.226852676277594867e+00, 2.895970315233162395e+00, 7.055168585004049753e+00, 4.468105413181125307e+00, 5.063764684625956747e+00, 5.509145248449650367e+00, 2.792597129504190256e+00, 7.020031452591976695e+00, 6.927157318412008991e+00, 4.191795075238839097e+00, 6.202656079501615238e+00, 4.873035759796356281e+00, 5.746948809009807313e+00
2.076000000000000000e+03, 5.445228110506080021e+00, 3.449382968845359443e+00, 4.655409430031954621e+00, 4.145590497387840578e+00, 2.831566905445071392e+00, 6.890910250113983615e+00, 4.722187317275477803e+00, 5.231507982815037927e+00, 5.606836800896058293e+00, 2.751506384090974588e+00, 7.290378341513616967e+00, 7.103284610299386514e+00, 4.634312148639634366e+00, 6.365254264317842470e+00, 5.085418207210493868e+00, 6.104027777606395588e+00
