year, GFDL-ESM4, EC-Earth3-Veg, MPI-ESM1-2-LR
2.046000000000000000e+03, 2.638287743518636962e-10, 8.983468024239002925e-11, 3.538866735780851297e-09
2.047000000000000000e+03, 2.826898672386563821e-10, 8.716768693196538701e-11, 3.856811209061046871e-09
2.048000000000000000e+03, 2.653462828800270421e-10, 9.069260946633268575e-11, 4.070069861642075096e-09
2.049000000000000000e+03, 2.664241093723772823e-10, 8.974397874309398169e-11, 3.907549577695584834e-09
2.050000000000000000e+03, 2.693129711424541122e-10, 8.898628645564521167e-11, 4.021240071710792483e-09
2.051000000000000000e+03, 2.796902865836559675e-10, 8.795824976115889770e-11, 3.935060680839473329e-09
2.052000000000000000e+03, 2.718136088481731429e-10, 8.903772694870637188e-11, 4.089322095876424768e-09
2.053000000000000000e+03, 2.894309489453430597e-10, 8.595474682633388734e-11, 4.098646206736997040e-09
2.054000000000000000e+03, 2.681729333852801756e-10, 8.793341036302481140e-11, 4.065697356528390754e-09
2.055000000000000000e+03, 2.784325236020021240e-10, 8.759708863297311831e-11, 3.785141264019748551e-09
2.056000000000000000e+03, 2.889624189288635372e-10, 8.009006311853563674e-11, 3.735106854421598185e-09
2.057000000000000000e+03, 2.865837851737229355e-10, 8.592569895466675378e-11, 3.870691238236905617e-09
2.058000000000000000e+03, 2.751933350873610013e-10, 8.563338967998710939e-11, 4.182767755177537412e-09
2.059000000000000000e+03, 2.787614940130137468e-10, 8.772732046940679424e-11, 4.138413179709420635e-09
2.060000000000000000e+03, 2.794271104305910752e-10, 8.606198092308135146e-11, 3.919624272022391614e-09
2.061000000000000000e+03, 2.756709155024601433e-10, 8.867763618148819873e-11, 3.438465535335139753e-09
2.062000000000000000e+03, 2.839390856600413372e-10, 8.809327674847400946e-11, 3.483218299212517200e-09
2.063000000000000000e+03, 2.698845668444072323e-10, 8.798411114289000081e-11, 3.966960068001832135e-09
2.064000000000000000e+03, 2.868265512996442762e-10, 8.405302385859357518e-11, 4.072158758392373637e-09
2.065000000000000000e+03, 2.806854875137728140e-10, 8.468669979727827378e-11, 4.042191104533274442e-09
2.066000000000000000e+03, 2.658043948726774518e-10, 8.538134855702727237e-11, 3.960194593018518257e-09
2.067000000000000000e+03, 2.935669365575385408e-10, 8.343965420643057862e-11, 4.064910766925114576e-09
2.068000000000000000e+03, 2.865073199438485294e-10, 8.417973595347559141e-11, 4.133842458758307669e-09
2.069000000000000000e+03, 2.785240682392514270e-10, 8.533091962432042050e-11, 3.993567032314068884e-09
2.070000000000000000e+03, 2.787968491933662827e-10, 8.686429538915152861e-11, 3.689048420672192802e-09
2.071000000000000000e+03, 2.783875532564946302e-10, 7.841119483194786922e-11, 3.847615553969170566e-09
2.072000000000000000e+03, 2.857591857365823556e-10, 8.488649828988417732e-11, 4.053356070529756056e-09
2.073000000000000000e+03, 2.740307954473297719e-10, 7.979248574741997700e-11, 4.224319231949198826e-09
2.074000000000000000e+03, 2.710263728796563233e-10, 8.421170666044325916e-11, 3.965804948004059112e-09
2.075000000000000000e+03, 2.744876026910540830e-10, 8.427728530232737480e-11, 3.935466478313120953e-09
2.076000000000000000e+03, 2.822364098757954526e-10, 8.204795235604446008e-11, 4.286967887304699434e-09
2.077000000000000000e+03, 2.845825131801925700e-10, 8.523008412585688341e-11, 4.249986861574095542e-09
2.078000000000000000e+03, 2.811857251108069124e-10, 8.155196838449274589e-11, 4.361967468169002299e-09
2.079000000000000000e+03, 2.714292685049242589e-10, 7.591278606394349625e-11, 4.111422779886700070e-09
2.080000000000000000e+03, 2.809245897495701109e-10, 7.703571901350551061e-11, 4.070698950718492069e-09
2.081000000000000000e+03, 2.697561178865477869e-10, 8.501538565017454603e-11, 4.172575194348321344e-09
2.082000000000000000e+03, 2.743900485164559513e-10, 7.888906991339599086e-11, 3.890838623524589533e-09
2.083000000000000000e+03, 2.795456067886181149e-10, 7.886594953875160156e-11, 4.009990226773283114e-09
2.084000000000000000e+03, 2.742988085815947816e-10, 7.898793707499969860e-11, 4.130082016246564339e-09
2.085000000000000000e+03, 2.836110233794421639e-10, 8.170156342712321737e-11, 3.823851627777813413e-09
2.086000000000000000e+03, 2.789533397303231899e-10, 8.136422459631425753e-11, 3.668133980050493767e-09
2.087000000000000000e+03, 2.673894175820357245e-10, 8.029247788370367637e-11, 3.947552635481091484e-09
2.088000000000000000e+03, 2.781118253014903211e-10, 8.045095773464626389e-11, 4.148668306630355309e-09
2.089000000000000000e+03, 2.777922212741101684e-10, 7.895231733709952811e-11, 3.921933859232623461e-09
2.090000000000000000e+03, 2.774725824556978613e-10, 8.370379742331406673e-11, 3.862776030686537233e-09
2.091000000000000000e+03, 2.730462067215281389e-10, 8.079894452147169868e-11, 4.191443967224092559e-09
2.092000000000000000e+03, 2.777046474620694835e-10, 7.319790404079919256e-11, 4.274405664327924801e-09
2.093000000000000000e+03, 2.841495867325362637e-10, 7.911485726106964401e-11, 4.429598202190486688e-09
2.094000000000000000e+03, 2.732557593090990252e-10, 7.929636189710383093e-11, 4.303451986063300264e-09
2.095000000000000000e+03, 2.753634807943006084e-10, 7.939636155799241946e-11, 4.182257359620256080e-09
2.096000000000000000e+03, 2.826464256137859011e-10, 8.224118081714109678e-11, 4.295314618068267364e-09
2.097000000000000000e+03, 2.773360426703007155e-10, 8.058821143483323272e-11, 4.243871347089393958e-09
2.098000000000000000e+03, 2.699583267915994326e-10, 8.094266899526836200e-11, 4.243783616608934198e-09
2.099000000000000000e+03, 2.833898779207846712e-10, 8.036627899611958605e-11, 4.409970270591860535e-09
2.100000000000000000e+03, 2.739565209944672003e-10, 7.597974633640753185e-11, 4.466986707481103641e-09
