year, GFDL-ESM4, NorESM2-LM, NorESM2-MM, ACCESS-ESM1-5, INM-CM4-8, UKESM1-0-LL, MPI-ESM1-2-LR, CESM2-WACCM, CNRM-ESM2-1, MIROC-ES2L, CMCC-CM2-SR5, EC-Earth3-Veg, INM-CM5-0, TaiESM1, IPSL-CM6A-LR, CanESM5
2.077000000000000000e+03, 6.333458857316129453e+00, 7.408767818314914599e+00, 8.217297237942680965e+00, 7.258044529108147458e+00, 9.791697084408681917e+00, 6.573203118936677747e+00, 6.766559303806327641e+00, 6.805864620485567507e+00, 7.079546516365898157e+00, 6.858909064081013973e+00, 8.270035232257846758e+00, 7.046341570545735067e+00, 9.336488319497041388e+00, 7.055028547935292771e+00, 1.076516274899765691e+01, 8.749851570079433927e+00
2.078000000000000000e+03, 7.681215428290780523e+00, 7.300566359262645300e+00, 7.674025662442204521e+00, 7.419756025829989277e+00, 9.487128775799909874e+00, 5.926820759278705886e+00, 6.737715423917523871e+00, 8.981518424192380223e+00, 6.509730634037236285e+00, 6.702246393124852375e+00, 7.908594987182906877e+00, 6.693881309954506698e+00, 9.775782068803589908e+00, 6.917674433059102235e+00, 1.114189994853498078e+01, 8.414154457173854240e+00
2.079000000000000000e+03, 6.849984333072353770e+00, 6.627850027207568218e+00, 6.933054600334931372e+00, 8.546388127192097173e+00, 9.479337178279907405e+00, 7.106020126586308550e+00, 5.595742177206829204e+00, 8.066550263457633818e+00, 7.012575227346871110e+00, 6.509193762481523926e+00, 7.374860881001458424e+00, 6.055911351482277993e+00, 9.888050131027847911e+00, 7.086072858237408845e+00, 1.157998230097838110e+01, 8.182483519027016428e+00
2.080000000000000000e+03, 6.722082574137087541e+00, 7.015318579304417490e+00, 8.125552766758566747e+00, 7.480929640729209851e+00, 9.938351162918594994e+00, 5.749258774702646235e+00, 6.806295037061260267e+00, 7.072698228505522877e+00, 6.533816222199732238e+00, 6.282876630285848307e+00, 6.110061455691428556e+00, 7.164721626773880914e+00, 9.753551550578466234e+00, 7.653028797294556540e+00, 9.694961377708136041e+00, 7.751119826684306879e+00
2.081000000000000000e+03, 6.761971008740456313e+00, 7.796023379994629465e+00, 6.974462176897061383e+00, 7.945889390034182043e+00, 9.766386783230736057e+00, 6.517540119907633489e+00, 6.245919082336851780e+00, 8.621499164042322860e+00, 6.798945893198672152e+00, 6.869555593244186298e+00, 7.285056611418404771e+00, 7.114565420924199302e+00, 1.015550457358213166e+01, 7.399281474300973827e+00, 1.031908876000833963e+01, 8.084436994095440809e+00
2.082000000000000000e+03, 7.075670666923164376e+00, 6.810160458871052036e+00, 6.828521400557055365e+00, 8.268627412419052192e+00, 1.024005278679452502e+01, 7.194356091701223477e+00, 5.955903630044384833e+00, 7.375542553777726162e+00, 7.066986162636641033e+00, 6.870578340566093622e+00, 7.995068486311069478e+00, 7.106305151834118483e+00, 9.889038674394880601e+00, 7.456765684267955052e+00, 1.096887472569273747e+01, 8.809950312524396310e+00
2.083000000000000000e+03, 7.690050419391643466e+00, 5.942633839119165096e+00, 7.887480749772923794e+00, 7.331002194794172588e+00, 9.996046329920268647e+00, 6.409791688688017075e+00, 6.216437607014384525e+00, 7.903145812902129919e+00, 6.309156420031833079e+00, 6.529882532886148283e+00, 7.933928907868923019e+00, 6.365538394756522500e+00, 9.806480172468004852e+00, 8.130842322457366933e+00, 1.107394883202058544e+01, 8.509012133606084660e+00
2.084000000000000000e+03, 7.216311871904357744e+00, 7.742836353777486025e+00, 8.272891051765974169e+00, 7.307262770760980963e+00, 9.773431267051551075e+00, 6.181876939066372145e+00, 6.527765385133158738e+00, 6.451691710340280217e+00, 7.233560685975171545e+00, 6.564615919523892451e+00, 7.778424636922241397e+00, 6.405308922366910629e+00, 9.912496814953771107e+00, 7.924266109562351446e+00, 1.102354814637270586e+01, 8.276598449133130586e+00
2.085000000000000000e+03, 6.359653393648675213e+00, 7.509048734095548738e+00, 8.130427246328926216e+00, 7.191791298317148140e+00, 9.537319218117000119e+00, 6.642616659093727449e+00, 5.738890129400198603e+00, 8.292670657783641985e+00, 6.379013569898565272e+00, 6.519807948376865170e+00, 6.344645222339061696e+00, 7.587083083073067336e+00, 9.711314968450015073e+00, 6.643020221849145202e+00, 9.926878076159500353e+00, 8.392594335651970994e+00
2.086000000000000000e+03, 6.748831691703324864e+00, 7.284576840705518919e+00, 8.058096166927960269e+00, 7.525989207857426422e+00, 1.004144674140182758e+01, 7.397465047499678370e+00, 5.308839388069165111e+00, 7.368177238741579593e+00, 6.782394880659730951e+00, 6.577551375913898823e+00, 7.659071208931927721e+00, 6.806758593363528398e+00, 1.031704923247645311e+01, 6.721168084827241707e+00, 1.060411400471782883e+01, 8.225087843763397188e+00
2.087000000000000000e+03, 6.360464178079885400e+00, 6.781539719686934475e+00, 7.924314596329740112e+00, 7.637078721958983962e+00, 9.859201626735890400e+00, 6.973692197496192513e+00, 5.980242493351735078e+00, 6.926662032100650457e+00, 6.715504111939362808e+00, 6.890613424459632874e+00, 7.522679317010103617e+00, 6.384813911041259615e+00, 1.009640033401625558e+01, 7.542978434905537100e+00, 1.010515506441318756e+01, 9.007434363382810005e+00
2.088000000000000000e+03, 6.905146608120070084e+00, 5.801748682614898733e+00, 6.492924965480852961e+00, 6.867447270885337574e+00, 9.837514198377389718e+00, 6.678501679766084109e+00, 6.369511407387626889e+00, 7.525097399694995026e+00, 6.819397361803010149e+00, 5.832143515610513695e+00, 7.948469592399809436e+00, 5.785177005616984225e+00, 9.580625013145507296e+00, 7.368392577748244854e+00, 1.135925440995911373e+01, 9.195829335410151018e+00
2.089000000000000000e+03, 6.872422341905135568e+00, 7.416154324983458501e+00, 7.630946537797834495e+00, 8.132633080965268491e+00, 9.947460898728753165e+00, 5.681328918817768248e+00, 5.139675859470787422e+00, 8.892763728829230274e+00, 7.437574497263602424e+00, 7.089639811917828105e+00, 7.656859931790713780e+00, 6.933094800811358205e+00, 9.781841043943789060e+00, 7.563695098737846401e+00, 1.084189596041026604e+01, 8.596286370077688588e+00
2.090000000000000000e+03, 6.026449480344263421e+00, 7.486240322411601866e+00, 7.892545604318488728e+00, 8.842804260261560856e+00, 1.021670527235260906e+01, 5.912962473414404840e+00, 5.921671752824444468e+00, 6.562199218316138172e+00, 7.303090273647084629e+00, 7.100502995183156862e+00, 6.786394925401021183e+00, 7.447507690767428024e+00, 9.839205230959336745e+00, 5.713108432329597086e+00, 1.109027207300655427e+01, 8.658267077529236744e+00
2.091000000000000000e+03, 7.330192250928223352e+00, 6.785669465002079903e+00, 8.198226187950890420e+00, 8.628794449601699057e+00, 1.013051393089863161e+01, 7.162024687895212516e+00, 6.539448118340566829e+00, 8.964134050192347658e+00, 7.127727291594589509e+00, 6.729929435104362589e+00, 6.777416743219946582e+00, 7.728498614391088317e+00, 9.961839061078313406e+00, 7.516505263143985260e+00, 1.055055306553991734e+01, 7.829386639811995785e+00
2.092000000000000000e+03, 7.125618015833361518e+00, 6.170618553824541053e+00, 8.191426781965775561e+00, 8.275774889870564976e+00, 1.008461237570431912e+01, 7.450673290802903637e+00, 7.070151765421663903e+00, 7.907217777390775915e+00, 6.202006579192655522e+00, 6.246329285749753879e+00, 8.411588563843384492e+00, 5.909758640337071434e+00, 1.006371372868918002e+01, 8.227724602440241952e+00, 1.041203949981489885e+01, 8.013673552427491131e+00
2.093000000000000000e+03, 6.049578234417350764e+00, 8.157223025102398495e+00, 7.665039050411007082e+00, 7.517568903621942411e+00, 9.996552635814719423e+00, 5.862966731825387967e+00, 7.342767110939913522e+00, 7.619384033122216238e+00, 7.631831318389706631e+00, 7.041399896654549018e+00, 7.493469903005674837e+00, 7.003890271025801084e+00, 9.887333843051195004e+00, 8.098842178265956093e+00, 1.133065497246486864e+01, 9.196713837311191853e+00
2.094000000000000000e+03, 7.616376738103932453e+00, 7.630169824912126586e+00, 7.111856327077203943e+00, 7.639660002488986024e+00, 1.011038980238039997e+01, 6.468838630355590702e+00, 6.116768502160433663e+00, 8.469885214437264054e+00, 6.891694074838408568e+00, 6.847308677682648614e+00, 8.584255577932946579e+00, 7.175859277322258478e+00, 1.045577516084084557e+01, 7.566252925850484701e+00, 1.129376005773572977e+01, 7.718234741664408816e+00
2.095000000000000000e+03, 7.669296925674810694e+00, 7.488353749634327094e+00, 8.583876187753803677e+00, 7.561288205298335896e+00, 1.003964687318278770e+01, 8.182828230156355076e+00, 6.726702110401564738e+00, 7.004883216897320963e+00, 7.562747324047840003e+00, 6.609544442214215110e+00, 6.957693637149206189e+00, 7.560737114308075490e+00, 9.845831105206164224e+00, 7.213343263251648985e+00, 1.080955992705196600e+01, 9.130094322083525782e+00
2.096000000000000000e+03, 6.132369330829233967e+00, 6.009882467097679815e+00, 7.750921310374905282e+00, 6.965530186431749371e+00, 9.892638833278148525e+00, 6.847315141202984456e+00, 6.648115401978571981e+00, 9.188607751182793493e+00, 6.741965774632326713e+00, 6.126470757522720412e+00, 7.053154712970821194e+00, 6.756138744959723219e+00, 1.033004605126120090e+01, 7.545248442272232126e+00, 1.081171310193302482e+01, 9.139164385128331958e+00
2.097000000000000000e+03, 7.702178326508076545e+00, 7.401304302584287065e+00, 8.058189375216105788e+00, 7.444154460129939643e+00, 1.006211972413026068e+01, 6.544076273176310465e+00, 6.151315113278506885e+00, 6.312084625893201739e+00, 6.895160131550214899e+00, 7.248472166806460670e+00, 8.435000072411780181e+00, 7.384102626881702491e+00, 9.732875462883958662e+00, 7.515469816249595425e+00, 1.165946186302475063e+01, 8.974423063742282380e+00
2.098000000000000000e+03, 6.576808881000157037e+00, 7.903637168216952169e+00, 6.564175339581147739e+00, 7.745092203916642326e+00, 1.001061965083358274e+01, 7.270893017718115026e+00, 6.311680170111132249e+00, 8.901070374299196786e+00, 6.880347802657771794e+00, 6.536481269836670549e+00, 8.429783855703433915e+00, 7.719174087137116835e+00, 9.895534039797361459e+00, 6.620659524531720130e+00, 1.109348628573050277e+01, 7.815219515386156779e+00
2.099000000000000000e+03, 6.923172198749238504e+00, 6.231479386269020537e+00, 8.166001138389860969e+00, 7.113460661885769198e+00, 9.955947433773580713e+00, 6.809264352872148152e+00, 7.182208414717519140e+00, 8.163417706690470510e+00, 7.463190900033266573e+00, 6.842055785421515601e+00, 8.018946260106195822e+00, 7.237738704885999574e+00, 1.011569581731184364e+01, 8.484918615140223608e+00, 1.095237126290111007e+01, 9.080982932827497578e+00
2.100000000000000000e+03, 6.500455641611432966e+00, 6.647169950625611889e+00, 6.709560847221910151e+00, 8.167951768671670720e+00, 9.995567801223991466e+00, 6.542229963901688983e+00, 7.659172272381885804e+00, 6.360496772772474827e+00, 7.162789609211799302e+00, 5.984464633356624930e+00, 7.939806390254310564e+00, 6.208210514729326945e+00, 9.948550663028383312e+00, 6.958858106707617175e+00, 1.080796437400213961e+01, 8.174067143400190361e+00
