year, UKESM1-0-LL, ACCESS-ESM1-5, INM-CM4-8, MIROC-ES2L, EC-Earth3-Veg, NorESM2-LM, GFDL-ESM4, INM-CM5-0, CMCC-CM2-SR5, TaiESM1, NorESM2-MM, CanESM5, CESM2-WACCM, IPSL-CM6A-LR, MPI-ESM1-2-LR, CNRM-ESM2-1
1.974000000000000000e+03, 9.829037409745378095e-01, 8.912850325028345289e-01, 2.350219591799346475e+00, 1.544743176762672476e+00, 1.098815965959587082e+00, 8.393737265952164739e-01, 1.149268375361741867e+00, 2.244535118531192364e+00, 1.209329264641866741e+00, 1.185511652317563280e+00, 7.957593035354120214e-01, 3.670057690589128452e+00, 1.010533909708444034e+00, 1.330556589554983127e+00, 1.351747824822124855e+00, 1.408422619876889215e+00
1.975000000000000000e+03, 1.126272418324226310e+00, 8.352149358890282871e-01, 2.439515386689110610e+00, 1.501459357421921492e+00, 1.120658420689692125e+00, 8.623261195235853993e-01, 1.185193622716523176e+00, 2.128116180099528965e+00, 1.233923785143204777e+00, 1.074967960769096953e+00, 8.750170701931644368e-01, 3.666191865322716570e+00, 9.283641652932203003e-01, 1.524203309906584591e+00, 1.682998849429092392e+00, 1.299687251546809197e+00
1.976000000000000000e+03, 1.065489816358077713e+00, 7.861394901526498336e-01, 2.257445592881208718e+00, 1.525467589527212731e+00, 1.207317557824610033e+00, 6.824039058835912330e-01, 1.065612498913631079e+00, 2.031308903972734559e+00, 1.312609713689291580e+00, 1.421330937318407983e+00, 8.850898452812913098e-01, 3.736313390091245967e+00, 8.421527114266530445e-01, 1.063956756057393260e+00, 1.707164757534120891e+00, 1.368972447879504228e+00
1.977000000000000000e+03, 1.260322642079757749e+00, 7.915918685317605563e-01, 2.292612523706131000e+00, 1.550992944302452159e+00, 1.201319526827469009e+00, 7.435350411650144542e-01, 1.153698963007616207e+00, 2.223214631711212697e+00, 1.349956260028718269e+00, 1.499604689983550676e+00, 8.666613516895502745e-01, 3.721330655347729444e+00, 9.303544187891423789e-01, 1.176959404755539174e+00, 1.466556806944386615e+00, 1.207570704875786438e+00
1.978000000000000000e+03, 1.087455257139799292e+00, 7.983766143827178974e-01, 2.346212460830237490e+00, 1.564968805610405411e+00, 1.258289707342443275e+00, 8.042689147146243611e-01, 1.094426557321514393e+00, 2.324642315509539703e+00, 1.385546886942346845e+00, 1.292295860751227599e+00, 7.542342803219233005e-01, 3.758998829475291625e+00, 9.801444519461529614e-01, 1.246683577345447436e+00, 1.411933922343213688e+00, 1.357487788521422933e+00
1.979000000000000000e+03, 1.317565090911823722e+00, 7.868364247272345846e-01, 2.170395499109895709e+00, 1.544565415402381570e+00, 1.101685155771582103e+00, 8.558114217387505773e-01, 1.065882388024164795e+00, 1.992102903917849499e+00, 1.188444687660767274e+00, 1.117273698669775772e+00, 8.603616291976921016e-01, 3.924063006685497346e+00, 9.874533338543575178e-01, 1.221817244180123829e+00, 1.626694325447876510e+00, 1.846322698437710796e+00
1.980000000000000000e+03, 1.250140222013849778e+00, 7.258698735877853192e-01, 2.447503964581592584e+00, 1.494001643653301681e+00, 1.237735359793469936e+00, 8.816971804090271148e-01, 1.187257294601396396e+00, 2.238961643889470388e+00, 1.369987883757986191e+00, 1.322896294900760772e+00, 8.951994159911588200e-01, 3.900895760415555191e+00, 9.896679167837875157e-01, 9.454568815746897670e-01, 1.619489607838723533e+00, 1.366644269651633437e+00
1.981000000000000000e+03, 9.270046621637541007e-01, 7.777482310131595966e-01, 2.248957610786726846e+00, 1.529666617589496624e+00, 1.307616614590417559e+00, 8.431757494957130561e-01, 1.176794106181806354e+00, 2.203097687716950137e+00, 1.335351223957778721e+00, 1.620941428359231606e+00, 1.000241547588692992e+00, 3.891963922790828256e+00, 8.870759609499744291e-01, 9.849867380864713029e-01, 1.442575771979446309e+00, 1.445651866126069773e+00
1.982000000000000000e+03, 1.002209939506191638e+00, 8.386971783700467586e-01, 2.447780986496984390e+00, 1.566818059626603921e+00, 1.254409755737112775e+00, 8.564868067954536368e-01, 1.195807117945858256e+00, 2.226505572595042892e+00, 1.263035549582298911e+00, 1.276830487872110398e+00, 9.358040699650406191e-01, 3.792759435008624003e+00, 9.996190648324563277e-01, 1.215306859675805651e+00, 1.513789700554222684e+00, 1.428993206882636535e+00
1.983000000000000000e+03, 1.020025916645541875e+00, 7.899655428087147824e-01, 2.055990177860269164e+00, 1.599320037847299147e+00, 1.086750761129678056e+00, 8.628762919849913837e-01, 1.016448146194789848e+00, 2.072829684305938169e+00, 1.282915930512561475e+00, 1.103951578509949627e+00, 9.545337167844378801e-01, 3.729125475980381577e+00, 9.844324565481247236e-01, 1.134497641376008836e+00, 1.659865931196116806e+00, 1.636023439179405736e+00
1.984000000000000000e+03, 1.002165117799273641e+00, 8.913701796635896679e-01, 2.126374076632516097e+00, 1.560383953554073777e+00, 1.143112360114850734e+00, 8.717148262737437481e-01, 1.072925410117083311e+00, 2.350092747069322918e+00, 1.389897259362728787e+00, 1.366314130808814920e+00, 1.096396078407349872e+00, 3.900067577216433268e+00, 9.673664217591454451e-01, 1.139902009735628274e+00, 1.672105330570871962e+00, 9.796245316874065967e-01
1.985000000000000000e+03, 1.021209672435202442e+00, 8.960886820959438337e-01, 2.359492772255014081e+00, 1.493291583062144934e+00, 1.357032829155690568e+00, 8.008605024865409483e-01, 1.102776580838547460e+00, 2.289825172666994035e+00, 1.454385637727434455e+00, 1.590931410258347167e+00, 1.129072525467110122e+00, 4.124381368319966157e+00, 1.000080495188475194e+00, 1.708060484783604949e+00, 1.545378728086927778e+00, 1.359300109452947325e+00
1.986000000000000000e+03, 9.816293328747178748e-01, 8.379551075872112564e-01, 2.432533186757663390e+00, 1.460322098960181281e+00, 1.211022639185443284e+00, 8.454502668043438751e-01, 1.061066957795546495e+00, 2.154677276878755432e+00, 1.414788459153897282e+00, 1.345045548834651550e+00, 1.115568966492040293e+00, 3.765675296594613641e+00, 1.123473886297236657e+00, 1.433097979191852556e+00, 1.640101332047191107e+00, 1.472802132102622119e+00
1.987000000000000000e+03, 1.235622813083867566e+00, 7.371715992135837725e-01, 2.481068713199745535e+00, 1.618716830904790571e+00, 1.250147874854395491e+00, 9.786618666615157780e-01, 9.519402676263968299e-01, 2.316450749298382572e+00, 1.175549914491660353e+00, 1.242071008538128796e+00, 1.046038959687113579e+00, 3.904366374565706010e+00, 1.114461327426892634e+00, 1.194720534784322830e+00, 1.673872225915211454e+00, 1.450422861519658158e+00
1.988000000000000000e+03, 1.119884094679779452e+00, 8.478934187599490580e-01, 2.439829461090419205e+00, 1.601256011788653399e+00, 1.282561681720532309e+00, 9.244602857032597765e-01, 1.098748386093051810e+00, 1.961471832093995893e+00, 1.249313931629062679e+00, 1.461654500588251748e+00, 1.143324697019058700e+00, 3.904568852885631269e+00, 1.059379266022461019e+00, 1.151247113152669810e+00, 1.633748388251567540e+00, 1.341406024803338815e+00
1.989000000000000000e+03, 1.181441284919571455e+00, 8.265048936236187860e-01, 2.636327782831387356e+00, 1.627439752992746458e+00, 1.379829202015866452e+00, 9.774804343902425696e-01, 1.106252121648735542e+00, 2.253433165934275451e+00, 1.140868186349934366e+00, 1.456832273773591258e+00, 1.099847262916864077e+00, 3.985939212057417969e+00, 1.138242192142415732e+00, 1.104724840784370832e+00, 1.778531508696437280e+00, 1.672999935732477184e+00
1.990000000000000000e+03, 1.417770780172263212e+00, 8.901838238570473072e-01, 2.634709102742748499e+00, 1.603926369136516428e+00, 1.161145037343461972e+00, 8.415046696860140063e-01, 1.142384070811644836e+00, 2.018661967031451177e+00, 1.430642580680251630e+00, 1.375891844299226952e+00, 1.007986417436287363e+00, 3.875819712854716492e+00, 1.191374414486672473e+00, 1.517397070102483703e+00, 1.551295875523146739e+00, 1.469010536528299493e+00
1.991000000000000000e+03, 1.611212398222040765e+00, 9.574502208327786423e-01, 2.988976749649254305e+00, 1.482956260552450667e+00, 1.146480536095908720e+00, 9.399298288507330623e-01, 1.122265027868496690e+00, 2.211185399397079365e+00, 1.068087135161993162e+00, 1.339843760379054061e+00, 1.095987220656889916e+00, 3.772471421450053430e+00, 1.130266715558734925e+00, 1.367330088123913878e+00, 1.607239856486004204e+00, 1.814244144763434541e+00
1.992000000000000000e+03, 1.552818476836093087e+00, 9.112279579354758408e-01, 2.681963116101127031e+00, 1.680635607498710771e+00, 1.428654200436780597e+00, 1.000082306802273058e+00, 1.222790058276670644e+00, 2.374317059928257478e+00, 1.370679379398669351e+00, 1.553370577564902044e+00, 1.076949850483921001e+00, 3.953264317643026882e+00, 1.142148007660112485e+00, 1.184828078717275579e+00, 1.662950119200220733e+00, 1.515521280245520463e+00
1.993000000000000000e+03, 1.219454256900710742e+00, 9.893608870027990054e-01, 2.742483503708156967e+00, 1.647263647208979886e+00, 1.403218352058913876e+00, 1.076983578583297740e+00, 1.217808552574246805e+00, 2.435265434022336528e+00, 1.448645468187288898e+00, 1.439918365067058170e+00, 1.064952675020480966e+00, 3.936142042539555685e+00, 1.120186333965867753e+00, 1.368444617952125020e+00, 1.700472499839108531e+00, 1.536913373671005445e+00
1.994000000000000000e+03, 1.383712394967888670e+00, 1.011795898556200557e+00, 2.457082376988037442e+00, 1.699545417246038914e+00, 1.301476651947599761e+00, 9.410104495514595158e-01, 1.146648579681242452e+00, 2.229502092695119231e+00, 1.553645685821898992e+00, 1.281164924358251911e+00, 1.089344079921094721e+00, 4.076711935667696629e+00, 1.139036164180003530e+00, 1.244585303588636727e+00, 1.669990804807529816e+00, 1.789459652953276914e+00
1.995000000000000000e+03, 1.283511193727403077e+00, 9.312357358904326254e-01, 2.516429691758093945e+00, 1.701181753300673893e+00, 1.396409435751620132e+00, 8.449136388216011984e-01, 1.007704069317191697e+00, 2.419891673389853448e+00, 1.271646844082336303e+00, 1.392763728138196377e+00, 1.011009918213795267e+00, 3.949661850563360055e+00, 1.211964668830337821e+00, 1.290245703015630019e+00, 1.809459970048613586e+00, 1.596493772636945918e+00
1.996000000000000000e+03, 1.488489889375651076e+00, 8.650163222087969839e-01, 2.631941301380817944e+00, 1.631882101657672779e+00, 1.434367579516808267e+00, 1.014983729180156224e+00, 1.008862655760498050e+00, 2.166380663295263354e+00, 1.346151650348314854e+00, 1.319796876962260113e+00, 9.930872107342773036e-01, 3.805424106512305560e+00, 1.240190806382595934e+00, 1.367156074227933393e+00, 1.770795943542727180e+00, 1.341112854629140871e+00
1.997000000000000000e+03, 1.557997367986905912e+00, 7.852089869119086574e-01, 2.501743723526926644e+00, 1.677432047584990871e+00, 1.507056751989457100e+00, 1.076398632185079585e+00, 1.114413299085760478e+00, 2.234506441306742808e+00, 1.406882910513467699e+00, 1.447286072669412782e+00, 1.051568033260070534e+00, 3.864926231025563208e+00, 1.151380675434430234e+00, 1.182198053126517046e+00, 1.629026062858371926e+00, 1.363828768643240874e+00
1.998000000000000000e+03, 1.353884055372506889e+00, 7.877024663335395749e-01, 2.688631324310750248e+00, 1.669207123215090460e+00, 1.376490720763276832e+00, 1.041477226584958338e+00, 1.234860349212422825e+00, 2.431487471752157070e+00, 1.438376602006999461e+00, 1.400431453146937066e+00, 1.230529394029500123e+00, 3.918619749176224243e+00, 1.270867622063717617e+00, 1.381741803593337314e+00, 1.416326809430093592e+00, 1.234743819168860890e+00
1.999000000000000000e+03, 1.092959322253497900e+00, 7.930567171070518340e-01, 2.551391136913854218e+00, 1.794205596551776472e+00, 1.354459979954081295e+00, 9.614663072133572408e-01, 1.024894336663601413e+00, 2.399305258816166742e+00, 1.749066154439648191e+00, 1.432830140122464568e+00, 1.236977734208173807e+00, 3.922533031134346704e+00, 1.345141055736290392e+00, 1.251319135736454369e+00, 1.803685438636481342e+00, 1.499183092485061319e+00
2.000000000000000000e+03, 1.273060715965460110e+00, 8.024003676658708617e-01, 2.479889387898928543e+00, 1.776864416343786113e+00, 1.280907481616200050e+00, 9.577339466270571311e-01, 1.128918260539272911e+00, 2.239688084289279679e+00, 1.400005318765216611e+00, 1.443761815881101640e+00, 1.307919128928564323e+00, 3.951229794393571471e+00, 1.215421962016272506e+00, 1.239628109495897412e+00, 1.836228994487533406e+00, 1.362959597779827003e+00
2.001000000000000000e+03, 1.196587073531282019e+00, 7.119952477009555691e-01, 2.761141101049926494e+00, 1.763060029873042112e+00, 1.386445341504590534e+00, 1.023487984897777592e+00, 1.078629880886803338e+00, 2.363434703732423259e+00, 1.113503165576870568e+00, 1.579224363431620759e+00, 1.290220602482111678e+00, 3.845849908270936535e+00, 1.232083800999791201e+00, 1.228343795214896117e+00, 1.737952593708332438e+00, 1.395899677009928785e+00
2.002000000000000000e+03, 1.378394063374593026e+00, 8.783641449217300945e-01, 2.844636007609398831e+00, 1.723209799391238306e+00, 1.359256973091637732e+00, 1.081558499899018200e+00, 1.209364379463924166e+00, 2.145259538192440196e+00, 1.336598232131454012e+00, 1.377589289508546422e+00, 1.167537051752215005e+00, 3.934545514427783441e+00, 1.304783763774835847e+00, 1.251865638342679166e+00, 1.578128727399539466e+00, 1.931811909494163482e+00
2.003000000000000000e+03, 1.414044881542428911e+00, 9.866283706391345554e-01, 2.716686645042217574e+00, 1.790549337681905717e+00, 1.382371354885923331e+00, 1.121545177190447884e+00, 1.203449915645217416e+00, 2.195970553604056796e+00, 1.869159373776394739e+00, 1.196678016467904060e+00, 1.130920041640495866e+00, 3.969739139442976850e+00, 1.138844324787563700e+00, 1.308948303492018406e+00, 1.693502767602569126e+00, 1.527661750313065614e+00
2.004000000000000000e+03, 1.465542931707355612e+00, 9.375297454172734080e-01, 2.596366643062966606e+00, 1.572021941193356698e+00, 1.470542517737791322e+00, 1.118582542614595665e+00, 1.026703849749158293e+00, 2.273512253071110933e+00, 1.515098672567338323e+00, 1.326236251427203028e+00, 1.031617779414949920e+00, 3.960820275808285107e+00, 1.265710790318608003e+00, 1.258998526672663543e+00, 1.778537481572639134e+00, 1.503216325473226034e+00
2.005000000000000000e+03, 1.422003396111936047e+00, 8.584052692385891747e-01, 2.810156098965977733e+00, 1.575593746583425103e+00, 1.499973091295588867e+00, 1.184649692798551035e+00, 1.064544824972233794e+00, 2.271608201252151460e+00, 1.387721999120341998e+00, 1.641491228548461079e+00, 1.147208923455105056e+00, 3.916691544665660718e+00, 1.242691341511263259e+00, 1.199891475271940733e+00, 1.900449000869244953e+00, 1.883748264565667796e+00
2.006000000000000000e+03, 1.454098156185490653e+00, 8.791920411295008897e-01, 2.972100148944912590e+00, 1.719620189435768998e+00, 1.370119381398093195e+00, 1.080046604477431282e+00, 1.059890290033742355e+00, 2.152559854554315866e+00, 1.475858172472036323e+00, 1.481643827883412756e+00, 1.252167271389656555e+00, 3.968912165548645454e+00, 1.336367004287605686e+00, 1.213812389382320500e+00, 2.074406170685538342e+00, 1.380720149215618919e+00
2.007000000000000000e+03, 1.487390945172430756e+00, 9.143737174284647384e-01, 2.554445399346350509e+00, 1.822937553838374525e+00, 1.639719835719048335e+00, 1.084011072565509659e+00, 1.090608865065226585e+00, 2.386092030548089049e+00, 1.371412562617916331e+00, 1.280206965904558070e+00, 1.389207932264679757e+00, 3.807813976392292243e+00, 1.323198353130742300e+00, 1.399894588720326682e+00, 1.820509207181182587e+00, 1.682279494537247233e+00
2.008000000000000000e+03, 1.517106872691206698e+00, 8.907229889143079005e-01, 2.681242319442306510e+00, 1.718657145082664650e+00, 1.620872581641918275e+00, 1.166607570379053271e+00, 1.218940152187813153e+00, 2.275591533227634411e+00, 1.447015461697682470e+00, 1.505922138886553796e+00, 1.342425019850381096e+00, 3.926274020755511795e+00, 1.324559309788157391e+00, 1.379111689734008550e+00, 1.847961150869027902e+00, 1.496940667436842398e+00
2.009000000000000000e+03, 1.330877786560913156e+00, 9.575471249439929666e-01, 2.753056531605137192e+00, 1.757540829106475799e+00, 1.539709319280401667e+00, 1.095823485820369703e+00, 1.129914616812326855e+00, 2.334918340528806091e+00, 1.663847957496221719e+00, 1.345072101115969865e+00, 1.340008899191016178e+00, 3.897923272080659363e+00, 1.375031209892414452e+00, 9.795103829566234044e-01, 1.695144036229878415e+00, 1.477442160937787019e+00
2.010000000000000000e+03, 1.555436809169354895e+00, 8.328562445585534491e-01, 2.580561650887995384e+00, 1.654828090188734002e+00, 1.356158966612245553e+00, 1.095983353192810705e+00, 1.152210519429077928e+00, 2.459482181371777543e+00, 1.483074883170129477e+00, 1.298456797770162874e+00, 1.361603395297886987e+00, 3.887943143198002272e+00, 1.368356682866984642e+00, 1.171561400504168127e+00, 2.003025481741698588e+00, 1.581579559563323523e+00
2.011000000000000000e+03, 1.509548829933814229e+00, 8.128861244949715514e-01, 2.668873524255865881e+00, 1.709714749552245117e+00, 1.613162435847210752e+00, 1.101483163847135183e+00, 1.068069072730120306e+00, 2.307692813782948438e+00, 1.373000232917237495e+00, 1.291940649342798064e+00, 1.428038136638901001e+00, 3.999928896055914507e+00, 1.221732311035443663e+00, 1.367079505324117372e+00, 1.675302334777408531e+00, 1.775572425798068732e+00
2.012000000000000000e+03, 1.741862283086251129e+00, 9.010040349970150908e-01, 2.786596370753795071e+00, 1.766944098122536833e+00, 1.658431255057139175e+00, 1.174259115459628466e+00, 8.874794595042152512e-01, 2.287104854860460001e+00, 1.452061280478535554e+00, 1.499951898917633697e+00, 1.419383588954473030e+00, 3.991592646790006693e+00, 1.272659220283314019e+00, 1.435427020716039115e+00, 1.719363450423772033e+00, 1.679676523701643553e+00
2.013000000000000000e+03, 1.609051438315854732e+00, 9.706501710992493370e-01, 2.734487324003398001e+00, 1.822453115040908012e+00, 1.674309304150951361e+00, 1.171686292496260995e+00, 1.152690768574881064e+00, 2.334403926410093977e+00, 1.699584639324281721e+00, 1.510623639652759254e+00, 1.271369806294835980e+00, 3.875619732677227702e+00, 1.405919805809690448e+00, 1.321043738462891470e+00, 1.748551362888702387e+00, 1.829888252256072434e+00
2.014000000000000000e+03, 1.365001618684259954e+00, 9.105405752876325476e-01, 2.847507985982460355e+00, 1.812877468712543294e+00, 1.511447952847017717e+00, 1.259238568429363658e+00, 1.169396262954201182e+00, 2.557323579755190757e+00, 1.516915407985353959e+00, 1.379396910117008268e+00, 1.251983123158344702e+00, 3.910672720596186203e+00, 1.471915287855475318e+00, 1.659085427858777217e+00, 1.901712703611967203e+00, 1.719868090924396187e+00
