year, MPI-ESM1-2-LR, GFDL-ESM4, CNRM-ESM2-1, TaiESM1, EC-Earth3-Veg, UKESM1-0-LL, NorESM2-MM, MIROC-ES2L, ACCESS-ESM1-5, IPSL-CM6A-LR, CESM2-WACCM, NorESM2-LM, CanESM5, INM-CM5-0, CMCC-CM2-SR5, INM-CM4-8
1.974000000000000000e+03, 2.955666551379285920e+02, 2.946934955822000006e+02, 2.946102652302503770e+02, 2.958493384608402152e+02, 2.950276339677955662e+02, 2.962249675837564382e+02, 2.965049386433566383e+02, 2.961113350419723815e+02, 2.948479750853701944e+02, 2.928684701499685161e+02, 2.964796153954158626e+02, 2.967638216545335013e+02, 2.953519402471074500e+02, 2.937206304189122079e+02, 2.958038239495588186e+02, 2.937227503540067914e+02
1.975000000000000000e+03, 2.947883828010174057e+02, 2.940086649862421382e+02, 2.945733709642500457e+02, 2.964376200257509595e+02, 2.944378521046713217e+02, 2.963807948712117195e+02, 2.968213510013553105e+02, 2.966474258761449505e+02, 2.949216605957064417e+02, 2.921766432894905847e+02, 2.968654607696358312e+02, 2.965583526416215250e+02, 2.946561355107749591e+02, 2.939957044332775240e+02, 2.956106283238486867e+02, 2.939570211994508782e+02
1.976000000000000000e+03, 2.944432620891023475e+02, 2.947254596790234586e+02, 2.941069209569403711e+02, 2.960392976310176891e+02, 2.945293903140245675e+02, 2.965836693966636517e+02, 2.963245192134609738e+02, 2.966532032165081887e+02, 2.953651294974364419e+02, 2.932913917635723919e+02, 2.975208406561802121e+02, 2.968182669446271120e+02, 2.948915464370454629e+02, 2.938611304131567294e+02, 2.960185699108133122e+02, 2.939478651886925604e+02
1.977000000000000000e+03, 2.952380396792125907e+02, 2.946459443733918988e+02, 2.944126029676598364e+02, 2.957070689705879545e+02, 2.947087600506997092e+02, 2.962801267454780145e+02, 2.964495948754895949e+02, 2.956797787208024033e+02, 2.956612563868897610e+02, 2.930031003918789452e+02, 2.969287088693575356e+02, 2.971728830050541319e+02, 2.949978215214746911e+02, 2.939214149373326563e+02, 2.962705723951919481e+02, 2.940224658105774438e+02
1.978000000000000000e+03, 2.948782981332777808e+02, 2.944933564049239294e+02, 2.944063601969031652e+02, 2.954068065796278120e+02, 2.946591661706461878e+02, 2.966876412573926132e+02, 2.967289891616235309e+02, 2.959844928845960794e+02, 2.952444641989802676e+02, 2.928462306181178860e+02, 2.971609858300677161e+02, 2.968838219933229539e+02, 2.947989463867496056e+02, 2.937904317364316285e+02, 2.960519533188549417e+02, 2.939420292960954271e+02
1.979000000000000000e+03, 2.948829815889400834e+02, 2.949063925380568207e+02, 2.935873538850441378e+02, 2.955615478298037146e+02, 2.947351998299464526e+02, 2.961389456712685728e+02, 2.969887515233121462e+02, 2.956667444485235023e+02, 2.952830273214345880e+02, 2.926628930985324928e+02, 2.968376106249064037e+02, 2.968434860857358899e+02, 2.943214725984558982e+02, 2.939683815382144871e+02, 2.961975992510721198e+02, 2.946857910776106451e+02
1.980000000000000000e+03, 2.950201262604914518e+02, 2.943270836916595954e+02, 2.945152874636921183e+02, 2.958530668461785353e+02, 2.946817152445451597e+02, 2.961539007685333331e+02, 2.967522797349157599e+02, 2.967400911807284274e+02, 2.960172544547335178e+02, 2.932333659997058248e+02, 2.967801280374824842e+02, 2.968121221328776187e+02, 2.946360694565387917e+02, 2.939135948457775385e+02, 2.968763395897535133e+02, 2.938597937208258486e+02
1.981000000000000000e+03, 2.956644712722221016e+02, 2.941889636137418620e+02, 2.943778848571761841e+02, 2.957258238382629543e+02, 2.941605073165978297e+02, 2.967910399128572294e+02, 2.961412001779454499e+02, 2.967369019791891560e+02, 2.958604500100992709e+02, 2.929831045549470332e+02, 2.972543569049235543e+02, 2.968162749075077045e+02, 2.945880121118908619e+02, 2.943157596378924268e+02, 2.966484190652885786e+02, 2.943667767003599920e+02
1.982000000000000000e+03, 2.949317139673365205e+02, 2.945566652133160233e+02, 2.944511760969026000e+02, 2.954376785775030498e+02, 2.946945649926392434e+02, 2.966594688026075346e+02, 2.961161167435461721e+02, 2.957961239744099657e+02, 2.953978347713295420e+02, 2.926555841364099138e+02, 2.970746933732557409e+02, 2.969265006224819103e+02, 2.952298915623209723e+02, 2.940663436926967620e+02, 2.968419053743792233e+02, 2.937701566584542547e+02
1.983000000000000000e+03, 2.946616373134242508e+02, 2.942259927175241501e+02, 2.935706635684148864e+02, 2.955902781734843643e+02, 2.943878475964097561e+02, 2.963314793201226394e+02, 2.959814347918662634e+02, 2.957393801668789592e+02, 2.952085093740603270e+02, 2.927015759376413371e+02, 2.969007676389321091e+02, 2.970351806910136361e+02, 2.950340761551460673e+02, 2.933170443939903862e+02, 2.968016046174794269e+02, 2.935322626457377737e+02
1.984000000000000000e+03, 2.951783957737864625e+02, 2.943649355290565950e+02, 2.951041936078627828e+02, 2.963130493962397622e+02, 2.949232968368386878e+02, 2.968576644958471888e+02, 2.957365013800409201e+02, 2.962328590728905056e+02, 2.953570086277595124e+02, 2.926634512817631162e+02, 2.970129461334400958e+02, 2.972455350065452535e+02, 2.947871501645627745e+02, 2.939179214444795889e+02, 2.967472571562977919e+02, 2.939270398958717578e+02
1.985000000000000000e+03, 2.955025983709950879e+02, 2.944529776729514765e+02, 2.946002226718143788e+02, 2.956413636837589252e+02, 2.945358170735801195e+02, 2.967721776757227872e+02, 2.956171226896850612e+02, 2.972530985075738386e+02, 2.953119773273780311e+02, 2.920126671108424148e+02, 2.969320502059581486e+02, 2.970938465186783901e+02, 2.941360914445994013e+02, 2.936578742215318130e+02, 2.966117828562903469e+02, 2.941111000503452715e+02
1.986000000000000000e+03, 2.956554545283165680e+02, 2.945860927421819611e+02, 2.941740400546167962e+02, 2.953211185319140100e+02, 2.950467369747365183e+02, 2.969437284474086027e+02, 2.959466913234808203e+02, 2.973728734825783135e+02, 2.953649344352710955e+02, 2.922730076908105730e+02, 2.961856368117458373e+02, 2.971470249149450069e+02, 2.945239227256021763e+02, 2.942907969290865822e+02, 2.961069451933709615e+02, 2.941050938295727519e+02
1.987000000000000000e+03, 2.952989899750078280e+02, 2.947424305597426724e+02, 2.940622486538441080e+02, 2.956232128970924578e+02, 2.943611352782357358e+02, 2.967106286078452513e+02, 2.959542367253488351e+02, 2.960037708573457849e+02, 2.959402457669982596e+02, 2.938142555524090085e+02, 2.964634777827207017e+02, 2.967778513747816760e+02, 2.955475195340680443e+02, 2.942683332447919042e+02, 2.966443703106818930e+02, 2.938921582323911252e+02
1.988000000000000000e+03, 2.950921313800151893e+02, 2.948035970034443380e+02, 2.946688832525072712e+02, 2.957768236534940343e+02, 2.944995925476218304e+02, 2.964468003604134765e+02, 2.954343313129946296e+02, 2.961487826986284517e+02, 2.953920154041248907e+02, 2.932904019452001307e+02, 2.968770097349861885e+02, 2.965033904170954884e+02, 2.950556613862783024e+02, 2.945423262103986985e+02, 2.970078748671356266e+02, 2.940983555776454637e+02
1.989000000000000000e+03, 2.948424396849353570e+02, 2.945859845627248887e+02, 2.946005623038334420e+02, 2.958681313059893228e+02, 2.947417112221683624e+02, 2.966286201841835464e+02, 2.962087726680999253e+02, 2.963804552279931386e+02, 2.959245679048331681e+02, 2.937355338868489980e+02, 2.966417273859134411e+02, 2.967304307386576170e+02, 2.950252962062471624e+02, 2.943767804138079782e+02, 2.972081428632160396e+02, 2.942459322287259624e+02
1.990000000000000000e+03, 2.956892614406544340e+02, 2.946113314400687955e+02, 2.943807695188972389e+02, 2.961641143805059073e+02, 2.952645473092590578e+02, 2.965969852876441450e+02, 2.969100215562904737e+02, 2.962796038837243486e+02, 2.956769599120007683e+02, 2.932284388222754501e+02, 2.965681038573601995e+02, 2.974001901104845729e+02, 2.949225040168508372e+02, 2.944514955510964000e+02, 2.970814739407388174e+02, 2.943901355263903952e+02
1.991000000000000000e+03, 2.954827409417067088e+02, 2.947631144229760025e+02, 2.936790711768747997e+02, 2.956938537535592104e+02, 2.953419874649885060e+02, 2.957860046118344712e+02, 2.965464045383800453e+02, 2.973761496831347699e+02, 2.952662478794592289e+02, 2.930668830457221929e+02, 2.965825786927516106e+02, 2.972377623956125490e+02, 2.952805354994550839e+02, 2.944153612813779546e+02, 2.971878636304294332e+02, 2.938873262967475739e+02
1.992000000000000000e+03, 2.947004286608338930e+02, 2.938557628451408732e+02, 2.941676853345221616e+02, 2.948037713668559263e+02, 2.941076267506824138e+02, 2.956361584473049788e+02, 2.959368684512884329e+02, 2.955556670762284739e+02, 2.951583124535733873e+02, 2.930056813715997919e+02, 2.966627510291089038e+02, 2.968214527928855659e+02, 2.949398474113789916e+02, 2.939943756127423740e+02, 2.965188528411587754e+02, 2.935132024883030226e+02
1.993000000000000000e+03, 2.955319014270290268e+02, 2.938053059704091652e+02, 2.942648144755761450e+02, 2.953054238554481685e+02, 2.943624316456853762e+02, 2.965682282279818764e+02, 2.960097984578735009e+02, 2.958236910257499517e+02, 2.954126489013164019e+02, 2.931158591845841102e+02, 2.970721158104665847e+02, 2.963337900950474477e+02, 2.945541910263884233e+02, 2.940700847004359275e+02, 2.966103885170200556e+02, 2.934956078971156330e+02
1.994000000000000000e+03, 2.951223018766868336e+02, 2.945140962694345035e+02, 2.936761418971957482e+02, 2.950617540388961970e+02, 2.946118282957122005e+02, 2.964390354564505969e+02, 2.964231296236761750e+02, 2.958062087000481597e+02, 2.950679046732218467e+02, 2.932140107886413603e+02, 2.970523481237121928e+02, 2.965038200505611599e+02, 2.947918058687233724e+02, 2.941101216659364468e+02, 2.959288644571012128e+02, 2.935520092802543104e+02
1.995000000000000000e+03, 2.945455246574436501e+02, 2.945050949705740777e+02, 2.937877868044572551e+02, 2.951800275793526680e+02, 2.946450886227131605e+02, 2.968326682292961891e+02, 2.968091249835742360e+02, 2.961759942933865659e+02, 2.948953445449473634e+02, 2.930464115132573966e+02, 2.967055384618853964e+02, 2.975140207383211077e+02, 2.949563998445687503e+02, 2.943672784747639071e+02, 2.960427865113300072e+02, 2.940565323692816264e+02
1.996000000000000000e+03, 2.950097890548397004e+02, 2.945110447441131782e+02, 2.944298062764570432e+02, 2.958405783772873292e+02, 2.946596506540736300e+02, 2.963054149984362198e+02, 2.971652271576137423e+02, 2.966546187642647965e+02, 2.954327927366537665e+02, 2.930914529310746843e+02, 2.966276158186947214e+02, 2.967941279731807640e+02, 2.952210001083668089e+02, 2.945099126108046903e+02, 2.962723516243776771e+02, 2.939765564940208833e+02
1.997000000000000000e+03, 2.957257372706222327e+02, 2.946956330665312294e+02, 2.945803929375620100e+02, 2.962083352487535421e+02, 2.945865708168078072e+02, 2.963222180616869537e+02, 2.971793103460236125e+02, 2.967747391820730627e+02, 2.956163930884906108e+02, 2.935959660481795481e+02, 2.971058128047965852e+02, 2.970092682630984200e+02, 2.955986340467308082e+02, 2.945837730425077439e+02, 2.964071121822691453e+02, 2.946998967637304077e+02
1.998000000000000000e+03, 2.960102649613641006e+02, 2.946092535252043376e+02, 2.948269022563551403e+02, 2.957530181480174747e+02, 2.951798109344031218e+02, 2.969896883638291456e+02, 2.960981613927556850e+02, 2.962650256582821839e+02, 2.958015242246031562e+02, 2.930574314599785453e+02, 2.966823050826011468e+02, 2.971846342555110709e+02, 2.947399606304140320e+02, 2.941922394544798181e+02, 2.965674281452112950e+02, 2.937440757983927710e+02
1.999000000000000000e+03, 2.952643132023211479e+02, 2.949739300502325818e+02, 2.948190230042159214e+02, 2.962024008879089365e+02, 2.948987035231404548e+02, 2.969565488726476019e+02, 2.958535569221085098e+02, 2.954575907881081775e+02, 2.961807872639512311e+02, 2.932535352991538957e+02, 2.964456124408558821e+02, 2.975610304261140868e+02, 2.957078924632005510e+02, 2.939596348378527750e+02, 2.960396241807157480e+02, 2.946983356122628948e+02
2.000000000000000000e+03, 2.950382171038253318e+02, 2.946467867779412586e+02, 2.946411871189430371e+02, 2.963366921202604090e+02, 2.955478542323978672e+02, 2.966711355554579654e+02, 2.955085663689658304e+02, 2.957805679876030354e+02, 2.957226232991162078e+02, 2.937079450934350007e+02, 2.971996856764415611e+02, 2.978366308708565384e+02, 2.958445131836546693e+02, 2.945853419529709072e+02, 2.961282628722125310e+02, 2.941296162717199536e+02
2.001000000000000000e+03, 2.953210213080968174e+02, 2.947030436139863809e+02, 2.950846850430932022e+02, 2.954715164358475477e+02, 2.950995444911056893e+02, 2.971870168312298119e+02, 2.957700889930417816e+02, 2.964698749620587819e+02, 2.961948058972183730e+02, 2.938092626656004427e+02, 2.972893790117108779e+02, 2.978621130572780089e+02, 2.953247991488365756e+02, 2.942935061783884407e+02, 2.968253103464109586e+02, 2.945872421389841520e+02
2.002000000000000000e+03, 2.954112300958558421e+02, 2.950696840323991523e+02, 2.938524886384424804e+02, 2.959426599475151534e+02, 2.956543327386330020e+02, 2.970927538097008096e+02, 2.962980896523148999e+02, 2.961292759384568285e+02, 2.960626704397126332e+02, 2.935356063927621335e+02, 2.972168395424029654e+02, 2.972095015206928679e+02, 2.960673691689217435e+02, 2.946390923056285374e+02, 2.975835710441943434e+02, 2.943131958289122281e+02
2.003000000000000000e+03, 2.956781003632048623e+02, 2.944674807112294843e+02, 2.942326917274043012e+02, 2.960242022820078205e+02, 2.954914456705161570e+02, 2.967509685519302707e+02, 2.966741323623506901e+02, 2.959804908508444328e+02, 2.957315046851476268e+02, 2.933068029974517117e+02, 2.977850277602190090e+02, 2.970728470233437974e+02, 2.960339101383798379e+02, 2.945408569496120208e+02, 2.969196112758164077e+02, 2.943620926264883337e+02
2.004000000000000000e+03, 2.953903219470337262e+02, 2.952989477387310444e+02, 2.943903330479203646e+02, 2.965849481988854563e+02, 2.951584903342766211e+02, 2.966493385775750653e+02, 2.976065904002221600e+02, 2.971205388118870587e+02, 2.961265780398096013e+02, 2.932383969944621072e+02, 2.973051636710965795e+02, 2.974201208287531131e+02, 2.956275312154498920e+02, 2.947268617419385350e+02, 2.967507522172107883e+02, 2.944914038003531118e+02
2.005000000000000000e+03, 2.949454395527078532e+02, 2.949617782222208575e+02, 2.944548190679355457e+02, 2.963614389672093239e+02, 2.953048410016427852e+02, 2.969548709748272017e+02, 2.977953466068764214e+02, 2.973285749303726675e+02, 2.958151084699080116e+02, 2.937632098629361508e+02, 2.973197235200699424e+02, 2.969270600551475923e+02, 2.958853886405610751e+02, 2.946593715964510807e+02, 2.966889976230901880e+02, 2.945103484905969253e+02
2.006000000000000000e+03, 2.944412969932793658e+02, 2.947654281405845609e+02, 2.951038627911112826e+02, 2.958115928410161928e+02, 2.951342410713208437e+02, 2.972349378291210655e+02, 2.968608787537234548e+02, 2.961064420721868942e+02, 2.959271201815079735e+02, 2.935087731575558223e+02, 2.969218521092493575e+02, 2.969705896545652877e+02, 2.956626573397007860e+02, 2.947724801085680042e+02, 2.965193441090329998e+02, 2.942186350645570769e+02
2.007000000000000000e+03, 2.947667979509997167e+02, 2.951417712582776289e+02, 2.946419650996854216e+02, 2.961578787462504465e+02, 2.947236240796763695e+02, 2.965314454310795895e+02, 2.960255906666084229e+02, 2.955923071102481003e+02, 2.959651889286678283e+02, 2.932784433682745089e+02, 2.972196825283593853e+02, 2.972467976054600172e+02, 2.955122254330428291e+02, 2.945500754498261244e+02, 2.967010215381778835e+02, 2.946423697474278356e+02
2.008000000000000000e+03, 2.956802656568822840e+02, 2.944011484080421042e+02, 2.939999142227488846e+02, 2.960857117307489830e+02, 2.945241931704126159e+02, 2.967182780599839589e+02, 2.961016391413112956e+02, 2.963958608763003895e+02, 2.959710438182821690e+02, 2.926706834961745471e+02, 2.972644771306564166e+02, 2.972009482294982945e+02, 2.963363699737989805e+02, 2.944511719291271561e+02, 2.973780733592713545e+02, 2.945852993533912922e+02
2.009000000000000000e+03, 2.954530054951982834e+02, 2.948011557097595414e+02, 2.948273562401950016e+02, 2.963421935320592979e+02, 2.950850853097936124e+02, 2.971376891257269790e+02, 2.963658126327237028e+02, 2.962276057790458594e+02, 2.956466464248481429e+02, 2.942157853812686312e+02, 2.970892445641190989e+02, 2.978443925862198398e+02, 2.958049298628961310e+02, 2.945069717628815624e+02, 2.972573923709936139e+02, 2.942156069144784851e+02
2.010000000000000000e+03, 2.949935460032131687e+02, 2.947580824871996583e+02, 2.946521854845159396e+02, 2.965915719152935708e+02, 2.955658856514342006e+02, 2.969291182764403061e+02, 2.962277816403675388e+02, 2.972951200920923611e+02, 2.961806514967129829e+02, 2.944897631938746372e+02, 2.970190804724898044e+02, 2.970574648701643810e+02, 2.965797688611961007e+02, 2.947690438326505955e+02, 2.969756717269219166e+02, 2.946262701919250730e+02
2.011000000000000000e+03, 2.957811366288202635e+02, 2.948159843680697918e+02, 2.941742510385778928e+02, 2.973658568260934203e+02, 2.945872538208014930e+02, 2.967793780309890508e+02, 2.959364254815803861e+02, 2.966163707146760089e+02, 2.962476934108760247e+02, 2.936532115363324351e+02, 2.977353330819552184e+02, 2.973538177080392870e+02, 2.956743678030737783e+02, 2.944687439286144581e+02, 2.972313072189338072e+02, 2.949698051601448583e+02
2.012000000000000000e+03, 2.956187322356419145e+02, 2.954952716915990436e+02, 2.943268482064729596e+02, 2.965855865981745865e+02, 2.951140247327213615e+02, 2.969543338145402913e+02, 2.961934648141037201e+02, 2.963426251346729146e+02, 2.957537997473632458e+02, 2.935760605294112224e+02, 2.974887145803168096e+02, 2.975087193682830957e+02, 2.956839238149242988e+02, 2.947380986208711988e+02, 2.971636669400739947e+02, 2.947961980717549864e+02
2.013000000000000000e+03, 2.954398796069904165e+02, 2.947637495567626047e+02, 2.943519807245077686e+02, 2.962294763875656827e+02, 2.946920004374081259e+02, 2.970594091989262893e+02, 2.971102712199446501e+02, 2.960710636044672128e+02, 2.958190882629500038e+02, 2.938811311227464671e+02, 2.970947415416268313e+02, 2.974383172394769304e+02, 2.960367508021706158e+02, 2.945391605879438544e+02, 2.969434562568878277e+02, 2.945736720315508705e+02
2.014000000000000000e+03, 2.952263317343134190e+02, 2.952142310414120061e+02, 2.942699847960691955e+02, 2.963019941270827076e+02, 2.952925084582979025e+02, 2.968963648011114742e+02, 2.970089687146561346e+02, 2.966802205898695206e+02, 2.964211665478376290e+02, 2.932147007971068433e+02, 2.969309024269153952e+02, 2.974821266250950202e+02, 2.962439251040172508e+02, 2.944656928000502489e+02, 2.965622283059625488e+02, 2.946984731714294981e+02
