year, MPI-ESM1-2-LR, GFDL-ESM4, CNRM-ESM2-1, TaiESM1, EC-Earth3-Veg, UKESM1-0-LL, NorESM2-MM, MIROC-ES2L, ACCESS-ESM1-5, IPSL-CM6A-LR, CESM2-WACCM, NorESM2-LM, CanESM5, INM-CM5-0, CMCC-CM2-SR5, INM-CM4-8
1.862000000000000000e+03, 2.948237482400233489e+02, 2.939412366262778846e+02, 2.940693232509511290e+02, 2.956998094661674941e+02, 2.938740866169598576e+02, 2.963407011953872825e+02, 2.955376689467736355e+02, 2.954373905757830698e+02, 2.951007706759947951e+02, 2.920862452318052078e+02, 2.962601302998209007e+02, 2.966982479786869931e+02, 2.936901041248332263e+02, 2.937460250521406238e+02, 2.966591552372890987e+02, 2.933451791471819092e+02
1.863000000000000000e+03, 2.947332723293668550e+02, 2.941700827650981864e+02, 2.942423437049364452e+02, 2.956632992197799013e+02, 2.943487195499390054e+02, 2.962939347460770136e+02, 2.960166907826948659e+02, 2.957636299715399559e+02, 2.958427672421067314e+02, 2.919513779167473331e+02, 2.964553595564665329e+02, 2.968606907263364292e+02, 2.944193761359670134e+02, 2.936566150093024703e+02, 2.959794933460052562e+02, 2.932903961584210606e+02
1.864000000000000000e+03, 2.952400156643637388e+02, 2.936857618412512352e+02, 2.941662445980155667e+02, 2.958541768694895495e+02, 2.939585626113791932e+02, 2.966382672728434500e+02, 2.963014935245196853e+02, 2.957948919432633943e+02, 2.958437369676794901e+02, 2.921253210282227997e+02, 2.966801773022917246e+02, 2.976544104981146575e+02, 2.943009681810685265e+02, 2.937733665412974347e+02, 2.957451863284702540e+02, 2.935435154389693935e+02
1.865000000000000000e+03, 2.948601205621967551e+02, 2.943464522990319097e+02, 2.934596786158920736e+02, 2.957853328890746525e+02, 2.940476011590951657e+02, 2.962247350836489659e+02, 2.961625964960030046e+02, 2.968101761235496951e+02, 2.953849459557635555e+02, 2.923814727449283737e+02, 2.970315393721614328e+02, 2.970761178800902371e+02, 2.935765262697558455e+02, 2.935026572266708627e+02, 2.960602689812500898e+02, 2.933370184202765927e+02
1.866000000000000000e+03, 2.947785602174099608e+02, 2.943040419642249503e+02, 2.942956224277552906e+02, 2.958086746394379816e+02, 2.942764471174239134e+02, 2.966594149456526566e+02, 2.964662196199237769e+02, 2.955883026301717109e+02, 2.952104116778187972e+02, 2.930868114353493183e+02, 2.968809071489269513e+02, 2.965917647938675827e+02, 2.941069657763113128e+02, 2.939893099253806099e+02, 2.951973751551961413e+02, 2.933661270542612556e+02
1.867000000000000000e+03, 2.941370629772111442e+02, 2.943326599234321748e+02, 2.945088909289574985e+02, 2.949714665500537762e+02, 2.943935354927056096e+02, 2.969666230686644894e+02, 2.969694112388763756e+02, 2.949848008693172119e+02, 2.955353579476134769e+02, 2.926386337647805362e+02, 2.974568735326166689e+02, 2.970168900218340013e+02, 2.943196538577512911e+02, 2.932844688305649470e+02, 2.956006649614578237e+02, 2.934651659189619863e+02
1.868000000000000000e+03, 2.938416474830171410e+02, 2.936422710183828713e+02, 2.945503143770242787e+02, 2.957879526029552721e+02, 2.941804319311705171e+02, 2.962428039036605014e+02, 2.959829558263265312e+02, 2.951579017420244213e+02, 2.959097063474733318e+02, 2.922534662190139443e+02, 2.970667880609444182e+02, 2.976263455405567697e+02, 2.949547594846546872e+02, 2.934886632220386673e+02, 2.960793326444670583e+02, 2.937407751071743292e+02
1.869000000000000000e+03, 2.945608852694180086e+02, 2.934517545598354218e+02, 2.938440491521573676e+02, 2.952612111806744792e+02, 2.940929127965958969e+02, 2.957928529305779648e+02, 2.957663812097968616e+02, 2.955221789837731876e+02, 2.954736408045995404e+02, 2.923232309440159042e+02, 2.966186816642614303e+02, 2.970639235415435451e+02, 2.943114763372987568e+02, 2.939432907480018571e+02, 2.966173874762830565e+02, 2.935837047777860676e+02
1.870000000000000000e+03, 2.951447257834947777e+02, 2.942224734066926999e+02, 2.939116591480014904e+02, 2.959566962028737862e+02, 2.942410122816274338e+02, 2.957149310085152365e+02, 2.961049022331940250e+02, 2.957383385004072807e+02, 2.952082064015916103e+02, 2.919641995944904238e+02, 2.968218626173684243e+02, 2.968132635011607476e+02, 2.940481120319443562e+02, 2.938526092469846844e+02, 2.964434776892474019e+02, 2.935873675768461908e+02
1.871000000000000000e+03, 2.949329930181031614e+02, 2.947759953914605831e+02, 2.950236487974809734e+02, 2.959357805670501307e+02, 2.942179954356481630e+02, 2.958460016174462339e+02, 2.958313500744495173e+02, 2.957788276007396462e+02, 2.954430290151717031e+02, 2.927413569012624635e+02, 2.965726981855613076e+02, 2.970994228898826464e+02, 2.946454705254212740e+02, 2.936352804125040166e+02, 2.958069645170974695e+02, 2.936548943712924711e+02
1.872000000000000000e+03, 2.946599482142742659e+02, 2.944496827661515113e+02, 2.944908436144976918e+02, 2.956232761466620218e+02, 2.945045284576528957e+02, 2.969429987061407132e+02, 2.959881016280153858e+02, 2.965696229722337876e+02, 2.951925697800559760e+02, 2.926510362044529074e+02, 2.966058206988044503e+02, 2.969082029640846940e+02, 2.944947778745533356e+02, 2.938211499367751571e+02, 2.964309850922623468e+02, 2.936883981092956333e+02
1.873000000000000000e+03, 2.950840822201930678e+02, 2.940074069053858921e+02, 2.939797932684576267e+02, 2.958250468367467079e+02, 2.943102554698868403e+02, 2.966508371915267048e+02, 2.956194334171493097e+02, 2.956172856022658948e+02, 2.956817328367798723e+02, 2.926246772440835571e+02, 2.964779898066322517e+02, 2.968723699235206368e+02, 2.941390203571770030e+02, 2.938737787398248429e+02, 2.966183013471277263e+02, 2.934403055151103104e+02
1.874000000000000000e+03, 2.948233526382519472e+02, 2.943774388418595436e+02, 2.940549487493545939e+02, 2.959964502115462324e+02, 2.938822245557262249e+02, 2.962463938458395774e+02, 2.969002556180107604e+02, 2.951484002096535164e+02, 2.956185232419163640e+02, 2.923650551171233474e+02, 2.971750758561105386e+02, 2.970659328262216832e+02, 2.938019275265502870e+02, 2.938651123475418103e+02, 2.966990526841991027e+02, 2.932774600077213449e+02
1.875000000000000000e+03, 2.942665557783388977e+02, 2.943540889654418606e+02, 2.940773710209814453e+02, 2.953689310498686496e+02, 2.940613878424397285e+02, 2.956200664736229555e+02, 2.964875696361490327e+02, 2.960097652945826781e+02, 2.952787394229445681e+02, 2.917878879727283561e+02, 2.968670282574742032e+02, 2.968985829879105722e+02, 2.941792245946820685e+02, 2.940426449758112994e+02, 2.960499604772408588e+02, 2.937585078592172749e+02
1.876000000000000000e+03, 2.942378647300362786e+02, 2.937412379459215117e+02, 2.941611509271202749e+02, 2.958985018992897267e+02, 2.945508180181398643e+02, 2.957074542064212324e+02, 2.961235525343516883e+02, 2.965263919002428565e+02, 2.948727930799815908e+02, 2.921898330854762094e+02, 2.969242531225286825e+02, 2.967039874509259221e+02, 2.944927469145885084e+02, 2.936155681983404975e+02, 2.960124288794005452e+02, 2.936062704756372455e+02
1.877000000000000000e+03, 2.940139853244641017e+02, 2.943134314594574903e+02, 2.951948813145979784e+02, 2.956971985462650423e+02, 2.948718825063567692e+02, 2.964533580584093215e+02, 2.965053749863205326e+02, 2.965954817948781965e+02, 2.956450800586716241e+02, 2.916794704782776648e+02, 2.967716305345698515e+02, 2.969014164852138151e+02, 2.944668736921050822e+02, 2.939839320787327210e+02, 2.960900962464876898e+02, 2.934600938272137114e+02
1.878000000000000000e+03, 2.947077127064080742e+02, 2.940144892035523299e+02, 2.941996842932824165e+02, 2.959724171511945201e+02, 2.954012388978597414e+02, 2.962973973886520298e+02, 2.963711519466983191e+02, 2.953358094191988243e+02, 2.951333588247945841e+02, 2.920343032510394323e+02, 2.973302143425074178e+02, 2.969419556048797517e+02, 2.940397548775192149e+02, 2.937507167909551526e+02, 2.963414398569159403e+02, 2.933409281825687458e+02
1.879000000000000000e+03, 2.954475167598042162e+02, 2.941235196488030397e+02, 2.942442174567874531e+02, 2.961793292314198993e+02, 2.940338120428956472e+02, 2.965005850823676496e+02, 2.957540542959212075e+02, 2.954897510165303061e+02, 2.955691695123329623e+02, 2.920041600225973184e+02, 2.973825696866862813e+02, 2.972706450900266759e+02, 2.937987543887012976e+02, 2.936464860438550204e+02, 2.966772069486305554e+02, 2.935605602303089086e+02
1.880000000000000000e+03, 2.946871891788213134e+02, 2.941366433010334163e+02, 2.932901031934383695e+02, 2.957574333231193577e+02, 2.943978619489416246e+02, 2.962461856466057384e+02, 2.960532657973675441e+02, 2.960912947929863890e+02, 2.950446287247301598e+02, 2.924169765631893938e+02, 2.968760829814930275e+02, 2.971195630551274007e+02, 2.942031500537285069e+02, 2.932612542096201196e+02, 2.958982128113034946e+02, 2.934792778022752486e+02
1.881000000000000000e+03, 2.942255530349714263e+02, 2.942801655395813896e+02, 2.944631473366015371e+02, 2.954482136992312462e+02, 2.944283026018331384e+02, 2.959949397190876539e+02, 2.968153440062146160e+02, 2.958136229379722408e+02, 2.949319605844879106e+02, 2.923887211760292075e+02, 2.963691959694374987e+02, 2.969843326633895231e+02, 2.941642302097093307e+02, 2.934264485537622704e+02, 2.963696693400802360e+02, 2.933704593318560114e+02
1.882000000000000000e+03, 2.942711212893398169e+02, 2.938580478085693812e+02, 2.947982550313387833e+02, 2.965443570941363873e+02, 2.946043122036247155e+02, 2.961939067513120563e+02, 2.964155257435206181e+02, 2.959658000500753019e+02, 2.955848284787936677e+02, 2.923305694823267231e+02, 2.971617886192567539e+02, 2.967849671303151808e+02, 2.939986170050116812e+02, 2.938548647197321770e+02, 2.967167475276045252e+02, 2.935749437111906559e+02
1.883000000000000000e+03, 2.945821352432477624e+02, 2.939043101046393645e+02, 2.941857064553612418e+02, 2.957016053770247481e+02, 2.940982571294666741e+02, 2.960785653492195593e+02, 2.957647826117344607e+02, 2.959950116920251162e+02, 2.953945390271675819e+02, 2.917777804136547957e+02, 2.976158391806760051e+02, 2.964371239504724258e+02, 2.945544522766414843e+02, 2.935598699286747433e+02, 2.961533576486008883e+02, 2.934022900566872067e+02
1.884000000000000000e+03, 2.941980631279669183e+02, 2.933407803017024094e+02, 2.942023870368071243e+02, 2.953678282638900328e+02, 2.937823704049139337e+02, 2.956414532825412493e+02, 2.952900906802678946e+02, 2.951477049594735718e+02, 2.948168532516966138e+02, 2.917999431681220130e+02, 2.967094627249679775e+02, 2.963877588038403701e+02, 2.937664546794342186e+02, 2.931601466342477806e+02, 2.951678044543750730e+02, 2.931014147444092259e+02
1.885000000000000000e+03, 2.942588275922699950e+02, 2.934137649143345357e+02, 2.942170581179955775e+02, 2.954948890559830943e+02, 2.941324671518056562e+02, 2.952318990371140330e+02, 2.952996291674818394e+02, 2.954416947546324650e+02, 2.951231008083366874e+02, 2.920750368687492937e+02, 2.962944280987508137e+02, 2.967309225915037132e+02, 2.937083528859926673e+02, 2.934341870103176007e+02, 2.961969170841785512e+02, 2.932186283181824820e+02
1.886000000000000000e+03, 2.946770073262126743e+02, 2.936678905998422806e+02, 2.943713180766686150e+02, 2.953935136361942000e+02, 2.940721241220308571e+02, 2.957045745481793801e+02, 2.958963282554774992e+02, 2.953787816718086106e+02, 2.956868140151728994e+02, 2.921425664502287987e+02, 2.969805410354870219e+02, 2.969027781799517243e+02, 2.940965990715288285e+02, 2.938509974472635804e+02, 2.965393116012935479e+02, 2.933038843735934051e+02
1.887000000000000000e+03, 2.944931544644793462e+02, 2.941274320435503000e+02, 2.941447135912725912e+02, 2.957525177626022241e+02, 2.941984852671818658e+02, 2.959100526546837955e+02, 2.960928530692187337e+02, 2.957131832043676241e+02, 2.955701427863350546e+02, 2.917715865412431526e+02, 2.968280061071596947e+02, 2.970288821307390208e+02, 2.943244076253516255e+02, 2.931844295885839529e+02, 2.964030634979171737e+02, 2.937665382020669540e+02
1.888000000000000000e+03, 2.947334279231596383e+02, 2.943148827333351392e+02, 2.939294228660017438e+02, 2.960165065979585961e+02, 2.940911118138695883e+02, 2.962869677266231747e+02, 2.962454116891075273e+02, 2.961513610987861966e+02, 2.955388932521390188e+02, 2.916704870125867615e+02, 2.966264796312422618e+02, 2.970342247168491667e+02, 2.945019777371812779e+02, 2.932849419398928603e+02, 2.959639921227328614e+02, 2.938458730541965451e+02
1.889000000000000000e+03, 2.950206063098030995e+02, 2.941864229613468638e+02, 2.942007666133156931e+02, 2.959223641665369655e+02, 2.936576952040790616e+02, 2.961391517103038495e+02, 2.962706237745586009e+02, 2.957398599279433142e+02, 2.954504844094936402e+02, 2.921716362024882869e+02, 2.966488862160220492e+02, 2.969403678730314482e+02, 2.951607293892225243e+02, 2.935332536135388182e+02, 2.961132130824108799e+02, 2.935442797499742369e+02
1.890000000000000000e+03, 2.950826559357149108e+02, 2.935704458511298753e+02, 2.940287362384921721e+02, 2.959007461284073770e+02, 2.943236512236927638e+02, 2.959452136660559631e+02, 2.958046055774305501e+02, 2.948854323423790333e+02, 2.956059846671449804e+02, 2.921501427856796909e+02, 2.966106073224374313e+02, 2.967029906196208344e+02, 2.943709728429101915e+02, 2.935164369261068487e+02, 2.961862201933935239e+02, 2.936593976756768143e+02
1.891000000000000000e+03, 2.948098798059865544e+02, 2.934119726905163930e+02, 2.938915813964026711e+02, 2.961304338970828098e+02, 2.939235125793214252e+02, 2.968968188943769633e+02, 2.962743560938646397e+02, 2.952265717190285841e+02, 2.955479927875195472e+02, 2.921820179730281666e+02, 2.970854756555844460e+02, 2.975217068806159091e+02, 2.936874911969885602e+02, 2.934692453002328421e+02, 2.961186655993588488e+02, 2.932751962840675333e+02
1.892000000000000000e+03, 2.946182043949468152e+02, 2.938824258095303321e+02, 2.943242095680904526e+02, 2.957516733261364834e+02, 2.936813435414829883e+02, 2.965587065364492787e+02, 2.964193822572931936e+02, 2.956958059149819178e+02, 2.958429386519490549e+02, 2.920668519097444573e+02, 2.965101310899918303e+02, 2.974682015233128141e+02, 2.939561346697361728e+02, 2.937860659360739533e+02, 2.959750268152816943e+02, 2.939455009015235305e+02
1.893000000000000000e+03, 2.948984969561465732e+02, 2.936127826535834515e+02, 2.945406835862308981e+02, 2.954613741182073454e+02, 2.939225882335496749e+02, 2.958142124337621794e+02, 2.958158992251167092e+02, 2.962700810934542801e+02, 2.952706982337702470e+02, 2.920086399191556552e+02, 2.970020534720174510e+02, 2.968874728409555814e+02, 2.941653736297056980e+02, 2.938734557445664564e+02, 2.967986791955962076e+02, 2.936196707255946876e+02
1.894000000000000000e+03, 2.953173058859674143e+02, 2.942162116626032002e+02, 2.947274559361159731e+02, 2.956568338597741104e+02, 2.938993042298236560e+02, 2.956715379419606506e+02, 2.964311517609065163e+02, 2.956437943258708287e+02, 2.947378072857985671e+02, 2.915585147131733947e+02, 2.969315071713289171e+02, 2.972503668618256825e+02, 2.939333741069862640e+02, 2.935697330730858994e+02, 2.972636974153289202e+02, 2.936284778129012238e+02
1.895000000000000000e+03, 2.947519867364946435e+02, 2.941356607919805697e+02, 2.940499749428231553e+02, 2.962047793405074572e+02, 2.942324269307787858e+02, 2.959745908731264876e+02, 2.961372546796042684e+02, 2.950306467279739309e+02, 2.956027290338490161e+02, 2.926783118429521551e+02, 2.968492680365781098e+02, 2.972836217442135194e+02, 2.947676776811967443e+02, 2.935053732187539026e+02, 2.967093885249354344e+02, 2.941382548150067464e+02
1.896000000000000000e+03, 2.951157972828750076e+02, 2.938764995584062376e+02, 2.938143769552644358e+02, 2.952725840894788689e+02, 2.943252623961847689e+02, 2.966182206482506558e+02, 2.966165535225810004e+02, 2.949508254808344532e+02, 2.954898169943014636e+02, 2.917059060915185000e+02, 2.967105713182375553e+02, 2.966895025361871490e+02, 2.948542779079706975e+02, 2.936657009462909969e+02, 2.959224820135361256e+02, 2.937614615377322593e+02
1.897000000000000000e+03, 2.951913695686598658e+02, 2.942295111375012198e+02, 2.944253923565390778e+02, 2.953654009919482633e+02, 2.938953311259888892e+02, 2.962217538650427855e+02, 2.964643431942608345e+02, 2.957838752814573695e+02, 2.945957796315121300e+02, 2.921175215027910212e+02, 2.971623467097847424e+02, 2.972285804928583843e+02, 2.944932835660893602e+02, 2.938288841774648290e+02, 2.952025676872588065e+02, 2.938675257572620012e+02
1.898000000000000000e+03, 2.949307878531389520e+02, 2.945219189108059936e+02, 2.940508102500915015e+02, 2.959440064506804333e+02, 2.941365665083570775e+02, 2.958814884393128750e+02, 2.961835315034049927e+02, 2.958561734761361777e+02, 2.953211782214194727e+02, 2.921213110028847382e+02, 2.973372085064266912e+02, 2.972385485579187616e+02, 2.942962515533370151e+02, 2.940670169923213280e+02, 2.958295409011556103e+02, 2.936876909023254711e+02
1.899000000000000000e+03, 2.946102126034824664e+02, 2.947432680339166495e+02, 2.943402528457189078e+02, 2.961072253512189150e+02, 2.945258729593439853e+02, 2.960701690955989420e+02, 2.962666461107027658e+02, 2.959547900674096468e+02, 2.961107127729698050e+02, 2.924175170817237586e+02, 2.972221791643012239e+02, 2.969559107060625252e+02, 2.942771000257510536e+02, 2.938007168962477067e+02, 2.959566106780444557e+02, 2.938985248683212035e+02
1.900000000000000000e+03, 2.942357837804303813e+02, 2.943459485952972727e+02, 2.941007852084184719e+02, 2.954985775915137651e+02, 2.949650383860852116e+02, 2.963393512555400093e+02, 2.962482045635615577e+02, 2.955953634387657303e+02, 2.959337881437089095e+02, 2.928566640583888443e+02, 2.976445428049987072e+02, 2.967232853305758908e+02, 2.940063136809774278e+02, 2.937316517210205689e+02, 2.965208131136102452e+02, 2.937195503873433040e+02
1.901000000000000000e+03, 2.940482791156759390e+02, 2.940235644624222573e+02, 2.936041537252128251e+02, 2.958825675825220856e+02, 2.944673701271823347e+02, 2.959246404483359925e+02, 2.961077170914053909e+02, 2.960975669661742131e+02, 2.959717388970854586e+02, 2.919834175237508020e+02, 2.969422455923306643e+02, 2.970349744263113507e+02, 2.944899026367265833e+02, 2.937069755340986603e+02, 2.965141905482335574e+02, 2.936710200232863031e+02
1.902000000000000000e+03, 2.945215750981627139e+02, 2.940925879954995139e+02, 2.940225262588559758e+02, 2.954497865388640321e+02, 2.947533442384636260e+02, 2.958887864120229096e+02, 2.956638249969843741e+02, 2.966785444876722408e+02, 2.955747600181766757e+02, 2.920551002670115395e+02, 2.966248912490395924e+02, 2.965781976094897345e+02, 2.944004928970188644e+02, 2.938595066022599553e+02, 2.961283836669613834e+02, 2.931866944229948899e+02
1.903000000000000000e+03, 2.946022937777029824e+02, 2.938452021174281867e+02, 2.946920433839179054e+02, 2.951677283081066321e+02, 2.944058455253932038e+02, 2.956824580079967291e+02, 2.960467327215353635e+02, 2.953279070712366092e+02, 2.952355879072927110e+02, 2.923197683301480083e+02, 2.968961368068136153e+02, 2.968272384559655279e+02, 2.943410910307734980e+02, 2.933933537986274587e+02, 2.952794026089309227e+02, 2.933815416823429700e+02
1.904000000000000000e+03, 2.950613732348251119e+02, 2.940751028792662964e+02, 2.946924123092065315e+02, 2.953643417303081264e+02, 2.941478600630730966e+02, 2.958308611051761545e+02, 2.963128082350218051e+02, 2.951808588306439560e+02, 2.951147714803846611e+02, 2.923178414030227259e+02, 2.966282938102652906e+02, 2.968170521914103688e+02, 2.938661162899616670e+02, 2.932582540959267590e+02, 2.957378242896982670e+02, 2.931210727277772889e+02
1.905000000000000000e+03, 2.952116267171601862e+02, 2.941980544643246844e+02, 2.939900771386589327e+02, 2.955519510513068440e+02, 2.943423893787062298e+02, 2.963944447010844669e+02, 2.962187615929099138e+02, 2.952832467977992792e+02, 2.949167629413755662e+02, 2.924025191377831447e+02, 2.966850278728363151e+02, 2.970053110139960495e+02, 2.941467147693826405e+02, 2.937881524028339868e+02, 2.959027173976148788e+02, 2.937036079296470348e+02
1.906000000000000000e+03, 2.947894802248052315e+02, 2.937090265422288553e+02, 2.940081417718961347e+02, 2.955857327807164552e+02, 2.948751957366063721e+02, 2.963249467401053607e+02, 2.961516514104909561e+02, 2.955508350929998187e+02, 2.951205526119484830e+02, 2.920122009054483669e+02, 2.976028665382924601e+02, 2.970194629347702175e+02, 2.940083387766140390e+02, 2.939177046323183617e+02, 2.960784990881259660e+02, 2.937911901209325265e+02
1.907000000000000000e+03, 2.946715370091444584e+02, 2.942769371155723661e+02, 2.944186644813324847e+02, 2.955166322493700477e+02, 2.943561001616090493e+02, 2.966730749746136553e+02, 2.959198442306766310e+02, 2.958143609870698469e+02, 2.947811987356352574e+02, 2.921747305102782661e+02, 2.969490147276966354e+02, 2.969569854042239854e+02, 2.941315449329791250e+02, 2.940260238493210068e+02, 2.958002972015996193e+02, 2.932931876720429045e+02
1.908000000000000000e+03, 2.943471810650121370e+02, 2.940414088239233479e+02, 2.941672978054989471e+02, 2.956338629177398616e+02, 2.947910277513155961e+02, 2.961537811684267467e+02, 2.957384013917494485e+02, 2.961593727902103410e+02, 2.953508285746494266e+02, 2.920597917203032239e+02, 2.963347125671756430e+02, 2.969600423106564335e+02, 2.941253831619904417e+02, 2.942003614356270305e+02, 2.957363182011058598e+02, 2.938654531855223695e+02
1.909000000000000000e+03, 2.944610149738294353e+02, 2.944181170658372366e+02, 2.942397929674236252e+02, 2.951895243093920840e+02, 2.944415299814706373e+02, 2.966590773330398179e+02, 2.958068660805187733e+02, 2.952914073705434816e+02, 2.950798570896078559e+02, 2.927222582088903664e+02, 2.967520808681753124e+02, 2.974358962498986898e+02, 2.943958309491735577e+02, 2.938347539700806692e+02, 2.963432817299724320e+02, 2.939799487023379356e+02
1.910000000000000000e+03, 2.948752313905311553e+02, 2.942879601774049547e+02, 2.935889221325991798e+02, 2.955853302809658203e+02, 2.945949252275805179e+02, 2.959402243169049598e+02, 2.960497258753059100e+02, 2.954066492561782979e+02, 2.952343105843235662e+02, 2.923059935183798643e+02, 2.969831485626518202e+02, 2.971673834612416840e+02, 2.947728326722614725e+02, 2.940601699654941399e+02, 2.964363290179180694e+02, 2.932451249661076531e+02
1.911000000000000000e+03, 2.951220378249520877e+02, 2.941074307937885806e+02, 2.937332155921952790e+02, 2.959156287470630673e+02, 2.945352425862344603e+02, 2.966689645165476463e+02, 2.969301292432455170e+02, 2.954253073432290648e+02, 2.956439634500483180e+02, 2.923345186315057731e+02, 2.966961467988630829e+02, 2.966801620529501520e+02, 2.946729304304721495e+02, 2.942224072357669797e+02, 2.959820131979079747e+02, 2.936616919999078732e+02
