year, INM-CM5-0, CMCC-CM2-SR5, NorESM2-MM, IPSL-CM6A-LR, CESM2-WACCM, MPI-ESM1-2-LR, CNRM-ESM2-1, UKESM1-0-LL, NorESM2-LM, ACCESS-ESM1-5, INM-CM4-8, EC-Earth3-Veg, TaiESM1, CanESM5, MIROC-ES2L, GFDL-ESM4
1.971000000000000000e+03, 2.466593910791131439e+00, 2.776568704814554867e+00, 2.580525910261628031e+00, 2.784972782963967664e+00, 2.671489708155801335e+00, 2.222628373353836118e+00, 2.800353307052271035e+00, 1.746242921749195265e+00, 1.948825090373296209e+00, 2.253392199322742151e+00, 3.496274517662228298e+00, 2.655520753463295414e+00, 4.048129993130553217e+00, 1.503254331519893627e+00, 3.281721114656031890e+00, 2.456937349066856680e+00
1.972000000000000000e+03, 2.762287286695106481e+00, 3.978855001646032452e+00, 2.269014059089479396e+00, 2.477168272268759797e+00, 2.314454933218611732e+00, 2.034839113577676439e+00, 2.857787617907974642e+00, 1.533398563388939539e+00, 1.949291698022384667e+00, 2.485328576627353847e+00, 3.948962470475266606e+00, 2.305803779884886051e+00, 3.416523298364475103e+00, 1.400006959924780192e+00, 3.174760466009666882e+00, 2.373613924649763174e+00
1.973000000000000000e+03, 2.776699007772619243e+00, 4.032953307504401508e+00, 1.941779958420071450e+00, 2.561564213793681155e+00, 3.180893582321983271e+00, 1.722022083396448133e+00, 2.597678439358963587e+00, 1.655562844788122989e+00, 1.578078663832414685e+00, 2.017239249940864898e+00, 3.667366220406398813e+00, 2.101839994512658905e+00, 3.266309328677124313e+00, 1.199089905246832011e+00, 3.337184424523200743e+00, 2.398687966412964556e+00
1.974000000000000000e+03, 3.277599525313139583e+00, 3.667695352517013063e+00, 2.063698506624675133e+00, 3.015265073168460042e+00, 3.270607625630185478e+00, 1.933935117766353295e+00, 2.958226856403505245e+00, 1.553499953367130759e+00, 2.422520149296794045e+00, 2.493824402190319756e+00, 3.572138371355958686e+00, 2.165178624664454432e+00, 3.182636280396335060e+00, 1.193166167268115307e+00, 2.862363392398894479e+00, 2.458706438654323811e+00
1.975000000000000000e+03, 2.944125248636774828e+00, 3.739913411989119751e+00, 2.303153671846001060e+00, 2.923509084989915241e+00, 2.536490175814315240e+00, 2.356376043188484370e+00, 2.302192521783230195e+00, 1.878100629555556678e+00, 2.538218968201693571e+00, 2.404152813940242162e+00, 3.783426189569924158e+00, 2.293594593338741383e+00, 2.470425010900010765e+00, 1.178439361634626259e+00, 3.162669174138426076e+00, 2.266376161546852064e+00
1.976000000000000000e+03, 2.878736580883133112e+00, 3.771528766614340444e+00, 2.439725719818549354e+00, 2.439979657914501221e+00, 2.552481587241948624e+00, 2.212056081616204928e+00, 2.550265766616724328e+00, 1.751448257109209816e+00, 1.233044988582326473e+00, 2.125972597722481705e+00, 3.388068461275735466e+00, 2.375976072812699069e+00, 3.868989871713999662e+00, 8.968287328360486921e-01, 3.190758024491496148e+00, 2.273558219091501353e+00
1.977000000000000000e+03, 3.116933247645187421e+00, 3.989209628692700793e+00, 2.141080049897854387e+00, 2.494985547597388997e+00, 2.701753446472251685e+00, 1.894109456256846125e+00, 2.392156252934387162e+00, 1.889067647785811710e+00, 2.045679111022671304e+00, 2.426085430717674019e+00, 3.753701875322872805e+00, 2.350795485631758996e+00, 3.812042725548102862e+00, 1.079295474875892946e+00, 3.167281402665434342e+00, 2.169763137609287629e+00
1.978000000000000000e+03, 3.175525125268543469e+00, 3.602743324332303487e+00, 1.857707346236981971e+00, 2.738920387416266866e+00, 2.910988016486572683e+00, 2.146249061239500211e+00, 2.362100776893501397e+00, 1.594564943389788825e+00, 2.123896893372867023e+00, 2.436821421465098059e+00, 3.462831709552991466e+00, 2.164772134641272938e+00, 3.632242492272365286e+00, 1.590088896793635742e+00, 2.933370915869763618e+00, 2.289134677236783322e+00
1.979000000000000000e+03, 2.862584846133128025e+00, 3.050685663653567303e+00, 2.250871201261486210e+00, 2.520343265291128620e+00, 3.130034472384557009e+00, 2.485780613495491398e+00, 3.302465992887471113e+00, 1.903392922343564386e+00, 2.147805077889401115e+00, 2.270556705553137267e+00, 3.500800618896428240e+00, 2.177309823846931724e+00, 3.170789745828083372e+00, 1.588464879718883171e+00, 3.002938613886423802e+00, 2.192394749449078972e+00
1.980000000000000000e+03, 3.036632306518082025e+00, 3.212987938347896311e+00, 2.354639060739720513e+00, 2.643561558665589839e+00, 2.465916062278334486e+00, 2.033762828849882354e+00, 2.644398304010087575e+00, 1.703207102373613724e+00, 2.182501979253897773e+00, 2.162523973694677082e+00, 3.745189276252831601e+00, 2.090946642098018948e+00, 3.815035703224003427e+00, 1.512964216512949323e+00, 2.951055270147791454e+00, 2.515571662265021935e+00
1.981000000000000000e+03, 3.054070281421149780e+00, 3.760170214443977699e+00, 2.855410753071672136e+00, 2.282616833677369339e+00, 2.567719389158158894e+00, 1.999399046794666512e+00, 2.986355978509075193e+00, 1.519754006704871596e+00, 1.696480437622602588e+00, 2.035628379251130493e+00, 3.648301258601620134e+00, 2.359058199676654866e+00, 3.887139641403091872e+00, 1.586951719454815501e+00, 3.153356158892571592e+00, 2.286986522950959611e+00
1.982000000000000000e+03, 2.962848417897181008e+00, 2.900088909677163596e+00, 2.337763931450161703e+00, 2.800705509598148790e+00, 2.916692243973490140e+00, 2.034893103957787996e+00, 2.344625628077495527e+00, 1.657879235936391860e+00, 2.102513004368462557e+00, 2.423211670358484948e+00, 3.855331449998042448e+00, 2.268831406310358290e+00, 3.211436914106546858e+00, 9.970815601810726347e-01, 3.145330113800310468e+00, 2.303959823637027782e+00
1.983000000000000000e+03, 2.592691952161219060e+00, 3.353702425509926588e+00, 2.697913617855153046e+00, 2.321560289289956280e+00, 2.382541888817292008e+00, 2.171720257107960794e+00, 2.934005121784325709e+00, 1.468901766642229489e+00, 1.974736590307347051e+00, 2.143661484741696821e+00, 2.722784079968286086e+00, 1.853525898201625166e+00, 2.792347821276637720e+00, 1.378786351889162765e+00, 3.496483863742176901e+00, 2.045439493545624821e+00
1.984000000000000000e+03, 3.309868642978233577e+00, 3.277690933746362667e+00, 3.030283743258127771e+00, 2.668662385642937895e+00, 2.384852078188661739e+00, 2.055708752880356371e+00, 2.116779232745150008e+00, 1.740326274488919855e+00, 1.911758810021864097e+00, 2.398615778884236605e+00, 3.059679800096023694e+00, 2.336075850822976196e+00, 3.425549475724926740e+00, 1.434636378395352407e+00, 2.907146852563710748e+00, 2.320072077462781657e+00
1.985000000000000000e+03, 3.204583883228163899e+00, 3.550758760387298096e+00, 3.374699075643851298e+00, 3.133799783449166210e+00, 3.047754006129537174e+00, 2.072086371830498930e+00, 2.287590539669944079e+00, 1.627967780737872294e+00, 1.552986240501177173e+00, 2.649911128441980512e+00, 3.353167366606504718e+00, 2.114872768990319507e+00, 3.681976435758524513e+00, 1.798462841443867921e+00, 2.741315625662257727e+00, 2.100600798568827532e+00
1.986000000000000000e+03, 3.093603819548787381e+00, 3.799461795297757405e+00, 2.813905248726788599e+00, 2.551064800544931455e+00, 3.336748361790437656e+00, 2.100828413469693512e+00, 2.706097954755467327e+00, 1.577283747371472034e+00, 1.878039313516703279e+00, 2.181212809314021506e+00, 3.860822100858978700e+00, 2.053582281387214881e+00, 3.604621834787675727e+00, 1.230834838426881905e+00, 3.224243639056912691e+00, 2.110798166742226201e+00
1.987000000000000000e+03, 3.090359188716653716e+00, 2.734515807176583824e+00, 2.818606942922347702e+00, 2.595317996671109295e+00, 3.100077645433164442e+00, 2.146057142948237129e+00, 2.768090196765090827e+00, 1.801596196546524808e+00, 2.623442121449486741e+00, 1.988479366691865646e+00, 3.430382072539738481e+00, 2.318162311223517680e+00, 3.184370012089508428e+00, 1.169254730287150990e+00, 3.273282059650559628e+00, 1.861312920090828715e+00
1.988000000000000000e+03, 2.615171813892230634e+00, 3.140041725616343982e+00, 3.226531551097802097e+00, 2.496464258600179953e+00, 2.551761806100359298e+00, 2.211223446213227195e+00, 2.597172287054940742e+00, 1.616595522850720945e+00, 2.025624609544351973e+00, 2.478284692758840446e+00, 3.726189428475861209e+00, 1.952182300161031892e+00, 3.818719214320107636e+00, 1.384624216351157511e+00, 3.248424763908277946e+00, 2.666065533769073070e+00
1.989000000000000000e+03, 3.224582578534989086e+00, 2.698890905389720096e+00, 2.309972698016499848e+00, 2.565679302051508071e+00, 3.866749652286973760e+00, 2.247378753159124720e+00, 3.090918943526400398e+00, 1.711452597649016472e+00, 2.266426125488533394e+00, 2.310404630969863593e+00, 4.542165967925298808e+00, 2.350805708789307058e+00, 3.637006901381899748e+00, 1.500267442720002009e+00, 3.097405602931466273e+00, 2.234169700329619257e+00
1.990000000000000000e+03, 2.742654078342147805e+00, 2.857880083899973389e+00, 1.849997402838769345e+00, 3.056279052696210030e+00, 3.352275178264769728e+00, 1.925048604336119018e+00, 2.561836198227762651e+00, 2.097320461016014548e+00, 1.890059863854344435e+00, 2.493449897782593627e+00, 3.950322048988879065e+00, 1.920835443518877916e+00, 3.250619639277401607e+00, 1.389297001837838996e+00, 3.162346154538088872e+00, 2.379393346146586818e+00
1.991000000000000000e+03, 2.885851750228693557e+00, 2.627627014679236872e+00, 3.353096354668823498e+00, 2.565723268291812076e+00, 2.792885112605652864e+00, 2.076380886838263606e+00, 3.235092388281561426e+00, 2.488657317962279958e+00, 1.783967103682165600e+00, 2.604873895014705898e+00, 4.202116813054139755e+00, 2.007048266376398882e+00, 3.385204008274394827e+00, 1.173360617614779944e+00, 2.906817861738541620e+00, 2.270459425768224904e+00
1.992000000000000000e+03, 2.957546189817696902e+00, 2.899463563150723289e+00, 2.458993153170692558e+00, 2.528596951144240990e+00, 2.518992616688226605e+00, 2.335244151281196778e+00, 2.730072675666939119e+00, 2.107147874356232187e+00, 2.536621924318590793e+00, 2.287287059215962426e+00, 3.485200041432638063e+00, 2.312988339586795394e+00, 3.431174403318341781e+00, 1.129109026615926048e+00, 3.223570113807282755e+00, 2.424842612782543316e+00
1.993000000000000000e+03, 3.266997998004934622e+00, 3.462835097378379690e+00, 2.370276100980016398e+00, 2.676527112325247870e+00, 3.184219403682544414e+00, 2.135205258871085476e+00, 2.934103638080586940e+00, 1.807709081939461226e+00, 2.519347978224339979e+00, 2.623580393436838687e+00, 3.509483553460645666e+00, 2.328801573363776356e+00, 3.528208632001873291e+00, 1.584758834931450533e+00, 3.232128862000246627e+00, 2.279171601282933057e+00
1.994000000000000000e+03, 2.872993346332719966e+00, 4.128037022031911363e+00, 2.689269774583148198e+00, 2.439366116318434141e+00, 2.581354420385067350e+00, 2.237238174227536014e+00, 2.958241334578753712e+00, 1.995184226302800790e+00, 1.897999392165058197e+00, 2.917247453442035177e+00, 3.199386393804001028e+00, 2.164261601825340886e+00, 3.263670949438955748e+00, 1.402480081322040162e+00, 3.076675127987641201e+00, 2.272702077942709398e+00
1.995000000000000000e+03, 3.314009053897155166e+00, 3.486215538875227171e+00, 2.184297455814819156e+00, 2.804099662981905716e+00, 3.166544208014759665e+00, 2.342449996949197200e+00, 2.485087630623470822e+00, 1.939431932649278378e+00, 1.378440548857138293e+00, 2.400467267896563950e+00, 3.426520818226877374e+00, 2.356924917863525426e+00, 3.473312731084789995e+00, 1.583249136666484702e+00, 3.179359894150397103e+00, 2.085749904476772443e+00
1.996000000000000000e+03, 2.852313402925512165e+00, 3.479786645967386072e+00, 1.918763934440383956e+00, 2.800152839796181237e+00, 2.854890515489674652e+00, 2.303725479874585869e+00, 2.587235652378581552e+00, 2.129074428697931509e+00, 2.242101473701907821e+00, 2.484873622279744065e+00, 3.616388092421292999e+00, 2.388999887655075760e+00, 3.650840086410758634e+00, 1.073128476507151818e+00, 3.018614324168986673e+00, 1.966367873358274787e+00
1.997000000000000000e+03, 3.115991067226469902e+00, 3.228098578774684757e+00, 3.072627276120885043e+00, 2.633625994910164358e+00, 2.996650723474429512e+00, 2.009024457285035759e+00, 2.495937233502699470e+00, 2.120716067827976836e+00, 2.322823268959078646e+00, 2.194943791170516079e+00, 3.680346831168511024e+00, 2.367191109131782323e+00, 3.327603654489978080e+00, 1.284542240491388876e+00, 3.475278298400048982e+00, 2.180241571330714390e+00
1.998000000000000000e+03, 3.305114209524260271e+00, 3.673004694846706553e+00, 3.003405122957256701e+00, 2.853757022990794034e+00, 3.977888395571008928e+00, 1.795436642032874452e+00, 2.221664882645493666e+00, 1.725420129089303645e+00, 2.220152687245451339e+00, 2.251445018925349206e+00, 3.680893823797527720e+00, 2.157312233084490494e+00, 3.381384294433084303e+00, 1.449311016448091127e+00, 3.380205077649628631e+00, 2.466744027853551291e+00
1.999000000000000000e+03, 3.095846827661806522e+00, 3.880217007424493936e+00, 3.181858014274445257e+00, 2.619490874364765354e+00, 2.906456103962356430e+00, 2.507982259464170749e+00, 2.669124688483168750e+00, 1.519556305080890901e+00, 2.130709814306039895e+00, 2.320542147886147877e+00, 3.760852289842731455e+00, 2.386241358798563805e+00, 3.879477146699986001e+00, 1.479405142600941581e+00, 3.319664587629507668e+00, 2.029596681013790871e+00
2.000000000000000000e+03, 2.910576439425489159e+00, 3.783687061472897017e+00, 3.600557187787685187e+00, 2.549389315457796901e+00, 2.812143975026542453e+00, 2.153385528533792836e+00, 2.567951152852089081e+00, 1.981475049300586377e+00, 1.507232027693272247e+00, 2.294064899247565403e+00, 3.424651617677435311e+00, 2.022475594293406509e+00, 3.647855796179251708e+00, 1.022649814625333331e+00, 3.310918028845129868e+00, 2.303985459332141161e+00
2.001000000000000000e+03, 3.013352757115167257e+00, 2.574680913958284911e+00, 2.954195099615148035e+00, 2.623710146918714514e+00, 3.428863141610486664e+00, 2.047480718770829711e+00, 2.614744510591767934e+00, 1.860020325228540328e+00, 2.731638999922515243e+00, 1.864887685043457255e+00, 3.795957065291561072e+00, 2.193813535757449529e+00, 4.023845362143966042e+00, 1.300563620972139622e+00, 3.271950429402167071e+00, 2.283288387206921843e+00
2.002000000000000000e+03, 2.673310121158115837e+00, 3.379390599850733423e+00, 2.672872965223092478e+00, 2.718111021121574211e+00, 3.582682092434766208e+00, 1.927801639932120059e+00, 3.404267363393100432e+00, 2.359567236650792932e+00, 2.568414249727045462e+00, 2.467241677237955955e+00, 4.323982594384092160e+00, 2.143340909581863407e+00, 3.460244589092940970e+00, 9.736434271428684450e-01, 3.512103381300479832e+00, 2.328088295214703063e+00
2.003000000000000000e+03, 2.947845895968161489e+00, 3.910887161409429602e+00, 2.467121588914271690e+00, 2.454818490373534168e+00, 2.821373645910477013e+00, 2.175564422450955604e+00, 2.854469571072125511e+00, 1.971477854169313648e+00, 2.238538117135594696e+00, 2.833285530080665637e+00, 3.795324351410199526e+00, 2.286015930109624339e+00, 3.075649632407978729e+00, 1.458650147172219746e+00, 3.119887153626835552e+00, 2.528529223625264777e+00
2.004000000000000000e+03, 3.184301983679884707e+00, 4.207158962742401975e+00, 1.985608331543867733e+00, 2.731623647807922328e+00, 3.127912250519819803e+00, 2.189001349227950310e+00, 2.670164434023322819e+00, 2.041216935866429605e+00, 2.418866480859545920e+00, 2.311411925602578243e+00, 3.418381587620796136e+00, 2.436383557611392803e+00, 3.408104566358105103e+00, 1.366400933745012036e+00, 3.033230199140580563e+00, 1.959722150192085399e+00
2.005000000000000000e+03, 2.935262979881843037e+00, 3.868442694938158954e+00, 2.753477288729032857e+00, 2.513817170158195502e+00, 3.350064081456210374e+00, 2.430716430339305845e+00, 2.981601378358901044e+00, 2.011009240922937646e+00, 3.025239978742675806e+00, 2.264519292540718709e+00, 3.942580333970421513e+00, 2.017333366227311853e+00, 3.885497522635684042e+00, 1.140687762268963734e+00, 3.240672682880811450e+00, 1.919600132572899742e+00
2.006000000000000000e+03, 2.927488584825305828e+00, 3.653859379193387547e+00, 2.979889860991491890e+00, 2.648981373422935270e+00, 3.431226162413604008e+00, 2.521854030666835111e+00, 2.749046789431251359e+00, 2.211527936770155911e+00, 1.988642090785600169e+00, 2.379753000162812437e+00, 3.770070750901179046e+00, 2.189970940374704966e+00, 3.339597905308150594e+00, 1.414192082564792452e+00, 3.358210440455727586e+00, 2.276335806973228237e+00
2.007000000000000000e+03, 3.178528444113284834e+00, 3.347742671499509548e+00, 3.726089988128074904e+00, 2.956191825559643327e+00, 2.779960877359276328e+00, 2.179951714233203219e+00, 2.890875269358849753e+00, 2.158357192738558528e+00, 2.077698195074778376e+00, 2.467444890686530279e+00, 3.620137203662880054e+00, 2.867829031136522655e+00, 3.398505582065257435e+00, 1.003904004952868911e+00, 3.263123061435581729e+00, 2.055463368164739180e+00
2.008000000000000000e+03, 2.794360606464656005e+00, 3.562555916612790696e+00, 2.785802397321343271e+00, 2.435380124882177366e+00, 3.747267142459462796e+00, 2.049804175336511491e+00, 2.476830353135563989e+00, 2.044168354101617346e+00, 2.153365296366553494e+00, 2.341758249519430901e+00, 3.331714076915825107e+00, 2.524151015438005796e+00, 3.742560070648649706e+00, 9.740860082138472764e-01, 3.217575953935132738e+00, 2.362575652913961211e+00
2.009000000000000000e+03, 3.114439241098638789e+00, 3.533949710862367866e+00, 3.175610364402906338e+00, 2.052061342440576919e+00, 3.404503639525712000e+00, 2.274385290714617813e+00, 2.770563013765701132e+00, 1.791529423674964150e+00, 2.207942569295918478e+00, 2.776475610083453116e+00, 3.526280879816276581e+00, 2.226905240003978825e+00, 3.188239137445842974e+00, 1.184832966130277443e+00, 3.292779828054548386e+00, 2.006377738207516526e+00
2.010000000000000000e+03, 3.196088384729167231e+00, 3.580674200245007821e+00, 3.560594999557351148e+00, 2.594624586250625864e+00, 3.352224027595743117e+00, 2.226818002959732201e+00, 2.577552109496401567e+00, 2.274015510504495463e+00, 1.736096588348392755e+00, 2.307935741081096559e+00, 3.212893277813238857e+00, 2.087382529492644689e+00, 3.398022937936510779e+00, 1.374721243029002338e+00, 2.873951674137460444e+00, 2.247211250007446370e+00
2.011000000000000000e+03, 2.765821940813310675e+00, 3.301861632779110156e+00, 3.366753866747371315e+00, 2.585349599546780119e+00, 2.332862106531482294e+00, 2.228057385387508749e+00, 3.241282182627693409e+00, 2.072619634672648647e+00, 2.139534182583424204e+00, 2.065723839261367267e+00, 3.531452526526878799e+00, 2.550009150745401243e+00, 2.964507430865872539e+00, 1.580862113634135202e+00, 3.209401850845004400e+00, 2.213090296545053626e+00
2.012000000000000000e+03, 2.911053035188981397e+00, 3.309377022917823208e+00, 2.991206890798841833e+00, 2.678791398918123345e+00, 3.083063373920971184e+00, 1.835838767676790217e+00, 3.068337147680284094e+00, 2.353695854445760016e+00, 2.151237277848856877e+00, 2.355685136382802636e+00, 3.663729941259351808e+00, 2.551047384513761784e+00, 3.475662616349095568e+00, 1.421850677138120966e+00, 3.358533849974797647e+00, 1.718513766089427408e+00
2.013000000000000000e+03, 3.009054667190336652e+00, 3.408789337117549945e+00, 2.140663731298297456e+00, 2.720585651849788178e+00, 3.911948144168882369e+00, 2.373280602048560173e+00, 2.894122464845483744e+00, 2.026316915253467243e+00, 2.245717429853846703e+00, 2.588606730992591309e+00, 3.595471594737438714e+00, 2.196353389552638813e+00, 3.687708711507561077e+00, 1.170584045173117316e+00, 3.056894624608445188e+00, 2.605180652033392885e+00
2.014000000000000000e+03, 3.206643366082401414e+00, 3.642776621366528911e+00, 2.263766606614685983e+00, 2.917427714560566709e+00, 3.142295026401008329e+00, 2.223134287086599770e+00, 2.913641095499569289e+00, 1.808538646555002849e+00, 2.334007868242387929e+00, 2.383897577436981940e+00, 3.755352866827653457e+00, 2.410887471669432625e+00, 3.340925825106429325e+00, 1.168669448230269303e+00, 3.020911173453907583e+00, 2.240967101407779438e+00
