year, CMCC-ESM2, CNRM-ESM2-1, MPI-ESM1-2-LR, GFDL-ESM4, CESM2-WACCM, UKESM1-0-LL, CanESM5, MIROC-ES2L
1.969000000000000000e+03, -3.832152805001306771e-09, 1.691594846245236579e-09, -1.270147502764842649e-10, 3.169475267346100627e-10, 2.224980877752811504e-10, -1.686071704683637843e-10, 6.708568921663885045e-10, -8.526923533398329237e-10
1.970000000000000000e+03, -5.949371571009847389e-10, 1.131149916982129166e-09, 6.229658412261264594e-10, -7.503608361110695979e-10, 1.979617158207928608e-10, -5.975514005401967106e-10, 1.397460858931954067e-09, -6.451174648909976750e-10
1.971000000000000000e+03, 8.886157147761857269e-10, 3.481531545968922692e-10, -2.166074169735367512e-10, 5.307110115260780976e-10, 4.147061155493153370e-11, -4.402629080896793922e-10, -8.976409898001826109e-10, -1.461084715966827568e-11
1.972000000000000000e+03, 3.711889356587515944e-11, 5.195262921862433015e-10, -8.235860212192305147e-10, -8.886089192339215893e-12, 1.007528997830411443e-10, -5.636720565255625160e-10, 6.927359312249552189e-10, 8.661033817618843644e-11
1.973000000000000000e+03, 7.775081704683047388e-10, -8.597620984506183179e-10, -4.845176888143673336e-10, -5.541328702863819151e-11, -4.022760801168332561e-10, -9.012489843128964190e-10, 6.925993744811798854e-10, 6.329237852087513620e-10
1.974000000000000000e+03, 6.663479931919405949e-10, 3.463010021838848148e-10, -3.772583572614654839e-10, 2.182448601638274193e-11, 5.337348210350366687e-10, -7.072602562146628183e-10, 2.808934795656615139e-10, -2.200490509863866301e-10
1.975000000000000000e+03, -2.581439273060780423e-09, 3.027475198383771587e-10, 8.689603968735150435e-10, 1.144262136441069612e-10, 6.615441550682787692e-11, -5.358864023860270596e-11, -4.351938916761895215e-10, -5.828648611654151059e-10
1.976000000000000000e+03, -9.367863194120015296e-10, 3.249595331263967552e-10, 6.928466084259662179e-10, -9.265637060091550903e-10, -2.849753457113203473e-10, -5.227550675634925862e-10, 2.002160483060811570e-09, -5.427821221279661678e-10
1.977000000000000000e+03, 1.502077680394451676e-09, -4.255755629767104680e-10, -4.868562643174072710e-10, 1.507686077543364936e-10, 9.387869142892316227e-11, 2.502124778231399480e-10, 1.030292679146561017e-10, 5.340400703790681561e-11
1.978000000000000000e+03, -1.161619769811371362e-09, 8.333670042326271145e-10, -8.616757022455540750e-10, -5.014052466727968501e-10, 1.368460210730216125e-10, -3.727093950237935833e-10, -2.415285672150207804e-09, 3.322332757350160935e-12
1.979000000000000000e+03, 2.473867139559771518e-10, 2.191530241045026913e-09, -3.563502404784828310e-10, -5.166177626863219478e-10, 8.841460059857246202e-11, 1.762835868430405340e-10, 5.039617984248533538e-10, 1.912393753582281011e-11
1.980000000000000000e+03, 9.537437098671060319e-10, -2.097760362266074061e-10, 7.624238064378662758e-10, 3.842339991371864205e-10, 4.699131806151575580e-10, 2.014873658860355385e-10, 5.894146293388619698e-11, -6.455391966233956753e-10
1.981000000000000000e+03, -1.881753585734931710e-10, 2.417490084374212906e-10, -8.915931221346836409e-11, -1.153067912209842372e-10, -4.017688950086878661e-10, -1.219843954742122450e-09, 7.725092690224616383e-11, -7.451778062884056122e-10
1.982000000000000000e+03, -8.091104564229148190e-10, 7.875530015487558618e-10, 6.304508758251415081e-11, 1.629410544766878593e-10, 1.660795617855248908e-10, -9.870390203220763304e-10, 2.336232988982392265e-09, 3.242107376669796852e-12
1.983000000000000000e+03, -9.338675791794904967e-11, 1.586670961647287381e-09, 5.613522676799786290e-10, -1.193570688173370986e-09, 2.875094403475805284e-10, -1.660725468887958853e-10, -1.075412733156580850e-09, 3.814271330266198749e-10
1.984000000000000000e+03, 7.052803006202659174e-11, -1.599466901437341813e-09, 4.136598373926683487e-10, -3.884583019320794091e-10, 1.003626116644163654e-10, -7.586733000555602169e-10, 5.027209626596167971e-10, 1.875224907669599174e-11
1.985000000000000000e+03, -1.707336325740464050e-09, 8.662445362956551146e-10, 9.427058940002372868e-11, -2.562588498369879795e-10, 5.814392458265158254e-11, -3.990835031774798651e-10, 2.171734973483871036e-10, -7.042447140788225672e-10
1.986000000000000000e+03, -4.708208959703298936e-10, 5.556594049403433814e-10, 1.831596728222762413e-10, -6.131757252690564466e-10, 6.501055945632154085e-10, -9.625978076675859331e-10, 7.709763764338162018e-10, -9.378770142185164752e-10
1.987000000000000000e+03, -4.166596486560551831e-10, 4.896761097018790917e-10, 2.507041463297503554e-10, -1.123346650283728348e-09, 3.872240164085522334e-10, 3.021811128259981637e-10, 1.294936903024251441e-09, 6.514729788387853107e-10
1.988000000000000000e+03, 7.268076818615013129e-10, 1.953200464623276245e-10, 3.000874650714675501e-10, 3.059783457319303327e-10, 1.641440049499996136e-10, -4.152360143119672794e-12, -4.849431890011886395e-10, 5.568678136539011210e-10
1.989000000000000000e+03, 2.096300947416950054e-10, 1.398029181574421299e-09, 5.796150849300483702e-10, -4.045238453668026112e-11, -1.921927049529016106e-11, 1.675587435327942242e-11, 7.288647550198514969e-10, 5.337726323188015372e-10
1.990000000000000000e+03, 5.506345559264120054e-10, 3.184301133194839453e-10, -3.089551066567809838e-10, 1.611382670367983058e-10, 5.511271320421893774e-10, 8.813065595709040991e-10, -2.431296417458708370e-10, 4.589136055165138585e-10
1.991000000000000000e+03, -3.445948505764909562e-09, 1.817441053179274687e-09, 1.928481629762319645e-10, -1.416543299340673481e-10, 4.902781343311643507e-10, 1.343801321297944546e-09, -4.413511276258594475e-10, -7.976603089717546827e-10
1.992000000000000000e+03, 7.631653829873086617e-10, 4.286020665555668003e-10, -4.544283572003968623e-10, 5.786449040768308797e-10, 3.723580114692074648e-10, 9.991107573633540949e-10, 1.897614782185604965e-09, 1.303602202229012907e-09
1.993000000000000000e+03, 3.271321387552588275e-10, 5.066550214856265447e-10, 2.392935640098710798e-10, 2.809239541981122114e-11, -9.024574293012618608e-12, -4.025772644114106771e-10, -9.909783823250124288e-10, 9.092601825622276162e-10
1.994000000000000000e+03, -2.692077162416253131e-09, 1.946566885890530146e-09, 1.048912757384169904e-10, -5.544046377211767202e-10, 4.306651602902497365e-10, 5.569391384309285787e-10, 8.544478850853291285e-10, 1.160864115332001232e-09
1.995000000000000000e+03, -4.475360228859658870e-10, 8.018511647953274918e-10, 5.357913568150609169e-10, -1.090844061564185118e-09, 4.145685696297546667e-10, 1.155896565895670687e-10, -1.078342411269918699e-09, 9.637465012685882038e-10
1.996000000000000000e+03, -1.561859987070304144e-10, -4.814189033480154308e-10, 5.031505844818680074e-10, -6.783357355649839849e-10, 6.676047928163141225e-10, 6.926226207363849471e-10, 1.355218474240911582e-09, 2.855809332002487422e-10
1.997000000000000000e+03, 1.512625860122268400e-09, 1.165815646088467012e-10, -6.972013398030959155e-11, 8.974122953348940937e-11, -4.397180825130642800e-11, 1.176355038113016861e-09, 7.614654503614350747e-11, 3.877219787616942981e-10
1.998000000000000000e+03, -9.914550133715880820e-10, -3.565422899210811351e-10, -4.562476893025270968e-10, 6.312845713476318020e-10, 1.925063107957540746e-10, 1.308291588235043577e-10, -9.696296249115261835e-10, 4.608728374077249593e-10
1.999000000000000000e+03, -1.951354364231950749e-10, 1.033870415590089304e-09, 6.759802516849442156e-10, -1.179205447767854877e-09, 9.094339909817993032e-10, -9.554490325614671976e-10, -1.023953273712103128e-09, 1.509668821402074380e-09
2.000000000000000000e+03, -2.522621964046546014e-10, -9.975852090777854377e-11, 4.891405244608074775e-10, 1.149029587313160666e-10, 1.330794218152833669e-10, 7.627111424153655349e-11, 2.460040837241677879e-09, 7.892528090133795441e-10
2.001000000000000000e+03, -2.132082651180739641e-10, -2.078645766018854343e-10, 5.061257545793682153e-10, -6.585665664604660907e-10, -2.961283450700857826e-10, -2.832539337482289047e-10, -5.547637483399466466e-10, 8.800530119699064791e-10
2.002000000000000000e+03, -7.753646024117542551e-11, 2.318923608402090796e-09, 1.400199591014530112e-10, 5.427541248198753047e-10, 3.189919890948171606e-10, -1.233156740385196185e-12, 1.416547353327594387e-09, 6.151985409765927114e-10
2.003000000000000000e+03, -8.580437343438985959e-10, 7.240892822729847916e-11, -6.894322428824125277e-11, 1.807849883373816705e-10, -3.728818013751202638e-10, 2.195895044709572067e-10, -2.966215704082107365e-09, 1.253240240666468043e-09
2.004000000000000000e+03, -1.623439386976172720e-09, 4.444695038054739926e-10, 1.088996973144432551e-10, -1.222007814323766912e-09, 5.063643330711358625e-10, 7.039608301410400773e-10, 4.445916274418834006e-10, -8.245923188341465587e-10
2.005000000000000000e+03, -2.323541478011499578e-09, 2.089540673089116017e-09, 8.705843553499110156e-10, -5.452000751719314159e-10, -2.615841679830252895e-11, 2.955702271799604854e-10, 1.364593963819018442e-09, -8.866397210381834727e-10
2.006000000000000000e+03, 2.053585621616552938e-09, -4.449527316071297401e-10, 4.831039199703286231e-10, -4.210352842496111775e-10, 5.221206417820961195e-10, 8.000157355097300132e-10, 2.197918282833253539e-10, 7.255127603398007301e-10
2.007000000000000000e+03, 1.246496262868874199e-09, 1.115213452255205558e-09, 4.845842881297563998e-10, -2.728935206401554285e-10, 4.274337976894577083e-10, 7.158063719441824539e-10, 1.033239777442096874e-09, 1.548156629675291945e-09
2.008000000000000000e+03, -2.404638291474387107e-09, 3.733260560850402056e-10, -1.652222687971152240e-10, 5.661833955994731235e-10, -2.399418630310185978e-10, 5.536788883770221238e-10, 9.049342424700605335e-10, 3.487946594752046890e-10
2.009000000000000000e+03, 1.884760613488960751e-12, 4.852285207246591621e-11, -3.392302336083118794e-10, -4.546729457823403204e-10, 2.889042723258803033e-10, -2.584027383163723615e-10, -1.080451823354167771e-11, 7.770875595551052910e-10
2.010000000000000000e+03, 8.580095130074849912e-10, 7.208338979158212364e-10, 1.385463906022356995e-09, 3.912602633611904999e-12, 3.638907924942119443e-10, 6.720298154741950458e-10, -1.877352193518664168e-09, -3.306724566634405493e-10
2.011000000000000000e+03, 9.023418107435119206e-10, 1.253228041895139211e-09, -8.224607655182610865e-10, -7.281123448681806881e-10, 7.175516552620546684e-11, 3.862229534389331852e-10, -2.509355093542137055e-09, 4.648942151189326425e-10
2.012000000000000000e+03, 4.214731679227549401e-10, 6.331407549893133437e-10, 5.740249496264294931e-10, -1.696071109284032889e-09, 9.928632722064089620e-11, 1.259420492644326320e-09, 8.834611461019171763e-10, 9.038674079505248337e-10
2.013000000000000000e+03, -2.275748823670840451e-09, 1.443311232568163521e-09, -1.078587085789972644e-10, 7.903406605075030432e-10, 2.673433810508564449e-10, 6.253399692587159980e-10, 8.878727152558042114e-10, 1.165245756716906103e-09
2.014000000000000000e+03, 2.959610547525105074e-11, 4.615010162914438291e-10, 6.786232799919873193e-10, 2.007526079614918583e-10, 1.022100877252053694e-09, 2.304474066340092186e-13, -5.239335575509493068e-10, 3.527699721014915169e-10
