year, EC-Earth3-Veg, CESM2-WACCM, CanESM5, NorESM2-MM, NorESM2-LM, CNRM-ESM2-1, MIROC-ES2L, IPSL-CM6A-LR, CMCC-CM2-SR5, MPI-ESM1-2-LR, ACCESS-ESM1-5, TaiESM1, GFDL-ESM4
2.001000000000000000e+03, 8.777922565613155426e-01, 5.551645105171379990e-01, 6.908660613145760188e+00, 5.815940258728118373e-01, 5.611288733253972927e-01, 7.291544439818546941e+00, 4.463865255520013342e+00, 2.007063080013474998e+00, 1.331938970463734329e+00, 4.870678471418471212e+00, 6.966330230852787464e-01, 2.490576622904349668e-01, 1.237788639110219968e+00
2.002000000000000000e+03, 8.313164944217670271e-01, 5.215788004068160344e-01, 6.991141585806897929e+00, 6.126752968383136766e-01, 5.131287944616403918e-01, 7.204944616626810294e+00, 4.489975409467246159e+00, 2.006594983845797042e+00, 1.372908785345267946e+00, 4.898063563638425322e+00, 6.884188144792163788e-01, 3.164280662859534909e-01, 1.199178473060250383e+00
2.003000000000000000e+03, 8.303815340227834740e-01, 5.526820325002688161e-01, 6.963841540615694825e+00, 6.278173174472038154e-01, 5.382376588640321868e-01, 7.298269309549947792e+00, 4.547247017218690068e+00, 2.008502284210630151e+00, 8.512816518860112369e-01, 4.888779872506740176e+00, 7.049195393943531451e-01, 4.038002850893662177e-01, 1.229054125032264633e+00
2.004000000000000000e+03, 8.450224527657624884e-01, 5.581138553256520529e-01, 6.664140239544486199e+00, 6.579698003122556038e-01, 5.730404759291164440e-01, 7.374499342724183393e+00, 4.574418240697446514e+00, 2.009720756901378191e+00, 1.033305075302771714e+00, 4.868549028985048821e+00, 7.247226708189971056e-01, 4.185054198932667835e-01, 1.282447661190828647e+00
2.005000000000000000e+03, 8.669638519073135097e-01, 5.568126126075205740e-01, 6.765410310706775121e+00, 6.168804881526976924e-01, 5.345547288422058951e-01, 7.374085567618027248e+00, 4.550917217633716483e+00, 2.012341284801735242e+00, 1.124045187111037514e+00, 4.863692902008511787e+00, 7.319871084775452230e-01, 2.267539194223966714e-01, 1.252852196878468938e+00
2.006000000000000000e+03, 8.689545335739611298e-01, 5.523749708330539798e-01, 6.814465451506745985e+00, 5.444343239581992400e-01, 5.738087536518229337e-01, 7.439003507950844529e+00, 4.526852675615408828e+00, 1.992794109162794980e+00, 1.199113610748375303e+00, 4.879196537432997971e+00, 7.304791944525045322e-01, 2.650521180510126418e-01, 1.218355896336591915e+00
2.007000000000000000e+03, 8.991955372544345737e-01, 5.799937166143470657e-01, 6.906822447582739777e+00, 5.495742829085316083e-01, 6.114385980343894911e-01, 7.415857779575547148e+00, 4.568525562711418075e+00, 1.980879217904218725e+00, 1.261098236058461941e+00, 4.920151768013966809e+00, 7.304023508743897608e-01, 3.954304989500417311e-01, 1.203606089909648347e+00
2.008000000000000000e+03, 8.937602723864690457e-01, 5.668644455396979476e-01, 7.071855433993933460e+00, 5.942392728604142249e-01, 5.955519984470195594e-01, 7.450735606544195200e+00, 4.572828234286181903e+00, 2.030333695976829222e+00, 1.345569290502052429e+00, 4.923316662270271316e+00, 7.312095119184293113e-01, 2.968355099152639176e-01, 1.198690649303499445e+00
2.009000000000000000e+03, 9.204603070711426804e-01, 5.592086646258778160e-01, 7.176684362895358937e+00, 6.109272237526210958e-01, 6.013513155142192756e-01, 7.500321010208935490e+00, 4.574154893695336455e+00, 2.060602234377240993e+00, 1.048752736415348163e+00, 4.916128601550142641e+00, 7.410830363956731892e-01, 2.930707889301698010e-01, 1.246356852933426795e+00
2.010000000000000000e+03, 9.233119345071144624e-01, 5.715538864327948110e-01, 7.102582568509927974e+00, 5.919618729532776236e-01, 6.300479271239777246e-01, 7.472425067338964944e+00, 4.565467997438567238e+00, 1.985364498783965148e+00, 1.146833631478951565e+00, 4.913394444756678858e+00, 7.448184393441618090e-01, 4.084010077726203392e-01, 1.230361465703032842e+00
2.011000000000000000e+03, 9.026448882059718848e-01, 6.137165624473970293e-01, 6.787231585926582156e+00, 5.982191815552394543e-01, 6.361805994590997715e-01, 7.440139605545710744e+00, 4.579532334553459094e+00, 1.985002880465022823e+00, 1.326377819663602686e+00, 4.960759527412149872e+00, 7.323760537065299170e-01, 3.026018444042244959e-01, 1.234012717187986885e+00
2.012000000000000000e+03, 8.850536187546086397e-01, 6.138109404575685657e-01, 6.626245411222597248e+00, 6.385867670066137647e-01, 6.219540765351458944e-01, 7.515482390745845009e+00, 4.595425624739687187e+00, 1.993068720575218000e+00, 1.219065090826391140e+00, 4.982590327510742156e+00, 7.265524005362496984e-01, 2.633450129256232897e-01, 1.242711023737302023e+00
2.013000000000000000e+03, 9.373563023498493463e-01, 5.663377631145177782e-01, 6.711910317828904127e+00, 7.011970467520839412e-01, 6.131583634806435645e-01, 7.492769981562282133e+00, 4.636103069005552690e+00, 2.009979845781172170e+00, 9.738708507666333780e-01, 4.943536412255054913e+00, 7.424748297945383824e-01, 2.562085170750837970e-01, 1.155426508372504379e+00
2.014000000000000000e+03, 9.679026087975349801e-01, 5.825871655159865492e-01, 6.786823144701603638e+00, 7.233932102760863847e-01, 6.281317926865146450e-01, 7.550854143423205045e+00, 4.653099224438705050e+00, 2.018654111643023885e+00, 1.068988296850454267e+00, 4.955980676460648660e+00, 7.427652482814307566e-01, 3.149352853813049413e-01, 1.153305705752003307e+00
