year, CESM2-WACCM, IPSL-CM6A-LR, ACCESS-ESM1-5, EC-Earth3-Veg, UKESM1-0-LL, CNRM-ESM2-1, NorESM2-MM, GFDL-ESM4, CMCC-CM2-SR5, MIROC-ES2L, NorESM2-LM, TaiESM1, CanESM5, MPI-ESM1-2-LR
1.991000000000000000e+03, 8.814982212476234480e-01, 9.578178645328411234e-01, 8.187604519429890759e-01, 9.697830825916996522e-01, 1.223451974516787555e+00, 1.526412929937345897e+00, 9.329257228869405338e-01, 8.974785000718205064e-01, 1.163731461873054318e+00, 1.321705853885709381e+00, 6.841421598254228131e-01, 1.421377108179339155e+00, 3.833823763238780380e+00, 1.316331449170459411e+00
1.992000000000000000e+03, 8.966155143426651764e-01, 8.836987479265054901e-01, 8.316389773510203254e-01, 8.804858158770485499e-01, 1.205268992117120685e+00, 1.422943395344580253e+00, 8.056660067879733989e-01, 8.919502009439951307e-01, 1.205702570094265402e+00, 1.223210385567762293e+00, 8.088224552230942610e-01, 1.132704598349202785e+00, 3.684005558469385821e+00, 1.464392579633601255e+00
1.993000000000000000e+03, 9.382841548528547682e-01, 9.017893633496226746e-01, 8.520593826815019423e-01, 9.344923806278934153e-01, 1.113734955911928282e+00, 1.431599424095707285e+00, 8.071472801808774467e-01, 9.499141768632273219e-01, 1.188782179974329667e+00, 1.242314363390237597e+00, 8.109364526741869028e-01, 1.196992186644207035e+00, 4.075194854558539248e+00, 1.392176638227949015e+00
1.994000000000000000e+03, 8.915689636699053455e-01, 9.168374233072782431e-01, 8.621849933571710256e-01, 9.839416110456060682e-01, 1.148114364158472123e+00, 1.477671477335323447e+00, 8.832799700636652096e-01, 9.451027939440834746e-01, 1.153878625463859331e+00, 1.255970039086662826e+00, 7.440266488977756998e-01, 1.326972447070279282e+00, 3.954892618598842446e+00, 1.375166025089779920e+00
1.995000000000000000e+03, 9.673262149693327983e-01, 9.297563133873797403e-01, 8.731991794286935171e-01, 9.676129259782011438e-01, 1.114403994704452394e+00, 1.450290310401829874e+00, 8.008044173334912808e-01, 9.154349281322412546e-01, 1.208722684604536468e+00, 1.281673450697324634e+00, 6.406756589106601396e-01, 1.242843614117806528e+00, 4.101039833612072805e+00, 1.450760459021552151e+00
1.996000000000000000e+03, 9.483206872016887168e-01, 9.331095402913675008e-01, 8.758156384046631437e-01, 9.572132463643302502e-01, 1.209839849800208089e+00, 1.373829105330614198e+00, 7.585967121570239557e-01, 8.855933469258618906e-01, 1.383976308169031055e+00, 1.307148051603011396e+00, 8.215210806179329417e-01, 1.366227059990173798e+00, 3.612818793410800033e+00, 1.404173968040846487e+00
1.997000000000000000e+03, 9.523127606492295394e-01, 9.337258360049173200e-01, 8.672375581050012494e-01, 9.797086790955276125e-01, 1.198131301623251765e+00, 1.314776971709594955e+00, 9.031009750130957192e-01, 8.836247864578308242e-01, 1.263746761350601711e+00, 1.336846592472205053e+00, 7.799137005186149718e-01, 1.253146410993757121e+00, 3.853114655775295994e+00, 1.350723902196256043e+00
1.998000000000000000e+03, 1.039570433376762360e+00, 9.366749154272252520e-01, 8.313949675765445191e-01, 1.013549941876320526e+00, 1.162715814118689739e+00, 1.252229424838993799e+00, 9.043341256123405003e-01, 9.074804826295295168e-01, 1.429611040635724528e+00, 1.314870177441953780e+00, 8.174696450074722121e-01, 1.333072310497102064e+00, 4.054632911720903898e+00, 1.210171508106671956e+00
1.999000000000000000e+03, 9.928974389974830617e-01, 9.234303538240398179e-01, 8.310763197775429267e-01, 9.856685203387907102e-01, 1.105099864882273186e+00, 1.322361229670727001e+00, 9.480596662537921215e-01, 9.190512670818686836e-01, 1.209998375712574292e+00, 1.289468683904720248e+00, 7.533043672786572387e-01, 1.241273390381052222e+00, 4.066226569306786942e+00, 1.457730079420924696e+00
2.000000000000000000e+03, 9.752008915756548157e-01, 8.969065638652397032e-01, 8.149963990254794899e-01, 1.053719202360802631e+00, 1.129998092221571993e+00, 1.341324451892465852e+00, 1.007033917012370106e+00, 8.907836473304820979e-01, 1.295910476246214804e+00, 1.307820530916742996e+00, 7.263750937890781634e-01, 1.349174917483028091e+00, 3.595748103760358028e+00, 1.463573611526619578e+00
2.001000000000000000e+03, 1.025448105073783811e+00, 8.926984231930369385e-01, 8.170802508254079166e-01, 1.015858766737055108e+00, 1.106765078710776784e+00, 1.345776502195308311e+00, 9.566577751527794993e-01, 9.146939547481421906e-01, 1.296720798444665812e+00, 1.337635830743584275e+00, 8.506717167533217605e-01, 1.222182300554483847e+00, 3.923563074212908841e+00, 1.363688324667243990e+00
2.002000000000000000e+03, 1.048845081600902063e+00, 9.172448429792872115e-01, 8.069043672504293552e-01, 9.802956616740879925e-01, 1.226495129603934586e+00, 1.572136110245551333e+00, 9.416194127813464210e-01, 8.897540416398506125e-01, 1.497361064838647504e+00, 1.329893929727433699e+00, 8.160560500547392460e-01, 1.281688963866323805e+00, 3.733091359262207920e+00, 1.272243776747970179e+00
2.003000000000000000e+03, 9.649028704728167538e-01, 9.096783520760264308e-01, 8.317430535192741337e-01, 9.636801028320906015e-01, 1.210568696741379791e+00, 1.475263885217317883e+00, 8.814044721482315881e-01, 9.094007349832960996e-01, 1.221424904363845876e+00, 1.312657659553889244e+00, 8.215798874036955857e-01, 1.322797521857033587e+00, 4.388554809089452391e+00, 1.422449582342868224e+00
2.004000000000000000e+03, 9.741072776870539629e-01, 8.944992132726616862e-01, 8.629545998556016340e-01, 9.641605532098814768e-01, 1.189156392288557074e+00, 1.411982216496755260e+00, 8.083272975440649599e-01, 9.348000071727231575e-01, 1.326670115085734514e+00, 1.388313706706946205e+00, 8.613546836233549886e-01, 1.467691099358628959e+00, 3.896927812419695769e+00, 1.478680334287600928e+00
2.005000000000000000e+03, 1.015907664715576697e+00, 9.286429471513575340e-01, 8.576457680991727006e-01, 1.002145456728091411e+00, 1.216593773391185573e+00, 1.553226595585105674e+00, 9.425349653169938779e-01, 9.084966023855123307e-01, 1.343231011271245112e+00, 1.405393271423183155e+00, 9.201362309786041971e-01, 1.169188857512769797e+00, 3.723068886110950881e+00, 1.490217393703612281e+00
2.006000000000000000e+03, 1.033405159247584137e+00, 9.004633876160189621e-01, 8.503850199009483912e-01, 9.941437901512790720e-01, 1.169670381543459925e+00, 1.404930652957961046e+00, 9.508273169437995165e-01, 8.727517920233417437e-01, 1.361264302355954969e+00, 1.329781997807411464e+00, 7.806929919447476163e-01, 1.192031427540645838e+00, 3.937083674826765023e+00, 1.686234167380608495e+00
2.007000000000000000e+03, 1.025563327563707938e+00, 9.025403332617135677e-01, 8.537583569811233453e-01, 9.873565400455491803e-01, 1.210473116829459572e+00, 1.496721307340718843e+00, 1.045689110733023508e+00, 8.860598029759505501e-01, 1.365350986916676002e+00, 1.311472410675384559e+00, 8.263240603958424968e-01, 1.382111472475929137e+00, 3.659771220325586771e+00, 1.421898667913438663e+00
2.008000000000000000e+03, 1.111871748866931631e+00, 9.147154594179274234e-01, 8.602024180833527378e-01, 9.877940173126487089e-01, 1.249235990237559601e+00, 1.400698691064985679e+00, 9.789843906449432476e-01, 9.018784767553335024e-01, 1.512086185857189680e+00, 1.360643215244587534e+00, 8.638208641557022505e-01, 1.290554351787809306e+00, 3.795670225105172157e+00, 1.559988402128705598e+00
2.009000000000000000e+03, 1.069816837160439738e+00, 9.032878026727703125e-01, 8.570946273686809169e-01, 1.042376495935439795e+00, 1.202850649198615951e+00, 1.423671536228237722e+00, 1.050148350936799480e+00, 9.332900848910034020e-01, 1.305871058713850896e+00, 1.349531273912013996e+00, 8.449609716735281273e-01, 1.209897182354181089e+00, 3.898173594554054322e+00, 1.451624791186198582e+00
2.010000000000000000e+03, 1.071446360869381831e+00, 8.515305599203573106e-01, 8.788752532088967007e-01, 1.091719215965538448e+00, 1.273693026995933231e+00, 1.441926089365292540e+00, 1.062768260905738726e+00, 8.956636427174067272e-01, 1.353831309157482510e+00, 1.399424879065982230e+00, 7.976833780701857446e-01, 1.434876743001983757e+00, 4.151299047244569884e+00, 1.498565015893634111e+00
2.011000000000000000e+03, 9.627022898561409248e-01, 9.052648011117869764e-01, 8.452352696347732453e-01, 9.926776828321064450e-01, 1.265185672777414894e+00, 1.548402396229950906e+00, 1.094502303988433400e+00, 9.071491461403617951e-01, 1.432879847685518238e+00, 1.351975298043085694e+00, 8.454707201714521947e-01, 1.272676527893487286e+00, 4.354140669925445017e+00, 1.491964806452200643e+00
2.012000000000000000e+03, 1.015174534232189174e+00, 9.509476207500743294e-01, 8.356842653412961397e-01, 9.951144860584004714e-01, 1.343475095133254582e+00, 1.558888552384223747e+00, 1.072761217987621585e+00, 8.850871681881692377e-01, 1.403007859371428578e+00, 1.343955100887470833e+00, 8.531230202644898286e-01, 1.242513282636704464e+00, 3.865438411471844748e+00, 1.334929493891268137e+00
2.013000000000000000e+03, 1.117472957872226447e+00, 9.588752508510969275e-01, 8.580464161954560742e-01, 1.038667871068262638e+00, 1.304758717108801980e+00, 1.582989897379287081e+00, 9.312003753786053384e-01, 8.385672198579191550e-01, 1.263353019385423881e+00, 1.364597000440945784e+00, 8.771254619117155871e-01, 1.208553914954133779e+00, 3.749274734003642973e+00, 1.491732500778425452e+00
2.014000000000000000e+03, 1.077796268510278654e+00, 9.913624950651584999e-01, 8.938007974062817107e-01, 1.144868560616508324e+00, 1.195632088914221125e+00, 1.613151284198981905e+00, 1.010731343375147029e+00, 8.698701994901908430e-01, 1.312866749716551373e+00, 1.381616571680687855e+00, 9.530288117784087021e-01, 1.319596496235480920e+00, 3.984136782618006745e+00, 1.502792133970617616e+00
