year, UKESM1-0-LL, NorESM2-LM, CNRM-ESM2-1, CMCC-CM2-SR5, MIROC-ES2L, NorESM2-MM, CanESM5, EC-Earth3-Veg, ACCESS-ESM1-5, GFDL-ESM4, CESM2-WACCM, IPSL-CM6A-LR, TaiESM1, MPI-ESM1-2-LR
1.985000000000000000e+03, 3.132204082872406303e+01, 1.336414250883276189e+01, 3.635664388560332583e+01, 4.047988024660826767e+01, 1.575983048909608897e+01, 1.306546793346297441e+01, 2.248628525386962451e+01, 2.663187524712998311e+01, 1.275264433030095468e+01, 3.865963754262035756e+00, 1.318673705493677595e+01, 1.061246977352704590e+01, 1.248183236646468330e+01, 1.369003283777700553e+01
1.986000000000000000e+03, 3.126777077584471698e+01, 1.338835127503320876e+01, 3.635452189922847310e+01, 4.048286756575239309e+01, 1.567279187213043024e+01, 1.308203246606796100e+01, 2.250231797420510915e+01, 2.663035167245525869e+01, 1.277177150840269526e+01, 3.855231746703660090e+00, 1.319376536739270023e+01, 1.063740119474549672e+01, 1.244359682429402270e+01, 1.368779727202093355e+01
1.987000000000000000e+03, 3.117943458703363291e+01, 1.340620576847106626e+01, 3.637449040020057112e+01, 4.051291805322313166e+01, 1.562709068841188653e+01, 1.311296332675618004e+01, 2.250093264629592227e+01, 2.664416107972843761e+01, 1.277762799912613012e+01, 3.829286073301439330e+00, 1.320722894728106667e+01, 1.064655364105712643e+01, 1.249960512625882458e+01, 1.369471576732243712e+01
1.988000000000000000e+03, 3.119589047427983175e+01, 1.341716803795080892e+01, 3.642184268364624700e+01, 4.060355012234363414e+01, 1.562136574827340851e+01, 1.313982382983651220e+01, 2.251462974583845167e+01, 2.664573693905230201e+01, 1.277090298885935304e+01, 3.822778828638807358e+00, 1.323343609417438671e+01, 1.064065675036174596e+01, 1.255426922811315471e+01, 1.371555585666523847e+01
1.989000000000000000e+03, 3.119146166366079953e+01, 1.344860885427318209e+01, 3.645858247042201583e+01, 4.068088780790391468e+01, 1.561789324831106107e+01, 1.317171180636230865e+01, 2.254636244463426920e+01, 2.664542562672889048e+01, 1.277723405380776533e+01, 3.842598290049947796e+00, 1.327724498821525323e+01, 1.063442341210404507e+01, 1.252261954267080490e+01, 1.372976551248975596e+01
1.990000000000000000e+03, 3.122426830903627959e+01, 1.347666898144449021e+01, 3.648657040208778568e+01, 4.073774232221033742e+01, 1.561623875962760088e+01, 1.321465934888487936e+01, 2.255567816092170119e+01, 2.665212494900896800e+01, 1.278463484572630193e+01, 3.844012859700269846e+00, 1.329242072891848103e+01, 1.061935911835941759e+01, 1.252487150475944944e+01, 1.377496929808713588e+01
1.991000000000000000e+03, 3.130373858765115003e+01, 1.350267304238787602e+01, 3.655312019450729366e+01, 4.076000972765031349e+01, 1.558729486476620174e+01, 1.326596892138031691e+01, 2.256359009571752949e+01, 2.665308733914530848e+01, 1.280034845347666383e+01, 3.837873444595317984e+00, 1.330867758994316574e+01, 1.063270908227835321e+01, 1.260600214357978288e+01, 1.378211342922337401e+01
1.992000000000000000e+03, 3.146615345423738930e+01, 1.354378927690992462e+01, 3.659463339181568386e+01, 4.083459164061282820e+01, 1.555205261681909690e+01, 1.328139790164205891e+01, 2.257771180802618716e+01, 2.665029748763968698e+01, 1.283175060878993001e+01, 3.851895235656368044e+00, 1.334575104696433989e+01, 1.063480050926276554e+01, 1.259901689481327303e+01, 1.372968842237125919e+01
1.993000000000000000e+03, 3.155401585643517137e+01, 1.356100206213795722e+01, 3.667234846040040708e+01, 4.084563405782061096e+01, 1.554620360472906171e+01, 1.331491060671811688e+01, 2.258583920084562280e+01, 2.665507038350577318e+01, 1.286009029725070008e+01, 3.856565858227563481e+00, 1.339018800879196647e+01, 1.063392769409457728e+01, 1.254572795734014790e+01, 1.371622185750394074e+01
1.994000000000000000e+03, 3.152904729695607244e+01, 1.359283855316855494e+01, 3.670667169820249853e+01, 4.080289243759880691e+01, 1.556433193735601783e+01, 1.335478994753905191e+01, 2.261522007538162526e+01, 2.666919276139918793e+01, 1.289144176948821041e+01, 3.864404364691154115e+00, 1.341558262872510454e+01, 1.063985343937858374e+01, 1.255220573044578281e+01, 1.373551490158357069e+01
1.995000000000000000e+03, 3.157899999589699291e+01, 1.362439002832717172e+01, 3.679027688774863947e+01, 4.075669010611199639e+01, 1.558561099112954373e+01, 1.338699640842275684e+01, 2.263840220273049297e+01, 2.667807926147506237e+01, 1.293205300323839957e+01, 3.844619233486795462e+00, 1.344793120622035509e+01, 1.064496754019566005e+01, 1.259784630141781214e+01, 1.373680534094823180e+01
1.996000000000000000e+03, 3.159047558816176604e+01, 1.366290794846372236e+01, 3.687033928641561431e+01, 4.082987114881099444e+01, 1.559034589815282423e+01, 1.341380358463844580e+01, 2.263692073679077055e+01, 2.668089542875066300e+01, 1.296311847709304921e+01, 3.823577689787027278e+00, 1.347556680191239842e+01, 1.064413107444555884e+01, 1.263265698956687899e+01, 1.376493176224894732e+01
1.997000000000000000e+03, 3.166209242715878602e+01, 1.368976367937962557e+01, 3.692127838787965288e+01, 4.089338177973024102e+01, 1.560337576875200227e+01, 1.344917706969856930e+01, 2.263603243674110743e+01, 2.669038507101670987e+01, 1.297562445725010960e+01, 3.801586709319364488e+00, 1.351448378872412803e+01, 1.065072845039903804e+01, 1.264960348387196021e+01, 1.379293707047297168e+01
1.998000000000000000e+03, 3.177455206369342022e+01, 1.371769833815305262e+01, 3.695851678846059229e+01, 4.097516575337765232e+01, 1.562879815808858197e+01, 1.345649712323759317e+01, 2.263483625846723157e+01, 2.669814796737410134e+01, 1.297190056649658807e+01, 3.830723482378137756e+00, 1.354001295123790705e+01, 1.063899790069197593e+01, 1.269000257083337502e+01, 1.381130797992636339e+01
1.999000000000000000e+03, 3.175974301031103053e+01, 1.374534869021917949e+01, 3.698225305073578539e+01, 4.096259375256132529e+01, 1.567921614968532040e+01, 1.347465863638098327e+01, 2.264588247362125628e+01, 2.670243611686007768e+01, 1.296375343332083929e+01, 3.821755954388667220e+00, 1.356054357515387920e+01, 1.064604510450856623e+01, 1.267311169989944908e+01, 1.376873610991191832e+01
2.000000000000000000e+03, 3.165585150995652342e+01, 1.376737918182506171e+01, 3.700088441471599765e+01, 4.092619016981562652e+01, 1.573645298182862717e+01, 1.349413292959393651e+01, 2.264106544661735754e+01, 2.671293583165639163e+01, 1.295624792832713013e+01, 3.807550025750798373e+00, 1.360831268059606813e+01, 1.064034677754001912e+01, 1.269085618005251703e+01, 1.383192335417805374e+01
2.001000000000000000e+03, 3.165158986044096423e+01, 1.380585189723116812e+01, 3.704090049835487264e+01, 4.099412647113018693e+01, 1.578628554009483409e+01, 1.352542396544803083e+01, 2.262372332530711105e+01, 2.671118702244304544e+01, 1.295232152680219251e+01, 3.793196584461294041e+00, 1.364279701270120349e+01, 1.063390866784201094e+01, 1.265892879162435314e+01, 1.387233919400287441e+01
2.002000000000000000e+03, 3.160375413417505897e+01, 1.381595491866185910e+01, 3.704910277389679862e+01, 4.115348777290520133e+01, 1.581797279745358153e+01, 1.357116651688441777e+01, 2.262409077093680310e+01, 2.669475496846069973e+01, 1.294004520291930760e+01, 3.798635675102900677e+00, 1.365485098941420716e+01, 1.062602573654008609e+01, 1.261550027292780207e+01, 1.390472598135068161e+01
2.003000000000000000e+03, 3.161937455183172574e+01, 1.382513423782105910e+01, 3.706912391075667301e+01, 4.117190526791389260e+01, 1.587317026831877520e+01, 1.361381757971201623e+01, 2.262178492686174280e+01, 2.667743743994438788e+01, 1.294376575896988335e+01, 3.812263449193769027e+00, 1.366953742542457029e+01, 1.062283732176924822e+01, 1.266752923347965165e+01, 1.389382122276731302e+01
2.004000000000000000e+03, 3.165616817996210841e+01, 1.386240252776184789e+01, 3.717157638986161317e+01, 4.111091195803652454e+01, 1.590509190326831579e+01, 1.365839355568349589e+01, 2.264353540949530341e+01, 2.667483425787689555e+01, 1.296662507646123785e+01, 3.804391404053419468e+00, 1.368934328211040530e+01, 1.061716035077251874e+01, 1.280834732850254731e+01, 1.387611945750641773e+01
2.005000000000000000e+03, 3.168751247591441711e+01, 1.389503623517522968e+01, 3.724345743910226503e+01, 4.113413721964759162e+01, 1.589540475492802329e+01, 1.370177000405811363e+01, 2.263274337271265324e+01, 2.667786643558196147e+01, 1.298873663520989652e+01, 3.762173355938998931e+00, 1.371217399181130325e+01, 1.061333590185803111e+01, 1.277295940584685141e+01, 1.387055589985840065e+01
2.006000000000000000e+03, 3.173087847028285324e+01, 1.390993245794120270e+01, 3.728213539368992713e+01, 4.118624271277123228e+01, 1.587982317203668714e+01, 1.371374950799014059e+01, 2.262620293232428992e+01, 2.668190472830989890e+01, 1.300035695990037254e+01, 3.751021774132336617e+00, 1.372837971001779067e+01, 1.060158946855316842e+01, 1.270353242054844856e+01, 1.389061934619796901e+01
2.007000000000000000e+03, 3.179391993441317510e+01, 1.395228548189039586e+01, 3.733257762911744493e+01, 4.123568674777716581e+01, 1.591112234413364845e+01, 1.372316107520959960e+01, 2.262054207248351645e+01, 2.669309452817838135e+01, 1.301093905809289808e+01, 3.751016804276946726e+00, 1.375872484106017701e+01, 1.059179228302203235e+01, 1.274113480127685172e+01, 1.393781120678140972e+01
2.008000000000000000e+03, 3.187702348646817896e+01, 1.399401865531326372e+01, 3.736426749254552249e+01, 4.135582291502213081e+01, 1.594852175847689502e+01, 1.374526924195198418e+01, 2.260894317805902531e+01, 2.670520630144068974e+01, 1.302068711185581051e+01, 3.754614699906367203e+00, 1.379918090527772634e+01, 1.059985327371346919e+01, 1.278171848819318868e+01, 1.393736261079857464e+01
2.009000000000000000e+03, 3.191181882024312344e+01, 1.402791773473926007e+01, 3.743882468036648703e+01, 4.140242414389584980e+01, 1.598482892315027293e+01, 1.379206333712756560e+01, 2.261086746659236368e+01, 2.672309112236539619e+01, 1.303413274291158608e+01, 3.760969745769018324e+00, 1.382295392636154041e+01, 1.060794204947820241e+01, 1.274511891638753447e+01, 1.392568979042754052e+01
2.010000000000000000e+03, 3.189660419538621738e+01, 1.406375828231604963e+01, 3.747181098799212151e+01, 4.141240884382459342e+01, 1.599874904169172396e+01, 1.382536430821792628e+01, 2.261072601878458599e+01, 2.674021171978624167e+01, 1.305437886884527110e+01, 3.749991746919578262e+00, 1.385409447268460603e+01, 1.058247026513842570e+01, 1.282185490333444911e+01, 1.392746052534546841e+01
2.011000000000000000e+03, 3.197880546934317891e+01, 1.411063251182161871e+01, 3.749477881109981325e+01, 4.149146492955990340e+01, 1.597210322752156131e+01, 1.385561533704858839e+01, 2.261930410223169474e+01, 2.673868338980932080e+01, 1.305836918660305201e+01, 3.747793525175971752e+00, 1.388728505235631161e+01, 1.056921137379023889e+01, 1.285369704945284752e+01, 1.398153046266872934e+01
2.012000000000000000e+03, 3.202263494106415465e+01, 1.414657949427638073e+01, 3.754321495593461577e+01, 4.157183837372565449e+01, 1.598642311021988505e+01, 1.390028771734784030e+01, 2.261990435241450115e+01, 2.673657819914789258e+01, 1.305614065428655479e+01, 3.706015730193665370e+00, 1.392761051044950449e+01, 1.056981300750361541e+01, 1.286386398907300332e+01, 1.400653102405276940e+01
2.013000000000000000e+03, 3.214812259783362691e+01, 1.418374761872192558e+01, 3.759514929534387306e+01, 4.158714200572021724e+01, 1.603262038609026519e+01, 1.395368467782403421e+01, 2.259476189069988550e+01, 2.674701737940744550e+01, 1.306861137261641126e+01, 3.696148951388265047e+00, 1.395274222235029349e+01, 1.057178482261551089e+01, 1.279616759040873397e+01, 1.395503250743817603e+01
2.014000000000000000e+03, 3.220869619146741769e+01, 1.422363460980898253e+01, 3.764849727589250250e+01, 4.156895417454309438e+01, 1.607758318063159209e+01, 1.402285451812072559e+01, 2.257159162825452370e+01, 2.677771902226477252e+01, 1.308554110428847750e+01, 3.715635161876554626e+00, 1.397052842107282444e+01, 1.056789367246732425e+01, 1.277477031704943933e+01, 1.398214166459552388e+01
