year, MPI-ESM1-2-LR, CNRM-ESM2-1, UKESM1-0-LL, EC-Earth3-Veg, CESM2-WACCM, CMCC-CM2-SR5, IPSL-CM6A-LR, ACCESS-ESM1-5, MIROC-ES2L
1.954000000000000000e+03, 5.099980406018959078e-01, 7.158163121525404349e-02, 1.228818093564085039e-04, 1.782093987890793346e-02, 2.102629381850183721e-01, 1.209005773948974016e-01, 5.193633946389544787e-02, 2.040795272701935448e-01, 9.285571150862702572e-01
1.955000000000000000e+03, 5.179480311203308318e-01, 7.317024654662371286e-02, 1.157376762173734579e-04, 1.808209293707875934e-02, 2.201518003775619348e-01, 1.245473133540768718e-01, 5.383062837887469393e-02, 2.071291962294318223e-01, 9.368324194646289182e-01
1.956000000000000000e+03, 5.217701020056849659e-01, 7.449875928952602588e-02, 1.265168070121599174e-04, 1.831369875472145872e-02, 2.231942837873939489e-01, 1.283687793456611548e-01, 5.557002733725144999e-02, 2.102440413378609818e-01, 9.448294886507699886e-01
1.957000000000000000e+03, 5.300208474843389750e-01, 7.536580558734626289e-02, 1.275624919939273788e-04, 1.858554091100045325e-02, 2.290206824875996028e-01, 1.323549341692494830e-01, 5.725108761184660028e-02, 2.134095669027580022e-01, 9.529416493477861350e-01
1.958000000000000000e+03, 5.343137828664907829e-01, 7.604662779287942043e-02, 1.200677190210801439e-04, 1.886478084632932373e-02, 2.333004230385030409e-01, 1.364801758847050128e-01, 5.897569285168560022e-02, 2.165333457905354309e-01, 9.611731773630104447e-01
1.959000000000000000e+03, 5.449517431561258229e-01, 7.634632093749793569e-02, 1.138869376888305133e-04, 1.918106223808357588e-02, 2.423849647037784605e-01, 1.406859843532358989e-01, 6.067579910725745540e-02, 2.197205812722950458e-01, 9.690490083744845995e-01
1.960000000000000000e+03, 5.249833976090566567e-01, 7.627164485646985292e-02, 1.085643628791698953e-04, 1.952135957528706306e-02, 2.597336986430790473e-01, 1.447109373248259556e-01, 6.241392170659805505e-02, 2.227517378268557002e-01, 9.415733037585257703e-01
1.961000000000000000e+03, 5.094204320817951048e-01, 7.067180636659506354e-02, 9.668977989571370579e-05, 1.938548652687269516e-02, 2.620508933391383355e-01, 1.487497038434645591e-01, 6.280582778800895827e-02, 2.220476951279669320e-01, 9.279792741868246875e-01
1.962000000000000000e+03, 5.255814610795194186e-01, 6.548205704842988140e-02, 9.048825043856905770e-05, 1.919713430970707013e-02, 2.584737211738172280e-01, 1.531102975483418782e-01, 6.373882953571489984e-02, 2.217670702550713635e-01, 9.186495103866678669e-01
1.963000000000000000e+03, 5.274525471764138773e-01, 6.070811539559203135e-02, 8.728105900350292313e-05, 1.899912748046173397e-02, 2.612937569445328845e-01, 1.573765100475116308e-01, 6.509880231677574181e-02, 2.218994044768781981e-01, 9.135407314457953953e-01
1.964000000000000000e+03, 5.409227342130199512e-01, 5.637626482794482613e-02, 8.592513115751350807e-05, 1.887554448654138461e-02, 2.692247562647004377e-01, 1.612210275905887613e-01, 6.650425679826989234e-02, 2.222035465072204341e-01, 9.134442392207565709e-01
1.965000000000000000e+03, 5.568839677897323703e-01, 5.250655144715687950e-02, 8.400119105642756641e-05, 1.875311389737312900e-02, 2.759255396338173849e-01, 1.648123876294609880e-01, 6.784199672639533440e-02, 2.226393420723884187e-01, 9.162337379670454363e-01
1.966000000000000000e+03, 5.385116191530294749e-01, 4.913695098230705383e-02, 8.343548945364473175e-05, 1.866099838979672076e-02, 2.806044372701068101e-01, 1.683540022535491842e-01, 6.942490815413479566e-02, 2.231978575525924713e-01, 9.178821279473573513e-01
1.967000000000000000e+03, 5.374535147283274750e-01, 4.618871881353571462e-02, 8.175516642928930115e-05, 1.859166728229454807e-02, 2.874424660200400883e-01, 1.720102328632881206e-01, 7.133023083433102929e-02, 2.239118824165798050e-01, 9.175305726772509107e-01
1.968000000000000000e+03, 5.239020001701943929e-01, 4.378261450555184786e-02, 8.035398910514854234e-05, 1.849333199098354349e-02, 2.965997332226117389e-01, 1.758408003375120099e-01, 7.334610630017247834e-02, 2.250487327794148396e-01, 9.179611016272450907e-01
1.969000000000000000e+03, 5.296228430394854803e-01, 4.184384343874306827e-02, 7.881278509702237690e-05, 1.845246687810765673e-02, 3.031927311701976269e-01, 1.798001942894541516e-01, 7.529463140431179313e-02, 2.261981754977471226e-01, 9.176256487549040441e-01
1.970000000000000000e+03, 5.458291388051761395e-01, 4.087662355224191274e-02, 7.710867775628809815e-05, 1.839110689694272230e-02, 3.112464515454088643e-01, 1.834894444913898193e-01, 7.708833226478703504e-02, 2.274767586403213526e-01, 9.149453253019013133e-01
1.971000000000000000e+03, 5.504062299737133568e-01, 3.863676099948720744e-02, 7.586288337580746673e-05, 1.813099455305913418e-02, 3.150758679540079932e-01, 1.869313976992680593e-01, 7.892454104236550083e-02, 2.275353479664049827e-01, 9.171607569131113857e-01
1.972000000000000000e+03, 5.477912442638307455e-01, 3.653159717446700233e-02, 7.471566853850868334e-05, 1.789680138392632860e-02, 3.250216368823479751e-01, 1.905541834679168045e-01, 8.086269013298127972e-02, 2.279122242480623728e-01, 9.206721746917229110e-01
1.973000000000000000e+03, 5.436948901346484453e-01, 3.457274758356950611e-02, 7.398104823026037044e-05, 1.772165696294345991e-02, 3.258412686932981028e-01, 1.944664636506281685e-01, 8.278826831618045501e-02, 2.284667242366377193e-01, 9.260620876684416691e-01
1.974000000000000000e+03, 5.334118448390556821e-01, 3.272052403180468472e-02, 7.498942302676832848e-05, 1.749782671292353722e-02, 3.319991750735828973e-01, 1.985237103810767179e-01, 8.477894789460344027e-02, 2.290692932386294844e-01, 9.332352354721566989e-01
1.975000000000000000e+03, 5.457293378458482058e-01, 3.101047707716580656e-02, 7.372409017907678556e-05, 1.728295049790053856e-02, 3.406136128879832525e-01, 2.026902244044976042e-01, 8.678961891415298835e-02, 2.295423887303270349e-01, 9.386251917763769326e-01
1.976000000000000000e+03, 5.774658452229666228e-01, 2.942470948119927862e-02, 7.543944032251418894e-05, 1.714180112711108719e-02, 3.432950297894581393e-01, 2.068080680386254200e-01, 8.894497474087970090e-02, 2.296462887471856507e-01, 9.429591779403340146e-01
1.977000000000000000e+03, 5.809282181634765063e-01, 2.798286307257285416e-02, 7.557255427935916006e-05, 1.701301985929728686e-02, 3.506574335409671783e-01, 2.110856096223736045e-01, 9.091075156369123056e-02, 2.297209623776386433e-01, 9.469557811054482022e-01
1.978000000000000000e+03, 5.678630603160498280e-01, 2.666804445207275609e-02, 7.650246534622815180e-05, 1.693421637928372095e-02, 3.569189282512745254e-01, 2.152806027431285463e-01, 9.316254234224614905e-02, 2.295631748629294866e-01, 9.496520372157361001e-01
1.979000000000000000e+03, 5.707425002053315710e-01, 2.548621551047805869e-02, 7.496436038956044809e-05, 1.688854724565058002e-02, 3.647714173410645522e-01, 2.192544745271835516e-01, 9.573966797068104995e-02, 2.295136193171911088e-01, 9.532609949456058995e-01
1.980000000000000000e+03, 5.892783229831211056e-01, 2.459267744129737393e-02, 7.573856847764016389e-05, 1.682909411758943402e-02, 3.783416805364112623e-01, 2.236223358862072519e-01, 9.794236247067197865e-02, 2.295419479316924694e-01, 9.489080371281877202e-01
1.981000000000000000e+03, 5.809079022775933687e-01, 2.311472485281147737e-02, 7.092141159654785426e-05, 1.653423260780428894e-02, 3.801354593087616918e-01, 2.282075465032632478e-01, 9.618453498901995136e-02, 2.295195906663539953e-01, 9.710462878815316889e-01
1.982000000000000000e+03, 5.875460744844354100e-01, 2.171360858914634512e-02, 6.793027090734111073e-05, 1.681303410486125957e-02, 3.802320300528878039e-01, 2.304037148283090974e-01, 9.756283408623663000e-02, 2.324683789413442281e-01, 9.675051053071701546e-01
1.983000000000000000e+03, 5.959584953321996892e-01, 2.038972256383027662e-02, 6.846625477901600464e-05, 1.678579866625770287e-02, 3.827800363200517531e-01, 2.295409478025635386e-01, 9.981786419781185637e-02, 2.329992437904767344e-01, 9.565520031548971902e-01
1.984000000000000000e+03, 6.187774627086433110e-01, 1.914943029130602992e-02, 6.805584050406472880e-05, 1.663143445916639984e-02, 3.857645250073928889e-01, 2.270101552776359888e-01, 1.043935973487948587e-01, 2.326433463728175000e-01, 9.473816393725168483e-01
1.985000000000000000e+03, 6.251752183737082635e-01, 1.796392497968355567e-02, 6.698994122898774002e-05, 1.639551040647331190e-02, 3.804013009228335296e-01, 2.275631292776996994e-01, 1.068198064673511333e-01, 2.327548042412788121e-01, 9.436043678782994881e-01
1.986000000000000000e+03, 6.278709610119538320e-01, 1.686009454950900335e-02, 6.606746889399622456e-05, 1.610810622145882401e-02, 3.866273671229910058e-01, 2.322812665434833557e-01, 1.083354884779866578e-01, 2.317496933433366713e-01, 9.330463891845776070e-01
1.987000000000000000e+03, 6.384913499304040174e-01, 1.584037145394921742e-02, 6.584410117566214264e-05, 1.578932661174043198e-02, 3.969476125608631389e-01, 2.373788207310711107e-01, 1.102922053714304740e-01, 2.337000800233552389e-01, 9.206004305834184498e-01
1.988000000000000000e+03, 6.410343289521609478e-01, 1.488955822373792988e-02, 1.132651069668286448e-04, 1.557573724527181597e-02, 4.017603555054548026e-01, 2.417154541421129288e-01, 1.115732571985168092e-01, 2.325313688353089492e-01, 9.149432640810419848e-01
1.989000000000000000e+03, 6.598403976882127875e-01, 1.401402482258564709e-02, 4.362338950750062555e-04, 1.531659224187467520e-02, 4.039815857024759427e-01, 2.450168204529838412e-01, 1.125228167231138166e-01, 2.316539023783533990e-01, 9.107409161310066059e-01
1.990000000000000000e+03, 6.679711813977904367e-01, 1.326666952818700458e-02, 4.874876587779948729e-04, 1.508758561357561104e-02, 4.123519925437327260e-01, 2.469314195340606699e-01, 1.138801694015653121e-01, 2.308859366748230169e-01, 9.119762058991806031e-01
1.991000000000000000e+03, 6.567287824828235143e-01, 1.303022362650947501e-02, 3.804612187491324842e-04, 1.484437764382477536e-02, 4.097339040406853816e-01, 2.468617249511645406e-01, 1.151363351888705228e-01, 2.277564027422166737e-01, 9.135170487321168098e-01
1.992000000000000000e+03, 6.633818107149143106e-01, 1.281828393553771650e-02, 3.346417445125038901e-04, 1.457276068326290863e-02, 4.165560407372965179e-01, 2.467279256630955375e-01, 1.163497981626143152e-01, 2.250557885338549113e-01, 9.138633914862371865e-01
1.993000000000000000e+03, 6.750036872787175124e-01, 1.260529206826553617e-02, 3.089885033421943170e-04, 1.435276726865612057e-02, 4.078212810536247512e-01, 2.470315408047611960e-01, 1.220065333637300325e-01, 2.226008761126220259e-01, 9.168657548064204077e-01
1.994000000000000000e+03, 6.890081480316193607e-01, 1.239486258349197477e-02, 2.887363646140990534e-04, 1.409930746956454713e-02, 4.227356996078805995e-01, 2.528131785867059333e-01, 1.252851388468179117e-01, 2.203186898797570015e-01, 9.209627600368515132e-01
1.995000000000000000e+03, 6.989076168093013575e-01, 1.221456627052946650e-02, 2.742177592899830408e-04, 1.391038730221621708e-02, 4.377540047490739994e-01, 2.639698340185694936e-01, 1.278859578676331266e-01, 2.181737370131101306e-01, 9.267930148811650559e-01
1.996000000000000000e+03, 7.155700674651925830e-01, 1.200944948583523159e-02, 2.635099508003003500e-04, 1.378017756185099738e-02, 4.544534034558865843e-01, 2.741973545299348780e-01, 1.299939272477226293e-01, 2.161373699829140516e-01, 9.309929076505686352e-01
1.997000000000000000e+03, 7.138469103976715635e-01, 1.184034860488518068e-02, 2.513800772447998531e-04, 1.367837669176152383e-02, 4.623795936160813858e-01, 2.823354186292969525e-01, 1.322598209368181232e-01, 2.142165051423038924e-01, 9.342780561906139924e-01
1.998000000000000000e+03, 7.051826401389499344e-01, 1.167082170037422179e-02, 2.397604504654170243e-04, 1.358945665891732150e-02, 4.735164344813271309e-01, 2.891631949276320390e-01, 1.343682951743258025e-01, 2.123900617749589492e-01, 9.393733962481436439e-01
1.999000000000000000e+03, 6.965527707465541951e-01, 1.149928189561340297e-02, 2.264550171355570786e-04, 1.345928770587269743e-02, 4.912780467361146375e-01, 2.956425805027909082e-01, 1.363822267295382307e-01, 2.106653471454721649e-01, 9.447484005308632860e-01
2.000000000000000000e+03, 7.457817544459240944e-01, 1.137300808339780471e-02, 2.294947033029066984e-04, 1.339631039347135948e-02, 4.947587796473760235e-01, 3.022056155413178069e-01, 1.408506197298078633e-01, 2.090351469468729184e-01, 1.013784750536668611e+00
2.001000000000000000e+03, 7.538266035090892547e-01, 2.002178425438800105e-02, 2.285871174159595899e-04, 1.460526412916415828e-02, 5.145670502102682731e-01, 3.130519031629135918e-01, 1.427057177947683164e-01, 2.169826225854049051e-01, 9.846281838448951440e-01
2.002000000000000000e+03, 7.441767562711217865e-01, 1.849054521400582754e-02, 2.033877900231159327e-04, 1.428923115367787024e-02, 5.164001004950891094e-01, 3.212105400920706177e-01, 1.458088201902644487e-01, 2.138839348245452909e-01, 9.859704746388509022e-01
2.003000000000000000e+03, 7.446493892822174665e-01, 1.813851819351479724e-02, 1.871896272607953202e-04, 1.425017389766654319e-02, 5.257643120029887873e-01, 3.280759007889664791e-01, 1.472108444080196810e-01, 2.126301711858415711e-01, 9.803618179634912000e-01
2.004000000000000000e+03, 7.591094071719460823e-01, 1.649857137729954237e-02, 1.836753759511887516e-04, 1.396186126905688864e-02, 5.354216899567603161e-01, 3.362464884793283093e-01, 1.477483898189777822e-01, 2.099221956527837218e-01, 9.784857273648696063e-01
2.005000000000000000e+03, 7.657557715021913181e-01, 1.764192594496275315e-02, 1.786221065622355694e-04, 1.392258043431661603e-02, 5.363435436322756544e-01, 3.400593393224755623e-01, 1.514448857016063021e-01, 2.116407996500567490e-01, 9.732299420911496579e-01
2.006000000000000000e+03, 8.049409643838713047e-01, 1.669139254425045307e-02, 1.700250115931574771e-04, 1.366503182317452617e-02, 5.493932343958636277e-01, 3.467894398276774037e-01, 1.517456543920172041e-01, 2.096904550923550936e-01, 9.631127963905345979e-01
2.007000000000000000e+03, 8.148608681942804965e-01, 1.513258927281124419e-02, 2.005121895703581029e-04, 1.336569753750819350e-02, 5.506941923347483669e-01, 3.534767241592229881e-01, 1.543541429672992960e-01, 2.071456690519923594e-01, 9.637951012510221904e-01
2.008000000000000000e+03, 8.086314079121271758e-01, 1.744928977480495261e-02, 2.063803745903055914e-04, 1.336411184793802158e-02, 5.622138531981991649e-01, 3.590724614390716218e-01, 1.572222247445491661e-01, 2.077623985147768748e-01, 9.795252651110712971e-01
2.009000000000000000e+03, 7.959689682885990880e-01, 1.879592071255716673e-02, 2.445534644981771193e-04, 1.360363765614464558e-02, 5.752700199839685391e-01, 3.676052912545022533e-01, 1.577724442399003890e-01, 2.176494729972045239e-01, 9.747559970907980764e-01
2.010000000000000000e+03, 8.149793488762493432e-01, 1.693708127228544733e-02, 2.431939142292715791e-04, 1.348529878183325585e-02, 5.718177421852098652e-01, 3.708461859511717473e-01, 1.598579997336041503e-01, 2.222590498379124757e-01, 9.791694965513806359e-01
2.011000000000000000e+03, 8.172506827359474757e-01, 1.905617588834517678e-02, 1.916241805317510545e-04, 1.354357750174656726e-02, 5.738313720071837043e-01, 3.713576052381882819e-01, 1.603939176476796846e-01, 2.229995552872726938e-01, 9.707867835351762231e-01
2.012000000000000000e+03, 8.214643242116023147e-01, 1.742858909906424766e-02, 1.821767229997630169e-04, 1.320596239276475466e-02, 5.708725233190794501e-01, 3.723812837551225274e-01, 1.626014466742131681e-01, 2.193850743573990403e-01, 9.713782565471568153e-01
2.013000000000000000e+03, 8.051360562286076217e-01, 1.743374303736835301e-02, 2.013124734111003465e-04, 1.309999388175408543e-02, 5.750164152793749706e-01, 3.726185515646540658e-01, 1.654469466232975916e-01, 2.228657729381616215e-01, 9.694203026085861374e-01
2.014000000000000000e+03, 8.272451568944269029e-01, 1.666763890482825250e-02, 1.796246069726686054e-04, 1.302146512495457563e-02, 5.856128308481275413e-01, 3.744758048937861239e-01, 1.676949665283429258e-01, 2.198934667263888199e-01, 1.056928107368001246e+00
