year, CMCC-ESM2, MIROC-ES2L, CESM2-WACCM, CNRM-ESM2-1, UKESM1-0-LL, ACCESS-ESM1-5, MPI-ESM1-2-LR, IPSL-CM6A-LR
1.969000000000000000e+03, 1.709683524438281882e-10, 2.005990036682329720e-09, 7.335633754245884362e-10, 8.792235306835110995e-11, 9.134935253793692358e-14, 6.173646077440447005e-11, 1.596918259859888639e-09, 1.739291328628384233e-09
1.970000000000000000e+03, 1.734739288401917651e-10, 1.988085581669176510e-09, 7.858078033838333660e-10, 7.933600743260294563e-11, 8.608192141595147322e-14, 6.206801021041714459e-11, 1.701433870373574265e-09, 1.608800919278134607e-09
1.971000000000000000e+03, 1.756150686483202079e-10, 2.012732923750902721e-09, 7.755554348820195295e-10, 7.925883858472224668e-11, 8.083472548599749725e-14, 5.940804702984809687e-11, 1.719476122517902449e-09, 2.327866264471103565e-09
1.972000000000000000e+03, 1.780347961742765967e-10, 2.026353077080023700e-09, 8.563848811846392886e-10, 7.658001380903052172e-11, 7.721190998877197549e-14, 5.852893643963182293e-11, 1.680670410454905821e-09, 2.161316994260361247e-09
1.973000000000000000e+03, 1.808686380587791897e-10, 2.055395074172950327e-09, 7.813775165553538458e-10, 7.383302422760654504e-11, 7.543188527961660253e-14, 5.826381468835745489e-11, 1.627692700841103741e-09, 1.902941353751765001e-09
1.974000000000000000e+03, 1.837593261867775948e-10, 2.083330929823309969e-09, 7.913581621928898401e-10, 7.114933002570829090e-11, 8.885297824880904088e-14, 5.805470773907360431e-11, 1.527502259897635867e-09, 2.235630626794719977e-09
1.975000000000000000e+03, 1.865508013239408157e-10, 2.093905249769763371e-09, 8.367054019153701889e-10, 6.838551583621705501e-11, 8.220549061012499349e-14, 5.749449280588514662e-11, 1.597351545195420413e-09, 2.599458762062776166e-09
1.976000000000000000e+03, 1.890412137178873802e-10, 2.099414970916921751e-09, 7.926586241979470735e-10, 6.562710969233789634e-11, 9.855963290501969073e-14, 5.620051614440529236e-11, 1.813577581083990860e-09, 2.174665886014783593e-09
1.977000000000000000e+03, 1.915544356404020231e-10, 2.108247829970002383e-09, 8.191600340701122409e-10, 6.291261777924108636e-11, 9.967909403186900557e-14, 5.524871236203974761e-11, 1.819866301543998066e-09, 2.137467360323561507e-09
1.978000000000000000e+03, 1.941549651706760917e-10, 2.108132933058007586e-09, 8.367501790373775639e-10, 6.008702447184853065e-11, 1.107579207024562084e-13, 5.399894782947438493e-11, 1.697774558742542642e-09, 2.100137180335517276e-09
1.979000000000000000e+03, 1.964834955491340708e-10, 2.120930775396391851e-09, 8.796446362597843302e-10, 5.726336641077487013e-11, 9.994643372034387808e-14, 5.333638154298392539e-11, 1.702109089280201398e-09, 2.212076580162996914e-09
1.980000000000000000e+03, 1.992056279432812199e-10, 2.072292565365073099e-09, 1.006024346644385247e-09, 5.433203663943844735e-11, 1.117700928601728415e-13, 5.292412565012151002e-11, 1.811242821571167113e-09, 1.810124430740271058e-09
1.981000000000000000e+03, 2.022106910804529664e-10, 2.230381434886536243e-09, 9.603109764359028940e-10, 5.383566717797571979e-11, 8.652438588267723551e-14, 5.237210456081862169e-11, 1.707276331368331796e-09, 1.658731314842026788e-09
1.982000000000000000e+03, 2.020006709205262768e-10, 2.147833717344552582e-09, 9.542346262065717030e-10, 5.206189116812720457e-11, 7.338001713297423328e-14, 5.864516139388947878e-11, 1.699222983938255586e-09, 1.894422441896043001e-09
1.983000000000000000e+03, 1.979106781002013849e-10, 2.063623060893315706e-09, 9.733385587474887696e-10, 5.017737866695127540e-11, 8.496980081615546840e-14, 5.665783046773288570e-11, 1.712128650807602224e-09, 2.049796030118650777e-09
1.984000000000000000e+03, 1.920100019575619436e-10, 2.023964833133243029e-09, 1.028597401361197190e-09, 4.834146705384376282e-11, 8.975794587741233249e-14, 5.362976181414359749e-11, 1.837984522321409152e-09, 1.935794609520336216e-09
1.985000000000000000e+03, 1.897489550459592034e-10, 2.022533347731464901e-09, 9.257040214538121518e-10, 4.654145565693821023e-11, 8.930244365710976568e-14, 5.295811725497992552e-11, 1.837250691244283347e-09, 2.845975969992211440e-09
1.986000000000000000e+03, 1.927628327919923445e-10, 1.960206838562219663e-09, 9.971005459750090045e-10, 4.471267923541739432e-11, 8.886260292653872709e-14, 4.991375318370171836e-11, 1.833595394853209580e-09, 2.810354186526459921e-09
1.987000000000000000e+03, 1.963557353430094996e-10, 1.910045339234173399e-09, 1.090971060330248731e-09, 4.286160497669883621e-11, 9.276972139938904143e-14, 5.474564547987032241e-11, 1.877255776336537016e-09, 2.236736639624573115e-09
1.988000000000000000e+03, 1.994862572901637969e-10, 1.909207773150008472e-09, 1.097608753570890637e-09, 4.105584005243863114e-11, 2.790658054163992399e-13, 5.024208489474202393e-11, 1.863280800194660049e-09, 2.146862833706974926e-09
1.989000000000000000e+03, 2.017855255527625173e-10, 1.903551995340178030e-09, 1.088691640615587560e-09, 3.917879709161003081e-11, 1.490082326081234696e-12, 4.829040017737046497e-11, 1.969856248403734671e-09, 2.048356704317235869e-09
1.990000000000000000e+03, 2.025270413418750545e-10, 1.934030288931885704e-09, 1.194098176099428995e-09, 3.712266986459202025e-11, 1.371581486488029691e-12, 4.720817857598034199e-11, 1.977056486029185719e-09, 2.585561521517828925e-09
1.991000000000000000e+03, 2.004483216174912030e-10, 1.941483625978181314e-09, 1.133525939693946091e-09, 3.616685322197932842e-11, 7.106099060238670612e-13, 4.094237279530197213e-11, 1.836577205286518137e-09, 2.481925498375492698e-09
1.992000000000000000e+03, 1.978563222890272316e-10, 1.941108986562173659e-09, 1.217136136111641868e-09, 3.569736258770571751e-11, 4.897450491853037142e-13, 3.797617674155671464e-11, 1.853688278760761253e-09, 2.297081484823738968e-09
1.993000000000000000e+03, 1.957800471579433940e-10, 1.963249077202409257e-09, 1.131726103960349464e-09, 3.531907952820385622e-11, 4.083665486071348138e-13, 3.627812759170070431e-11, 1.917331200162653906e-09, 2.352029960646475999e-09
1.994000000000000000e+03, 2.009501758678821823e-10, 1.985614070503548955e-09, 1.180993014821373616e-09, 3.486989300621048605e-11, 3.583049229159141185e-13, 3.510331865845179055e-11, 1.969253126494836302e-09, 2.499844637041887889e-09
1.995000000000000000e+03, 2.129327686762277538e-10, 2.012078394503152651e-09, 1.207122972728791768e-09, 3.448274563546465320e-11, 3.395830198475491485e-13, 3.416831713208876368e-11, 1.992642619987472293e-09, 2.192659533731364108e-09
1.996000000000000000e+03, 2.238872457864247206e-10, 2.017932233728898859e-09, 1.299773242855277247e-09, 3.411574326404560844e-11, 3.407240184642508347e-13, 3.334448219692806503e-11, 2.066545717495892700e-09, 2.595492415358918427e-09
1.997000000000000000e+03, 2.317088608247788240e-10, 2.028249635394625566e-09, 1.292430812423612459e-09, 3.371699634898830049e-11, 3.255015261298637886e-13, 3.264231684516188643e-11, 2.004818237397723012e-09, 2.203226512715643065e-09
1.998000000000000000e+03, 2.372438255980739983e-10, 2.052624068031997142e-09, 1.345278640349871831e-09, 3.332569340196270399e-11, 3.073194323912720286e-13, 3.200246665395339335e-11, 1.885953155631485581e-09, 2.432638421067979073e-09
1.999000000000000000e+03, 2.419103300639656874e-10, 2.070700006734983848e-09, 1.512004212249746276e-09, 3.292777976665432110e-11, 2.717642629478768842e-13, 3.145396146826027963e-11, 1.785550890580473308e-09, 2.331842684738014893e-09
2.000000000000000000e+03, 2.466038815639222834e-10, 2.537955404818941636e-09, 1.458488254679950770e-09, 3.244895823278293318e-11, 3.281470964275835507e-13, 3.097708615281152130e-11, 2.134946174302503911e-09, 2.289992572121335226e-09
2.001000000000000000e+03, 2.567506608141782236e-10, 2.137733922858606648e-09, 1.401852345765908321e-09, 3.233568202287809367e-11, 3.709249508404045251e-13, 5.219989582096616828e-11, 2.124669752135793357e-09, 2.203971370992919786e-09
2.002000000000000000e+03, 2.633370463375426872e-10, 2.174814812930980479e-09, 1.422986351451610716e-09, 5.051735603375462602e-11, 2.447643722497429164e-13, 3.921006832483651490e-11, 1.999590734134591014e-09, 2.233920234914857046e-09
2.003000000000000000e+03, 2.689676480667580142e-10, 2.136697902209972266e-09, 1.363192211185270042e-09, 4.880711264169815965e-11, 1.756135465388009609e-13, 3.652991063169459055e-11, 1.971692532848358536e-09, 2.474000846125065596e-09
2.004000000000000000e+03, 2.766475356212871391e-10, 2.127732954361339726e-09, 1.461943096513921109e-09, 4.905813221550236388e-11, 1.920626751862307694e-13, 3.164863972583282000e-11, 2.032178968748679291e-09, 2.138311345875389863e-09
2.005000000000000000e+03, 2.782712243706801517e-10, 2.093998290188869776e-09, 1.436648101419136093e-09, 4.650472073713133857e-11, 1.968573496772491007e-13, 3.874831243307294623e-11, 2.040954326028307306e-09, 2.241621135339672360e-09
2.006000000000000000e+03, 2.833490789978102986e-10, 2.039825157375363283e-09, 1.474530662603725428e-09, 4.696028876857161891e-11, 1.744495918366754515e-13, 3.422979057127705436e-11, 2.293229548640089235e-09, 2.089597740639851257e-09
2.007000000000000000e+03, 2.883489371977351393e-10, 2.079965404437810737e-09, 1.495802373582924712e-09, 4.662237682349309108e-11, 4.151710426830521040e-13, 3.027267047318173459e-11, 2.313257185061490233e-09, 2.387098958681103606e-09
2.008000000000000000e+03, 2.916983599172582816e-10, 2.190766117266345462e-09, 1.558466777110025145e-09, 4.417826392186127756e-11, 4.932018083326100476e-13, 3.498217576934048020e-11, 2.243902324786844234e-09, 2.552398001963372926e-09
2.009000000000000000e+03, 2.990844891882177262e-10, 2.117159847884653616e-09, 1.552744922159749506e-09, 4.650472150228790022e-11, 7.647817680626817853e-13, 5.856359771783048079e-11, 2.103687486119404152e-09, 2.005948487163678102e-09
2.010000000000000000e+03, 2.996933254493583210e-10, 2.142379354918942008e-09, 1.582688115835419766e-09, 5.123103287555641114e-11, 8.090449388349661885e-13, 6.037094180836410287e-11, 2.190468759145308232e-09, 2.001267880525665549e-09
2.011000000000000000e+03, 2.966798462612153446e-10, 2.072734856706156332e-09, 1.564458652533876290e-09, 3.443082542412809186e-11, 4.598012797050237701e-13, 5.370530895767163095e-11, 2.149433706217365794e-09, 2.402732846918236588e-09
2.012000000000000000e+03, 2.941888116771929275e-10, 2.096603422466068093e-09, 1.539660515694480736e-09, 4.255657264708687365e-11, 4.035621036566766510e-13, 4.084786335348013857e-11, 2.121005773576614275e-09, 2.535209977414988921e-09
2.013000000000000000e+03, 2.911935457599902073e-10, 2.082542110051797861e-09, 1.565137936168441872e-09, 3.970420109536836475e-11, 5.631629290830106259e-13, 4.996792432593983821e-11, 1.954293894481700168e-09, 2.350440985952702526e-09
2.014000000000000000e+03, 2.906928102165796787e-10, 2.706415576305530561e-09, 1.675447589460027101e-09, 4.406745951868895670e-11, 4.391281719483423272e-13, 4.043964665045160117e-11, 2.116897012777026591e-09, 2.870101540151636764e-09
