year, GFDL-ESM4, TaiESM1, CNRM-ESM2-1, ACCESS-ESM1-5, CMCC-CM2-SR5, EC-Earth3-Veg, CanESM5, INM-CM5-0, CESM2-WACCM, INM-CM4-8, IPSL-CM6A-LR, MIROC-ES2L, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, MPI-ESM1-2-LR
1.974000000000000000e+03, 2.276673766774314434e+00, 7.124200199090636509e+00, 9.622802786232238503e+00, 8.923619292296205430e+00, 4.553189917453175362e+00, 5.063556724250093843e+00, 5.476943815663185333e+00, 1.790101018299909086e+01, 5.520811181344575935e+00, 2.016543771703586785e+01, 3.106019947875580112e+00, 1.045868642573294061e+01, 6.940348663143895536e+00, 4.957094685650034194e+00, 4.108964669095736433e+00, 4.119792238458581224e+00
1.975000000000000000e+03, 2.281259890973669435e+00, 6.779720780784134426e+00, 9.602870981495941649e+00, 8.967796352949653382e+00, 4.293683572400933457e+00, 4.969993506029442010e+00, 5.416086802887269513e+00, 1.803438147578745898e+01, 5.516825674478836206e+00, 2.016934078692542798e+01, 3.210779934027564231e+00, 1.040113464507822982e+01, 6.923547602298858905e+00, 4.954156166717169185e+00, 4.171309439875903635e+00, 4.187017436797399128e+00
1.976000000000000000e+03, 2.231416659690394599e+00, 6.653523115157844892e+00, 9.607097047796081313e+00, 8.968391048187505987e+00, 4.247012960150541971e+00, 5.016711842977702673e+00, 5.436054051523966812e+00, 1.801713801887144584e+01, 5.451945045450363736e+00, 2.015352051438367198e+01, 3.086328162649369045e+00, 1.034955206861791766e+01, 6.927471556256877605e+00, 4.984431901459299041e+00, 4.151573886317332374e+00, 4.249881075783280338e+00
1.977000000000000000e+03, 2.227366898204746093e+00, 7.246475248109870648e+00, 9.548506711666307822e+00, 8.947282217383728309e+00, 4.050369367160665313e+00, 5.061573558777007875e+00, 5.381788649585914186e+00, 1.805813589951664255e+01, 5.432241554185543109e+00, 2.008826315255876693e+01, 3.041956059319298689e+00, 1.034770581313055438e+01, 6.910791161566174345e+00, 4.972843694693941607e+00, 4.084365152551475475e+00, 4.217497461807850456e+00
1.978000000000000000e+03, 2.194715857081136701e+00, 7.655068367646769012e+00, 9.509138142696960116e+00, 8.939580233955251032e+00, 4.235948318341228536e+00, 5.083328123081822802e+00, 5.366379463668828897e+00, 1.824524404134085387e+01, 5.415372886958931709e+00, 2.008954993727085281e+01, 3.040973746770206265e+00, 1.034075811687860913e+01, 6.901192771911312640e+00, 4.889987816231048612e+00, 4.136684645128449134e+00, 4.109478537202581272e+00
1.979000000000000000e+03, 2.153769733832157307e+00, 7.288762479385101578e+00, 9.710801764799295910e+00, 8.955230677100283643e+00, 3.955578620057058181e+00, 5.062557409185449053e+00, 5.491903330403773431e+00, 1.819940707665782753e+01, 5.445090045276581137e+00, 2.003637029230394617e+01, 3.062052588175861789e+00, 1.034353971703600372e+01, 6.896535437326511975e+00, 4.871162590248887980e+00, 4.156497784762171577e+00, 4.198680842668764512e+00
1.980000000000000000e+03, 2.142897258078010569e+00, 6.932867554372974084e+00, 9.779479617789702317e+00, 8.930808324502356399e+00, 3.959398910708920472e+00, 4.987161066052089531e+00, 5.536006242237295538e+00, 1.828059105167404397e+01, 5.443188601145980243e+00, 2.008682311937000975e+01, 2.938406160911202214e+00, 1.032176828361727949e+01, 6.927295958044231483e+00, 4.891991281029324234e+00, 4.171903574117965086e+00, 4.219752737783740493e+00
1.981000000000000000e+03, 2.149823620578368732e+00, 7.288302430081853522e+00, 9.639152149712726825e+00, 8.913070927382436892e+00, 3.951191355960979035e+00, 5.062042449893650264e+00, 5.609737920699822133e+00, 1.827352300359873283e+01, 5.346021548188043759e+00, 2.002029559094756195e+01, 2.882839820407710807e+00, 1.018112095201807676e+01, 6.864614211936215682e+00, 4.939562942695507886e+00, 4.199958019205850768e+00, 4.131671583209909571e+00
1.982000000000000000e+03, 2.129517931057721913e+00, 7.461785191899792835e+00, 9.745031853835437019e+00, 8.930100060359585257e+00, 4.010369857874980681e+00, 5.130079506438282699e+00, 5.626841206544447083e+00, 1.840419026900493549e+01, 5.344702032379345269e+00, 2.011231644571415345e+01, 2.928485533952207120e+00, 1.020357508069416852e+01, 6.826330909194185281e+00, 4.975249090536856933e+00, 4.158396586716624377e+00, 4.114020928647319941e+00
1.983000000000000000e+03, 2.079902912583185604e+00, 6.868920481748134854e+00, 9.770701495033257800e+00, 8.953829842157219332e+00, 3.874257390010037216e+00, 5.093847036318070565e+00, 5.565894597804095234e+00, 1.842622426970915583e+01, 5.360626113399308501e+00, 2.000843146679008910e+01, 2.957461357458468498e+00, 1.023280098975844865e+01, 6.823463873978040439e+00, 4.934495658672739538e+00, 4.197476292933751907e+00, 4.166373760826782124e+00
1.984000000000000000e+03, 2.022493373758779356e+00, 6.648640769827855124e+00, 9.661770279205422085e+00, 8.993296852439421230e+00, 3.964038106499726322e+00, 4.979529162161504097e+00, 5.597278781143232074e+00, 1.844694545092905358e+01, 5.343730766578728364e+00, 1.988612554108813413e+01, 2.919483098335493576e+00, 1.030726078105185017e+01, 6.802437923497005379e+00, 4.982874152608869345e+00, 4.199763123735167802e+00, 4.199677782074145327e+00
1.985000000000000000e+03, 2.019971101657463741e+00, 7.116497790348220498e+00, 9.573027845571377981e+00, 9.040205644186139367e+00, 4.177354665046005167e+00, 4.985565440173675533e+00, 5.708207232719444413e+00, 1.863510853236827458e+01, 5.324000991030215069e+00, 1.992371937589228992e+01, 3.117691165548641674e+00, 1.031043450263230454e+01, 6.785413815368050550e+00, 5.070011238812155874e+00, 4.152224490854924177e+00, 4.118791754230509916e+00
1.986000000000000000e+03, 1.977445543842817788e+00, 7.318838641559497482e+00, 9.698873258318153390e+00, 9.096023271490764728e+00, 4.301317632006590230e+00, 5.069067673935364837e+00, 5.744203334309361253e+00, 1.862177158083076378e+01, 5.416247672288520221e+00, 2.002598726973328880e+01, 3.158989780339866105e+00, 1.025688946845385274e+01, 6.772749370154865112e+00, 5.132696305092271594e+00, 4.148474068190173725e+00, 4.142198639612023392e+00
1.987000000000000000e+03, 1.924091228911313900e+00, 7.044966402907101077e+00, 9.714896717334347898e+00, 9.064042521073199410e+00, 4.187147701819555756e+00, 5.100862384647584236e+00, 5.750752947545114679e+00, 1.866531338470085899e+01, 5.461334260255272355e+00, 2.021268581212434512e+01, 3.027138829800087638e+00, 1.032911598090319494e+01, 6.787974498609290031e+00, 5.106090608789792817e+00, 4.207800772806881362e+00, 4.163990974821907720e+00
1.988000000000000000e+03, 1.909973249314155241e+00, 6.931941520502921783e+00, 9.709517672921565534e+00, 9.060157658858983609e+00, 3.851803500875801145e+00, 5.099672560060761306e+00, 5.723443969718450930e+00, 1.865932836803345651e+01, 5.440391367192122907e+00, 2.021264022942577299e+01, 2.986867410756965491e+00, 1.041778110740128227e+01, 6.786917799069457580e+00, 5.139736342903075794e+00, 4.269526511978825489e+00, 4.133093267524170500e+00
1.989000000000000000e+03, 1.963303471870956329e+00, 7.160750659066240864e+00, 9.733085040245050834e+00, 9.099749095778246755e+00, 3.703710057129131705e+00, 5.157138915026491688e+00, 5.758615148445658249e+00, 1.862748701534630769e+01, 5.395013736744271426e+00, 2.029693999571159679e+01, 2.930134859808620984e+00, 1.048392442709688233e+01, 6.772892303904378686e+00, 5.165308175172273586e+00, 4.269475213225453203e+00, 4.196494864944182446e+00
1.990000000000000000e+03, 1.955414695378948631e+00, 7.201692806216573928e+00, 9.862003308922709266e+00, 9.123041052254466265e+00, 3.795713890838656734e+00, 5.206462417721505531e+00, 5.771668581920935459e+00, 1.863761836104106351e+01, 5.477505399764201144e+00, 2.054229835418414041e+01, 3.052621896750324915e+00, 1.053787875158023191e+01, 6.815840945508381488e+00, 5.101151796585002174e+00, 4.267762990015167901e+00, 4.144185531430126801e+00
1.991000000000000000e+03, 1.947517790400435045e+00, 6.850206876304441472e+00, 9.879992388810304504e+00, 9.201878894568602973e+00, 3.751968088756612030e+00, 5.044497943140986429e+00, 5.753522438656929694e+00, 1.862892216344462781e+01, 5.502654137759857456e+00, 2.077344914063971615e+01, 3.099862728836602965e+00, 1.053448838228156603e+01, 6.860758570317228688e+00, 5.050189097495771939e+00, 4.260077470949249268e+00, 4.100014496683179743e+00
1.992000000000000000e+03, 1.958546439180250287e+00, 7.056003152400406542e+00, 1.007181950657939318e+01, 9.263652273447986474e+00, 3.649196388740092889e+00, 4.999482611836198132e+00, 5.737533903691226733e+00, 1.874692277160414022e+01, 5.481666249576250038e+00, 2.098056395638472438e+01, 3.028959126402459123e+00, 1.059028991225249960e+01, 6.900374621639265627e+00, 5.124590882769872735e+00, 4.268659653956287769e+00, 4.126451513600646770e+00
1.993000000000000000e+03, 1.952393222764772895e+00, 7.345329175733111171e+00, 9.881394664535292804e+00, 9.308731584362767819e+00, 3.906796261160158767e+00, 5.191188437059452987e+00, 5.722296226359339322e+00, 1.892747732058595389e+01, 5.467759680557727542e+00, 2.109368612750632721e+01, 3.039840675292687422e+00, 1.069697370522445645e+01, 6.885551143266273044e+00, 5.115393073679591396e+00, 4.365085351849539386e+00, 4.136599726460353565e+00
1.994000000000000000e+03, 1.925908878120089263e+00, 7.295178408688315130e+00, 1.013934987648390518e+01, 9.403195569355753847e+00, 4.336294533008945074e+00, 5.257865703821607006e+00, 5.824855181563339812e+00, 1.901676405683793547e+01, 5.482147839121361166e+00, 2.114821760207624024e+01, 3.031261775285308602e+00, 1.079221638337581268e+01, 6.875697170924337520e+00, 5.103371093854422114e+00, 4.334789326385469543e+00, 4.103850302178595477e+00
1.995000000000000000e+03, 1.882777048025853883e+00, 7.198990655131434657e+00, 1.010994387852731968e+01, 9.478225259493466837e+00, 4.415165935821702803e+00, 5.261208719287906455e+00, 5.790321776425429334e+00, 1.904982401281485238e+01, 5.483579974832954562e+00, 2.108586503241300036e+01, 2.991244168232122025e+00, 1.087068489981345820e+01, 6.900639267271845512e+00, 5.073992845259614803e+00, 4.270811182287133967e+00, 4.120364756780926285e+00
1.996000000000000000e+03, 1.858115269615919551e+00, 7.034825912490345168e+00, 1.000475785361784276e+01, 9.455532175135818562e+00, 4.003899931152739455e+00, 5.321381641126188278e+00, 5.803474540885276589e+00, 1.912457642073306374e+01, 5.519946317849408146e+00, 2.119364196582013093e+01, 3.051276310890889576e+00, 1.091089847678437152e+01, 6.929088747959374572e+00, 5.030860355280260876e+00, 4.238986451600112559e+00, 4.155268567698444215e+00
1.997000000000000000e+03, 1.841640183048643742e+00, 7.007297335721810683e+00, 9.945210478332358051e+00, 9.415296530016785681e+00, 4.072033452184470548e+00, 5.460961443685267369e+00, 5.774951382787758547e+00, 1.905468769470802926e+01, 5.482806291884273264e+00, 2.122920397601920328e+01, 2.979302661916853445e+00, 1.091376010361895510e+01, 6.962409927402588572e+00, 4.980324938645423138e+00, 4.299050109774331219e+00, 4.125176677450143714e+00
1.998000000000000000e+03, 1.889779245220102988e+00, 6.808162897235463085e+00, 9.919214551460045826e+00, 9.372546875653748444e+00, 3.815582165950319293e+00, 5.528852500149199933e+00, 5.776864262647330328e+00, 1.921444579658099272e+01, 5.489989287384615224e+00, 2.137418786310747976e+01, 2.994255278640736595e+00, 1.097301043968352019e+01, 6.987745884118248263e+00, 5.076995276936310475e+00, 4.326607421088535688e+00, 4.042116759695143280e+00
1.999000000000000000e+03, 1.810266869193627004e+00, 6.950723190025234643e+00, 9.918956651965698867e+00, 9.347959688182148952e+00, 4.408527152910347802e+00, 5.540589538170729966e+00, 5.791092586796094288e+00, 1.935313805061192838e+01, 5.537910536986966115e+00, 2.139806545629343759e+01, 2.988395363500761182e+00, 1.103062774921185074e+01, 6.949378321677029291e+00, 5.123912573796385317e+00, 4.319167125769925342e+00, 4.070926743992752783e+00
2.000000000000000000e+03, 1.798647715721834128e+00, 6.849034156432906251e+00, 9.993848554050371646e+00, 9.335186546919313599e+00, 4.547880865692590646e+00, 5.532902925371199210e+00, 5.849369386727225617e+00, 1.935992888865530048e+01, 5.499388971474517440e+00, 2.143013442328308571e+01, 2.967941058340706206e+00, 1.103230647663388631e+01, 6.938928837002276140e+00, 5.184935639862459311e+00, 4.293086902274844796e+00, 4.176687036369643558e+00
2.001000000000000000e+03, 1.764524403413470388e+00, 7.038999443951386326e+00, 9.866151821970898794e+00, 9.274694531216047366e+00, 4.084887134919449103e+00, 5.462797349558033311e+00, 5.760768517335202787e+00, 1.938669646910471300e+01, 5.431774431026623162e+00, 2.160130872657628842e+01, 2.924896183231568081e+00, 1.111399129084458259e+01, 6.955909774239702692e+00, 5.164123721586737936e+00, 4.192600916176430381e+00, 4.083687511888228094e+00
2.002000000000000000e+03, 1.803365515322908674e+00, 7.190340647060709856e+00, 1.007580563352096625e+01, 9.267912836682077327e+00, 3.476287609867296791e+00, 5.474821437597699791e+00, 5.773201061833939107e+00, 1.945544426452647002e+01, 5.480493730274869080e+00, 2.171889921221992026e+01, 2.916475969896048959e+00, 1.115072418811942789e+01, 6.966852682502816307e+00, 5.125149065118207226e+00, 4.283304463788637051e+00, 4.011262223223253542e+00
2.003000000000000000e+03, 1.800180826954190794e+00, 6.928273845318696722e+00, 1.028594356485911554e+01, 9.354265226115124676e+00, 4.124871303155646096e+00, 5.495606527218790838e+00, 5.769300265974642627e+00, 1.933798632245358462e+01, 5.420035927314241775e+00, 2.190271236360466744e+01, 2.960501582456894099e+00, 1.121866780773675387e+01, 7.002545072157662531e+00, 5.054009059984736041e+00, 4.334315671585913243e+00, 4.025983017994446911e+00
2.004000000000000000e+03, 1.762664839133837091e+00, 6.261896297796769595e+00, 1.019815790807127875e+01, 9.445448357157200547e+00, 4.438536328730990022e+00, 5.541490297915498076e+00, 5.804782140496618226e+00, 1.945245461664009312e+01, 5.402161762697246239e+00, 2.193154293912118646e+01, 2.898559521236680148e+00, 1.117822069328707002e+01, 7.017807692742417558e+00, 4.967478065034350188e+00, 4.311020227548417516e+00, 4.094964757459520044e+00
2.005000000000000000e+03, 1.699181164707323610e+00, 6.441334497232110934e+00, 1.028050807382838094e+01, 9.445816410024114873e+00, 4.411069286905665798e+00, 5.674932973135796921e+00, 5.797270748525277462e+00, 1.950212115218958076e+01, 5.403448105003612945e+00, 2.203438644508064925e+01, 2.906019893370108242e+00, 1.105213408460405056e+01, 7.033441623335143333e+00, 4.907872390067926638e+00, 4.340402114559132052e+00, 4.118585736935278518e+00
2.006000000000000000e+03, 1.675089005316536150e+00, 6.714279543768126857e+00, 1.024534026059392566e+01, 9.436235941656663684e+00, 4.250813905237710522e+00, 5.747708810407345048e+00, 5.801449379795416306e+00, 1.951595233767685755e+01, 5.433506749621400012e+00, 2.234364714208136249e+01, 2.870742695052990179e+00, 1.107218523342745264e+01, 7.076639112512817853e+00, 4.979604274070790204e+00, 4.358353323952497860e+00, 4.244938348529374572e+00
2.007000000000000000e+03, 1.680917141816550719e+00, 6.431832184362779259e+00, 1.024069237643056596e+01, 9.455441112461791420e+00, 4.165125385941014002e+00, 5.726670205811175585e+00, 5.806906877936005351e+00, 1.956873548425250675e+01, 5.444722078422479683e+00, 2.226855582155963376e+01, 2.890255987265326620e+00, 1.119217272255808204e+01, 7.089986154935352225e+00, 5.075769676809117392e+00, 4.318440375788388685e+00, 4.206216190359397977e+00
2.008000000000000000e+03, 1.699361882299383453e+00, 6.252988577875729703e+00, 1.042216405628910714e+01, 9.497036271723025891e+00, 3.770130809721009779e+00, 5.928472913255802723e+00, 5.768325727086357269e+00, 1.968005350329245218e+01, 5.380822148112938130e+00, 2.236487645237131261e+01, 2.948473135054152205e+00, 1.125112259819030491e+01, 7.123380083812714147e+00, 5.108331128981077995e+00, 4.312578241916399158e+00, 4.214628779160800143e+00
2.009000000000000000e+03, 1.685222096642381207e+00, 6.333382483102461435e+00, 1.032228934378899154e+01, 9.513616613359570096e+00, 4.084282718889341801e+00, 6.029458950947398144e+00, 5.758014892307937060e+00, 1.967088817473846873e+01, 5.370178338957139808e+00, 2.239134577461215869e+01, 2.829649859208649421e+00, 1.130828115066258199e+01, 7.120708210425253704e+00, 5.053413424764568340e+00, 4.276597822247206082e+00, 4.084670973843542718e+00
2.010000000000000000e+03, 1.648758491599651377e+00, 5.826931418086162218e+00, 1.034509157789541689e+01, 9.525585298099448650e+00, 4.177007888130042979e+00, 6.051137464617367456e+00, 5.750984072079159404e+00, 1.981631723205533646e+01, 5.383757681284532914e+00, 2.252293287433093738e+01, 2.771826923370264595e+00, 1.132339068364441559e+01, 7.132389196263698494e+00, 5.093115667536421753e+00, 4.267372702401218909e+00, 4.217920030589771052e+00
2.011000000000000000e+03, 1.619091355948177657e+00, 5.606076540802082064e+00, 1.053239274453374286e+01, 9.464731483237226684e+00, 3.834290336035382385e+00, 6.000820889036439176e+00, 5.732156203408014683e+00, 1.995995852959301686e+01, 5.325171838732284613e+00, 2.250228677388095377e+01, 2.858910935568159228e+00, 1.135106483900911734e+01, 7.172490398475742879e+00, 5.121820296785644544e+00, 4.231618091689017369e+00, 4.154000267862819840e+00
2.012000000000000000e+03, 1.564677588412568765e+00, 5.386131427933341875e+00, 1.056517755794553892e+01, 9.474017432143769568e+00, 3.801356657576635545e+00, 6.193820474240761875e+00, 5.807863175596943428e+00, 1.991786539809023182e+01, 5.273060009034542084e+00, 2.263300607967370937e+01, 2.930616874460039156e+00, 1.141335855306729208e+01, 7.207796716310562068e+00, 5.129212108477380738e+00, 4.242605527822773226e+00, 4.154995265234822099e+00
2.013000000000000000e+03, 1.569508548246772772e+00, 5.508344388718161788e+00, 1.065335878940242509e+01, 9.525769123252773696e+00, 4.228765895169550149e+00, 6.288891763811076174e+00, 5.836098612166195743e+00, 1.994748584530496771e+01, 5.335727609465839905e+00, 2.276388918234935232e+01, 2.912260638598560103e+00, 1.148371848798830364e+01, 7.257423310781601522e+00, 5.063770625904830958e+00, 4.257539809884762327e+00, 4.095863464797352194e+00
2.014000000000000000e+03, 1.587864212592087432e+00, 5.434262193635662541e+00, 1.067999586524223865e+01, 9.580960303871000505e+00, 4.412462563788324132e+00, 6.288663344171079750e+00, 5.799292767843456708e+00, 2.013773168499332300e+01, 5.419247700459330908e+00, 2.282999664625178227e+01, 3.022022120893734787e+00, 1.141423258447095357e+01, 7.234164076358441164e+00, 4.957553665227562689e+00, 4.262752951463100182e+00, 4.234132951102331788e+00
