year, TaiESM1, EC-Earth3-Veg, MIROC-ES2L, NorESM2-LM, CMCC-CM2-SR5, CNRM-ESM2-1, CESM2-WACCM, MPI-ESM1-2-LR, UKESM1-0-LL, GFDL-ESM4, NorESM2-MM, CanESM5, ACCESS-ESM1-5, INM-CM4-8, INM-CM5-0, IPSL-CM6A-LR
1.972000000000000000e+03, 3.824982362745787956e+00, 3.589304471467208213e+00, 2.847871542977749026e+00, 1.760670626449432730e+00, 2.859041507722165587e+00, 3.520822875271901076e+00, 2.180336682499714573e+00, 4.075506904947360454e+00, 1.812234385770030265e+00, 2.196464400265586647e+00, 2.027521633509603571e+00, 6.121857738870025933e+00, 1.720611927624727366e+00, 5.014503779677451867e+00, 4.103281096478071710e+00, 2.368426898588124274e+00
1.973000000000000000e+03, 3.623230546301315247e+00, 3.657994398956093907e+00, 2.972167592663021995e+00, 1.605341808858821162e+00, 3.227916735199369835e+00, 3.006981036242140970e+00, 2.111125413607429113e+00, 3.807376356647587556e+00, 1.866481822208841512e+00, 2.177119847291227206e+00, 1.834992008723716372e+00, 6.153489685734471415e+00, 1.624565533042668486e+00, 4.937601843927194700e+00, 4.243022196141148505e+00, 2.394251362186839316e+00
1.974000000000000000e+03, 3.406410312846869459e+00, 3.692494214783677453e+00, 2.832444689527699566e+00, 1.918063499837476593e+00, 3.045738127136708329e+00, 3.272885153010133052e+00, 2.424426223164117378e+00, 3.804466770234600226e+00, 1.731685934108240454e+00, 2.210502515959202885e+00, 1.821726479008407784e+00, 6.048211351552981618e+00, 1.801811869470167693e+00, 4.764578959831965221e+00, 4.568110219113920678e+00, 2.701481545463113587e+00
1.975000000000000000e+03, 2.936377296235643808e+00, 3.439811312096278773e+00, 2.779170010731253804e+00, 2.047065557746210018e+00, 2.903539297607200531e+00, 2.981313637084878732e+00, 2.352748721335863102e+00, 4.751010857610498128e+00, 1.964504378542810237e+00, 2.298079254694391338e+00, 1.966848428758856349e+00, 5.982403743913956795e+00, 1.740376756778874379e+00, 4.970889678975097148e+00, 4.364219232531712400e+00, 3.077234654163772731e+00
1.976000000000000000e+03, 3.308992842266688772e+00, 3.614143775070634224e+00, 2.802888174269664301e+00, 1.664317395149115697e+00, 2.983365405496081202e+00, 3.200576904313799709e+00, 2.031506262988126643e+00, 4.700007274338322993e+00, 1.891633731150068165e+00, 2.110802296574576964e+00, 2.094930325108404823e+00, 6.109224604929254454e+00, 1.667558189394954482e+00, 4.639295276703802706e+00, 4.220886481455267791e+00, 2.332734151571036918e+00
1.977000000000000000e+03, 3.923018916456440408e+00, 3.736679436975172575e+00, 2.823276143675273353e+00, 1.700661650542462544e+00, 2.864761972240613463e+00, 2.876994670505028662e+00, 2.201915767160297133e+00, 4.276133556055131457e+00, 2.183161794336848427e+00, 2.230704551856815598e+00, 2.065969654687884294e+00, 6.076837706461015287e+00, 1.677964217662335944e+00, 4.699706128762678681e+00, 4.539624631673343735e+00, 2.470015517543862504e+00
1.978000000000000000e+03, 4.170779163371150844e+00, 3.950170858100244153e+00, 2.849498235031650228e+00, 1.867673336616644031e+00, 2.997962633180260461e+00, 3.006082443026911299e+00, 2.240606488350147973e+00, 3.948634543579102374e+00, 1.925137613022998240e+00, 2.114824514590220250e+00, 1.741839310267672580e+00, 6.122328196885074014e+00, 1.675468128153091429e+00, 4.745445138469835733e+00, 4.752202467876973202e+00, 2.575490803000386020e+00
1.979000000000000000e+03, 3.610061230539870269e+00, 3.719410683703912923e+00, 2.814321134950435788e+00, 2.004785610864835199e+00, 2.573782611102018336e+00, 4.127085223177466844e+00, 2.361474047809764443e+00, 4.650623775525729364e+00, 2.272163133665227708e+00, 2.085033389130561687e+00, 1.888689650085230598e+00, 6.311079021640381370e+00, 1.648860924055641997e+00, 4.526272464579772503e+00, 4.169361630381829720e+00, 2.574510115842814972e+00
1.980000000000000000e+03, 3.438537389991684012e+00, 3.859718538553827294e+00, 2.768899582499931622e+00, 2.007544246967958745e+00, 2.818024599148588383e+00, 3.470997654209702965e+00, 2.446308369724781606e+00, 4.725599196501915067e+00, 2.183853241110042642e+00, 2.292980418019595845e+00, 1.980671695570125124e+00, 6.287797350259180185e+00, 1.572712231009185446e+00, 4.943857902181754582e+00, 4.617952953001632999e+00, 2.090633109203774875e+00
1.981000000000000000e+03, 4.096328384041331816e+00, 3.999107198442225730e+00, 2.810707475901639718e+00, 1.954185450110744293e+00, 2.783769191147456912e+00, 3.310818456924912390e+00, 2.073514301573111673e+00, 4.158265994472686522e+00, 1.661994567409279089e+00, 2.306279717927675943e+00, 2.241092583256064419e+00, 6.294944052263003798e+00, 1.657751702722555232e+00, 4.602570164501815775e+00, 4.506509478191179419e+00, 2.098887273114277807e+00
1.982000000000000000e+03, 3.908399420362732801e+00, 3.942609832255691060e+00, 2.840098428857351642e+00, 1.943737120726338530e+00, 2.734639394967011139e+00, 3.367703967481877392e+00, 2.275441390102228123e+00, 4.219856290832683321e+00, 1.792946693726618967e+00, 2.270603690710149891e+00, 2.199513381695769709e+00, 6.195372079329008130e+00, 1.737700905337562496e+00, 4.924490855274384238e+00, 4.586283272568562275e+00, 2.472804097384097233e+00
1.983000000000000000e+03, 3.124970174357093011e+00, 3.614041824977214823e+00, 2.885254874310766215e+00, 1.970487796103665090e+00, 2.655372517888801909e+00, 3.701111065209482298e+00, 2.308370665389384957e+00, 4.585182639615792866e+00, 1.798661512013402408e+00, 2.003920903580457935e+00, 2.197175620847680033e+00, 6.067076369474164288e+00, 1.660427463209138477e+00, 4.164126172960925132e+00, 4.163017354243250701e+00, 2.398209989100904771e+00
1.984000000000000000e+03, 3.299686385514256415e+00, 3.625273797776275675e+00, 2.852179919490063220e+00, 2.097231812463482559e+00, 2.841193833247483536e+00, 2.521980623388345499e+00, 2.213838523879969600e+00, 4.865068662278097200e+00, 1.784057846506188927e+00, 2.049404910380032696e+00, 2.453034436903544613e+00, 6.293491126317842799e+00, 1.836389455038590857e+00, 4.329079753131654051e+00, 4.697615184103683283e+00, 2.381444977690411857e+00
1.985000000000000000e+03, 3.880715807795850125e+00, 3.956978667253649551e+00, 2.774056264746893152e+00, 1.838988825990512277e+00, 3.076312862047465568e+00, 3.032729979262199560e+00, 2.207775354483621388e+00, 4.391885099935782577e+00, 1.811222470364329151e+00, 2.111457759822462421e+00, 2.613323351292450969e+00, 6.569198399906066577e+00, 1.847669556336380969e+00, 4.780529178246886168e+00, 4.639056328234918425e+00, 3.376521771620367041e+00
1.986000000000000000e+03, 3.940592630245320471e+00, 3.943506905392513140e+00, 2.723314489897264767e+00, 1.869135921694425884e+00, 3.142105809732461452e+00, 3.519880916926969139e+00, 2.600988356622153219e+00, 4.722341980200893019e+00, 1.740639145843472235e+00, 2.055923628860693686e+00, 2.655787256240652816e+00, 6.162541413548219715e+00, 1.759180608267789658e+00, 4.937933512324608643e+00, 4.458371622609646145e+00, 2.995543776070326736e+00
1.987000000000000000e+03, 3.611381089020130997e+00, 3.888834458649316428e+00, 2.926893020772944443e+00, 2.112362193273253919e+00, 2.744758182593577178e+00, 3.323053716083535392e+00, 2.723050580341517257e+00, 4.768229345696077814e+00, 2.158668927328715181e+00, 1.854715431224945643e+00, 2.467590978071747987e+00, 6.363946467625343217e+00, 1.623421431422775729e+00, 5.023159352052234183e+00, 4.713092140392731721e+00, 2.572954669586305698e+00
1.988000000000000000e+03, 3.751559607309017164e+00, 3.989284842695735023e+00, 2.906704047645092270e+00, 2.200680319853025146e+00, 2.632611357220581372e+00, 3.208700009412233989e+00, 2.555583194246598744e+00, 4.592296192398892529e+00, 1.964427234971932057e+00, 2.056374037644241870e+00, 2.643885447321099758e+00, 6.313837816053985641e+00, 1.763882482170554322e+00, 4.912937624162864836e+00, 4.126734517418703341e+00, 2.460687207965062573e+00
1.989000000000000000e+03, 3.991525521877099969e+00, 4.295719055813726150e+00, 2.954765739103587308e+00, 2.248772306804226240e+00, 2.368985861636971890e+00, 3.749775339330960300e+00, 2.508190294606020831e+00, 4.998465378584474372e+00, 2.069907650027227763e+00, 2.148435037591787555e+00, 2.522020695948499203e+00, 6.421319154845487098e+00, 1.760824354268376357e+00, 5.270523951603822255e+00, 4.603817136920355324e+00, 2.355328738481184736e+00
1.990000000000000000e+03, 3.946792942655519276e+00, 4.056174469915212022e+00, 2.914735533155065283e+00, 1.975514386745413464e+00, 2.796819881064809721e+00, 3.587581419288330853e+00, 2.755870653377289869e+00, 4.479419815355357493e+00, 2.461366191563151951e+00, 2.187022735334308354e+00, 2.220552687085628474e+00, 6.295644619114382223e+00, 1.852778362113843613e+00, 5.379779182267763638e+00, 4.209938399090273009e+00, 3.042511811805165056e+00
1.991000000000000000e+03, 3.551095809663613601e+00, 3.921152968510952963e+00, 2.763438410064134487e+00, 2.091947059895280514e+00, 2.263719170329059338e+00, 4.024824763599760935e+00, 2.672226916643457795e+00, 4.579710532398950207e+00, 2.780203740343249130e+00, 2.149633314473544221e+00, 2.321435105304316071e+00, 6.200961404682609590e+00, 1.955494032071749766e+00, 5.920249458011193511e+00, 4.534733044185276007e+00, 2.845950421524018559e+00
1.992000000000000000e+03, 3.959704924275289972e+00, 4.047735648282411169e+00, 3.009357827234267813e+00, 2.151694014832840729e+00, 2.634531419248407502e+00, 3.862631190752139343e+00, 2.619915841582206362e+00, 4.818111125527043903e+00, 2.726827176268066921e+00, 2.319715453033810881e+00, 2.450376429887260343e+00, 6.366348414510620835e+00, 1.876218513971345647e+00, 5.288252351111226268e+00, 4.722384780956745409e+00, 2.521721262842795852e+00
1.993000000000000000e+03, 4.144448841706783071e+00, 4.278277636672537909e+00, 2.978566223914587141e+00, 2.429606878289052307e+00, 2.892637954877587791e+00, 3.454404252716458679e+00, 2.551946288772176441e+00, 4.897939053503274742e+00, 2.184786909981649483e+00, 2.302909154070890363e+00, 2.428479342647016370e+00, 6.310345257372340200e+00, 2.016227751871804141e+00, 5.447806080991082212e+00, 4.842690333439618300e+00, 2.813650633070619023e+00
1.994000000000000000e+03, 3.905528058152845094e+00, 4.122311250992368059e+00, 3.055306903542570840e+00, 2.112417886007861068e+00, 3.338096410019165461e+00, 4.224056431691996849e+00, 2.604471052611197823e+00, 4.851489418360812600e+00, 2.395889847268894535e+00, 2.203269771052809300e+00, 2.427198514538755791e+00, 6.563343917481211598e+00, 2.058070882024776616e+00, 4.969512072634294064e+00, 4.546640465959732147e+00, 2.643609338529520070e+00
1.995000000000000000e+03, 3.986515356479454208e+00, 4.214336791079183797e+00, 3.074700821213037116e+00, 1.801342502279611235e+00, 3.080267302552204267e+00, 3.682754955980206635e+00, 2.703693772742205237e+00, 5.048250781972606127e+00, 2.263421070392226842e+00, 1.967017890717972728e+00, 2.268719528045273659e+00, 6.397449820301560841e+00, 1.935924123713742562e+00, 5.086660541147008274e+00, 4.899283983581285362e+00, 2.687307336638014466e+00
1.996000000000000000e+03, 3.800783736851287120e+00, 4.323163135229681764e+00, 2.989814214618240484e+00, 2.164454038218008858e+00, 2.918484979894199860e+00, 3.264307903554401591e+00, 2.822819830800922247e+00, 5.094239986685630051e+00, 2.583090173252440280e+00, 1.981753397254250038e+00, 2.175032889235131606e+00, 6.236304504563387141e+00, 1.837109922734156076e+00, 5.276221127041446302e+00, 4.481939501717079999e+00, 2.860542456975579295e+00
1.997000000000000000e+03, 3.930368316352325309e+00, 4.549891179802166619e+00, 3.059607741866675390e+00, 2.300648854983052605e+00, 3.011388754880011120e+00, 3.177893979482155018e+00, 2.676007538120962703e+00, 4.770154638956022985e+00, 2.722456720479890624e+00, 2.111862779644388510e+00, 2.258109186479462238e+00, 6.285516864784196578e+00, 1.706506382856655790e+00, 5.092487249034486574e+00, 4.573160540450834866e+00, 2.534046816429199822e+00
1.998000000000000000e+03, 3.748774767223736593e+00, 4.471907008248959592e+00, 3.039255858685255163e+00, 2.326089463736680241e+00, 2.914949579806497937e+00, 2.946908234071671018e+00, 2.833154578347071517e+00, 4.106410179360008961e+00, 2.411144254118469554e+00, 2.372799760033689420e+00, 2.711609819956867007e+00, 6.342974067213545730e+00, 1.701166703717769124e+00, 5.405034983169059615e+00, 4.905877272150894974e+00, 2.836071558380983237e+00
1.999000000000000000e+03, 3.989350715043764151e+00, 4.368459388802063970e+00, 3.201738389113979455e+00, 2.190421722548253847e+00, 3.650702889355509573e+00, 3.398041292274617042e+00, 3.029365017742614796e+00, 4.840052505636066371e+00, 1.967296533953116544e+00, 2.003656737430446810e+00, 2.798363454936935835e+00, 6.362495997942055226e+00, 1.716287156735624819e+00, 5.185066200111587698e+00, 4.857161936261625179e+00, 2.658142545899722098e+00
2.000000000000000000e+03, 3.953636123460933849e+00, 4.182217433481704383e+00, 3.193426260647875825e+00, 2.057115007749412250e+00, 3.409390536816929718e+00, 3.333863903051578426e+00, 2.735272969060157155e+00, 5.283483061398608349e+00, 2.233068132758239344e+00, 2.161598842904041362e+00, 2.927891004925085472e+00, 6.455411370295933260e+00, 1.722745053385593916e+00, 5.040408585211930692e+00, 4.578562526437274016e+00, 2.632304216218906312e+00
2.001000000000000000e+03, 4.335125449251593821e+00, 4.172147376002619978e+00, 3.196647002758134626e+00, 2.131471589725496774e+00, 2.728255822256808738e+00, 3.286161401622810896e+00, 2.686688499390760931e+00, 4.988792106715691510e+00, 2.121478943750075175e+00, 2.066110267685017376e+00, 2.948666327778946439e+00, 6.272448154423381439e+00, 1.565414336428796460e+00, 5.562889590490454061e+00, 4.769884966597214060e+00, 2.587005126411251243e+00
2.002000000000000000e+03, 4.303403722639589368e+00, 4.223293359747366083e+00, 3.133239812235673494e+00, 2.335837615223121944e+00, 2.583506124322243469e+00, 4.373178939515371511e+00, 2.895358729509855955e+00, 4.513859200839153374e+00, 2.432161619075607906e+00, 2.283623988444239750e+00, 2.648831767186683450e+00, 6.429803712066084032e+00, 1.841055296138275343e+00, 5.671120083939825030e+00, 4.422956958932545035e+00, 2.623177900980045330e+00
2.003000000000000000e+03, 3.845906858302318820e+00, 4.391605352194886791e+00, 3.228636760509923764e+00, 2.544623195162404539e+00, 3.602284965326238542e+00, 4.136972889284863619e+00, 2.646388989919920220e+00, 4.831481741466155277e+00, 2.499352585009170458e+00, 2.270804140821742756e+00, 2.561262678869255627e+00, 6.469931357493551083e+00, 2.030344524353433933e+00, 5.488549974444390855e+00, 4.489202633319258062e+00, 2.747391022559807716e+00
2.004000000000000000e+03, 3.401728772531517286e+00, 4.453370100116976538e+00, 2.939241540039124079e+00, 2.458825284358544305e+00, 3.453196852155920205e+00, 3.684368512764038872e+00, 2.804713364591921554e+00, 5.188036509942843821e+00, 2.579175175830409561e+00, 2.044388124948743890e+00, 2.202091577021410895e+00, 6.439158778868120159e+00, 1.965347153273220515e+00, 5.275423957236140993e+00, 4.675658125662637055e+00, 2.630071414452693990e+00
2.005000000000000000e+03, 4.026090178011358489e+00, 4.471790700437653143e+00, 2.933964071146548225e+00, 2.537017472558507958e+00, 3.337774804762959846e+00, 4.267958494493293564e+00, 2.762325418506588193e+00, 5.327124408419446233e+00, 2.510069562288410161e+00, 2.022919705130487689e+00, 2.357994815736052630e+00, 6.387443026012102898e+00, 1.818997728548809256e+00, 5.613497402789445978e+00, 4.640716119584072707e+00, 2.582126954465381097e+00
2.006000000000000000e+03, 4.149896759511012334e+00, 4.382871177460438084e+00, 3.115527466342856044e+00, 2.429363752712899949e+00, 3.379378581411635718e+00, 3.484677782325262818e+00, 2.971010725433769206e+00, 5.978217213672757602e+00, 2.592122145980136239e+00, 2.013870673770409958e+00, 2.676828396160994661e+00, 6.416737237700385066e+00, 1.859140289591101780e+00, 5.886563530577354264e+00, 4.434699319580000854e+00, 2.571479770098522355e+00
2.007000000000000000e+03, 3.725137723473818330e+00, 4.693420752766649606e+00, 3.251239451747385267e+00, 2.356413591582750211e+00, 3.132593285335528943e+00, 3.842796982734690836e+00, 3.014081403370481027e+00, 5.255363577844223144e+00, 2.628107639870945089e+00, 2.072567329915272261e+00, 3.003608080085087728e+00, 6.260680311835277401e+00, 1.900875437572944415e+00, 5.194833717368234183e+00, 4.831197276339101343e+00, 2.853860903406091332e+00
2.008000000000000000e+03, 3.995872951258610417e+00, 4.750302972318666939e+00, 3.125346827098245406e+00, 2.502728962283591319e+00, 3.027472236775957448e+00, 3.753049886751501418e+00, 2.904791697952395335e+00, 5.545134437230220037e+00, 2.711296639324173086e+00, 2.280302948383790884e+00, 3.001222160470951472e+00, 6.411512392378858394e+00, 1.890375815961006456e+00, 5.409986934412374104e+00, 4.603903623518857735e+00, 2.880039758827313889e+00
2.009000000000000000e+03, 3.970734110791215077e+00, 4.760878969438333996e+00, 3.177945809829366475e+00, 2.401951733467258432e+00, 3.483786432181831483e+00, 3.529233484612148697e+00, 3.045528410305285760e+00, 4.837976533737433193e+00, 2.380451001824234858e+00, 2.167291346732655555e+00, 2.908422796476034300e+00, 6.349458273464451352e+00, 1.979923317699178398e+00, 5.482263200482608845e+00, 4.702345223457712997e+00, 2.225967454555173308e+00
2.010000000000000000e+03, 3.563763089637116632e+00, 4.333201701898989455e+00, 3.059651601986438152e+00, 2.365175104962165875e+00, 3.309977116653672891e+00, 3.688986227662224504e+00, 3.029518899792578601e+00, 5.660548377172047729e+00, 2.761939412973120955e+00, 2.154873749738294375e+00, 2.954167869088630827e+00, 6.415141235995723612e+00, 1.802254269691073718e+00, 5.244401237346589362e+00, 4.914715370635545533e+00, 2.438358389047565300e+00
2.011000000000000000e+03, 3.454539614679451365e+00, 4.491149888349100117e+00, 3.115600572695314874e+00, 2.304625661410156567e+00, 2.942712327035833741e+00, 4.289129731530597844e+00, 2.733171559156210240e+00, 4.955818673215621750e+00, 2.712528231337317131e+00, 2.034374234537160930e+00, 3.176414032549933264e+00, 6.478811340926211138e+00, 1.737358216291271074e+00, 5.369710571869338089e+00, 4.670538948578872862e+00, 2.796812695380374247e+00
2.012000000000000000e+03, 3.699148112942791666e+00, 4.899322511458723106e+00, 3.194273798381804141e+00, 2.435347495745579405e+00, 3.018754842314459896e+00, 4.061794626914896789e+00, 2.697280404175624202e+00, 5.063847661916177856e+00, 3.093155624391988212e+00, 1.732168480030688462e+00, 3.081021930585345014e+00, 6.484264411133894512e+00, 1.877674992176652013e+00, 5.593710803376198193e+00, 4.658024850932250160e+00, 2.978971249129619192e+00
2.013000000000000000e+03, 3.922065039951616594e+00, 5.037912171926779870e+00, 3.277227561488396113e+00, 2.457467216143356836e+00, 3.661733119332515773e+00, 4.372911370744247073e+00, 3.023306401878703031e+00, 4.962660334804133377e+00, 2.913374835052477518e+00, 2.113853154564624859e+00, 2.724546437016062583e+00, 6.377293414179512787e+00, 2.002384450151166728e+00, 5.493300061506648291e+00, 4.723963278527110177e+00, 2.786074873619420966e+00
2.014000000000000000e+03, 3.943681051737546905e+00, 4.731106480603621378e+00, 3.276262912393222759e+00, 2.655558675574065219e+00, 3.568784478121961978e+00, 4.217258334344112569e+00, 3.261595742334904902e+00, 5.471389280192162197e+00, 2.464140693800122683e+00, 2.193833305461834193e+00, 2.608797480174481098e+00, 6.402713612862612536e+00, 1.942171547899770090e+00, 5.695673340392143125e+00, 5.098138938313708124e+00, 3.364837657045975039e+00
