year, CNRM-ESM2-1, NorESM2-MM, TaiESM1, TaiESM1, CESM2-WACCM, CNRM-ESM2-1, NorESM2-MM, GFDL-ESM4, MPI-ESM1-2-LR, EC-Earth3-Veg, NorESM2-LM, GFDL-ESM4
1.860000000000000000e+03, 1.120370510151313618e-10, 4.176126871068209924e-10, 4.222903537187261061e-10, 4.222903537187261061e-10, 4.383849932374977930e-10, 1.120370510151313618e-10, 4.176126871068209924e-10, 2.767624542903175092e-10, 4.111598385729972405e-10, 5.972132759699016918e-10, 2.929718994092920318e-10, 2.787610666890445622e-10
1.861000000000000000e+03, 1.487376922224851736e-10, 1.886734648981748257e-10, 3.571594671044451686e-10, 3.571594671044451686e-10, 3.520365783371152183e-10, 1.487376922224851736e-10, 1.886734648981748257e-10, 3.698256384939512451e-10, 3.428490576153137330e-10, 1.040552258247774650e-09, 4.032223319832913200e-10, 3.717930758915932323e-10
1.862000000000000000e+03, 1.172267909373007768e-10, 3.242225068757229621e-10, 2.561057971379400495e-10, 2.561057971379400495e-10, 2.746275901844058336e-10, 1.172267909373007768e-10, 3.242225068757229621e-10, 4.940476036268963614e-10, 3.483894450835914940e-10, 1.318533370733346810e-09, 2.788935821523450772e-10, 4.960021905095286562e-10
1.863000000000000000e+03, 1.248635070075120254e-10, 4.305973450256006231e-10, 4.547697097514748493e-10, 4.547697097514748493e-10, 3.968892931774790818e-10, 1.248635070075120254e-10, 4.305973450256006231e-10, 3.496303910578452426e-10, 3.572141257170534789e-10, 1.204169926872033768e-09, 3.253383998639375182e-10, 3.516138445654403075e-10
1.864000000000000000e+03, 1.184636101596442300e-10, 3.885342899016495011e-10, 4.414958103916002512e-10, 4.414958103916002512e-10, 4.331881289262275139e-10, 1.184636101596442300e-10, 3.885342899016495011e-10, 2.731032141858830189e-10, 3.278580455360703919e-10, 6.486159748823094030e-10, 3.135217253025546998e-10, 2.751222253536983076e-10
1.865000000000000000e+03, 1.325981391097328023e-10, 3.846191308481657848e-10, 6.054745871820140845e-10, 6.054745871820140845e-10, 7.150763154628542881e-10, 1.325981391097328023e-10, 3.846191308481657848e-10, 3.324050438116968323e-10, 3.435291734181416181e-10, 1.304655767282083958e-09, 2.883178018535251871e-10, 3.344124430108033214e-10
1.866000000000000000e+03, 1.624922267220540782e-10, 4.109787007117469487e-10, 4.943772494984533614e-10, 4.943772494984533614e-10, 3.638933642058453169e-10, 1.624922267220540782e-10, 4.109787007117469487e-10, 3.159152603698249654e-10, 3.500017789062344304e-10, 9.133522943538907147e-10, 3.325432258831225951e-10, 3.179416025820379577e-10
1.867000000000000000e+03, 1.202252013702345619e-10, 6.223286245414457445e-10, 2.703907305051256776e-10, 2.703907305051256776e-10, 5.665064775147920728e-10, 1.202252013702345619e-10, 6.223286245414457445e-10, 3.462491900129813888e-10, 3.435124904868985816e-10, 8.028556483305064522e-10, 2.734940685710696748e-10, 3.482760298943372481e-10
1.868000000000000000e+03, 1.384794490011564322e-10, 4.227662859322036236e-10, 2.957539035683265090e-10, 2.957539035683265090e-10, 4.070686769757265417e-10, 1.384794490011564322e-10, 4.227662859322036236e-10, 2.510610734494030416e-10, 3.264156976091359967e-10, 7.357389781926506766e-10, 4.636936646392235921e-10, 2.530805700175852648e-10
1.869000000000000000e+03, 1.235231320705432572e-10, 3.524125046313738032e-10, 2.434172549680010833e-10, 2.434172549680010833e-10, 3.512076734975776913e-10, 1.235231320705432572e-10, 3.524125046313738032e-10, 3.265564646441524607e-10, 3.645204652064562696e-10, 1.223844860774108625e-09, 3.758323653991558732e-10, 3.286085442131345130e-10
1.870000000000000000e+03, 1.439913040770147689e-10, 3.725200057469545812e-10, 3.578068992602055621e-10, 3.578068992602055621e-10, 3.356282069939760709e-10, 1.439913040770147689e-10, 3.725200057469545812e-10, 3.654256611750094403e-10, 3.257486264204147092e-10, 8.978482232996459913e-10, 3.771613529484727664e-10, 3.673975772845087034e-10
1.871000000000000000e+03, 1.616179461043698467e-10, 2.311352834494307888e-10, 3.984702118599286612e-10, 3.984702118599286612e-10, 2.615180163794247846e-10, 1.616179461043698467e-10, 2.311352834494307888e-10, 3.334697020003138462e-10, 3.438916274009189623e-10, 1.200309418741815963e-09, 3.379817435040554150e-10, 3.356004446469928943e-10
1.872000000000000000e+03, 1.437146861189174409e-10, 4.086307943955798909e-10, 3.377996030524064635e-10, 3.377996030524064635e-10, 2.927693416593739083e-10, 1.437146861189174409e-10, 4.086307943955798909e-10, 2.498094967056999448e-10, 3.244930184699254995e-10, 7.624240821225455734e-10, 2.211181344374123616e-10, 2.519251768357166350e-10
1.873000000000000000e+03, 9.903438565028250435e-11, 4.535217894384534622e-10, 4.660305099561936416e-10, 4.660305099561936416e-10, 4.454828392874521775e-10, 9.903438565028250435e-11, 4.535217894384534622e-10, 4.476410114792580169e-10, 3.553292697060218789e-10, 1.169981288089965606e-09, 3.319449581545043351e-10, 4.497160619225327654e-10
1.874000000000000000e+03, 1.446452162649238138e-10, 4.422853027091067007e-10, 5.080936108276556242e-10, 5.080936108276556242e-10, 4.689164794445590803e-10, 1.446452162649238138e-10, 4.422853027091067007e-10, 2.534221157230255471e-10, 3.214403591073911375e-10, 4.881022910829763589e-10, 3.794234500422774932e-10, 2.555415791550689556e-10
1.875000000000000000e+03, 1.359379194793261608e-10, 4.105972910501143523e-10, 3.532953815033258060e-10, 3.532953815033258060e-10, 2.970125047665719921e-10, 1.359379194793261608e-10, 4.105972910501143523e-10, 2.787198956747405240e-10, 3.419072819699628294e-10, 5.991112919075093772e-10, 2.747567312183951686e-10, 2.807908708537806911e-10
1.876000000000000000e+03, 1.452156506952197914e-10, 4.186534498238052153e-10, 4.691657987154372599e-10, 4.691657987154372599e-10, 5.165580597688602646e-10, 1.452156506952197914e-10, 4.186534498238052153e-10, 4.940937332378138054e-10, 3.193037617253028947e-10, 1.787260555449955627e-09, 2.222608822845014518e-10, 4.962129501234948552e-10
1.877000000000000000e+03, 1.485832597070915326e-10, 3.260633777945406737e-10, 3.357724998847331471e-10, 3.357724998847331471e-10, 3.457994395873445861e-10, 1.485832597070915326e-10, 3.260633777945406737e-10, 3.711629445520320430e-10, 3.110548917424857841e-10, 1.759577704489544828e-09, 2.842429100937449267e-10, 3.731682078019262404e-10
1.878000000000000000e+03, 9.323945430924507879e-11, 4.849066469388012159e-10, 6.018546166376222201e-10, 6.018546166376222201e-10, 4.554393910322743615e-10, 9.323945430924507879e-11, 4.849066469388012159e-10, 3.834881356133968702e-10, 3.649150630463148426e-10, 1.675023188648106067e-09, 2.412264706163807628e-10, 3.856108146333076668e-10
1.879000000000000000e+03, 1.424480478925889374e-10, 4.167209916692582821e-10, 6.985940567644195019e-10, 6.985940567644195019e-10, 3.702532550184678535e-10, 1.424480478925889374e-10, 4.167209916692582821e-10, 3.132459372859173612e-10, 3.613179584578321355e-10, 3.865920669300887534e-10, 2.701840603295918039e-10, 3.153873359246996254e-10
1.880000000000000000e+03, 1.098188953175981454e-10, 2.712165835362563508e-10, 6.576039795309648431e-10, 6.576039795309648431e-10, 3.421664367710931177e-10, 1.098188953175981454e-10, 2.712165835362563508e-10, 4.084119436102747584e-10, 3.051632963919579812e-10, 1.078059183513526750e-09, 3.592962734143760793e-10, 4.105600921383804955e-10
1.881000000000000000e+03, 1.679088552705567517e-10, 6.980006860926645611e-10, 5.281843144662197513e-10, 5.281843144662197513e-10, 3.572806180031728201e-10, 1.679088552705567517e-10, 6.980006860926645611e-10, 4.265761233070795900e-10, 3.424921100019660674e-10, 1.085767190130933342e-09, 3.287609349779888669e-10, 4.287445125548587747e-10
1.882000000000000000e+03, 1.572470473268821402e-10, 4.110353988354976576e-10, 8.347046578441975438e-10, 8.347046578441975438e-10, 4.332121488861467723e-10, 1.572470473268821402e-10, 4.110353988354976576e-10, 2.651760672457947998e-10, 2.807413368732458876e-10, 8.316534121682097598e-10, 3.612200558628244523e-10, 2.671631562873056479e-10
1.883000000000000000e+03, 8.491360702842545630e-11, 6.726087934298591255e-10, 6.928774447844151039e-10, 6.928774447844151039e-10, 4.983192201337971168e-10, 8.491360702842545630e-11, 6.726087934298591255e-10, 3.961385354147140077e-10, 3.783257414667296983e-10, 4.030623074736364027e-10, 4.304437157681441323e-10, 3.983039488984145003e-10
1.884000000000000000e+03, 1.615829651061894388e-10, 4.133628399693222937e-10, 5.853824894810798508e-10, 5.853824894810798508e-10, 4.242286188170979614e-10, 1.615829651061894388e-10, 4.133628399693222937e-10, 3.847337054017046890e-10, 3.388575371088986119e-10, 1.368449450364797398e-09, 3.132871820421638256e-10, 3.868658353995415068e-10
1.885000000000000000e+03, 1.221384907206829942e-10, 3.883954880058073805e-10, 5.231691462115102113e-10, 5.231691462115102113e-10, 2.798643085753130945e-10, 1.221384907206829942e-10, 3.883954880058073805e-10, 2.975641608405712984e-10, 3.031413693418152320e-10, 4.091970503064828597e-10, 5.138957472060593868e-10, 2.996593553665447174e-10
1.886000000000000000e+03, 1.423812630165518994e-10, 3.401830722432300013e-10, 3.810683447139871845e-10, 3.810683447139871845e-10, 5.876162867191844520e-10, 1.423812630165518994e-10, 3.401830722432300013e-10, 2.666160139929743339e-10, 2.965311055728412574e-10, 9.232692853482955401e-10, 3.745377238519360512e-10, 2.687315349490556260e-10
1.887000000000000000e+03, 1.053222879281368558e-10, 4.481920696932064639e-10, 6.144980027936422331e-10, 6.144980027936422331e-10, 5.285888798797603089e-10, 1.053222879281368558e-10, 4.481920696932064639e-10, 3.712233015264196525e-10, 3.143644195680159171e-10, 8.028705146640641258e-10, 3.905876443788227700e-10, 3.732386156738616815e-10
1.888000000000000000e+03, 1.083733204766760759e-10, 5.035514716934186427e-10, 5.080852643248640249e-10, 5.080852643248640249e-10, 4.256105619712210866e-10, 1.083733204766760759e-10, 5.035514716934186427e-10, 2.925441228864448400e-10, 3.324042807375621583e-10, 7.726400874958807011e-10, 6.015363130472201308e-10, 2.945635377662837647e-10
1.889000000000000000e+03, 1.227813586791974681e-10, 3.409119875671126033e-10, 5.843389904157168005e-10, 5.843389904157168005e-10, 4.849427303566721573e-10, 1.227813586791974681e-10, 3.409119875671126033e-10, 2.306082532643099892e-10, 3.061122822759478165e-10, 1.021767031150198450e-09, 3.969767194570178392e-10, 2.327434897951195122e-10
1.890000000000000000e+03, 9.554671653311675443e-11, 2.998980187012652145e-10, 8.932054768166566099e-10, 8.932054768166566099e-10, 3.097976824338740660e-10, 9.554671653311675443e-11, 2.998980187012652145e-10, 3.710494691195797606e-10, 3.717818527246562712e-10, 4.785351404034857217e-10, 3.204454905236055184e-10, 3.731959902528952597e-10
1.891000000000000000e+03, 1.058119484790171465e-10, 7.452976985341676003e-10, 5.794815882471517549e-10, 5.794815882471517549e-10, 4.042717058095540518e-10, 1.058119484790171465e-10, 7.452976985341676003e-10, 5.138417158120437705e-10, 3.107296013657414153e-10, 6.779042731358826501e-10, 5.560360981389546424e-10, 5.158742670587975092e-10
1.892000000000000000e+03, 1.639595783082869803e-10, 4.247043842466263700e-10, 4.060732838010614944e-10, 4.060732838010614944e-10, 3.700504272055113675e-10, 1.639595783082869803e-10, 4.247043842466263700e-10, 2.565192901099514841e-10, 2.801177110478292258e-10, 6.800390186541156618e-10, 4.484673674221349160e-10, 2.586782200938006905e-10
1.893000000000000000e+03, 9.870372475482884022e-11, 4.880686380925630647e-10, 5.606192452879159502e-10, 5.606192452879159502e-10, 3.776618400825701448e-10, 9.870372475482884022e-11, 4.880686380925630647e-10, 4.151689396151269309e-10, 3.180337877847264283e-10, 5.427155240003622426e-10, 3.485735776247616146e-10, 4.172632960770558596e-10
1.894000000000000000e+03, 9.084947787246208540e-11, 4.385349176246124540e-10, 4.314271491715896278e-10, 4.314271491715896278e-10, 3.632459527543132403e-10, 9.084947787246208540e-11, 4.385349176246124540e-10, 2.960867428291568522e-10, 3.653759922217089570e-10, 6.256273605603499992e-10, 3.057634616227185615e-10, 2.982512860247216982e-10
1.895000000000000000e+03, 1.232616056314705959e-10, 5.763888463427810404e-10, 5.569324200036513666e-10, 5.569324200036513666e-10, 3.700996308624548508e-10, 1.232616056314705959e-10, 5.763888463427810404e-10, 2.406423122373831022e-10, 3.255862988357730859e-10, 1.215251084507026505e-09, 3.067014761929685549e-10, 2.429149479139387117e-10
1.896000000000000000e+03, 1.934909333774221808e-10, 5.102505158784504970e-10, 4.954862534283114215e-10, 4.954862534283114215e-10, 4.007436970981952944e-10, 1.934909333774221808e-10, 5.102505158784504970e-10, 2.213027452673729521e-10, 3.471001180565661766e-10, 8.635500600381167302e-10, 2.103313729299911520e-10, 2.234699136145344489e-10
1.897000000000000000e+03, 1.183937586412506532e-10, 3.935514669252884793e-10, 6.942580577915302121e-10, 6.942580577915302121e-10, 3.405638586030110497e-10, 1.183937586412506532e-10, 3.935514669252884793e-10, 2.276130649234776071e-10, 3.043196817210583602e-10, 4.363462697682892649e-10, 4.647655725774447474e-10, 2.298278329630868122e-10
1.898000000000000000e+03, 9.249833274148418135e-11, 2.523072652407413501e-10, 7.339379215439733412e-10, 7.339379215439733412e-10, 4.042709851759776962e-10, 9.249833274148418135e-11, 2.523072652407413501e-10, 5.041273833707144751e-10, 2.978732426930099254e-10, 6.753183848598640678e-10, 3.917735205799167313e-10, 5.065332465516519535e-10
1.899000000000000000e+03, 1.961783395019057878e-10, 4.220793986248193861e-10, 7.136993655278439983e-10, 7.136993655278439983e-10, 4.195121909034478718e-10, 1.961783395019057878e-10, 4.220793986248193861e-10, 3.518397391852490963e-10, 3.272532936658083139e-10, 1.860794843582052697e-09, 2.813345057142239903e-10, 3.541019321816411088e-10
1.900000000000000000e+03, 1.502518626721270287e-10, 3.824608108841746290e-10, 6.224623580396013939e-10, 6.224623580396013939e-10, 5.327761406012195446e-10, 1.502518626721270287e-10, 3.824608108841746290e-10, 2.022053644010446434e-10, 2.980271650163605878e-10, 8.999493851960292215e-10, 2.394844248543477096e-10, 2.043337496352735662e-10
1.901000000000000000e+03, 9.742059525148816012e-11, 3.795119422127271365e-10, 6.114551274737341553e-10, 6.114551274737341553e-10, 3.294721897022440195e-10, 9.742059525148816012e-11, 3.795119422127271365e-10, 3.779908773575998599e-10, 3.486566653321351900e-10, 9.307097856195573052e-10, 3.589166761140058645e-10, 3.800288223379195494e-10
1.902000000000000000e+03, 1.581268921112036187e-10, 3.680473463009500633e-10, 2.395553597450258232e-10, 2.395553597450258232e-10, 4.387761755971950160e-10, 1.581268921112036187e-10, 3.680473463009500633e-10, 2.533467760634576352e-10, 3.529267452165196092e-10, 1.013572184824339056e-09, 2.482476469238571855e-10, 2.554534290639616530e-10
1.903000000000000000e+03, 1.272114061116660384e-10, 4.730268766626159766e-10, 3.790625097576052638e-10, 3.790625097576052638e-10, 4.863936078107840654e-10, 1.272114061116660384e-10, 4.730268766626159766e-10, 4.507878280378827150e-10, 3.624385024527956871e-10, 1.207223064051869865e-09, 3.752005096755757872e-10, 4.529452974568995086e-10
1.904000000000000000e+03, 8.404291026048055884e-11, 4.518114188024650692e-10, 3.859852482999590837e-10, 3.859852482999590837e-10, 3.386933101495992909e-10, 8.404291026048055884e-11, 4.518114188024650692e-10, 3.783525351019101124e-10, 3.402479245686859521e-10, 8.451657457973269989e-10, 3.916971666409068613e-10, 3.804466346025401985e-10
1.905000000000000000e+03, 1.355974233280577575e-10, 3.737880190221691992e-10, 6.171900051092793863e-10, 6.171900051092793863e-10, 6.853801872046645950e-10, 1.355974233280577575e-10, 3.737880190221691992e-10, 2.007445607727677593e-10, 3.182986161500767271e-10, 9.676282870370542765e-10, 4.711112493636723145e-10, 2.028871168669991478e-10
1.906000000000000000e+03, 1.014574027500041095e-10, 4.029092579302864904e-10, 5.414183226302184950e-10, 5.414183226302184950e-10, 6.478345454332850699e-10, 1.014574027500041095e-10, 4.029092579302864904e-10, 6.166918934264946785e-10, 2.911200833269459819e-10, 1.180217375318273121e-09, 4.701987049006853977e-10, 6.189171587498329643e-10
1.907000000000000000e+03, 1.145252183883696436e-10, 5.393456743173824037e-10, 5.458576543078903425e-10, 5.458576543078903425e-10, 2.925084212889355769e-10, 1.145252183883696436e-10, 5.393456743173824037e-10, 3.455859962346577833e-10, 3.564478105335791711e-10, 5.705624302829597846e-10, 4.004401045108693030e-10, 3.478036575173750694e-10
1.908000000000000000e+03, 1.266296621813699785e-10, 3.605840905248100963e-10, 6.597807013837724414e-10, 6.597807013837724414e-10, 3.238538066460111641e-10, 1.266296621813699785e-10, 3.605840905248100963e-10, 2.823787071184039463e-10, 3.388004268747816348e-10, 1.762440207039826924e-09, 3.332550300843846573e-10, 2.844618965175379854e-10
1.909000000000000000e+03, 1.106659692997233085e-10, 4.826759534060271006e-10, 4.006665162109133264e-10, 4.006665162109133264e-10, 4.218020458960872306e-10, 1.106659692997233085e-10, 4.826759534060271006e-10, 3.373481508606394562e-10, 3.722106759237720002e-10, 6.703473805707380568e-10, 4.854127605200572117e-10, 3.394732314770800138e-10
1.910000000000000000e+03, 1.325731239538149727e-10, 5.291371881571368125e-10, 4.712670808362356417e-10, 4.712670808362356417e-10, 4.684336212492490037e-10, 1.325731239538149727e-10, 5.291371881571368125e-10, 2.853861733313276762e-10, 3.680550486628946889e-10, 1.068731065847115849e-09, 3.064644696441440597e-10, 2.873319038402802046e-10
1.911000000000000000e+03, 1.351545111953206519e-10, 6.919933831505205060e-10, 4.736662398601987008e-10, 4.736662398601987008e-10, 3.933914313848358831e-10, 1.351545111953206519e-10, 6.919933831505205060e-10, 2.751568734831215648e-10, 3.318529558759467640e-10, 8.568256476588958386e-10, 3.048109020550405164e-10, 2.773437286912887212e-10
1.912000000000000000e+03, 1.256837809401987490e-10, 4.864307914080830332e-10, 5.543516403247187649e-10, 5.543516403247187649e-10, 4.044904068169113775e-10, 1.256837809401987490e-10, 4.864307914080830332e-10, 3.819212204120297955e-10, 3.084728973779367869e-10, 6.345319169450662312e-10, 3.561042412493640411e-10, 3.842370721215001389e-10
1.913000000000000000e+03, 9.387237977071315847e-11, 4.620354290826087759e-10, 4.324310753904179335e-10, 4.324310753904179335e-10, 3.389253982774546584e-10, 9.387237977071315847e-11, 4.620354290826087759e-10, 3.298908621299813303e-10, 3.394195282162006505e-10, 9.919288259437141729e-10, 3.431317293665791423e-10, 3.321536550566374521e-10
1.914000000000000000e+03, 1.176792818847293962e-10, 5.360496145924793031e-10, 5.556567626235242500e-10, 5.556567626235242500e-10, 5.347310513077265333e-10, 1.176792818847293962e-10, 5.360496145924793031e-10, 4.663720811200086237e-10, 3.328179940918668980e-10, 7.827291116777741696e-10, 3.883205960471620819e-10, 4.685971072078160296e-10
1.915000000000000000e+03, 7.320207266570683750e-11, 4.315956231966771845e-10, 6.362643488975225893e-10, 6.362643488975225893e-10, 3.536904385228661414e-10, 7.320207266570683750e-11, 4.315956231966771845e-10, 2.528815233222912191e-10, 3.400150906910324499e-10, 8.247847142944169362e-10, 4.182136193659548339e-10, 2.550886256695694854e-10
1.916000000000000000e+03, 1.175522999344002931e-10, 3.718771970658492800e-10, 5.418167508482431068e-10, 5.418167508482431068e-10, 4.830586643091176935e-10, 1.175522999344002931e-10, 3.718771970658492800e-10, 2.995135843840628883e-10, 4.284076123687290074e-10, 1.144401820225471174e-09, 3.990032479120166041e-10, 3.018071611417656501e-10
1.917000000000000000e+03, 1.207238644737707772e-10, 3.650313320125248571e-10, 4.881551120345519739e-10, 4.881551120345519739e-10, 4.203911405306464902e-10, 1.207238644737707772e-10, 3.650313320125248571e-10, 2.858491734206657584e-10, 3.714172167176001103e-10, 9.400288097115680995e-10, 1.756032281832741646e-10, 2.879779807282631697e-10
1.918000000000000000e+03, 1.191093296567077452e-10, 3.869855042470251489e-10, 4.053048118068825346e-10, 4.053048118068825346e-10, 4.682914964446665805e-10, 1.191093296567077452e-10, 3.869855042470251489e-10, 3.697657971921892924e-10, 3.689269707220585533e-10, 9.895061484563985084e-10, 3.022102506012154048e-10, 3.719834844294506795e-10
1.919000000000000000e+03, 7.716137889818401494e-11, 2.931795351750538151e-10, 4.262346673766896471e-10, 4.262346673766896471e-10, 5.080341117244183145e-10, 7.716137889818401494e-11, 2.931795351750538151e-10, 3.006593893963937399e-10, 3.251826079738607452e-10, 1.323578944649430360e-09, 3.550651146804557858e-10, 3.028606344900814222e-10
1.920000000000000000e+03, 1.177428109712418246e-10, 5.754026483049374721e-10, 3.975901693757586915e-10, 3.975901693757586915e-10, 3.606843372385276672e-10, 1.177428109712418246e-10, 5.754026483049374721e-10, 2.564271769590170576e-10, 3.301698224819775373e-10, 8.537703656113548310e-10, 3.543175490432861268e-10, 2.586703309930295694e-10
1.921000000000000000e+03, 1.403357045682060067e-10, 5.414066630346044165e-10, 3.784322614051012476e-10, 3.784322614051012476e-10, 3.008687661987590829e-10, 1.403357045682060067e-10, 5.414066630346044165e-10, 3.023258983092530801e-10, 3.352317937263876046e-10, 1.137016031412875735e-09, 3.142634594640540321e-10, 3.046800939452019122e-10
1.922000000000000000e+03, 9.694651432490076613e-11, 4.812908149802272927e-10, 4.600515600223816974e-10, 4.600515600223816974e-10, 5.246722686936347841e-10, 9.694651432490076613e-11, 4.812908149802272927e-10, 4.597242315873277643e-10, 2.957255589459490184e-10, 1.388249132461169507e-09, 4.446682032520398170e-10, 4.620954238265813591e-10
1.923000000000000000e+03, 1.387523755662330144e-10, 5.554847024637377860e-10, 4.465876626492926949e-10, 4.465876626492926949e-10, 4.941507106994447494e-10, 1.387523755662330144e-10, 5.554847024637377860e-10, 3.941097571377621022e-10, 3.134663812549406344e-10, 7.735810324284167501e-10, 4.334227806098556731e-10, 3.964245381815187709e-10
1.924000000000000000e+03, 1.023651637203122222e-10, 6.581988904524773899e-10, 5.452903319324126192e-10, 5.452903319324126192e-10, 4.898758036576455061e-10, 1.023651637203122222e-10, 6.581988904524773899e-10, 2.892158737003633812e-10, 3.197143993306139966e-10, 4.274675312809668114e-10, 4.336639131511790009e-10, 2.916207007415966681e-10
1.925000000000000000e+03, 1.123670928000552636e-10, 4.677863504238687175e-10, 2.026602906974472344e-10, 2.026602906974472344e-10, 7.355755752472495513e-10, 1.123670928000552636e-10, 4.677863504238687175e-10, 3.233257383007022458e-10, 3.376265545985191105e-10, 1.261544905983499551e-09, 3.049117620748288840e-10, 3.257379620929867887e-10
1.926000000000000000e+03, 1.110039244822182066e-10, 4.033576356824139259e-10, 3.563158757659027049e-10, 3.563158757659027049e-10, 3.899007951892127498e-10, 1.110039244822182066e-10, 4.033576356824139259e-10, 2.722883281779926354e-10, 3.404653365624391931e-10, 8.371901148663366876e-10, 3.274987654021513140e-10, 2.748222785663010021e-10
1.927000000000000000e+03, 9.916222954865837704e-11, 4.889743439041189032e-10, 4.942276003236787913e-10, 4.942276003236787913e-10, 4.517565514560502418e-10, 9.916222954865837704e-11, 4.889743439041189032e-10, 2.782607840709948610e-10, 3.471510783138931738e-10, 9.894827950965995179e-10, 4.540017695039603208e-10, 2.808257647274473025e-10
1.928000000000000000e+03, 1.221557608743801875e-10, 5.811223157769984898e-10, 5.705411023684966630e-10, 5.705411023684966630e-10, 5.191559596169097957e-10, 1.221557608743801875e-10, 5.811223157769984898e-10, 2.934899896280546122e-10, 2.907141717780350537e-10, 9.290925370455576487e-10, 3.601179661868059409e-10, 2.959712609726125000e-10
1.929000000000000000e+03, 1.268916268244927755e-10, 7.971548855060925997e-10, 4.255772827905952544e-10, 4.255772827905952544e-10, 4.368406223500038705e-10, 1.268916268244927755e-10, 7.971548855060925997e-10, 2.728950306837073723e-10, 3.290883466253139690e-10, 8.109646981821186183e-10, 2.903237423577170870e-10, 2.755242899999204133e-10
1.930000000000000000e+03, 9.202016311292407964e-11, 6.632613901820515251e-10, 4.930057845732580152e-10, 4.930057845732580152e-10, 6.707986448754533404e-10, 9.202016311292407964e-11, 6.632613901820515251e-10, 3.327183674324137931e-10, 3.083909891288888821e-10, 4.826993769732827836e-10, 3.651081560073967412e-10, 3.351979231790337436e-10
