year, CESM2-WACCM, UKESM1-0-LL, INM-CM4-8, MPI-ESM1-2-LR, INM-CM5-0, MIROC-ES2L, EC-Earth3-Veg, CMCC-ESM2, TaiESM1, GFDL-ESM4, NorESM2-LM, ACCESS-ESM1-5, CanESM5, CNRM-ESM2-1, IPSL-CM6A-LR, NorESM2-MM
1.974000000000000000e+03, 1.127087382611556610e+00, 1.629338291516000403e+00, 8.809237538102511200e-01, 1.311740437623757360e+00, 8.838526796821419840e-01, 5.508462872644876995e-01, 7.674281886572482669e-01, 1.707601532548661094e+00, 9.937813238396735471e-01, 2.242620343788890303e+00, 1.015106755579720410e+00, 1.075943689434425421e+00, 7.878005018688627459e-01, 1.058699423019703989e+00, 6.776022408832862443e-01, 9.734508413406091076e-01
1.975000000000000000e+03, 1.098796427828102162e+00, 1.646357883186457149e+00, 9.195462169118396867e-01, 1.292927182223163385e+00, 8.992618358232966624e-01, 5.966527029072044019e-01, 7.669495408295593508e-01, 1.694497954450797428e+00, 1.021421688533539873e+00, 2.237007762418541379e+00, 9.671659228180656820e-01, 1.079730367430703719e+00, 8.157983681377893870e-01, 9.839163311245079369e-01, 7.009622983968338827e-01, 9.966091325705767057e-01
1.976000000000000000e+03, 1.114986664038263298e+00, 1.654934720686494831e+00, 9.178371784040142423e-01, 1.278613655563335394e+00, 8.543822235260349895e-01, 5.970110291127986857e-01, 7.688968522979091613e-01, 1.703857782159550638e+00, 9.990022826501202546e-01, 2.224572240646370158e+00, 1.029201600705851094e+00, 1.100072555380348982e+00, 8.362422219187755079e-01, 9.664268909469690971e-01, 7.046883672559431933e-01, 1.003860429876396232e+00
1.977000000000000000e+03, 1.174040291492424837e+00, 1.586834922398926651e+00, 8.801847765074621854e-01, 1.293465170047547241e+00, 9.181500877498705027e-01, 6.146671488938126870e-01, 7.881494432353566282e-01, 1.745014263673570820e+00, 1.008838473725199414e+00, 2.222922030000367144e+00, 1.054906945795923923e+00, 1.099148637577425758e+00, 8.299093987086176849e-01, 9.712346716232594934e-01, 6.883315853971204712e-01, 1.009804854896309667e+00
1.978000000000000000e+03, 1.121120590296586617e+00, 1.605297889945001888e+00, 9.084615235912477660e-01, 1.298006725635215242e+00, 9.045269787009675433e-01, 5.901485326381892271e-01, 8.029552263539100343e-01, 1.755261872986963345e+00, 1.011529741101340418e+00, 2.218883143879001985e+00, 1.009337885088414488e+00, 1.092641816829582835e+00, 8.411952109600053795e-01, 9.952798552790362852e-01, 6.843508170052665651e-01, 1.038939742282954271e+00
1.979000000000000000e+03, 1.142229963521536051e+00, 1.617348997679151967e+00, 8.974627625750218884e-01, 1.304187206500245111e+00, 8.957192009284981049e-01, 5.929204634861908740e-01, 8.320017601217241099e-01, 1.736713979363740723e+00, 1.017918458389531322e+00, 2.199036245353968244e+00, 1.053038490285425066e+00, 1.076669805689635551e+00, 8.114547597457845152e-01, 1.047618100825708609e+00, 7.038176268348039777e-01, 9.792015347020470717e-01
1.980000000000000000e+03, 1.125826215190254498e+00, 1.602776735066758773e+00, 8.942371631323609016e-01, 1.316092543220356958e+00, 8.875967927833484650e-01, 5.979258910800950844e-01, 8.153506299541214419e-01, 1.720932403827500456e+00, 1.038749323758388021e+00, 2.187665650849154098e+00, 1.034782552916762910e+00, 1.094875601265842047e+00, 8.063073763471924060e-01, 9.810718274173639841e-01, 6.994995530143183204e-01, 9.977110267712494540e-01
1.981000000000000000e+03, 1.086590576294338639e+00, 1.605243434982982498e+00, 8.944093045120889984e-01, 1.306658359763075206e+00, 8.648142714141690002e-01, 5.905094520700056027e-01, 7.874937457019490772e-01, 1.710730003540325672e+00, 1.077082098117792874e+00, 2.211149843802829640e+00, 1.061627183214623571e+00, 1.089533231569854266e+00, 8.076589987603994825e-01, 1.051711968822807375e+00, 6.954821338638542683e-01, 1.007488545721572537e+00
1.982000000000000000e+03, 1.122457188086273483e+00, 1.594862104637208233e+00, 8.869439031898402881e-01, 1.303938970474603609e+00, 9.094903774958533749e-01, 5.606608116576142775e-01, 8.111341119972060865e-01, 1.774675122601732102e+00, 1.046446357020653695e+00, 2.227640132793795580e+00, 1.085479084628203861e+00, 1.091678839274093260e+00, 8.296967459989166294e-01, 9.589766150413746582e-01, 6.611589187384790955e-01, 1.015419177205344914e+00
1.983000000000000000e+03, 1.114942438182781270e+00, 1.610140504851889531e+00, 8.268736498324703588e-01, 1.310245003861756130e+00, 9.277187357629147479e-01, 6.128150169398285385e-01, 7.901087548183959308e-01, 1.778527625656493472e+00, 1.042408025634722346e+00, 2.209089494748916582e+00, 1.080357918602274925e+00, 1.098065535711624241e+00, 8.343303192976496696e-01, 1.014367289687560403e+00, 6.781442226987500765e-01, 1.048258554441377166e+00
1.984000000000000000e+03, 1.105871078129109675e+00, 1.618524936164317918e+00, 9.169443887739698873e-01, 1.314853821452746763e+00, 9.230518733306870560e-01, 6.261568723957338101e-01, 8.147601574837739502e-01, 1.740567267964389986e+00, 1.036669717128307244e+00, 2.210255344289520973e+00, 1.116774916732886425e+00, 1.092716896757906175e+00, 8.496888985198862709e-01, 1.008928037923758403e+00, 6.841416563942687157e-01, 1.004197724733395747e+00
1.985000000000000000e+03, 1.007768870624729418e+00, 1.632301733014183354e+00, 8.972678635299602412e-01, 1.321571863947204051e+00, 9.159639062022193468e-01, 6.393231210019958421e-01, 7.981102779707707207e-01, 1.843751912593195375e+00, 1.071013203935975877e+00, 2.217959691179490100e+00, 1.129055962435433935e+00, 1.095297408617533996e+00, 8.537226287369708011e-01, 1.023413676515745996e+00, 6.942498366934690690e-01, 1.035425277115666454e+00
1.986000000000000000e+03, 1.073934951146936712e+00, 1.624789186111523343e+00, 9.459909356369619049e-01, 1.314625534077386249e+00, 8.293392840595881221e-01, 6.657907676204204428e-01, 8.160157638334799568e-01, 1.811637643560819466e+00, 1.070242786707923610e+00, 2.230114504436739864e+00, 1.119218489466101030e+00, 1.105047337932973939e+00, 8.748381520893847574e-01, 1.003036617201438219e+00, 6.990590267961029891e-01, 1.039372438441758195e+00
1.987000000000000000e+03, 1.115015737198246981e+00, 1.644127309183016417e+00, 8.932711507170916221e-01, 1.314501998670037253e+00, 8.611892873544630955e-01, 6.354651011997070054e-01, 7.555227178331102023e-01, 1.806625410580240843e+00, 1.064156746640912754e+00, 2.227620553352489541e+00, 1.107011762492892792e+00, 1.109776127573263604e+00, 8.430398111934438443e-01, 1.028790737522288445e+00, 7.251971740309858250e-01, 1.045930028571752324e+00
1.988000000000000000e+03, 1.139103317401618298e+00, 1.652192558152297153e+00, 9.181014793520910766e-01, 1.310262321247844142e+00, 9.213625822101075835e-01, 6.678816947782999502e-01, 8.073457004942400372e-01, 1.844099868185609559e+00, 1.070193080508333061e+00, 2.244070809627234375e+00, 1.115840202496916511e+00, 1.124044451126554822e+00, 8.512810718600500870e-01, 9.939130233081229226e-01, 7.434895772860841134e-01, 1.068488611976492475e+00
1.989000000000000000e+03, 1.168013237920726421e+00, 1.655750519758358630e+00, 9.297071470792384051e-01, 1.332969598367504949e+00, 8.934036052645646375e-01, 6.407531515506789122e-01, 7.932218955986477527e-01, 1.807487094394805593e+00, 1.074721247949981473e+00, 2.235846258575000967e+00, 1.169286024679117908e+00, 1.133001094932730268e+00, 8.513253087010671516e-01, 1.027393748376803195e+00, 7.680856461112274269e-01, 1.102724162015335407e+00
1.990000000000000000e+03, 1.153575175600185077e+00, 1.666684549820187433e+00, 9.582162639901028456e-01, 1.329145457454830925e+00, 8.657054450973888926e-01, 6.500915617709421834e-01, 8.444074376356190959e-01, 1.758411083690985199e+00, 1.097370327130778422e+00, 2.251026139662255510e+00, 1.114162081081443878e+00, 1.149418518020452140e+00, 8.886490838309134555e-01, 1.092281950339112795e+00, 7.690347195739095643e-01, 1.113928138674976642e+00
1.991000000000000000e+03, 1.215252273392688487e+00, 1.718214660130629401e+00, 9.352167709217562575e-01, 1.329217873459035859e+00, 8.876787546013102936e-01, 6.402602794160104915e-01, 8.106667725869803887e-01, 1.718095659675619613e+00, 1.124499252739735278e+00, 2.245854160491363771e+00, 1.098355679555547360e+00, 1.165562638588556021e+00, 8.862441332509818359e-01, 1.057270112212543411e+00, 7.818628459831079569e-01, 1.125559212368408613e+00
1.992000000000000000e+03, 1.220121483015207842e+00, 1.691377059946117534e+00, 8.640387106200216882e-01, 1.341858653885773078e+00, 9.028642682368180905e-01, 5.963079029450020219e-01, 8.502528980697148242e-01, 1.770351349992070000e+00, 1.089134227168447211e+00, 2.236415842282989619e+00, 1.088604873345384583e+00, 1.164000702251747121e+00, 8.750471203857894675e-01, 1.033136431914716935e+00, 7.838056061236607919e-01, 1.109172398621903088e+00
1.993000000000000000e+03, 1.220790865552093374e+00, 1.728655645469988844e+00, 8.843545817216103000e-01, 1.327966078299836372e+00, 9.469466335105850563e-01, 6.164217255236917881e-01, 8.896028570181714334e-01, 1.797366033857022094e+00, 1.076132399906829740e+00, 2.233740887615104587e+00, 1.033066315464304274e+00, 1.159976935312744928e+00, 8.465397890465027331e-01, 1.040851333406177526e+00, 7.877594103926840452e-01, 1.141868298626907308e+00
1.994000000000000000e+03, 1.201436177605368805e+00, 1.720339805655703103e+00, 9.410473700885115811e-01, 1.334170332618994426e+00, 9.415626805061289017e-01, 6.472038105399855468e-01, 8.569779995931643413e-01, 1.781505554576006567e+00, 1.094246935429037171e+00, 2.204922408577874915e+00, 1.028773800720312881e+00, 1.162425931318706862e+00, 8.565335225665702268e-01, 1.083737297974928016e+00, 8.021810751383254834e-01, 1.133081824058951748e+00
1.995000000000000000e+03, 1.164186665207145310e+00, 1.664464305524494758e+00, 9.090510476811817231e-01, 1.327407024573182159e+00, 9.552194788451853213e-01, 6.577081437833249833e-01, 8.812336040003503346e-01, 1.816039686999547875e+00, 1.139401890605447054e+00, 2.230859517263863445e+00, 1.018185310294985157e+00, 1.183439037221193146e+00, 8.931348786948497542e-01, 1.028324591712005409e+00, 8.223141344746166537e-01, 1.098575792454924649e+00
1.996000000000000000e+03, 1.151739069163367546e+00, 1.738519230031131624e+00, 9.395017700424960205e-01, 1.347510894805612036e+00, 9.415549085198200441e-01, 6.256194894884782309e-01, 8.475969562132555923e-01, 1.813846749468897679e+00, 1.145577948302849425e+00, 2.289979244225062605e+00, 1.068721303173570281e+00, 1.200232316151754297e+00, 8.724434186982136241e-01, 1.027966056757298352e+00, 8.345255088644810693e-01, 1.169372096893082080e+00
1.997000000000000000e+03, 1.170193101223789167e+00, 1.749084713698375149e+00, 9.760028457627641929e-01, 1.329815148163725258e+00, 9.151076180672641502e-01, 6.509295456807024927e-01, 8.327106402372909111e-01, 1.837806511405729148e+00, 1.117226505201284414e+00, 2.295204203269022081e+00, 1.065739213314376599e+00, 1.202031046291212490e+00, 8.674860304627347585e-01, 1.103948285769692061e+00, 8.373937608037212987e-01, 1.146057071815753670e+00
1.998000000000000000e+03, 1.206770100965059322e+00, 1.730855083437015107e+00, 9.918221563947621222e-01, 1.349323860572651412e+00, 9.467208932177970659e-01, 6.300421216089669985e-01, 8.930630931039171827e-01, 1.898674411051972433e+00, 1.148686937215645631e+00, 2.290126785272175169e+00, 1.052085589674915722e+00, 1.221571856669001255e+00, 9.002985560600168524e-01, 1.044729194614393286e+00, 8.504127054271810593e-01, 1.174124670835633655e+00
1.999000000000000000e+03, 1.181198596520666166e+00, 1.743610566075328494e+00, 9.807582367743761242e-01, 1.377390425319378497e+00, 9.397525652563080145e-01, 6.696524435480769588e-01, 9.484113145240313791e-01, 1.894866696573758169e+00, 1.148409960068280222e+00, 2.291446449658987028e+00, 1.138424542390680250e+00, 1.221770549525872385e+00, 9.032277800529847633e-01, 1.131091299139038941e+00, 8.471668227992519284e-01, 1.115935299765087985e+00
2.000000000000000000e+03, 1.167751071207448366e+00, 1.787631892233090269e+00, 9.835198543179496378e-01, 1.365308865190699272e+00, 9.405696338214997176e-01, 6.885627758131143139e-01, 9.802283850460745684e-01, 1.905815565813323564e+00, 1.135443146304004891e+00, 2.318200289975097750e+00, 1.188340786229729051e+00, 1.226932239361563148e+00, 8.761757884392012974e-01, 1.094628904701079986e+00, 8.460184697876224069e-01, 1.137886009009221988e+00
2.001000000000000000e+03, 1.202096023300653460e+00, 1.739387557157643593e+00, 1.002803171505021629e+00, 1.389640040278125488e+00, 9.364137558808766082e-01, 6.564701978910315594e-01, 9.691978134402414735e-01, 1.904375079901862833e+00, 1.159329788876567235e+00, 2.323716216308844729e+00, 1.149130860555293232e+00, 1.209579094239576991e+00, 9.333685993493680000e-01, 1.087374733706711893e+00, 8.585478925110858750e-01, 1.145208790914114871e+00
2.002000000000000000e+03, 1.261633958125081056e+00, 1.767062982656022685e+00, 9.037056773366282103e-01, 1.371568579912245900e+00, 9.732916351160365576e-01, 6.372267490529809342e-01, 9.510992269516234110e-01, 1.818435852042336709e+00, 1.163148804327146735e+00, 2.316457541094528061e+00, 1.173934129951769600e+00, 1.212334504171213467e+00, 9.103681042443302340e-01, 1.100193306757702549e+00, 8.067934111513833662e-01, 1.133262334370399360e+00
2.003000000000000000e+03, 1.236345455212362943e+00, 1.752269651686511720e+00, 9.519299514911221394e-01, 1.367714039135004001e+00, 9.722202903189018919e-01, 6.827800804070203178e-01, 8.722922379835442719e-01, 1.837821041984069481e+00, 1.115528321137575718e+00, 2.310513781325995275e+00, 1.156674039066018178e+00, 1.239648193703892121e+00, 9.223478762560183286e-01, 1.145962797494553653e+00, 8.500355998923774248e-01, 1.150908307486114168e+00
2.004000000000000000e+03, 1.306038002268228970e+00, 1.758867379465536285e+00, 9.702866809337847842e-01, 1.363926334543703156e+00, 9.351372956485385357e-01, 6.619759042953089478e-01, 8.917870560018766879e-01, 1.867815730528901375e+00, 1.113856008408275367e+00, 2.320243813041489300e+00, 1.154943908470470015e+00, 1.264880454238770824e+00, 9.042083567593545146e-01, 1.100678567675297259e+00, 8.248159280501187185e-01, 1.161842470671325955e+00
2.005000000000000000e+03, 1.338946684200615467e+00, 1.793176021316625235e+00, 9.595875806141493936e-01, 1.399253426713360282e+00, 9.571662220153511758e-01, 6.957180182167674865e-01, 8.704764237572765184e-01, 1.972659624740547901e+00, 1.153550326333281140e+00, 2.339402860297053799e+00, 1.156175610348105565e+00, 1.276340298519362149e+00, 8.754287952089574443e-01, 1.075278672011921843e+00, 8.441636446903041380e-01, 1.183351687023681542e+00
2.006000000000000000e+03, 1.311057470699893868e+00, 1.726749639721853802e+00, 9.856345281743587039e-01, 1.393748185972230713e+00, 9.560726176123335307e-01, 7.054687169140376746e-01, 8.866566964702435882e-01, 1.957382553935913538e+00, 1.175961426663442611e+00, 2.331726105756974032e+00, 1.177614520937817932e+00, 1.275003660194585775e+00, 9.048799723473329726e-01, 1.133473978616031275e+00, 8.664182005206260140e-01, 1.227038210942481333e+00
2.007000000000000000e+03, 1.324009157164399264e+00, 1.753934723037385846e+00, 9.773004215728473554e-01, 1.388219636282469915e+00, 9.695904853216190666e-01, 6.457381563316348938e-01, 9.141210535361413703e-01, 1.943280087142833512e+00, 1.161768529926030968e+00, 2.335753431621162335e+00, 1.252236624110111274e+00, 1.279892098804875644e+00, 9.022297195655145652e-01, 1.160714573645604597e+00, 8.503090241293791429e-01, 1.252863527325436932e+00
2.008000000000000000e+03, 1.277171036888701261e+00, 1.774730495429454713e+00, 9.339316466911230519e-01, 1.398584855943909355e+00, 1.001535876597960506e+00, 6.747857157390351190e-01, 9.598528710089052618e-01, 1.991830574565160772e+00, 1.160766057766534631e+00, 2.357957248662253313e+00, 1.252087538592868254e+00, 1.281224701885530504e+00, 9.186083623920843211e-01, 1.091241000345512191e+00, 8.703052309851682100e-01, 1.218243863138007699e+00
2.009000000000000000e+03, 1.295847252618638201e+00, 1.756019105970393124e+00, 9.538810479694623812e-01, 1.404700290143982455e+00, 1.008073688743587049e+00, 6.721851247394838857e-01, 9.871053867767020096e-01, 2.074510887186962638e+00, 1.125522114406865448e+00, 2.380758420180284052e+00, 1.249533149184309133e+00, 1.301922128981780169e+00, 9.143129090380573976e-01, 1.097248869071714150e+00, 8.851682502628740457e-01, 1.267285041077263585e+00
2.010000000000000000e+03, 1.323780252853020922e+00, 1.775168122139748839e+00, 9.648333911320963185e-01, 1.404655452072527178e+00, 9.372194030517447816e-01, 6.800598021111928793e-01, 1.006577160930088644e+00, 1.979424170793830706e+00, 1.188725250061330563e+00, 2.353023350410041736e+00, 1.241130371866479676e+00, 1.297627318476002545e+00, 9.154154889956072072e-01, 1.125903660467912681e+00, 8.854645881020120068e-01, 1.304549839484865581e+00
2.011000000000000000e+03, 1.360085659517160428e+00, 1.842014964027401946e+00, 9.811863728477479007e-01, 1.394057939049255124e+00, 9.504883176061701411e-01, 6.836468260029135990e-01, 1.002057905155445017e+00, 1.925119468364526965e+00, 1.188597984984314460e+00, 2.360649619920408337e+00, 1.290356302225026175e+00, 1.297507709650421281e+00, 9.055264941348121210e-01, 1.104939859108182709e+00, 8.696240420892563661e-01, 1.262507959607316099e+00
2.012000000000000000e+03, 1.334457090555259517e+00, 1.829806192488619088e+00, 9.761093887788542256e-01, 1.398697915343110720e+00, 9.504698783772689286e-01, 6.942197811580106404e-01, 1.029687865805621660e+00, 1.983599424775105868e+00, 1.166927967167372016e+00, 2.334725489848709312e+00, 1.251208303371268427e+00, 1.298872328192051340e+00, 9.317661317588979975e-01, 1.107002755345172007e+00, 8.942809778673456167e-01, 1.209524103505750903e+00
2.013000000000000000e+03, 1.343302644551116698e+00, 1.812365291133805068e+00, 9.482593035813418059e-01, 1.417716244340281095e+00, 9.710278802674493503e-01, 7.373977303355190305e-01, 1.001054498685226557e+00, 2.001557117527952734e+00, 1.158709113717402817e+00, 2.380545118631125057e+00, 1.297152461616231767e+00, 1.311582103108196007e+00, 9.453340483014549545e-01, 1.161578738626968477e+00, 9.247162462387935600e-01, 1.241370138994554173e+00
2.014000000000000000e+03, 1.338986343343795848e+00, 1.842830276255468691e+00, 9.713566642683000296e-01, 1.411241369924630895e+00, 9.706806938551177932e-01, 7.424795808178550338e-01, 9.978513356894490594e-01, 1.997621043474450575e+00, 1.189678589013441590e+00, 2.368368229804332703e+00, 1.308933821716556922e+00, 1.296431317392736426e+00, 9.563471582304848839e-01, 1.153615651463145264e+00, 9.250793995094260813e-01, 1.231819957522966691e+00
