year, EC-Earth3-Veg, CNRM-ESM2-1, NorESM2-MM, NorESM2-MM, NorESM2-LM, CESM2-WACCM, TaiESM1, TaiESM1, GFDL-ESM4, MPI-ESM1-2-LR, GFDL-ESM4, CNRM-ESM2-1
1.940000000000000000e+03, 2.286534044918637263e-10, 5.386188917062672893e-10, 7.937906821096626934e-11, 7.937906821096626934e-11, 7.698450032573619192e-11, 1.454270976174237716e-10, 1.517494055128644958e-10, 1.517494055128644958e-10, 1.388921399019161985e-10, 2.581893628218481886e-10, 1.512604692378842799e-10, 5.386188917062672893e-10
1.941000000000000000e+03, 1.621585139155247169e-10, 3.882465930554761809e-10, 1.722841438509277198e-10, 1.722841438509277198e-10, 2.085738324434660461e-11, 1.066275312109733982e-10, 1.506373894463280159e-10, 1.506373894463280159e-10, 2.151689595225215841e-10, 3.574044823283930980e-10, 2.272240767317843207e-10, 3.882465930554761809e-10
1.942000000000000000e+03, 1.686548357958129025e-10, 4.439549434382758761e-10, 2.506061902068967014e-10, 2.506061902068967014e-10, 4.758942926126371747e-11, 8.722512383708184931e-11, 1.485614169238892886e-10, 1.485614169238892886e-10, 2.512731647654505980e-10, 2.062457248032014726e-10, 2.620256130841106130e-10, 4.439549434382758761e-10
1.943000000000000000e+03, 1.346252867708725516e-10, 3.394586009748851391e-10, 2.581151114303321427e-10, 2.581151114303321427e-10, 3.050951957345879893e-11, 5.354471951295612729e-11, 1.295972430378329553e-10, 1.295972430378329553e-10, 2.122338510368763388e-10, 2.256680488973655615e-10, 2.222704337314058508e-10, 3.394586009748851391e-10
1.944000000000000000e+03, 1.356058017195891626e-10, 2.464358031441734108e-10, 2.532708979260906202e-10, 2.532708979260906202e-10, 2.318018767788451478e-11, 3.900782235225486954e-11, 1.492736156123326669e-10, 1.492736156123326669e-10, 1.842714001699152354e-10, 1.934656227022892628e-10, 1.939879021278482707e-10, 2.464358031441734108e-10
1.945000000000000000e+03, 2.130041923226079135e-10, 2.402428106744349357e-10, 1.297601149415341196e-10, 1.297601149415341196e-10, 1.003909455849346677e-10, 7.500234553550306972e-11, 1.429844178296009340e-10, 1.429844178296009340e-10, 1.817717558516982924e-10, 1.132158836159325710e-10, 1.905531421147693664e-10, 2.402428106744349357e-10
1.946000000000000000e+03, 1.537183240733034812e-10, 4.984135630966142911e-10, 1.533045428025564293e-10, 1.533045428025564293e-10, 6.024821886950093448e-11, 1.149512848211159109e-10, 1.392102934669356342e-10, 1.392102934669356342e-10, 3.915956690437072650e-10, 2.163920584856373507e-10, 3.997314771310099173e-10, 4.984135630966142911e-10
1.947000000000000000e+03, 1.268179395912667766e-10, 5.819376468427204998e-10, 1.233776130727873476e-10, 1.233776130727873476e-10, 4.810548134800100161e-11, 6.495232653738389925e-11, 1.470034116673303318e-10, 1.470034116673303318e-10, 4.553153563862783716e-10, 2.585915397964163427e-10, 4.638236853661554614e-10, 5.819376468427204998e-10
1.948000000000000000e+03, 2.138894204030998455e-10, 4.356566947300050780e-10, 2.017785485031171904e-10, 2.017785485031171904e-10, 5.110211679209280334e-11, 5.993142079618390520e-11, 1.357744306941954300e-10, 1.357744306941954300e-10, 4.356384706868564169e-10, 2.072844270203867808e-10, 4.435394734118889511e-10, 4.356566947300050780e-10
1.949000000000000000e+03, 1.227131683013330586e-10, 3.919831557693817473e-10, 2.549085203978026600e-10, 2.549085203978026600e-10, 5.578549768487196926e-11, 8.150315479954613802e-11, 1.412106726987447147e-10, 1.412106726987447147e-10, 3.158964247218967214e-10, 2.189126036243920187e-10, 3.234914157474796749e-10, 3.919831557693817473e-10
1.950000000000000000e+03, 1.011228484187437431e-10, 3.020984051486905224e-10, 1.224143427825300036e-10, 1.224143427825300036e-10, 4.312662255444917926e-11, 4.474753073262343474e-11, 1.680173785057193342e-10, 1.680173785057193342e-10, 3.070007451054156743e-10, 1.326169423073942570e-10, 3.143666464626425416e-10, 3.020984051486905224e-10
1.951000000000000000e+03, 7.617166737356618338e-11, 2.612433063085475737e-10, 1.343744374796214650e-10, 1.343744374796214650e-10, 3.426710779323955557e-11, 6.387801141840330729e-11, 1.378285531285324568e-10, 1.378285531285324568e-10, 2.162971066375642062e-10, 2.699739104247087457e-10, 2.242371075073699273e-10, 2.612433063085475737e-10
1.952000000000000000e+03, 1.227346186763236412e-10, 3.163277363706206191e-10, 2.723514654322099941e-10, 2.723514654322099941e-10, 6.345414326234744488e-11, 1.447888644498286125e-10, 1.349291142263117934e-10, 1.349291142263117934e-10, 2.267424788098331159e-10, 1.371358406212932451e-10, 2.361516349604486179e-10, 3.163277363706206191e-10
1.953000000000000000e+03, 2.212506021720051873e-10, 3.537007115847161202e-10, 8.935754541285106550e-11, 8.935754541285106550e-11, 2.332466113063698863e-11, 7.272393948100930126e-11, 1.582803428112804164e-10, 1.582803428112804164e-10, 1.873066758644710233e-10, 1.911136704851937600e-10, 1.974322587698557634e-10, 3.537007115847161202e-10
1.954000000000000000e+03, 2.103446422647521817e-10, 2.799241966555156843e-10, 1.605813276514887944e-10, 1.605813276514887944e-10, 4.856347763021038970e-11, 1.119212323632084930e-10, 1.524582268058088049e-10, 1.524582268058088049e-10, 2.003014278320221513e-10, 1.386266062875700468e-10, 2.110445668372560486e-10, 2.799241966555156843e-10
1.955000000000000000e+03, 2.043497210974019497e-10, 2.910893254765156071e-10, 2.975804771684784982e-10, 2.975804771684784982e-10, 2.949189540100931721e-11, 1.018068247314724525e-10, 1.328168037438031940e-10, 1.328168037438031940e-10, 2.324988160987085094e-10, 1.458218503404325290e-10, 2.439039452997690149e-10, 2.910893254765156071e-10
1.956000000000000000e+03, 1.792269045514300881e-10, 2.992470046623808276e-10, 3.391354106213668102e-10, 3.391354106213668102e-10, 6.554843039869820618e-11, 1.093930938384540681e-10, 1.407160703630088833e-10, 1.407160703630088833e-10, 1.851299597285176307e-10, 2.805713215134127826e-10, 1.975344658867499477e-10, 2.992470046623808276e-10
1.957000000000000000e+03, 1.299877154407652195e-10, 4.205862195238783621e-10, 3.638407857814585029e-10, 3.638407857814585029e-10, 4.544384119346170700e-11, 5.670088417819406687e-11, 1.319958011612219564e-10, 1.319958011612219564e-10, 2.521939521483655353e-10, 1.514551228765034034e-10, 2.652160556779288412e-10, 4.205862195238783621e-10
1.958000000000000000e+03, 1.116849596826578864e-10, 3.690072430600397081e-10, 1.404660034053911696e-10, 1.404660034053911696e-10, 1.894684043815130328e-11, 4.978792457903021618e-11, 1.620937875836717729e-10, 1.620937875836717729e-10, 2.019572725911595869e-10, 1.752466265824946353e-10, 2.154162889572936612e-10, 3.690072430600397081e-10
1.959000000000000000e+03, 1.445689348909415972e-10, 3.157713240096369649e-10, 2.298435343261487489e-10, 2.298435343261487489e-10, 1.897584177746439709e-11, 1.526748981043537954e-10, 1.383844944173224297e-10, 1.383844944173224297e-10, 2.118251603919882048e-10, 1.880613289561246142e-10, 2.253327627380133249e-10, 3.157713240096369649e-10
1.960000000000000000e+03, 9.743267570958751115e-11, 3.045839635894687471e-10, 1.019600126673467870e-10, 1.019600126673467870e-10, 1.804863043667116165e-11, 5.043670243119570672e-11, 1.518802820459257053e-10, 1.518802820459257053e-10, 2.454300291896658807e-10, 1.466338957863590633e-10, 2.596838386601977471e-10, 3.045839635894687471e-10
1.961000000000000000e+03, 1.523883411608525551e-10, 4.185939407601718213e-10, 3.932917731654655413e-11, 3.932917731654655413e-11, 5.488137674724370848e-11, 2.906628645503624363e-11, 1.534278668290441498e-10, 1.534278668290441498e-10, 1.990787423153244644e-10, 2.014929038001370757e-10, 2.127720575562887046e-10, 4.185939407601718213e-10
1.962000000000000000e+03, 1.213436628409177289e-10, 3.661941480129327050e-10, 1.495131077581635569e-10, 1.495131077581635569e-10, 3.852883005120590327e-11, 1.353409199161348550e-10, 1.451404178392904890e-10, 1.451404178392904890e-10, 2.246194064234490085e-10, 1.790940161687017964e-10, 2.371790615915340680e-10, 3.661941480129327050e-10
1.963000000000000000e+03, 1.084441276885633013e-10, 3.618679156749860796e-10, 1.503247123617306931e-10, 1.503247123617306931e-10, 5.402608457998170066e-11, 3.593002274706290216e-11, 1.645242786145721555e-10, 1.645242786145721555e-10, 1.944636394605409553e-10, 1.387883473647197280e-10, 2.065710686866431821e-10, 3.618679156749860796e-10
1.964000000000000000e+03, 1.497366019973824979e-10, 4.070858060895756557e-10, 1.686475715691414725e-10, 1.686475715691414725e-10, 2.788143610351931440e-11, 6.407763229314293766e-11, 1.547793523464123014e-10, 1.547793523464123014e-10, 1.998288009178351892e-10, 1.132637382941030113e-10, 2.110708834352114378e-10, 4.070858060895756557e-10
1.965000000000000000e+03, 8.613370600373115107e-11, 5.319287815092751791e-10, 1.878283468072415022e-10, 1.878283468072415022e-10, 3.759706790760245733e-11, 4.078814699668651997e-11, 1.123110709463181388e-10, 1.123110709463181388e-10, 1.915989989225023661e-10, 1.792235820036190338e-10, 2.022417053153233559e-10, 5.319287815092751791e-10
1.966000000000000000e+03, 1.236255900629622136e-10, 3.932757111891515688e-10, 2.031803768166372396e-10, 2.031803768166372396e-10, 3.765336662048194717e-11, 6.120422104069558621e-11, 1.609308382183518609e-10, 1.609308382183518609e-10, 2.524984282041466801e-10, 1.525409018153480982e-10, 2.629580564925521967e-10, 3.932757111891515688e-10
1.967000000000000000e+03, 1.332303616044792512e-10, 3.087396557986802333e-10, 1.651858320065455302e-10, 1.651858320065455302e-10, 4.216346107814307466e-11, 4.297961286490541750e-11, 1.549806031488910465e-10, 1.549806031488910465e-10, 2.319899593637293071e-10, 1.929525574454055461e-10, 2.420802180647116470e-10, 3.087396557986802333e-10
1.968000000000000000e+03, 1.285517347781383575e-10, 2.530479076972060151e-10, 1.500773325636193609e-10, 1.500773325636193609e-10, 2.424617314522996250e-11, 3.762893137733019815e-11, 1.619639340358913522e-10, 1.619639340358913522e-10, 2.734643459558429984e-10, 1.957841384150726841e-10, 2.833969915820621815e-10, 2.530479076972060151e-10
1.969000000000000000e+03, 1.554558926163251972e-10, 3.165723572751116467e-10, 2.349380271511066113e-10, 2.349380271511066113e-10, 4.516520430077872421e-11, 3.718502219704525781e-11, 1.453806490744533374e-10, 1.453806490744533374e-10, 2.510349611725224486e-10, 1.146578011927881534e-10, 2.604039110898155708e-10, 3.165723572751116467e-10
1.970000000000000000e+03, 1.376196585710031728e-10, 3.018972690406200024e-10, 2.139679394048725640e-10, 2.139679394048725640e-10, 1.344237183267653970e-10, 1.137155846155600426e-10, 1.452428301385564485e-10, 1.452428301385564485e-10, 2.352201550691641467e-10, 2.018287947474222078e-10, 2.443075360835472389e-10, 3.018972690406200024e-10
1.971000000000000000e+03, 1.941595145095193422e-10, 3.130250220337180912e-10, 2.518079121368544126e-10, 2.518079121368544126e-10, 3.400176937443354614e-11, 1.585469652182174419e-10, 1.486559574380533385e-10, 1.486559574380533385e-10, 1.440204804178540635e-10, 1.765561501283620130e-10, 1.529385240788379557e-10, 3.130250220337180912e-10
1.972000000000000000e+03, 1.096421025729899173e-10, 3.529142277244966504e-10, 1.854965526278515714e-10, 1.854965526278515714e-10, 3.198103692280678135e-11, 1.183465959219833328e-10, 1.456239820314942766e-10, 1.456239820314942766e-10, 2.130966463846617409e-10, 1.546033798537349263e-10, 2.217756507250123476e-10, 3.529142277244966504e-10
1.973000000000000000e+03, 1.871544767434861100e-10, 3.152913492983594208e-10, 6.261658367779322641e-11, 6.261658367779322641e-11, 3.475767950087410322e-11, 4.857207733125916870e-11, 1.386611600540601951e-10, 1.386611600540601951e-10, 2.293016494025322855e-10, 2.543538364349488047e-10, 2.382278230448153058e-10, 3.152913492983594208e-10
1.974000000000000000e+03, 1.810676118909754167e-10, 3.961034787182797117e-10, 5.818004203959045839e-11, 5.818004203959045839e-11, 1.741599143312475700e-11, 2.912386717247997403e-11, 1.327546486298495188e-10, 1.327546486298495188e-10, 3.654551143876264067e-10, 2.502303986195295942e-10, 3.743351514862195774e-10, 3.961034787182797117e-10
1.975000000000000000e+03, 1.341602324817932187e-10, 5.198670856469671422e-10, 6.071682196575053395e-11, 6.071682196575053395e-11, 2.771607299893987472e-11, 1.081749620192428525e-10, 1.429827389914124093e-10, 1.429827389914124093e-10, 2.747927949706075131e-10, 2.784963477805707032e-10, 2.834654295196398457e-10, 5.198670856469671422e-10
1.976000000000000000e+03, 1.862092736470079407e-10, 4.002434224601104045e-10, 1.185944720220415433e-10, 1.185944720220415433e-10, 2.716953745315816377e-11, 8.738689195288625829e-11, 1.265439933096715102e-10, 1.265439933096715102e-10, 3.268211540978283724e-10, 2.011381829139436777e-10, 3.352603611027569599e-10, 4.002434224601104045e-10
1.977000000000000000e+03, 1.318218975114908733e-10, 3.416761495222079319e-10, 1.312378939727578306e-10, 1.312378939727578306e-10, 2.843091330501482079e-11, 1.426495882627215205e-10, 1.360675462912570342e-10, 1.360675462912570342e-10, 1.868171622805707045e-10, 1.928797783348443905e-10, 1.955522117413695188e-10, 3.416761495222079319e-10
1.978000000000000000e+03, 2.895332117185833848e-10, 3.521603974459367825e-10, 8.093246573637684133e-11, 8.093246573637684133e-11, 6.619187531407905325e-11, 1.034076329920856444e-10, 1.648889999943167295e-10, 1.648889999943167295e-10, 1.661028181723231105e-10, 2.143971812499743160e-10, 1.744030043456736491e-10, 3.521603974459367825e-10
1.979000000000000000e+03, 1.367344778248923421e-10, 3.739240828469455801e-10, 1.116177487768488860e-10, 1.116177487768488860e-10, 2.835280005336096099e-11, 8.979133780057671059e-11, 1.435974620822008365e-10, 1.435974620822008365e-10, 1.987527611338409472e-10, 1.922924845968715338e-10, 2.073371268142695769e-10, 3.739240828469455801e-10
1.980000000000000000e+03, 9.503605854596425367e-11, 3.798739503774952154e-10, 2.031931295937979504e-10, 2.031931295937979504e-10, 4.661978738430399880e-11, 4.441802653288309982e-11, 1.335482541782427723e-10, 1.335482541782427723e-10, 1.603862544642527897e-10, 1.893675946121435432e-10, 1.683596326211697768e-10, 3.798739503774952154e-10
1.981000000000000000e+03, 1.757134630916951638e-10, 2.862867921412016019e-10, 1.393025197135633099e-10, 1.393025197135633099e-10, 5.218160894194391437e-11, 2.948639247193756951e-11, 1.509747809432031526e-10, 1.509747809432031526e-10, 1.325228633547497472e-10, 2.366589168174678655e-10, 1.405826510327641648e-10, 2.862867921412016019e-10
1.982000000000000000e+03, 1.368842192863474996e-10, 3.811977058807205491e-10, 2.162078322752977387e-10, 2.162078322752977387e-10, 1.641863089660386904e-11, 4.586436441906969541e-11, 1.206358087947299487e-10, 1.206358087947299487e-10, 1.131162763842777024e-10, 1.727146918522922561e-10, 1.208444511474587060e-10, 3.811977058807205491e-10
1.983000000000000000e+03, 1.620707466478213019e-10, 3.003845575880759540e-10, 1.437311886171818584e-10, 1.437311886171818584e-10, 2.489035740309032444e-11, 7.575799202191120939e-11, 1.321084211713282169e-10, 1.321084211713282169e-10, 1.434775417962437482e-10, 2.039830704060268296e-10, 1.513904237679511190e-10, 3.003845575880759540e-10
1.984000000000000000e+03, 1.030087935213399219e-10, 3.663805949822119398e-10, 1.555500903485231246e-10, 1.555500903485231246e-10, 2.495800427749205540e-11, 4.530033993608149590e-11, 1.393573903290032334e-10, 1.393573903290032334e-10, 2.616225387740921368e-10, 2.102774790927186961e-10, 2.695564893463771576e-10, 3.663805949822119398e-10
1.985000000000000000e+03, 2.001494891979132083e-10, 4.129729264402638493e-10, 2.855705800773857201e-10, 2.855705800773857201e-10, 6.686003718093380790e-11, 6.212331088977557859e-11, 1.518435607663545350e-10, 1.518435607663545350e-10, 1.810892001973131513e-10, 2.048443735351628742e-10, 1.889876285756419020e-10, 4.129729264402638493e-10
1.986000000000000000e+03, 1.049916198875229745e-10, 4.104680059126088123e-10, 2.703362471742935519e-10, 2.703362471742935519e-10, 3.815923430466842766e-11, 8.694334594138169566e-11, 1.438281215096907057e-10, 1.438281215096907057e-10, 1.904446296708485113e-10, 2.157707760060963507e-10, 1.987648217221499018e-10, 4.104680059126088123e-10
1.987000000000000000e+03, 2.547830602342798384e-10, 3.680326557232300744e-10, 1.413732058166965708e-10, 1.413732058166965708e-10, 5.727083078415141443e-11, 1.114255371476643398e-10, 1.386253503879541515e-10, 1.386253503879541515e-10, 1.883092074238698427e-10, 2.175568883787394644e-10, 1.964558889172015062e-10, 3.680326557232300744e-10
1.988000000000000000e+03, 2.353856042525109664e-10, 4.734222541031500177e-10, 1.074748915501734684e-10, 1.074748915501734684e-10, 5.748380519198736400e-11, 8.387822656496551740e-11, 1.427811370799698319e-10, 1.427811370799698319e-10, 1.897662657517213618e-10, 1.885926573459036618e-10, 1.977734500462178576e-10, 4.734222541031500177e-10
1.989000000000000000e+03, 2.730576874444194838e-10, 4.083799432263274874e-10, 8.954255819844945505e-11, 8.954255819844945505e-11, 1.161775713226744779e-10, 1.122949994287065451e-10, 1.554543425377134902e-10, 1.554543425377134902e-10, 1.993825364082987843e-10, 3.383251588492254084e-10, 2.073186626366896588e-10, 4.083799432263274874e-10
1.990000000000000000e+03, 1.507451238211399503e-10, 3.969896884298900729e-10, 2.465784705271598767e-10, 2.465784705271598767e-10, 3.149885612285568847e-11, 7.930313320689814286e-11, 1.543326620441973430e-10, 1.543326620441973430e-10, 2.255359542354009534e-10, 1.817257089413460963e-10, 2.332972507194173453e-10, 3.969896884298900729e-10
1.991000000000000000e+03, 1.424150565933454165e-10, 5.815835659772265546e-10, 1.727660918959192314e-10, 1.727660918959192314e-10, 8.748593770288509349e-11, 5.628763114801223773e-11, 1.461837149439133403e-10, 1.461837149439133403e-10, 1.774864768726077762e-10, 2.116234970766390699e-10, 1.854510921824414311e-10, 5.815835659772265546e-10
1.992000000000000000e+03, 1.439479676889840392e-10, 4.328757569468950648e-10, 8.150212408680741073e-11, 8.150212408680741073e-11, 8.708636165033533597e-11, 3.766767855252565713e-11, 1.324305680818487397e-10, 1.324305680818487397e-10, 1.458105671525280040e-10, 2.388447982749673628e-10, 1.540540363107497364e-10, 4.328757569468950648e-10
1.993000000000000000e+03, 9.121583944793612953e-11, 3.258388251160077088e-10, 1.038387446804139813e-10, 1.038387446804139813e-10, 9.285514182265657707e-11, 1.188346425878789377e-10, 1.500379941624728239e-10, 1.500379941624728239e-10, 1.538155445155137483e-10, 1.958962737029069657e-10, 1.619253474458274338e-10, 3.258388251160077088e-10
1.994000000000000000e+03, 1.376365709271479744e-10, 3.499062625010787801e-10, 1.339923676329755591e-10, 1.339923676329755591e-10, 1.964405894859807912e-11, 1.964618154660364072e-10, 1.533162711828362992e-10, 1.533162711828362992e-10, 1.722664499685933182e-10, 3.112009503179242975e-10, 1.802972145103155544e-10, 3.499062625010787801e-10
1.995000000000000000e+03, 1.378875879812841389e-10, 4.900202967314579741e-10, 1.576494564634811257e-10, 1.576494564634811257e-10, 7.524864912736993058e-11, 1.243989411616725614e-10, 1.396041171142648490e-10, 1.396041171142648490e-10, 1.695894423450767007e-10, 2.952522297929890524e-10, 1.774225826642672074e-10, 4.900202967314579741e-10
1.996000000000000000e+03, 1.103806550353094398e-10, 4.863996835519872902e-10, 1.768252107580394407e-10, 1.768252107580394407e-10, 1.278318627634215972e-10, 8.065676555875544637e-11, 1.604092564728079098e-10, 1.604092564728079098e-10, 1.690672182265883451e-10, 2.302693146363421368e-10, 1.769154914399184405e-10, 4.863996835519872902e-10
1.997000000000000000e+03, 1.426933993174048444e-10, 3.090902897530689208e-10, 1.013582654402957415e-10, 1.013582654402957415e-10, 5.083624308551366515e-11, 6.662836093636154218e-11, 1.382324964470092983e-10, 1.382324964470092983e-10, 1.851983377842352892e-10, 2.792483865578531164e-10, 1.928325976103610009e-10, 3.090902897530689208e-10
1.998000000000000000e+03, 1.584490643432657197e-10, 2.944648853766613765e-10, 2.292796180938874630e-10, 2.292796180938874630e-10, 6.748949820413930763e-11, 8.438929381501209214e-11, 1.528087382717457580e-10, 1.528087382717457580e-10, 1.592248697289111229e-10, 2.165797476816384998e-10, 1.665734582965492052e-10, 2.944648853766613765e-10
1.999000000000000000e+03, 1.804466462955966339e-10, 3.276848866342100152e-10, 1.816502593793568051e-10, 1.816502593793568051e-10, 4.724056062998541711e-11, 9.949814459684420316e-11, 1.671294929159590769e-10, 1.671294929159590769e-10, 1.889826572159732700e-10, 2.739523893548119610e-10, 1.963760557868208956e-10, 3.276848866342100152e-10
2.000000000000000000e+03, 1.309642800005527067e-10, 3.545568299849101128e-10, 1.707906677188113344e-10, 1.707906677188113344e-10, 3.010446110387261221e-11, 1.226736953144914534e-10, 1.461760194712977236e-10, 1.461760194712977236e-10, 2.512375287688832213e-10, 2.257482465542822041e-10, 2.588649768618465129e-10, 3.545568299849101128e-10
2.001000000000000000e+03, 1.272716797200980597e-10, 3.957049003654794647e-10, 1.387715511637222557e-10, 1.387715511637222557e-10, 2.735924399491464500e-11, 1.741163621832144010e-10, 1.557083932889770923e-10, 1.557083932889770923e-10, 2.023721003711858926e-10, 2.783415429350305568e-10, 2.101525825530651814e-10, 3.957049003654794647e-10
2.002000000000000000e+03, 8.194991928779361947e-11, 5.787793716938444446e-10, 2.278201757571323982e-10, 2.278201757571323982e-10, 6.690351973621273522e-11, 1.082589376209022242e-10, 1.501679956799098636e-10, 1.501679956799098636e-10, 1.981976711899494173e-10, 2.290132453728041743e-10, 2.059624961460515312e-10, 5.787793716938444446e-10
2.003000000000000000e+03, 2.283089423494987315e-10, 4.893001745219642691e-10, 1.326494097448416231e-10, 1.326494097448416231e-10, 3.239023817025581877e-11, 1.633335879793464082e-10, 1.488325067240219914e-10, 1.488325067240219914e-10, 2.240392726093282025e-10, 2.254263805385833922e-10, 2.316073579353610329e-10, 4.893001745219642691e-10
2.004000000000000000e+03, 1.399508877620337225e-10, 5.158879752804175775e-10, 7.570131718737857326e-11, 7.570131718737857326e-11, 2.311210779852214177e-11, 7.038727206988086840e-11, 1.623260313063413377e-10, 1.623260313063413377e-10, 3.155424213170496936e-10, 2.181858038311534177e-10, 3.228507800345555086e-10, 5.158879752804175775e-10
2.005000000000000000e+03, 2.233500457028974006e-10, 3.379745868191889830e-10, 1.098023745616936461e-10, 1.098023745616936461e-10, 5.584012102762148314e-11, 9.706646535776130384e-11, 1.689436647353763687e-10, 1.689436647353763687e-10, 3.290123773478867350e-10, 2.841723820138511438e-10, 3.439455531242200362e-10, 3.379745868191889830e-10
2.006000000000000000e+03, 2.512762869692822531e-10, 3.704871022909473638e-10, 1.134634554128891277e-10, 1.134634554128891277e-10, 8.530809180682470947e-11, 1.100958513731765773e-10, 1.586034812288834992e-10, 1.586034812288834992e-10, 2.765195556962797721e-10, 2.724929796084105739e-10, 2.915796728509443815e-10, 3.704871022909473638e-10
2.007000000000000000e+03, 1.125728119287693836e-10, 4.203089936899804562e-10, 2.210211940449872846e-10, 2.210211940449872846e-10, 9.482910829711549463e-11, 1.501432518776349922e-10, 1.591544661001460013e-10, 1.591544661001460013e-10, 2.886818371899334633e-10, 2.326230318269910254e-10, 3.021572208007294877e-10, 4.203089936899804562e-10
2.008000000000000000e+03, 1.923964007138580500e-10, 4.191997139485611406e-10, 1.782067375510855290e-10, 1.782067375510855290e-10, 1.265389079342563050e-10, 1.926403979207607278e-10, 2.064459197241380240e-10, 2.064459197241380240e-10, 2.803613949437287762e-10, 2.547185094726837394e-10, 2.930038843738892712e-10, 4.191997139485611406e-10
2.009000000000000000e+03, 1.373956255159993372e-10, 4.434463673380605293e-10, 3.056962018367492433e-10, 3.056962018367492433e-10, 5.277974033745491222e-11, 1.615330511116039518e-10, 1.368682545526542323e-10, 1.368682545526542323e-10, 2.562606253888099343e-10, 2.733976524049620587e-10, 2.679870562863599278e-10, 4.434463673380605293e-10
2.010000000000000000e+03, 1.462290615984196680e-10, 4.720422455065541654e-10, 2.592040832494902408e-10, 2.592040832494902408e-10, 1.304599556928499329e-10, 1.495325384879347448e-10, 1.516100959703160656e-10, 1.516100959703160656e-10, 2.263962317615976141e-10, 2.778967028616075730e-10, 2.371206444560582124e-10, 4.720422455065541654e-10
2.011000000000000000e+03, 1.418882301633852961e-10, 5.783464784703918887e-10, 2.184454974160310683e-10, 2.184454974160310683e-10, 5.067746166813404769e-11, 9.927710147545250008e-11, 1.944470732778884525e-10, 1.944470732778884525e-10, 2.007990905684483127e-10, 2.172545276494557998e-10, 2.117799606001883655e-10, 5.783464784703918887e-10
2.012000000000000000e+03, 1.681487424263143796e-10, 7.768019231153353960e-10, 2.347658394423448002e-10, 2.347658394423448002e-10, 5.390932329212149709e-11, 1.170875023040911341e-10, 1.538777085830530773e-10, 1.538777085830530773e-10, 2.419472750069866640e-10, 3.067943685631076698e-10, 2.523077654923035739e-10, 7.768019231153353960e-10
2.013000000000000000e+03, 1.652743604975719358e-10, 4.657960958547948590e-10, 4.700484366078805017e-10, 4.700484366078805017e-10, 7.554639334396747588e-11, 2.024114239806651929e-10, 1.476458895235739729e-10, 1.476458895235739729e-10, 2.467038522641034788e-10, 2.223891827450626968e-10, 2.571043616628686800e-10, 4.657960958547948590e-10
2.014000000000000000e+03, 1.287831721538432791e-10, 5.234250333157280585e-10, 2.092708019270263614e-10, 2.092708019270263614e-10, 1.412382372672036671e-10, 1.399184246987943376e-10, 1.967113737872762269e-10, 1.967113737872762269e-10, 2.049916584333750919e-10, 3.120353485741482528e-10, 2.145683454517781427e-10, 5.234250333157280585e-10
